,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,packaging,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,nova_score,quantity,brand,generic_name,eco_score,categories,labels,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,ingredients_origins,traceability_code,link,palm_ingredients,brand_owner,origin_detail
703,Filets de poulet (7 à 10 pièces) - Picard - 1kg,,['France'],['Filet de poulet'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",460,109,"1,2","0,5",24,['Surgelé'],460 kj(109 kcal),"0,3","0,5","0,11","0,044",,1,1 kg,['Picard'],"Filets de poulet, classe A, surgelés",C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['Viande Française', 'Volaille-francaise']",['Picard'],-6%,-17%,-58%,+4%,+5%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,1.2 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.11 g,en faible quantité,-15%,-60%,+106%,-85%,-85%,-4,,A,,,['France'],,,,,
704,beurre moulé doux - bio village,356470700089502,['France'],[],[],?,?,?,?,?,,,,,,,,,,['bio village'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Oeufs - Bio Village,356470708738417,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bio Village'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,vapeur - u,3256222157,['France'],[],[],?,?,?,?,?,,,,,,,,,,['U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,BIO village  sauve tomate à la Provençale - REPERE,356470711641102,['France'],[],[],?,?,?,?,?,,,,,,,,,,['REPERE'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,eau de source de montagne des Alpes - U,32562235,['France'],[],[],?,?,?,?,?,,,,,,,,,,['U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Haché végétal Curry & coco - TOSSOLIA,3483463060,['France'],[],[],?,?,?,?,?,,,,,,,,,,['TOSSOLIA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,grana padano - Casino Saveurs d\'Ailleurs,32224764,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""Casino Saveurs d\\'Ailleurs""]",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,
711,pain campagnard sans gluten - gerblé,175681121263,['France'],[],[],?,?,?,?,?,,,,,,,,,,['gerblé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Crottin de Chavignol,31846700,['France'],[],[],?,?,?,?,?,,,,,,,,,,['CHAVIGNOL'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Bergerac - Sainte innocence,37600550409,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Sainte innocence'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Bergerac - Les hauts de Sainte Innocence,3760055040945,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Les hauts de Sainte Innocence'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,casino,322247701363615,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Casino'],,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,casino,32224777013827,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Casino'],,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,puree amande complete - ethiquable,37600917277,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Ethiquable'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Infusion Réglisse Menthe - Monoprix,335003325,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Monoprix'],,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,petit fromage bio - vra,273220541456,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Vra'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Thé vert de Chine Jasmin - DILMAH exceptionnel,93126311144420,['France'],[],[],?,?,?,?,?,,,,,,,,,,['DILMAH exceptionnel'],,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thé vert de Chine']",,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,
721,Pate à tartiner aux noisettes - Bio village,3564707140,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bio village'],,D,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",['Bio'],['Leclerc'],,,,,,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,,,,,,,,,,,,,,,,,,,
722,son de blé - moulin des moines,334743002,['France'],[],[],?,?,?,?,?,,,,,,,,,,['moulin des moines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,petit fromage bio lait chevre - vrai,2732205414,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Vrai'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,crème légère semi-épaisse - Elle et Vire,34151790930829,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Elle et Vire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,LE MODE DU CAFE - LA VIE CLAIRE,32661930157,['France'],[],[],?,?,?,?,?,,,,,,,,,,['LA VIE CLAIRE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,LE MONDE DU CAFE - LA VIE CLAIRE,326619101,['France'],[],[],?,?,?,?,?,,,,,,,,,,['LA VIE CLAIRE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,emmental râpé au lait cru - Biovillage,356470712946602,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Biovillage'],,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Emmental au lait cru']",,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,
728,sauce soja biologique - Clearspring,50215540018,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Clearspring'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,sauce arrabbiata - pietro castelli,0017700062207,['France'],[],[],?,?,?,?,?,,,,,,,,,,['pietro castelli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,huile vierge de tournesol - la vie claire,266191010458,['France'],[],[],?,?,?,?,?,,,,,,,,,,['la vie claire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Nougat Montélimar tendre - Nos régions ont du talent,356470900018305,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Nos régions ont du talent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,chant de la terre - famillefabre,3352260050101,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Famillefabre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Thé du Tigre - Le palais des thés,2700271001031,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Le palais des thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,cristalline,32740800055003,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Cristalline'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,côtes du rhône - domaine des cèdres,3700086330103,['France'],[],[],?,?,?,?,?,,,,,,,,,,['domaine des cèdres'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,BB détox - Kusmi,358581002,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Kusmi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Bio natives Kokosöl - Schneekoppe,406145809,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Schneekoppe'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Kurkuma Bio - Lebensbaum,4012346157,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Lebensbaum'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,tartines craquantes sarrasin - Cereal bio,3175681037,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Cereal bio'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,jus d\'orange - jafaden,356470000285805,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Jafaden'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,thé vert gingembre citron vert - léa nature jardin bio,37600205067,['France'],[],[],?,?,?,?,?,,,,,,,,,,['léa nature jardin bio'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Spaghetti - la Bioidea,80156002000480,['France'],[],[],?,?,?,?,?,,,,,,,,,,['la Bioidea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,cafe arabica bresil,0260381024471,['France'],[],[],?,?,?,?,?,,,,,,,,,,['cafe arabica bresil'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Bio-Erbsen grün (getrocknet) - Bode Naturkost,4026363408044,['France'],[],[],?,302,"1,4","41,2","22,9",,1260 kj(302 kcal),"0,3","3,5","0,06","0,024",,,,['Bode Naturkost'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Castelines - Castelas,3700786807073,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Castelas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,endives - perle du nord,300012202593,['France'],[],[],?,?,?,?,?,,,,,,,,,,['perle du nord'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,lingots blancs - le bon semeur,3263820006,['France'],[],[],?,?,?,?,?,,,,,,,,,,['le bon semeur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,casino,222471138991,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Casino'],,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Noir dégustation 74% - BIOvillage,356470700086404,['France'],[],[],?,?,?,?,?,,,,,,,,,,['BIOvillage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Pavot citron - GERBLE,3175681066,['France'],[],[],?,?,?,?,?,,,,,,,,,,['GERBLE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,Basil - Sup\'Herb,306073101824,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""Sup\\'Herb""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,thé noir aventure brésilienne - Passeport Tea,3760273670115,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Passeport Tea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Racine - Bourdic,3499740000130,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bourdic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Galettes à l\'ancienne au blé noir - Creperie de Guerlédan,37600080,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Creperie de Guerlédan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,chateau des lys - pecharmant,700898215834,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Pecharmant'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,espresso forza 9 - l\'or,711000360811,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""l\\'or""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,basmati - comptoir du grain,564700024164,['France'],[],[],?,?,?,?,?,,,,,,,,,,['comptoir du grain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,buche lait - carrefour,560070530564,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carrefour'],,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Linizio Lungo - Nespresso,640154061569,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Nespresso'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,NOIX D AMAZONIE - BIO VILLAGE,356470712919001,['France'],[],[],?,?,?,?,?,,,,,,,,,,['BIO VILLAGE'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Mayo bio - U,256220367912,['France'],[],[],?,?,?,?,?,,,,,,,,,,['U'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,crevettes - Bio Village,564707117319,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bio Village'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Bio village,6104747155222,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bio village'],,,,['Bio'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Le Bio de Manon,5100112720522,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Le Bio de Manon'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Ananas en morceaux - Del Monte,2400000164,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Del Monte'],,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,,,,,,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,,,,,,,,,,,,,,,,,,,,,
766,Bananes BIO FAIRTRADE,2600480009920,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,beurre gastronomique - paturages,3250390010,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Paturages'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,fondant bio - 2 vaches,36613441172,['France'],[],[],?,?,?,?,?,,,,,,,,,,['2 vaches'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,nutriform,30228204207,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Nutriform'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Jardin d\'épices - Les jardins de GAÏA,3582810868928,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Les jardins de GAÏA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,Scarole - Les Crudettes,061430008414,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Les Crudettes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Huile d\'olives bio - Tramier,410179012230,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Tramier'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Vinaigre de cidre - Bio Village,564707117395,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Bio Village'],,B,"['Vinaigres', 'Vinaigres de cidre']",['Bio'],['Leclerc'],,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,,,,,,,,,,,,,,
774,2018 - Château Moulin de Pillardot,6600989211452,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Château Moulin de Pillardot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Chocolat au lait noix de pecan - MONOPRIX,350031953880,['France'],[],[],?,?,?,?,?,,,,,,,,,,['MONOPRIX'],,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,6 Oeufs bio moyens / gros LES OEUFS DE MARYLINE,3770004243006,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,Anjou-Villages Brissac - Domaine de Bablut,3553095000037,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Domaine de Bablut'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,Filets de merlan sans peau - QWEHLI,2220382063303,['France'],[],[],?,?,?,?,?,,,,,,,,,,['QWEHLI'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,Beurre demi-sel - Carrefour,1560478655786,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carrefour'],,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,œufs au lait - Gaborit,34388600018,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Gaborit'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,cafe soluble - u,3256221,['France'],[],[],?,?,?,?,?,,,,,,,,,,['U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,huile d\'olive vierge extra - u bio,3256220280,['France'],[],[],?,?,?,?,?,,,,,,,,,,['u bio'],,,,['Bio'],"['Super U', 'Magasins U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,miel de bruyere callune - la borda d\'ambrosi,377001019,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""la borda d\\'ambrosi""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,Pruneaux d\'Agen - Casino BIO,32224731309,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Casino BIO'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,gunpowder - la Route des Comptoirs,3760011131021,['France'],[],[],?,?,?,?,?,,,,,,,,,,['la Route des Comptoirs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,pain complet de seigle - cereal,3175681085,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Cereal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Biovillage,356470714247201,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Biovillage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Colombie - Plantation,9504100613098,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Plantation'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,PLANTATION - REPERE,35647003,['France'],[],[],?,?,?,?,?,,,,,,,,,,['REPERE'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,Emmental français - Carrefour bio,0121515081138,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carrefour bio'],,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",['Bio'],['Carrefour'],,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,
791,beurre de baratte doux - BIOCOOP,760121212597,['France'],[],[],?,?,?,?,?,,,,,,,,,,['BIOCOOP'],,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de baratte']",['Bio'],,,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,,,,,,,,,,,,,,,,
792,thé du darjeeling - twinnings,1844209312514,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Twinnings'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,eau minérale naturelle - saint amand,6444880010010,['France'],[],[],?,?,?,?,?,,,,,,,,,,['saint amand'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Jejudo Imperial - Palais des Thés,2700282001006,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,0204367017651,0204367017651,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,échalote - jardin du midi,0111814292304,['France'],[],[],?,?,?,?,?,,,,,,,,,,['jardin du midi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Aiguillette canard - Canard du Gers,2604194023357,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Canard du Gers'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Emmental Francais - Les Croises,35647000146,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Les Croises'],,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,
799,Huile Olive Bio d\'Espagne - HERCOLIVA,8437007620504,['France'],[],[],?,?,?,?,?,,,,,,,,,,['HERCOLIVA'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,nonnettes bio au miel et à l\'orange - L\'abeille royale,3540860027,['France'],[],[],?,?,?,?,?,,,,,,,,,,"[""L\\'abeille royale""]",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,thon en tranches - odyssee,32050390806011,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Odyssee'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,cidre de bretagne - intermarché,3205390050988,['France'],[],[],?,?,?,?,?,,,,,,,,,,['intermarché'],,B,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidre de Bretagne']",,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,,,,,,,,,,['France'],,,,,
803,KERGUILLET - KEFIR,3442310011,['France'],[],[],?,?,?,?,?,,,,,,,,,,['KEFIR'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,livre,9782081417298,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,Cookies Breiz - Galettes de Belle Isles en Terre,8451170469333,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Galettes de Belle Isles en Terre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,Formag,3401560280937,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Bio yellow label - Lipton,87171639348,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Lipton'],,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,Yellow label - Lipton,7171639348,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,pain au seigle - carrefour original,35600708797,['France'],[],[],?,?,?,?,?,,,,,,,,,,['carrefour original'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,couscous aux épices - carrefour,324541313,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carrefour'],,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,rillettes  de poulet - carrefour,35600705078,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Carrefour'],,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,crème fluide entière - CARREFOUR,35600705063,['France'],[],[],?,?,?,?,?,,,,,,,,,,['CARREFOUR'],,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,cornichons fin,541052406,['France'],[],[],?,?,?,?,?,,,,,,,,,,['cornichons fin'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,Lait 65% cacao - lindt,000539280,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,eco+,34509700359,['France'],[],[],?,?,?,?,?,,,,,,,,,,['eco+'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,eco+,34509700,['France'],[],[],?,?,?,?,?,,,,,,,,,,['eco+'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,pain  au seigle - carrefour original,356007087,['France'],[],[],?,?,?,?,?,,,,,,,,,,['carrefour original'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
