,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,additives,nova_score,allergens,generic_name,traceability_code,markets,manufacturing,ingredients_origins,palm_ingredients,link,brand_owner
1921,quarré de chocolat - 280g,3760246620642,['France'],"['Creme Caramel Chocolat Lait Ingrédients sucre', 'beurre crème pectine sucre invert', 'chocolat Noir cacac sucre beurre de cacao', 'Laitentier en poudre émulsifiant iécithine de Soja']",[],?,?,,?,,?,,?,,,['Quarré de Chocolat'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280g,,,,,,,,,,,,
1922,Bolino États-Unis - Maggi,7613036194853,['France'],[],[],?,330,1381 kj(330 kcal),11,"7,3",42,"4,2",13,"2,5",1,['Maggi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Spécialité de Pruneau,2609916036080,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,Petits filous tub's - Yoplait,3329770062672,"['Belgique', 'France']",[],[],?,91,381 kj(91 kcal),"2,7","1,8","12,1","10,9","3,7","0,15","0,06",['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,
1925,Poire,3846005510109,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Mini Rochers chocolat au lait - Dardenne,3258590005142,['France'],"['noisette*', 'sucre de canne blond*2', 'beurre de cacao*2', 'lait entier*', 'masse de cacao*', 'lait écrémé', 'huile de tournesol*', 'sel', ""vanille en poudre* Pralin 41% issu de l'agriculture biologique"", ' 2 issu du commerce équitable', ' Sans gluten Sans gluten', "" à coques et d'arachides"", ' Chocolat : cacao 47% mini', "" Sans gluten Traces possibles d'autres fruits""]","['Non végétalien', 'Non végétarien']",?,605,2531 kj(605 kcal),51,16,33,27,11,"0,05","0,02",['Dardenne'],D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Rochers au chocolat']",51 g,en quantité élevée,16 g,en quantité élevée,27 g,en quantité élevée,0.05 g,en faible quantité,,+7%,+9%,+42%,+2%,-35%,-44%,+79%,-75%,-75%,22,-7%,E,-7%,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,"['Bio', 'Bio européen', 'Sans gluten', 'AB Agriculture Biologique']",,,,3,"['Lait', 'Fruits à coque', 'Arachides']",,,,,,,,
1927,Pain du moulin de Saint desire - 350g,3289668481100,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 g,,,,,,,,,,,,
1928,Tarte aux 3 fromages,3424740009302,['France'],[],[],?,287,1201 kj(287 kcal),"13,5","8,5","27,5","1,8","12,7","1,7","0,68",,C,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au fromage']",13.5 g,en quantité modérée,8.5 g,en quantité élevée,1.8 g,en faible quantité,1.7 g,en quantité élevée,,+12%,+11%,-11%,+2%,+38%,-23%,+45%,+84%,+84%,18,+38%,D,+38%,70.7%,13.4%,3.3%,3.6%,1.9%,7.2%,56,,,,,,,,,,,,,,
1929,Poulet cuit et fumee,0276382033787,['France'],[],[],?,157,657 kj(157 kcal),"7,4",2,"0,6","0,5",22,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,6 gingerbread whirls - Mr Kipling,5000221508489,['France'],[],[],?,537,2247 kj(537 kcal),33,"13,5",55,"25,2","4,2","0,64","0,256",['Mr Kipling'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,WASABI PEANUTS Spicy,7711269020540,['France'],[],[],?,557,2330 kj(557 kcal),"33,4","15,7","60,1","9,9","3,6","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Riolfi,8020449100064,['France'],[],[],?,95,397 kj(95 kcal),6,0,4,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Mini cones,3255140002330,"['Belgique', 'France']",[],[],?,439,1837 kj(439 kcal),21,16,63,"0,7","6,3","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,
1934,3393852447169,3393852447169,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 94.022.002 CE', 'Choisy-le-Roi (Val-de-Marne, France)']",,,,,,
1935,Harengs creme curry,5701379434001,['France'],[],[],?,391,1636 kj(391 kcal),32,"3,5",20,19,"5,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,,['C-BV-61941-DK'],,,,,,
1936,Pâte de curry rouge - Thai Heritage,8850781049307,['France'],[],[],?,51,213 kj(51 kcal),0,0,"11,7",0,0,"3,13","1,252",['Thai Heritage'],,"['Epicerie', 'Sauces', 'Pâtes de curry']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,3.13 g,en quantité élevée,,-74%,-73%,-100%,-100%,-9%,-100%,-100%,-55%,-55%,10,-20%,C,-20%,,,,,,,,,,,,,,,,,,,,,
1937,Cuiller au chocolat,3760042511656,['France'],[],[],?,571,2389 kj(571 kcal),37,22,53,52,"5,5","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,Protéine - Scitec nutrition,5999100006010,['France'],[],[],?,?,,?,,?,,?,,,['Scitec nutrition'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,Doritos nature,2168950445765,['France'],[],[],?,497,2079 kj(497 kcal),24,"1,9",63,1,"6,9","0,7","0,28",['Doritos'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,Pousse de bamboo,8852032631927,['France'],[],[],?,30,126 kj(30 kcal),"0,5",0,4,"0,5",2,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,Soupe legumes et vermicelles - Liebig,3036811367480,['France'],[],[],?,39,163 kj(39 kcal),"1,2","0,3","5,5",2,1,"0,69","0,276",['Liebig'],,"['Plats préparés', 'Soupes']",1.2 g,en faible quantité,0.3 g,en faible quantité,2 g,en faible quantité,0.69 g,en quantité modérée,,-32%,-31%,-38%,-50%,-4%,+16%,-55%,-20%,-20%,3,+83%,C,+83%,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,
1942,Soupe de poissons,3760054380042,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,,,,,,,,,,,,,,,,,,,,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,
1943,Epicerie / Plats Et Produits Cuisinés / Préparations Desserts,3760214024045,['France'],[],[],?,428,1791 kj(428 kcal),"11,7",3,"76,2","49,9",7,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,Noix de jambon pur porc -,0200520061400,['France'],[],[],?,?,,?,,?,,?,,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Noix de jambons secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Cassoulet,3760064760346,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de haricots', 'Cassoulets']",,,,,,,,,,,,,,,,,,,,,,,14.6%,32.7%,20.0%,15.1%,8.8%,8.8%,95,,,,,,,,,,,,,,
1946,Galettes bretonnes pur beurre -  - 125g,03639368,['France'],[],[],?,499,2088 kj(499 kcal),"20,5",13,72,31,6,"0,75","0,3",,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",20.5 g,en quantité élevée,13 g,en quantité élevée,31 g,en quantité élevée,0.75 g,en quantité modérée,,+2%,+1%,-12%,-6%,+14%,+22%,-3%,+10%,+10%,25,+14%,E,+14%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,125 g,,,,,,,,,,,,
1947,JAMBON A L'OS TRANCHE LS,2213474024603,['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,78","1,7","1,7","19,5","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,L'usselloise,3338356716182,['France'],[],[],?,295,1234 kj(295 kcal),19,7,"0,5","0,5",31,"6,6","2,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,Ogo pop,0654954225608,['France'],[],[],?,364,1523 kj(364 kcal),0,0,"81,8","63,6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,"Cuisses de poulet - 0,646kg",0211995042771,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"0,646 kg",,,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,,,,,
1951,Le craquant,3760274920035,['France'],[],[],?,363,1519 kj(363 kcal),"16,9",3,"49,1","3,9","9,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1952,Gomme d'acacia ou arabique,3333330220075,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,My Amino Energy - MyProtein,5056185715029,"['France', 'Espagne']",[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,['MyProtein'],,['Compléments alimentaires'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,,
