,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,labels,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,generic_name,packaging,additives,markets,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
469,Palets bretons - Traou Mad de Pont-Aven - 16,3106131361656,['Traou Mad de Pont-Aven'],['France'],[],[],?,?,,?,,?,,?,,,C,16,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,
470,Galettes de pont aven - Traou Mad - 200g,3106131371259,['Traou Mad'],['France'],"['farine de blé 50%', 'beurre frais 29%', 'sucre', 'oeufs 5%', 'sel', 'dorure: lait écrémé']","['Sans huile de palme', 'Non végétalien']",?,514,2151 kj(514 kcal),25,17,65,30,6,"0,9","0,36",,200 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux bretons']",,3,25 g,en quantité élevée,17 g,en quantité élevée,30 g,en quantité élevée,0.9 g,en quantité modérée,,+30%,+30%,+33%,+47%,+28%,+12%,+13%,+30%,+30%,25,+28%,E,+28%,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",,['boîte métallique'],,,['France'],['France'],http://www.traoumad.fr,,
471,Les grandes galettes de pont aven - Traou Mad,3106131373444,['Traou Mad'],['France'],[],[],?,514,2151 kj(514 kcal),25,17,65,30,6,"0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Choux de Bruxelles - Le Roitelet,3106220002897,['Le Roitelet'],['France'],[],[],?,32,134 kj(32 kcal),0,0,"3,7","2,1","2,5","0,58","0,232",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Choux de Bruxelles', 'Choux de Bruxelles en conserve']",,,0 g,en faible quantité,0 g,en faible quantité,2.1 g,en faible quantité,0.58 g,en quantité modérée,,-9%,-9%,-100%,-100%,-5%,-0%,+1%,+1%,+1%,-4,,A,,24.6%,34.4%,16.4%,8.2%,9.6%,6.7%,88,,,,,,,,,,,
473,Cassoulet,3106220004594,,['France'],[],[],?,117,490 kj(117 kcal),"5,2","1,9","7,9","0,8","7,5","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Epinards en branches - Le Roitelet - 380g (265g égoutté),3106220006895,['Le Roitelet'],['France'],"['Epinards', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,380 g (265 g égoutté),"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes-feuilles', 'Épinards', 'Épinards en conserve']",['Fabriqué en France'],3,,,,,,,,,,,,,,,,,,,,,,,13.8%,38.4%,18.3%,9.2%,12.9%,7.5%,91,"['EMB 56251E', 'Theix (Morbihan, France)']",,,"['Conserve', 'Appertisé']",,,['France'],,,,
475,Macédoine mixed vetegatbles - Le Roitelet,3106220020389,['Le Roitelet'],['France'],[],[],?,38,159 kj(38 kcal),"0,2",0,"5,7","1,6","1,7","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Choucroute garnie,3106220030036,,['France'],[],[],?,81,339 kj(81 kcal),"6,3","2,5","1,4","0,4","3,6","1,35","0,54",C,,"['Plats préparés', 'Choucroutes', 'Choucroutes garnies']",,,6.3 g,en quantité modérée,2.5 g,en quantité modérée,0.4 g,en faible quantité,1.35 g,en quantité modérée,,-29%,-28%,-26%,-22%,-36%,-31%,-34%,+2%,+2%,6,+6%,C,+6%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,,,['Conserve'],,,,,,,
477,Ravioli au boeuf - Non Indiquee,3106220031064,['Non Indiquee'],['France'],"['Eau', 'ravioli ', 'pâte : semoule de blé dur', 'eau', 'gluten de blé ', ' farce : viande bovine 4%', 'chapelure ', 'farine de blé', 'sel', 'eau', 'semoule de blé dur', 'oignons', 'carottes', 'plantes aromatiques', 'arômes', 'huile de colza', 'sel', 'poivre', 'concentré de tomate', 'viande bovine 3,5%', 'carottes', 'oignons', 'huile colza', 'sucre', 'sel', 'amidon modifié de mais', 'exhausteur de goût :E621']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,95,397 kj(95 kcal),"2,7","0,9",13,"2,9","3,9","0,7","0,28",E,,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']",,4,2.7 g,en faible quantité,0.9 g,en faible quantité,2.9 g,en faible quantité,0.7 g,en quantité modérée,,-30%,-29%,-22%,-26%,-30%,+15%,-29%,-21%,-21%,1,-54%,B,-54%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,,['Gluten'],,,"['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,,,,,
478,Chili con Carne - Peny - 300g e,3106220031460,['Peny'],['France'],"['Viande bovine hachée crue ', '32%', 'haricots rouge réhydratés ', '25%', ' ', 'affermissant : chlorure de calcium', 'eau', 'poivrons rouges et verts', 'oignons', 'concentré de tomates', 'tomates', 'ail et cumin poudre', 'sel', 'sucre', ' huile de colza', 'amidon modifié de maïs', 'arôme ', 'dont dérivés de blé et de céleri', 'piment']","['Non végétalien', 'Non végétarien']",?,149,623 kj(149 kcal),"8,1","3,6","7,2","2,6","10,1","0,85","0,34",E,300 g e,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats préparés en conserve', 'Chili con carne']",,4,8.1 g,en quantité modérée,3.6 g,en quantité modérée,2.6 g,en faible quantité,0.85 g,en quantité modérée,,+26%,+25%,+140%,+221%,-41%,+23%,+50%,+6%,+6%,2,,B,,94.4%,3.1%,0.8%,0.9%,0.5%,0.3%,14,"['EMB 56251E', 'Theix (Morbihan, France)', 'FR 29.269.020 CE', 'Saint-Thurien (Finistère, France)']",['Céleri'],,"['Conserve', 'Métal', 'Aluminium']","['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition', 'E14XX - Amidons modifiés']","['RCIR', 'Armée de Terre']",,,,,
479,Crevettes et poulet à l'asiatique - Penny - 300g,3106220032375,['Penny'],['France'],"['Crevettes décortiquées crues 30 % ', 'crevettes', 'eau', 'sel', 'viande de poulet saumurée précuite 27 % ', 'viande de poulet eau', 'sel', 'légumes 17,5 % ', 'poêlée asiatique ', 'courgettes', 'carottes poivrons jaunes pousses de haricots mungo champignons noirs', 'poivrons rouges', 'eau', 'spaghetti 6 % ', 'semoule de blé dur', ""poudre de blanc d'œuf"", 'huile de tournesol', 'huile de sésame  miel de fleurs', 'sauce soja ', 'eau', 'sel', 'farine de blé', 'épices', 'sel', 'tournesol', ' gingembre', 'sel', 'coriandre', 'gélifiants : E412-E415']","['Non végétalien', 'Non végétarien']",?,130,544 kj(130 kcal),"6,9","1,4","3,9",1,"12,5","0,7","0,28",D,300 g,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés en conserve', 'Plats au poulet', 'Rations de combat']",,4,6.9 g,en quantité modérée,1.4 g,en faible quantité,1 g,en faible quantité,0.7 g,en quantité modérée,,+21%,+22%,+48%,-6%,-50%,-37%,+104%,-22%,-22%,0,-100%,B,-100%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,"['Crustacés', 'Œufs', 'Gluten']",,"['Conserve', 'métal']","['E412 - Gomme de guar', 'E415 - Gomme xanthane']","['RCIR', 'Armée de terre']",['France'],,,,
480,Tomates Pelées - Le Roitelet - 765g,3106220032726,['Le Roitelet'],['France'],"['Tomates entières pelées', 'jus de tomates', 'sel', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,18,75 kj(18 kcal),"0,4","0,2","2,1","2,1","1,1","0,4","0,16",A,765 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve', 'Tomates pelées']",,3,0.4 g,en faible quantité,0.2 g,en faible quantité,2.1 g,en faible quantité,0.4 g,en quantité modérée,,-28%,-26%,+42%,+348%,-44%,-35%,-5%,+93%,+93%,-5,,A,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,,"['Conserve', 'métal']",['E330 - Acide citrique'],,,,,,
481,Saucisses cocktail - Sans marque - 380g (240g égoutté),3106220032733,"['Sans marque', 'CGC']",['France'],"['Saucisses fumées ', 'viande de porc', 'eau', 'plasma de porc', 'gras de porc', 'sel', ""arôme naturel d'épices"", 'stabilisant : triphosphates', 'gélifiants : gomme guar-gomme xanthane-carraghénanes', 'sirop de glucose', 'antioxydant : acide ascorbique', 'conservateur : nitrite de sodium', 'eau']","['Non végétalien', 'Non végétarien']",925,?,925 kj(221 kcal),"19,2","7,4","0,6",0,"11,8","1,48","0,592",E,380 g (240 g égoutté),"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail', 'Saucisses cocktail fumées']",,4,19.2 g,en quantité modérée,7.4 g,en quantité élevée,0 g,en faible quantité,1.48 g,en quantité modérée,-11%,,-11%,-11%,-8%,-64%,-100%,0%,-22%,-22%,15,-15%,D,-15%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,"['FR 29.269.020 CE', 'Saint-Thurien (Finistère, France)']",,Saucisses cocktail fumées rondes,"['Carton', 'Plastique']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Dia'],,,,,
482,Choucroute garnie -  - 400g e,3106220032795,,['France'],"['Choucroute 50 %', 'jus ', 'eau', 'vin blanc 0,4 %', 'sel', 'anti-oxydant : E300', 'arôme', 'saucisses et saucisson fumés 15 % ', 'gras et couenne de porc', 'eau', 'viande séparée mécaniquement de dinde', 'viande séparée mécaniquement de porc', 'viande de porc', 'amidon de pois', 'protéines de blé', 'plasma de porc', 'sel', 'stabilisant : E451', 'arômes', 'gélifiants : E407-E412-E415', 'sucre', 'aromate', 'sirop de glucose', 'colorant : extrait de paprika', 'antioxydant : E300', 'conservateur : E250', 'viande de porc traitée en salaison et précuite 6 % ', 'viande de porc', 'eau', 'sel', 'stabilisant : E451', 'gélifiant : E407a', 'conservateur : E250', 'saindoux', 'baies de genièvre', 'grains de poivre']","['Non végétalien', 'Non végétarien']",?,75,314 kj(75 kcal),"5,7","1,9","1,1","0,5","3,8","1,25","0,5",C,400 g e,"['Conserves', 'Plats préparés', 'Choucroutes', 'Plats préparés en conserve', 'Choucroutes garnies']",,4,5.7 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,1.25 g,en quantité modérée,,-34%,-33%,-33%,-41%,-50%,-14%,-31%,-5%,-5%,3,-47%,C,-47%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,['Gluten'],,"['Conserve', 'Métal']","['E300 - Acide ascorbique', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition']",,,,,,
483,Saucisses Lentilles - Intermarché,3106220032955,['Intermarché'],['France'],[],[],?,102,427 kj(102 kcal),?,"1,5",?,"1,4","6,6","1,15","0,46",C,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de lentilles', 'Saucisses aux lentilles']",,,,,1.5 g,en quantité modérée,1.4 g,en faible quantité,1.15 g,en quantité modérée,,-26%,-25%,,-39%,,+73%,-18%,+22%,+22%,,,,,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,,,,,,['Intermarché'],,,,,
484,Saucisses aux lentilles,3106220032979,,['France'],[],[],?,103,431 kj(103 kcal),"4,5","1,5","7,9","0,6","6,5","0,88","0,352",C,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de lentilles', 'Saucisses aux lentilles']",,,4.5 g,en quantité modérée,1.5 g,en quantité modérée,0.6 g,en faible quantité,0.88 g,en quantité modérée,,-25%,-25%,-32%,-39%,-2%,-26%,-19%,-6%,-6%,1,-44%,B,-44%,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,,,,['Conserve'],,,,,,,
485,Gratin dauphinois - Sans marque - 410g,3106220033846,"['Sans marque', 'Compagnie Générale de Conserve']",['France'],[],[],?,75,314 kj(75 kcal),"2,5","1,4",11,"0,6","1,6","0,83","0,332",B,410 g,"['Conserves', 'Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Plats préparés en conserve', 'Gratins dauphinois']",,,2.5 g,en faible quantité,1.4 g,en faible quantité,0.6 g,en faible quantité,0.83 g,en quantité modérée,,-37%,-36%,-57%,-61%,-2%,-63%,-53%,+18%,+18%,4,-15%,C,-15%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,,,,['Conserve'],,['Noz'],,,,,
486,Gratin Dauphinois - Sans marque,3106220033914,['Sans marque'],['France'],"['Pommes de terre 60%', 'eau', ' crème fraiche 7%', 'amidon modifié de maïs', 'sel', 'emmental râpé', 'protéines de lait', 'ail en poudre', 'arômes naturel', 'poivre', 'antioxydant : acide ascorbique', 'conservateur : disulfite de sodium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",315,?,315 kj(75 kcal),"2,5","1,4",11,"0,6","1,6","0,83","0,332",B,,"['Conserves', 'Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Plats préparés en conserve', 'Gratins dauphinois']","['Point Vert', 'Triman']",4,2.5 g,en faible quantité,1.4 g,en faible quantité,0.6 g,en faible quantité,0.83 g,en quantité modérée,-26%,,-36%,-57%,-61%,-2%,-63%,-53%,+18%,+18%,4,-15%,C,-15%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,,"['Lait', 'Anhydride sulfureux et sulfites']",,"['Conserve', 'métal']","['E14XX - Amidons modifiés', 'E300 - Acide ascorbique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,
487,Brandade,3106390001324,,['France'],[],[],?,455,1904 kj(455 kcal),47,4,"1,5","0,1","5,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Brandade de nimes - Casabel - 400g,3106390001737,['Casabel'],['France'],"['huile de colza,_morue_32%', 'eau', 'protéine de_lait_', 'sel', 'épaississants : carraghénanes ', ""extrait d'algues marines""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,E,400 g,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Morues', 'Brandades de morue', 'en:preparations-made-from-fish-meat']",,4,,,,,,,,,,,,,,,,,,,,,,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,"['FR 30.243.003 CE', 'Saint-Christol-lès-Alès (Gard, France)']","['Poisson', 'Lait']",Brandade de morue,"['bocal en verre', 'Couvercle']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,"['Nimes', 'France']",,,,
489,3106435153131,3106435153131,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Brandade de Nîmes - Maison Raymond,3106520001774,['Maison Raymond'],['France'],[],[],?,455,1904 kj(455 kcal),47,4,"1,5","0,5","5,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Tapenade noir - Maison Raymond,3106520007004,['Maison Raymond'],['France'],[],[],?,268,1121 kj(268 kcal),28,"3,8","2,2","0,5","1,8",4,"1,6",C,,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades noires']","['Sans colorants', 'Sans conservateurs']",,28 g,en quantité élevée,3.8 g,en quantité modérée,0.5 g,en faible quantité,4 g,en quantité élevée,,-3%,-3%,+4%,+8%,-30%,+7%,+2%,+28%,+28%,16,+8%,D,+8%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,,,,,
492,Caviar tomates sechees - Maison Raymond,3106520007035,['Maison Raymond'],['France'],[],[],?,240,1004 kj(240 kcal),"16,2","1,3","18,6","7,9",5,"4,5","1,8",,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Delice de poivrons - Maison Raymond,3106520007042,['Maison Raymond'],['France'],[],[],?,137,573 kj(137 kcal),"9,6","1,2",9,"5,6","1,6","1,2","0,48",,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Sauce Ail Anchois Citron - Maison Raymond - 90g,3106520007110,['Maison Raymond'],['France'],"['huile de colza', 'eau', 'ail 8%', ""pâte d'anchois 7% "", 'anchois', 'contient du poisson', 'sel', ""huile d'olive"", 'jus de citron à base de concentré 5%', '_moutarde ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'jaune d’œuf', 'amidon de maïs modifié', 'épaississant : gomme xanthane']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,385,1611 kj(385 kcal),"39,8","3,2","3,4","0,6","3,2","1,47","0,588",,90 g,"['Epicerie', 'Sauces']","['Sans colorants', 'Sans conservateurs']",4,39.8 g,en quantité élevée,3.2 g,en quantité modérée,0.6 g,en faible quantité,1.47 g,en quantité modérée,,+62%,+63%,+120%,+48%,-66%,-91%,+19%,-39%,-39%,13,+12%,D,+12%,,,,,,,,,"['Œufs', 'Poisson', 'Moutarde']",,"['Pot', 'Verre', 'Couvercle', 'Métal']",['E415 - Gomme xanthane'],,,,,,
495,Cremeux de chevre et raisin - Maison Raymond,3106520007172,['Maison Raymond'],['France'],[],[],?,365,1527 kj(365 kcal),32,"8,2","9,2","5,5","9,2","1,4","0,56",,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Délice de légumes grillés - Maison Raymond,3106520007189,['Maison Raymond'],['France'],"['base de légumes grillés', ' aubergines', 'oignons', 'tomates séchées', ""n' tomates concassées "", 'tomates', 'jus vinaigre', 'origan', ""piment d'espelette,""]",[],?,103,431 kj(103 kcal),"6,5","0,8","9,3","4,7","1,9","1,9","0,76",,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachets'],,,,,,,
497,3107002400306,3107002400306,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Creme tradition,3107400001006,,['France'],[],[],?,381,1594 kj(381 kcal),"0,6","0,2","92,6","54,1","1,1","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Préparation pour Fondant au Chocolat - Prepat' - 360g,3107400001808,"[""Prepat'""]",['France'],[],[],?,427,1787 kj(427 kcal),"11,4","6,9","71,6","63,7","6,3","0,1","0,04",,360g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Jock pâte à canelés doypack,3107400002102,['Jock'],['France'],[],[],?,237,992 kj(237 kcal),"5,5","1,4",44,28,"2,7","0,32","0,128",,,['Aides culinaires'],,,5.5 g,en quantité modérée,1.4 g,en faible quantité,28 g,en quantité élevée,0.32 g,en quantité modérée,,-28%,-28%,-27%,-52%,-20%,-17%,-40%,-41%,-41%,9,-27%,C,-27%,,,,,,,,,,,,,,,,,,
501,Jock pâte macarons aux amandes prête à cuire,3107400002133,['Jock'],['France'],[],[],?,465,1946 kj(465 kcal),"30,8","2,9",38,"30,2","8,3","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Flan Pâtissier,3107400002157,,['France'],[],[],?,390,1632 kj(390 kcal),"0,5",0,96,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Moelleux nature,3107400002249,,['France'],[],[],?,397,1661 kj(397 kcal),"1,6","0,8",89,56,"3,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Flan au chocolat,3107400020069,,['France'],[],[],?,380,1590 kj(380 kcal),5,3,74,64,8,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,Fondant Moka - Jock,3107400020168,['Jock'],['France'],[],[],?,403,1686 kj(403 kcal),20,12,47,37,"5,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,550g,3107400021158,,['France'],[],[],1681,?,1681 kj(402 kcal),21,"3,2","47,9","32,2",5,"0,56","0,224",,550 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,
507,Rhum vieux agricole - Clément - 70cl,3107460000513,['Clément'],['France'],[],[],?,?,,?,,?,,?,,,C,70 cl,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums agricoles', 'Rhums français']",,,,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,"['Bouteille', 'Verre']",,,"['Martinique', 'France']",,,,
508,Punch Coco - Clément - 70cl,3107460001350,['Clément'],['France'],[],[],?,?,,?,,?,,?,,,,70 cl,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bouteille', 'Verre']",,,,,http://www.rhum-clement.com/fr/punch-coco,,
509,Punch Café 18° 70 Clément - 70cl,3107460002562,['Clément'],['France'],[],[],?,?,,?,,?,,?,0,0,,70 cl,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,"['Bouteille', 'Verre']",,,,,http://www.rhum-clement.com/fr/punch-cafe,,
510,Rhum vieux agricole Hors d'Âge - Clément - 70cl,3107460005044,['Clément'],['France'],['Rhum vieux agricole'],[],?,?,,?,,?,,?,,,C,70 cl,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums agricoles', 'Rhums vieux', 'en:aoc-agricultural-rums']","['Déconseillé à certaines catégories de personnes', 'Déconseillé aux femmes enceintes']",,,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,"['Bouteille', 'Verre']",,['Carrefour'],"['Martinique', 'France']",,,,
511,Twizz lagoon - Clément,3107460005112,['Clément'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Pâte à tatiner - Chocolat Elot,3107468801006,['Chocolat Elot'],['France'],"['sucre', 'huile de tournesol', 'noisettes ', '13%', 'cacao fortement dégraissé en poudre ', '7,4%', 'poudre de laitécrémé', 'matières grasses végétales ', 'beurre de cacao', 'coco', 'lactosérum en poudre', 'émulsifiant : lécithines de tournesol', 'arôme', 'Peut contenir des amandes et du soja']",['Non végétalien'],?,536,2243 kj(536 kcal),"30,6","5,7","57,4","55,4","5,7","0,13","0,052",,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],,,['E322i - Lécithine'],,,,,,
513,Citronnettes - Chocolat Elot - 160g,3107468801020,['Chocolat Elot'],['France'],[],[],?,434,1816 kj(434 kcal),"16,7",10,"65,4","63,7","3,2","0,02","0,008",,160 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Citronnettes']",,,16.7 g,en quantité modérée,10 g,en quantité élevée,63.7 g,en quantité élevée,0.02 g,en faible quantité,,-18%,-18%,-48%,-43%,+25%,+34%,-46%,-87%,-87%,24,-2%,E,-2%,,,,,,,,,,,,,,,,,,
514,Pates de fruit,3107468801303,,['France'],[],[],?,418,1749 kj(418 kcal),15,"9,1","64,7","58,3","3,1","0,1","0,04",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,,15 g,en quantité modérée,9.1 g,en quantité élevée,58.3 g,en quantité élevée,0.1 g,en faible quantité,,+33%,+32%,+4312%,+7483%,-15%,-12%,+378%,-17%,-17%,18,+117%,D,+117%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,
