,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,categories,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,additives,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,link,traceability_code,palm_ingredients,brand_owner,producer_info
1025,Lizi’s granola,9060060464458,['Lizi’s'],['Sans OGM'],['France'],"['FR', ' C€RÉALES GRILLÉES PRÊTES CONSOMMER INGRÉDIENTS', "" Flocons d'avoine"", 'Huile de colza', 'Noix de coco déshydratée', 'Fructose', 'Mélasse noire', 'Fibres de chicorée', 'Morceaux de noix de cajou', 'Graines de citrouille', 'Graines de tournesol', 'Graines de lin doré', 'Amandes hachées', 'Noix hachées', 'Noisettes hachées', ' Allergènes indiqués en caractères gras', ' Peut contenir des traces de gluten et de cacahuètes', ' Convient aux végétariens et végétaliens', ' Sans OGM', ' À conserver dans un endroit frais Refermer le sachet après usage', ' Date limite de consommation recommandée : Voir le dessus de Itemballage', ' Fabriqué au Royaume-Uni']",[],?,513,2146 kj(513 kcal),"29,3","7,5","46,2","9,1","10,9","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,9060191860761,9060191860761,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Monster energy absolute zero,9060355632487,['Monster Energy'],,['France'],"['Eau gazéifiée', 'acidifiant ', 'acide citrique', 'arômes', 'taurine ', '0,4%', ""correcteur d'acidité "", 'citrate de sodium', 'extrait de racine de ginseng ', '0,08%', 'l-tartrate de l-carnitine ', '0,04%', 'conservateurs ', 'acide benzoïque', 'acide sorbique', 'édulcorants ', 'sucralose', 'acesulfame K', 'caféine ', '0,02%', 'vitamines ', 'B2', 'B3', 'B12', 'colorant ', 'E163', 'chlorure de sodium', 'D-glucuronolactone', 'extrait de graine de Guarana ', '0,002%', 'inositol']",[],?,3,13 kj(3 kcal),1,0,1,0,0,"0,21","0,084",,,"['Boissons', 'Boissons édulcorées']",,,4,1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.21 g,en quantité modérée,,-80%,-78%,+1135%,-100%,-63%,-100%,-100%,+502%,+502%,1,-77%,B,-77%,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E210 - Acide benzoïque', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose', 'E950 - Acésulfame K', 'E163 - Anthocyanes']",,,,,,,,,,,,,,,
1028,Punch Energy - Monster,9060355635426,['Monster'],,['France'],"['EAU GAZÉFIÉE', 'SUCRE', 'JUS DE FRUITS Å BASE DE CONCENTRÉ ', '5,3%', ' ', 'POMME', 'CERISE', 'MANGUE', 'CANNEBERGE', 'BANANE', ' SIROP DE GLUCOSE', 'TAURINE ', '0,4 0%', 'ACIDIFIANT', 'ACIDE CITRIQUE', 'EXTRAIT DE RACINE DE GINSENG ', '0,08%', ""CORRECTEUR D'ACIDITÉ "", 'CITRATE DE SODIUM', 'ARÔMES', 'ÉPAISSISSANT ', 'PECTINES', 'CONSERVATEURS ', 'SORBATE DE POTASSIUM', 'BENZOATE SODIUM', 'CAFÉINE ', '0,02%', 'ÉDULCORANT ', 'SUCRALOSE', ' VITAMINES ', 'B2', 'B3', 'B6', 'B12', 'COLORANT ', 'E 120', 'E 163', ' L-TARTRATE DE L-CARNITINE ', '0,004%', ' STABILISANTS ', 'GOMME ARABIQUE', 'ESTERS GLYCÉRIQUES DE RÉSINE DE BOIS', 'CHLORURE DE SODIUM', 'D-GLUCURONOLACTONE', 'EXTRAIT DE GRAINE DE GUARANA ', '0,002%', 'INOSITOL ', '0,002%', 'MALTODEXTRIN']","['Non végétalien', 'Non végétarien']",?,39,163 kj(39 kcal),?,,10,9,?,"0,04","0,016",,,"['Boissons', 'Boissons édulcorées']",,,4,,,,,9 g,en quantité élevée,0.04 g,en faible quantité,,+160%,+176%,,,+272%,+285%,,+15%,+15%,,,,,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose', 'E120 - Acide carminique', 'E163 - Anthocyanes', ""E414 - Gomme d'acacia"", 'E445 - Esters glycériques de résine de bois']",,,,,,,,,,,,,,,
1029,High Protein Granola - Lizi's,9060960464473,"[""Lizi's""]",,['France'],"[""flocons d'avoine"", 'Flocons de protéines de soja ', 'Protéines isolées de soja', 'Farine de riz', ""Farine d'avoine entière"", ""Farine d'orge et Sirop de riz brun"", 'Biscuits de protéines de soja ', 'Protéines isolées de soja', 'Farine de riz', 'Extrait de malt ', 'orge', ' et Sel', 'Jus de pomme concentré', 'Graines de citrouille ', '7%', 'Huile de colza', 'Fibres de chicorée', 'Mélasse noire', ""Son d'avoine"", 'Amandes hachées', 'Noix hachées', 'Noix de coco déshydratée', 'Fructose', 'Arôme naturel']",[],?,450,1883 kj(450 kcal),17,"3,1",44,12,27,"0,62","0,248",,"['Doypack', 'Plastique', 'Sachet refermable']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",,['Gluten'],4,17 g,en quantité modérée,3.1 g,en quantité modérée,12 g,en quantité modérée,0.62 g,en quantité modérée,,+13%,+13%,+60%,+14%,-28%,-33%,+182%,+328%,+328%,7,+104%,C,+104%,,,B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,
1030,Banana Pear Mango,9062300133766,,['Sans sucre ajouté'],['France'],[],[],?,74,310 kj(74 kcal),"0,2",0,"16,2","13,7","0,9","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Creme fraiche Kräuter,9066000177907,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Chocolat en poudre 32% de cacao - Monbana,9087190004521,['Monbana'],"['Bio', 'Bio européen', 'Commerce équitable', 'en:gluten-free', 'Max Havelaar']",['France'],"['sucre', 'cacao en poudre 32% minimum', 'extrait de vanille']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,386,1615 kj(386 kcal),"6,7","4,2",70,68,"6,2","0,01","0,004",,,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre', 'Boissons avec sucre ajouté']",,,3,,,,,,,,,,+16%,+13%,+56%,+65%,+10%,+21%,-2%,-95%,-95%,,,,,,,C,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,,,,,,
1033,"Spar Fischstäbchen, 15 Stk. 450 Pkg",9100000032054,['Spar'],"['Point Vert', 'Fabriqué en Allemagne', 'Sans colorants', 'Sans exhausteur de goût', 'Sans conservateurs']",['France'],"['Pazifischer Polardorsch 65 % ', 'Theragra chalcogramma', 'Weizenmehl', 'Wasser', 'Sonnenblumenöl', 'Kartoffelstärke', 'Speisesalz', 'Hefe', 'Gewürze ', 'Pfeffer', 'Paprika']","['Non végétalien', 'Non végétarien']",?,190,795 kj(190 kcal),"8,1","0,9",17,"0,9",12,"0,75","0,3",,,"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Batonnets de poisson']",['Spar'],['Gluten'],3,8.1 g,en quantité modérée,0.9 g,en faible quantité,0.9 g,en faible quantité,0.75 g,en quantité modérée,,+7%,+10%,+5%,-20%,+16%,-49%,+13%,-33%,-33%,0,-100%,B,-100%,['Germany'],,E,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,,,,['DE NI-11102 EG'],,,
1034,Mehl Universal - SPAR - 1kg,9100000040356,['SPAR'],,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Bio-Dinkel-Lasagne,9100000044477,,,['France'],[],[],?,337,1410 kj(337 kcal),"1,5","0,2",63,2,13,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Knusper musli - Spar,9100000705972,['Spar'],,['France'],[],[],?,449,1879 kj(449 kcal),17,"8,5",61,26,"8,8","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Hummus Natur - Spar,9100000706603,['Spar'],"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,196,820 kj(196 kcal),12,"1,8",11,"1,1","8,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Spargel - 205g,9100000707006,,,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,205 g,['Glas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Pitabrot - Spar - 400.0g,9100000707952,['Spar'],"['Végétarien', 'Végétalien']","['Autriche', 'France']",[],"['Végétalien', 'Végétarien']",?,239,1000 kj(239 kcal),1,"0,2",49,"1,9","8,5",1,"0,4",400.0 g,['Produkt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Thunfisch in Salzlake - S-Budget,9100000710839,['S-Budget'],,"['France', 'Allemagne', 'Suisse']",[],[],?,?,,?,,?,,?,,,,['Büchse'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,
1041,Crema all Aceto Balsamico Despar - Spar - 250ml,9100000734873,['Spar'],"['Végétarien', 'Végétalien', 'Fabriqué en Italie']",['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,250 ml,,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Mozzarella  sticks,9100000735177,,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Produits panés', 'Fromages panés', 'Fritures', 'Sticks à la Mozzarella']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Extra Dark Chocolate - Spar Premium,9100000745275,['Spar Premium'],"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],?,587,2456 kj(587 kcal),46,28,31,27,"7,6","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Linsen Spar Vital - 240g,9100000747507,,,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,240 g,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Pfannengemüse - S-Budget - 750g,9100000760643,['S-Budget'],,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,750 g,['Tüte'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Surgelés', 'Aliments à base de plantes surgelés', ""Mélanges d'aliments à base de plantes surgelés""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Erdnussbutter Creamy - Spar,9100000785806,['Spar'],,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Schlagobers - 250ml,9100000787893,,,['France'],[],[],?,?,,?,,?,,?,,,250 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Artischocken - Spar - 1kg,9100000804958,['Spar'],,"['Autriche', 'France', 'Allemagne']",[],[],?,354,1481 kj(354 kcal),"0,4","1,5",80,"0,2","6,7","1,8","0,72",1kg,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts']",,,,0.4 g,en faible quantité,1.5 g,en quantité modérée,0.2 g,en faible quantité,1.8 g,en quantité élevée,,+556%,+555%,-82%,+432%,+1658%,-83%,+281%,+97%,+97%,3,,C,,,,,,,,,,,,,,,,,,
1049,Bio nusskern mischung - Spar,9100000819075,['Spar'],['Bio'],['France'],[],[],?,632,2644 kj(632 kcal),56,"6,2",13,6,16,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Energy Drink - S-Budget - 250ml,9100000837116,['S-Budget'],,"['Autriche', 'France']",[],[],?,45,188 kj(45 kcal),0,0,11,11,0,"0,25","0,1",250 ml,['Can'],"['Boissons', 'Boissons énergisantes']",,,,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.25 g,en quantité modérée,,+25%,+26%,-100%,-100%,+37%,+52%,-100%,+117%,+117%,16,+48%,E,+48%,,,,,,,,,,,,,,,,,
1051,Sauce Soja - Kikkoman - 250ml,9103471730771,['Kikkoman'],,['France'],[],[],?,?,,?,,?,,?,,,250ml,,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,B,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,,,,,,
1052,L'escalope cordon bleu dinde  - Le gaulois - 400g,9106280031534,['Le gaulois'],,['France'],[],[],?,?,,?,,?,,?,,,400g,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']",,,,,,,,,,,,,,,,,,,,,,,,,,,,D,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,
1053,Moët & Chandon - 750ml,9115470000335,['Moët'],,['France'],[],[],?,?,,?,,?,,?,,,750 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Pur Jus d'orange - Vitafit - 1L,91118787,['Vitafit'],,['France'],[],[],?,?,,?,,?,,?,,,1 L,"['Bouteille', 'Plastique']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
1055,Minéral water - OXY - 500ml,9120002550011,"['OXY', 'Oxygizer']",['Point Vert'],['France'],"['Eau minérale naturelle', 'exhausteur de goût : oxygène ', 'E949']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,,0,,0,0,0,500 ml,"['Verre', 'Bouteille']","['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Boissons sans sucre ajouté']",,,4,0 g,en faible quantité,,,,,0 g,en faible quantité,,,,,,-100%,,-100%,-100%,-100%,0,-100%,A,-100%,['Italie'],"['E948 - Dioxygène', 'E949 - Dihydrogène']",,,,,,,,,Eau de boisson enrichie en oxygène.,,http://www.oxygizer.com/,,,,
1056,Feine salatkräuter - Hildegarde Von Bingen,9120006523240,['Hildegarde Von Bingen'],['Bio'],['France'],"['St', ' Hildegard-Posch Naturprod0kte 4880 St', ' Georgen/Òsterreich thfotel', '• ', '+43 ', 'O', ' 7667 8131 hildegardvonbingen', 'at']","['Non végétalien', 'Non végétarien']",?,192,803 kj(192 kcal),"4,2","1,7","10,1","10,1","8,6","44,1","17,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Höllinger bio organic ice tea pêche,9120008993508,,['Bio'],['France'],[],[],?,28,117 kj(28 kcal),"0,1","0,1","6,8","6,8","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Honig,9120013234245,,,['France'],[],[],?,427,1787 kj(427 kcal),"20,1","7,1","53,5","19,7","7,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Milchschnitte,9120025830268,,,['France'],[],[],?,?,,?,,?,,?,,,,['07 O'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,"Milino Baton pufos cu umplutura cremoasa de lapte si glazura de cacao - 30g,",9120025830602,['Milino'],"['Agriculture durable', 'en:UTZ Certified']","['Bulgarie', 'Croatie', 'République tchèque', 'France', 'Pologne', 'Roumanie', 'Slovaquie']","['Zahar', 'grasimi vegetale ', 'palmier', 'samburi de palmier', 'nuca de cocos', 'lapte integral 21,4%', 'faina de grau', 'cacao continut redus de grasime 6%', 'sirop de glucoza-fructoza', 'proteine din lapte', 'oua praf', 'lapte praf integral 1,5%', 'amidon din cartofi', 'zer praf din lapte', 'arome', 'lactoza', 'emulsifianti ', 'mono si digliceride ale acizilor grasi', 'lecitina din soia', 'agenti de afanare ', 'difosfati', 'carbonat de sodiu', 'sare', ' Poate contine urme de fructe cu coaja lemnoasa']","['Huile de palme', 'Non végétalien']",?,489,2046 kj(489 kcal),28,18,53,36,"5,3","0,44","0,176","30 g,",['Folie alimentara'],['ro:Miniprajituri pe baza de lapte'],,"['Œufs', 'Lait', 'Soja']",4,28 g,en quantité élevée,18 g,en quantité élevée,36 g,en quantité élevée,0.44 g,en quantité modérée,,,,,,,,,,,24,,E,,['Italia'],['E500i - Carbonate de sodium'],,,,,,,,,"Milino Baton pufos cu umplutura cremoasa de lapte si glazura de cacao, 30g;",,,,,,
1061,Sachertorte - Minikuchen,9120030076996,['Minikuchen'],,['France'],[],[],?,288,1205 kj(288 kcal),"16,3",9,"30,4","22,6",5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,All i need,9120046090290,,,['France'],[],[],?,22,92 kj(22 kcal),"0,1","0,1","5,4","5,3","0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Jeezo celtic -  - 400g,9120057930776,,"['Végétarien', 'Végétalien', 'en:palm-oil-free']",['France'],[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,285,1192 kj(285 kcal),23,14,20,0,0,"2,3","0,92",400 g,,['de:Gekühlte pflanzliche Lebensmittel'],,,,23 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,2.3 g,en quantité élevée,,,,,,,,,,,23,,E,,,,,,,,,,,,,,,,,,
1064,Sultan vital ice tea - 25cl,9120059360205,"['Sultan', 'Sultan Black Seed']","['Végétarien', 'Halal', 'Kascher']",['France'],"['eau minérale naturelle', 'sucre', 'extrait de cumin noir 1', '5%', 'extrait de thé vert 0', '6%', 'miel 0', '8%', 'acidifiant acide citrique', 'colorant : sirop de sucre caramel', 'extrait de racine de ginseng 0', '1%', 'stabilisateur : gomme arabique', 'vitamine C', 'arôme de jasmin naturel', 'édulcorant glycosides de stéviol']","['Non végétalien', 'Végétarien']",?,27,113 kj(27 kcal),0,0,"6,5",6,0,,,25 cl,['Cannette'],"['Boissons', 'Boissons sans alcool', 'Boissons sans sucre ajouté']",,,4,0 g,en faible quantité,0 g,en faible quantité,6 g,en quantité modérée,,,,-29%,-32%,-100%,-100%,-25%,-18%,-100%,,,,,,,['Autriche'],"['E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,,,,,,,,Sultan Thé Glacé,['Autriche'],https://sultan-naturaldrinks.com/products/sultan-the-glace,,,,
1065,Sultan Orange - 25cl,9120059360212,"['Sultan', 'Sultan Black Seed']","['Végétarien', 'Halal', 'Kascher']",['France'],"['eau minérale naturelle', 'sucre', ""jus d'orange et mandarine à base de concentré 4%"", 'extraits ', 'cumin noir', 'curcuma', ' 2%', 'acidifiant acide citrique', 'vitamine C', 'arômes naturelles', 'stabilisants gomme de guar', 'colorant carotènes', 'édulcorants glycosides de steviol']",['Végétarien'],?,30,126 kj(30 kcal),0,0,"7,5","7,4",0,"0,02","0,008",25 cl,['Cannette'],"['Boissons', 'Boissons sans alcool', 'Boissons sans sucre ajouté']",,,4,0 g,en faible quantité,0 g,en faible quantité,7.4 g,en quantité élevée,0.02 g,en faible quantité,,-21%,-25%,-100%,-100%,-13%,+1%,-100%,-4%,-4%,10,+42%,E,+42%,['Autriche'],"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E412 - Gomme de guar', 'E160 - Caroténoïdes', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,,,,,,,,Sultan Orange,['Autriche'],https://sultan-naturaldrinks.com/products/sultan-orange,,,,
1066,Tranquini - 250ml,9120066681256,['Tranquini'],,['France'],[],[],?,24,100 kj(24 kcal),0,0,"6,5","6,5",0,0,0,250 ml,,['Boissons'],,,,0 g,en faible quantité,0 g,en faible quantité,6.5 g,en quantité élevée,0 g,en faible quantité,,-57%,-59%,-100%,-100%,-42%,-31%,-100%,-100%,-100%,9,+17%,D,+17%,,,,,,,,,,,,,,,,,
1067,Fresh date,9120081360426,,,"['France', 'Suisse']",[],[],1243,?,1243 kj(297 kcal),"0,5",0,65,64,"1,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Ready to drink food coffee - Saturo - 1,9120082271202,['Saturo'],"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,100,418 kj(100 kcal),"4,9","0,5","8,3","3,8","4,9","0,2","0,08",1,,,['Online'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Fromage  port salut  -  - 200gr,9177162687316,,,['France'],[],[],?,?,,?,,?,,?,,,200gr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Eis Magnum White,9177166328406,,,['France'],[],[],?,?,,?,,?,,?,,,,['stück'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Sel Fin - La Baleine - 600g,9178214882307,['La Baleine'],,['France'],"['Sel de mer', 'fluorure de potassium', 'iodure de sodium', 'antiagglomérants : carbonates de magnésium', 'E530', 'E535']",['Sans huile de palme'],?,?,,?,,?,,?,,,600 g,['Carton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Sels', 'Sels marins', 'Sels de table']",,,2,,,,,,,,,,,,,,,,,,,,,,,,"['E504 - Carbonates de magnésium', 'E530 - Oxyde de magnésium Périclase', 'E535 - Ferrocyanure de sodium']",A,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,Sel de table iodé et fluoré,,,,,,
1072,9180134067870,9180134067870,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Super Smoothie - Solevita - 250ml,92248187,['Solevita'],,['France'],[],[],?,?,,?,,?,,?,,,250 ml,,,['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Coquillettes n. 32  - Barilla - 1000g,9234111808076,['Barilla'],,['France'],[],[],?,?,,?,,?,,?,,,1000 g,"['Boîte', 'Carton']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Coquillettes', 'Coquillettes de blé dur']",,,,,,,,,,,,,,,,,,,,,,,,,,['Italie'],,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,Pâtes alimentaires au blé dur,,http://www.barilla.fr/produits/Pates/Classiques/Coquillettes.htm?pos=14,,,,
1075,TwiBio - Le moulin du pivert,92300409,['Le moulin du pivert'],"['Bio', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,543,2272 kj(543 kcal),"31,2","9,8","55,4","31,1","5,8","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Sour bombs - Jojo - 30g,9243178632494,['Jojo'],,['France'],"['Sucre', 'glucose liquide ', 'sirop de mais', ' arôme artificiel ', 'pommes', 'citrique E330', 'E414 gomme arabique myrtille', 'raisin', 'orange', 'fraises', 'acide citrique et colorants: E160c', 'E161b', 'E 162', 'E 171', ' e 120', 'E 141']","['Non végétalien', 'Non végétarien']",?,392,1640 kj(392 kcal),0,0,"96,3","92,8",0,"0,015","0,006",30 g,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"[""E414 - Gomme d'acacia"", 'E330 - Acide citrique', 'E160c - Extrait de paprika', 'E161b - Lutéine', 'E162 - Rouge de betterave', 'E171 - Oxyde de titane', 'E120 - Acide carminique', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines']",,,,,,,,,,,,,,,
1077,MarieLu integral,9253213419942,,,['France'],[],[],?,475,1987 kj(475 kcal),18,"8,6","68,5",25,"7,5","1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Minimix - Pierrot Gourmand,9268580706809,['Pierrot Gourmand'],,['France'],"['confiserie géllflée aromatisé /ngrédlentS : Sirop de glucose', 'sucre', 'eau', 'gélatine acidlflants : acide citrique', 'acide lactique', 'arômes', 'colorants : El 00', 'El 20', 'E131 do BLE']",[],?,336,1406 kj(336 kcal),"0,5","0,1",78,68,5,"0,03","0,012",,,,,['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,"['E428 - Gélatine', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition']",,,,,,,,,,,,,,,
1079,Kit Kat Chunky Double Caramel - Nestlé - 4 * 42g,9280420430781,['Nestlé'],,['France'],[],[],2176,?,2176 kj(520 kcal),"27,6",16,61,"54,8","6,5","0,24","0,096",4 * 42 g,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées']",,,,27.6 g,en quantité élevée,16 g,en quantité élevée,54.8 g,en quantité élevée,0.24 g,en faible quantité,-4%,,+2%,-3%,+3%,+8%,+26%,-5%,-12%,-12%,26,+6%,E,+6%,,,,,,,,,,,,,,,,,
1080,Pomme d'Aquitaine et vanille - Babybio - 130g,9298431500706,['Babybio'],['Bio'],['France'],[],[],?,?,,?,,?,,?,,,130g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
