,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,categories,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,additives,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,link,traceability_code,palm_ingredients,brand_owner,producer_info
538,Sauce Au Curry Vert,8857122559433,,,['France'],[],[],?,191,799 kj(191 kcal),"15,9","11,7","10,5","5,1","1,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Sauce Au Curry Jaune - Desiam,8857122559471,['Desiam'],,['France'],[],[],?,123,515 kj(123 kcal),"9,9","5,6",7,"1,9","1,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Pâte De Curry Rouge - Desiam - 70g,8857122559594,['Desiam'],['en:gluten-free'],['France'],"['Citronnelle 18 %', 'huile de soja', 'piment rouge 16 %', 'ail', 'échalote', 'sel', 'galanga', 'sucre', 'pâte de crevette ', 'crevette', 'sel', 'racines de coriandre', 'fruit du citronnier', 'graines de coriandre', 'poivre', ""correcteur d'acidité : acide citrique""]","['Non végétalien', 'Non végétarien']",?,173,724 kj(173 kcal),"10,9","1,8","15,6","5,7",3,9,"3,6",70 g,"['Sachet', 'Plastique', 'Carton']","['Epicerie', 'Sauces', 'Pâtes de curry', 'Pâtes de curry rouges']",,"['Crustacés', 'Soja']",3,10.9 g,en quantité modérée,1.8 g,en quantité modérée,5.7 g,en quantité modérée,9 g,en quantité élevée,,+7%,+9%,+24%,+28%,+15%,+9%,-2%,+20%,+20%,9,-24%,C,-24%,['Thaïlande'],['E330 - Acide citrique'],,,,,,,,,,,,,,,
541,Desiam Noodles Kit Pad Thai,8857122559983,['Desiam'],,['France'],[],[],?,268,1121 kj(268 kcal),"3,1","0,6","55,3","18,7","4,6","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Chocolate dipped solar dried banana - บานาน่าโซไซตี้ - 25g per pack,8857122695117,"['บานาน่าโซไซตี้', 'Banana Society']",,"['France', 'Thaïlande']","['Dried Banana', 'Sugar', 'Palm Oil', 'Cocoa Powder']","['Huile de palme', 'Végétalien', 'Végétarien']",?,360,1506 kj(360 kcal),8,6,72,48,3,0,0,25 g per pack,['Packed'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,,3,8 g,en quantité modérée,6 g,en quantité élevée,48 g,en quantité élevée,0 g,en faible quantité,,-26%,-26%,-68%,-69%,+19%,+131%,+61%,-100%,-100%,13,+10%,D,+10%,,,E,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,,
543,"Pearl Royal, Coconut Water - 310ml",8857122829062,['Pearl Royal'],"['Peu ou pas de sucre', 'Sans sucre ajouté', 'Sans cholestérol', 'Sans conservateurs']","['France', 'Suisse', 'États-Unis']","['Eau de noix de coco naturelle ', 'stérilisée']",[],?,24.9,104 kj(24 kcal),0,0,"6,23","5,33","< 0,2","0,27","0,108",310 ml,"['Bois', 'Plastique']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Eaux de coco']",,,1,0 g,en faible quantité,0 g,en faible quantité,5.33 g,en quantité modérée,0.27 g,en quantité modérée,,+31%,+25%,-100%,-100%,+37%,+48%,+75%,+313%,+313%,-1,-141%,B,-141%,['Thaïlande'],,,,,,,,,,,,,,,,
544,Sweet potato chips - Pundang,8857124283114,['Pundang'],,['France'],[],[],?,163,682 kj(163 kcal),50,3,30,2,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Lait de coco - Real Thai - 1000ml,8858135000974,['Real Thai'],"['Halal', 'en:The Central Islamic Committee of Thailand']","['France', 'Allemagne']","['Extrait de noix de coco 85 %', 'eau', 'émulsifiant : E435']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",746,?,746 kj(178 kcal),"18,5","17,1",2,2,"1,6","0,05","0,02",1000ml,['Brique'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",['Carrefour'],,4,18.5 g,en quantité élevée,17.1 g,en quantité élevée,2 g,en faible quantité,0.05 g,en faible quantité,+13%,,+14%,+19%,+26%,-28%,+19%,+26%,-32%,-32%,7,-26%,C,-26%,['Thailande'],"['E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition']",B,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,['Thaïlande'],,,,,
546,Riz Thaï Long Jasmin Golden Phoenix 4.5 KG - Golden sun - 4540g,8858306000253,['Golden sun'],,['France'],['Ingredïent : Thai Hom Mali Rice 10090'],[],?,347,1452 kj(347 kcal),"1,3","0,9","76,5",0,"7,3",0,0,4540 g,['Sachet'],,['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Riz Thai Jasmin Golden Phoenix 20 KG - Golden sun,8858306003469,['Golden sun'],,['France'],[],[],?,744,3113 kj(744 kcal),"0,5",0,"40,2",0,"3,1",0,0,,,,['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Greenday Mixed Fruit Crispy,8858358002014,['Greenday'],"['Sans gluten', 'Sans conservateurs']",['France'],"['97% Fruits mélangés ', 'Jacquier', 'ananas', 'patate douce banane', 'taro', ' 1 et 2% riz huile', 'sans gluten', ' Consommer preferentement avant de: voir emballage', 'Conserver dans un endroit sec et frais', 'Poid Net: 55 gr LOT: Voir emballage Importado de Tailandia y distribuido en Espafia y Portugal por GREENDA EUROPE S', 'L', ' C/ Somosierra 16', 'Pozuelo', 'Madrid 28224', 'CIF: B86461555 MADRID', 'REGISTRO SANITARIO: 40', '00037538/M www', 'greendaysnacks', 'es #8-14 EASTECH', '489947 SINGAPORE', ' TEL : +6245 2926']",[],?,444,1858 kj(444 kcal),"12,5","3,1","80,5","38,8","3,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Glendee Coconut Chips Original,8858358009938,,,['France'],[],[],?,240,1004 kj(240 kcal),8,7,11,7,1,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Sauce Piment Sucrée - Siam's,8858598010053,"[""Siam's""]",,['France'],[],[],?,60,251 kj(60 kcal),1,0,14,14,0,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Sauce Piment Sucrée - Siam’s,8858598010077,['Siam’s'],,['France'],"['Calcium Percent Daily Values are based on a 2,000 calorie diet', ' 00 Your daily values may be higher or Iower depending on your calorie needs: e Store in cool and dry place Aconserver dans un endroit frais et sec Garder au réfrigérateur une fois ouvert']",[],?,180,753 kj(180 kcal),0,0,44,44,0,"14,2","5,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Dried mixed fruits - Thai Fruits Village,8858629001449,['Thai Fruits Village'],,['France'],[],[],?,100,418 kj(100 kcal),0,0,16,16,25,"0,043","0,017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Chicken Karaage - Ajinomoto,8858639000029,['Ajinomoto'],,['France'],"['Poulet ', '61 %', 'eau', 'huile de soja', 'amidon de maïs', 'farine de blé', 'farine de riz', 'sauce soja [', '2', '2 %', ' ', 'eau', 'graine de soja', 'blé', 'sel', 'alcool', ']', 'gingembre ', '1', '6 %', 'vinaigre de riz', 'exhausteur de goût ', 'E621', 'ail', 'sucre', 'épices ', 'paprika en poudre', 'poivre blanc', 'émulsifiant ', 'E451', 'sel', ""correcteur d'acidité "", 'E500']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,192,803 kj(192 kcal),13,3,"6,1","0,6",13,1,"0,4",,,,,"['Gluten', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,,,,,,,,,,,,,,
554,Mangues en tranches au sirop léger - Sans marque - 425g (235g égoutté),8858650105963,"['Sans marque', 'EMC Distribution']",,['France'],"['Tranches en mangue', 'eau', 'sucre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",243,?,243 kj(58 kcal),0,0,14,12,0,0,0,425 g (235 g égoutté),['Conserve'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Mangues au sirop']",['Casino'],,3,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité modérée,0 g,en faible quantité,-11%,,-29%,-100%,-100%,-11%,-16%,-100%,-100%,-100%,-3,,A,,,,,,,,,,,,,['Thaïlande'],,,,,
555,Bonbon tamarin pimenté,8858652600442,,,['France'],[],[],?,400,1674 kj(400 kcal),0,0,29,26,0,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Mochi Green Tea - Buono - 156g e,8858679646041,['Buono'],"['en:gluten-free', 'Sans lait']","['Australie', 'France']","['Lait de coco 33,77 %', 'eau', 'sirop de glucose', 'sucre', 'amidon de tapioca modifié & farine de riz gluant', 'huile de son de riz', 'poudre de thé vert japonais 1,06 %', 'maltodextrine', 'émulsifiants & stabilisants ', 'E471 ', 'E410', 'E412', 'E407', 'dextrose monohydrate', 'sel']","[""Pourrait contenir de l'huile de palme""]",?,238,996 kj(238 kcal),"7,8","5,7",41,24,1,"0,06","0,024",156 g e,"['Carton', 'Plastique', 'surgelé']","['Desserts', 'Surgelés', 'Desserts glacés', 'Mochi glacés']",['Woolworths'],,4,7.8 g,en quantité modérée,5.7 g,en quantité élevée,24 g,en quantité élevée,0.06 g,en faible quantité,,+1%,+2%,+21%,+33%,-2%,-12%,-52%,-29%,-29%,12,+7%,D,+7%,['Thailande'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,,,,,Mochi glacé au thé vert - Mochi Green Tea,,,,,,
557,Black Sesame Ice Mochi - Buono - 156g e,8858679646058,['Buono'],"['en:gluten-free', 'Halal', 'Sans lait']",['France'],"['Lait de coco 34,63 %', 'eau', 'sirop de glucose', 'amidon de tapioca modifié & farine de riz gluant', 'sucre', 'sésame noir grillé 2,87 %', 'huile de son de riz', 'dextrose monohydrate', 'maltodextrine', 'émulsifiants & stabilisants ', 'E471', 'E410', 'E412', 'E407', 'sel']","[""Pourrait contenir de l'huile de palme""]",?,250,1046 kj(250 kcal),"9,4","5,8",39,23,"1,7","0,1","0,04",156 g e,"['Carton', 'surgelé', 'Plastique']","['Desserts', 'Surgelés', 'Desserts glacés', 'Mochi glacés']",,['Graines de sésame'],4,9.4 g,en quantité modérée,5.8 g,en quantité élevée,23 g,en quantité élevée,0.1 g,en faible quantité,,+6%,+7%,+46%,+35%,-7%,-15%,-19%,+19%,+19%,13,+16%,D,+16%,['Thaïlande'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,,,,,Mochi glacé au sésame noir - Black Sesame Ice Mochi,,,,,,
558,Mochi Ice Dessert - Cool Mix - Buono - 156g e,8858679646065,['Buono'],"['en:gluten-free', 'Halal', 'Sans lait']",['France'],"['Mochi Glacé Vanille : Eau', 'lait de coco 28,78 %', 'sirop de glucose', 'amidon de tapioca modifié & farine de riz gluant', 'sucre', 'huile de son de riz', 'maltodextrine', 'émulsifiants & stabilisants ', 'E471 ,E410', 'E412,E407', 'dextrose monohydrate', 'arôme naturel de vanille 0,29 %', 'sel', 'bêta-carotène', '\rMochi Glacé Chocolat : Lait de coco 37,02 %', 'eau', 'sirop de glucose', 'amidon de tapioca modifié & farine de riz gluant', 'sucre', 'poudre de cacao 2,37 %', 'huile de son de riz', 'maltodextrine', 'émulsifiants & stabilisants ', 'E471 ', 'E410', 'E412', 'E407', 'dextrose monohydrate', 'sel', '\rMochi Glacé Fraise : Lait de coco 24,37%', 'eau', 'sirop de glucose', 'fraise 1 2,47%', 'sucre', 'amidon de tapioca modifié & farine de riz gluant', 'huile de son de riz', 'dextrose monohydrate', 'maltodextrine', 'émulsifiants & stabilisants ', 'E471', 'E410', 'E412', 'E407', 'acide citrique', 'rouge de betterave en poudre', '\rMochi Glacé Sésame Noir : Lait de coco 34,63%', 'eau', 'sirop de glucose', 'amidon de tapioca modifié & farine de riz gluant', 'sucre', 'sésame noir grillé 2,87%', 'huile de son de riz', 'dextrose monohydrate', 'maltodextrine', 'émulsifiants & stabilisants ', 'E471 ', 'E410', 'E412', 'E407', 't sel\rMochi Glacé Thé Vert : Lait de coco 33,77 %', 'eau', 'sirop de glucose', 'sucre', 'amidon de tapioca modifié & farine de riz gluant', 'huile de son de riz', 'poudre de thé vert japonais 1,06 %', 'maltodextrine', 'émulsifiants & stabilisants ', 'E471', 'E410', 'E412', 'E407', 'dextrose monohydrate', 'sel', '\rMochi glacé Mangue : Eau', 'sirop de glucose', 'mangue 14,03%', 'sucre', 'amidon de tapioca modifié & farine de riz gluant', 'lait de coco 3,06 %', 'huile de son de riz', 'maltodextrine', 'acide ascorbique', 'émulsifiants & stabilisants ', 'E410', 'E412', 'E415', 'E471', 'bêta-carotène', 'sel']","[""Pourrait contenir de l'huile de palme""]",?,223,933 kj(223 kcal),"6,2","4,1",40,25,"1,1","0,07","0,028",156 g e,"['Carton', 'Plastique', 'surgelé']","['Desserts', 'Surgelés', 'Desserts glacés', 'Mochi glacés']",,,4,6.2 g,en quantité modérée,4.1 g,en quantité modérée,25 g,en quantité élevée,0.07 g,en faible quantité,,-5%,-5%,-4%,-4%,-5%,-8%,-47%,-17%,-17%,6,-46%,C,-46%,['Thailande'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène', 'E330 - Acide citrique', 'E162 - Rouge de betterave', 'E415 - Gomme xanthane']",,,,,,,,,,,,,,,
559,Rice berry -  - 500g,8858680851663,,,['France'],[],[],?,360,1506 kj(360 kcal),0,0,39,0,8,0,0,500g,['Carton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+7%,+6%,-100%,-100%,-46%,-100%,+10%,-100%,-100%,0,,B,,,,B,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,
560,Sauce de piment sucrée,8858768008989,,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,492,2059 kj(492 kcal),0,0,"29,9","29,9",0,"1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,8858832600583,8858832600583,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Crackers de riz au wasabi - Oishiya - 100g,8858837620005,['Oishiya'],,['France'],"['Riz gluant', 'pois verts', 'sauce de soja ', 'graines de soja', 'froment', 'sel', 'eau', 'sucre', 'amidon de riz gluant', 'wasabi', 'amidon de blé', 'huile de palme', 'amidon de tapioca', 'sel', 'huile de tournesol', 'algues', 'piment', 'extrait de paprika ', 'E160c']",['Huile de palme'],?,387,1619 kj(387 kcal),2,1,83,4,"6,6","1,4","0,56",100 g,"['Sachet', 'Plastique']","['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['U Express'],"['Gluten', 'Soja', 'Wasabi']",4,2 g,en faible quantité,1 g,en faible quantité,4 g,en faible quantité,1.4 g,en quantité modérée,,-17%,-17%,-90%,-82%,+40%,+2%,-33%,-30%,-30%,6,-61%,C,-61%,['Thaïlande'],['E160c - Extrait de paprika'],C,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,http://www.ttfoods.fr/?p=2327,,['Huile de palme'],,
563,Basil Seed Drink Mangosteen - American Green - 290ml,8858908303714,['American Green'],['Point Vert'],['France'],"['Eau', 'graines de basilic', 'sucre', 'gélifiant ', 'E418', 'saveur mangoustan', 'colorants artificiels ', 'E129', 'E133']",[],?,55.2,231 kj(55 kcal),0,0,"13,8","12,4",0,0,0,290 ml,"['Bouteille', 'Verre']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'en:Basil seeds drinks', 'Boissons avec sucre ajouté']",['AZ Sasu'],,4,0 g,en faible quantité,0 g,en faible quantité,12.4 g,en quantité élevée,0 g,en faible quantité,,-14%,-14%,-100%,,-13%,-17%,-100%,-100%,-100%,17,+166%,E,+166%,['Thaïlande'],"['E418 - Gomme gellane', 'E129 - Rouge allura AC', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",B,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,Boisson aux graines de basilic,,,,,,
564,Cashew nut,8858943000012,,['Sans conservateurs'],['France'],[],[],?,160,669 kj(160 kcal),9,2,8,6,4,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Boisson Aloe Vera Grenade - Organic bloom,8858947401204,"['Organic bloom', 'Biogroupe']",['Bio'],['France'],"['Eau', 'Pulpe d’Aloe Vera ', '13%', ' biologique**', 'Sucre de canne biologique**', 'Acide citrique', 'Arôme biologique de grenade**', '  ', '**', ' issue de l’agriculture biologique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,28,117 kj(28 kcal),0,0,"6,6","2,5","0,2",0,0,,,['Boissons'],,,4,0 g,en faible quantité,0 g,en faible quantité,2.5 g,en quantité modérée,0 g,en faible quantité,,-50%,-51%,-100%,-100%,-42%,-74%,-60%,-100%,-100%,6,-22%,D,-22%,,['E330 - Acide citrique'],,,,,,,,,,,,,,,
566,Aloe Vera Drink - Green beverages,8858947405202,['Green beverages'],['Arômes naturels'],['France'],"['Eau', ""Pulpe d'Aloe Vera "", '10%', 'Sirop de Sucre de Canne', 'Acidifiants: acide citrique', 'lactate de calcium', 'Epaississant: gomme gellane', 'arômes naturels']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,24,100 kj(24 kcal),0,0,"5,9","2,5",0,0,0,,,"['Boissons', 'Boissons avec sucre ajouté']",,,4,0 g,en faible quantité,0 g,en faible quantité,2.5 g,en quantité modérée,0 g,en faible quantité,,-72%,-73%,-100%,-100%,-70%,-86%,-100%,-100%,-100%,6,-50%,D,-50%,,"['E330 - Acide citrique', 'E327 - Lactate de calcium', 'E418 - Gomme gellane']",,,,,,,,,,,,,,,
567,Boisson à l'aloé vera - Aloe Drink for life ! - 350ml,8858947450110,['Aloe Drink for life !'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"['eau', ""pulpe d'aloe vera biologique 13%"", 'sucre de canne biologique', 'acidifiants ', 'acide citrique', 'lactate de calcium', 'épaississant ', 'gomme gellane', 'arômes biologiques']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,24,100 kj(24 kcal),0,0,"5,2","3,9",0,0,0,350 ml,['Bouteille'],"['Boissons', 'Boissons sans sucre ajouté']",,,4,0 g,en faible quantité,0 g,en faible quantité,3.9 g,en quantité modérée,0 g,en faible quantité,,-45%,-49%,-100%,-100%,-40%,-42%,-100%,-100%,-100%,7,+27%,D,+27%,,"['E330 - Acide citrique', 'E327 - Lactate de calcium', 'E418 - Gomme gellane']",,,,,,,,,Boisson à l'aloé vera,,,,,,
568,Aloe vera drink,8858947450127,,,['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,2","3,9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Aloe - Green Beverages,8858947450172,['Green Beverages'],,"['France', 'Polynésie française']","['Eau', ""Pulpe d'Aloe Vera "", '10%', 'Sirop de Sucre de Canne', 'Acidifiants : acide citrique', 'lactate de calcium', 'Épaississant ', ' gomme gellane', 'arômes naturels']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,28,117 kj(28 kcal),0,0,"6,6","2,5","0,2",0,0,,,['Boissons'],,,4,0 g,en faible quantité,0 g,en faible quantité,2.5 g,en quantité modérée,0 g,en faible quantité,,-50%,-51%,-100%,-100%,-42%,-74%,-60%,-100%,-100%,6,-22%,D,-22%,,"['E330 - Acide citrique', 'E327 - Lactate de calcium', 'E418 - Gomme gellane']",,,,,,,,,,,,,,,
570,Aloe - Drink For Life,8858947450219,['Drink For Life'],,['France'],[],[],?,28,117 kj(28 kcal),0,0,"6,6","2,5",0,0,0,,,"['Boissons', 'Boissons avec sucre ajouté']",,,,0 g,en faible quantité,0 g,en faible quantité,2.5 g,en quantité modérée,0 g,en faible quantité,,-67%,-68%,-100%,-100%,-67%,-86%,-100%,-100%,-100%,6,-50%,D,-50%,,,,,,,,,,,,,,,,,
571,Wasabi Peanuts - Enso,8858960300133,['Enso'],,['France'],"['Cacahuètes ', '60%', 'farine de blé', 'épaississant ', 'amidon oxydé', 'arôme de wasabi [épaississant ', 'amidon oxydé', 'sel', 'sucre', 'maltodextrine', ""régulateur d'acidité "", 'acide citrique', ""extrait d'épices]"", 'sucre', 'huile de palme', 'sel', 'colorants naturels ', 'Chlorophylles complexes cuyiques', 'cyrçumine', 'curcuma', 'caramel E150c']",['Huile de palme'],?,145,607 kj(145 kcal),"9,5","2,1",7,"3,3","6,3","0,25","0,1",,,,,"['Gluten', 'Arachides']",4,,,,,,,,,,,,,,,,,,,,,,,,"['E1404 - Amidon oxydé', 'E330 - Acide citrique', 'E140i - Chlorophylles', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",,,,,,,,,,,,,['Huile de palme'],,
572,Thai Green Curry Kit,8858960301994,,,['France'],[],[],?,151,632 kj(151 kcal),"12,6","8,3",7,"1,8","2,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Cp Chicken Fillet Burger 1.725kg,8858984820334,['CP'],,['France'],"['Blarc de Poulet ', '75%', 'Farine de Blé', 'Huile de Palme', 'Eau', 'Amidon Modifié de Tapioca', 'Sel', 'Amidon de Blé', 'Sucre', 'Epices', 'Dextrose', 'Gluten de Blé', 'Exhausteur de Goût ', 'Glutamate Monosodique', 'Extrait de Lévure', ""Extrait d'Ail"", 'Herbes', 'Levure', 'Acide-', 'Acide Citrique', ' Avis aux Allergiques: Pour les allergènes', 'y compris les céréales contenant du gluten', 'voir les en gras']",['Huile de palme'],?,198,828 kj(198 kcal),"6,83","2,8",13,"0,93",22,"1,075","0,43",,,"['Viandes', 'Volailles']",,['Gluten'],4,6.83 g,en quantité modérée,2.8 g,en quantité modérée,0.93 g,en faible quantité,1.07 g,en quantité modérée,,+25%,+24%,+7%,+59%,+488%,+76%,+8%,+20%,+20%,3,+29%,C,+29%,,"['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,,,,,,,,,,,,['Huile de palme'],,
574,Shrimp wonton noodle with choy sum - Authentic Asia  - 309g,8858984820624,['Authentic Asia'],,['France'],[],[],?,113,473 kj(113 kcal),1,0,"19,6","1,4","5,9","1,41","0,564",309 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Shrimp wonton soup with choy sum - Authentic Asia,8858984820709,['Authentic Asia'],,['France'],"['Raviolis Chinois aux Crevettes 44% : Crevettes délevage ', 'Litopenaeus Vannamei', ' 16%', 'Eau', 'Farine de Blé', 'Huile de Sésame', 'Amidon de Tapioca', 'Amidon Modifié ', 'El 420', 'Sucre', ""Régulateur d'Acidité "", 'E500', 'Gluten de Blé', 'Sel', 'Poivre Blanc en Poudre Bouillon 42% : Eau', 'Sucre', 'Sel', 'Maltodextrin', 'Ail Frit ', 'Ail', 'Huile de Soja', 'Soja', 'Extrait de Levure', 'Ciboulette', 'Huile de Palme', 'Oignon en Poudre', 'Ail en Poudre', 'Exhausteur de Goût ', 'E627', 'E631', ' Légume 14% : Chou Chinois ""Choy Sum"" A Recommandation pour les allergies: pour les allergènes', 'voir les ingrédients en gras Préparation / MICROWAVE - 1']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,75,314 kj(75 kcal),"1,4",0,"9,8","1,3","5,5","1,4","0,56",,,,,"['Gluten', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E500 - Carbonates de sodium', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique']",,,,,,,,,,,,,['Huile de palme'],,
576,8859107300054,8859107300054,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Yaki sushi nori 10 feuilles fesant 28g - Hideko,8859156000356,['Hideko'],,"['France', 'Espagne']","['100% algue Yaki Nori ', 'Porphyra yezoensis Ueda']",[],?,302,1264 kj(302 kcal),"3,4","0,8","3,6","0,5","47,7","1,2","0,48",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Algues et dérivés', 'Algues sèches', 'Algues nori', 'Algues nori sèches']",,,1,3.4 g,en quantité modérée,0.8 g,en faible quantité,0.5 g,en faible quantité,1.2 g,en quantité modérée,,+17%,+6%,-9%,+63%,-82%,-4%,+81%,-18%,-18%,3,-47%,C,-47%,,,E,53.0%,42.3%,1.8%,1.5%,1.4%,0.0%,25,,,,,,,
578,Tonkatsu,8859156000721,,,['France'],[],[],?,120,502 kj(120 kcal),"0,7","0,3",27,22,"0,6","4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Assaisonnement pour sushi,8859156000882,,,['France'],[],[],?,20,84 kj(20 kcal),"0,07",0,"4,83","4,83","0,06",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
