,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,packaging,markets,generic_name,manufacturing,additives,allergens,nova_score,traceability_code,ingredients_origins,link,palm_ingredients,brand_owner
1473,tapenade verte bio,3700970732303,['France'],[],[],?,268,1121 kj(268 kcal),"28,4","5,2","2,3","0,1","0,7","1,3","0,52",C,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",28.4 g,en quantité élevée,5.2 g,en quantité élevée,0.1 g,en faible quantité,1.3 g,en quantité modérée,,+21%,+22%,+31%,+61%,+4%,-74%,-57%,-55%,-55%,13,-4%,D,-4%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,['Bio'],,,,,,,,,,,,
1474,Madeleines - Pagen - 1000g,3700972900298,['France'],[],[],?,442,1849 kj(442 kcal),22,"3,3",55,28,"5,1","0,78","0,312",B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",22 g,en quantité élevée,3.3 g,en quantité modérée,28 g,en quantité élevée,0.78 g,en quantité modérée,,+0%,+0%,-4%,-52%,+4%,+2%,-10%,-4%,-4%,12,-35%,D,-35%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,1000 g,['Pagen'],,,,,,,,,,,,,
1475,Tapenadine Olives Noires - La Bodega,3700972900304,['France'],[],[],?,297,1243 kj(297 kcal),"29,3","3,3","2,8","0,04","1,3","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Bodega'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
1476,Tapenadine Olivade Verte - La Bodega,3700972900311,['France'],[],[],?,203,849 kj(203 kcal),"21,2","2,3","0,9","0,02","1,5",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Bodega'],,,,,,,,,,,,,
1477,Caviar d'aubergine - La Bodega,3700972900335,['France'],[],[],?,286,1197 kj(286 kcal),"29,7","8,7","2,8","2,7","1,3","1,44","0,576",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",29.7 g,en quantité élevée,8.7 g,en quantité élevée,2.7 g,en faible quantité,1.44 g,en quantité modérée,,+55%,+56%,+78%,+318%,-47%,-10%,-17%,+26%,+26%,17,+158%,D,+158%,,,,,,,,,['La Bodega'],,,,,,,,,,,,,
1478,Crème de poivron - La Bodega,3700972900359,['France'],[],[],?,75,314 kj(75 kcal),"4,1","0,3",7,"6,9","1,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Bodega'],,,,,,,,,,,,,
1479,Ail doux aux herbes de Provence - La Bodega,3700972900434,['France'],[],[],?,57,238 kj(57 kcal),"2,5","0,19","5,6","0,7","3,1","2,99","1,196",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Ail', 'Ail aux herbes de provence']",2.5 g,en faible quantité,0.19 g,en faible quantité,0.7 g,en faible quantité,2.99 g,en quantité élevée,,+8%,+7%,+7%,+4%,+6%,+13%,+1%,+229%,+229%,4,,C,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,,['La Bodega'],,,,,,,,,,,,,
1480,Ail doux a la vinaigrette - La Bodega,3700972900441,['France'],[],[],?,57,238 kj(57 kcal),"2,5","0,19","5,6","0,7","3,1","2,99","1,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Bodega'],,,,,,,,,,,,,
1481,Fuet - La Catalane,3700972900502,['France'],"['Viande et graisse de porc', 'sel', 'protéines de lait', 'lactose', 'vin', 'amidon de maïs', 'dextrose', 'épices', 'antioxydants ', 'E-301', 'E-33 liii', 'conservateurs ', 'E-250', 'E-252', ' et colorants ', 'E-120 et extrait de paprika', ' SANS GLUTEN ? Produit sujet à dessiccation']","['Non végétalien', 'Non végétarien']",?,468,1958 kj(468 kcal),36,13,"9,9","3,9",26,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Catalane'],['en:gluten-free'],,,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E160c - Extrait de paprika']","['Gluten', 'Lait']",4,,,,,
1482,Soumission sec - Cochon Futé - 225g,3700976700214,['France'],"['Viande de porc ', 'origine: France', ' ', ' sel', ' sirop de glucose ', ' épices ', ' dextrose ', ' ail conservateurs: nitrate de potassium', 'nitrite de sodium', ' ferments', ' boyau naturel de porc', ' Poudre de fleurage : talc', 'carbonate de calcium']","['Non végétalien', 'Non végétarien']",?,418,1749 kj(418 kcal),34,12,1,"0,5",27,"4,825","1,93",C,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",34 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,4.83 g,en quantité élevée,,+1%,+2%,+4%,-6%,-57%,-67%,-1%,+4%,+4%,25,+3%,E,+3%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,225 g,"['Cochon Futé', 'Montagne Noire']","['Point Vert', 'Fabriqué en France', 'Pur porc', 'Label Rouge']","['Sachet', 'Plastique']",,,['France'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E553b - Talc', 'E170i - Carbonate de calcium']",,4,"['EMB 81083', 'Durfort (Tarn, France)', 'FR 81.083.001 CE', 'Durfort (Tarn, France)']",['France'],,,
1483,Chorizo doux - Cochon Futé,3700976700450,['France'],['VD DVD'],[],?,376,1573 kj(376 kcal),29,11,2,2,28,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cochon Futé'],['Sans colorants'],,,,,,,,,,,,
1484,Charcuterie,3700976700689,['France'],[],[],?,376,1573 kj(376 kcal),29,11,2,2,28,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,
1485,Olives vertes farcies au saumon,3700976700801,['France'],[],[],?,175,732 kj(175 kcal),19,4,0,0,"1,1",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,Biscuits sales aux cepes - Maury - 120g,3700983200004,['France'],"['Farine de blé', 'fécule de pomme de terre', 'glucose', 'fleur de sel', 'levure chimique', 'vin blanc', ""huile d'olive"", ""huile d'arachide"", 'cèpes déshydratés', 'arôme naturel de cèpes', ""piment Traces possible d'allergènes "", 'lait', 'fruits à coques', 'gluten', 'oeuf,sesame', 'sulfite,soja']","['Sans huile de palme', 'Non végétalien']",?,465,1946 kj(465 kcal),21,"4,2",60,3,"6,4","1,22","0,488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,['Maury'],['en:palm-oil-free'],,,,,,['Gluten'],4,,,,,
1487,Biscuits vanille -  - 150g,3700983200264,['France'],[],[],?,512,2142 kj(512 kcal),"27,3","19,2",62,"22,7","6,3","0,25","0,1",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",27.3 g,en quantité élevée,19.2 g,en quantité élevée,22.7 g,en quantité élevée,0.25 g,en faible quantité,,+8%,+8%,+31%,+90%,-3%,-23%,-3%,-58%,-58%,22,+11%,E,+11%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,150 g,,,,,,,,,,,,,,
1488,Pate a tartiner noisettes et caramel,3700983202626,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,Purée de Toponambours - Le Potager de Clément,3700983601092,['France'],[],[],?,71,297 kj(71 kcal),"0,7",0,"12,8","9,6",2,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le Potager de Clément'],"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01']",,,,,,,,,,,,
1490,Expresso saveur Con Panna pour machine Nespresso - Colombus - 10capsules (53grammes),3700994200048,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 capsules (53 grammes),['Colombus'],,,,,,,,,,,,,
1491,L'espresso,3700994200154,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Cookie noix de pecan - Les Deux Chefs - 115g,3700994200239,['France'],"['Farine de blé Cassonade', 'Margarine ', 'Hut', 'es et graisSes végétales t Paime,', ' coprct', 'tournesol', 'eau', 'ërnuisfiant : [efithine', 'E471 ', '2020 oc Idifiant : acide citrique', 'tnrOrnes', 'Cnlorarxt•', 'Catoténoldes', 'oeufs', 'nob', ' de pécan', '6,596', 'NOIX Bicnrhonate de sodium', 'Selt Arôme vonille', 'Peut contenir des traces de à coquet soja et latt']",['Non végétalien'],?,504,2109 kj(504 kcal),"27,3","8,43","56,6",30,"6,6","0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115 g,['Les Deux Chefs'],,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']","['Œufs', 'Fruits à coque']",4,,,,,
1493,Elixir de legumes - Columbus,3700994200291,['France'],[],[],?,51,213 kj(51 kcal),"0,5","0,1",14,12,"0,5","0,01","0,004",,['Boissons'],0.5 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,0.01 g,en faible quantité,,-9%,-12%,+44%,-15%,+24%,+27%,+1%,-76%,-76%,16,+109%,E,+109%,,,,,,,,,['Columbus'],,,,,,,,,,,,,
1494,GOLDEN LATTE AU CURCUMA,3700994200390,['France'],[],[],?,498,2084 kj(498 kcal),"21,7","20,25","72,28","51,09","2,91","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,Pate à sucre,3700995701032,['France'],[],[],?,401,1678 kj(401 kcal),"5,6","3,2","87,4","85,9",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,La pate à sucre SUPERIEURE,3700995701063,['France'],[],[],?,402,1682 kj(402 kcal),"5,5","3,2",88,"86,3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Pâte à sucre,3700995701070,['France'],[],[],?,402,1682 kj(402 kcal),"5,6","3,2","87,8","86,1",0,,,,"['Aides culinaires', 'Aides à la pâtisserie', 'Pâtes à sucre']",5.6 g,en quantité modérée,3.2 g,en quantité modérée,86.1 g,en quantité élevée,,,,+2%,+1%,+6%,+4%,+2%,+4%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Pâte à sucre,3700995701629,['France'],[],[],?,401,1678 kj(401 kcal),6,3,85,83,0,,,,"['Aides culinaires', 'Aides à la pâtisserie', 'Pâtes à sucre']",6 g,en quantité modérée,3 g,en quantité modérée,83 g,en quantité élevée,,,,+2%,+1%,+13%,-2%,-2%,+1%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Nougat tendre amandes et miel - 100g,3700996900038,['France'],[],[],?,511,2138 kj(511 kcal),"28,5","2,4","51,7","41,6","9,3","0,65","0,26",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",28.5 g,en quantité élevée,2.4 g,en quantité modérée,41.6 g,en quantité élevée,0.65 g,en quantité modérée,,+14%,+14%,+73%,+21%,-21%,-24%,+30%,+764%,+764%,19,+19%,E,+19%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,100 g,,,,,,,,,,"['EMB 04149', 'Peyruis (Alpes-de-Haute-Provence, France)']",,,,
1500,Chips allumettes artisanales - 250g,3700996900144,['France'],[],[],?,546,2284 kj(546 kcal),35,"4,2",51,"0,8","5,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,,
1501,Chips de legumes -  - 130g,3700996900151,['France'],[],[],?,528,2209 kj(528 kcal),31,"3,9",57,15,"4,8","0,7","0,28",,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",31 g,en quantité élevée,3.9 g,en quantité modérée,15 g,en quantité élevée,0.7 g,en quantité modérée,,+3%,+3%,+5%,+26%,+5%,+538%,-16%,-47%,-47%,15,+28%,D,+28%,,,,,,,,130 g,,,,,,,,,,,,,,
1502,Calissons d'Aix -,3700996900212,['France'],[],[],?,441,1845 kj(441 kcal),"17,4","1,5","61,9","50,2","7,7","0,13","0,052",B,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]",17.4 g,en quantité modérée,1.5 g,en quantité modérée,50.2 g,en quantité élevée,0.13 g,en faible quantité,,-1%,-1%,-3%,-13%,+0%,+0%,+1%,+286%,+286%,16,+11%,D,+11%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,,,,,,,,,,,,,,
1503,Nougat amandes et miel - 200g,3700996900243,['France'],[],[],?,455,1904 kj(455 kcal),"18,1","1,4","64,3","59,8","5,5","0,29","0,116",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",18.1 g,en quantité modérée,1.4 g,en faible quantité,59.8 g,en quantité élevée,0.29 g,en faible quantité,,+2%,+2%,+10%,-29%,-2%,+10%,-23%,+286%,+286%,17,+6%,D,+6%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,200 g,,,,,,,,,,"['EMB 04149', 'Peyruis (Alpes-de-Haute-Provence, France)']",,,,
1504,Saucisse sèche de foie,3700996900854,['France'],[],[],?,451,1887 kj(451 kcal),35,"13,9","3,8","2,4","30,3","4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
1505,"Beurre Gastronomique Doux (82,5 % MG)",3701002400474,['France'],[],[],?,?,,?,,?,,?,,,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",,,,,,,,,,,,,,,,,,,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,,,,,,
1506,Jus multifruit multivitaminé - les Fruisettes,3701002400580,['France'],[],[],?,50,209 kj(50 kcal),"0,1",0,11,"10,5","0,5","0,01","0,004",,['Boissons'],0.1 g,en faible quantité,0 g,en faible quantité,10.5 g,en quantité élevée,0.01 g,en faible quantité,,-11%,-13%,-71%,-100%,-3%,+11%,+1%,-76%,-76%,14,+83%,E,+83%,,,,,,,,,['les Fruisettes'],,,,,,,,,,,,,
1507,Yaourt a boire a la fraise - 4 Pis,3701002400597,['France'],"['Lait partiellement écrémé pasteurisé ', '86%', 'sucre ', '8,3%', 'fraise ', '5%', 'amidon de manioc', 'jus de citron concentré', 'épaississant : pectines', 'arômes naturels', 'colorant : jus de sureau concentré', 'ferments lactiques', 'conservateur : sorbate de potassium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,71,297 kj(71 kcal),"0,9","0,6",13,13,"2,8","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4 Pis'],,,,,,"['E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,"['EMB 35288V', 'Saint-Malo (Ille-et-Vilaine, France)']",,,,
1508,Dessert de mirabelle et pommes - Les Desserts De Maitre Papilles - 400g,3701002401259,['France'],"['pommes 46 mirabelles 46 sucre', 'jus de citron concentré']",[],?,71,297 kj(71 kcal),"0,5","0,1",16,16,"0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,['Les Desserts De Maitre Papilles'],,,,,,,,,,,,,
1509,Beurre De Baratte - Maitre Beurrier - Le Fromager Des Halles - 200g,3701002401273,['France'],"['ctème,ferments', ' Fabriqué à partir de lait français']",[],?,720,3012 kj(720 kcal),"82,2","54,9",1,"0,6","0,7",0,0,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",82.2 g,en quantité élevée,54.9 g,en quantité élevée,0.6 g,en faible quantité,0 g,en faible quantité,,-2%,-1%,+1%,-1%,+42%,-6%,+1%,-100%,-100%,18,-4%,D,-4%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,200 g,['Maitre Beurrier - Le Fromager Des Halles'],,"['Frais', 'Plastique']",,,,,,,,,,,
1510,Beurre de Baratte Demi-Sel - Sans marque - 200g,3701002401280,['France'],"['Crème', 'sel ', '1,5%', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,720,3012 kj(720 kcal),"82,2","54,9",1,"0,6","0,7","1,5","0,6",D,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",82.2 g,en quantité élevée,54.9 g,en quantité élevée,0.6 g,en faible quantité,1.5 g,en quantité modérée,,0%,+0%,+4%,+1%,+34%,-3%,+3%,-27%,-27%,24,-9%,E,-9%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,200 g,['Sans marque'],"['Point Vert', 'Fabriqué en France', 'en:lait-francais-french-milk']","['Frais', 'Plastique']",,,['France'],,"['Lait', 'Ferments']",2,,['France'],,,
1511,Beurre de Baratte aux 3 Algues - Sans marque - 100g,3701002401303,['France'],"['Crème', 'sel', 'palmaria palmata ', '2 %', ' uiva lactuca ', '2 %', 'nori ', '2 %', 'ferments']",['Non végétalien'],3010,?,3010 kj(719 kcal),"82,2","54,9",1,"0,6","0,7","1,7","0,68",C,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres']",82.2 g,en quantité élevée,54.9 g,en quantité élevée,0.6 g,en faible quantité,1.7 g,en quantité élevée,+2%,,+0%,+3%,+3%,+36%,-3%,+3%,+79%,+79%,25,+14%,E,+14%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,100 g,"['Sans marque', 'Le Fromager des Halles']","['Point Vert', 'Fabriqué en France', 'en:lait-francais-french-milk']",['Emballage papier'],['Grand Frais'],Beurre,"['Lozère', 'France']",,"['Lait', 'Ferments']",2,"['FR 48.095.030 CE', 'Mende (Lozère, France)', 'EMB 48095D', 'Mende (Lozère, France)', 'EMB 48095', 'Mende (Lozère, France)']",['France'],,,
1512,Les desserts de maitre papilles - 400g,3701002401525,['France'],"['DESSERT DE POMMES ET PÊCHES DE VIGNE Pommes de la Vallée de la Garonne 55%', 'pêches de vigne de Provence sucre', 'jus de citron concentré', ' Valeurs nutrionnelles moyennes pour 100 Sélectionnés et distribuésen 320 kJ/ 75 kca{ —ur,lusivité par : Le Fromagerdes Halles Energie < 0,5 Matières grasses : dont acides gras saturés Glucides 17 g  sucres 400g', '4xlOOg', ' Protéines 0,5g Poids net: 0,05g']",[],?,75,314 kj(75 kcal),"0,5","0,1",17,17,"0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,['Maitre Papilles'],,,,,,,,,,,,,
1513,Compote de bananes et pommes - Les Compotes De Maitre Papilles - 400g,3701002401532,['France'],"['COMPOTE DE BANANES ET POMMES Bananes de la Martinique 55%', 'pommes de \\aVallée de la Garonne41%', 'sucre', 'jus de citron concentré']",[],?,109,456 kj(109 kcal),"0,2","0,1",25,22,"0,8","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,['Les Compotes De Maitre Papilles'],['Bio'],,,,,,,,,,,,
1514,Faisselle moulée à la louchemonb - Monbertille - 500g,3701002401686,['France'],"['Bio DE MONTAGNE FRANÇAIS Fa&eZe nau', 'ée à ', 'w Lucie']",[],?,72,301 kj(72 kcal),"4,5","3,1","4,2","3,6","3,7","0,12","0,048",C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Faisselles']",4.5 g,en quantité modérée,3.1 g,en quantité modérée,3.6 g,en faible quantité,0.12 g,en faible quantité,,-16%,-16%,-15%,-7%,-5%,+5%,-16%,+8%,+8%,1,-32%,B,-32%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,500g,['Monbertille'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
1515,Crêpes bretonnes - Sans marque - 360g,3701002401785,['France'],"['Lait entier pasteurisé origine France', 'farine de froment origine France', 'eau', 'sucre', 'œufs entiers origine France', 'sel', 'arôme vanille ', ""contient de l'amidon de blé""]",['Non végétalien'],?,256,1071 kj(256 kcal),4,"1,5",47,23,"7,2","0,32","0,128",B,"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']",4 g,en quantité modérée,1.5 g,en quantité modérée,23 g,en quantité élevée,0.32 g,en quantité modérée,,-12%,-12%,-48%,-48%,+0%,+13%,-6%,-59%,-59%,5,-52%,C,-52%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,360 g,['Sans marque'],['Point Vert'],['Plastique'],,6 crêpes de froment,"['Bretagne', 'France']",,"['Œufs', 'Gluten', 'Lait']",4,,,,,
1516,Galette bretonne blé noir - Le  Fromager Des Halles,3701002401792,['France'],"['6 Galettebde6LértaDt', '19tédlent&', '• e', 'aw', '€aünede6LnnW33,7Z', 'gus 4eLde Carnnuu', 'e', ' fiaceséueatueŒebde']",[],?,168,703 kj(168 kcal),"1,6","0,3",31,"0,5","5,9","1,4","0,56",B,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",1.6 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1.4 g,en quantité modérée,,-5%,-5%,-59%,-81%,+14%,-30%,-14%,+6%,+6%,3,-42%,C,-42%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,,['Le  Fromager Des Halles'],,,,,,,,,,,,,
1517,Compote maitre papilles - 400g,3701002402171,['France'],"['Sélectionnées et distribuées en exclusivité par : Le fromager de 75 rue Marcei Mériel!X 69960 À consommer de prétérence ava voir sous le pot', ' À coijserver Poids net 400 g ', '4x100g', ' Ces 4 pots ne peuvent être vendi']",[],?,83,347 kj(83 kcal),"0,5","0,1",19,16,"0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,['Maitre Papilles'],,,,,,,,,,,,,
1518,Pommes de la vallée de Garonne & ananas du Costa Rica - 400g,3701002402560,['France'],[],[],?,78,326 kj(78 kcal),"0,5","0,1",18,18,"0,5","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,,,,,
1519,Pomme mangue passion - 400g,3701002402577,['France'],[],[],?,66,276 kj(66 kcal),"0,5","0,1",15,15,"0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,,,,,
