,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,packaging,markets,generic_name,manufacturing,additives,allergens,nova_score,traceability_code,ingredients_origins,link,palm_ingredients,brand_owner
381,Salade repas orecchiette au thon et ses petits legumes vinaigrette aux herbes - Dietbon,3700569021504,['France'],"['Pâtes précuites huilées 26', '6% ', 'eau', 'semoule de BLE dur', ""poudre de blanc d'OEUF"", 'huile de colza', 'sel', 'THON ', 'POISSON', ' 22', '5%', 'tomates 14', '4%', 'carottes 11', '8%', 'maïs 11', '8%', 'eau', 'huile de colza', 'ciboulette', 'MOUTARDE de Dijon ', 'eau', 'graines de MOUTARDE', ""vinaigre d'alcool"", 'sel', ""vinaigre d'alcool"", 'sel', 'sucre', 'épaississants : gomme guar et gomme xanthane']","['Non végétalien', 'Non végétarien']",484,115,484 kj(115 kcal),"3,2","0,4","11,5",2,"9,7","0,4","0,16",,"['Plats préparés', 'Plats à base de pâtes', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Salades de pâtes', 'Salades au thon', 'Salades de légumes']",3.2 g,en quantité modérée,0.4 g,en faible quantité,2 g,en faible quantité,0.4 g,en quantité modérée,-13%,-24%,-21%,-61%,-55%,+47%,-0%,+21%,-59%,-59%,-4,-1095%,A,-1095%,,,,,,,,,['Dietbon'],['Fabriqué en France'],,,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Œufs', 'Poisson', 'Gluten', 'Moutarde']",4,,,,,
382,Salade repas cereales et tofu - Dietbon - 270g,3700569021535,['France'],"['Légumes 36', '1% ', 'maïs 11,9%', 'carottes 8,18%', 'poivrons rouges 6,95%', 'oignons 2,27%', 'eau', 'ÉPEAUTRE précuit 11,8% ', 'ÉPEAUTRE eau', 'lentilles 68%', 'TOFU 48% ', 'eau', 'SOJA', 'gélifiant : Niqari ', 'chlorure de magnésium et autres sels de mer', ' BLE 32%', 'huile de colza 2,78%', 'sel', 'vinaigre balsamique 0,84% ', 'vinaigre de vin', 'moût de raisin', 'consetvateur : sulfite acide de potassium', 'basilic 044%', 'coriandre 0,44%', 'jus de citron vert concentré 0,42%', 'épaississants : gomme guar et gomme xanthane', 'cumin', 'piment fort']",[],?,117,490 kj(117 kcal),"3,9","0,4",14,2,"4,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270 g,['Dietbon'],,,,,,"['E228 - Sulfite acide de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Gluten', 'Soja']",4,,,,,
383,Mueslis Croustillants aux Super Fruits - Dietbon - 4*40g -160g,3700569022105,['France'],"['Pépites de céréales croustillantes 52,3% ', 'Avoine ', 'gluten', ' 28,4%', 'miel* 14,1%', 'graines de lin brun broyées* 7,1%', 'jus de pomme concentré * 2,7%', 'copeaux de noix de coco toastés *13,1%', 'graine de tournesol * 12,6%', 'raisin secs* 11,4%', 'graines de courges * 2,5%', 'mûres blanches * 2,4%', 'noix de cajou* 1,7 % ', 'poudre de betterave * 1,6%', 'Baies de goji * 1,5%', 'poudre de fruits de Baobab* 1,0%', "" *issu de l'agriculture Biologique""]",['Non végétalien'],?,426,1782 kj(426 kcal),"18,8","7,1","53,9","23,7","10,1","0,1","0,04",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Mueslis', 'Flocons de céréales', 'Céréales aux fruits', 'Céréales extrudées', 'Flocons extrudés', 'Mueslis aux fruits', 'Céréales au miel', 'Pétales multicéréales']",18.8 g,en quantité modérée,7.1 g,en quantité élevée,23.7 g,en quantité élevée,0.1 g,en faible quantité,,+8%,+7%,+299%,+576%,-31%,-6%,+37%,-79%,-79%,12,+59%,D,+59%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,4*40 g -160 g,['Dietbon'],"['Bio', 'Bio européen', 'GB-ORG-05']","['Boite', 'Etui', 'Carton', 'Sachets fraicheurs', 'Plastique']",,,,,"['Gluten', 'Fruits à coque', 'Avoine']",4,,,https://www.dietbon.fr/menu-minceur/petits-dejeuners.html,,
384,Muesli croustillant aux pépites de chocolat bio - Dietbon - 160g,3700569022112,['France'],"['Pépites de céréales croustillantes au cacao 51,5% ', 'Avoine ', 'GLUTEN', '*', 'miel* ', 'graines de lin brun broyées*', 'poudre de cacao*', 'jus de pomme concentré*', 'graine de Chia* ', ' copeaux de noix de coco toastés * 13,99%', 'graine de tournesol* 12,49%', 'Millet soufflé * 5,5%', 'raisin secs* 5%', 'graines de courges* 5%', 'pépites de chocolat* 3%', 'NOIX DE CAJOU * 2,27% mûres blanches* 1,2%']",['Non végétalien'],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,,,,,,,,,,,,,,,,,,,,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,160 g,['Dietbon'],"['Bio', 'Bio européen', 'GB-ORG-05']",,,,,,"['Gluten', 'Fruits à coque', 'Avoine']",4,,,,,
385,Pancakes - Dietbon - 160g,3700569022204,['France'],"['Farine de blé ', 'gluten', ' œtfs entiers', 'eau* sucrer stabilisant : glycérol* sirop de glucose poudre de latt entier', 'huile de colza', 'poudres è lever ', 'contient blé', ' : diphosphatest carbonates de sodiumt arôme naturel de vanille ', 'contient alcool', ' conservateur : sotbate de potassium', 'arôme naturel de vanille', 'sel', ' Les Informatfons en gras sont destinées aux personnes Intolérantes ou atle*uese Traces éventuelles de fruits à coques']",[],?,283,1184 kj(283 kcal),"6,3","1,88","48,6","21,2","7,3","0,67","0,268",,['Pancakes'],6.3 g,en quantité modérée,1.88 g,en quantité modérée,21.2 g,en quantité élevée,0.67 g,en quantité modérée,,-7%,-7%,-32%,-6%,+18%,+31%,-21%,-34%,-34%,5,-54%,C,-54%,,,,,,,,160 g,['Dietbon'],,,,,,['E422 - Glycérol'],['Gluten'],4,,,,,
386,Dessert lacté au chocolat - Dietbon,3700569025069,['France'],"['LAIT 50% [Origine UE]', 'eau', 'sucre', 'protéines de LAIT', 'poudre de cacao', '3', '5%', 'chocolat 1', '4% ', 'contient du SOJA', 'huile de colza', 'épaississants : gomme xanthane', 'gomme guar', 'caraghénanes,amidon modifié de maïs']",['Non végétalien'],520,124,520 kj(124 kcal),"4,3","1,6","11,9","11,3","8,8","0,28","0,112",,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Desserts au chocolat', 'Desserts lactés au chocolat']",4.3 g,en quantité modérée,1.6 g,en quantité modérée,11.3 g,en quantité modérée,0.28 g,en faible quantité,-20%,-19%,-19%,-32%,-60%,-37%,-32%,+130%,+82%,+82%,-2,-130%,A,-130%,,,,,,,,,['Dietbon'],['Fabriqué en France'],,,,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E14XX - Amidons modifiés']","['Lait', 'Soja']",4,,,,,
387,Cookies aux pepites de chocolat - Dietbon - 125g,3700569103040,['France'],"['farine de BLÉ', 'pépites de chocolat avec édulcorant 30,5% ', 'édulcorant : maltitols', 'pâte de cacao', 'émulsifiant : lécithines ', 'SOJA', 'cacao maigre en poudre', 'arôme naturel de vanille', 'édulcorant : maltitols', 'huile de palme durable RSPO', 'OEUFS en poudre', ""poudres à lever: diphosphates - carbonates de sodium - carbonates d'ammonium"", 'sel marin', 'arôme']","['Huile de palme', 'Non végétalien']",?,438,1833 kj(438 kcal),23,12,64,"0,5","2,8","0,7","0,28",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",23 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,0.7 g,en quantité modérée,,-8%,-8%,+11%,+19%,0%,-98%,-57%,+19%,+19%,13,-34%,D,-34%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,125 g,['Dietbon'],"['Huile de palme durable', 'RSPO']",,,,,"['E965 - Maltitol', 'E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]","['Œufs', 'Gluten', 'Soja']",4,,,,['Huile de palme'],
388,"Sablés aux Graines de Lin & de Pavot - Dietbon - 105g (4 * 26,25g)",3700569103088,['France'],"['Céréales 47% [farine de BLÉ', 'billettes de riz soufflé ', 'riz', 'sel', ""flocons d'AVOlNE"", 'farine de SEIGLE', ""farine d'ORGE]"", 'agent de charge : maltitols', 'huile de palme durable RSPO', 'graines de lin 5%', 'graines de pavot 5%', 'ŒUF en poudre', 'arôme naturel de vanille', ""poudres à lever : diphosphates - carbonates de sodium - carbonates d'ammonium"", 'sel marin']","['Huile de palme', 'Non végétalien']",?,445,1862 kj(445 kcal),23,"9,4",61,"1,9","3,5","0,85","0,34",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",23 g,en quantité élevée,9.4 g,en quantité élevée,1.9 g,en faible quantité,0.85 g,en quantité modérée,,-6%,-6%,+11%,-7%,-5%,-94%,-46%,+44%,+44%,12,-39%,D,-39%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"105 g (4 * 26,25 g)",['Dietbon'],"['Huile de palme durable', 'Une consommation excessive peut avoir des effets laxatifs', 'Sans sucre ajouté', 'RSPO', 'Avec édulcorants']","['Carton', 'Plastique']",,Sablés aux Graines de Lin & de Pavot,,"['E965 - Maltitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]","['Œufs', 'Gluten']",4,,,,['Huile de palme'],
389,Dessert Pomme Poire Bio - Dietbon,3700569105013,['France'],"['Pomme* 50%', ""Poire* 50% * ingrédients issus de l'agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",228,54,228 kj(54 kcal),"0,5","0,1",11,"9,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dietbon'],"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,['Néant'],,,,,,
390,Dessert Pomme Fraise Bio - Dietbon,3700569105020,['France'],"['Pomme* 60%', ""Fraise* 40% * ingrédients issus de l'agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",218,52,218 kj(52 kcal),"0,7","0,1",10,"9,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dietbon'],"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France', 'Sans sucre ajouté']",,,,,,['Néant'],,,,,,
391,Dessert Pomme Pruneau Bio - Dietbon - 300g,3700569105037,['France'],"['Pomme* 75%', ""Pruneau* 25% * ingrédients issus de l'agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",329,78,329 kj(78 kcal),"0,7","0,1",16,15,0,0,0,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes']",0.7 g,en faible quantité,0.1 g,en faible quantité,15 g,en quantité élevée,0 g,en faible quantité,-43%,-48%,-46%,-88%,-94%,+17%,+669%,-100%,-100%,-100%,-3,-310%,A,-310%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,300 g,['Dietbon'],['Bio'],"['Sous-vide', 'Carton', 'Plastique']",,,,,"['Lait', 'Moutarde', 'Anhydride sulfureux et sulfites', 'Néant']",3,,,,,
392,Good sante,3700569951023,['France'],[],[],?,122,510 kj(122 kcal),"3,9","3,2","2,52","0,7","18,9","1,44","0,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Googsanté,3700569951030,['France'],[],[],?,122,510 kj(122 kcal),"6,4","4,1","2,79","1,2","13,1","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Mousseline de boeuf - Goodsante - 2x 150gr (300gr ),3700569952013,['France'],[],[],?,145,607 kj(145 kcal),"9,5","4,7","4,7","2,8","13,3","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 150 gr (300 gr ),['Goodsante'],,,,,,,,,,,,,
395,Trois domes,3700569952020,['France'],[],[],?,153,640 kj(153 kcal),8,"5,5","6,3",2,14,"0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Trio de mousselines - Good Santé - 2x 150g,3700569952044,['France'],"['Pomme de terre 19% ', 'dont antioxydant : biSULFlTE de sodium', 'haché de poulet 13% ', 'viande de poulet', ' 12%', 'gélatine de boeuf', 'OEUF', 'CREME ', 'dont stabilisant : carraghénanes', 'flocon de pomme de terre ', 'pomme de terre', 'émulsifiant : monostéarate de glycérol de colza', 'épice : curcuma', 'LAIT demi-écrémé', 'eau', 'caséinate de calcium ', 'LAIT', 'carotte', 'asperge 2%', ""huile d'olive"", 'oignon', 'MOUTARDE forte ', 'eau', 'graine de MOUTARDE', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide ', ' diSULFlTE de potassium', 'citrique', 'antioxydant arôme naturel jus de poulet rôti 0,6%', 'sel', 'farine de BLE', 'persil', 'huile de SESAME', 'graine de pavot bleue 0,4%', 'BEURRE', 'ail', 'estragon 0,1%', 'poivre blanc', 'curcuma', ' Peut contenir des traces de soja', 'céleri', 'poisson', 'crustacé', 'mollusque', 'fruits à coque', 'arachide Les informations en GRAS sont destinées personnes allergiques ou intolérantes']","['Non végétalien', 'Non végétarien']",?,221,925 kj(221 kcal),12,"5,8","8,2","1,3",20,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 150 g,['Good Santé'],,,,,,"['E428 - Gélatine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Œufs', 'Gluten', 'Lait', 'Moutarde', 'Graines de sésame']",4,,,,,
397,Crème chocolat pour petit déjeuner - Goodsante - 7x 30gr ( 210gr ),3700569953010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 x 30 gr ( 210 gr ),['Goodsante'],,,,,,,,,,,,,
398,Crème fruits rouges petits dejeuners - Good santé - 7x30gr (210gr),3700569953027,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7x30 gr (210 gr),['Good santé'],,,,,,,,,,,,,
399,Absolument Chocolat - 120g,3700574702290,['France'],[],[],?,564,2360 kj(564 kcal),41,21,36,35,"9,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,,,,,,,,,,,,,,
400,Compotée rhubarbe fraise - RAOUL EST DANS LE POTAGER,3700579035157,['France'],"[""Rhubarbe rouge* fraise* 142570 - sucre'"", "" *ingrédients issus l'agriculture de biologique""]",[],?,67,280 kj(67 kcal),"0,2","0,09","14,7","12,1","0,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['RAOUL EST DANS LE POTAGER'],['Bio'],,,,,,,,,,,,
401,Compotée Pomme Framboise - Raoul est dans le potager - 150g,3700579035164,['France'],[],[],?,59,247 kj(59 kcal),"0,4","0,3","15,5",11,"0,7","0,2","0,08",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes framboise']",0.4 g,en faible quantité,0.3 g,en faible quantité,11 g,en quantité modérée,0.2 g,en faible quantité,,-11%,-11%,+8%,+134%,+10%,-12%,+59%,+3806%,+3806%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,150 g,['Raoul est dans le potager'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']","['Sachet', 'Plastique', 'Frais']",,,['France'],,,,"['EMB 94017J', 'Champigny-sur-Marne (Val-de-Marne, France)', 'FR 94.017.106 CE', 'Champigny-sur-Marne (Val-de-Marne, France)']",,,,
402,Mousse au chocolat - La Compagnie Fraiche,3700579035188,['France'],"[""beurre de cacao'"", 'de BEURRE* ', 'CREME DE sucre* lactiques [LAIT', "" d'OEUF en poudre réhydrate"", ' *Ingrédients issus de agticulture biologique ', 'à conserver entre 0 et +40C Conditionné sous atmopshère protec - trice']",['Non végétalien'],?,340,1423 kj(340 kcal),27,17,15,8,7,1,"0,4",D,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",27 g,en quantité élevée,17 g,en quantité élevée,8 g,en quantité modérée,1 g,en quantité modérée,,+24%,+26%,+64%,+68%,-32%,-60%,+18%,+357%,+357%,19,+44%,E,+44%,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,,['La Compagnie Fraiche'],['Bio'],,,,,,"['Œufs', 'Lait']",,,,,,
403,Perles de chia mangue - La Compagnie Fraiche,3700579035195,['France'],"['LAIT demi-écrémé', 'CREME fleurette ', 'CREME DE LAIT', 'ferments lactiques', ' ', 'purée de mangue 12', '45% ', 'sucre ', 'graine de chiat 55% ', ' Salvia Hispanica', ' ', 'purée de passion ', 'eau ', 'gélifiants: agar-agar', 'gomme de xanthane']",['Non végétalien'],?,159,665 kj(159 kcal),"7,6","5,3","20,1","0,5","2,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Compagnie Fraiche'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,"['E406 - Agar-agar', 'E415 - Gomme xanthane']",['Lait'],4,,,,,
404,3700579035508,3700579035508,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Perles de tapioca - La Compagnie Fraiche,3700579035676,['France'],"['LAIT demi écrémé* - CREME sucre* - perles du japon* 4,7% fleurette* - arôme naturel vanille 0,2% - ', 'tapioca', ' - épaississant: gomme xanthane', "" *Ingrédients issus de l'agriculture biologique""]",['Non végétalien'],?,122,510 kj(122 kcal),8,"5,6","11,9","7,5","0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Compagnie Fraiche'],"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,['E415 - Gomme xanthane'],['Lait'],4,"['FR 94.017.106 CE', 'Champigny-sur-Marne (Val-de-Marne, France)', 'EMB 94017J', 'Champigny-sur-Marne (Val-de-Marne, France)']",,,,
406,"Mitch’cheese crumble chocolat blanc, fraises et rhubarbe verte surmontées d'une crème cheese - Bistro De Chef",3700579035942,['France'],[],[],?,211,883 kj(211 kcal),"11,7","7,3","23,1","18,9","2,6","0,23","0,092",,['Desserts'],11.7 g,en quantité modérée,7.3 g,en quantité élevée,18.9 g,en quantité élevée,0.23 g,en faible quantité,,+19%,+20%,+72%,+102%,-3%,+3%,-18%,+73%,+73%,14,+107%,D,+107%,,,,,,,,,['Bistro De Chef'],,,,Dessert à base de crumble au chocolat blanc avec des compotées de fraise et de rhubarbe,,,,,,,,,
407,Le dessert aux poires - Bistro De Chef,3700579036277,['France'],[],[],?,181,757 kj(181 kcal),"8,77","5,1",23,17,"1,8","0,05","0,02",,['Desserts'],8.77 g,en quantité modérée,5.1 g,en quantité élevée,17 g,en quantité élevée,0.05 g,en faible quantité,,+2%,+3%,+29%,+41%,-3%,-8%,-43%,-62%,-62%,7,+3%,C,+3%,,,,,,,,,['Bistro De Chef'],,"['Frais', 'Pot', 'Plastique']",,"Dessert à base de poire, d'une purée d'haricot blanc posée sur un granola avec une gelée au piment d'Espelette à la surface",,,,,,,,,
408,Verrine framboise menthe citron vert,3700579036543,['France'],[],[],?,118,494 kj(118 kcal),"0,9","0,5",25,22,"2,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Compotée Pomme Framboise - 150g,3700579036574,['France'],[],[],?,48,201 kj(48 kcal),"0,3","0,04","9,35",6,"0,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,"['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,,,,,"['EMB 94017', 'Champigny-sur-Marne (Val-de-Marne, France)']",,,,
410,Compote rhubarbe fraise -  - 150g,3700579036581,['France'],[],[],?,66,276 kj(66 kcal),"0,2","0,09","14,7","12,1","0,8","0,01","0,004",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']",0.2 g,en faible quantité,0.09 g,en faible quantité,12.1 g,en quantité modérée,0.01 g,en faible quantité,,-1%,-1%,-39%,+6%,+1%,-9%,+91%,+1%,+1%,-3,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,150 g,,['Bio'],,,,,,,,"['EMB 94017J', 'Champigny-sur-Marne (Val-de-Marne, France)']",,,,
411,Perles de Tapioca - La Compagnie Fraîche - 150g,3700579036598,['France'],"['LAIT demi écrémé*', 'CRÈME fleurette*', 'sucre*', 'perles du japon* 4,7 % ', 'tapioca', 'arôme naturel vanille 0,2 % ', 'épaississant : gomme xanthane', "" *Ingrédients issus de l'agriculture biologique ""]",['Non végétalien'],?,122,510 kj(122 kcal),8,"5,6","11,9","7,5","0,6","< 0,01","0,004",,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Desserts lactés à la vanille', 'Desserts lactés au tapioca']",8 g,en quantité modérée,5.6 g,en quantité élevée,7.5 g,en quantité modérée,0.01 g,en faible quantité,,-12%,-11%,+60%,+77%,-34%,-50%,-81%,-92%,-92%,7,+20%,C,+20%,,,,,,,,150 g,['La Compagnie Fraîche'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique']","['Frais', 'Pot', 'Plastique']",,Perles de Tapioca dans Lait Vanille,,['E415 - Gomme xanthane'],['Lait'],4,,,,,
412,Chia pudding mangue,3700579036604,['France'],[],[],?,159,665 kj(159 kcal),"7,6","5,3","20,1","0,5","2,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 94.017.106 CE', 'Champigny-sur-Marne (Val-de-Marne, France)']",,,,
413,Panna cotta,3700579036635,['France'],[],[],?,195,816 kj(195 kcal),12,"8,2",19,17,"2,4","0,88","0,352",C,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Panna cottas']",12 g,en quantité modérée,8.2 g,en quantité élevée,17 g,en quantité élevée,0.88 g,en quantité modérée,,-11%,-9%,-3%,-3%,-7%,-1%,-12%,+633%,+633%,16,+30%,D,+30%,62.1%,26.2%,4.5%,4.1%,2.5%,0.7%,68,,,,,,,,,,,,,,,
414,3700579036659,3700579036659,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Crémeux fraise façon melba,3700579036673,['France'],[],[],?,187,782 kj(187 kcal),13,"8,4","14,3",13,"2,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,La Baguette à l'Ancienne - Sans marque - 250g,3700581204084,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,,,,,,,,,,,,,,,,,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,250 g,['Sans marque'],,"['Sachet', 'Papier', 'Plastique']",['Leclerc'],Baguette,,,,,,,,,
417,Pain,3700581205654,['France'],[],[],?,246,1029 kj(246 kcal),"0,8","0,2",49,"1,3",9,"0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Pommes de terre,3700584003882,['France'],[],[],?,75,314 kj(75 kcal),0,0,"15,8",0,2,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Pommes de terre']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-23%,-24%,-100%,-100%,-10%,-100%,-1%,-100%,-100%,-6,,A,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,['en:gluten-free'],,,,,,,,,,,,
419,Pommes de terre sélection choucroute - Solédy,3700584010262,['France'],"['S c CCL', 'O Ses']",[],?,75,314 kj(75 kcal),0,0,"15,8",0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Solédy'],['en:gluten-free'],,,,,,,,,,,,
420,Lion d'or,3700585800749,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Chocolat noir le potager du roi - Nina's - 80g,3700586601246,['France'],[],[],?,580,2427 kj(580 kcal),"42,9","26,1","34,2","29,8","8,9","0,1","0,04",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aromatisés', 'Chocolats noirs aromatisés']",42.9 g,en quantité élevée,26.1 g,en quantité élevée,29.8 g,en quantité élevée,0.1 g,en faible quantité,,+5%,+5%,+15%,+16%,-18%,-17%,+30%,+208%,+208%,23,+6%,E,+6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,80 g,"[""Nina's""]",,,,Chocolat noir aromatisé,,,,,,,,,
422,Château de Poncié - Le Pré Roi - 750ml,3700587501590,['France'],[],[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Fleurie']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,750 ml,['Le Pré Roi'],,,,,,,,,"['EMB 21054M', ""Beaune (Côte-d'Or, France)""]",['France'],,,
