,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,packaging,eco_score,generic_name,quantity,categories,labels,ingredients_origins,manufacturing,link,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand_owner,origin_detail,producer_info,traceability_code,additives,palm_ingredients
1062,Danao Pêche Abricot,0205853010972,['France'],[],[],?,39,163 kj(39 kcal),"0,1",0,"8,5",8,"0,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Pate de noisettes artisanales,2420071416612,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Chocolat lait 48% Guémon,3760264290384,['France'],[],[],?,589,2464 kj(589 kcal),"42,2","25,76",41,"35,7","8,4","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Poulet fermier,2205816009010,['France'],[],[],?,630,2636 kj(630 kcal),"7,2","2,1","0,5","0,5",21,"0,1","0,04",,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 14.509.030 CE', 'Plumetot (Calvados, France)']",,
1066,Trinité Orisha noir 70%,3760264290278,['France'],[],[],?,584,2443 kj(584 kcal),"43,2","26,56","34,6",30,"8,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Pangrattato,8008696026016,['France'],[],[],?,380,1590 kj(380 kcal),"3,2","0,7","84,2","1,8",0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Yoo Hoo Milk Cream Filling Waffle 50G,5205422882011,['France'],[],[],?,413,1728 kj(413 kcal),"17,5","9,7","57,5","40,3","4,6","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Peyman Roasted & Salted Pistachios 150G,8695876100309,['France'],[],[],?,388,1623 kj(388 kcal),"29,6","4,2","20,733","1,8","13,533",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Chocolate negro,8435265919606,['France'],[],[],?,579,2423 kj(579 kcal),44,27,33,29,"7,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Datterino giallo in acqua di mare,8017995200768,['France'],[],[],?,35,146 kj(35 kcal),"0,46","0,1","4,8",4,1,"0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Cookie chocolat noir,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Galettes,3760059931683,['France'],[],[],?,421,1761 kj(421 kcal),19,12,53,20,7,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Latte fresco alta qualità,8002517101401,['France'],[],[],?,65,272 kj(65 kcal),"3,6","2,4","4,8","4,8","3,4","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Couscous con venere integrale,8001420010817,['France'],[],[],?,365,1527 kj(365 kcal),9,"0,7",9,"1,2","8,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,7 Days Cake Bar With Forest Fruit Jam,5201360790357,['France'],[],[],?,0,0 kj(0 kcal),12,6,59,33,5,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Miel sapin bio,3700767302610,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Limonade au naturel,79002,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Baguettes de tradition francaise,3760140691137,['France'],[],[],?,252.7,1057 kj(252 kcal),"0,4","0,03","53,5","2,86","9,2","1,368","0,547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Pur jus multifruit,3256228438386,['France'],[],[],?,50,209 kj(50 kcal),"0,5","0,1",11,10,"0,5",,,,"['Etui en carton', 'Bouteille en verre']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C104639'],,
1081,Mousline,7613287373915,['France'],[],[],?,310,1297 kj(310 kcal),"1,3","0,8","12,6","2,7","2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Limonade,3585260000207,['France'],[],[],?,80,335 kj(80 kcal),0,0,8,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Stimul’Zinc,3661803667530,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Pizza jambon fromage - E.Leclerc - 490g,0219236036084,['France'],"['Pâte à pizza ', 'FARINE DE BLE', 'eau', ""Huile d'olive"", 'sel', 'Levure', 'mozzarella ', 'LAIT pasteurisé de vache ', 'origine u e', 'sel', 'FERMENTS ACTIQUES', 'présure', 'antiagglomérant amidon', 'jambo ', 'jambon de porc', 'jambon porc ', 'origine france', 'sel', 'bouillon ', 'eau', 'sel', 'bouillon ', 'eau', 'gélatine de porc', 'arome naturel', 'conservateur E250', 'arômes naturels', 'dextrose', 'antioxydant E301', 'conservateur E250', 'conservateur E250', 'porc origine france', 'sauce tomate ', 'jus de tomate concentré', 'amidon de mais', 'mes', 'sel', 'sucre', 'exhausteur de goût monoglutamate de sodium E621', 'épices et herbes aromatiques']","['Non végétalien', 'Non végétarien']",988,236,988 kj(236 kcal),10,"5,5",22,"1,5",14,"1,5","0,6",['E.Leclerc'],['Carton'],B,,490 g,"['Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizzas au jambon', 'Pizza au jambon', 'Pizza jambon fromage']",['Point Vert'],['France'],,,,"['Gluten', 'Lait', 'en:farine', 'FERMENTS ACTIQUES']",4,10 g,en quantité modérée,5.5 g,en quantité élevée,1.5 g,en faible quantité,1.5 g,en quantité modérée,+10%,+8%,+8%,+41%,+59%,-16%,-44%,+33%,+9%,+9%,13,+94%,D,+94%,65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,,,,,"['E428 - Gélatine', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",
1085,Pesto Sciantosa,3770015694026,['France'],[],[],?,426,1782 kj(426 kcal),"43,4",42,"4,3","1,5","5,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Pattes d'ours - E. Leclerc - 4,3478920004519,['France'],"['Eau', 'ferine de blé ', 'gluten', 'margarine ', 'huiles et graisses végétales non hydrogénées de palme et de colza', 'eau', 'sel', 'émulsifiant ', 'E471', ""correcteur d'acidité "", 'E330', 'sucre', 'amidon modifié', 'levure', 'lait entier en poudre', 'gluten de blé', 'oeufs 1%', 'lactosérum en poudre ', 'lait', 'sel', 'gélifiant ', 'E401,E450,E341', 'amidon', 'colorant ', ""caroténoïdes d'ongine naturelle"", 'agent de traitement de la farine ', 'E300', 'arôme naturel de citron avec autres arômes neturels', 'enzyme']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,,16,,40,12,"5,9","1,1","0,44",['E. Leclerc'],['Plastique'],,,4,"['Snacks', 'Snacks sucrés', 'Viennoiseries']",,,,,['Leclerc'],"['Œufs', 'Gluten', 'Lait']",4,16 g,en quantité modérée,,,12 g,en quantité modérée,1.1 g,en quantité modérée,,,,+3%,,-17%,-25%,-19%,+39%,+39%,,,,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E300 - Acide ascorbique']",
1087,Yop vanille,2007356006302,['France'],[],[],?,66,276 kj(66 kcal),"0,8","0,5","10,7","10,5",3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Jus d'orange,2010000092057,['France'],[],[],?,0,0 kj(0 kcal),0,0,8,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Rouge,3416604103004,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Yaourt grec bio,3700286927851,['France'],[],[],?,72,301 kj(72 kcal),4,"2,5","4,5","4,5","3,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Kodiak Wild Lachs Smoked,4063600006304,['France'],[],[],?,125,523 kj(125 kcal),"3,1","1,1",0,0,22,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,mélange tropical,2007752020933,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Escalope dinde,0212700014106,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 70.170.002 CE', 'Contréglise (Haute-Saône, France)']",,
1094,Oeufs en chocolat (noir praliné),20161828,['France'],[],[],?,552,2310 kj(552 kcal),"36,1","17,1","46,6","43,8",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Sauce blanche -  - 3L,3760257870845,['France'],[],[],2191,532,2191 kj(532 kcal),"57,2","3,3","3,6","2,6","0,7","1,18","0,472",,,,,3 L,"['Epicerie', 'Sauces', 'Sauces blanches']",,,,,,,,57.2 g,en quantité élevée,3.3 g,en quantité modérée,2.6 g,en faible quantité,1.18 g,en quantité modérée,,+14%,+15%,+18%,-9%,-22%,-8%,-31%,-11%,-11%,14,0%,D,0%,,,,,,,,,,,,,
1096,Cuisses de poulet blanc FERMIER d'Auvergne,0215972034049,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 03236', 'Saint-Germain-des-Fossés (Allier, France)', 'FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,
1097,Irish red ale - Balm’,3770013588105,['France'],[],[],?,?,,?,,?,,?,,,['Balm’'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Liopollo liofilizzato,8000050543009,['France'],[],[],?,419,1753 kj(419 kcal),"8,6","3,2","39,9","0,05",45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,TarallIGPugliesi alla cipolla,8033100804034,['France'],[],[],?,493,2063 kj(493 kcal),22,"3,5",64,"1,1","9,1","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Thé blanc aromatisé - Pavillon Blanc - 50g,3760007602917,['France'],"['Thé blanc de Chine', 'Arômes ', 'pêche', 'poire', 'fruit de la passion', 'ananas', 'mangoustan et abricot', 'Pétales de souci']",[],?,?,,?,,?,,?,,,['Pavillon Blanc'],['Emballage carton'],A,,50g,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés aromatisés', 'Thés blancs']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",['Chine'],['France'],,,,4,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,
1101,Mon comptoir à raclette saveur d'antan,52315671,['France'],[],[],?,349,1460 kj(349 kcal),29,19,"0,5","0,5",22,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Donut,0293358013789,['France'],[],[],?,216,904 kj(216 kcal),"13,5","6,5","20,5",7,"3,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,FARINA CHE LIEVITA,8002213000558,['France'],[],[],?,337,1410 kj(337 kcal),"0,7","0,3","71,3","1,8","10,4","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,5 spices Beef,98757879,['France'],[],[],?,81,339 kj(81 kcal),"3,5","1,8","9,6","0,9","2,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Baguette Nature Bio,2030508040312,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Ajuin oignon onion zwiebeln,3770013712135,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Filet de poulet,0211119030837,['France'],[],[],?,?,,?,,?,,?,,,,,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,
1108,Andouilette,0203080020276,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Fromage fondu,3450970204781,['France'],[],[],?,244,1021 kj(244 kcal),20,14,"8,5",7,"7,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Pilons de poulet,3266980562328,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Agent de demoulage,3663327011561,['France'],[],[],?,84,351 kj(84 kcal),"93,8",75,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Sojapan,3498430012569,['France'],[],[],?,113,473 kj(113 kcal),"0,1","0,1",27,21,"0,8","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,choucroute René WEBER - 1kg,1141400878123,['France'],[],[],?,?,,?,,?,,?,,,['Weber'],['Plastique'],,,1kg,,,,['Kratergersheim'],,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Uette di sale,8001625721457,['France'],[],[],?,312,1305 kj(312 kcal),"1,2","0,3","63,6","3,4","9,2","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Pomme de terre,3351070000993,['France'],[],[],?,80.5,337 kj(80 kcal),"0,34","0,094","16,7","0,86","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Bread stickd,4088600189451,['France'],[],[],?,401,1678 kj(401 kcal),"4,3","1,9",79,"3,3",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Andouille de vire,2408393042375,['France'],[],[],?,259,1084 kj(259 kcal),17,"9,06","0,1","0,1","23,8","2,25","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Pantatine crik,8002085006405,['France'],[],[],?,524,2192 kj(524 kcal),32,"3,6","53,5","0,4","7,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Oignons Rouge,3306540002168,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 82013D', 'Beaumont-de-Lomagne (Tarn-et-Garonne, France)']",,
1120,Avocat,00042253,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Fagiolini finissimi surgelati,8012801009528,['France'],[],[],?,25,105 kj(25 kcal),0,0,"2,4","2,4","2,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Confiture Fraise - Raoul Gey,3193840000235,['France'],"['Sucre de canne', 'fraises', 'gélifiant : pectines', 'acidifiant : jus de citron concentré']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,241,1008 kj(241 kcal),"0,1",0,59,59,"0,4",0,0,['Raoul Gey'],,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",,,,,,,4,0.1 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,+9%,+9%,-62%,-100%,+10%,+15%,-23%,-100%,-100%,11,+18%,D,+18%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,['E440 - Pectines'],
1123,Apfelsaft Naturtrüb,7617027044769,['France'],[],[],?,45.2,189 kj(45 kcal),"0,2",0,"11,2","11,2","0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Infusion grande table tilleul,3700111086746,['France'],[],[],?,4,17 kj(4 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Yaourt Bio au Lait Entier de Brebis Aveyronnaises,3770012398231,['France'],[],[],?,94,393 kj(94 kcal),"3,7","2,5","9,3","8,3","4,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 12.063.002 CE', 'Cavalerie (Aveyron, France)']",,
1126,Bonbon,3415306315548,['France'],[],[],?,50,209 kj(50 kcal),10,8,8,6,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Accras de morue - Eismann,405197916206,['France'],[],[],?,225,941 kj(225 kcal),"12,5","2,2","15,8","1,1","11,5","1,9","0,76",['Eismann'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Mochi,4801688883918,['France'],[],[],?,375,1569 kj(375 kcal),"4,1","4,1","21,1","20,8","4,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Barrette Con Frutti Rossi,8001300801269,['France'],[],[],?,379,1586 kj(379 kcal),"3,5","1,7",80,24,"5,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Huile de Noix -  - 250ml,82897925,['France'],[],[],3700,900,3700 kj(900 kcal),100,10,0,0,0,0,0,,,D,,250 ml,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,,,,,,,100 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+4%,+2%,+1%,+2%,+6%,-100%,-100%,-100%,-100%,-100%,6,+12%,C,+12%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,
1131,Latte uht parzialmente scremato senza lattosio,8001101006276,['France'],[],[],?,197,824 kj(197 kcal),"1,6","1,1","4,9","4,9","3,2","0,1","0,04",,,D,,,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,,,,,,,1.6 g,en faible quantité,1.1 g,en faible quantité,4.9 g,en faible quantité,0.1 g,en faible quantité,,+319%,+323%,+2%,+9%,+2%,+2%,-2%,-9%,-9%,3,,C,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,
1132,Filets de poûet rôti,2431628042376,['France'],[],[],?,151,632 kj(151 kcal),"5,8","1,4","0,1","0,1",24,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,M&m’s eggs,0040000553830,['France'],[],[],?,14,59 kj(14 kcal),8,5,16,14,3,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Latte uht classico intero,8004774000039,['France'],[],[],?,67,280 kj(67 kcal),"3,7","2,3","4,9","4,9","3,4","0,3","0,12",,,D,,,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT', 'Laits entiers']",,,,,,,,3.7 g,en quantité modérée,2.3 g,en quantité modérée,4.9 g,en faible quantité,0.3 g,en quantité modérée,,+2%,+0%,-1%,-3%,+2%,+3%,+3%,+156%,+156%,2,+27%,B,+27%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,
1135,Saucisse sèche perche sup.,0209450041520,['France'],[],[],?,351,1469 kj(351 kcal),26,"9,9","1,7",1,28,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,3186122149715,3186122149715,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Plume au ble complet,6194004667148,['France'],[],[],?,340,1423 kj(340 kcal),2,"0,45",68,"3,5","12,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Bob the snail,81675678,['France'],[],[],?,208,870 kj(208 kcal),"1,8","0,3",46,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Sachet Guimauve Chocolat Equitable bio,3700531213586,['France'],[],[],?,440,1841 kj(440 kcal),18,12,65,53,"4,3","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Vinaigre,3165356325577,['France'],[],[],?,4,17 kj(4 kcal),"0,1",0,"0,9","0,9","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Vittel fruit infusés bio,7613039277348,['France'],[],[],?,14,59 kj(14 kcal),0,0,"3,3","3,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,I legumi ceci giganti,8006280030401,['France'],[],[],?,306,1280 kj(306 kcal),"2,8","0,4",37,"2,8",20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Fondente con biscotto al gusto di amaretto,8006070074608,['France'],[],[],?,570,2385 kj(570 kcal),"38,9","23,7",45,"35,8","6,7","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Lentilles cuisinees,3017800502785,['France'],[],[],?,74,310 kj(74 kcal),"0,3",0,10,"0,5","6,1","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Wafers,6191432200879,['France'],[],[],?,529,2213 kj(529 kcal),"27,92",15,"63,32","0,5","6,14","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Risosuriso con riso e riso nerone,8002190007267,['France'],[],[],?,425,1778 kj(425 kcal),"10,4","1,5","73,5","0,5","7,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Délice de tomates séchées Bio,3760133677605,['France'],[],[],?,495,2071 kj(495 kcal),37,"4,4","28,6","17,7","7,2","2,4","0,96",,,,,,"['Produits à tartiner', 'Produits à tartiner salés', 'en:Dried tomatoes spreads', 'en:Tomato spreads']",,,,,,,,37 g,en quantité élevée,4.4 g,en quantité modérée,17.7 g,en quantité élevée,2.4 g,en quantité élevée,,+67%,+68%,+41%,-43%,+715%,+1294%,-18%,+82%,+82%,23,+84%,E,+84%,,,,,,,,,,,"['EMB 84036D', 'Châteauneuf-de-Gadagne (Vaucluse, France)', 'FR 84.036.003 CE', 'Châteauneuf-de-Gadagne (Vaucluse, France)']",,
1148,Massale (reunion),3770011354832,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Pistacchi tostati california,8003435006236,['France'],[],[],?,586,2452 kj(586 kcal),"46,4","5,6",12,"5,4","24,9","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Mango bay,5999887396991,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Tartare di tonno,8032869142807,['France'],[],[],?,100,418 kj(100 kcal),"1,9",0,23,0,"1,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Coeurs gourmands d’enfance,3215470520492,['France'],[],[],?,367,1536 kj(367 kcal),"1,7","1,6",88,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Oatmeal Oat cakes,5060155770086,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Galettes de riz,3257987101719,['France'],[],[],?,497,2079 kj(497 kcal),23,14,64,27,"6,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Bugnes,0252680024603,['France'],[],[],?,425,1778 kj(425 kcal),20,"9,7",50,10,10,"0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
