,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_energy_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,quantity,packaging,traceability_code,manufacturing,link,allergens,nova_score,ingredients_origins,generic_name,additives,origin_detail
1178,Chausson pomme,0205254017389,,['France'],[],[],?,,100,,16,,31,,"3,8",,10,10,418 kj(100 kcal),"0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,frangipan,3404133333665,,['France'],[],[],?,,272,,17,,27,,"2,4",,10,19,1138 kj(272 kcal),"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Kougelhopf,2069130009190,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Thé les rois mages,3325331103020,,['France'],[],[],?,,1,,0,,"0,2",,"0,1",,0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Migan de fruit à pain,3328470207611,,['France'],[],[],?,,88,,"3,7",,"9,7",,"4,7",,"1,3","0,5",368 kj(88 kcal),"3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Satonnay,3503965480001,,['France'],[],[],?,,171,,12,,5,,11,,8,2,715 kj(171 kcal),2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,0718604970062,0718604970062,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,8437008187495,8437008187495,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Rhapsody,8710573722811,,['France'],[],[],?,,556,,"39,8",,"39,7",,"8,6",,"6,7","39,7",2326 kj(556 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,THÉ VERT AROMATISÉ - BIO,3760007602641,,['France'],[],[],?,,1,,0,,"0,2",,"0,1",,0,0,4 kj(1 kcal),0,0,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,StMoretAperitive,2959059182011,,['France'],[],[],?,,205,,"17,8",,3,,"8,3",,"13,2",3,858 kj(205 kcal),"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Pizza jambon fromage,0205528028738,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Canard aux trois poivres,3454740001471,,['France'],[],[],?,,189,,16,,"5,9",,"5,1",,"5,7","0,6",791 kj(189 kcal),"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Preparation pour chocolat,3770005222604,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Confiture franboise citron basilique,3760252202085,,['France'],[],[],?,,286,,"0,5",,67,,"0,9",,"0,1",67,1197 kj(286 kcal),"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Confiture fraise,3760252202016,,['France'],[],[],?,,240,,"0,5",,58,,"0,5",,"0,1",57,1004 kj(240 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Assortiment de charcuterie,3257986914662,,['France'],[],[],?,,948,,11,,"0,8",,31,,4,"0,8",3966 kj(948 kcal),"3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Pancakes,3255290253996,,['France'],[],[],?,,370,,16,,51,,5,,"1,6",18,1548 kj(370 kcal),"0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Beaufort,2260001026043,,['France'],[],[],?,,396,,"21,4",,0,,0,,"21,4",0,1657 kj(396 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 45.083.001 CE', 'Château-Renard (Loiret, France)']",,,,,,,,
1197,Jambon cuit au bouillon sans sel nitrité - Maison Montalet,3700118303013,"['Viandes', 'Charcuteries', 'Jambons']",['France'],[],[],?,,120.5,-29%,"4,3",-44%,5,+656%,"21,3",-9%,"1,7","0,5",504 kj(120 kcal),"1,7","0,68",,['Sans nitrite de sodium'],4.3 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,1.7 g,en quantité élevée,-28%,-42%,-6%,-41%,-41%,4,-62%,C,-62%,,,,,,,,['Maison Montalet'],,,,,,,,,,,,
1198,Viande sechée de boeuf - Henri Raffin,3375220503271,,['France'],[],[],?,,188,,"3,7",,"0,8",,37,,"1,2",0,787 kj(188 kcal),"4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,['Henri Raffin'],,,,,,,,,,,,
1199,Axoa de Merlu,3700857600794,,['France'],[],[],?,,400,,"2,1",,"6,1",,"11,3",,"0,4","3,75",1674 kj(400 kcal),"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Baguette polka - 1,3289668520700,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,B,,,,,,,,,,,,,,,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,1,,,,,,,,,,
1201,Pain aux noix 300g - Casino,3602826450914,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],['Casino'],,,,,,,,,,,
1202,Miel de montagne,3528320001103,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Fraise framboise intense,3700422201883,,['France'],[],[],?,,148,,"0,2",,"33,4",,"33,2",,0,"0,8",619 kj(148 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Escalope milanaise,0243611068889,,['France'],[],[],?,,117,,"0,4",,11,,18,,"0,1",0,490 kj(117 kcal),"0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Jus frais,15837967,,['France'],[],[],?,,59,,"1,3",,11,,"0,5",,"0,1","10,1",247 kj(59 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Cake au miel et aux épices -,3281320523005,['Cakes au miel'],['France'],[],[],?,,317,,"4,8",,"61,1",,"5,6",,"0,9","35,6",1326 kj(317 kcal),"0,9","0,36",,"['Nutriscore', 'Nutriscore C']",4.8 g,en quantité modérée,0.9 g,en faible quantité,35.6 g,en quantité élevée,0.9 g,en quantité modérée,,,,,,13,,D,,,,,,,,,,,,,,,,,,,,,
1207,Paëlla,3450970179195,,['France'],[],[],?,,124,,"3,4",,16,,"6,7",,"0,7","0,8",519 kj(124 kcal),"0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Galette pomme pur beurre,3601645064388,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Madeleines coquilles pépites chocolat 400g - Lidl,4056489194910,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",['France'],[],[],?,,447,+0%,24,+2%,51,-2%,"5,6",-2%,"4,5",25,1870 kj(447 kcal),"0,9","0,36",D,,24 g,en quantité élevée,4.5 g,en quantité modérée,25 g,en quantité élevée,0.9 g,en quantité modérée,0%,-33%,-12%,+19%,+19%,17,-8%,D,-8%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,['Lidl'],,,,,,,,,,,,
1210,Confitures & delices,3469675112208,,['France'],[],[],?,,232,,"0,5",,"55,1",,"0,5",,"0,2","52,1",971 kj(232 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Capsule en métal'],,,,,,,,,
1211,Maquereaux à la sauce tomate - 125g,3251870003920,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",['France'],[],[],?,,179,-19%,10,-39%,"2,1",+94%,19,+16%,4,"0,5",749 kj(179 kcal),"0,9","0,36",D,,10 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en quantité modérée,-19%,+8%,-6%,-19%,-19%,3,-52%,C,-52%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,125 g,,,,,,,,,,
1212,Petits pois très fin,5410153616075,,['France'],[],[],?,,80,,"0,2",,13,,4,,"0,1","4,5",335 kj(80 kcal),"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Instant japanese fresh udon,0087703161399,,['France'],[],[],?,,115,,"0,5",,25,,"2,5",,0,0,481 kj(115 kcal),"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Poulet,0217013044932,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Porridge Oats,5024425198970,,['France'],[],[],?,,367,,"8,4",,"56,1",,"12,1",,"1,3",1,1536 kj(367 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Bloc de foie gras de canard,3454740004632,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",['France'],[],[],?,,418,-19%,41,-22%,"5,8",+149%,"6,4",-8%,23,"0,5",1749 kj(418 kcal),"0,98","0,392",B,,41 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.98 g,en quantité modérée,-18%,+2%,-63%,-19%,-19%,19,-8%,E,-8%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,
1217,Terrine 3 legumes,0202993010695,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Chengdu Famous Snacks Walnut Puff Pastry,6971187230143,,['France'],[],[],?,,440,,21,,58,,5,,0,21,1841 kj(440 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Treasure of mylopotamos,5206263001128,,['France'],[],[],?,,824,,"91,6",,0,,5,,"70,5",0,3448 kj(824 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Frite6/6,3701392402652,,['France'],[],[],?,,150,,"4,5",,24,,"2,5",,"0,5","0,4",628 kj(150 kcal),"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Pain au chocolat pur beurre,0203193016401,,['France'],[],[],?,,453,,26,,46,,"7,7",,17,14,1895 kj(453 kcal),"0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Oh aik guan huile de sesame,8888757103005,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de sésame']",['France'],[],[],?,,896,+4%,99,+3%,"0,7",+2603%,0,-100%,16,0,3749 kj(896 kcal),0,0,C,,99 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+4%,+9%,-100%,-100%,-100%,12,+4%,D,+4%,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,,,
1223,"2 paniers truffe  noire 1,3%",3700009273753,,['France'],[],[],?,,301,,18,,28,,"5,8",,11,"2,8",1259 kj(301 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Le petit cranberry,0202354017059,,['France'],[],[],?,,281,,"1,6",,62,,"6,2",,"0,2","19,8",1176 kj(281 kcal),"0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Poudre de piment rouge,0031146029693,,['France'],[],[],?,,378,,10,,57,,15,,0,0,1582 kj(378 kcal),15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Bandeaux courts,3215690817273,,['France'],[],[],?,,357,,"2,7",,80,,"2,7",,"1,6",55,1494 kj(357 kcal),"0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Curry vegetarien,3770013958298,,['France'],[],[],?,,89,,"2,6",,13,,"2,9",,"0,5","2,1",372 kj(89 kcal),"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Oignon  rouge,3306540010958,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Bouillon de poule,9178200534647,,['France'],[],[],?,,5,,"0,5",,"0,5",,"0,5",,"0,2","0,5",21 kj(5 kcal),"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Mangue déshydratée en lamelle,2600130030700,,['France'],[],[],?,,352,,0,,86,,1,,0,66,1473 kj(352 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,3760120070020,3760120070020,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Yaourt brassé framboise,3454840010649,,['France'],[],[],?,,87,,"2,6",,"12,8",,"3,1",,"1,8","12,8",364 kj(87 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Galette gourmande,2600379058381,,['France'],[],[],?,,397,,27,,31,,"6,5",,14,11,1661 kj(397 kcal),"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Poulet jaune,0220311061921,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Le jambon de chez nous,2252518031498,,['France'],[],[],?,,123,,"3,1",,"0,5",,23,,"1,4","0,5",515 kj(123 kcal),2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Tenders strip spicy,5902767605335,,['France'],[],[],?,,196,,"9,7",,"3,5",,"17,8",,"0,9","0,3",820 kj(196 kcal),"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Dzama Vieux Rhum Millésime 1998 45%,9501101192522,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Jambonneaux de porc braisés,2482681057005,,['France'],[],[],?,,169,,"6,3",,1,,"27,1",,"2,5","0,4",707 kj(169 kcal),"3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Souris d’agneau confite,2224658085860,,['France'],[],[],?,,125,,5,,"1,9",,18,,"1,9",0,523 kj(125 kcal),"0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Etui en carton', 'Sachet en plastique']",,,,,,,,,
1240,3103244045640,3103244045640,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet en plastique'],,,,,,,,,
1241,"Vermicelles de haricots mungo, legumes verts & crevettes - Seazon",3701456304847,,['France'],[],[],?,,114,,7,,7,,5,,1,1,477 kj(114 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,['Seazon'],,,,,,,,,,,,
1242,Pesto rouge pimenté,8033749640918,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Bonbons au miel,3045431431501,,['France'],[],[],?,,368.1,,"0,1",,"91,8",,"0,1",,"0,1","66,6",1540 kj(368 kcal),"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Pépites de chocolat,3770008190870,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Jus granini cassis,5942045330627,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,haricots verts,2006050021291,,['France'],[],[],?,,24,,"0,5",,"2,3",,"1,6",,"0,2","0,6",100 kj(24 kcal),"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Hurmaciniz,8680057484101,,['France'],[],[],?,,263,,"0,3",,"51,5",,"0,1",,"0,1","51,5",1100 kj(263 kcal),"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Timbales aux noix de saint jacques et riz,3366760044256,,['France'],[],[],?,,152,,"8,1",,14,,"5,5",,"4,2","1,2",636 kj(152 kcal),"0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Burrata,8051411230113,,['France'],[],[],?,,395,,35,,6,,15,,21,6,1653 kj(395 kcal),"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Miel fleurs de printemps,3770012220150,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,B,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1251,Melange vitalite,2600292040807,,['France'],[],[],?,,328,,"2,4",,"67,8",,"4,2",,"0,3","59,4",1372 kj(328 kcal),"0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Cantal entre deux,0299692020209,,['France'],[],[],?,,369,,29,,1,,26,,"20,6",1,1544 kj(369 kcal),2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,PARADISIO CITRA IPA sans alcool,0767665920240,,['France'],[],[],?,,?,,?,,?,,?,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Terrine vigneronne au Riesling,3432770039411,,['France'],[],[],?,,305,,26,,"2,8",,15,,"9,3",0,1276 kj(305 kcal),"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Pomme de terre,3000033048540,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Yaourt brebis,3770018272023,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Jus d'orange,85342347,,['France'],[],[],?,,81,,1,,9,,7,,1,9,339 kj(81 kcal),2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Calypso Pineapple peach limeade,0079581185017,,['France'],[],[],?,,190,,0,,46,,0,,0,46,795 kj(190 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Purée de pommes,2006050024032,,['France'],[],[],?,,51,,0,,12,,"0,5",,0,12,213 kj(51 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Spécialité Fort Boyard,3760008566614,,['France'],[],[],?,,544,,34,,50,,"7,5",,14,48,2276 kj(544 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Poulet tikka massala,3350033799547,,['France'],[],[],?,,139,,"4,3",,16,,"6,8",,"1,4","2,6",582 kj(139 kcal),"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Compotes,3760250173615,,['France'],[],[],?,,59,,"0,2",,13,,"0,4",,"0,01",0,247 kj(59 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Caramels au beurre salé à la framboise,3760074412235,,['France'],[],[],?,,439,,18,,67,,"2,9",,12,45,1837 kj(439 kcal),"0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,Clementine corse,0209248013845,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Poulet fermier bio,2273743036676,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Sobrassada,8412528027407,,['France'],[],[],?,,640,,67,,"0,5",,"8,5",,30,"0,5",2678 kj(640 kcal),2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Jambon sec,3700118302993,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",['France'],[],[],?,,169,-28%,13,+2%,"0,4",-32%,"31,2",+8%,"1,4","0,4",707 kj(169 kcal),"5,2","2,08",E,,13 g,en quantité modérée,1.4 g,en faible quantité,0.4 g,en faible quantité,5.2 g,en quantité élevée,-28%,-71%,+7%,+4%,+4%,13,-22%,D,-22%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,
1268,Belin box croustilles fromage 160g offre spéciale,3017760715492,,['France'],[],[],?,,545,,33,,54,,"7,5",,,,2280 kj(545 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Gratin Dauphinois aux Champignons,2098941033582,"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Gratins dauphinois']",['France'],[],[],?,,137,+15%,"9,4",+63%,"10,4",-7%,19,+457%,"1,9","1,3",573 kj(137 kcal),"0,96","0,384",B,,9.4 g,en quantité modérée,1.9 g,en quantité modérée,1.3 g,en faible quantité,0.96 g,en quantité modérée,+17%,-47%,-19%,+36%,+36%,1,-79%,B,-79%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,,,,,,,,,,,,,
1270,P'tit basque,64810393,,['France'],[],[],?,,413,,"35,9",,2,,"22,3",,"25,5",2,1728 kj(413 kcal),"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Noisettes & Noix de France,3335772331531,,['France'],[],[],?,,700,,"67,3",,"6,88",,"15,7",,"6,45",3,2929 kj(700 kcal),"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Pain de campagne,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,REZ saveur Cassis & Framboise - 400g,,"['Boissons', 'Boissons édulcorées', 'Boissons énergisantes', 'Boisson énergisante non sucrée avec édulcorants']",['France'],"['Maltodextrine', 'minéraux ', 'citrate de sodium', 'citrate de potassium', 'citrate de magnésium', 'phosphate de calcium', ' L-Tyrosine', ""correcteur d'acidité: acide citrique"", 'taurine', 'arômes naturels', 'colorants: jus de betterave', 'concentré de spiruline et pomme', 'L-Carnitine L-Tartrate', 'caféine anhydre', 'vitamines ', 'C', 'B3', 'B5', 'B12', 'B6', 'B1', 'B2', 'B8', 'B9', 'édulcorants: sucralose et acésulfame', 'L-théanine', 'choline bitartrate', 'dioxyde de silicium [nano]']",['Non végétalien'],1264,+748%,298,+728%,0,-100%,"45,4",+466%,"28,7",+19693%,0,"3,2",1264 kj(298 kcal),"5,6","2,24",,,0 g,en faible quantité,0 g,en faible quantité,3.2 g,en quantité modérée,5.6 g,en quantité élevée,+748%,-100%,-56%,+4770%,+4770%,23,+113%,E,+113%,,,,,,,,['REZ'],['Site du fabricant'],400g,['Pot en plastique'],,,https://rezenergydrink.com/collections/produits/products/rez?variant=31009891811362,,4,['Union Européenne et Non Union Européenne'],Boisson énergisante sans sucre en poudre saveur Cassis et Framboise,"['E330 - Acide citrique', 'E955 - Sucralose']",
1274,Maïs sauce BBQ,8696173036308,,['France'],[],[],?,,102,,11,,70,,9,,3,0,427 kj(102 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Bubble rolls,4260042071994,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,The Strawberry&Cream,4792252201187,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Pizza Thon tomate olive,2270192890279,"['Plats préparés', 'Pizzas tartes salées et quiches']",['France'],[],[],?,,207,-12%,"6,6",-35%,26,+3%,10,+5%,"2,6","5,3",866 kj(207 kcal),"0,92","0,368",,,6.6 g,en quantité modérée,2.6 g,en quantité modérée,5.3 g,en quantité modérée,0.92 g,en quantité modérée,-12%,-46%,+85%,-23%,-23%,4,-56%,C,-56%,,,,,,,,,,,,,,,,,,,,
1278,Cheddar,2441850023814,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages du Royaume-Uni', ""Fromages d'Angleterre"", 'Cheddars']",['France'],[],[],?,,396,0%,32,-3%,"3,1",+125%,24,+2%,19,0,1657 kj(396 kcal),"1,5","0,6",D,,32 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,-0%,-10%,-100%,-15%,-15%,15,-11%,D,-11%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1279,Inositol,5060503215788,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,52%PROTEINPLUS,4029679997318,,['France'],[],[],?,,165,,"6,8",,25,,"0,88",,"3,4",3,690 kj(165 kcal),"3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,7014644008622,7014644008622,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
