,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_energy_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,quantity,packaging,traceability_code,manufacturing,link,allergens,nova_score,ingredients_origins,generic_name,additives,origin_detail
1089,Poitrine fumée,2870224028603,,['France'],[],[],?,,295,,27,,6,,1,,"10,6",0,1234 kj(295 kcal),2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Dattes d'Algérie,6132266100041,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Carottes,0000203111312,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Chinois aux Pépites de Chocolat - La Fournée Dorée - 500g,3587220001576,,['France'],"['syrovátka v prášku', 'přírodni aromata ', 'vključno z vanilijo', 'aroma', 'maltodextrin', 'zahuštovadla: xantanová guma', 'barvivo: beta karoten', 'pšeničná mouka', 'fondán 9% ', 'cukr', 'glukózový sirup', 'voda', 'kousky čokolády 5% ', 'CuN', ' kakaová hmota', 'kakaové máslo', 'vanilkové přírodní aroma', 'emulgátory: sójový lecithin', 'rostlinne oleje a tuky ', 'palmový', 'řepkový', 'cukr', 'celá čerstvá vejce', 'sirup z invertniho cukru', 'droždi', 'čerstvy vaječný bilek', 'gluten', 'přirodhi aroma', 'jedlá sůl', 'emulgátory ', 'E471', 'E472e', 'aroma', 'mléčné proteiny', 'konzervanty ', 'propionát vápenaty', 'neaktivni droždi', 'barvivo ', 'beta karoten', "" '"", 'Zemé původu čokoládových kousků: EU', ' Může obsahovat stopy skořápkových plodů', ' Informace kurzivou jsou určeny pro alergiky nebo osoby s nesnášenlivosti', ' Výživové hodnoty na 100 g: energetická hodnota: 1196 kJ/284 kcal', 'tuky: 7', '3 g', ' z toho nasycené mastné kyseliny: 3', '8g', 'sacharidy: 47 g', 'z toho cukry: 21 g', 'proteiny: 6', '4 g', 'súl: 0', '63 g', ' Složení: Cukrářský krém 30% ', 'voda', 'cukr', 'čerstvý vaječný bilek', 'modifikovaný škrob', 'sušene pinot']","[""Pourrait contenir de l'huile de palme""]",?,,?,,"7,3",,47,,"6,4",,,21,,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,['La Fournée Dorée'],,500g,,,['85150 les achards'],,['Gluten'],4,,,"['E160ai - Bêta-carotène', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]",
1093,DINOZOR'S - Monoprix - 200g,3350031650277,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],"[""Sirop de glucose - sucre eau - gélatine de porc - acidifiant : acide citrique - arômes - huile de coprah - agent d'enrobage : cire de carnauba - colorants : curcumine"", 'extrait de paprika', 'anthocyanes', 'concentrés colorants de spiruline et de carthame - amidon de blé']","['Non végétalien', 'Non végétarien']",1393,-10%,328,-8%,0,-100%,77,-8%,"5,1",+141%,0,63,1393 kj(328 kcal),"0,02","0,008",E,,0 g,en faible quantité,0 g,en faible quantité,63 g,en quantité élevée,0.02 g,en faible quantité,-7%,-100%,+9%,-83%,-83%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Monoprix'],['Monoprix'],200 g,"['Plastique', 'Sachet en plastique']","['EMB 19007', 'Altillac (Corrèze, France)']",,,,4,,,"['E428 - Gélatine', 'E330 - Acide citrique', 'E903 - Cire de carnauba', 'E100 - Curcumine', 'E160c - Extrait de paprika', 'E163 - Anthocyanes']",
1094,Mimolette jeune,3529380017585,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes']",['France'],[],[],?,,324,+1%,"23,9",-1%,0,-100%,"26,2",+2%,"16,6",0,1356 kj(324 kcal),"2,6","1,04",D,,23.9 g,en quantité élevée,16.6 g,en quantité élevée,0 g,en faible quantité,2.6 g,en quantité élevée,+1%,+1%,-100%,+2%,+2%,19,+3%,E,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1095,Crousty Tenders,3435660774157,,['France'],[],[],?,,200,,"6,9",,17,,17,,"0,9",1,837 kj(200 kcal),"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Delhaize,5400113628019,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,,,,
1097,Escalope de poulet sans OGM,2276754011878,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Biscuiterie du Périgord,3549170000191,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,brassée très mangue au lait entier - 4x100g,14548062,,['France'],"['$48/20 C45952 TT XGU-O AT2020 F11574-01', 'ARD Lot 60161 11 Yaourt aux fruits sucré Nous sommes 180 femmes et hommes à fabriquer chaque jour à Toulouse nos yaourts simples et de bon goút a partir du lait collecte chaque jour au plus près de la lai terie']",[],?,,?,,?,,?,,?,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,4x100g,['Etui en carton'],,['Toulouse'],http://www.yogourmand.fr,,,,,,
1100,´nduja,2844398004329,,['France'],[],[],?,,586,,58,,"2,5",,12,,22,"0,9",2452 kj(586 kcal),2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Knacks,2422875029395,,['France'],[],[],?,,288,,26,,"0,6",,13,,"9,7","0,6",1205 kj(288 kcal),"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 67.389.005 CE', 'Reichstett (Bas-Rhin, France)']",,,,,,,,
1102,Clementina e pesca,1048978666667,,['France'],[],[],?,,10,,0,,2,,0,,0,2,42 kj(10 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,pain multi cereales tranche,0214319007159,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Ecrin Sarladais,3598960035912,,['France'],[],[],?,,415,,"39,1",,1,,16,,"12,7","0,1",1736 kj(415 kcal),"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Tapenade noire,3781208812004,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,0082481144992,0082481144992,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Organic tomato sauce arrabiata,00005043,,['France'],[],[],?,,66,,"4,2",,"4,6",,"1,5",,"0,7","4,1",276 kj(66 kcal),"0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Potage Ortie,3331220002596,,['France'],[],[],?,,39,,1,,"6,3",,"0,8",,"0,75","0,3",163 kj(39 kcal),"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Taille crayon grenoille,3154140177119,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Pâtes leclerc,3700009255667,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Mascarpone au gorgonzola,0243131022118,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Gorgonzola et mascarpone']",['France'],[],[],?,,375,-2%,35,-4%,0,-100%,16,+33%,24,0,1569 kj(375 kcal),"0,6","0,24",D,,35 g,en quantité élevée,24 g,en quantité élevée,0 g,en faible quantité,0.6 g,en quantité modérée,-2%,-6%,-100%,-25%,-25%,11,-8%,D,-8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,['Gorgonzola et mascarpone'],,,,,,,,,
1112,Lemon & Dark chocolate viennese whirls,5060595841834,,['France'],[],[],?,,488,,"26,9",,"55,8",,"4,2",,"16,7","26,5",2042 kj(488 kcal),"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Swedish flash,8713800134760,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,salé a la tomme d’ardeche,3511281201019,,['France'],[],[],?,,381,,23,,33,,"9,2",,15,"1,7",1594 kj(381 kcal),"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Tartiflette au reblochon fermier,2453707066257,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Thon citron aneth fromage fouette - L'Apéro du Poissonnier,3418840700948,,['France'],[],[],?,,199,,17,,"0,5",,13,,2,"0,5",833 kj(199 kcal),"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,"[""L'Apéro du Poissonnier""]",,,,,,,,,,,,
1117,Canetin mousse pur canard 100g,3291520002132,,['France'],[],[],?,,263,,25,,"1,9",,"7,6",,"8,2","1,5",1100 kj(263 kcal),"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.040.022 CE', 'Breteil (Ille-et-Vilaine, France)']",,,,,,,,
1118,Creme de sardines a la brousse,3251870006075,,['France'],[],[],?,,214,,17,,"8,2",,"9,2",,17,"5,5",895 kj(214 kcal),"1,19","0,476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Limoncello,8032745882827,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Jambon cuit,2693037040088,,['France'],[],[],?,,171,,10,,"0,6",,20,,"2,4","0,6",715 kj(171 kcal),"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Salade de fruit de saison,0209238016535,,['France'],[],[],?,,29,,0,,"5,9",,0,,0,"5,2",121 kj(29 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Jambon persillé -,2272809022769,"['Viandes', 'Charcuteries', 'Jambons', 'Jambon persillé', 'Jambon persillé de Bourgogne']",['France'],[],[],?,,140,-4%,"5,8",-8%,"0,5",-2%,22,0%,"2,2","0,5",586 kj(140 kcal),"1,8","0,72",E,,5.8 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en quantité élevée,-4%,-4%,+5%,+5%,+5%,5,-16%,C,-16%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,
1123,Torrone,8023492000244,,['France'],[],[],?,,481,,22,,60,,"9,6",,"3,6",50,2013 kj(481 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Comté - Monoprix Gourmet,2200815044086,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],?,,430,+3%,35,+1%,23,+4878%,27,+0%,35,1,1799 kj(430 kcal),"0,8","0,32",D,,35 g,en quantité élevée,35 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,+3%,+54%,+273%,-5%,-5%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Monoprix Gourmet'],,,,,,,,,,,,
1125,Terrine de lièvre,3340950103107,,['France'],[],[],?,,300,,26,,"0,7",,16,,10,"0,5",1255 kj(300 kcal),"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 12.056.001 CE', 'Baraqueville (Aveyron, France)']",,,,,,,,
1126,Cordon bleu à poêler,160501100039,,['France'],[],[],?,,261,,17,,14,,12,,"4,5","1,6",1092 kj(261 kcal),"1,29","0,516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Emulsion de Poivre Vert,3760302900312,,['France'],[],[],?,,266,,"21,4",,"14,4",,0,,"2,14","0,1",1113 kj(266 kcal),5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Olio di semi di girasole italiano,8002470031012,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles']",['France'],[],[],?,,828,-4%,92,-4%,0,-100%,0,-100%,10,0,3464 kj(828 kcal),0,0,,,92 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-34%,-100%,-100%,-100%,11,+42%,D,+42%,,,,,,,,,,,,,,,,,,,,
1129,Longhorn beef,5060539320784,,['France'],[],[],?,,527,,"31,5",,"51,8",,"7,1",,3,"1,6",2205 kj(527 kcal),1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Camembert de noel -,3760134182573,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts']",['France'],[],[],?,,271,-3%,21,-3%,"0,5",-8%,20,0%,"14,7","0,5",1134 kj(271 kcal),"1,5","0,6",D,,21 g,en quantité élevée,14.7 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,-2%,-1%,+49%,-4%,-4%,14,-3%,D,-3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,"['FR 14.563.010 CE', ""Saint-Benoît-d'Hébertot (Calvados, France)"", 'FR 14.663.010 CE', 'Saint-Vigor-le-Grand (Calvados, France)']",,,,,,,,
1131,Novalac 1,3518073213014,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Trio Amandes Grillées,2600334044541,,['France'],[],[],?,,634,,55,,"5,7",,24,,4,"1,8",2653 kj(634 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Capsules café,3580280410494,,['France'],[],[],?,,1,,0,,"0,3",,"0,2",,0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Green Pesto,36377,,['France'],[],[],?,,427,,"43,4",,"0,8",,"6,4",,"6,8","0,5",1787 kj(427 kcal),"1,48","0,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Couronne Briochée,3276550220374,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Moelleux de legumes d'Antan - Lechef,3701222800627,,['France'],[],[],?,,148,,10,,11,,"3,3",,"8,8","7,5",619 kj(148 kcal),"0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,['Lechef'],,,,,,,,,,,,
1137,Black Tea Bags - Typhoo,50601236020,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Typhoo'],,,,,,,,,,,,
1138,Soupe alpine de savoie - Histoires d'ici,3508760496332,"['Plats préparés', 'Soupes']",['France'],[],[],?,,238,+318%,"1,3",-33%,"48,5",+743%,"8,2",+273%,"0,3","1,7",996 kj(238 kcal),,,,"['Bio', 'Bio européen']",1.3 g,en faible quantité,0.3 g,en faible quantité,1.7 g,en faible quantité,,,+320%,-50%,-2%,,,,,,,,,,,,,,"[""Histoires d'ici""]",,,,,,,,,,,,
1139,White tea vodka,4602451013033,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Miel,3770007443045,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],[],[],?,,?,,?,,?,,?,,,,,,,B,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1141,Gingerwoman,3770007740052,,['France'],[],[],?,,422,,13,,70,,6,,"8,2",41,1766 kj(422 kcal),"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,"Soupe Provençale - Karine & Jeff - 0,78L",3760052230684,"['Plats préparés', 'Soupes']",['France'],[],[],?,,21,-63%,0,-100%,"3,3",-43%,"0,8",-64%,0,"2,8",88 kj(21 kcal),"0,44","0,176",,,0 g,en faible quantité,0 g,en faible quantité,2.8 g,en faible quantité,0.44 g,en quantité modérée,-63%,-100%,+62%,-49%,-49%,1,-39%,B,-39%,,,,,,,,['Karine & Jeff'],,"0,78 L",,,,,,,,,,
1143,Power mix,4251032610293,,['France'],[],[],?,,577,,"43,7",,"22,5",,"12,2",,"8,6","2,7",2414 kj(577 kcal),"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Pesto chips,0827649302469,,['France'],[],[],?,,542,,35,,48,,"6,5",,"4,6","0,58",2268 kj(542 kcal),13,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Smoothie bowl banana choc,4251680800084,,['France'],[],[],?,,360,,"8,4",,"46,9",,"18,2",,"1,7","16,6",1506 kj(360 kcal),"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,President's Choice Phyllo Pastry,0060383104757,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Olio extra vergine di olivia - 750ml,8055115000034,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],?,,828,-3%,92,-4%,0,,0,,14,0,3464 kj(828 kcal),0,0,D,,92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-3%,0%,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,750 ml,,,,,,,,,,
1148,Boutargue,3569120000026,,['France'],[],[],?,,406,,"27,06",,"2,18",,"39,08",,"6,45","0,8",1699 kj(406 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Filet de poulet - Loué,0217247038370,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],?,,138,+5%,"5,9",+105%,0,-100%,20,-12%,"1,7",0,577 kj(138 kcal),"0,15","0,06",D,['Label Rouge'],5.9 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,+6%,+128%,-100%,-80%,-80%,-3,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Loué'],,,"['Barquette', 'Film en plastique']",,,,,,,,,
1150,Slim shake,5902659137777,,['France'],[],[],?,,395,,16,,28,,"34,4",,"12,4","3,6",1653 kj(395 kcal),"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Holly leaves,8718161741411,,['France'],[],[],?,,527,,"28,8",,"61,2",,5,,"17,3","60,4",2205 kj(527 kcal),"0,26","0,104",,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Poêlée campagnarde,0209905016929,,['France'],[],[],?,,63,,2,,"8,2",,"1,9",,1,"1,9",264 kj(63 kcal),"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Capsule Zen,9120077855394,,['France'],[],[],?,,1,,0,,0,,0,,0,0,4 kj(1 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,8411755760910,8411755760910,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Boost,9120077855363,,['France'],[],[],?,,1,,0,,0,,0,,0,0,4 kj(1 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Glace pain d’epices,2015506,,['France'],[],[],?,,194,,"6,5",,25,,"3,8",,"3,4",20,812 kj(194 kcal),"11,22","4,488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Youth,9120077855387,,['France'],[],[],?,,1,,0,,0,,0,,0,0,4 kj(1 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Atum posta em óleo,5601002060112,,['France'],[],[],?,,438,,41,,"0,5",,17,,"5,5",0,1833 kj(438 kcal),"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Huile vierge colza specialité pizza & plancha -,3760023008281,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza', 'Huiles aromatisées']",['France'],[],[],?,,900,+3%,100,+3%,0,,0,-100%,14,0,3766 kj(900 kcal),0,0,C,,100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+3%,+15%,,-100%,-100%,6,-29%,C,-29%,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,,,
1160,Confiture framboise - Le bio pour tous,3760295170563,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",['France'],[],[],?,,232,+4%,"0,2",-26%,56,+5%,"0,5",-26%,0,56,971 kj(232 kcal),0,0,C,['Bio'],0.2 g,en faible quantité,0 g,en faible quantité,56 g,en quantité élevée,0 g,en faible quantité,+3%,-100%,+9%,-100%,-100%,11,+24%,D,+24%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,['Le bio pour tous'],,,,,,,,,,,,
1161,Gout CE kiwi citron,2430010042543,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Pandoro,8017596115164,,['France'],[],[],?,,391,,18,,50,,"7,4",,11,25,1636 kj(391 kcal),"0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Simply Nature,4099100033045,,['France'],[],[],?,,?,,0,,"62,9",,"25,7",,0,"2,86",,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,['Simply Nature'],,,,,,,,,,,,
1164,Yaourt,3329770076099,,['France'],[],[],?,,148,,"8,5",,"14,3",,"2,8",,"5,7","13,5",619 kj(148 kcal),"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Snickers Crisp,4607065738228,,['France'],[],[],?,,483,,23,,61,,"7,1",,"9,2",44,2021 kj(483 kcal),"0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Thé vert détox,3358510530256,,['France'],[],[],?,,1,,0,,"0,2",,"0,1",,0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Galette des rois frangipane,3316377000008,,['France'],[],[],?,,415,,29,,31,,"6,7",,16,7,1736 kj(415 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Glace à la vanille - Sigel - 650g,8007437113930,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la vanille']",['France'],[],[],?,,215,+3%,12,+18%,25,-2%,"2,8",-11%,"8,7",21,900 kj(215 kcal),0,0,B,,12 g,en quantité modérée,8.7 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,+3%,+30%,-2%,-100%,-100%,14,+18%,D,+18%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Sigel'],,650g,['Congelé'],['IT 19-119 CE'],,,,,,,,
1169,Ballotin,3275179247007,,['France'],[],[],?,,529,,33,,44,,10,,13,43,2213 kj(529 kcal),"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Bombom,5601273003894,,['France'],[],[],?,,577,,38,,46,,9,,17,43,2414 kj(577 kcal),"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Jambon blanc cuit x4,2238078030249,,['France'],[],[],?,,116,,"2,9",,"0,4",,22,,1,"0,4",485 kj(116 kcal),"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Pistaches,3502490239290,,['France'],[],[],?,,591,,47,,6,,30,,6,6,2473 kj(591 kcal),"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 13117E', 'Vitrolles (Bouches-du-Rhône, France)']",,,,,,,,
1173,Diabolo,19452593,,['France'],[],[],?,,30,,0,,"7,4",,0,,0,"7,4",126 kj(30 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Chocolat bio au lait 38%,074341,,['France'],[],[],?,,559,,36,,51,,"7,4",,22,46,2339 kj(559 kcal),"0,2","0,08",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Razzle berry energy drink,0815154022064,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Saucisson de dinde et bœuf halziro 200,3426620008887,,['France'],[],[],?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Creme fluide legere,13163761,,['France'],[],[],?,,139,,12,,"4,1",,3,,"8,6","4,1",582 kj(139 kcal),"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
