,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,quantity,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,allergens,ingredients_origins,additives,nova_score,markets,generic_name,brand_owner,manufacturing,link,producer_info,palm_ingredients
1156,Pintade farcie Morilles et armagnac - Maître Coq - 1300g,3230890005466,['France'],"['Pintade semi-désossée 50% minimum ', 'origine : france', ' farce 20% minimum : viande de dinde ', 'origine : france', 'gras de porc', 'eau', 'chapelure ', 'farine de ble', 'sel', 'foies de volaille', 'conservateur : lactate de sodium', 'vieil armagnac 0', '7%*', 'creme', 'morilles 0', '4%*', 'champignons forestiers ', 'bolets', 'cèpes', 'pleurotes', 'mousserons', 'oignons frits ', 'oignons', 'huile de tournesol', 'jus aux morilles ', 'vin blanc', 'vin de liqueur', 'eau', 'arômes naturels', 'morilles', 'alcool', 'sel', 'sel', 'épices et plantes aromatiques', ""poudre de blanc d'oeuf"", 'arômes naturels', ""correcteur d'acidité : acétates de sodium"", ' barde de porc', ' * pourcentages minimums']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",967,?,17,"1,6",18,967 kj(231 kcal),"5,1",0,"1,1","0,44","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Pintades']",+11%,,+24%,+5%,-4%,D,1300 g,['Maître Coq'],83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,17 g,en quantité modérée,5.1 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,+13%,+23%,-100%,+108%,+108%,11,+166%,D,+166%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Œufs', 'Gluten', 'Lait']",,"['E325 - Lactate de sodium', 'E262 - Acétates de sodium']",4,,,,,,ARRIVE Chavagnes,
1157,"Pintade farcie aux pommes, pruneaux et poitrine fumée - Maître Coq - 1300g",3230890167317,['France'],"['Pintade semi-désossée 50% minimum ', 'origine : france', ' farce 20% minimum : viande de dinde ', 'origine : france', 'pommes 3,4%*', 'pruneaux 2%* ', 'pruneaux séchés', 'farine de riz', 'lardons fumés ', 'poitrine de porc', 'eau', 'sel', 'sirop de glucose', 'acidifiant : acétates de sodium', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', 'gras de porc', 'chapelure ', 'farine de ble', 'sel', 'creme', 'compote de pommes ', 'pommes', 'sucre', 'eau', ""poudre de blanc d'oeuf"", 'vieil armagnac', 'conservateur : lactate de sodium', 'sel', ""correcteur d'acidité : acétates de sodium"", 'arômes naturels', 'épices et plantes aromatiques', ' barde de porc', ' poitrine fumée 0', '9% minimum : poitrine de porc', 'sel', 'acidifiants : lactate de potassium - acétates de sodium', 'dextrose', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', ' * pourcentages minimums']","['Non végétalien', 'Non végétarien']",967,?,17,"4,3",16,967 kj(231 kcal),"5,4","2,3","0,79","0,316","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Pintades']",+11%,,+24%,+183%,-14%,D,1300 g,['Maître Coq'],83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,17 g,en quantité modérée,5.4 g,en quantité élevée,2.3 g,en faible quantité,0.79 g,en quantité modérée,+13%,+31%,+376%,+49%,+49%,5,+21%,C,+21%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Œufs', 'Gluten', 'Lait']",,"['E262 - Acétates de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E325 - Lactate de sodium', 'E326 - Lactate de potassium']",4,,,,,,ARRIVE Chavagnes,
1158,Ma potée à mijoter de volaille - Maître Coq - 1000g,3230890489914,['France'],"['Hauts de cuisse de dinde marinés 36% : haut de cuisse de dinde 29% ', 'origine : france', 'eau', 'arômes naturels', 'amidon de maïs', 'sel', 'dextrose', 'maltodextrine', 'extraits de carotte', 'extrait de navet', 'extrait de poireau', 'conservateur : nitrite de sodium', ' pilons de dinde marinés 33% : pilon de de dinde 27% ', 'origine : france', 'eau', 'arômes naturels', 'amidon de maïs', 'sel', 'dextrose', 'maltodextrine', 'extraits de carotte', 'extrait de navet', 'extrait de poireau', 'conservateur : nitrite de sodium', ' saucisses de volaille 31% : viande de dinde 21% ', 'origine : france', ' ', 'dont 14% minimum de blanquette de dinde', 'gras de veau', 'eau', 'conservateur : lactate de potassium', 'sel', 'dextrose', 'sirop de glucose', 'épices et plantes aromatiques', 'huile de tournesol', 'antioxydants : acide ascorbique - ascorbate de sodium', 'arômes naturels', ""correcteur d'acidité : acétates de sodium"", ' boyau de mouton']","['Non végétalien', 'Non végétarien']",636,?,"8,6","1,7",17,636 kj(152 kcal),"3,5","0,8","1,4","0,56","['EMB 85084A', 'Essarts (Vendée, France)']","['Plats préparés', 'Frais', 'Produits à la viande', 'Plats préparés à la viande', 'Plats préparés frais', 'Plats à la volaille']",-14%,,+4%,-90%,+126%,D,1000 g,['Maître Coq'],78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,8.6 g,en quantité modérée,3.5 g,en quantité modérée,0.8 g,en faible quantité,1.4 g,en quantité modérée,-16%,+38%,-64%,+39%,+39%,5,+21%,C,+21%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E262 - Acétates de sodium']",4,,,,,,ARRIVE Les Essarts,
1159,Plateau des supporters Russie - Maître Coq - 800g,3230890849459,['France'],"['Saucisses de volaille 37%: viande de dinde 24%*', 'dont7% minimum de cuisse de dinde', 'gras de porc', 'eau', 'fécule de pomme de terre', 'sel', 'fibre de pois', 'sirop de glucose', 'dextrose', 'épices', 'betterave rouge', 'arômes naturels', ""correcteur d'acidité: e262"", 'conservateur: e326', 'antioxydant : e301', 'enveloppe végétale : eau', 'acidifiant: e326', 'gélifiant : e401', 'épaississants: e466', 'e412', 'brochettes de dinde assaisonnées poivron rouge et aneth 36%: viande de dinde30%*', 'poivron vert2', '5%', 'peau de dinde reconstituée 2', '1% ', 'eau', 'eau de dinde 35%', 'gélifiants : alginate de sodium - sulfate de calcium - diphosphates', 'conservateur : acétates de sodium', 'poudre de lactoserum ', 'lait', 'sel', ""poudre d'ail"", 'poudre de babeurre ', 'lait', 'poivrons rouge', 'sucre', 'arômes naturels', ""poudre d'oignon"", 'poivre noir', 'poudre de vinaigre', 'persil', 'aneth', ""extrait d'épice"", 'ailerons de poulet assaisonnés poivron rouge et aneth 27% : ailerons de poulet 25%*', 'poudre de lactoserum ', 'lait', 'sel', ""poudre d'ail"", 'poudre de babeurre ', 'lait', 'poivrons rouge 0', '3%', 'sucre', 'arômes naturels']","['Non végétalien', 'Non végétarien']",748,?,12,"1,9",16,748 kj(179 kcal),"3,9",1,"1,2","0,48","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['Viandes', 'Volailles']",+5%,,+88%,-14%,-22%,,800 g,['Maître Coq'],,,,,,,,12 g,en quantité modérée,3.9 g,en quantité modérée,1 g,en faible quantité,1.2 g,en quantité modérée,+12%,+122%,+89%,+33%,+33%,5,+116%,C,+116%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],['Lait'],,"['E262 - Acétates de sodium', 'E326 - Lactate de potassium', 'E301 - Ascorbate de sodium', 'E401 - Alginate de sodium', 'E466 - Carboxyméthylcellulose', 'E412 - Gomme de guar', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",4,,,,,,ARRIVE Chavagnes,
1160,Poularde farcie aux cèpes et aux girolles cuisinés en persillade - Maître Coq - 2000g,3230890844195,['France'],"['Poularde semi désossée ', ' origine : france ', ' 50% minimum', ' farce 20% minimum : viande de dinde ', ' origine : france ', ' ', 'gras de porc', 'eau', 'cèpes 1', '4%*', 'girolles 1', '2%*', 'bolets', 'persillade 0', '4%* ', 'huile de tournesol', 'persil', 'eau', 'ail', 'sel', 'jus de citron concentré', 'oignons frits ', 'oignons', 'huile de tournesol', 'chapelure ', 'farine de ble', 'sel', 'conservateur : lactate de sodium', 'vieil armagnac', ""poudre de blanc d'oeuf"", 'sel', 'arômes naturels', 'épices et plantes aromatiques', ""correcteur d'acidité : acétates de sodium"", ' barde de porc', ' eau', 'sucre caramélisé', ' * pourcentages minimums']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",862,?,14,"2,1",18,862 kj(206 kcal),"4,8","1,6","0,69","0,276","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Poulardes']",+37%,,+61%,-79%,+75%,C,2000 g,['Maître Coq'],78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,14 g,en quantité modérée,4.8 g,en quantité modérée,1.6 g,en faible quantité,0.69 g,en quantité modérée,+21%,+73%,+5%,-25%,-25%,4,+9%,C,+9%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Œufs', 'Gluten']",,"['E325 - Lactate de sodium', 'E262 - Acétates de sodium']",4,,,,,,ARRIVE Chavagnes,
1161,Poulard airell fg bt - Maître Coq - 1800g,3230890037689,['France'],"['Poularde semi-désossée 60% minimum ', 'origine : france', 'farce 15% minimum ', 'viande de dinde ', 'origine : france', 'foie gras de canard 20%* ', 'origine : france', 'eau', 'airelles 8%* ', 'airelles', 'sucre', 'huile de tournesol', 'gras de veau', 'conservateur : lactate de sodium', 'alcool', 'kirsch', ""poudre de blanc d'oeuf"", 'sel', 'épices', 'plantes aromatiques', ""correcteur d'acidité : acétates de sodium"", 'arômes naturels', 'barde de porc', '* pourcentages exprimés sur la farce']","['Non végétalien', 'Non végétarien']",1042,?,20,"1,1",17,1042 kj(249 kcal),"6,7","1,1","0,74","0,296","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Poulardes']",+66%,,+130%,-89%,+65%,C,1800 g,['Maître Coq'],78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,20 g,en quantité modérée,6.7 g,en quantité élevée,1.1 g,en faible quantité,0.74 g,en quantité modérée,+46%,+141%,-28%,-20%,-20%,12,+228%,D,+228%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],['Œufs'],,"['E325 - Lactate de sodium', 'E262 - Acétates de sodium']",4,,,,,,ARRIVE Chavagnes,
1162,Poularde farcie aux cèpes et aux girolles cuisinés en persillade - Maître Coq - 1800g,3230890760624,['France'],"['Poularde semi-désossée ', ' origine : france ', ' 60% minimum', ' farce 15% minimum : viande de dinde ', ' origine : france ', ' ', 'gras de porc', 'eau', 'cèpes 1', '%*', 'girolles 0', '9%*', 'bolets', 'persillade 0', '3%* ', 'huile de tournesol', 'persil', 'eau', 'ail', 'sel', 'jus de citron concentré', 'oignons frits ', 'oignons', 'huile de tournesol', 'chapelure ', 'farine de ble', 'sel', 'conservateur : lactate de sodium', 'vieil armagnac', ""poudre de blanc d' oeuf"", 'sel', 'arômes naturels', 'épices et plantes aromatiques', ""correcteur d'acidité : acétates de sodium"", ' barde de porc', ' galets de beurre persillé : beurre', 'persil', 'ail ', 'sulfites', 'sel', 'épice', ' * pourcentages minimums']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",850,?,14,"1,5",18,850 kj(203 kcal),"4,9","1,1","0,65","0,26","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Poulardes']",+35%,,+61%,-85%,+75%,C,1800 g,['Maître Coq'],78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,14 g,en quantité modérée,4.9 g,en quantité modérée,1.1 g,en faible quantité,0.65 g,en quantité modérée,+19%,+76%,-28%,-30%,-30%,3,-18%,C,-18%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Œufs', 'Gluten', 'Anhydride sulfureux et sulfites']",,"['E325 - Lactate de sodium', 'E262 - Acétates de sodium']",4,,,,,,ARRIVE Chavagnes,
1163,Poularde farcie aux morilles et au vieil armagnac - Maître Coq - 1800g,3230890007101,['France'],"['Poularde ', 'origine : france', ' semi-désossée 60% minimum', ' farce 15% minimum : viande de dinde ', 'origine : france', 'gras de porc', 'eau', 'chapelure ', 'farine de ble', 'sel', 'foies de poulet ', 'origine : france', 'conservateur : lactate de sodium', 'vieil armagnac 0', '3%*', 'creme', 'morilles 0', '2%*', 'champignons forestiers ', 'bolets', 'cèpes', 'pleurotes', 'mousserons', 'oignons frits ', 'oignons', 'huile de tournesol', 'jus aux morilles ', 'vin blanc', 'vin de liqueur', 'eau', 'arômes naturels', 'morilles', 'alcool', 'sel', 'sel', 'épices et plantes aromatiques', ""poudre de blanc d'oeuf"", 'arômes naturels', ""correcteur d'acidité : acétates de sodium"", ' barde de porc', ' * pourcentages minimums']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",957,?,17,"1,3",18,957 kj(229 kcal),"5,4","0,6","0,8","0,32","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Poulardes']",+52%,,+96%,-87%,+75%,C,1800 g,['Maître Coq'],78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,17 g,en quantité modérée,5.4 g,en quantité élevée,0.6 g,en faible quantité,0.8 g,en quantité modérée,+34%,+94%,-61%,-14%,-14%,5,+37%,C,+37%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Œufs', 'Gluten', 'Lait']",,"['E325 - Lactate de sodium', 'E262 - Acétates de sodium']",4,,,,,,ARRIVE Chavagnes,
1164,Le poulet du rôtisseur avec jus de cuisson - Maître Coq - 1000g,3230890438028,['France'],"['Le poulet rôti 88% : poulet ', 'origine : france', 'sel', 'protéines de soja', 'arômes naturels', 'chapelure de ble', 'sucre de canne', 'sirop de glucose', 'épices ', 'dont coriandre', 'sauge', 'thym', 'origan', 'persil', 'huile de tournesol', ' 103g de poulet mis en oeuvre pour fabriquer 100g de poulet rôti', 'le jus de cuisson : eau', 'graisse de poulet', 'graisse de canard', 'caramel ', 'sucre', 'sirop de glucose - fructose', 'eau', 'fécule de manioc', 'arôme naturel', 'sel', 'épice']","['Non végétalien', 'Non végétarien']",758,?,9,1,24,758 kj(181 kcal),"2,5",0,1,"0,4","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",+8%,,+12%,+54%,+8%,D,1000 g,['Maître Coq'],83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,9 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,+9%,+12%,-100%,-16%,-16%,3,-35%,C,-35%,"['Viande Française', 'Sans conservateurs', 'Volaille-francaise']",['Frais'],"['Gluten', 'Soja']",,,4,,,,,,ARRIVE Chavagnes,
1165,Poulet cuit fumé - Maître Coq - 1200g,3230890000157,['France'],"['Poulet 90% ', 'origine : france', 'eau', 'protéines de soja', 'sirop de glucose', 'sel', 'stabilisants : e451 - e452', 'gélifiant: e407', 'arôme naturel de poivre avec autres arômes naturels', 'conservateurs: e250-e316', 'fumée liquide', '90g de poulet mis en oeuvre pour 100g de produit fini']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",694,?,"9,1",0,21,694 kj(166 kcal),3,0,1,"0,4","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",-2%,,+13%,-100%,-6%,C,1200 g,['Maître Coq'],83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,9.1 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,-0%,+34%,-100%,-16%,-16%,3,-35%,C,-35%,"['Viande Française', 'Sans colorants', 'Volaille-francaise']",['Frais'],['Soja'],,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",4,,,,,,ARRIVE Chavagnes,
1166,Rôti de chapon sauce foie gras armagnac - Maître Coq - 970g,3230890737756,['France'],"['Rôti de chapon 88% : demi-chapon désossé 78%', 'origine : france', 'barde de porc', 'baies roses', "" sauce au foie gras et à l'armagnac 12% : eau"", 'creme', 'foie gras de canard ', '1', '8%', 'porto ', 'contient oeuf', 'sulfites', ""arômes naturels d'échalote avec autres arômes naturels"", 'amidon transformé de tapioca', 'échalotes', 'armagnac 0', '1%', 'protéine de lait', 'sel', 'épices']","['Non végétalien', 'Non végétarien']",716,?,"9,3",0,21,716 kj(171 kcal),"3,2",0,"0,9","0,36","['EMB 85215A', 'Saint-Fulgent (Vendée, France)']","['Viandes', 'Volailles', 'Chapons', 'Rôtis de chapon']",-16%,,-34%,-100%,+24%,D,970 g,['Maître Coq'],82.7%,9.4%,3.1%,2.6%,1.3%,0.9%,37,9.3 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,0.9 g,en quantité modérée,-16%,-34%,-100%,+68%,+68%,3,-45%,C,-45%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Œufs', 'Lait', 'Anhydride sulfureux et sulfites']",,['E14XX - Amidons modifiés'],4,,,,,,ARRIVE St Fulgent,
1167,Rôti de chapon sauce morilles crème et échalotes - Maître Coq - 970g,3230890737763,['France'],"['Rôti de chapon 88% : demi-chapon désossé 75 % ', 'origine : france', 'barde de porc', 'poivre noir', ' sauce à la crème', 'aux morilles et aux échalotes 12% : eau', 'creme 1', '7%', 'brisure de morilles 1%', 'farine de ble', 'échalote 0', '2%', 'amidon transformé de manioc', 'beurre', 'arôme naturels', 'sel', 'cognac', 'vinaigre de vin rouge', 'ail', 'huile de tournesol', 'sucre', 'épice']","['Non végétalien', 'Non végétarien']",896,?,16,"0,9",17,896 kj(214 kcal),"5,9",0,"0,33","0,132","['EMB 85215A', 'Saint-Fulgent (Vendée, France)']","['Viandes', 'Volailles', 'Chapons', 'Rôtis de chapon']",+5%,,+14%,-53%,0%,D,970 g,['Maître Coq'],82.7%,9.4%,3.1%,2.6%,1.3%,0.9%,37,16 g,en quantité modérée,5.9 g,en quantité élevée,0 g,en faible quantité,0.33 g,en quantité modérée,+5%,+21%,-100%,-38%,-38%,3,-45%,C,-45%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Gluten', 'Lait']",,['E14XX - Amidons modifiés'],4,,,,,,ARRIVE St Fulgent,
1168,Rôti de chapon sauce truffes et crème fraîche - Maître Coq - 970g,3230890877070,['France'],"['Rôti de chapon 88 % : demi-chapon désossé 78 % ', 'origine : france', 'barde de porc', 'baies concassées', ' sauce 12% : eau', 'creme fraiche 3%', 'porto blanc', 'arôme naturel ', 'contient lait', 'amidon transformé de manioc', 'brisures de truffes noires tubermelanosporum 0', '1% ', 'brisures de truffes', 'eau', 'sel', ',sel,épices jus de citron concentré']","['Non végétalien', 'Non végétarien']",784,?,13,"0,8",17,784 kj(187 kcal),"5,3",0,"0,32","0,128","['EMB 85215A', 'Saint-Fulgent (Vendée, France)']","['Viandes', 'Volailles', 'Chapons', 'Rôtis de chapon']",-9%,,-7%,-58%,0%,D,970 g,['Maître Coq'],82.7%,9.4%,3.1%,2.6%,1.3%,0.9%,37,13 g,en quantité modérée,5.3 g,en quantité élevée,0 g,en faible quantité,0.32 g,en quantité modérée,-8%,+9%,-100%,-40%,-40%,3,-45%,C,-45%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],['Lait'],,['E14XX - Amidons modifiés'],4,,,,,,ARRIVE St Fulgent,
1169,Rôti de chapon sauce vin jaune crème de pavot - Maître Coq - 970g,3230890225895,['France'],"['Rôti de chapon 87,5% : demi-chapon désossé 78% ', 'origine : france', 'barde de porc', 'ciboulette', ' sauce au vin jaune 12,5%: eau', 'creme 3%', 'vin jaune 1,3% ', 'contient sulfites', 'beurre', 'échalotes', 'amidon transformé de manioc', 'arômes', 'contient lait', 'sel', 'épices', 'jus de citron concentré', 'graine de pavot 0,01%']","['Non végétalien', 'Non végétarien']",967,?,18,0,17,967 kj(231 kcal),"6,7",0,"0,3","0,12","['EMB 85215A', 'Saint-Fulgent (Vendée, France)']","['Viandes', 'Volailles', 'Chapons', 'Rôtis de chapon']",+13%,,+29%,-100%,0%,D,970 g,['Maître Coq'],82.7%,9.4%,3.1%,2.6%,1.3%,0.9%,37,18 g,en quantité modérée,6.7 g,en quantité élevée,0 g,en faible quantité,0.3 g,en quantité modérée,+13%,+37%,-100%,-44%,-44%,4,-27%,C,-27%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Lait', 'Anhydride sulfureux et sulfites']",,['E14XX - Amidons modifiés'],4,,,,,,ARRIVE St Fulgent,
1170,Saucisses grillées de volaille aux herbes - Maître Coq - 160g,3230890820465,['France'],"['Blanquette de dinde 69%', 'gras de veau', 'herbes aromatiques', 'sel', 'dextrose', 'sirop de glucose', 'épices et plantes aromatiques', 'huile de tournesol', 'antioxydants : acide ascorbique - ascorbate de sodium', 'arômes naturels', ' Boyau de mouton']",['Non végétalien'],830,?,12,"3,7",19,830 kj(198 kcal),"4,9",0,"1,9","0,76","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['Viandes', 'Charcuteries', 'Saucisses', 'Volailles', 'Saucisses de volaille']",-6%,,+2%,+196%,+15%,E,160 g,['Maître Coq'],88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,12 g,en quantité modérée,4.9 g,en quantité modérée,0 g,en faible quantité,1.9 g,en quantité élevée,+9%,+35%,-100%,+7%,+7%,14,+43%,D,+43%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],,,"['E300 - Acide ascorbique', 'E301 - Ascorbate de sodium']",4,,,,,,ARRIVE Chavagnes,
1171,Saucisses grillées de volaille nature - Maître Coq - 160g,3230890820458,['France'],"['Blanquette de dinde 70%', 'gras de veau', 'sel', 'dextrose', 'sirop de glucose', 'épices et plantes aromatiques', 'huile de tournesol', 'antioxydants : acide ascorbique - ascorbate de sodium', 'arômes naturels', ' Boyau de mouton']",['Non végétalien'],874,?,13,"2,1",21,874 kj(209 kcal),"5,7",0,"2,1","0,84","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']","['Viandes', 'Charcuteries', 'Saucisses', 'Volailles', 'Saucisses de volaille']",-1%,,+10%,+68%,+27%,E,160 g,['Maître Coq'],88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,13 g,en quantité modérée,5.7 g,en quantité élevée,0 g,en faible quantité,2.1 g,en quantité élevée,+15%,+57%,-100%,+18%,+18%,16,+63%,D,+63%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],,,"['E300 - Acide ascorbique', 'E301 - Ascorbate de sodium']",4,,,,,,ARRIVE Chavagnes,
1172,andouillettes au canard x6 s/vide - Le gaulois - 750g,3266980368609,['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Abats de porc : 56 %', 'viande de canard avec peau origine France : 26 %', 'oignons', 'eau', 'MOUTARDE ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'conservateur : SULFITE acide de sodium', 'sel', 'vin blanc', 'épices', 'plantes aromatiques', 'arômes', 'dextrose de blé', 'extrait de poivre', 'ferments', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', 'Peut contenir des traces de lait', 'blé', 'oeufs', 'fruits à coques', 'soja']",[],897,216,16,"0,6",17,897 kj(216 kcal),"6,2",0,"1,4","0,56","['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de canard']",,-3%,-1%,-28%,-1%,E,750 g,['Le gaulois'],82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,16 g,en quantité modérée,6.2 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,-4%,+1%,-100%,0%,0%,14,-2%,D,-2%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Moutarde', 'Anhydride sulfureux et sulfites']",,"['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,LDC DPE - Le Clos du bois - 72300 Sablé/Sarthe,
1173,Andouillettes au canard - Le gaulois - 260g,3266980105334,['France'],"['Ingrédients ', 'à la mise en oeuvre', ':Abats de porc : 56 %', 'viande de canard avec peau origine France : 26 %', 'oignons', 'eau', 'MOUTARDE ', 'eau', 'graines de MOUTARDE', 'vinaigre', 'sel', 'conservateur : SULFITE acide de sodium', 'sel', 'vin blanc', 'épices', 'plantes aromatiques', 'arômes', 'dextrose de blé', 'extrait de poivre', 'ferments', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium']",[],897,216,16,"0,6",17,897 kj(216 kcal),"6,2",0,"1,4","0,56","['EMB  72264', 'Sablé-sur-Sarthe (Sarthe, France)']","['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de canard']",,-3%,-1%,-28%,-1%,E,260 g,['Le gaulois'],82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,16 g,en quantité modérée,6.2 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,-4%,+1%,-100%,0%,0%,14,-2%,D,-2%,"['Viande-francaise', 'Volaille-francaise']",['Frais'],"['Moutarde', 'Anhydride sulfureux et sulfites']",,"['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,LDC DPE - Le Clos du bois - 72300 Sablé/Sarthe,
