,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,quantity,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,allergens,ingredients_origins,additives,nova_score,markets,generic_name,brand_owner,manufacturing,link,producer_info,palm_ingredients
1519,Confiture artisanale des Pyrénées,3770009327145,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Saveur framboise givrée,8718309252250,['France'],[],[],?,326,0,"81,6",0,1364 kj(326 kcal),0,"81,6","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Chateau de Parenchère(vin),3366201506022,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Crotte de marmotte,3760081905218,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,English Breakfast Tea,5013111000338,['France'],[],[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs']",,,,,,B,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,St Moret - format familial - 270g,3272770098656,['France'],"['lait et crème pasteurisés', 'protéines de lait', 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,132,8,5,10,552 kj(132 kcal),"5,5",5,1,"0,4","['FR 49.373.001 CE', 'Vihiers (Maine-et-Loire, France)', 'EMB 49373B', 'Vihiers (Maine-et-Loire, France)']","['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à tartiner']",,-43%,-62%,+48%,+19%,B,270g,"['St Moret', 'Savencia']",84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,8 g,en quantité modérée,5.5 g,en quantité élevée,5 g,en quantité modérée,1 g,en quantité modérée,-44%,-61%,+69%,-15%,-15%,6,-50%,C,-50%,['Sans conservateurs'],"['Frais', 'Carton']",['Lait'],"['France', 'Lait origine France']",,4,,,,,,,
1525,Cognac & Vanilla,3159560013757,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Bûche Capribelle au lait cru,3199240004965,['France'],[],[],?,292,24,1,18,1222 kj(292 kcal),18,"0,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Gache,0204053014896,['France'],[],[],?,294,13,45,11,1230 kj(294 kcal),"7,1",13,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Master Distiller,5099873011997,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,With Compliments from Hungary,5997250308961,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,The - Maison Taillefer,3564884019086,['France'],[],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,-100%,-100%,-100%,-100%,B,,['Maison Taillefer'],66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,
1531,Farine de pois chiche,3506070045370,['France'],[],[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Farines', 'Farines de légumineuses', 'Farines de pois chiche']",,,,,,B,,,54.5%,2.0%,12.2%,26.4%,4.9%,0.0%,94,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,
1532,Creme glacee choco coco,3760033264134,['France'],[],[],?,147,"6,9","17,8","2,5",615 kj(147 kcal),5,"16,7","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Pesto di melanzane,8054729723445,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Poulet blanc PAC FERMIER BIO EVISCERE SANS ABATS,2121740013360,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1535,Limonade artisanale Mirabelle - Elixia - 75cl,3760045170058,['France'],[],[],?,31,"0,1","7,2","0,2",130 kj(31 kcal),"0,1","7,2","0,01","0,004",,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",,0%,+23%,-4%,+96%,,75 cl,['Elixia'],,,,,,,,0.1 g,en faible quantité,0.1 g,en faible quantité,7.2 g,en quantité élevée,0.01 g,en faible quantité,+3%,+429%,-1%,-25%,-25%,10,-2%,E,-2%,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",['Bouteille en verre'],,,,,,,,['Champagnole'],,,
1536,Sobacha - La Route des Comptoirs,3760011130475,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['La Route des Comptoirs'],,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
1537,Wok Würzer - Bamboo Garden,4023900542841,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,,B,,['Bamboo Garden'],57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,,,,,,,,,,,,,,,,,,['Dose'],,,,,,,,,,,
1538,Smirnoff Blue Vodka 50%,5410316501675,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Smirnoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Nouilles fines,8936046151425,['France'],[],[],?,360,"3,1",71,12,1506 kj(360 kcal),"0,9","3,6","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Sdoukos Dates Pitted Partially Rehydrated,5203927999883,['France'],[],[],?,282,"0,5",75,"2,5",1180 kj(282 kcal),0,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Boule blanche tranchée,0230010006567,['France'],[],[],?,302,"1,6",61,"9,9",1264 kj(302 kcal),"0,4","1,7","2,2","0,88",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,+14%,-64%,+33%,+18%,B,,,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,1.6 g,en faible quantité,0.4 g,en faible quantité,1.7 g,en faible quantité,2.2 g,en quantité élevée,+13%,-38%,-67%,+93%,+93%,12,+728%,D,+728%,,,,,,,,,,,,,
1542,Salat Fix Dill Kräuter - Carat - 10g,4316268411066,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques']",,,,,,,10 g,['Carat'],,,,,,,,,,,,,,,,,,,,,,,,,"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2016 de la Société Allemande d'Agriculture""]",['Kunststoff'],,,,,,,,,,,
1543,Fines Herbes Et Oignon Lyophilisé Première Saveur - Ducros,3166296209279,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Ducros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Fisch Sauce - Thai Pride,8853662023359,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,"['Epicerie', 'Sauces', 'de:Fischsauce']",,,,,,,,['Thai Pride'],,,,,,,,,,,,,,,,,,,,,,,,,,['Flasche'],,,,,,,,,,,
1545,La brioche GELINEAU,3760152740021,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Reis Essig,8801030311669,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Sake,4901030640074,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Rillettes au crabe - Olsen,3562250000676,['France'],[],[],?,144,"9,5",4,10,602 kj(144 kcal),"5,2","1,6","1,5","0,6","['FR 22.007.002 CE', ""Binic (Côtes-d'Armor, France)""]","['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de crustacés', 'Rillettes de crabe']",,-22%,-30%,+36%,-11%,,,['Olsen'],,,,,,,,9.5 g,en quantité modérée,5.2 g,en quantité élevée,1.6 g,en faible quantité,1.5 g,en quantité modérée,-21%,+27%,+50%,+27%,+27%,12,+60%,D,+60%,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
1549,Poulet roti,2209550005710,['France'],[],[],?,181,9,1,24,757 kj(181 kcal),"2,5",0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs', 'Volaille-francaise']",,,,,,,,,,,,
1550,Lactel,48667883,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Lactel'],,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,
1551,0212549019355,0212549019355,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,4 blueberry muffins,5000128633543,['France'],[],[],?,390,21,46,"3,8",1632 kj(390 kcal),2,26,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Truffles,6819882727080,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Sortido Pascoa,5605458110032,['France'],[],[],?,99,"0,9","14,2","6,8",414 kj(99 kcal),"0,4","0,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Sandwich poulet oeuf,3496100004036,['France'],[],[],?,219,"9,6","20,9","11,5",916 kj(219 kcal),"1,2","2,6","1,2","0,48",,"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet']",,-2%,+14%,-19%,+14%,C,,,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,9.6 g,en quantité modérée,1.2 g,en faible quantité,2.6 g,en faible quantité,1.2 g,en quantité modérée,-2%,-17%,-21%,-1%,-1%,3,+11%,C,+11%,,,,,,,,,,,,,
1556,Poulet bio,0206978102467,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1557,Pain d'epice,3770005317386,['France'],[],[],?,350,"5,77","65,27","5,86",1464 kj(350 kcal),"0,33","32,8","0,008","0,003",,"['Biscuits et gâteaux', ""Pains d'épices""]",,+4%,+65%,-8%,+35%,B,,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,5.77 g,en quantité modérée,0.33 g,en faible quantité,32.8 g,en quantité élevée,0.00818 g,en faible quantité,+3%,-73%,-19%,-98%,-98%,11,-22%,D,-22%,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,,
1558,Protein bar - Veganz - 45g,4260402483290,['France'],[],"['Végétalien', 'Végétarien']",?,397,13,33,29,1661 kj(397 kcal),4,33,"1,1","0,44",,,,,,,,,45 g,['Veganz'],,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien', 'en:EG-Öko-Verordnung']",['Plastic'],,,,,,,,,,,
1559,4260405920297,4260405920297,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Collagenworks tropical crush,3348901429771,['France'],[],[],?,252,0,5,59,1054 kj(252 kcal),0,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,BioGourmet,4039057411688,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['BioGourmet'],,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1562,Donut,,['France'],[],[],?,418,24,44,"6,2",1749 kj(418 kcal),11,16,"1,1","0,44",,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,+2%,+5%,-2%,+5%,B,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,24 g,en quantité élevée,11 g,en quantité élevée,16 g,en quantité élevée,1.1 g,en quantité modérée,+2%,+4%,-5%,+16%,+16%,22,+13%,E,+13%,,,,,,,,,,,,,
1563,Éclats de speculoos,3609060002466,['France'],[],[],?,454,16,74,"2,5",1900 kj(454 kcal),10,28,"0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
1564,Yutty silly sphagetties Coca,8697436557516,['France'],[],[],?,370,"2,4","84,8","2,4",1548 kj(370 kcal),"1,2","53,81","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Galettes de pommes de Terre,3263588901115,['France'],[],[],?,295,"0,9",62,"6,4",1234 kj(295 kcal),"0,2","5,8","4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Martin,,['France'],[],[],?,333,11,41,14,1393 kj(333 kcal),1,2,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,,,
1567,Galette 4 Céréales,3229899794631,['France'],[],[],?,382,3,76,10,1598 kj(382 kcal),"0,5","1,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1568,Chutney de mirabelle,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
1569,Whey perfection - Body&fit,8718774000646,['France'],[],[],?,401,"5,9","6,3","79,8",1678 kj(401 kcal),"2,1","5,1","0,46","0,184",,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",,+8%,+36%,-11%,+13%,,,['Body&fit'],,,,,,,,5.9 g,en quantité modérée,2.1 g,en quantité modérée,5.1 g,en quantité modérée,0.46 g,en quantité modérée,+8%,+21%,+65%,-39%,-39%,5,+13%,C,+13%,,,,,,,,,,,,,
1570,Mijoté de volaille - La Table d'Antan,3280950105728,['France'],[],[],?,121,"7,5","2,7",10,506 kj(121 kcal),"3,3","0,9","0,7","0,28",,,,,,,,,,"[""La Table d'Antan""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Cosby,8711197503176,['France'],[],[],?,496,"21,8","70,2","4,2",2075 kj(496 kcal),"13,9","69,7","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Honey and Chili,5000237130995,['France'],[],[],?,501,"27,7","54,5","6,1",2096 kj(501 kcal),"2,9",4,"0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Lait de coco original,0839457396653,['France'],[],[],?,30,2,2,"0,3",126 kj(30 kcal),"1,8","1,4","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Cafe viennois - Nescafé,5011546493459,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Nescafé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Cabillaud meridional,3551619446897,['France'],[],[],?,170,"9,4","12,6","8,8",711 kj(170 kcal),"1,7","2,9","0,681","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,
1576,Mangue barquette,3700353615865,['France'],[],[],?,?,?,?,?,,,,,,"['EMB 94065B', 'Rungis (Val-de-Marne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Pain complet,0201303006564,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Saint Felicien,3258130902726,['France'],[],[],?,?,?,?,?,,,,,,"['FR 38.500.001 CE', 'Têche (Isère, France)']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Saint-Félicien']",,,,,,D,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Spätzle-Gemüse-Pfanne - Landvogt,4061458045131,['France'],[],[],?,548,"4,7","16,7","3,9",2293 kj(548 kcal),"0,5","2,6","1,5","0,6",,,,,,,,,,['Landvogt'],,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,
1580,Colorante alimentario,8413080477006,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Jambon boisé a l'ancienne,2602660027298,['France'],[],[],?,173,"3,3","0,5",23,724 kj(173 kcal),"1,7","0,5","2,1","0,84",,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,+14%,-46%,+1%,+3%,E,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,3.3 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,2.1 g,en quantité élevée,+13%,-29%,+3%,+8%,+8%,12,+23%,D,+23%,,,,,,,,,,,,,
1582,Foie de morue,3200071011043,['France'],[],[],?,400,40,0,"9,5",1674 kj(400 kcal),"8,5",0,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Parma ham,8718265026636,"['Belgique', 'France']",[],[],?,?,?,?,?,,,,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés italiens', 'Jambons de Parme', 'en:Raw-cured-ham']",,,,,,E,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Bergbauern joghurt,9005182012002,['France'],[],[],?,101,"2,7",16,"3,2",423 kj(101 kcal),"1,6",15,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Sigara Böregi,3760077150202,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Nouilles cambodgiennes aux légumes,3760269070233,['France'],[],[],?,204,8,26,"5,5",854 kj(204 kcal),"1,1","4,6","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Semillas de Lino con cacao y Moras Blancas - Linwoods,5016887003329,['France'],[],[],?,494,36,"9,6",20,2067 kj(494 kcal),"5,3","7,4","0,1","0,04",,,,,,,,,,['Linwoods'],,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,
1588,Flakes épeautre,1475000009121,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Câpres,3052499040293,['France'],[],[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Pickles', ""Pickles d'origine végétale"", 'Câpres au vinaigre']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Rôti de porc cuit supérieur - Carrefour,2227849028608,['France'],[],[],?,169,"7,6","0,6",24,707 kj(169 kcal),3,"0,5","1,4","0,56","['EMB 29004O', 'Bannalec (Finistère, France)', 'EMB 29004D', 'Bannalec (Finistère, France)']","['Viandes', 'Porc', 'Rôtis de porc']",,+17%,+51%,-27%,+7%,D,,['Carrefour'],77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,7.6 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,+19%,+44%,-20%,-19%,-19%,5,-30%,C,-30%,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-13', 'Fabriqué en France']",,,,,,['Carrefour'],,,,,,
1591,Chapon farci (foie gras et girolles),2902067026079,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Gateaux sablés,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Filet de poulet l'extra tendre,2424503026639,['France'],[],[],?,95,"0,6","1,2",21,397 kj(95 kcal),"0,1","0,1",1,"0,4",,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-27%,-79%,+151%,-8%,D,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,0.6 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,1 g,en quantité modérée,-27%,-87%,-59%,+33%,+33%,0,,B,,,,,,,,,,,,,,
1594,Noix de grenoble,3580010000100,['France'],[],[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Noix françaises', 'Noix de Grenoble']",,,,,,D,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,,,,,,,,,,,['AOP'],,,,,,,,,,,,
1595,Petits sablés ronds et bons - Michel et Augustin,3760122960787,['France'],[],[],?,504,"23,5","64,5",7,2109 kj(504 kcal),"14,4",31,"0,51","0,204",,,,,,,,,,['Michel et Augustin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Traou Mad,3106130001218,['France'],[],[],?,523,29,60,"6,2",2188 kj(523 kcal),19,20,"1,1","0,44",,,,,,,,,,['Traou Mad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Spring o,3800103433067,['France'],[],[],?,38,0,"9,7",0,159 kj(38 kcal),0,"9,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Pains au chocolat,0202118009184,['France'],[],[],?,?,?,?,?,,,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,,,D,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Weisse crisp erdebere,20231576,['France'],[],[],?,552,34,56,6,2310 kj(552 kcal),22,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Thé noir aromatisé bio,3760208157070,['France'],[],[],?,?,?,?,?,,,,,,"['EMB 78190A', 'Croissy-sur-Seine (Yvelines, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,
1601,Wie Fischsteak - Vantastic Foods,4260119110465,['France'],[],"['Végétalien', 'Végétarien']",?,168,"5,9",12,16,703 kj(168 kcal),"0,7","1,7","1,4","0,56",,,,,,,,,,['Vantastic Foods'],,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,
1602,Hure de langue pistachee,2241489020204,['France'],[],[],?,259,21,"0,7",16,1084 kj(259 kcal),"7,2","0,5","2,2","0,88","['EMB 35196', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
1603,Coulis de myrtilles sauvages,3770008190085,['France'],[],[],?,?,?,?,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de myrtille']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,
1604,Sel rose de l'Himalaya - Ducros,3166291744584,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,['Ducros'],,,,,,,,,,,,,,,,,,,,,,,,,['Sans additifs'],,,,,,,,,,,,
1605,Gnocchi con patate,0080485500998,['France'],[],[],?,695,"0,4","35,2","3,9",2908 kj(695 kcal),"0,2",0,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Mushroom soup - Tesco,5057753226305,['France'],[],[],?,52,"3,5","3,5","1,1",218 kj(52 kcal),"2,3","1,4","0,6","0,24",,,,,,,,,,['Tesco'],,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
1607,Vegetarian ramen,4960813312911,['France'],[],[],?,524,"31,4",51,"9,3",2192 kj(524 kcal),10,5,"3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
