,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,categories,ingredients_origins,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,allergens,nova_score,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,palm_ingredients,link,brand_owner
683,Rillettes de Saumon - 90g,3361130007299,['France'],[],[],?,265,"21,2","1,1","17,1",90 g,,1109 kj(265 kcal),"1,9","0,6","0,7","0,28",,,E,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'Rilettes de saumon']",,,+26%,+38%,-57%,+50%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,21.2 g,en quantité élevée,1.9 g,en quantité modérée,0.6 g,en faible quantité,0.7 g,en quantité modérée,+26%,-52%,-41%,-35%,-35%,2,-75%,B,-75%,,,,,
684,Cacahuètes salées grillées au feu de bois,6046000001221,['France'],[],[],?,?,?,?,?,,,,,,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Cacahuètes', 'Fruits à coque salés', 'Cacahuètes grillées', 'Cacahuètes salées']",,,,,,,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Caviar de Erizo,8437001961610,['France'],[],[],?,109,"3,5","3,5","14,9",,,456 kj(109 kcal),"0,5",0,"3,93","1,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Apfelgriebenschmal - 125g,4019023018400,"['France', 'Allemagne']",[],[],?,?,?,?,?,125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Tomates pelées concassées - 765g,3664217001174,['France'],[],[],?,20,0,"3,5","0,94",765 g,,84 kj(20 kcal),0,"2,6","0,022","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Zaatar,3683080367828,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Brandade de morue,3303640867338,['France'],[],[],?,455,47,"1,5","5,7",,,1904 kj(455 kcal),4,0,1,"0,4",,,E,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,,+106%,+183%,-81%,-16%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,47 g,en quantité élevée,4 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,+107%,+90%,-100%,+15%,+15%,12,+183%,D,+183%,,,,,
690,Honey juice,0002015000006,['France'],[],[],?,170,0,10,0,,,711 kj(170 kcal),0,10,0,0,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Paté sarthois,2253135023750,['France'],[],[],?,360,34,"0,7",13,,"['FR 72.181.005 CE', 'Mans (Sarthe, France)']",1506 kj(360 kcal),13,"0,7","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Entremet Déshydraté Pour Flan Au Chocolat - Alsa,8712566288816,['France'],[],[],?,380,4,79,4,,,1590 kj(380 kcal),"2,5",62,"0,07","0,028","['Alsa', 'Unilever']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Préparation pour Génoise à la vanille,5060144950413,['France'],[],[],?,424,"23,1","48,4","5,4",,,1774 kj(424 kcal),"13,6","27,5","0,68","0,272",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Les délices de mon enfance - 200g,3760035664109,['France'],[],[],?,393,"13,7","57,5","9,2",200 g,,1644 kj(393 kcal),"2,2","29,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Jambon grill en demi,2358363025085,['France'],[],[],?,114,"3,5",0,21,,,477 kj(114 kcal),"1,3",0,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Ifri Gazouz Citron Vert 33cl - 33cL,6130093063096,['France'],[],[],?,19,0,"4,4",0,33 cL,,79 kj(19 kcal),0,"4,4",0,0,['Ifri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Crème de champignons,3624871170845,['France'],[],[],?,27,"0,13","5,34","1,27",,,113 kj(27 kcal),"0,03","0,74","0,23","0,092",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Miel de chataigner,3263620604615,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Madeleines aux pépites de chocolat,8410391516257,['France'],[],[],?,426,"20,5","54,5",5,,,1782 kj(426 kcal),"3,1",29,"0,6","0,24",,,D,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",,,-4%,-13%,+4%,-12%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,,,,,,20.5 g,en quantité élevée,3.1 g,en quantité modérée,29 g,en quantité élevée,0.6 g,en quantité modérée,-5%,-54%,+2%,-21%,-21%,16,-13%,D,-13%,,,,,
700,Pâté De Campagne à L'ancienne,2227153012461,['France'],[],[],?,338,30,"2,9",15,,"['FR 22.272.028 CE', ""Saint-Agathon (Côtes-d'Armor, France)"", 'EMB 22272F', ""Saint-Agathon (Côtes-d'Armor, France)""]",1414 kj(338 kcal),12,"1,6","1,5","0,6",,,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,,+9%,+11%,+20%,+6%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,30 g,en quantité élevée,12 g,en quantité élevée,1.6 g,en faible quantité,1.5 g,en quantité modérée,+9%,+19%,+74%,-10%,-10%,20,+5%,E,+5%,,,,,
701,Détox et vous,8472150001145,['France'],[],[],?,0,0,0,0,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Coonies,6935630300876,['France'],[],[],?,518,"27,7","60,9","5,3",,,2167 kj(518 kcal),0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Donut sucré,0202627010503,['France'],[],[],?,418,24,44,"6,2",,,1749 kj(418 kcal),11,16,"1,1","0,44",,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,+2%,+5%,-2%,+5%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,24 g,en quantité élevée,11 g,en quantité élevée,16 g,en quantité élevée,1.1 g,en quantité modérée,+2%,+4%,-5%,+16%,+16%,22,+13%,E,+13%,,,,,
704,Délice en morceaux Fraise,3308589843580,['France'],[],[],?,87,"0,2",20,"0,5",,,364 kj(87 kcal),0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,foies de lapin - LOEUL&LAPIN - 100g,0275318023618,['France'],[],[],?,?,?,?,?,100g,,,,,,,['LOEUL&LAPIN'],,B,"['Viandes', 'Viande de lapin', 'Foies de lapin', 'Foies']",,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Jambon à l'ancienne,2252519025847,['France'],[],[],?,123,"3,1","0,5",23,,,515 kj(123 kcal),"1,4","0,5",2,"0,8",,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,,-19%,-50%,+1%,+3%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,-19%,-42%,+3%,+3%,+3%,5,-49%,C,-49%,,,,,
707,concombres au fromage blanc - Bonduelle,14674842,['France'],"['Concombres ', '79%', 'huile de colza', 'eau', 'fromage blanc ', '2,5%', 'crème fraîche ', 'dont ferments lactiques', 'ciboulette ', '0,8% ', ""vinaigre d'alcool"", 'moutarde de Dijon ', 'eau', 'graines | de moutarde', ""vinaigre d'alcool"", 'sel', 'persil', 'sel', ""purée d'ail"", ""poudre |de jaune d'ceuf"", ""émulsifiant mono et diglycéride d'acides gras"", 'nutritionlles 7,5 g 1,3 g 3 g 2 g grasses saturées es es poivre', 'épaississants : gomme xanthane gomme guar', ' Fabriqué dans un atelier utilisant également gluten', 'céleri', 'poisson', 'crustacé', 'mollusque', ' Sans Conservateur et Sans Arôme Artificiel', ' A consommer sous 48h']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,,,['Bonduelle'],"['Sans arômes artificiels', 'Sans conservateurs']",,"['Plats préparés', 'Salades', 'Salades composées', 'Salades de concombres']",,,,,,,,,,,,,,,,"['Lait', 'Moutarde']",4,,,,,,,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane']",,,,
708,Le savoureux Poulet rôti polenta et pleurotes cuisinées - Sauce aux champignons de Paris - Casino Délices - 330g,3222477051768,['France'],"['Eau - morceaux de poulet cuit rôti 17,5% [aiguillette de poulet ', 'origine: ue', ' 15% - eau - fécule de manioc] - pleurotes 13,9% - champignons de paris 10,2% - crème - semoule de maïs 5,8% - parmigiano reggiano - échalote - lait entier en poudre - emmental - beurre - noisette 0,6% - sel - persil 0,4% - huile de tournesol - ail - fécule de manioc - jus de citron - cèpe en poudre - poivre', ' traces de gluten', 'autres fruits à coque et moutarde', ' les informations en gras sont destinées aux personnes intolé,rantes ou allergiques']","['Non végétalien', 'Non végétarien']",459,110,"5,3","7,3","7,6",330 g,,459 kj(110 kcal),3,"0,8","0,56","0,224",['Casino Délices'],,,,,,,,,,,,,,,,,,,"['Lait', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,"Polenta cuisinée accompagnée d'une sauce (20%) aux champignons de Paris, de morceaux de poulet cuit rôti et de pleurotes, surgelé",,,
709,Filet de haddock sans colorant,2869722049852,['France'],[],[],?,74,"0,6","0,5",18,,"['FR 69.273.112 CE', 'Corbas (Rhône, France)']",310 kj(74 kcal),"0,4","0,4","3,2","1,28",,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Gros pâté à l'andouille,2869024016798,['France'],[],[],?,277,21,0,21,,,1159 kj(277 kcal),"8,8",0,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,200g,09266732,['France'],"['Graines de moutarde', ""vinage d'alcool,eau,sel"", "" ingredient issu de l'agriculturebogiue Conservation: Avant ouverture"", ""à consenver dans un endroit frais et sec à l'abride la lumiêre""]",[],?,?,?,?,?,200 g,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,['Moutarde'],,,,,,,,,,,,,,,,,,,,,,,,
712,Grana padano,8003518105603,['France'],[],[],?,398,29,0,33,,,1665 kj(398 kcal),18,0,"1,5","0,6",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,,+1%,+0%,-100%,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,+0%,0%,-100%,-1%,-1%,15,-1%,D,-1%,,,,,
713,"Poulet nourri aux graines de lin - Maître Coq - 0,242kg",0215635028538,['France'],[],[],?,112,"1,8",0,24,"0,242 kg",,469 kj(112 kcal),"0,2",0,"0,14","0,056",['Maître Coq'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Vegan Superfood Blend - MyProtein,5055936839465,['France'],[],"['Végétalien', 'Végétarien']",?,345,"4,4",26,41,,,1443 kj(345 kcal),0,17,"1,2","0,48",['MyProtein'],"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Carottes ràpées,0201643013055,['France'],[],[],?,?,?,?,?,,,,,,,,,,B,"['Plats préparés', 'Légumes préparés', 'Carottes râpées']",,,,,,,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Magret de canard,0245541087572,['France'],[],[],?,?,?,?,?,,,,,,,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Cookies White chocolate & cranberry,5902768864281,['France'],[],[],?,480,"23,5","61,4","1,1",,,2008 kj(480 kcal),"10,8",31,"0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,iBissap,3770012311124,['France'],[],[],?,39,0,"9,7","0,5",,,163 kj(39 kcal),0,"9,6",0,0,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Croissant,0206165020338,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Magret de canard,2215085113028,['France'],[],[],?,333,29,1,17,,,1393 kj(333 kcal),10,"0,8","0,59","0,236",,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,-2%,-1%,-20%,-5%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,29 g,en quantité élevée,10 g,en quantité élevée,0.8 g,en faible quantité,0.59 g,en quantité modérée,-2%,0%,+19%,-64%,-64%,15,-18%,D,-18%,,,,,
721,Genereuse de dinde,2454154034370,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Ottavi Antoine,3364865500042,['France'],[],[],?,376,"32,3","0,9","21,4",,,1573 kj(376 kcal),"21,9",0,"0,87","0,348",,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Madeleines - Maison Colibri,34536285,['France'],[],[],?,483,27,53,"5,3",,,2021 kj(483 kcal),17,34,"0,42","0,168",['Maison Colibri'],,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,+10%,+18%,+0%,-7%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,27 g,en quantité élevée,17 g,en quantité élevée,34 g,en quantité élevée,0.42 g,en quantité modérée,+10%,+145%,+24%,-48%,-48%,24,+30%,E,+30%,,,,,
724,Jambon Blanc S/Sel Nitr x4,2245817027293,['France'],[],[],?,?,?,?,?,,"['FR 82.174.003 CE', 'Saint-Vincent (Tarn-et-Garonne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Jambon blanc s/sel nitr x2,2245816017783,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Poulet roti,2209552005312,['France'],[],[],?,163,"8,3",1,21,,,682 kj(163 kcal),"2,3","0,5","1,7","0,68",,"['Viande Française', 'Volaille-francaise']",D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",,,-1%,+3%,+54%,-6%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,8.3 g,en quantité modérée,2.3 g,en quantité modérée,0.5 g,en faible quantité,1.7 g,en quantité élevée,-2%,+3%,+43%,+43%,+43%,11,+137%,D,+137%,,,,,
727,"Havana Club Añejo Blanco 37.5% 1 L, 1 Bouteille",8501110080804,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Cacao smoothie coconut banana,8733677035205,['France'],[],"['Végétalien', 'Végétarien']",?,68,"2,4",11,"0,9",,,285 kj(68 kcal),"2,1",10,"0,013","0,005",,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Vegetarian - 250g,9555250500547,['France'],[],[],?,167,"7,3","2,3",17,250 g,,699 kj(167 kcal),"3,7",0,"6,1","2,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,protein ice vanilla - Women's Best,9010128001620,['France'],[],[],?,447,15,37,39,,,1870 kj(447 kcal),"13,5",23,"0,25","0,1","[""Women's Best""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Lasagne alla bolognese,8028623066809,['France'],[],[],?,153,"6,9",15,7,,,640 kj(153 kcal),"1,8",3,"0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Taboulé à l'orientale - U,03701454,['France'],[],[],?,158,"6,1",21,"3,8",,,661 kj(158 kcal),"0,5","3,5","0,75","0,3",['U'],,B,"['Plats préparés', 'Taboulés']",,,-6%,-6%,-1%,-14%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,6.1 g,en quantité modérée,0.5 g,en faible quantité,3.5 g,en faible quantité,0.75 g,en quantité modérée,-6%,-30%,+7%,-21%,-21%,2,-26%,B,-26%,,,,,
733,Orzo Espresso,8004990353155,['France'],[],[],?,328,"1,5",0,9,,,1372 kj(328 kcal),"0,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Soupe aux épinards avec des olives noires - Italiamo,20450229,['France'],[],[],?,43,"2,3","4,2",1,,,180 kj(43 kcal),"1,2","0,7","1,04","0,416",['Italiamo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Sultan Hospitalite,6111069003094,"['France', 'États-Unis']","['Green tea', 'oregano']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,,['Sultan'],,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés en sachets']",,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,1,,,,,,,,,,,,,,,,,,,,,,,SULTAN
736,Oreillettes - 200g,3325410000837,['France'],[],[],?,581,"37,7",51,"6,2",200 g,,2431 kj(581 kcal),"1,5","14,8","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Noisettes blanchies,8697412871520,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Tartelettes au chocolat au lait et caramel - Bonne Maman,3178530416213,['France'],[],[],?,490,22,66,"6,1",,,2050 kj(490 kcal),14,41,"0,94","0,376",['Bonne Maman'],,D,"['Tartes', 'Tartelettes', 'Tartelette au chocolat', 'Tartelettes au caramel']",,,+3%,-7%,+14%,+8%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,22 g,en quantité élevée,14 g,en quantité élevée,41 g,en quantité élevée,0.94 g,en quantité modérée,+4%,0%,+19%,+63%,+63%,29,+22%,E,+22%,,,,,
739,Filet mignon de porc,2277680006891,['France'],[],[],?,117,"3,6","0,5",21,,,490 kj(117 kcal),"1,4","0,5","0,161","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Cuisse de canard,2448355047239,['France'],[],[],?,156,"8,2",0,21,,,653 kj(156 kcal),"2,3",0,"1,4","0,56",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,La laitiere familiale,72800034,['France'],[],[],?,80,"1,9",12,"3,8",,,335 kj(80 kcal),"1,3",12,"0,1","0,04",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Jus d Orange,2020100000944,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,Beignet chocolat noisette - 280g,0205544013121,['France'],[],[],?,394,19,48,"6,7",280 g,,1648 kj(394 kcal),"2,1",19,"0,7","0,28",,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,+11%,+20%,+6%,+6%,,,,,,,,,,,,,19 g,en quantité modérée,2.1 g,en quantité modérée,19 g,en quantité élevée,0.7 g,en quantité modérée,+11%,-39%,+17%,-5%,-5%,13,+8%,D,+8%,,,,,
744,Filet de poitrine de poulet,2726692002853,['France'],[],[],?,110,"2,4","0,5",22,,,460 kj(110 kcal),"0,9","0,5","0,2","0,08",,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,-16%,-17%,+4%,-4%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,2.4 g,en faible quantité,0.9 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,-15%,+21%,+106%,-73%,-73%,-4,,A,,,,,,
745,Jambon d'Auvergne IGP,5413617005934,['France'],[],[],?,269,17,0,29,,,1125 kj(269 kcal),6,0,"4,3","1,72",,['IGP'],,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons français', ""Jambon d'Auvergne""]",,,+11%,+23%,-100%,+0%,,,,,,,,,,,,,17 g,en quantité modérée,6 g,en quantité élevée,0 g,en faible quantité,4.3 g,en quantité élevée,+10%,+6%,-100%,-27%,-27%,18,+4%,D,+4%,,,,,
746,Carotte Mangue - Exki,,['France'],[],[],?,88,"3,1","10,6",3,,,368 kj(88 kcal),"0,34","7,6","0,1","0,04",['Exki'],"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Glen Moray Port Finish,5060116321005,"['Australie', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,,,,,,,,,,,,,,,,,,,
748,escalope fine - Le Gaulois,0217675011020,['France'],[],[],?,?,?,?,?,,,,,,,,['Le Gaulois'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Tarte aux pommes bio,3251513910448,['France'],[],[],?,218,"6,4","36,4","2,9",,,912 kj(218 kcal),"3,9","22,7","0,2","0,08",,['Bio'],B,"['Tartes', 'Tartes sucrées', 'Tartes aux pommes']",,,-12%,-32%,+1%,+20%,67.5%,16.8%,7.5%,4.2%,4.0%,0.0%,84,,,,,,6.4 g,en quantité modérée,3.9 g,en quantité modérée,22.7 g,en quantité élevée,0.2 g,en faible quantité,-11%,-28%,+10%,-21%,-21%,9,-18%,C,-18%,,,,,
750,Fritons de canard,3277168000150,['France'],[],[],?,277,22,"0,5",19,,,1159 kj(277 kcal),"7,4","0,5","1,1","0,44",,['Sans colorants'],,"['Friton de canard', 'Fritons de canard']",,,,,,,,,,,,,,,,,,,22 g,en quantité élevée,7.4 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,,,,,,14,,D,,,,,,
751,Purée granulés complète - Maggi,7613033701191,['France'],[],[],?,350,"2,6","69,7","9,1",,,1464 kj(350 kcal),"1,9","4,1","3,1","1,24",['Maggi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Knorr Cup Soup Tsubu Tappuri Corn 3P,4901001135769,['France'],[],[],?,393,"8,4",71,"6,5",,,1644 kj(393 kcal),"0,9",68,"6,8","2,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Chocolats - Hachez,4008155013193,['France'],[],[],?,572,41,38,0,,,2393 kj(572 kcal),35,35,"0,09","0,036",['Hachez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Viande bovine - 0.325kg,2630319038371,['France'],[],[],?,0,0,0,0,0.325 kg,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Choco mix,2609845028934,['France'],[],[],?,563,"40,8","39,9","9,1",,,2356 kj(563 kcal),"17,5","37,6","0,1","0,04",,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Veloute aux cepes,3470120008885,['France'],[],[],?,?,?,?,?,,"['FR 24.520.004 CE', 'Sarlat-la-Canéda (Dordogne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Ciboulette 5g,3439495104691,['France'],[],[],?,0,0,0,0,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Padaria da Arrifana -  - 600g,5608653009705,['France'],[],[],?,?,?,?,?,600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Miel de tournesol bio - Jean d'Audignac - 250g,3700238321645,['France'],[],[],?,?,?,?,?,250 g,,,,,,,"[""Jean d'Audignac""]",['Bio'],B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de tournesol']",['France'],,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Nectar abricot -,3760018560053,['France'],[],[],?,50,"0,005","11,7","0,4",,"['EMB 42271B', 'Saint-Paul-en-Jarez (Loire, France)']",209 kj(50 kcal),0,"11,7",0,0,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",,,-6%,-97%,-6%,+7%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,0.005 g,en faible quantité,0 g,en faible quantité,11.7 g,en quantité élevée,0 g,en faible quantité,-6%,-100%,-1%,-100%,-100%,15,-1%,E,-1%,,,,,
