,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,additives,nova_score,generic_name,allergens,traceability_code,link,ingredients_origins,manufacturing,brand_owner,palm_ingredients
912,Miel de forêt,3770012571269,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
913,Confit de canard,3760082244682,['France'],[],[],?,262,1096 kj(262 kcal),18,"6,3",0,0,25,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Beurre de baratte - Le Gall,3252920012091,['France'],[],[],?,726,3038 kj(726 kcal),80,53,"0,6","0,6","0,7",3,"1,2",E,['Le Gall'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de baratte']",,80 g,en quantité élevée,53 g,en quantité élevée,0.6 g,en faible quantité,3 g,en quantité élevée,,-1%,-1%,-1%,-2%,-13%,+7%,-1%,+154%,+154%,29,+26%,E,+26%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,,,,
915,Gyoza - Bibigo - 300g,4016337972428,['France'],[],[],?,167,699 kj(167 kcal),"6,5","2,6",19,"2,6",8,"0,8","0,32",,['Bibigo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],300 g,['boîte'],,,,,,,,,,
916,"Chateau Du Breuil Pommeau De Normandie 0,70 L - 70cl",3103823604008,['France'],"[""Château du Breuil POMMEAU DE NORMANDIE APPELLATION D'ORIGINE CONTRÔLÉE ÉLABORÉ À PARTIR DE JUS DE POMME ET DE CALVADOS PAYS D'AUGE"", 'NOTRE POMMEAU DE NORMANDIE EST UN APÉRITIF IDÉAL', ""UN EXCELLENT COMPLICE DES DESSERTS DES PLATS COMME LE FOIE GRAS OU AU COEUR D'UN MELON"", ' À BOIRE FRAIS', ' www', 'chateau-breuil', 'fr L593 17% volOlh 3 103823 604008']",[],?,?,,?,,?,,?,,,,['Château du Breuil'],"['Boissons', 'Boissons alcoolisées']",['Château du Breuil'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 cl,['Bouteille'],,,,,['L593'],,['France'],['le breuil en auge'],,
917,Nectar de fraise et de sureau - Netto,3250392746414,['France'],[],[],?,42,176 kj(42 kcal),"0,5","0,1","10,2","9,9","0,5","0,01","0,004",D,['Netto'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de fraise']",,0.5 g,en faible quantité,0.1 g,en faible quantité,9.9 g,en quantité élevée,0.01 g,en faible quantité,,-21%,-20%,+146%,+421%,-16%,-14%,+68%,-7%,-7%,13,-13%,E,-13%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
918,Anne de Bretagne - 268g,2618731038902,"['France', 'Pays-Bas']",[],[],?,280,1172 kj(280 kcal),22,12,0,0,20,1,"0,4",E,['Anne de Bretagne'],"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Vire']",['Intermarché'],22 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,,+12%,+13%,+25%,+36%,-100%,-100%,-8%,-56%,-56%,17,-12%,D,-12%,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,268g,,,,,,"['FR 44.204.003 CE', 'Thouaré-sur-Loire (Loire-Atlantique, France)']",,,['Thouarés/loire'],,
919,Honey Roast Ham & Farmhouse Cheddar Cheese,00818506,['France'],[],[],?,248,1038 kj(248 kcal),"11,5","5,7","20,9","1,8","13,9","1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Traineau surprise - Picard,3270160891443,['France'],[],[],?,267,1117 kj(267 kcal),16,8,22,"2,9",8,"1,1","0,44",,['Picard'],,['Picard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Saucisson sec,3122470066335,['France'],[],[],?,391,1636 kj(391 kcal),31,11,"1,9","0,7",27,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
922,Halal,3378740761022,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Tartinade aux courgettes et au curcuma Bio,3272640000758,['France'],[],[],?,200,837 kj(200 kcal),"18,3","1,3",7,"5,3","18,3","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
924,Pain d'Épices bonhomme écharpe - Maison Alsacienne de Biscuiterie - 100g,3760111204243,['France'],"['Farine ', 'gluten', 'miel', 'sucre', 'farine de pépins de raisins', 'lait', 'œuf', 'épices 1,2%', ""poudre à lever : carbonates d'ammonium carbonate acide de sodium"", ""pâte d'amande "", 'sucre', 'amande 32', '3%', 'sirop de sucre inverti', 'sirop de glucose', 'fécule', 'jus de citron', 'colorant E160c - E161b - E120']","['Non végétalien', 'Non végétarien']",1240,293,1240 kj(293 kcal),1,"0,3",63,35,"5,7",0,0,B,['Maison Alsacienne de Biscuiterie'],"['Biscuits et gâteaux', ""Pains d'épices""]",['Maison Alsacienne de Biscuiterie'],1 g,en faible quantité,0.3 g,en faible quantité,35 g,en quantité élevée,0 g,en faible quantité,-16%,-13%,-13%,-71%,-76%,-11%,-14%,+31%,-100%,-100%,3,-79%,C,-79%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,100 g,['Sachet plastique'],"[""E503 - Carbonates d'ammonium"", 'E160c - Extrait de paprika', 'E161b - Lutéine', 'E120 - Acide carminique']",4,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']","['EMB 680660', 'Colmar (Haut-Rhin, France)', 'EMB 68066D', 'Colmar (Haut-Rhin, France)']",http://www.maison-alsacienne-biscuiterie.com,,"['Colmar', 'France']",,
925,Bo bun boeuf a la citronelle,3760275625755,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,3261570003830,3261570003830,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Tour de Bonnet,3338832912107,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Flûte à champagne - Cristal d’arque - 23cl,5054903763215,['France'],[],[],?,?,,?,,?,,?,,,,['Cristal d’arque'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Alcools artisanaux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23cl,,,,,,,,,,,
929,Truffes éclats de verre caramel beurre salé - Bio pop retour à la terre - 136g,0236858028679,['France'],"['Chocolat noir 70,5% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'vanille', 'matière grasse végétale', 'éclats de caramel au beurre salé 5%', 'beurre 0,5%', 'sel de guérande 0,02%', 'cacao en poudre']",[],?,?,,?,,?,,?,,,,['Bio pop retour à la terre'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",['Biocoop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Au sel de Guérande']",136g,,,,,,,,,,,
930,Bûche Pâtissière Roulée Pur Beurre Caramel - 400g,3260890000154,['France'],[],[],?,0,0 kj(0 kcal),"22,3","15,4","48,4","31,9","2,8","0,39","0,156",D,,"['Desserts', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Pâtisseries', 'Bûches de Noël', 'Bûches pâtissières']",,22.3 g,en quantité élevée,15.4 g,en quantité élevée,31.9 g,en quantité élevée,0.39 g,en quantité modérée,,-100%,-100%,+17%,+39%,+13%,+4%,-27%,+81%,+81%,18,-7%,D,-7%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,,400 g,,,,,,,,,,,
931,Saumon fumé Laponie - Delpierre,3038680003506,['France'],[],[],?,180,753 kj(180 kcal),11,"1,7",0,0,20,3,"1,2",E,['Delpierre'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,11 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,,-3%,-3%,+5%,-17%,-100%,-100%,-10%,+6%,+6%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,
932,Chateau les massiots,3660989218222,['France'],[],[],?,?,,?,,?,,?,,,D,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,
933,Cookie d'avoine bio à la noix de coco - Mille et Une Huiles,3700073100153,['France'],[],[],?,460,1925 kj(460 kcal),24,"8,5",50,21,"7,9","0,21","0,084",,['Mille et Une Huiles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
934,2 mini sapins glacés - Deluxe,4056489137580,['France'],[],[],?,176,736 kj(176 kcal),"5,4","4,2","29,6","26,5","1,5","0,05","0,02",,['Deluxe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,stevia natus,7898943305015,['France'],[],[],?,?,,?,,?,,?,,,,['stevia natus'],['Substitut du sucre'],['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans arômes artificiels'],,['80 ml'],,,,,,,,,,
936,Miel De foret - Casino,3222477356603,['France'],[],[],?,?,,?,,?,,?,,,B,['Casino'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",['Casino'],,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
937,Chef Boyardee Big Beefaroni,0064144043347,"['France', 'États-Unis']","['Tomatoes ', 'Tomato Puree', 'Water', 'Water', 'Beef', 'Enriched Pasta ', 'Durum Wheat Semolina', 'Wheat Gluten', 'Niacin', 'Ferrous Sulfate', 'Thiamine Mononitrate [Vitamin B1]', 'Riboflavin [Vitamin B2]', 'Folic Acid', 'LESS THAN 2% OF: Dehydrated Onion', 'High Fructose Corn Syrup', ""Romano Cheese from Cow's Milk "", 'Part-Skim Milk', 'Cultures', 'Salt', 'Enzymes', 'Sea Salt', 'Salt', 'Dehydrated Garlic', 'Potassium Chloride', 'Spices', 'Dextrose', 'Molasses', 'Ammonium Chloride', 'Citric Acid', 'Yeast Extract', 'Canola Oil', 'Flavoring', 'Lactic Acid', ' CONTAINS: MILK', 'WHEAT']","['Non végétalien', 'Non végétarien']",?,83,347 kj(83 kcal),"2,37","0,99","11,46","2,77","3,56","0,692","0,277",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,2.37 g,en faible quantité,0.99 g,en faible quantité,2.77 g,en faible quantité,0.693 g,en quantité modérée,,-75%,-75%,-8%,+42%,-81%,0%,-69%,+227%,+227%,1,,B,,,,,,,,,,,,"[""E510 - Chlorure d'ammonium"", 'E330 - Acide citrique', 'E270 - Acide lactique']",4,,"['Gluten', 'Lait']",,,,,Conagra Brands,
938,maison de l'abeille - 1KG,36021444,['France'],['fleurs variées'],[],?,?,,?,,?,,?,,,A,"[""maison de l'abeille""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français']",['intermarché'],,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,1KG,['Pot'],,,,,,,['France'],['Bretagne'],,
939,Pur jus de raisin rouge,3760005728480,['France'],[],[],?,57,238 kj(57 kcal),0,0,"14,5","14,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,
940,Coquille st jacques - 40g,3418840016872,['France'],[],[],?,128,536 kj(128 kcal),"7,1","4,5",11,3,5,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 g,,,,,,,,,,,
941,Amaretti d'Abruzzo morbidi al pistacchio - Falcone - 170g,66080008,"['France', 'Italie']","[""Amaretti aux Pistache - Ingrédients: farine des amandes d'abricots "", 'armelline', ' 30%', 'sucre', 'farine des AMANDES 10%', ""blanc d'ŒUF pasteurisé"", 'farine de PISTACHES 3,5%', 'arômes naturels', 'miel', 'poudre levante ', ""bicarbonate d'ammonium"", 'arômes', ' FABRIQUÉ DANS UNE USINE QUI UTILISE: BLÉ', 'NOIX', 'NOISETTES', 'SOJA', "" Conserver à l'abri de la chaleur et de l'humidité""]",[],?,140,586 kj(140 kcal),8,2,11,9,4,"0,038","0,015",C,['Falcone'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['U'],8 g,en quantité modérée,2 g,en quantité modérée,9 g,en quantité modérée,0.0381 g,en faible quantité,,-70%,-71%,-62%,-80%,-83%,-69%,-38%,-94%,-94%,0,-100%,B,-100%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Arômes naturels'],170g,['sachet et carton'],,,,['Soja'],,http://www.falcone.dolciaria.com,,['Italie'],,
942,Panettone,3570514585401,['France'],[],[],?,391,1636 kj(391 kcal),16,8,54,29,"6,8","0,83","0,332",C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,16 g,en quantité modérée,8 g,en quantité élevée,29 g,en quantité élevée,0.83 g,en quantité modérée,,+5%,+5%,+7%,-11%,+5%,+12%,-0%,+88%,+88%,20,+8%,E,+8%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,
943,Gâteau de Noël Chocolat Orange - 225g,3571375912214,['France'],[],[],?,400,1674 kj(400 kcal),24,"8,6",36,34,"8,4","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225 g,,,,,,,,,,,
944,Miettes de thon à l'huile de tournesol - Rochambeau,3439497020418,['France'],[],[],?,225,941 kj(225 kcal),15,"1,8",0,0,"23,3","1,2","0,48",E,['Rochambeau'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile de tournesol""]",,15 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,1.2 g,en quantité modérée,,+3%,+4%,+8%,+1%,-100%,-100%,+3%,+10%,+10%,3,-3%,C,-3%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,,,,,,,
945,crème ultra riche - Gamarde - 40ml,3760141876052,['France'],[],[],?,?,,?,,?,,?,,,,['Gamarde'],"['Non alimentaire', 'Open Beauty Facts']",['Parapharmacie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 ml,['Tube'],,,,,,,['100\xa0% naturelle'],['France'],,
946,Vinaigre de canna a sucre gingembre,3343979000310,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
