,name,bar_code,quantity,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,allergens,nova_score,additives,traceability_code,packaging,ingredients_origins,manufacturing,generic_name,link,palm_ingredients,brand_owner,origin_detail
1559,Chocolat noir 70% fourée a la truffe - Truffettes De France,3472710054265,,,['France'],[],[],?,589,2464 kj(589 kcal),45,30,34,31,6,"0,08","0,032",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', 'Chocolats noirs fourrés']",['Fabriqué en France'],45 g,en quantité élevée,30 g,en quantité élevée,31 g,en quantité élevée,0.08 g,en faible quantité,,+12%,+12%,+37%,+65%,-31%,-29%,+6%,+35%,+35%,23,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Truffettes De France'],,,,,,,,,,,,
1560,Ecorces d'orange - Chocmod,3472710054272,,,['France'],"[""FR CHOCOLAT NOIR LA DE SAVEUR ORANGE ET CRUNCHIES D'ORANGE - 57,5% "", 'pâte de sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'fourrage Truffe Fantaisie arôme orange 40% ', 'graisses végétales non hydrogénées ', 'palme', 'palmiste', 'sucre', 'cacao maigre', 'lactosérum ', 'lait', 'émulsifiant : lécithine de soja', 'arôme nature! de vanille', ""arôme naturel d'orange"", ""crunchies à l'orange 2,5% "", 'orange', 'sucre', 'amidon de maïs', ' Chocolat noir 70% de cacao minimum', ' Chocolat pur de cacao', ' Peut contenir des traces de gluten ', 'dont blé', ""d'arachides et de fruits à coque,""]","['Huile de palme', 'Non végétalien']",?,580,2427 kj(580 kcal),44,29,36,33,6,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Chocmod'],['Lait'],4,['E322i - Lécithine'],,,,,,,['Huile de palme'],,
1561,Truffes fantesie - Truffettes De France,3472710055002,,,['France'],[],[],?,614,2569 kj(614 kcal),47,35,40,34,"4,9","0,3","0,12",,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Truffettes De France'],,,,,,,,,,,,
1562,Sablés - La Mère Poulard - 50g,3472860001263,50 g,['Stockomani'],['France'],"['Farine de froment ', 'France', 'beurre', 'sucre', 'oeufs', 'sel', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2114,504,2114 kj(504 kcal),"22,8","15,9","69,5","25,1","6,4","0,25","0,1",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,22.8 g,en quantité élevée,15.9 g,en quantité élevée,25.1 g,en quantité élevée,0.25 g,en faible quantité,+6%,+6%,+6%,+10%,+57%,+9%,-15%,-2%,-58%,-58%,22,+11%,E,+11%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['La Mère Poulard'],"['Œufs', 'Gluten', 'Lait']",4,,,"['Carton', 'Plastique']",,['France'],,,,,
1563,Coffret Collector Grandes Galettes - La mere poulard,3472860001461,,,['France'],[],[],?,507,2121 kj(507 kcal),?,"16,7",?,"22,4","6,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La mere poulard'],,,,,,,,,,,,
1564,Les galettes de la Mère Poularde - La Mère Poulard - 500g,3472860001485,500 g,,['France'],"['Farine de froment ', 'France', 'beurre ', '22%', 'sucre', 'caramel au beurre salé ', '2,9%', ' ', 'sucre', 'sirop de glucose', 'beurre ', '11%', 'eau', 'crème', 'sel de Guérande ', '1,4%', 'œufs', 'arôme naturel', 'sel', 'caramel ', '0,01%', ' ', 'sirop de glucose', 'sucre', 'eau']","['Sans huile de palme', 'Non végétalien']",?,499,2088 kj(499 kcal),22,"14,2","68,8","22,7","6,5","0,54","0,216",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",,22 g,en quantité élevée,14.2 g,en quantité élevée,22.7 g,en quantité élevée,0.54 g,en quantité modérée,,+11%,+11%,+35%,+131%,+3%,-28%,-12%,+15%,+15%,23,+36%,E,+36%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['La Mère Poulard'],"['Œufs', 'Gluten', 'Lait']",4,,,"['boîte', 'Métal', 'Plastique']",['France'],['France'],,,,,
1565,Les Cookies de la Mère Poulard Pomme-Caramel - 400g,3472860001553,400 g,,['France'],"['Farine de froment ', 'France', 'cassonade', 'beurre', 'pépites de pomme ', '8,3 %', ' ', 'fruits ', 'purée concentrée de pomme', 'jus concentré de pomme', 'sucrose', 'sirop de fructose', 'farine de riz', 'beurre de cacao', 'agent gélifiant : pectine', 'acidifiant : acide citrique', 'arôme', ""fibre d'agrumes"", 'éclats de caramel au beurre salé ', '5,6 %', ' ', 'sucre', 'sirop de glucose', 'crème fraîche de Normandie', 'beurre salé ', '3,7 %', 'lait écrémé en poudre', 'fleur de sel de Guérande ', '1,4 %', 'caramel ', 'sirop de glucose-fructose', 'eau', 'œufs entiers en poudre', 'sel', 'poudre à lever ', 'pyrophosphate de soude', 'bicarbonate de soude', 'amidon de blé', 'arôme naturel de pomme ', '0,3 %']",['Non végétalien'],2028,483,2028 kj(483 kcal),"20,6","14,2","69,9","32,9","5,2","0,74","0,296",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,20.6 g,en quantité élevée,14.2 g,en quantité élevée,32.9 g,en quantité élevée,0.74 g,en quantité modérée,+1%,+2%,+2%,-1%,+41%,+9%,+12%,-20%,+26%,+26%,26,+31%,E,+31%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['La Mère Poulard'],"['Œufs', 'Gluten', 'Lait']",4,"['E440 - Pectines', 'E330 - Acide citrique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,"['Boite', 'Métal', 'Sachets fraîcheur']",,['France'],,,,,
1566,Les cookies de la mère Poulard Caramel - 400g (égoutté : 220g),3472860001751,400 g (égoutté : 220 g),,['France'],"['Farine de froment', 'beurre', 'cassonade', 'éclats de caramel au beurre salé ', '15,4%', ' ', 'sucre', 'sirop de glucose', 'crème fraîche de Normandie', 'beurre salé ', '3,7%', 'lait écrémé en poudre', 'fleur de sel de Guérande ', '1,4%', 'caramel ', 'sirop de glucose-fructose', 'eau', 'œufs entiers en poudre', 'arôme naturel ', '1,0%', 'poudre à lever ', 'pyrophosphate de soude', 'bicarbonate de soude', 'amidon de blé', 'sel', 'caramel au beurre salé ', '0,3%', ' ', 'sirop de glucose', 'sucre', 'beurre ', '11%', 'eau', 'crème', 'sel de Guérande ', '1,4%']","['Sans huile de palme', 'Non végétalien']",?,501,2096 kj(501 kcal),"24,7","17,1","65,4","30,9","5,4","0,95","0,38",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Produits traditionnels']",,24.7 g,en quantité élevée,17.1 g,en quantité élevée,30.9 g,en quantité élevée,0.95 g,en quantité modérée,,+6%,+5%,+19%,+69%,+2%,+5%,-17%,+61%,+61%,26,+31%,E,+31%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['La Mère Poulard'],"['Œufs', 'Gluten', 'Lait']",4,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,"['Boîte', 'Métal', 'Sachet', 'Plastique']",,['France'],,,,,
1567,Les galettes de la mère poulard - 500gr,3472860001775,500 gr,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La mère poulard'],,,,,,,,,,,,
1568,Les Cookies de la Mère Poulard Chocolat - 200g,3472860002383,200 g,,['France'],"['Farine de froment ', 'France', 'pépites de chocolat ', '26%', ' ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'cassonade', 'beurre', 'cacao en poudre ', '1,7%', 'œufs entiers en poudre', 'sel', 'poudre à lever ', 'pyrophosphate de soude', 'bicarbonate de soude', 'amidon de blé', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2095,?,2095 kj(501 kcal),"24,1","16,4","66,7","38,7","5,8","0,49","0,196",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits sablés']","['Point Vert', 'Fabriqué en France', 'Triman']",24.1 g,en quantité élevée,16.4 g,en quantité élevée,38.7 g,en quantité élevée,0.49 g,en quantité modérée,+1%,,+2%,+3%,+18%,+6%,+52%,-6%,-28%,-28%,26,+19%,E,+19%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['La Mère Poulard'],"['Œufs', 'Gluten', 'Lait', 'Soja']",4,"['E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,"['boîte', 'métal']",['France'],['France'],Cookies Chocolat,http://www.biscuiterie-mere-poulard.com/produits/fr/nos-coffrets-fer-collector/50-cookies-chocolat-coffrets-fer-collector-de-400g.html,,,
1569,Les cookies de la mère poulard - 200g,3472860002550,200 g,,['France'],[],[],?,483,2021 kj(483 kcal),"20,6","14,2","69,9","32,9","5,2","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Mère Poulard'],,,,,,,,,,,,
1570,Les Cookies du Mont Saint Michel - La Mère Poulard - 100g,3472860003014,100 g,['Carrefour'],['France'],"['Farine de froment ', 'France', 'pépites de chocolat ', '26%', ' ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant: lécithine de soja ou de tournesol', 'cassonade', 'beurre ', '16%', 'oeufs entier en poudre', 'sel', 'poudre à lever ', 'diphosphates', 'carbonate de sodium', 'amidon de blé', 'arôme naturel de vanille ', '0,06%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,490,2050 kj(490 kcal),"23,1","6,55","65,1","40,8","7,5","0,56","0,224",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']","['Point Vert', 'Fabriqué en France', 'Origine France']",23.1 g,en quantité élevée,6.55 g,en quantité élevée,40.8 g,en quantité élevée,0.56 g,en quantité modérée,,-0%,-0%,-1%,-44%,+4%,+26%,+14%,+1%,+1%,19,-11%,E,-11%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['La Mère Poulard', 'Mère Poulard']","['Œufs', 'Gluten', 'Lait']",4,"['E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500i - Carbonate de sodium']",,"['Sous-vide', 'Plastique', 'Carton']",['France'],['France'],Cookies,,,,
1571,Cookies Vanille Chocolat - Mère Poulard - 225g,3472860003120,225 g,['Mère Poulard'],['France'],"['Farine de froment', 'pépites de chocolat ', '26 %', ' ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'cassonade', 'beurre', 'oeufs entiers en poudre', 'sel', 'poudre à lever ', 'pyrophosphate de soude', 'bicarbonate de soude', 'amidon de blé', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2053,490,2053 kj(490 kcal),"23,1","15,7","65,1","40,8","7,5","0,56","0,224",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",['en:palm-oil-free'],23.1 g,en quantité élevée,15.7 g,en quantité élevée,40.8 g,en quantité élevée,0.56 g,en quantité modérée,-1%,-0%,-0%,-1%,+33%,+4%,+26%,+14%,+1%,+1%,27,+26%,E,+26%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['Mère Poulard'],"['Œufs', 'Gluten', 'Lait', 'Soja']",4,"['E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,"['Sachet', 'Plastique']",,['France'],Cookies,,,,
1572,Cookies Fruits Rouges - La Mère Poulard - 100g,3472860003168,100 g,,['France'],"['Farine de froment', 'cassonade', 'beurre', 'pépites de cassis ', '8,3%', ' ', 'jus concentré de cassis', 'cassis', 'pommes', 'purée de pomme', 'sucrose', 'sirop de fructose', 'farine de riz', 'beurre de cacao', 'agent gélifiant : pectine', 'arôme naturel', 'acidifiant : acide citrique', 'pâte de framboise ', '3,4%', ' ', 'jus concentré de framboise', 'framboises', 'purée de framboise', 'sirop de glucose', 'sucrose', 'arôme naturel framboise et autres arômes naturels', 'framboises ', '1,7%', 'oeufs entiers en poudre', 'arôme naturel de framboise ', '0,9%', 'sel', 'poudre à lever ', 'pyrophosphate de soude', 'bicarbonate de soude', 'amidon de blé']",['Non végétalien'],1970,470,1970 kj(470 kcal),"19,9","13,7","68,6","36,9","5,4","0,62","0,248",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,19.9 g,en quantité modérée,13.7 g,en quantité élevée,36.9 g,en quantité élevée,0.62 g,en quantité modérée,-2%,-1%,-1%,-4%,+36%,+7%,+25%,-17%,+5%,+5%,25,+26%,E,+26%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['La Mère Poulard'],"['Œufs', 'Gluten', 'Lait']",4,"['E440 - Pectines', 'E330 - Acide citrique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,"['Carton', 'Sachets']",,['France'],,,,,
1573,Assortiment de Biscuits Gourmands  - La mère Poulard - 350g,3472860007036,350 g,,['France'],[],[],?,?,,?,,?,,?,,,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Assortiments de biscuits']",,,,,,,,,,,,,,,,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['La mère Poulard'],,,,,,,,,,,,
1574,Galettes Caramel au Beurre Salé - Mère Poulard - 125g,3472860008125,125g,,['France'],"['Farine de froment ', 'France', 'beurre ', '21 %', 'sucre', 'éclats de caramel au beurre salé ', '5 %', ' ', 'sucre', 'sirop de glucose', 'crème fraiche de Normandie', 'beurre salé ', '3,7 %', 'lait écrémé en poudre', 'fleur de sel de Guérande ', '1,4 %', 'caramel ', 'sirop de glucose-fructose', 'eau', ']', 'caramel au beurre salé ', '5 %', ' ', 'sirop de glucose', 'sucre', 'beurre ', '11 %', 'eau', 'crème', 'sel de Guérande ', '1,4 %', 'oeufs', 'arôme naturel', 'sel', 'caramel ', '0,01 %', ' ', 'sirop de glucose', 'sucre', 'eau']","['Sans huile de palme', 'Non végétalien']",2088,?,2088 kj(499 kcal),"22,5","15,2","68,9","23,7","5,9","0,51","0,204",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,22.5 g,en quantité élevée,15.2 g,en quantité élevée,23.7 g,en quantité élevée,0.51 g,en quantité modérée,+4%,,+5%,+8%,+50%,+8%,-20%,-9%,-13%,-13%,23,+16%,E,+16%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Mère Poulard'],"['Œufs', 'Gluten', 'Lait']",4,,,['Carton'],['France'],,,,,,
1575,Cookies chocolat - La Mère Poulard,3472860011620,,,['France'],[],[],?,500,2092 kj(500 kcal),"24,1","16,4","66,7","38,7","5,8","0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Mère Poulard'],,,,,,,,,,,,
1576,Les galettes du mont Saint Michel - Mère Poulard - 300grames,3472860091905,300 grames,,"['Belgique', 'France']","['Farine de froment', 'beurre 25%', 'sucre', 'oeufs extra-frais 2%', 'oeufs', 'sel', 'arôme naturel de vanille 0,1%', 'caramel Peut contenir des traces de soja', 'de sésame', ""d'arachide et de fruits à coques""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",,,,,,,,,,,,,,,,,,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Mère Poulard'],"['Œufs', 'Gluten', 'Lait', 'Soja']",4,,,['boites aluminium'],['France'],['Mont Saint Michel'],,http://www.lemont-saint-michel.info,,,
1577,Confiture de Figue - La Mère Poulard - 220g,3472860096696,220 g,,['France'],"['Figues 60%', 'sure de canne', 'jus de citron', 'gélifiant: pectine de fruits']",[],?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['La Mère Poulard'],,4,['E440 - Pectines'],,"['Verre', 'Bocal']",,,,,,,
1578,Caramels durs et croustillants à la fleur de sel de guérande - La Mère Poulard,3472860098928,,,['France'],"['Sucre', 'sirop de glucose', 'praliné ', 'sucre', 'noisettes', 'amandes', 'lait concentré sucré', 'beurre ', 'lait', ' frais ', '7%', 'sel de Guérande ', '0,3%', ' Allergènes : lait amandes', 'noisettes', "" Peut contenir des traces d'autres fruits à coque"", 'soja']",['Non végétalien'],?,450,1883 kj(450 kcal),12,8,84,64,"1,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Mère Poulard'],"['Lait', 'Fruits à coque']",4,,,,,,,,,,
1579,Palets Au Citron - La mere poulard,3472860404507,,,['France'],"['Farine de froment ', 'France', 'beurre  ', '23%', 'sucre', 'pâte de citron ', '5%', ' ', 'écorces de citron', 'sirop de glucose-fructose', 'sucre', ""correcteur d'acidité acide citrique"", 'œufs', 'jaunes ', ""l'?ilfs en poudre"", 'arôme naturel de citron ', '0,8%', 'sel', ' Peut contenir des traces de soja', 'de sésame et de fruits à coque']",['Non végétalien'],?,491,2054 kj(491 kcal),"22,8","15,8","66,2","23,1","6,2","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La mere poulard'],"['Œufs', 'Gluten', 'Lait']",4,['E330 - Acide citrique'],,,,,,,,,
1580,La Mère Poulard Mont Saint Michel Assortiment Boite Métale de Galettes au Caramel Sablés Palets Cookies...,3472860404576,,,['France'],"['Farine de froment ', 'France', 'beurre ', '22%', 'sucre', 'oeufs', 'sel', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,504,2109 kj(504 kcal),"22,8","15,9","69,5","25,1","6,4","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Mere Poulard'],"['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,,
1581,Sablés au beurre - La Mere Poulard,3472860404811,,,['France'],"['Farine de froment ', 'France', 'beurre ', '22%', 'sucre', 'guis', 'sel', 'arôme naturel de vanille', ' Peut contenir des traces de soja', 'de sésame et de fruits à coque']",['Non végétalien'],?,504,2109 kj(504 kcal),"22,8","15,9","69,5","25,1","6,4","0,25","0,1",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Sablés au beurre']",,22.8 g,en quantité élevée,15.9 g,en quantité élevée,25.1 g,en quantité élevée,0.25 g,en faible quantité,,+3%,+3%,-0%,+10%,+9%,-2%,-1%,-63%,-63%,22,-5%,E,-5%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['La Mere Poulard'],"['Gluten', 'Lait']",4,,,,,,,,,,
1582,Sablés au beurre - La mère Poulard - 250g,3472860404910,250g,['Leclerc'],['France'],"['Farine de froment ', 'France', 'beurre ', '22%', 'sucre', 'oeufs', 'sel', 'arôme naturel de vanille', ' Peut contenir des traces de soja', 'de sésame et de fruits à coque', ' C']",['Non végétalien'],?,504,2109 kj(504 kcal),"22,8","15,9","69,5","25,1","6,4","0,25","0,1",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",,22.8 g,en quantité élevée,15.9 g,en quantité élevée,25.1 g,en quantité élevée,0.25 g,en faible quantité,,+3%,+2%,-2%,+14%,+10%,-1%,+3%,-63%,-63%,22,+0%,E,+0%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['La mère Poulard'],"['Œufs', 'Gluten', 'Lait']",4,,,['5 sachets fraîcheur de 6 biscuits'],['France'],['France'],,,,,
1583,Palets au beurre - La Mère Poulard,3472860404941,,,['France'],[],[],?,503,2105 kj(503 kcal),"24,7","16,8","64,3","17,6","6,7","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Mère Poulard'],,,,,,,,,,,,
1584,Cookies gourmands - La Mère Poulard - 200g,3472860404989,200 g,,['France'],"['Éclats de chocolat 29% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithine de tournesol', 'arôme naturel de vanille', ' Cacao : 50% minimum', 'farine de froment ', 'France', 'cassonade', 'beurre ', '16%', 'œufs', 'poudre à lever ', 'diphosphates', 'carbonate de sodium', 'amidon de blé', 'émulsifiant : lécithine de tournesol', 'sel', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,494,2067 kj(494 kcal),"24,1","16,6","61,4","32,6","6,7","0,7","0,28",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']","['Plein air', 'Sans arômes artificiels', 'Œufs de poules élevées en plein air', 'Point Vert', 'Fabriqué en France', 'Sans colorants artificiels', 'Sans colorants', 'Sans OGM', 'Sans conservateurs', 'Pur beurre', 'Triman']",24.1 g,en quantité élevée,16.6 g,en quantité élevée,32.6 g,en quantité élevée,0.7 g,en quantité modérée,,+0%,+0%,+3%,+41%,-1%,+0%,+2%,+27%,+27%,26,+21%,E,+21%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['La Mère Poulard'],"['Œufs', 'Gluten', 'Lait']",4,"['E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500i - Carbonate de sodium']",,"['Boîte', 'Métal']",,['France'],Cookies aux éclats de chocolat,,,,
1585,Sablés pur beurre - La Mère Poulard,3472860405306,,,['France'],[],[],?,501,2096 kj(501 kcal),"21,9","14,8",70,"19,8","6,8","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Mère Poulard'],,,,,,,,,,,,
1586,Sables éclats de chocolat - La Mère Poulard,3472860405375,,,['France'],[],[],?,486,2033 kj(486 kcal),20,13,"68,1","25,6","7,1","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Mère Poulard'],,,,,,,,,,,,
1587,Sablés Caramel - La Mère Poulard,3472860405580,,,['France'],[],[],?,499,2088 kj(499 kcal),22,"14,1","68,8","22,7","6,5","0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Mère Poulard'],,,,,,,,,,,,
1588,Les sablés de la mére poulard - eclats de chocolat,3472860405610,,,['France'],[],[],?,486,2033 kj(486 kcal),20,13,"68,1","25,6","7,1","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Mère Poulard'],,,,,,,,,,,,
1589,Cookies - La Mère Poulard,3472860405658,,,['France'],[],[],?,490,2050 kj(490 kcal),"23,6","15,6","59,3","27,3","7,3","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Mère Poulard'],,,,,,,,,,,,
1590,Les cookies - La Mère Poulard,3472860405764,,,['France'],[],[],?,476,1992 kj(476 kcal),"20,4","14,6","67,3","29,5","5,8","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Mère Poulard'],,,,,,,,,,,,
1591,Mes Moelleux au Chocolat - La Mère Poulard - 180g,3472860502357,180 g,,['France'],[],[],?,483,2021 kj(483 kcal),28,17,51,36,"5,4","0,22","0,088",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Moelleux au chocolat']",,28 g,en quantité élevée,17 g,en quantité élevée,36 g,en quantité élevée,0.22 g,en faible quantité,,+13%,+14%,+14%,+75%,+18%,+14%,-11%,-39%,-39%,23,+19%,E,+19%,83.9%,9.8%,1.9%,2.9%,1.1%,0.3%,36,['La Mère Poulard'],,,,,,,,,,,,
1592,Chair de tourteau cuite décortiquée surgelée - Freshpack - 100g,3472892013067,100 g,['Auchan'],['France'],"['Tourteau 100% ', 'cancer Paagurus', 'pêché en atlantique Nord Est ', 'FAO27', 'cuit et décortiqué']","['Non végétalien', 'Non végétarien']",399,?,399 kj(95 kcal),"0,8","0,1","0,8","0,8",21,"0,81","0,324",,"['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Poissons surgelés']",,0.8 g,en faible quantité,0.1 g,en faible quantité,0.8 g,en faible quantité,0.81 g,en quantité modérée,-15%,,-17%,-78%,-87%,-66%,+105%,+27%,+86%,+86%,-1,,A,,,,,,,,,"['Freshpack', 'Shellfish De La Mer']",,,,['IE CK0042 EC'],"['Carton', 'Surgelé']",,['Irlande'],,,,,
