,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,brand,labels,traceability_code,markets,quantity,additives,allergens,nova_score,palm_ingredients,ingredients_origins,manufacturing,generic_name,link,brand_owner
932,Barberie Entenbrust,3295080216084,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Confiture Extra RHUBARBE - Les Fermes de Gally,3770003257424,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe', 'en:vegetable-jams']",['France'],"['Rhubarbe', 'sucre de canne', 'jus concentré de citron', 'gélifiant : pectine de fruit', ' Préparée avec 55 g de fruits pour 100 g', ' Teneur totale en sucres: 60 g pour 100g']",[],0.1 g,en faible quantité,0 g,en faible quantité,53.4 g,en quantité élevée,0.00325 g,en faible quantité,?,,277,+26%,1159 kj(277 kcal),+25%,"0,1",-52%,0,-100%,"55,2",+1%,"53,4",+1%,"0,3",-36%,"0,003",-84%,"0,001",-84%,12,+42%,D,+42%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,['Les Fermes de Gally'],,,,,['E440 - Pectines'],,4,,,,,,
934,Café saveur caramel - 125g,3760247150285,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,
935,oreo original,4622440336738,,,['France'],[],[],,,,,,,,,?,,474,,1983 kj(474 kcal),,19,,"5,2",,68,,38,,"5,4",,"0,74",,"0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Carottes au gingembre,4260650730245,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,26,,109 kj(26 kcal),,"0,2",,"0,1",,"7,6",,"0,1",,"0,9",,"2,3",,"0,92",,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien', 'en:EG-Öko-Verordnung', 'Sans additifs']",,,,,,,,,,,,
937,Edinburgh blend tea - 125g,0024307002536,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,
938,Eau Gazeuze - Plus,11665953,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Plus'],,,,,,,,,,,,,
939,Olives vertes -,3542330000719,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Plantation,3564706505087,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['boîte'],['Plantation'],,,,,,,,,,,,,
941,Kochsalat - 450g,9000143142828,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Stück'],,,,,450 g,,,,,,,,,
942,Aprikosen - 480g,4337185397721,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,480 g,,,,,,,,,
943,Fisch Seehecht natur - 300g,9008695970012,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,
944,Fruzzy,6191534802650,,,['France'],[],[],,,,,,,,,?,,48,,201 kj(48 kcal),,"0,8",,0,,"11,3",,0,,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Baguette,4260495840314,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['stück'],,,,,,,,,,,,,,
946,Rapsöl,00872881,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,
947,Frutos secos,3760048335133,,,['France'],[],[],,,,,,,,,?,,576,,2410 kj(576 kcal),,42,,"3,7",,20,,"2,1",,28,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Berg Käse,2850573001458,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Eucalyptus,3389689002503,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,98,,77,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Amande,2600150024079,,,['France'],[],[],,,,,,,,,?,,662,,2770 kj(662 kcal),,"52,5",,4,,21,,"4,9",,21,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Champion Scheiben,5411361017944,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Jambon cuit à l'ancienne - Carrefour,2411843034189,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",['France'],[],[],11 g,en quantité modérée,4.1 g,en quantité modérée,0.6 g,en faible quantité,1.8 g,en quantité élevée,?,,189,+24%,791 kj(189 kcal),+24%,11,+79%,"4,1",+70%,"0,6",+21%,"0,6",+23%,21,-6%,"1,8",-8%,"0,72",-8%,13,+33%,D,+33%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,['Carrefour'],,,['Carrefour'],,,,,,,,,,
953,Noix de coco,2868520010569,,,['France'],[],[],,,,,,,,,?,,369,,1544 kj(369 kcal),,"36,8",,"33,3",,5,,"0,9",,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Escalope de poulet,2447040021912,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
955,Smoothie&go - Activia,5900643040232,,,['France'],[],[],,,,,,,,,?,,59,,247 kj(59 kcal),,"1,2",,"0,5",,"8,1",,"7,8",,"2,6",,"0,1",,"0,04",,,,,,,,,,,,,,['Activia'],,,,,,,,,,,,,
956,Quinoa - 500g,3276350022376,,,['France'],[],[],,,,,,,,,?,,1468,,6142 kj(1468 kcal),,"5,8",,"0,9",,"68,2",,0,,"13,1",,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,
957,Smoothie green vitamins,5425002152710,,,['France'],[],[],,,,,,,,,?,,53,,222 kj(53 kcal),,"0,2",,0,,"11,6",,"10,5",,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Jus pomme poire,5425002157517,,,['France'],[],[],,,,,,,,,?,,45,,188 kj(45 kcal),,"0,1",,0,,"10,8",,"10,8",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,"Cornichons ""Ukropnie""",3800740011017,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,3.5 g,en faible quantité,1.8 g,en quantité élevée,?,,22,-19%,92 kj(22 kcal),-14%,"0,1",-66%,0,-100%,"4,8",+40%,"3,5",+34%,"0,3",-70%,"1,8",+5%,"0,72",+5%,2,-8%,B,-8%,,,,,,,,,,,,,,,,,,,,,,
960,Filets de poulet rôtis - Volaé,0211791022632,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Volaé'],['Nutriscore'],,,,,,,,,,,,
961,Saucisse de Francfort - Kervern,2200043031094,D,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses allemandes', 'Saucisses de Francfort']",['France'],[],[],22 g,en quantité élevée,8.3 g,en quantité élevée,0 g,en faible quantité,2.1 g,en quantité élevée,?,,268,+5%,1121 kj(268 kcal),+4%,22,+2%,"8,3",+3%,"1,5",+33%,0,-100%,15,+6%,"2,1",+7%,"0,84",+7%,20,+8%,E,+8%,84.3%,9.6%,1.8%,1.2%,0.7%,2.5%,23,,['Kervern'],"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
962,Soupe de Légumes aux Orties,3263340302518,,"['Plats préparés', 'Soupes', ""Soupe d'ortie""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,,,,,,
963,Gaufres Sucrées,3760213070333,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,"23,3",,"12,3",,"53,7",,0,,"6,3",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Race a viande,0202164033980,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Sauce Soj Claire LKK,0078895133301,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,"0,5",,"0,1",,14,,12,,"7,7",,20,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Brie de Meaux AOP - Fermier,2480099019226,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,
967,Classic Polvoron,4800111003695,,,['France'],[],[],,,,,,,,,?,,130,,544 kj(130 kcal),,6,,5,,10,,7,,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Orangen - 1.5g,4021851269688,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['stück'],,,,,1.5 g,,,,,,,,,
969,Moutarde au Piment d'Espelette,3332290412834,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],12 g,en quantité modérée,0.8 g,en faible quantité,2.5 g,en faible quantité,6.6 g,en quantité élevée,?,,166,-2%,695 kj(166 kcal),-2%,12,+11%,"0,8",-2%,"3,7",-46%,"2,5",-35%,7,+7%,"6,6",+40%,"2,64",+40%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,"['EMB 60537', 'Ribécourt-Dreslincourt (Oise, France)']",,,,,,,,,,,
970,Huile de palme - Afroase,8717677862269,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de palme']",['France'],['huile de palme'],"['Huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,76.1%,8.7%,5.0%,7.7%,2.5%,0.0%,61,,['Afroase'],,,,,,,2,['Huile de palme'],['Équateur'],,,,
971,Poiré des glace,0627843195412,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Tarte aux fraises,0208458058714,,,['France'],[],[],,,,,,,,,?,,163,,682 kj(163 kcal),,"4,2",,"2,2",,28,,16,,"2,4",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Sauce olives et câpres - 290g,8005695020212,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['bocal verre'],,,,,290 g,,,,,,,,,
974,Sugo allo Scarpariello - 290g,8005695020014,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,290 g,,,,,,,,,
975,Rotwurst - 125g,4013409838781,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Conserve'],,,,,125 g,,,,,,,,,
976,Sülze - 125g,4013409838774,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Conserve'],,,,,125 g,,,,,,,,,
977,Noisettes décortiquées - 125g,3588731000140,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,
978,Leberwurst - 125g,4013409838798,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Conserve'],,,,,125 g,,,,,,,,,
979,Riz,3760105890612,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Porcini Mushroom Tortelloni - Aldi,0041498121891,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,8,,2,,65,,4,,12,,"0,85",,"0,34",,,,,,,,,,,,,,['Aldi'],,,,,,,,,,,,,
981,Pfeffer bunt,20209513,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Glutabye Lunette Lampone 200G,3760061492509,,,['France'],[],[],,,,,,,,,?,,442,,1849 kj(442 kcal),,17,,10,,70,,34,,"2,9",,"0,6",,"0,24",,,,,,,,,,,,,,['Glutabye'],,,,,,,,,,,,,
983,Pain d'epices au miel - U - 350g,3256224377443,B,"['Biscuits et gâteaux', ""Pains d'épices""]",['France'],[],['Sans huile de palme'],0.8 g,en faible quantité,0.1 g,en faible quantité,39 g,en quantité élevée,0.71 g,en quantité modérée,?,,294,-13%,1230 kj(294 kcal),-13%,"0,8",-77%,"0,1",-92%,67,-5%,39,-4%,"2,9",-33%,"0,71",+63%,"0,284",+63%,14,-1%,D,-1%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,['U'],['en:palm-oil-free'],,,350 g,,,,,,,,,
984,Orange bio,0205603010894,,,['France'],[],[],,,,,,,,,?,,46.5,,195 kj(46 kcal),,"0,26",,0,,"8,32",,"8,32",,0,,0,,0,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
985,Pain spécial aux céréales,2644690009189,,,['France'],[],[],,,,,,,,,?,,274,,1146 kj(274 kcal),,5,,0,,43,,2,,11,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Formule d'entretien des artères,3665346302156,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
987,La gauffre roulee Mas De Saboth,3286631460001,,,['France'],[],[],,,,,,,,,?,,429,,1795 kj(429 kcal),,"7,8",,"1,45",,"80,8",,"34,1",,"7,8",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Escalopes natures - 800g,5901687987163,,,['France'],[],[],,,,,,,,,?,,198,,828 kj(198 kcal),,11,,"2,3",,"8,2",,"0,3",,15,,"1,1",,"0,44",,,,,,,,,,,,,,,['Halal'],,,800 g,,,,,,,,,
989,Croissant pain choco,1900000015945,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Assortiment de croissants et pains au chocolat']",['France'],[],[],20 g,en quantité modérée,13 g,en quantité élevée,8.6 g,en quantité modérée,0.78 g,en quantité modérée,?,,362,-1%,1515 kj(362 kcal),-0%,20,-3%,13,+3%,37,-3%,"8,6",-5%,"6,1",-22%,"0,78",-23%,"0,312",-23%,18,-2%,D,-2%,,,,,,,,,,,,,,,,,,,,,,
990,0033674158975,0033674158975,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
991,Canaillou shop -,3250391434930,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,110,-28%,460 kj(110 kcal),-28%,0,-100%,0,-100%,1,-91%,0,-100%,50,+331%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,
992,5060418210007,5060418210007,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,2 steaks,3181238975760,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,pain au chocolat,0209302029522,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['France'],[],[],23 g,en quantité élevée,15 g,en quantité élevée,12 g,en quantité modérée,0.86 g,en quantité modérée,?,,394,-1%,1648 kj(394 kcal),-1%,23,+5%,15,+13%,40,-5%,12,0%,"6,8",-5%,"0,86",-5%,"0,344",-5%,19,-4%,E,-4%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,,,
995,Kaminwurzerl,20050474,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Eisbein,4041272003258,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Schweinegulasch,4014829927284,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Dosen'],,,,,,,,,,,,,,
998,pomme de terre,3345360302959,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,"18,3",,"0,7",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,"H Vollmilch 3,5%",4040600003113,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['tetra pak'],,,,,,,,,,,,,,
1000,Semoule d'Orge grosse - 1kg,3700671700199,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,
1001,Amandes entieres - Trésors de chefs - 500g,3663327009605,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes entières']",['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,['Trésors de chefs'],,,,500 g,,,,,,,,,
1002,Suisse au chocolat,0204081018378,,,['France'],[],[],,,,,,,,,?,,387,,1619 kj(387 kcal),,18,,12,,49,,18,,"6,1",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,TEST-YUKA 0.9L,3250392807740,,,['France'],[],[],,,,,,,,,?,,165,,690 kj(165 kcal),,"7,3",,"4,7",,"20,5",,"20,5",,"4,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Pain au chocolat pur beure,2012800190964,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Herbes italiennes,7610071277602,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Pot'],,,,,,,,,,,,,,
1006,Tartine p'tit dej - Jacquet,3029330425748,,,['France'],[],[],,,,,,,,,?,,270,,1130 kj(270 kcal),,"4,3",,"0,3",,45,,"7,3",,"9,6",,"1,1",,"0,44",,,,,,,,,,,,,,['Jacquet'],,,,,,,,,,,,,
1007,Noix de muscade bio,4260111101799,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Produits de le muscadier', 'Noix de muscade']","['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,37.2%,0.0%,30.9%,21.7%,10.2%,0.0%,93,['Pot'],,['Bio'],,,,,,,,,,,,
1008,Faux filet,0236562047560,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Bonbons petits pois au lard,3045431722005,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,"0,1",,"0,1",,"97,1",,"90,2",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Zouk de fruits - La Route des Comptoirs - 100g,3760011130154,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['La Route des Comptoirs'],"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",,,100 g,,,,,,,,,
1011,Poivre en grains,7610029194210,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,,,,
1012,Nudeln Fusilli Vollkorn - 500g,8029774001091,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,
1013,Nudeln Spaghetti Vollkorn - 500g,8029774001114,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,
1014,Pain de Mie nature,2644692028867,,,['France'],[],[],,,,,,,,,?,,279,,1167 kj(279 kcal),,"6,3",,"0,5",,48,,"4,4",,"4,4",,"1,1",,"0,44",,,,,,,,,,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,
1015,Miel de forêt,3770001608181,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
1016,Poulet fermier par 2,2674536044678,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,,,,,,,
1017,Comte AOP,0202450028270,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,
1018,8 Kräuter Mix - 300g,4337182036586,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,
1019,Surkarree,2300173006518,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Graines de Fenouil Sucré - Sugar Coated Fennel,8904064624313,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Chili curry nudeln,4099200146355,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Cuisses de poulet blanc fermier chantoceaux - Carrefour,0287455023024,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Frais', 'Sous vide']",['Carrefour'],"['Viande Française', 'Volaille-francaise']","['FR 44.003.002 CE', 'Ancenis (Loire-Atlantique, France)']",['Carrefour'],,,,,,,['France'],,,
1023,Schinkenzwiebelmettwurst - 150g,4260404853510,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Dose', 'Folie']",,,,,150 g,,,,,,,,,
1024,Miel de fleurs sauvages de la cordillère des Andes,3700956811169,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
1025,Salade de fruit - Florette,3303910008904,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Florette'],,,,,,,,,,,,,
1026,Gnocchi farcie gorgonzola & noix - Lustucru,3240931500065,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi']",['France'],[],[],10 g,en quantité modérée,3.8 g,en quantité modérée,1.1 g,en faible quantité,1.3 g,en quantité modérée,?,,226,+30%,946 kj(226 kcal),+29%,10,+424%,"3,8",+587%,25,-24%,"1,1",-17%,"7,7",+67%,"1,3",+10%,"0,52",+10%,6,+52%,C,+52%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,['Lustucru'],,,,,,,,,,,,,
1027,chat roux,1011252490017642,,,['France'],[],[],,,,,,,,,?,,500,,2092 kj(500 kcal),,32,,30,,1,,1,,20,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Öl mit Paprika,5900012006371,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['stück'],,,,,,,,,,,,,,
1029,Erbsen und Möhren - 400g,4337182080381,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,
