,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,brand,labels,traceability_code,markets,quantity,additives,allergens,nova_score,palm_ingredients,ingredients_origins,manufacturing,generic_name,link,brand_owner
639,Tagiliatelles,3760237381279,,,['France'],[],[],,,,,,,,,?,,342,,1431 kj(342 kcal),,"1,6",,"0,3",,"69,2",,"1,8",,"12,5",,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
640,Comté bio JuraFlore,2285475035681,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,?,,418,-0%,1749 kj(418 kcal),-0%,35,+1%,23,+1%,0,-100%,0,-100%,27,+0%,"0,9",+7%,"0,36",+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['JuraFlore'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
641,Dattes dénoyautées bio - 250g,3588731000126,,,['France'],[],[],,,,,,,,,?,,244,,1021 kj(244 kcal),,"0,5",,"0,1",,"56,3",,"53,8",,"1,6",,,,,,,,,,,,,,,,,,,['Bio'],,,250 g,,,,,,,,,
642,Saucissons,0247878039828,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,25,,"9,1",,"0,8",,"0,05",,29,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Cerneaux de noix - 180g,3595193391808,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,180 g,,,,,,,,,
644,Garden Vegetable - 2x 670g,0697812012262,,,['France'],[],[],,,,,,,,,?,,206,,862 kj(206 kcal),,"7,6",,"3,6",,"28,3",,"5,4",,"7,6",,"1,31",,"0,524",,,,,,,,,,,,,,,['Fabriqué en Italie'],,,2 x 670 g,,,,,,,,,
645,Glacage royal - Scrapcooking,3700392446109,,,['France'],[],[],,,,,,,,,?,,399,,1669 kj(399 kcal),,"0,1",,"0,05",,99,,93,,"0,6",,"0,14",,"0,056",,,,,,,,,,,,,,['Scrapcooking'],['Fabriqué en France'],,,,,,,,,,,,
646,Rote Beete,4103770002208,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,,,,,,
647,Miel cremeux,09563957,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Comté - Nos Régions ont du Talent,2860060025065,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],35 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,0.93 g,en quantité modérée,?,,427,+2%,1787 kj(427 kcal),+2%,35,+1%,24,+6%,"0,5",+8%,"0,5",+87%,28,+4%,"0,93",+11%,"0,372",+11%,14,+8%,D,+8%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['Nos Régions ont du Talent', 'Fromageries Arnaud']",,,,,,,,,,,,,
649,Escalope de dinde père dodu,2447038026042,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['France'],[],[],,,,,,,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Père Dodu'],,,,,,,,,,,,,
650,Jagdwurst - 200g,4007791894968,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Dosen'],,,,,200 g,,,,,,,,,
651,Schinkenwurst - 200g,4007791894982,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Konserve'],,,,,200 g,,,,,,,,,
652,Bierschinken - 200g,4007791894920,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Dose'],,,,,200 g,,,,,,,,,
653,Schinkenwurst klein - 125g,4007791844352,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,
654,Bierwurst - 200g,4007791894937,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['pack.'],,,,,200 g,,,,,,,,,
655,Passiflore,3373020051312,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Soft baked cookie,0208225013786,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Vegetarische Mühlen Bratwurst - Rügenwalder Mühle - 200g,4007791894951,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Saucisses végétales']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['stück'],['Rügenwalder Mühle'],,,,200 g,,,,,,,,,
658,Mangue,2868531018301,,,['France'],[],[],,,,,,,,,?,,67,,280 kj(67 kcal),,"0,5",,"0,01",,"15,3",,"12,9",,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Croustisalad - 100g,5413612100382,,,['France'],[],[],,,,,,,,,?,,422,,1766 kj(422 kcal),,14,,"2,1",,64,,32,,"6,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,100 g,,,,,,,,,
660,Miel de printemps,3770012267070,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,
661,Olives vertes,3700976700849,,,['France'],[],[],,,,,,,,,?,,166,,695 kj(166 kcal),,18,,3,,0,,0,,1,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Huile d'olive pimentee,8030853009068,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],91.6 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,824,-4%,3448 kj(824 kcal),-4%,"91,6",-4%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,
663,Maggi tablette - Nestlé,6181002001715,,,['France'],[],[],,,,,,,,,?,,169,,707 kj(169 kcal),,"3,5",,2,,"27,9",,"11,3",,"5,8",,"2,7",,"1,08",,,,,,,,,,,,,,"['Nestlé', 'Maggi']",['Halal'],,,,,,,,,,,,
664,Did'n drip white,8719638162845,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"0,2",,"0,2",,"85,8",,"75,3",,0,,0,,0,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,
665,Tomme des Pyrénées IGP,2092825007485,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme des Pyrénées']",['France'],[],[],30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,?,,376,+8%,1573 kj(376 kcal),+8%,30,+6%,21,+6%,"1,5",+17%,"0,5",+54%,25,+16%,2,+12%,"0,8",+12%,17,+6%,D,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,
666,Sachet funny - 300g,3760036352524,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['EMB 74267A', 'Sévrier (Haute-Savoie, France)']",,300 g,,,,,,,,,
667,Saucisse seche,2606465044283,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Jus de pommes,3371733407402,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,"0,5",,"0,1",,10,,"9,6",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Taboulé vert,3334320011727,,,['France'],[],[],,,,,,,,,?,,195,,816 kj(195 kcal),,12,,"1,5",,18,,"1,5",,3,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Protéines soja bio vr,0206012010437,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
671,Killepitsch,4022269201109,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Souris d'agneau - Jean Rozé,57513843,,,['France'],[],[],,,,,,,,,?,,159,,665 kj(159 kcal),,"8,8",,4,,"0,5",,"0,5",,20,,"0,94",,"0,376",,,,,,,,,,,,,,['Jean Rozé'],"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,
673,Manuka honey,9421015060406,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Epices kefta - 100g,8535068952289,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,
675,"Nuss Mix,Gerstet & Gesalzen - Trader Joe's - 150g",29014682,,,"['France', 'Espagne']",[],[],,,,,,,,,?,,628,,2628 kj(628 kcal),,53,,"7,4",,14,,"4,9",,20,,1,,"0,4",,,,,,,,,,,,,,"[""Trader Joe's""]",,,,150 g,,,,,,,,,
676,Cran Actin Canneberge 400 MG - 60 Capsules - Solaray,0076280131635,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Confiture de Physalis - Fabrication Artisanale - Biolo'Klock - 210g,3560000490388,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",['France'],"['65% physalis""', ""35% sucre blond équitable* * Ingrédients issus de l'agriculture biologique""]",[],0.3 g,en faible quantité,0 g,en faible quantité,56.4 g,en quantité élevée,0.3 g,en quantité modérée,?,,246.6,+11%,1032 kj(246 kcal),+11%,"0,3",+15%,0,-100%,58,+8%,"56,4",+10%,0,-100%,"0,3",+1193%,"0,12",+1193%,12,+29%,D,+29%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,"[""Biolo'Klock""]",['Bio'],,,210 g,,,3,,,,,,
678,Abricots Secs,3355590588887,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,"['EMB 47099', 'Fongrave (Lot-et-Garonne, France)']",,,,,,,,,,,
679,Ölz Osterkranz,9005300005343,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['stück'],,,,,,,,,,,,,,
680,Dose Szegediner Krautfleisch,24625777,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Dose'],,,,,,,,,,,,,,
681,Dose Leberknödelsuppe - 400g,4099200121604,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Dose'],,,,,400 g,,,,,,,,,
682,Biscuits animal kingdom,8710998447108,,,['France'],[],[],,,,,,,,,?,,393,,1644 kj(393 kcal),,"9,27",,"4,64",,72,,27,,"7,2",,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Breizh café,3328043331729,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Mehrkornbrötchen Spar 6er - 360g,8710671030061,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['stück', 'Stück']",,,,,360 g,,,,,,,,,
685,Confiture d'abricot - Sabaton - 6000g,3101740000200,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,54 g,en quantité élevée,,,?,,256,+17%,1071 kj(256 kcal),+17%,"0,5",+121%,"0,1",+134%,62,+17%,54,+7%,"0,5",-0%,,,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,['Sabaton'],['Fabriqué en France'],,,6000 g,,,,,,,,,
686,Pasta Quattro Formaggi,4099200012940,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Crema spalmabile 57% Nocciole Italiane - Il Viaggiator Goloso,8000633047078,D,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['France'],[],[],49 g,en quantité élevée,8.6 g,en quantité élevée,18 g,en quantité élevée,0.04 g,en faible quantité,?,,597,+9%,2498 kj(597 kcal),+9%,49,+44%,"8,6",+12%,21,-59%,18,-62%,13,+90%,"0,04",-61%,"0,016",-61%,18,-13%,D,-13%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,['Il Viaggiator Goloso'],,,,,,,,,,,,,
688,Panettone Fragoline & Cioccolato bianco - 9x 80g,8002630011885,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['France'],[],[],17 g,en quantité modérée,9.9 g,en quantité élevée,30.4 g,en quantité élevée,0.54 g,en quantité modérée,?,,404,+8%,1690 kj(404 kcal),+8%,17,+13%,"9,9",+10%,"55,7",+8%,"30,4",+17%,"6,6",-3%,"0,54",+22%,"0,216",+22%,22,+18%,E,+18%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,9 x 80 g,,,,,,,,,
689,8411465500363,8411465500363,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,3571450300219,3571450300219,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Bierschinken,2101484001755,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Dose'],,,,,,,,,,,,,,
692,Château Tour de Yon,3192040507490,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",['France'],[],[],,,,,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,['France'],,,,
693,Barquette de patate douce Bio 500Gr,3700651501280,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
694,Fadennudeln Vollkorn - 500g,9000452031127,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,
695,Hartkäse gerieben,8006207000326,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Kunststoff'],,,,,,,,,,,,,,
696,Sélection mango - Granini,45633188,,,['France'],[],[],,,,,,,,,?,,46,,192 kj(46 kcal),,"0,5",,"0,1",,10,,10,,"0,5",,0,,0,,,,,,,,,,,,,,['Granini'],,,,,,,,,,,,,
697,Zucker Rohrzucker,9009865004179,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Zucker Rohrzucker - Natur pur - 500g,9100000059549,,,"['Autriche', 'France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Natur pur'],,,,500g,,,,,,,,,
699,Sirop de raisin - Suntat,8690804038303,,,['France'],[],[],,,,,,,,,?,,354,,1481 kj(354 kcal),,0,,0,,"87,6",,"65,3",,"1,2",,"0,1",,"0,04",,,,,,,,,,,,,,['Suntat'],,,,,,,,,,,,,
700,Apfelmus - Merkur Immer Gut - 350g,9002235968194,,,"['Autriche', 'France', 'Allemagne']",[],[],,,,,,,,,?,,58,,243 kj(58 kcal),,"0,6",,,,11,,10,,"0,5",,,,,,,,,,,,,,,,,['Glas'],['Merkur Immer Gut'],,,,350g,,,,,,,,,
701,Bratwurst - 400g,010430652830919617200319,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Produkt', 'stück']",,,,,400 g,,,,,,,,,
702,Muffins assortis coeur fondant fruits rouges et abricot - Cora,3021990135203,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Cora'],,,,,,,,,,,,,
703,Trésor chocolat noir - Kellogg's,50595075,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",['France'],[],[],14 g,en quantité modérée,4.2 g,en quantité modérée,28 g,en quantité élevée,1 g,en quantité modérée,?,,439,+10%,1837 kj(439 kcal),+10%,14,+61%,"4,2",+91%,69,+3%,28,+68%,"6,9",-26%,1,+180%,"0,4",+180%,19,+253%,E,+253%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,"[""Kellogg's"", 'Trésor']","['Sans arômes artificiels', 'Sans colorants']",,,,,,,,,,,,
704,Thé Blue Paradise,3700451321613,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Rosette superieur - 120g,3275560742043,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Rosettes']",['France'],[],[],34 g,en quantité élevée,13 g,en quantité élevée,0.5 g,en faible quantité,5 g,en quantité élevée,?,,409,+12%,1711 kj(409 kcal),+12%,34,+19%,13,+14%,"0,5",-74%,"0,5",-66%,25,-2%,5,+11%,2,+11%,25,+6%,E,+6%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"['Rosette', 'Rosettes']",,,"['FR 12.300.005 CE', 'Villefranche-de-Rouergue (Aveyron, France)']",,120 g,,,,,,,,,
706,Abricot aux graines de pavot - Dame Cerise,3760029942503,,,['France'],[],[],,,,,,,,,?,,163,,682 kj(163 kcal),,"0,5",,"0,1",,38,,38,,"0,7",,,,,,,,,,,,,,,,,,['Dame Cerise'],,,,,,,,,,,,,
707,Spargel - 190g,9100000768137,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Glas', 'Glas/Gläser', 'Glas/Gläser']",,,,,190 g,,,,,,,,,
708,Gambas - Metro Chef - 800g,3439496405254,D,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Gambas']",['France'],[],[],0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0.3 g,en quantité modérée,?,,76,-14%,318 kj(76 kcal),-14%,"0,5",-34%,"0,5",+86%,0,-100%,0,-100%,19,-5%,"0,3",-63%,"0,12",-63%,-4,,A,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,['Metro Chef'],,,,800 g,,,,,,,,,
709,Erbsen & Karotten - 400g,9100000772400,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Dose'],,,,,400 g,,,,,,,,,
710,Bohnen weiß - 240g,9100000747385,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,240 g,,,,,,,,,
711,Bergwurst,9100000762470,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Chateaubriand dans le filet - Charal,0249890066516,,,['France'],[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,"2,3",,"0,8",,0,,0,,23,,"0,17",,"0,068",,,,,,,,,,,,,,['Charal'],,,,,,,,,,,,,
713,Bistro burger,3560781177249,,,['France'],[],[],,,,,,,,,?,,275,,1151 kj(275 kcal),,"3,5",,"0,3",,52,,"4,4",,"7,9",,"1,1",,"0,44",,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,
714,Algue paillette,3760116741644,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Rote Rüben,9100000737171,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,,,,,,
716,Karre Rise,2300262003756,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Poulet fermier elevé en plein air - Carrefour,0287530087118,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Carrefour'],['Bio'],,['Carrefour'],,,,,,,,,,
718,Streichwurst Zwiebel,9120062173960,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Sopa de Feijão encarnado - Knorr,8712566162383,,,['France'],[],[],,,,,,,,,?,,31,,130 kj(31 kcal),,"0,5",,"0,1",,"5,2",,1,,"1,6",,"0,85",,"0,34",,,,,,,,,,,,,,['Knorr'],,,,,,,,,,,,,
720,Pâtes alimentaires Casino,3700406299950,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,
721,Caramels à la crème,7640107060885,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,La paille d'or aux framboises,1000000000412,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Toasts aux aromates de la mer - 300g,3467740025941,,,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,9,,"0,9",,70,,"3,5",,13,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,
724,Champignon,3303150540332,,,['France'],[],[],,,,,,,,,?,,18,,75 kj(18 kcal),,"0,5",,"0,1",,"0,9",,0,,"2,1",,"0,6",,"0,24",,,,,,,,,,,,,,,,"['EMB 92002E', 'Antony (Hauts-de-Seine, France)']",,,,,,,,,,,
725,Specht Weiße Riesenbohnen - 200g,4003274000253,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Dose'],,,,,200 g,,,,,,,,,
726,Sachet p'tit diots sec de savoie au beaufort AOC,3379300000162,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses savoyardes', 'Diots', 'Diots de Savoie']",['France'],[],[],43 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,4.4 g,en quantité élevée,?,,495,+62%,2071 kj(495 kcal),+62%,43,+65%,17,+68%,0,-100%,0,-100%,28,+64%,"4,4",+101%,"1,76",+101%,26,+23%,E,+23%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
727,Pryaniki saxarniye,4033443782307,,,['France'],[],[],,,,,,,,,?,,353,,1477 kj(353 kcal),,"5,2",,"2,1",,"70,2",,"38,1",,"6,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Poulet,0215187023944,,,['France'],[],[],,,,,,,,,?,,750,,3138 kj(750 kcal),,12,,"2,9",,1,,1,,18,,"0,24",,"0,096",,,,,,,,,,,,,,,['Nutriscore'],,,,,,,,,,,,
729,4 choco + 4 croissants au beurre ao,0201129032143,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Ovsyanoe pechenye,4820043335084,,,['France'],[],[],,,,,,,,,?,,426,,1782 kj(426 kcal),,"14,4",,"7,9",,"68,3",,"33,5",,"5,7",,"0,38",,"0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Souris d agneau confite,2224658068887,,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,5,,"1,9",,"1,9",,"0,7",,18,,"1,1",,"0,44",,,,,,,,,,,,,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,
