,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,packaging,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,generic_name,quantity,ingredients_origins,manufacturing,traceability_code,link,markets,allergens,nutriment_energy_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,palm_ingredients
1037,Aiguillettes de poulet,2227487030704,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Bottereaux,0203110018044,['France'],[],[],?,321,1343 kj(321 kcal),10,3,49,8,"7,7","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Livre,9791020906991,['France'],[],[],?,681,2849 kj(681 kcal),58,42,34,33,"4,2","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Escalope de dinde,0217634012143,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Milford Herz-erwärmer,4002221028074,['France'],[],[],?,2,8 kj(2 kcal),0,0,"0,6","0,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Basil seed,3760101960173,['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,5",10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Mini saucisse de Morteau - Auchan,3596710488278,['France'],[],[],?,324,1356 kj(324 kcal),28,11,1,1,17,"2,2","0,88",['Auchan'],,"['Nutriscore', 'Nutriscore E']",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']",,+2%,+2%,+4%,+81%,+159%,+1%,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,,28 g,en quantité élevée,11 g,en quantité élevée,1 g,en faible quantité,2.2 g,en quantité élevée,23,E,,,,,,,['Auchan'],,+2%,-1%,-1%,+6%,+6%,
1044,Filet de poulet rotis,0211791029327,['France'],[],[],?,593,2481 kj(593 kcal),"5,5","1,4","0,6","0,6","22,3","1,26","0,504",,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,+353%,+91%,+88%,+25%,+147%,-2%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,5.5 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,1.26 g,en quantité modérée,13,D,,,,,,,,,+357%,+68%,+68%,,,
1045,Pavé de saumon élevé en Norvège,2869878036348,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Jafun,8527700741450,['France'],[],[],?,33,138 kj(33 kcal),"0,5","0,1","8,2","8,2","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Soft nougat,8338161415046,['France'],[],[],?,392,1640 kj(392 kcal),"11,8",4,65,53,0,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Filet de poulet,2276746033130,['France'],[],[],?,95,397 kj(95 kcal),6,0,1,0,21,1,"0,4",,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-27%,+108%,-100%,+109%,-100%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,6 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,0,B,,,,,,,,,-27%,+33%,+33%,,,
1049,P'tit basque,0203815043624,['France'],[],[],?,412,1724 kj(412 kcal),36,26,0,0,22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 64.314.100 CE', 'Larceveau-Arros-Cibits (Pyrénées-Atlantiques, France)']",,,,,,,,,
1050,Boisson tropical,9760201379626,['France'],[],[],?,15,63 kj(15 kcal),"0,1",0,3,3,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Jambon de Paris,2619000012616,['France'],[],[],?,124,519 kj(124 kcal),"3,7","1,8","0,7","0,7",22,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 95.018.022 CE', ""Argenteuil (Val-d'Oise, France)""]",,,,,,,,,
1052,Thé Vert de Chine,6944027000770,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,FROMAGE BLANC FERMIER BATTU,3487590001407,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Assortiment moelleux,3286790114388,['France'],[],[],?,457,1912 kj(457 kcal),26,18,48,31,"5,7","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Filet de poulet,2276746038708,['France'],[],[],?,95,397 kj(95 kcal),"0,6",0,"1,2",0,21,1,"0,4",,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-27%,-79%,-100%,+151%,-100%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,0,B,,,,,,,,,-27%,+33%,+33%,,,
1056,Viande des Grisons IGP,2110464009056,['France'],[],[],?,211,883 kj(211 kcal),5,2,0,0,"5,5",3,"1,2",,,,,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Viande des grisons']",,+7%,+30%,+30%,-100%,-100%,-86%,,,,,,,,,,5 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,13,D,,,,,,,,,+7%,-36%,-36%,+2%,+2%,
1057,Jarret de porc supérieur,2229154035753,['France'],[],[],?,161,674 kj(161 kcal),10,"3,4","0,7",0,17,"2,2","0,88",,"['Sachet en plastique', 'Etui en carton']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,
1058,Rôtis de filet de dinde,0211117051308,['France'],[],[],?,160,669 kj(160 kcal),"6,9","2,6","0,5","0,4",24,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Fromage bethmale capitoul,0202317012794,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Cannamela Aglio Liofilizzato,80551867,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Tripes à la tomate,2497106071634,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Parmegiano Regiano,2472799003209,['France'],[],[],?,403,1686 kj(403 kcal),31,21,"1,4","0,5",31,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Onion chutney,5021185401548,['France'],[],[],?,221,925 kj(221 kcal),"0,2","0,01","52,8","48,2","1,1",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Farce à tomates,2238096036148,['France'],[],[],?,200,837 kj(200 kcal),14,"5,6","1,5","0,7",17,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Queues de crevettes sauvages,3760082433680,['France'],[],[],?,95,397 kj(95 kcal),"0,5","0,5","0,5",0,22,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Pimen,8699398205061,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,pain epice - noyeraie des abeilles - 372,2341070003729,['France'],"['SARL LA NOYERAIE DES ABEILLES Route de Carennac 46110 BETAILLE 2""341070 003729 Pain d\'epice au miel Ingredents Farine de troment', 'miel 35%', 'sucre', 'anis étoilė', 'beurre hicarbonate de sodium Emballé sous atmosphère protectrice N LOT:5 kg 0', '372']",['Non végétalien'],?,?,,?,,?,,?,,,['noyeraie des abeilles'],['Plastique'],,,['Alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,372,['France'],['Lot'],,,,,,,,,,
1068,Sauce aux olives,3263850662560,['France'],[],[],?,86,360 kj(86 kcal),"5,2","0,8",78,"0,8",3,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Soupe déshydratée velouté de champignons Minute Soup' ROYCO,3036812070204,['France'],[],[],?,68,285 kj(68 kcal),"3,6",2,"8,2","2,2","0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Coteaux de Peyriac Grenache et Carignan,3211200143665,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Terrine de boeuf,3770014186065,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Chocolat lait 35%,3770018576022,['France'],[],[],?,565,2364 kj(565 kcal),"36,5",22,52,51,"6,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Galete complète Jambon fromage œuf,3326120044036,['France'],[],[],?,193,808 kj(193 kcal),"9,4","3,7",18,"0,9","8,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.027.002 CE', 'Boisgervilly (Ille-et-Vilaine, France)']",,,,,,,,,
1074,Tanguy orange curd,5021039023742,['France'],[],[],?,374,1565 kj(374 kcal),"16,2","7,1","52,7","52,2","4,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Mini muffins cœur fondant,0268101019028,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Le yahourt a la grecque,3023294028656,['France'],[],[],?,124,519 kj(124 kcal),"6,8","4,5","13,4","12,7","2,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 59.165.030 CE', 'Cuincy (Nord, France)']",,,,,,,,,
1077,Braou Kefir,0748367002663,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,M&M's Limited edition,5000159519861,['France'],[],[],?,515,2155 kj(515 kcal),26,11,59,53,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Haselnuss Prussien,20160968,['France'],[],[],?,517,2163 kj(517 kcal),"28,3","14,4","58,3","20,2",7,"1,28","0,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Maasdam,0200161013974,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Pain boule biologique,3760067231560,['France'],[],[],?,243,1017 kj(243 kcal),1,"0,2",49,1,"7,8","1,2","0,48",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Navets épicés Brocoli,3770017981025,['France'],[],[],?,45,188 kj(45 kcal),"0,8","0,33","4,1","0,3","3,1","3,88","1,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Filets de poulet jaune,0219965028534,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Hähnchenbrust Filet Paprika,20200350,['France'],[],[],?,106,444 kj(106 kcal),2,"0,6","0,5","0,5","21,5","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Boisson à l'amande - Naturalia,3700036907355,['France'],[],[],?,36,151 kj(36 kcal),"3,4","0,4",0,0,"1,3","0,13","0,052",['Naturalia'],,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'IT-BIO-007', 'AB Agriculture Biologique']",D,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]",,-5%,+60%,+61%,-100%,-100%,+51%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,3.4 g,en quantité modérée,0.4 g,en faible quantité,0 g,en faible quantité,0.13 g,en faible quantité,0,B,,,,,,,,,-5%,+48%,+48%,-100%,-100%,
1086,Pasta Bolognese,5712201000301,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Navets épicés Algues,3770017981056,['France'],[],[],?,45,188 kj(45 kcal),"0,8","0,33","4,1","0,3","3,1","3,88","1,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Mixed legumes,5600961100679,['France'],[],[],?,341,1427 kj(341 kcal),"2,8","0,5",54,"2,9",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Jus de navet à la poire,3770017981094,['France'],[],[],?,17,71 kj(17 kcal),"0,31",0,43,"1,73","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Jus de navet au gingembre,3770017981087,['France'],[],[],?,17,71 kj(17 kcal),"0,31","0,01","4,3","1,73","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Jus de navet pur,3770017981070,['France'],[],[],?,17,71 kj(17 kcal),"0,31","0,01","4,3","1,73","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Rice mexican style chili,5600961128291,['France'],[],[],?,98,410 kj(98 kcal),"0,7","0,2",14,"3,2","7,9","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Croissants céréales x2,0254149011155,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Saucisse sèche fine,0203584058706,['France'],[],[],?,363,1519 kj(363 kcal),"23,9","9,6","4,3","2,3","32,7","4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Muesli croccante,8025916105993,['France'],[],[],?,444,1858 kj(444 kcal),"14,4","3,6","65,7","23,6","9,5","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Compote de pomme,3760161170307,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Farina biologica,8018211000254,['France'],[],[],?,364,1523 kj(364 kcal),"0,7","0,2","77,3","1,7",11,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Filet dinde,0215988032800,['France'],[],[],?,105,439 kj(105 kcal),1,"0,3",0,0,24,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Farina,8025916114971,['France'],[],[],?,346,1448 kj(346 kcal),"1,6","0,3",68,"1,6",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Olive giganti Bella di Cerignola,8005360006039,['France'],[],[],?,142,594 kj(142 kcal),14,0,1,1,"1,1","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Boisson à base de concentré de grenade - Lidl,13054304,['France'],[],[],?,?,,?,,?,,?,,,['Lidl'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Tartelette normande,3456580912702,['France'],[],[],?,291,1218 kj(291 kcal),13,8,38,22,"4,4","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Diet meal replacement,5060594776304,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Cheesecake crème de marrons,11111000205887,['France'],[],[],?,280,1172 kj(280 kcal),"15,65","9,65","27,65","20,21","4,44","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Chutney figue et citron,6191533301611,['France'],[],[],?,145,607 kj(145 kcal),0,0,"26,5","26,5","3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Quinoa bowl aux legumes - Seazon - 400g,3701456307206,['France'],[],[],?,165,690 kj(165 kcal),11,2,10,3,4,0,0,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,,,
1107,Jambon persillé a la provencale,3760173301461,['France'],[],[],?,133,556 kj(133 kcal),"6,2","2,5",0,0,19,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Macatia chocolat X4,0270726009124,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Aprikosen Orangen Nektar - Edeka,4311596072347,['France'],[],[],?,51,213 kj(51 kcal),"0,07","0,02","11,6","11,5","0,4",,,['Edeka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Boisson à l avoine - Super u,3256223377,['France'],[],[],?,?,,?,,?,,?,,,['Super u'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,sun extra power - 980g,8710522646403,['France'],"['5-15%: Agents de blanchiment oxygénés', '< 5% : Polycarboxylates', 'Agents de surface non-ioniques', 'Phosphonates', 'Enzymes', 'Parfum', 'Citronellol', 'FR-BE']",[],?,?,,?,,?,,?,,,['Sun'],"['PLASTIQUE', 'Etui en carton', 'Sachet en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980g,['France'],['92842 rueil malmaison cedex'],,,['Carrefour'],,,,,,,
1112,Sylt Hjortron,07127274,['France'],[],[],?,248,1038 kj(248 kcal),0,0,62,55,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Fromage pasteurise brebis etorki,0201657025525,['France'],[],[],?,393,1644 kj(393 kcal),33,23,"0,5","0,5",24,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Pâte a tartiner,0779448919518,['France'],[],[],?,575,2406 kj(575 kcal),39,"6,4",48,46,"6,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Monohydrate Creatine,0628055911418,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Pancakes - Brioche Pasquier,3256540003903,['France'],[],[],?,375,1569 kj(375 kcal),17,"3,2",50,27,"5,6","1,3","0,52",['Brioche Pasquier'],,['Nutriscore'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Dulano Delikatess Käse Würstchen,20767785,['France'],[],[],?,312,1305 kj(312 kcal),28,"10,6",2,1,13,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Donuts Simpson,0202607032471,['France'],[],[],?,470,1966 kj(470 kcal),"28,9","16,4","46,3","18,2",5,"0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,2760118371116,2760118371116,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Fromage de Chèvre à Tartiner Ciboulette - La maison Loïc Chupin - 150g,3292992004990,['France'],[],[],?,181,757 kj(181 kcal),15,10,"2,4","1,7",11,"0,74","0,296",['La maison Loïc Chupin'],['Frais'],,D,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages de chèvre', 'Fromages au lait thermisé', 'Fromages à tartiner', 'Fromages à la ciboulette']",,-39%,-39%,-42%,+114%,+206%,-41%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,15 g,en quantité modérée,10 g,en quantité élevée,1.7 g,en faible quantité,0.74 g,en quantité modérée,9,C,,150g,,,,,,,-39%,-51%,-51%,-38%,-38%,
1121,Suisse au chocolat,2098040074202,['France'],[],[],?,353,1477 kj(353 kcal),16,10,45,19,"6,1","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Ghost pepper sauce,0647293005741,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Dolfin,5413415917439,['France'],[],[],?,541,2264 kj(541 kcal),35,22,44,41,0,19,"7,6",['Dolfin'],,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Assortiments de chocolats']",,-2%,-4%,+4%,-5%,-1%,-100%,,,,,,,,,,35 g,en quantité élevée,22 g,en quantité élevée,41 g,en quantité élevée,19 g,en quantité élevée,35,E,,,,,,,,,-2%,+13974%,+13974%,+43%,+43%,
1124,Chorizo,3498940012134,['France'],[],[],?,291,1218 kj(291 kcal),17,8,"1,5","1,5",33,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Chocobloc,2006050019540,['France'],[],[],?,524,2192 kj(524 kcal),28,16,63,62,5,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Sablé champenois,3435079016558,['France'],[],[],?,463,1937 kj(463 kcal),17,"8,6",66,22,"9,9","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Papaye cube déshydratée,2600127025917,['France'],[],[],?,342,1431 kj(342 kcal),0,0,85,76,0,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Ananas cylindre,2868516029582,['France'],[],[],?,42.381,177 kj(42 kcal),"0,5","0,01",9,"7,1","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,07321332,07321332,['France'],"['65% thom poissons', ""33,8% huile d'olive vierge extra"", 'sel', ' Non ouvert,']",[],?,?,,?,,?,,?,,,,,,E,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile d'olive""]",,,,,,,,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,3,,,,,,,,,,,,,,,,,,,,,,,,
1130,Filets de poulet,2227365068683,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Purée fine de Carotte et Betterave - 6 mois - Little Gustave - 130g,3770014719942,['France'],"['Carotte 50%', 'Pomme de terre 35%', 'Betterave 14%', 'Huile de colza 1%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",244,58,244 kj(58 kcal),"1,2","0,1","9,1","3,6","1,3","0,1","0,04",['Little Gustave'],"['Pot', 'verre']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",A,"['Aliments pour bébé', 'Plats principaux pour bébé', 'Petits pots aux légumes pour bébés dès 4-6 mois']",+31%,+29%,+3%,+3%,+38%,+36%,+15%,48.6%,24.6%,10.6%,7.4%,6.2%,2.5%,93,,1,,,,,,,,,,,Purée fine de Carotte et Betterave,130 g,['France'],,,http://www.littlegustave.com,,,+31%,+119%,+119%,,,
1132,Vinaigre à la pulpe de pêche de vigne,3324236971000,['France'],[],[],?,74,310 kj(74 kcal),0,0,"20,7","18,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Couscous végétarien aux légumes du soleil - 6 mois - Little Gustave - 130g,3770018018034,['France'],"['Courgette 35% ', 'France', 'Carotte 20% ', 'France', 'Tomate 20% ', 'France', 'Semoule de blé cuite 12% ', 'Union Européenne', 'Eau', 'Huile de colza ', 'France', 'Persil ', 'France', 'Coriandre ', 'France']","['Sans huile de palme', 'Végétalien', 'Végétarien']",165,39,165 kj(39 kcal),"1,3","0,1","5,1","2,3","1,1","0,04","0,016",['Little Gustave'],"['Pot', 'verre']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",A,"['Aliments pour bébé', 'Dès 4 mois', 'Plats principaux pour bébé', 'Petit pots aux légumes avec féculents pour bébés dès 4/6 mois']",-14%,-17%,+3%,0%,-24%,+16%,-13%,48.6%,24.6%,10.6%,7.4%,6.2%,2.5%,93,,1,,,,,,,,,,,Couscous végétarien aux légumes du soleil,130 g,,,,http://www.littlegustave.com,,['Semoule de blé (gluten)'],-16%,+18%,+18%,,,
