,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,packaging,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,generic_name,quantity,ingredients_origins,manufacturing,traceability_code,link,markets,allergens,nutriment_energy_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,palm_ingredients
620,saucisse de morteau - saugeais - 406g,2281503040931,['France'],"['AUX PRODUIS SAUGETS 25650 MAISONS DU BOIS 03', '81', '38', '15', '13 FR 25', '357 050 CE Ingrédants: Wiande de porc Origine France', 'sel', 'dextrose', 'poivre', 'antioxydant : ascarbate de sodium', 'conservateurs : nitrite de sodium', 'ferments', 'Fabripé dans atelier qui utillise: Lait', 'moutarde et pistache SAUCISSE de MORTEAU IGP CUITE Produit dé jà cuit', 'à manger froid ou à réchauffer Valeur Energie Matières Dont A', 'G GLucides Dont Protéines Sel Cucres']",['Non végétalien'],?,?,,?,,?,,?,,,['Saugeais'],['Plastique'],,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises']",,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,406 g,['France'],['25650'],"['FR 25.357.050 CE', 'Maisons-du-Bois-Lièvremont (Doubs, France)', 'FR 25.387.080 CE', 'Montandon (Doubs, France)']",,,['Moutarde'],,,,,,
621,Infusion Bien Etre du Foie,3456300013931,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Fromage TOME DES BAUGES,2215183027883,['France'],[],[],?,387,1619 kj(387 kcal),31,19,"0,9","0,1",26,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Farine de blé T 150 bio,3760121214614,['France'],[],[],?,346,1448 kj(346 kcal),"2,5","0,1",67,"2,2",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Pomme du Limousin,16416642,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Pois chiches au cumin,3276350258867,['France'],[],[],?,160.9,673 kj(160 kcal),"2,8","0,3","21,7","3,4","9,2","0,8","0,32",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,-15%,-8%,-23%,-8%,+107%,-10%,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,2.8 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,0.8 g,en quantité modérée,0,B,,,,,,,,,-14%,+67%,+67%,,,
626,Riz long grain,3580281445150,['France'],[],[],?,356,1490 kj(356 kcal),1,"0,2",79,"0,5","7,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Alpirsbacher Radler Natur,40477459,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Pinienkerne,4009790008049,['France'],[],[],?,690,2887 kj(690 kcal),"64,2","6,5","11,2","4,4","18,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Multivitaminsaft,4015042107095,['France'],[],[],?,55,230 kj(55 kcal),0,0,0,0,"11,6","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Haribo Happy Cherries 200G + 20G Gratis,4001686309841,['France'],[],[],?,343,1435 kj(343 kcal),"0,5","0,1",77,46,"6,9",,,['Haribo'],,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,-4%,-73%,-91%,-8%,-21%,+225%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,0.5 g,en faible quantité,0.1 g,en faible quantité,46 g,en quantité élevée,,,,,,,,,,,,,-4%,,,,,
631,Chiemgauer Feuerbeißer Mini-Salami scharf,4030068006702,['France'],[],[],?,486,2033 kj(486 kcal),40,"15,7","0,9","0,6","30,6","5,6","2,24",,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE BY-10995 EG'],,,,,,,,,
632,Bio Rechtsregulat Merken,4260084340416,['France'],[],[],?,21,88 kj(21 kcal),"0,1","0,1","5,1","0,3","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Reichenau Salatsauce,4250230800024,['France'],[],[],?,464,1941 kj(464 kcal),48,"2,8","1,1","0,6","1,5","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Vermicelles de riz,3364699041063,['France'],[],[],?,352,1473 kj(352 kcal),"1,06","0,52","79,8","0,24","5,91",,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Vermicelle de riz']",,+5%,+65%,+103%,+16%,-42%,+21%,,,,,,,,,,1.06 g,en faible quantité,0.52 g,en faible quantité,0.24 g,en faible quantité,,,,,,,,,,,,,+6%,,,,,
635,Poulet à la japonaise,3355570004161,['France'],[],[],?,124,519 kj(124 kcal),"3,1","0,5","15,8","1,3","7,9","0,886","0,354",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Active WOMEN'S MULTIVITAMIN/MINÉRAL,0311845180193,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Tickler Extra Mature Cheddar,5000246724932,['France'],[],[],?,416,1741 kj(416 kcal),35,22,"0,5","0,5",25,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Filet mignon de porc,2209259007879,['France'],[],[],?,128,536 kj(128 kcal),4,"1,3",0,0,23,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Winter Nudeln,4058172053900,['France'],[],[],?,358,1498 kj(358 kcal),"1,7","0,4",72,"3,6",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,0067200240971,0067200240971,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Chifonnade de jambon sec,2871722022506,['France'],[],[],?,240,1004 kj(240 kcal),14,"5,3","0,5","0,5",29,"6,4","2,56",,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,+3%,+9%,+9%,-15%,+33%,0%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,14 g,en quantité modérée,5.3 g,en quantité élevée,0.5 g,en faible quantité,6.4 g,en quantité élevée,17,D,,,,,"['EMB 11262N', 'Narbonne (Aude, France)', 'FR 11.262.047 CE', 'Narbonne (Aude, France)']",,,,+2%,+27%,+27%,+2%,+2%,
642,Erstein etui bv sucre cristal de candi - 300g (300g),3071903671106,['France'],['Cristal de sucre brun'],[],1683,396,1683 kj(396 kcal),0,0,99,99,0,"0,7","0,28",['Erstein'],['Etui en carton'],['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sucre cristal de candi,300 g (300 g),,,,,,,,,,,,
643,Erstein etui bv sucre perles - 250g (250g),3071902072508,['France'],['100% Sucre'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1700,400,1700 kj(400 kcal),0,0,100,100,0,0,0,['Erstein'],,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sucre en grain,250 g (250 g),,,,,,,,,,,,
644,Lamelles d’aubergines,8007760000259,['France'],[],[],?,183.2,767 kj(183 kcal),"18,6","2,02","2,2","2,2","1,75","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Gâteau à la broche,0276127091454,['France'],[],[],?,396,1657 kj(396 kcal),"20,04","13,4","41,02","24,48",6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,5608770000623,5608770000623,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Pamplemousse rose - Tropicana,3841408211721,['France'],[],[],?,?,,?,,?,,?,,,['Tropicana'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,"Rapunzel Risotto Tomate Basilikum,250 GR Packung",4006040124399,['France'],[],[],?,334,1397 kj(334 kcal),"0,8","0,2",73,"1,8","7,3","2,7","1,08",['Rapunzel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Vollkornbrot - Jacquet,3012770014177,['France'],[],[],?,?,,?,,?,,?,,,['Jacquet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Guarana Bio Extrait Sec 282 MG - 60 Comprimés - Biotechnie,3440819502024,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Confiture Gratte cul,3760192730587,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Ecodyn,5400433240175,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Delizia di pistacchio,8033593540570,['France'],[],[],?,565,2364 kj(565 kcal),"37,6","3,8","42,5","40,1","11,3","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Janbon cuit sans sel nitrite,2632648027422,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Sel fin de Guérande,3252378002712,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,tourte champenoise - fabrication dans l'Aube et disponible vergers de noslona cuy en Bourgogne France à côté de sens,0286190090155,['France'],"['HUGUIERRERES HF - 20% J01 JE SAS HUGUIER Frères 10700 LE CHENE FR 10216 001 CE Pesee : 0898593 ', 'atema197', ' SARL NOSLON CUY T TOURTE CHAMPENOISE 6P JAMBON FUME - CHAOURCE redients', ' pate brisee/fepilletee ', 'farine de BLE GLUTEN BEURRE LACTOSE sei eau jambon fume au bois de hetre por とた m haこt ose', 'dextrose', 'sel,stanse しr: E25 0 CREME FRAICHE CHOAURCEYlait origine france', 'EMMENTAL', 'décor: QEUF', 'grainės de pavot valeurs pour 100 grs ', 'eau sirop de nutritionnelles en grs energie']",['Non végétalien'],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,fabrication dans l'Aube et disponible vergers de noslona cuy en Bourgogne France à côté de sens,,,"['FR 10.216.001 CE', 'Mailly-le-Camp (Aube, France)']",,,['Lait'],,,,,,
657,Boisson à l’avoine - Naturalia,3700036906426,['France'],[],[],?,50,209 kj(50 kcal),"1,1","0,2",9,5,"0,7","0,1","0,04",['Naturalia'],,"['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",B,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', ""Boissons à l'avoine""]",,+4%,-15%,-3%,+15%,-3%,-9%,9.3%,2.1%,32.4%,31.8%,19.1%,5.3%,88,,,1.1 g,en faible quantité,0.2 g,en faible quantité,5 g,en quantité modérée,0.1 g,en faible quantité,1,B,,,,,,,,,+4%,+6%,+6%,+87%,+87%,
658,"Granola super pépites chocolat noir, noisette et fève tonka",3770015981140,['France'],[],[],?,459,1920 kj(459 kcal),"21,7","3,6","48,3","15,6","12,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Schweinegulash,5060428434141,['France'],[],[],?,96,402 kj(96 kcal),"2,9","0,9","4,7","1,9","12,8","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Curry de Colombo - Masalchi,3760022905833,['France'],"['Coriandre*', 'MOUTARDE', 'Curcuma""', 'Ail""', 'Piment doux""', 'Piment fort*', ' lehi INGREDENTEN: Koriander""', 'MOSTERD', 'kurkuma*', 'knoflook""', 'paprika""', 'Chili pepper""', ' YDE MBO P5COLP Peut contenir des traces de gluten', ' Kan sporen van gluten bevatten', "" *Produit issu de l'agriculture biologique *product van de biologische landbouw N° de lot / À consommer de préférence avant fin : Poids net: 64 82 2023 140 9 31760022 905833""]",[],?,?,,?,,?,,?,,,['Masalchi'],,"['Bio', 'Agriculture UE']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Moutarde']",,,,,,
661,Jus de clémentine,9052486249627,['France'],[],[],?,47,197 kj(47 kcal),"0,1",0,"10,4","10,4","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Confiture artisanale extra de figue verte,3700727900016,['France'],[],[],?,260,1088 kj(260 kcal),"0,3","0,1",60,59,"1,3","0,1","0,04",,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",,+12%,-34%,+50%,+8%,+11%,+77%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,0.3 g,en faible quantité,0.1 g,en faible quantité,59 g,en quantité élevée,0.1 g,en faible quantité,12,D,,,,,,,,,+12%,+438%,+438%,+27%,+27%,
663,Confiture,3457429000086,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Gésiers de canard entiees,3256477007067,['France'],[],[],?,433,1812 kj(433 kcal),40,12,"0,9","0,7",18,"1,2","0,48",,,,,"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",,+133%,+544%,+485%,+254%,+300%,-38%,,,,,,,,,,40 g,en quantité élevée,12 g,en quantité élevée,0.7 g,en faible quantité,1.2 g,en quantité modérée,20,E,,,,,,,,,+134%,-17%,-17%,+223%,+223%,
665,Chateau des aladeres,3700361914332,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Miel,3760234490035,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,farine de blé type 80 - moulin Gribory - 5kg,3770000681116,['France'],[],[],?,?,,?,,?,,?,,,['moulin Gribory'],['sac papier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 kg,['France'],['03120 Chatelus'],['FR BIO 01'],,,,,,,,,
668,Miel,3770001776132,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Peche de vigne,3578540000240,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Porc au caramel et son basmati,3355570004147,['France'],[],[],?,154,644 kj(154 kcal),"2,1","0,17","26,4","7,7","7,1","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,4 pancakes nature,3353820008198,['France'],[],[],?,320,1339 kj(320 kcal),14,"2,1",41,17,"6,7","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Topokki,3661945812317,['France'],[],[],?,268,1121 kj(268 kcal),"1,2","0,4",60,"7,9","4,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,CREMA DI NOCCIOLA GIANDUIA,8055965102827,['France'],[],[],?,563,2356 kj(563 kcal),39,"3,8",40,36,11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Yaourt à la gecque,3265776628934,['France'],[],[],?,119,498 kj(119 kcal),"7,1","4,5","10,4","9,4",32,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Huile d'olive,8414606865925,['France'],[],[],?,900,3766 kj(900 kcal),100,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,Penne,02781533,['France'],[],[],?,360,1506 kj(360 kcal),"2,4","0,4",61,61,21,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,"Feine Sterne, Mit Rosinen",4004363005029,['France'],[],[],?,422,1766 kj(422 kcal),20,"10,5",53,"32,4","5,7","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Fromage de chèvre,3440595970253,['France'],[],[],?,279,1167 kj(279 kcal),"22,5","13,5",1,"0,5","15,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,Liquorice and aniseed drops - 200g,5011563002085,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,
680,Bleuberry Cake,7340001803259,['France'],[],[],?,373,1561 kj(373 kcal),15,"7,4",32,"2,9",36,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Pomodorino Puglieze,8051770170174,['France'],[],[],?,24.2,101 kj(24 kcal),"0,13","0,02",4,"2,38","0,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Boulot cétéales noires,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Giuseppe Giusti - Quarto Centenario - Cubica,8006911001695,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Jambon a l’acienne,2252519031626,['France'],[],[],?,122,510 kj(122 kcal),"3,1","1,4","0,5","0,5",23,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Jambon blanc bio charcuterie cosme,2496846037726,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Épices à saumon-Salmon Spice,0883131000824,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,2 filets poulet plein champ,2245333028934,['France'],[],[],?,138,577 kj(138 kcal),"5,7","1,8","1,1",0,20,"0,16","0,064",,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,9782035951298,9782035951298,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,4011061008436,4011061008436,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,test -,9782725626239,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Biscotte,3273670002019,['France'],[],[],?,393,1644 kj(393 kcal),"3,3","0,5","76,6",7,"11,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Herbes de provence bio - Carrefour Bio,3560071265458,['France'],[],[],?,?,,?,,?,,?,,,['Carrefour Bio'],,"['Bio', 'Bio européen', 'BE-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,
693,Steack Hachés - Lidl,09357075,['France'],[],[],?,207,866 kj(207 kcal),15,"6,2","0,5","0,5",18,"0,22","0,088",['Lidl'],"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Melion,5200118841105,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Sauce samouraï,3770005926564,['France'],[],[],?,1083,4531 kj(1083 kcal),"25,3","2,2","7,1","2,3","0,6","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Belvita,08525567,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Fondue de poireaux,3111760599783,['France'],[],[],?,58,243 kj(58 kcal),"4,1","2,8","3,4","1,7","0,9","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Purée de noisettes carrefour bio,3560071266912,['France'],[],[],?,685,2866 kj(685 kcal),62,"5,6","9,5","4,6",21,,,['Carrefour Bio'],,"['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore B', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,
699,Сгущенное цельное молоко,4030011300192,['France'],[],[],?,325,1360 kj(325 kcal),8,"5,4","56,4","56,4","6,9","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Barre moelleuse chocolat noir et noisettes,7622210547194,['France'],[],[],?,416,1741 kj(416 kcal),16,"2,9",60,26,"5,7","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Jus de pommes,3760027740019,['France'],[],[],?,49,205 kj(49 kcal),"0,5","0,1",12,12,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Escalopes fines de dinde fermiere de Loué,0217714037523,['France'],[],[],?,?,,?,,?,,?,,,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,
703,poulet roti,2238752006591,['France'],[],[],?,166,695 kj(166 kcal),"8,4","2,8","0,7","0,7",22,"1,11","0,444",,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Reissirup,4061458220163,['France'],[],[],?,317,1326 kj(317 kcal),"0,5","0,1",79,53,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Crème de châtaigne,3770004181001,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Vinschger,8032618345466,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Double concentré de tomates,8024991080027,['France'],[],[],?,87,364 kj(87 kcal),"0,5",0,15,15,"4,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Fromage frais à tartiner,3420629120014,['France'],[],[],?,189,791 kj(189 kcal),"13,2","9,9","6,1","5,4","11,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,bouchées provençal - soto - 250,19227203,['France'],[],[],?,?,,?,,?,,?,,,"['Soto', 'Spezialitaten']",['Plastique'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['Vegan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,250,,['Bad-Endoff'],['AB-F71'],,['Biotop'],,,,,,,
710,Beignet à la framboise,2836719019686,['France'],[],[],?,317,1326 kj(317 kcal),"9,6","1,5",50,20,"6,7","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Coeur de canard,2873934018100,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,CÈPES «EXTRA»,3760028510130,['France'],[],[],?,126,527 kj(126 kcal),"11,6","1,3","3,2","0,6","3,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Pasta bowl,2420379034372,['France'],[],[],?,211.8,886 kj(211 kcal),2,"1,61","26,88","4,35","6,49","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Tranches emmental,3060921505968,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Hühner brühe,7613287094315,['France'],[],[],?,5,21 kj(5 kcal),"0,1",0,"0,9","0,5","1,1",0,0,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Mein Chutney,8057685190320,['France'],[],[],?,177,741 kj(177 kcal),"0,9","0,5",41,41,"0,7","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Mont mès,8002237105093,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Free run chicken,5029040040284,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Gnocchi extra fromage,3240936843433,['France'],[],[],?,213,891 kj(213 kcal),"8,1","3,1",26,1,"8,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
