,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,additives,allergens,nova_score,generic_name,quantity,packaging,manufacturing,traceability_code,markets,ingredients_origins,link,origin_detail,producer_info,palm_ingredients
1837,Ballottine de volaille aux champignons - Iv,3346650229031,['France'],"['Ballottine de Volaille aux Champignons viande de de dinde', '26u7%', 'eau', 'fecule', 'cognac sel', 'blanc dOElJF', 'proteines de pois', 'dextrose', 'aromes et aromes naturels', 'epices et plantes aromatiques,sucre', 'LACTOSE', 'protoines de LAIT', 'collagene', 'gelatine de porc', 'coiorznts: E120,E150c,conservateurs: E20ZE250', 'antioxyd ant: ESI epaississant: stabilisants : Porc origine France', ' Traces eventuelles cle gluten', 'fruits a coque', 'celeri', 'moutarde', "" L/o/C/Œ$ no/rii'ionr,re//r$ poor IDOg""]","['Non végétalien', 'Non végétarien']",?,198,828 kj(198 kcal),15,"5,6","2,8",1,"13,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Iv'],"['E428 - Gélatine', 'E120 - Acide carminique', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",['Lait'],4,,,,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,
1838,Ballotine de dinde,3346650229048,['France'],[],[],?,221,925 kj(221 kcal),"16,9","6,15","2,9","1,7","14,4","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,
1839,Boudin blanc à l’ancienne nature - Brient - 375g,3346650229505,['France'],"['viande de porc ', '36 %', 'LAIT frais pasteurisé', 'gras de porc', ""blanc d'ŒUF pasteurisé"", 'ŒUF entier pasteurisé', 'porto', 'oignons', 'sel', 'fécule', 'dextrose', 'épices', 'aromates', 'arômes naturels', 'saccharose', ' Boyau naturel de porc']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,258,1079 kj(258 kcal),"22,8","8,9","2,1","1,8","10,2","1,2","0,48",C,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté', ""Boudins blanc à l'ancienne""]","['Viande-francaise', 'Viande Porcine Française']",22.8 g,en quantité élevée,8.9 g,en quantité élevée,1.8 g,en faible quantité,1.2 g,en quantité modérée,,+12%,+12%,+20%,+19%,-54%,-14%,+2%,-7%,-7%,16,+11%,D,+11%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,['Brient'],,"['Œufs', 'Lait']",4,,375 g,"['Barquette', 'Carton', 'Sous-vide', 'Plastique']",['France'],"['FR 35.004.002 CE', 'Antrain (Ille-et-Vilaine, France)']",,['France'],,,,
1840,Jambon cuit superieur sans couenne,3346650839223,['France'],[],[],?,141,590 kj(141 kcal),"5,4","1,68","0,4","0,4","23,1","1,51","0,604",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Qualité supérieure'],5.4 g,en quantité modérée,1.68 g,en quantité modérée,0.4 g,en faible quantité,1.51 g,en quantité élevée,,+7%,+8%,+12%,-9%,-40%,-33%,+9%,-19%,-19%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,,
1841,Tomates - Papy le jardinier  - 720ml,3346751112010,['France'],[],[],?,?,,?,,?,,?,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Papy le jardinier'],,,,,720ml,,,,,,,,,
1842,Motivation - Papy le jardinier,3346751112089,['France'],[],[],?,29,121 kj(29 kcal),"1,2","0,8","3,3","1,4","0,7","0,85","0,34",,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Papy le jardinier'],,,,,,,,,,,,,,
1843,Soupe de poisson - Papy Le Pecheur,3346751112096,['France'],"['Fumet de poissonsreconstitué ', 'eau', 'poissons 16%', 'purée de tomates', 'oignons', 'huile de colza', ""huile d'olive"", 'sel', 'ail', 'extraits naturels diépiceset [poivre', 'thym', 'laurier', ' paprika]', 'extrait de crustacés', 'piment', 'amidon transformé de maïs', 'lait écrémé en poudre', 'exhausteur de goût : glutamate de sodium', 'arômes', "" correcteur d'acidité : acide citrique"", ' Peutcontenir des traces de céleri', 'mollusques', 'moutarde', 'oeufs,céréales contenant du gluten', 'soja et fruits à COqUe']","['Non végétalien', 'Non végétarien']",?,36,151 kj(36 kcal),1,"0,1",4,"0,5","2,8","0,71","0,284",E,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,1 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.71 g,en quantité modérée,,-25%,-24%,-47%,-78%,+120%,-23%,-46%,-20%,-20%,2,+129%,B,+129%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,['Papy Le Pecheur'],"['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Crustacés', 'Poisson']",4,,,,,,,,,,,
1844,Soupe de Tomates et Basilic - Papy le jardinier - 740ml,3346759105168,['France'],"['Légumes* 50% ', 'jus de tomates v constitué* 46', '6%', 'oignons', 'eau', ""amidon de maïs* ou amidon de riz'"", ""huile d'olive vierge exta'g sucre de canne*"", 'basilic* 0', '4%', ""correcteur d'acidité : acide citrique ou Peut contenir des traces de céréales contenant du gluten"", 'céleri', 'lait poissons', 'mollusques', 'moutarde', 'oeufs', 'soja et fruits à coque']",[],?,29,121 kj(29 kcal),1,"0,1","4,3","1,6","0,5","0,75","0,3",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Papy le jardinier', 'Papy Le jardinier']",['E330 - Acide citrique'],['Gluten'],,,740 ml,,,,,,,,,
1845,Soupe de légumes verts bio - Papy Le Jardinier,3346759105175,['France'],"['Eau', 'légumes* dont légumes verts* 39% ', 'haricots veds épnardst', 'brocolis*', 'petits pois*', 'oignons*', 'amidon de riz* ou amidon Ë sel', "" *Ingrédients issus de l'agriculture biologique"", ' peut conteng tates de céreales contenant du gluten', 'lait', 'céleri', 'crustacés', ""POI nàonnelles' moyennes pour 100 ml : ?s"", ' 0', '6gl Fibres alimentaires : ', ""5g I Protéines : 'lb/ sel""]","['Non végétalien', 'Non végétarien']",?,21,88 kj(21 kcal),"0,1","0,1",3,"0,6","1,2","0,73","0,292",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Papy Le Jardinier'],,"['Céleri', 'Crustacés', 'Lait']",,,,,,,,,,,,
1846,Mouliné Légumes Lentilles - Soup ideale,3346759105304,['France'],"['} Eau/ légumes* 44% ', 'carottes*', 'purée de tomates reconstituée*', 'potiron*', 'oignons*', 'poireaux*', 'céleri* pommes de terres*', 'lentilles vertes réhydratées* 7%', 'amidon de riz*', 'crème', 'sucre de canne*', 'sel', "" *Ingrédients issus de l'agriculture biologique"", ' Peut contenir des traces de gluten', 'poissons', 'crustacés', 'mollusques', 'moutarde', 'oeufs', 'soja et fruits à coque']",['Non végétalien'],?,29,121 kj(29 kcal),"0,5","0,2","4,8","2,4","0,8","0,77","0,308",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Soup ideale'],,['Lait'],,,,,,,,,,,,
1847,Velouté tomates et basilic -,3346759105311,['France'],[],[],?,36,151 kj(36 kcal),"1,6","0,2","4,1","2,2","0,9","0,72","0,288",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Tomates et dérivés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de tomates']",['Bio'],1.6 g,en faible quantité,0.2 g,en faible quantité,2.2 g,en faible quantité,0.72 g,en quantité modérée,,-12%,-10%,+31%,-50%,-30%,-27%,+10%,+12%,+12%,-2,,A,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,,,,
1848,Veloute Pois Cassés,3346759105328,['France'],[],[],?,30,126 kj(30 kcal),"0,7","0,2",4,1,"1,3","0,5","0,2",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Energy drink,3346807701250,['France'],[],[],?,45,188 kj(45 kcal),0,0,"11,3","11,3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Tagliatelles au curcuma et au pavot - L epicier gourmand - 250g,3346812063039,['France'],"['semoule supérieure de blé dur*', 'curcuma* ', '2%', 'pavot*', ""\r*Issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,359,1502 kj(359 kcal),"1,5","0,4","73,7","3,2",11,"0,1","0,04",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",1.5 g,en faible quantité,0.4 g,en faible quantité,3.2 g,en faible quantité,0.1 g,en faible quantité,,+8%,+8%,-42%,-43%,+19%,+16%,-5%,-53%,-53%,-4,,A,,,,,,,,,"['L epicier gourmand', ""L'épicier Gourmand""]",,['Gluten'],1,,250 g,"['Sachet', 'Plastique']","['France', 'Pâtes Nicolas : ZA La Boissonnette - F-07340 Peaugres']",,['Biocoop'],,,,,
1851,Spirale Au Quinoa 3 Saveurs - L epicier gourmand,3346815005326,['France'],"[""semoule demi-complète de BLE dur'"", 'quinoa* ', '10%', ""tomate'"", 'épinard* ', ""ail* *Issus de l'agriculture biologique Peut contenir des traces d'oeufs""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,354,1481 kj(354 kcal),"1,8","0,4","69,6","5,1","11,8","0,1","0,04",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['L epicier gourmand'],,"['Œufs', 'Gluten']",,,,,,,,,,,,
1852,Assiette nordique,3346890000384,['France'],[],[],?,170,711 kj(170 kcal),"9,6",2,"0,4","0,4","20,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Magret de canard fumé 90g,3346890002272,['France'],[],[],?,352,1473 kj(352 kcal),31,12,1,1,18,3,"1,2",E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard', 'Magrets de canard fumés']",,31 g,en quantité élevée,12 g,en quantité élevée,1 g,en faible quantité,3 g,en quantité élevée,,0%,+0%,+4%,+15%,-14%,+37%,-9%,-1%,-1%,24,+3%,E,+3%,78.4%,9.2%,2.0%,2.1%,1.0%,7.2%,27,,,,,,,,,,,,,,,
1854,Baron de saumon cru mariné aux baies rose,3346890002296,['France'],[],[],?,189,791 kj(189 kcal),"11,9","2,3",1,"0,8","19,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Gravlax de saumon cru mariné à l'aneth,3346890002319,['France'],[],[],?,183,766 kj(183 kcal),10,2,2,2,21,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Saumon Fumé - Fumage val de lys,3346890003484,['France'],"[""SRLMO SRLRR:15 sel non traité de l'agriculture biologique""]",[],?,198,828 kj(198 kcal),"12,9","3,5",0,0,"21,8",3,"1,2",D,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']","['Bio', 'Bio européen', 'FR-BIO-10']",12.9 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,,+7%,+7%,+23%,+70%,-100%,-100%,-1%,+6%,+6%,15,+15%,D,+15%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Fumage val de lys'],,,,,,,,,,,,,,
1857,Sachet Gros Sel Seche Recolte a la main - Les Sauniers de l'Île de Ré,3346901050018,['France'],[],[],?,10,42 kj(10 kcal),0,0,0,0,0,0,0,B,"['Epicerie', 'Condiments', 'Sels', 'Gros sels', ""Gros Sel de l'Ile de Ré"", ""Sel de l'Ile de Ré""]",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,"[""Les Sauniers de l'Île de Ré""]",,,,,,,,,['Magasins U'],,,,,
1858,Gros Sel de l’Ile de Ré - Les Sauniers De L’ile De Ré,3346901050087,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,100,40,,,['Sans additifs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Les Sauniers De L’ile De Ré'],,,,,,,,,['Magasins U'],,,,,
1859,Bonbon caramel - Les Sauniers de l'Île de Ré,3346902015085,['France'],[],[],?,417,1745 kj(417 kcal),12,"8,7",74,54,"3,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Les Sauniers de l'Île de Ré""]",,,,,,,,"['EMB 17369', 'Saint-Martin-de-Ré (Charente-Maritime, France)']",,,,,,
1860,Fleur de sel de L'île de Ré - Les Sauniers de l'Île de Ré,3346902100064,['France'],[],[],?,30,126 kj(30 kcal),0,0,0,0,1,100,40,B,"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,,+900%,+1045%,-100%,-100%,-100%,-100%,+403%,+81%,+81%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,"[""Les Sauniers de l'Île de Ré""]",,,,,,,,,,,,,,
1861,Coulis de caramel - Les Sauniers De L’ile De Ré,3346902463473,['France'],"[""Coulis de Caramel au beurre AOP et à la fleur de sel de l'Ile de Ré :lngrédients: Sucre"", 'sirop de glucose} crème', 'laie entier', 'beurre frais AOP Poitou-Charentes ', '5,3%', 'dextrose', 'fibre alimentaire', 'fleur de sel de l’île de Ré Ré ', '0', '4%', 'émulsifiant lechitine de soja', 'bicarbonate de soude', 'vanille naturelle', ' Traces éventuelles de fruits à coques']",[],?,345,1443 kj(345 kcal),"9,8","6,7",61,49,"1,9","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Les Sauniers De L’ile De Ré'],['E500ii - Carbonate acide de sodium'],,4,,,,,,,,,,,
1862,Sel fin de l'ile de Ré - Les Sauniers de l'Île de Ré,3346903012656,['France'],[],[],?,1,4 kj(1 kcal),0,0,1,0,0,92,"36,8",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Les Sauniers de l'Île de Ré""]",,,,,,,,,,,,,,
1863,Sel fin de l'île de Ré - Herbes du jardin - Les Sauniers de l'Île de Ré,3346903012755,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"91,88","36,752",,,['Sans additifs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Les Sauniers de l'Île de Ré""]",,,,,,,,,,,,,,
1864,Les Épisalées de l'Île de Ré - Les Sauniers de l'Île de Ré,3346904008139,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Les Sauniers de l'Île de Ré""]",,,,,,,,,,,,,,
1865,Gros sel de l'ile de re - Les Sauniers de l'Île de Ré,3346904008177,['France'],[],[],?,?,,?,,?,,?,,,B,"['Epicerie', 'Condiments', 'Sels', 'Gros sels', ""Gros Sel de l'Ile de Ré"", ""Sel de l'Ile de Ré""]",,,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,"[""Les Sauniers de l'Île de Ré""]",,,,,,,,,,,,,,
1866,Les Épisalées de l'île de Ré Saveur Grillades - Les Sauniers de l'Île de Ré,3346904020070,['France'],[],[],?,167,699 kj(167 kcal),"0,8","0,8","17,3","8,3","6,9",100,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Les Sauniers de l'Île de Ré""]",,,,,,,,,,,,,,
1867,Salicorne de l'île de Ré - Les sauniers de l'île de Ré,3346908014037,['France'],"['salicorne', ""vinaigre d'alcool"", 'eau', ""sel marin gris alimentaire de l'île de Ré""]",[],?,13,54 kj(13 kcal),0,0,"1,9",0,1,"3,77","1,508",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Salicorne']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,3.77 g,en quantité élevée,,0%,+2%,-100%,-100%,+79%,-100%,+29%,+103%,+103%,10,+48%,C,+48%,59.6%,0.0%,0.0%,12.8%,23.1%,4.5%,93,"[""Les sauniers de l'île de Ré""]",,,1,,,['Bocal en verre'],,,,,,,,
1868,4 Pavés de Kangourou - Les Produits Nature - 400g,3346960000108,['France'],['Pavé de kangourou congelé'],[],?,92,385 kj(92 kcal),"0,6","0,6",1,1,"21,6","0,25","0,1",,"['Viandes', 'Surgelés', 'Viandes surgelées', 'Viandes de kangourou']",['Point Vert'],0.6 g,en faible quantité,0.6 g,en faible quantité,1 g,en faible quantité,0.25 g,en faible quantité,,-54%,-54%,-96%,-89%,-37%,+118%,+24%,-57%,-57%,-3,-149%,A,-149%,,,,,,,,['Les Produits Nature'],,,,,400 g,"['Sachet', 'Plastique', 'surgelé']",['France'],"['FR 76.400.001 CE', 'Luneray (Seine-Maritime, France)']",,['Australie'],,,,
1869,Petits macarons - Biscuiterie De Saint Julien,3346982000254,['France'],"['sucre', 'noix de coco 35%', 'blanc d’oeud', 'lait', 'conservateur E420ii E200']",['Non végétalien'],?,457,1912 kj(457 kcal),"20,2","18,2","61,6","61,4","4,5","0,1","0,04",D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,20.2 g,en quantité élevée,18.2 g,en quantité élevée,61.4 g,en quantité élevée,0.1 g,en faible quantité,,+7%,+7%,+13%,+303%,+11%,+22%,-47%,-30%,-30%,25,+42%,E,+42%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,['Biscuiterie De Saint Julien'],"['E420ii - Sirop de sorbitol', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,,,,,,,,,
1870,Chorizo doux,3346990025812,['France'],[],[],?,497,2079 kj(497 kcal),"45,8","15,4","3,1","2,5","17,1","3,5","1,4",,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,3347169031504,3347169031504,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 47.323.329 CE', 'Villeneuve-sur-Lot (Lot-et-Garonne, France)']",,,,,,
1872,Andouillette pur porc aux herbes Bernaud 4x125g soit,3347180014043,['France'],[],[],?,222,929 kj(222 kcal),16,7,"0,3","0,2",13,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,
1873,Farce a tomate -,3347180034614,['France'],[],[],?,205,858 kj(205 kcal),17,"6,1","1,9","1,1",11,"1,8","0,72",,"['Viandes', 'Préparations de viande', 'Préparations de viande hachée', 'Farces']",,17 g,en quantité modérée,6.1 g,en quantité élevée,1.1 g,en faible quantité,1.8 g,en quantité élevée,,-15%,-13%,-6%,-8%,-19%,+12%,-25%,+1%,+1%,15,-7%,D,-7%,,,,,,,,,,,,,,,,"['EMB 49215', 'Montreuil-Bellay (Maine-et-Loire, France)', 'FR 49.215.004 CE', 'Montreuil-Bellay (Maine-et-Loire, France)']",,,,,,
1874,Boudin blanc forestier,3347180061146,['France'],[],[],?,237,992 kj(237 kcal),19,"8,5","5,6","2,1",11,"2,2","0,88",D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,19 g,en quantité modérée,8.5 g,en quantité élevée,2.1 g,en faible quantité,2.2 g,en quantité élevée,,-2%,-3%,-6%,+9%,+30%,+7%,+7%,+48%,+48%,19,+19%,E,+19%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,"['FR 49.215.004 CE', 'Montreuil-Bellay (Maine-et-Loire, France)', 'EMB 49215', 'Montreuil-Bellay (Maine-et-Loire, France)']",,,,,,
1875,Saucisse fraiche au couteau au pilent d'espekette,3347182513957,['France'],[],[],?,183,766 kj(183 kcal),11,"3,9","1,9","1,1",19,2,"0,8",,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 49215', 'Montreuil-Bellay (Maine-et-Loire, France)']",,,,,,
1876,Pure pâte de cacao,3347270020077,['France'],[],[],?,609,2548 kj(609 kcal),"52,2",31,"12,6","0,4","13,7","0,01","0,004",,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Riz long complet,3347275023554,['France'],[],[],?,349,1460 kj(349 kcal),"3,58","0,7","75,3","1,1","7,45","0,004","0,002",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Bretzels d'epeautre a l'huile d'olive -,3347277060311,['France'],[],[],?,391,1636 kj(391 kcal),"3,7","0,5","70,1","1,4","12,8","3,2","1,28",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Bretzels']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",3.7 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en faible quantité,3.2 g,en quantité élevée,,+1%,+1%,-24%,-47%,-3%,-35%,+15%,+2%,+2%,14,+14%,D,+14%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,,,,,,,
1879,Galettes de bles nappees de chocolat,3347279941311,['France'],[],[],?,440,1841 kj(440 kcal),"17,4",10,"51,3","8,1","12,8","0,01","0,004",,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Galette de riz nappees chocolat,3347279944312,['France'],[],[],?,473,1979 kj(473 kcal),"16,51","9,83","72,5","12,62",7,"0,02","0,008",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat noir']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",16.5 g,en quantité modérée,9.83 g,en quantité élevée,12.6 g,en quantité élevée,0.02 g,en faible quantité,,-2%,-2%,-24%,-26%,+18%,-44%,+2%,-66%,-66%,16,-1%,D,-1%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,,,,"['EMB 67249', 'Krautwiller (Bas-Rhin, France)']",,,,,,
1881,Galettes petit epeautre nappees chocolat - Moulin Des Moins,3347279950412,['France'],[],[],?,436,1824 kj(436 kcal),"17,31","9,83","57,16","13,92","10,25","0,01","0,004",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Moulin Des Moins'],,,,,,,,,,,,,,
1882,"eau minérale la française gazeuse - eau de source Propiac - 1,25l",3347362349352,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons gazeuses', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux gazeuses']",,,,,,,,,,,,,,,,,,,,0,-100%,A,-100%,,,,,,,,['eau de source Propiac'],,,,,"1,25 l",,,,,,,,,
1883,Biscottes de blé - Moulin des moines,3347430000284,['France'],[],[],?,350,1464 kj(350 kcal),"4,4","3,1","64,4","3,3","11,2","1,3","0,52",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']","['Bio', 'Bio européen', 'FR-BIO-01']",4.4 g,en quantité modérée,3.1 g,en quantité modérée,3.3 g,en faible quantité,1.3 g,en quantité modérée,,-11%,-11%,-34%,+68%,-6%,-43%,-5%,+12%,+12%,12,+92%,D,+92%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,['Moulin des moines'],,,,,,,,"['EMB 67156', 'Geudertheim (Bas-Rhin, France)']",,,,,,
1884,Sucre de canne roux clair - Moulin des moines,3347430000789,['France'],[],[],?,390,1632 kj(390 kcal),"0,1",0,"97,4","97,4","0,1","0,01","0,004",B,"['Édulcorants', 'Sucres', 'Sucres roux']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",0.1 g,en faible quantité,0 g,en faible quantité,97.4 g,en quantité élevée,0.01 g,en faible quantité,,-1%,-0%,+310%,-100%,-1%,+0%,+26%,-49%,-49%,14,-1%,D,-1%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,['Moulin des moines'],,,,,,,,,,,,,,
1885,Moutarde au raifort - Moulin Des Moines,3347430001335,['France'],"['rdei67% ', 'eau', ""graines d'alcool*"", 'sel marin', 'épicé 0 taitort* ', '33%']",[],?,105,439 kj(105 kcal),"4,6","0,3","11,3","2,6","4,4","3,1","1,24",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Moulin Des Moines'],,,,,,,,,,,,,,
1886,Avricots secs entiers - Naturaline,3347430001359,['France'],[],[],?,241,1008 kj(241 kcal),"0,51","0,01","62,64","53,44","3,39","0,002","0,001",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Naturaline'],,,,,,,,,,,,,,
