,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,palm_ingredients,traceability_code,allergens,producer_info,link,brand_owner
427,Bloc de foie gras de canard des Landes,3410841129353,B,,,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']","['Sans additifs', 'Sans conservateurs']",,,,['France'],[],[],,?,,510,+4%,53,+5%,"2,5",+18%,7,+14%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2134 kj(510 kcal),23,"2,5",1,"0,4",,53 g,en quantité élevée,23 g,en quantité élevée,2.5 g,en faible quantité,1 g,en quantité modérée,+5%,+7%,+88%,-18%,-18%,20,-2%,E,-2%,,,,,,,
428,Peperoncino ripieno con tonno,8026982001967,,,,,,,,,,['France'],[],[],,?,,131,,10,,"2,7",,"8,7",,,,,,,,,548 kj(131 kcal),"1,8","2,5","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,
429,Confit de figues - Les recettes de Juliette - 140g,3760058113158,,140g,,['Les recettes de Juliette'],,"['Bio', 'Fabriqué en France']",,,,['France'],[],[],,?,,0,,0,,51,,"0,8",,,,,,,,,0 kj(0 kcal),0,50,"0,028","0,011",,,,,,,,,,,,,,,,,,,,,,,,,
430,Palets de Bretagne,3337442018261,,,,,,,,,,['France'],[],[],,?,,516,,"26,7",,"62,7",,"6,3",,,,,,,,,2159 kj(516 kcal),"17,9","27,2","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,
431,Terrine de campagne au pommeau,2208365018243,,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,,,,['France'],[],[],,?,,314,-3%,28,-1%,"2,83",+24%,"12,7",-9%,,,,,,,,1314 kj(314 kcal),"10,2","1,88","1,76","0,704",,28 g,en quantité élevée,10.2 g,en quantité élevée,1.88 g,en faible quantité,1.76 g,en quantité élevée,-3%,-6%,+116%,+10%,+10%,20,+3%,E,+3%,,,,,,,
432,Andouillette province -,3278910200293,,,,,,,,,,['France'],[],[],,?,,222,,16,,"0,5",,19,,,,,,,,,929 kj(222 kcal),7,"0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,"['FR 38.449.003 CE', 'Saint-Quentin-Fallavier (Isère, France)', 'EMB 38449', 'Saint-Quentin-Fallavier (Isère, France)']",,,,
433,Salambo kirsch,3250391491698,,,,,,,,,,['France'],[],[],,?,,242,,"8,2",,"38,2",,"2,9",,,,,,,,,1013 kj(242 kcal),"5,5","26,8","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,
434,8437008444338,8437008444338,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Huile Riche en Cannabidiol,8719326406602,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Salted caramel cake - Waitrose,5000169302132,,,,['Waitrose'],,,,,['Waitrose'],"['France', 'Royaume-Uni']",[],[],,?,,426,,"21,4",,"54,2",,"3,6",,,,,,,,,1782 kj(426 kcal),"5,7","33,4","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,
437,Caramel beurre salé - 200g,3662376197400,,200 g,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,filets de sole mer du nord - Picard - 4,0201736117356,E,4,['Surgelé'],['Picard'],"['Produits de la mer', 'Poissons', 'Sole', 'en:common-sole-raw']",,,,['Picard'],['France'],"['Sole ', 'poisson']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,348,-54%,82,-57%,"1,4",-88%,0,-100%,"17,5",-4%,91.1%,0.0%,1.4%,6.7%,0.7%,0.2%,24,348 kj(82 kcal),"0,3",0,"0,25","0,1",,1.4 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.25 g,en faible quantité,-56%,-87%,-100%,-84%,-84%,-3,-144%,A,-144%,,,,['Poisson'],,,
439,Maiskölbchen - 340g,4099200121338,,340 g,['Glas'],,,,,,,"['Autriche', 'France']",[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Chocmod - Truffettes De France,3472710024961,,,,['Truffettes De France'],,,,,,['France'],[],[],,?,,567,,38,,48,,"6,9",,,,,,,,,2372 kj(567 kcal),23,39,"0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,
441,Dentyne Classic Cinnamon,0012546312967,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,,"['France', 'États-Unis']","['Sugar', 'gum base', 'high fructose corn syrup', 'artificial and natural flavoring', ' less than 2% of: bht ', 'to maintain freshness', 'cottonseed oil', 'glycerin', 'red 40 lake and soy lecithin']",[],4,?,,294,-30%,0,-100%,"58,82",-12%,0,-100%,,,,,,,,1230 kj(294 kcal),0,"58,82",0,0,,0 g,en faible quantité,0 g,en faible quantité,58.8 g,en quantité élevée,0 g,en faible quantité,-30%,-100%,+19%,-100%,-100%,13,-29%,D,-29%,"['E321 - Butylhydroxytoluène', 'E422 - Glycérol', 'E322i - Lécithine']",,,['Soja'],,,Mondelez Int. US (0074819091009)
442,Foie gras de canard frais,2404279287373,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,3760233603559,3760233603559,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Pièce en chocolat,00213363,,,,,,,,,,['France'],[],[],,?,,545,,"32,9",,"52,6",,"8,7",,,,,,,,,2280 kj(545 kcal),"20,2","51,9","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,
445,Felko Lolly Longue Arc-en-ciel 11CM X40,8717371589974,,,['Holand'],,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Truffes fantaisie fondantes,3760176531988,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,['France'],[],[],,?,,706,,58,,"31,8",,"7,9",,,,,,,,,2954 kj(706 kcal),"43,8","27,9","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,
447,Saumon preparé facon Gravlaks - Guyader - 100g,3370000059818,,100 g,,['Guyader'],,,,,,['France'],[],[],,?,,178,,"9,6",,1,,22,,,,,,,,,745 kj(178 kcal),"1,3",1,"2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,
448,Jambon d'Auvergne IGP Montagne,2212316114335,,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons français', ""Jambon d'Auvergne""]",,,,,['France'],[],[],,?,,222,-9%,"11,2",-19%,1,+66%,"31,7",+10%,,,,,,,,929 kj(222 kcal),"3,8","0,5","5,93","2,372",,11.2 g,en quantité modérée,3.8 g,en quantité modérée,0.5 g,en faible quantité,5.93 g,en quantité élevée,-9%,-33%,+9%,+1%,+1%,15,-13%,D,-13%,,,,,,,
449,Saumon fumé ecosse - Petit Navire,3760253431675,E,,,['Petit Navire'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'en:smoked-salmons-from-scotland']",,['Ecosse'],,,['France'],[],[],,?,,182,+1%,"9,8",0%,"0,8",+47%,23,+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,761 kj(182 kcal),"1,8","0,4",3,"1,2",,9.8 g,en quantité modérée,1.8 g,en quantité modérée,0.4 g,en faible quantité,3 g,en quantité élevée,+1%,-9%,+22%,+6%,+6%,13,-2%,D,-2%,,,,,,,
450,Dany - Danone,4009700077202,,,,['Danone'],,,,,,['France'],"['Bourbon-Vanillepudding mit Sahne Zutaten: Entrahmte Milch', '20 % Sahne', 'Molkenerzeugnis', 'Glukose-Fruktosesirup', 'Zucker', 'modifizierte Stärke ', 'aus Mais und Weizen', 'Gelatine', 'Verdickungsmittel Carrageen', 'färbende Konzentrate Kürbis und Karotte', 'natürliches Bourbon-Vanillearoma', 'gemahlene extrahierte Vanilleschoten', 'Emulgator Milchsäureester von Mono - und Diglyceriden von Speisefettsäuren', 'Speisesalz', 'Mit Stickstoff aufgeschlagen', 'Kann Soja enthalten,']","['Non végétalien', 'Non végétarien']",4,?,,133,,"6,1",,"17,1",,"2,2",,,,,,,,,556 kj(133 kcal),0,"14,2","0,1","0,04",,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E428 - Gélatine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,"['Gluten', 'Lait', 'Soja']",,,
451,Thé au myrte,3760176995056,B,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],[],[],,?,,?,,?,,?,,?,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Fleurs comestibles class1,7290015761192,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Loukoum nature - Sun,3068230015314,,,,['Sun'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,,,,['France'],[],[],,?,,348,-2%,"0,3",-85%,87,+6%,"0,1",-90%,,,,,,,,1456 kj(348 kcal),"0,1",76,"0,01","0,004",,0.3 g,en faible quantité,0.1 g,en faible quantité,76 g,en quantité élevée,0.01 g,en faible quantité,-2%,-80%,+21%,-95%,-95%,14,+4%,D,+4%,,,,,,,
454,Canard à Foie Gras du Sud-Ouest Label Rouge,2493681244487,,,,,,['Label Rouge'],,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Ourson - Haribo,4001686305089,,,,['Haribo'],,,,,,['France'],[],[],,?,,343,,"0,5",,77,,"6,9",,,,,,,,,1435 kj(343 kcal),"0,1",46,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,
456,Bouchons de chèvre - 90g,26064185,,90 g,,,,,,,,['France'],[],[],,?,,337,,27,,"2,6",,21,,,,,,,,,1410 kj(337 kcal),20,"0,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,
457,Filet mignon de porc,0291562077344,,,,,,,,,,['France'],[],[],,?,,116,,"3,7",,"0,7",,20,,,,,,,,,485 kj(116 kcal),"1,5","0,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,
458,Halva Alla Vaniglia,5201049111602,,,,,,,,,,['France'],[],[],,?,,556,,"34,3",,"46,6",,"13,3",,,,,,,,,2326 kj(556 kcal),"6,6","37,9","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,
459,Crealine le velouté 5 legumes,2422434002593,,,,,,,,,,['France'],[],[],,?,,25,,"0,5",,"4,4",,"0,6",,,,,,,,,105 kj(25 kcal),"0,1","1,2","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,
460,Moules du Pacifique décortiquées cuites - 1kg,3700462300799,C,1 kg,,,"['Produits de la mer', 'Mollusques', 'Moules', 'Moules du Pacifique']",,,,,['France'],[],[],,?,,100,-15%,"1,8",-62%,"4,5",+26%,"1,6",-89%,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,418 kj(100 kcal),"0,1","0,5","0,7","0,28",,1.8 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.7 g,en quantité modérée,-15%,-93%,+4%,-20%,-20%,4,+212%,C,+212%,,,,,,,
461,Assortiment choucroute bio,2251849072026,,,,,,"['Bio', 'Fabriqué en France']",,,,['France'],[],[],,?,,312,,"22,12",,"0,8",,"16,08",,,,,,,,,1305 kj(312 kcal),"8,38","0,001","2,45","0,98",,,,,,,,,,,,,,,,,,,,,,,,,
462,Mélange de cranberries et d'amandes,3595930890229,,,,,,,,,,['France'],[],[],,?,,443,,24,,39,,14,,,,,,,,,1854 kj(443 kcal),"2,6",38,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,
463,Cornet de chocolate,3760167943684,,,,,,,,,,['France'],[],[],,?,,541,,35,,51,,7,,,,,,,,,2264 kj(541 kcal),18,48,32,"12,8",,,,,,,,,,,,,,,,,,,,,,,,,
464,Pão-de-Ló,35231431,,,,,,,,,,['France'],[],[],,?,,325,,"8,7",,"51,3",,"9,9",,,,,,,,,1360 kj(325 kcal),"2,7","40,8","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,
465,Bloc de foie gras de canard au Porto - Larnaudie,3113010146389,B,,,['Larnaudie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Foies gras mi-cuits']",,,,,['France'],[],[],,?,,518,-1%,"54,3",+0%,"2,2",-6%,"5,1",-26%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2167 kj(518 kcal),"24,3","1,7","1,27","0,508",,54.3 g,en quantité élevée,24.3 g,en quantité élevée,1.7 g,en faible quantité,1.27 g,en quantité modérée,-1%,+5%,+7%,+9%,+9%,21,+2%,E,+2%,,,,,,,
466,Bio Honigkrusten Schinken,9120027274008,,,,,,['Bio'],,,,['France'],[],[],,?,,92,,"1,7",,"1,1",,18,,,,,,,,,385 kj(92 kcal),"0,7","0,8","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,
467,Bloc de Foie Gras de Canard avec morceaux - Ernest Soulard - 190g,3274760812242,B,190 g,,['Ernest Soulard'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux']",,,,,['France'],"['Foie gras de canard', 'morceaux de foie gras de canard 30%', 'eau', 'sel', 'Porto', 'Coteaux du Layon', 'Armagnac', 'épices', 'sucre', 'antioxydant : ascorbate de sodium conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']",3,?,,490,-0%,51,0%,"1,5",-33%,6,-5%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2050 kj(490 kcal),23,"1,5","1,3","0,52",,51 g,en quantité élevée,23 g,en quantité élevée,1.5 g,en faible quantité,1.3 g,en quantité modérée,0%,+5%,+19%,+4%,+4%,21,+2%,E,+2%,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,
468,Mimolette vieille,2480089017652,,,,,,,,,,['France'],[],[],,?,,398,,30,,0,,32,,,,,,,,,1665 kj(398 kcal),21,0,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,
469,"Moules de corde - Medithau - 2,200kg",3504951003075,C,"2,200 kg","['Barquette', 'Plastique']",['Medithau'],"['Produits de la mer', 'Mollusques', 'Moules']",,['Espagne'],,,['France'],"['Moules ', 'Mytilus galloprovincialis', 'élevées en Espagne', 'calibre 40/60 p/kg']","['Non végétalien', 'Non végétarien']",,?,,?,,?,,?,,?,,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 34.108.592 CE', 'Frontignan (Hérault, France)']",['Mollusques'],,,
470,2 cuisse de poulet direct au four - Le Gaulois,2255111029527,D,,,['Le Gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,['France'],[],[],,?,,197,+3%,13,+5%,3,+843%,17,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,824 kj(197 kcal),4,"0,9","1,1","0,44",,13 g,en quantité modérée,4 g,en quantité modérée,0.9 g,en faible quantité,1.1 g,en quantité modérée,+3%,+19%,+481%,+45%,+45%,4,+13%,C,+13%,,,,,,,
471,Abricot  sec,2600110022374,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,['France'],[],[],,?,,283,+8%,5,+933%,"62,6",+8%,"3,4",+10%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,1184 kj(283 kcal),"0,02","53,4","0,02","0,008",,5 g,en quantité modérée,0.02 g,en faible quantité,53.4 g,en quantité élevée,0.02 g,en faible quantité,+8%,-67%,+18%,-43%,-43%,6,+73%,C,+73%,,,,,,,
472,Foie gras canard entier - Larnaudie,3113010145825,,,,['Larnaudie'],,,,,,['France'],[],[],,?,,533,,"54,8",,"2,9",,"7,3",,,,,,,,,2230 kj(533 kcal),25,"2,8","1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,
473,Confiture de fruits rouges,3700063992102,,,,,,,,,,['France'],[],[],,?,,419,,"28,4",,"37,2",,"2,9",,,,,,,,,1753 kj(419 kcal),"19,47","31,3","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,
474,The pêche - 200ml,8410810005379,,200 ml,,,,,,,,['France'],[],[],,?,,54,,"0,1",,3,,"0,1",,,,,,,,,226 kj(54 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
475,Lívanečky,8595072606486,,,,,,,,,,['France'],[],[],,?,,154,,"0,8",,29,,"5,8",,,,,,,,,644 kj(154 kcal),"0,2","4,4","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,
476,Chair à Saucisse,0200452028403,E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Chair à saucisse']","['Viande Française', 'Viande Porcine Française']",,,,['France'],[],[],,?,,?,,?,,?,,?,,77.3%,16.5%,4.1%,1.3%,0.7%,0.2%,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Saumon fumé Norvège - Monoprix - 400g,3350033225350,C,400 g,"['plaque carton', 'film plastique', 'à jeter', 'étui carton', 'à recycler']",['Monoprix'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]","['Aquaculture responsable', 'Aquaculture responsable ASC', 'Jamais congelé', 'ASC C 01957']",['Norvège'],,['Monoprix'],['France'],"['Saumon Atlantique ', 'Salmo salar', ' 97% - sel 3%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,,179,-6%,"9,9",-11%,"0,5",+1%,22,-0%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,749 kj(179 kcal),"1,3","0,5","2,8","1,12",,9.9 g,en quantité modérée,1.3 g,en faible quantité,0.5 g,en faible quantité,2.8 g,en quantité élevée,-6%,-40%,+40%,-3%,-3%,13,-4%,D,-4%,,,"['FR 67.543.001 CE', 'Wisches (Bas-Rhin, France)', 'EMB 67543', 'Wisches (Bas-Rhin, France)', 'ASC-C-01957']",,,,
478,3700605841004,3700605841004,,,,,,['Fabriqué en France'],,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,3474636382651,3474636382651,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Reblochon de Savoie - Saveurs de nos Régions,2233400002277,D,,,['Saveurs de nos Régions'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",['Fabriqué en France'],,,,['France'],[],[],,?,,299,-8%,25,-7%,"0,4",+9%,18,-10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1251 kj(299 kcal),20,"0,2","1,4","0,56",,25 g,en quantité élevée,20 g,en quantité élevée,0.2 g,en faible quantité,1.4 g,en quantité modérée,-7%,+6%,-12%,+4%,+4%,14,-2%,D,-2%,,,,,,,
481,Blanc peche,79498333,,,,,,,,,,['France'],[],[],,?,,777,,30,,0,,0,,,,,,,,,3251 kj(777 kcal),4,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
482,Gardena hazelnut white,80001911,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Nougat de montelimar,3193840779759,E,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Nougats', 'Nougats de Montélimar']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Haricots lingots - Saveurs U - 780g,6277710788878,,780 g,['Bocal en verre'],['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve']",,,,,['France'],"['Haricots lingats ', 'France', "" 48% eau graisse d'oie 3%"", 'concentré de tomate', 'sel', 'ail', 'poivre']",[],3,?,,114,+148%,"3,4",+543%,13,+123%,"5,7",+171%,,,,,,,,477 kj(114 kcal),1,"0,8","0,79","0,316",,3.4 g,en quantité modérée,1 g,en faible quantité,0.8 g,en faible quantité,0.79 g,en quantité modérée,+152%,+770%,-67%,+1%,+1%,-9,,A,,,,,,,,
485,Madeleines longues,6111255270095,B,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,,,['France'],[],[],,?,,447,+1%,"22,5",-1%,54,+2%,"6,3",+11%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,1870 kj(447 kcal),3,29,1,"0,4",,22.5 g,en quantité élevée,3 g,en quantité modérée,29 g,en quantité élevée,1 g,en quantité modérée,+2%,-57%,+5%,+23%,+23%,17,-8%,D,-8%,,,,,,,
486,Tapenadine Olivade verte,2609853016275,,,,,,,,,,['France'],[],[],,?,,203,,21,,"0,9",,"1,5",,,,,,,,,849 kj(203 kcal),"2,3","0,5","3,13","1,252",,,,,,,,,,,,,,,,,,,,,,,,,
487,HOMANN Herzhafter Budapester Salat - 200g,4030800198511,,200 g,,,,,,,,"['France', 'Allemagne']",[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Haribo drop&fruit,4001686240021,,,,['Haribo'],,,,,,['France'],[],[],,?,,339,,"0,5",,79,,"4,1",,,,,,,,,1418 kj(339 kcal),"0,1",49,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,
489,Chococharly,3760255170091,,,,,,,,,,['France'],[],[],,?,,425,,"21,8",,"51,2",,"5,6",,,,,,,,,1778 kj(425 kcal),"13,7","28,4","1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,
490,Gâteau de lune aux haricots rouges,3379145024064,,,,,,,,,,['France'],[],[],,?,,400,,"13,3",,"61,3",,"5,3",,,,,,,,,1674 kj(400 kcal),"2,7",40,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,
491,Petits papa noël,3367279917390,,,,,,,,,,['France'],[],[],,?,,569,,37,,51,,"6,7",,,,,,,,,2381 kj(569 kcal),23,50,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,
492,Crevettes - Delpierre,3336374003956,,,,['Delpierre'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Sans colorants']",,,,['France'],[],[],,?,,96,,"0,9",,0,,22,,,,,,,,,402 kj(96 kcal),"0,3",0,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,"['FR 44.150.001 CE', 'Saint-Aignan-Grandlieu (Loire-Atlantique, France)']",,,,
493,Muscade poudre,3388550000068,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Produits de le muscadier', 'Noix de muscade', 'Noix de muscade en poudre']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,37.2%,0.0%,30.9%,21.7%,10.2%,0.0%,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Bouchon poulet combava,3770004232215,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Boudin blanc de volaille au whisky,3416510010885,D,,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,,,['France'],[],[],,?,,242,-0%,"18,4",-9%,"5,2",+21%,"13,8",+34%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,1013 kj(242 kcal),"6,6","1,6","2,3","0,92",,18.4 g,en quantité modérée,6.6 g,en quantité élevée,1.6 g,en faible quantité,2.3 g,en quantité élevée,-1%,-16%,-19%,+54%,+54%,19,+19%,E,+19%,,,,,,,
496,Pavé au poivre,3517736021010,,,,,,['Fabriqué en France'],,,,['France'],[],[],,?,,355,,27,,3,,22,,,,,,,,,1485 kj(355 kcal),12,"1,7","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,
497,Broccoli and cheddar - Amy's Kitchen,0042272009312,,,,"[""Amy's Kitchen""]",,['en:gluten-free'],,,,['France'],[],[],,?,,157,,"7,4",,"16,3",,"5,9",,,,,,,,,657 kj(157 kcal),"4,4","1,9","0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,
498,Filet de poulet,0253071019482,D,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,DATTE MEDJOUL,2609923042838,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes medjoul']",,,,,['France'],[],[],,?,,322,+1%,"0,2",+2%,75,+0%,"1,8",0%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,1347 kj(322 kcal),0,"66,5",0,0,,0.2 g,en faible quantité,0 g,en faible quantité,66.5 g,en quantité élevée,0 g,en faible quantité,+1%,,+0%,-100%,-100%,8,+8%,C,+8%,,,,,,,
