,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,palm_ingredients,traceability_code,allergens,producer_info,link,brand_owner
358,Taboulé Verdé,2217175023163,B,,,,"['Plats préparés', 'Taboulés']",,,,,['France'],[],[],,?,,130,-23%,"5,62",-13%,"15,87",-25%,2,-55%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,544 kj(130 kcal),"0,69","2,11","0,7","0,28",,5.62 g,en quantité modérée,0.69 g,en faible quantité,2.11 g,en faible quantité,0.7 g,en quantité modérée,-23%,-3%,-35%,-26%,-26%,3,+10%,C,+10%,,,,,,,
359,Epaule cuite - Bioporc,3483190011693,,,,['Bioporc'],,"['Bio', 'Bio européen', 'Point Vert', 'AB Agriculture Biologique']",,,,['France'],[],[],,?,,503,,"3,8",,"0,4",,21,,,,,,,,,2105 kj(503 kcal),"1,3","0,4",17,"6,8",,,,,,,,,,,,,,,,,,,,,"['EMB 85059B', 'Châtaigneraie (Vendée, France)']",,,,
360,Kiwi sungold - Zespri,5415191752822,,,,['Zespri'],,,,,,['France'],[],[],,?,,79,,"0,28",,"15,8",,"1,02",,,,,,,,,331 kj(79 kcal),"0,065","12,3","0,007","0,003",,,,,,,,,,,,,,,,,,,,,,,,,
361,3181580239404,3181580239404,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Foie gras de canard entier - Larnaudie,3113010144606,B,,,['Larnaudie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,,,,['France'],[],[],,?,,533,+1%,"54,8",+1%,"2,9",+22%,"7,3",-3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2230 kj(533 kcal),25,"2,8","1,03","0,412",,54.8 g,en quantité élevée,25 g,en quantité élevée,2.8 g,en faible quantité,1.03 g,en quantité modérée,+1%,+8%,+112%,-14%,-14%,20,-4%,E,-4%,,,,,,,
363,Noix de coco,3760239858908,,,,,,,,,,['France'],[],[],,?,,41,,"0,2",,10,,"0,01",,,,,,,,,172 kj(41 kcal),0,"9,7","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,
364,yaourt de brebis Myrtille bio - LA BERGERIE - 125g,3213220140778,,125 g,,,,['Bio'],,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Magret de canard,0251159041394,E,,,,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",,,,,['France'],[],[],,?,,333,-2%,30,+2%,"0,7",-44%,16,-11%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,1393 kj(333 kcal),10,"0,7",1,"0,4",,30 g,en quantité élevée,10 g,en quantité élevée,0.7 g,en faible quantité,1 g,en quantité modérée,-2%,0%,+4%,-39%,-39%,17,-8%,D,-8%,,,,,,,
366,Andouillettes au canard,2239126018240,,,,,,,,,,['France'],[],[],,?,,216,,16,,"0,6",,17,,,,,,,,,904 kj(216 kcal),"6,2",0,"1,43","0,572",,,,,,,,,,,,,,,,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,
367,Lavande et fraises🍓,0817939012468,,,,,,,,,,['France'],[],[],,?,,10,,1,,5,,6,,,,,,,,,42 kj(10 kcal),0,0,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,
368,Houmous,2353869010818,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']","['Bio', 'Bio européen', 'Sans arômes artificiels', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans colorants', 'Sans conservateurs']",,,,['France'],[],[],,?,,289,+10%,21,+4%,12,+13%,11,+69%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,1209 kj(289 kcal),"2,2",7,"0,69","0,276",,21 g,en quantité élevée,2.2 g,en quantité modérée,7 g,en quantité modérée,0.69 g,en quantité modérée,+10%,-11%,+422%,-34%,-34%,4,-20%,C,-20%,,,,,,,
369,Mini marzipan stollen,4024884030720,,,,,,['Agriculture UE/Non UE'],,,,['France'],[],[],,?,,444,,"24,7",,46,,"7,8",,,,,,,,,1858 kj(444 kcal),"11,2","29,2","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,
370,8009346005863,8009346005863,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Foie gras - Labeyrie,3033610030676,B,,,['Labeyrie'],"['Poissons et viandes et oeufs', 'Foies gras']",,,,,['France'],[],[],,?,,511,+0%,53,+1%,2,-14%,"6,4",-8%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2138 kj(511 kcal),23,"1,6","1,1","0,44",,53 g,en quantité élevée,23 g,en quantité élevée,1.6 g,en faible quantité,1.1 g,en quantité modérée,+0%,+3%,+19%,-9%,-9%,20,-3%,E,-3%,,,,,,,
372,Riz cantonais,3760190934109,C,,,,"['Plats préparés', 'Céréales préparées', 'Riz préparés', 'Riz cantonais']",,,,,['France'],[],[],,?,,153,-2%,"3,8",-5%,23,-3%,"5,7",+8%,69.5%,13.6%,6.2%,6.3%,2.6%,1.8%,69,640 kj(153 kcal),"0,47","0,5","0,61","0,244",,3.8 g,en quantité modérée,0.47 g,en faible quantité,0.5 g,en faible quantité,0.61 g,en quantité modérée,-2%,-31%,-60%,-38%,-38%,0,-100%,B,-100%,,,,,,,
373,Boudin blanc nature à l'ancienne - Tallec,3268680033153,D,,,['Tallec'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté', ""Boudins blanc à l'ancienne""]",,,,,['France'],[],[],,?,,215,-7%,17,-11%,"6,9",+50%,"8,6",-14%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,900 kj(215 kcal),"6,7","2,5","1,3","0,52",,17 g,en quantité modérée,6.7 g,en quantité élevée,2.5 g,en faible quantité,1.3 g,en quantité modérée,-6%,-10%,+20%,+1%,+1%,13,-10%,D,-10%,,,,,,,
374,Spécialité au fromage frais - Everyday,5400141136654,,,,['Everyday'],,,,,['Colruyt'],"['Belgique', 'France']",[],[],,?,,431,,32,,32,,4,,,,,,,,,1803 kj(431 kcal),14,32,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,
375,"Filet migon de porc - 0,530kg",2106668006090,,"0,530 kg",,,,,,,,['France'],[],[],,?,,119,,3,,0,,23,,,,,,,,,498 kj(119 kcal),"1,2",0,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,['DE NW-20028 EG'],,,,
376,Filets de maquereaux a la tomate,5600361740215,D,,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,,,,['France'],[],[],,?,,?,,?,,?,,?,,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Chocolat bonbon - La Chocolaterie - 30g,8715937017398,,30 g,,['La Chocolaterie'],,"['Agriculture durable', 'en:UTZ Certified']",,,,['France'],[],[],,?,,547,,34,,56,,"3,6",,,,,,,,,2289 kj(547 kcal),22,54,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,
378,Lardons natures,0245699023293,,,,,,['Bio'],,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Käsespätzle bofrost 1249 - 1000g,0836069012490,,1000 g,,,,,,,,"['France', 'Allemagne']",[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Sparkling apple juice,2017010799990,,,,,,,,,,['France'],[],[],,?,,44,,0,,11,,0,,,,,,,,,184 kj(44 kcal),0,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
381,Délice de poivrons au chorizo,3700238310885,,,,,,,,,,['France'],[],[],,?,,122,,"6,2",,13,,3,,,,,,,,,510 kj(122 kcal),"1,3",11,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,
382,Filet de crocodile sauce poivre - Evasion Festive,2478589062715,,,,['Evasion Festive'],"['Viandes', 'Viande de crocodile']",,,,,['France'],[],[],,?,,119,-12%,"1,7",-61%,"5,9",+64%,20,0%,,,,,,,,498 kj(119 kcal),"0,9","1,8",2,"0,8",,1.7 g,en faible quantité,0.9 g,en faible quantité,1.8 g,en faible quantité,2 g,en quantité élevée,-11%,-24%,+92%,+36%,+36%,4,+62%,C,+62%,,,,,,,
383,PG Tips Infusion Lemon Tea - Unilever,8712100832246,,,,['Unilever'],,,,,,['France'],[],[],,?,,1,,0,,"0,2",,0,,,,,,,,,4 kj(1 kcal),0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,
384,Kougloff Nature 400 grs - 400g,3298350408745,,400 g,,,,,,,,['France'],[],[],,?,,366,,20,,18,,22,,,,,,,,,1531 kj(366 kcal),9,"3,78","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,
385,Sable pistache,3523530123461,,,,,,,,,,['France'],[],[],,?,,450,,"20,2",,59,,7,,,,,,,,,1883 kj(450 kcal),"13,3","28,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,
386,Crema di Peperoncino Piccante,8016874006064,,,,,,['Fabriqué en Italie'],,,,['France'],[],[],,?,,152,,10,,"6,38",,"8,51",,,,,,,,,636 kj(152 kcal),"1,43","4,22","0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,
387,Maultaschen-Gemüse-Pfanne bofrost 337 - 1000g,0836069003375,,1000 g,['Portionen'],,,,,,,"['France', 'Allemagne']",[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Petits sablés bretons au sarrasin caramel beurre salé,3494290000289,C,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Sablés au beurre']",,,,,['France'],[],[],,?,,561,+15%,30,+31%,66,+4%,"6,5",+1%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,2347 kj(561 kcal),18,37,"1,2","0,48",,30 g,en quantité élevée,18 g,en quantité élevée,37 g,en quantité élevée,1.2 g,en quantité modérée,+14%,+25%,+45%,+80%,+80%,30,+30%,E,+30%,,,,,,,
389,Hähnchen-Paella bofrost 1613 - 1000g,01613,,1000 g,['Beutel'],,,,,,,"['France', 'Allemagne']",[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Pâté de tête persillé - André Loussouarn - 160g,2496571014696,,160g,,['André Loussouarn'],,,['Porcs Bretons'],['29390 Leuhan'],['Intermarché'],['France'],"['Têtes de porc cuites 69', '7%', 'maigre/museau/langues', 'eau', 'oignons', 'geléel ', 'gélatine boeuf', 'LACTOSE', 'sel', 'épaississant : E415', 'acidifiant : E330', 'exhausteur gout : E621', 'arômes ', 'dont CELERI', 'vin blanc ', 'SULFITES', ' gélatine porcine ', 'SULFITES', 'ail semoule', 'poivre', 'dextrose', 'antioxygènes : E300-E301', 'colorant : E120', 'persil 0', '07%', ' Décor : persil', 'gelée', ' glacage ', 'gélatine alim', ' type G porc', 'sel', 'dextrose', 'épaississant : E407', 'colorant : E150c', 'conservateur : E202', ' Porc : origine Bretagne']","['Non végétalien', 'Non végétarien']",4,?,,121,,"6,8",,"1,8",,"13,2",,,,,,,,,506 kj(121 kcal),"2,5","1,5","1,94","0,776",,,,,,,,,,,,,,,,,,,"['E428 - Gélatine', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E120 - Acide carminique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,['29125A'],"['Céleri', 'Lait', 'Anhydride sulfureux et sulfites']",,,
391,Magret canard,2672683137557,,,,,,,,,,['France'],[],[],,?,,333,,29,,1,,17,,,,,,,,,1393 kj(333 kcal),10,"0,8","0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,
392,Herbes de Provence - le chatelard 1802 - 200g,3760076650208,,200 g,,['le chatelard 1802'],,,,,,['France'],"['UYR MH2 Horbes de Provence For grilling - barbecue - pizza Romarin/Rosemary Başilic/Basil Thym/Thyme rigan/Oree am Sarriette/Savory HeaineMarjor 08 Poids net: 200 grs Chatelard SARL - 26170 SAINT AUBAN SUR OUVEZE ', 'FRANCE']",[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Poulet fermier,2481696036739,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,
394,Brandade de morue -,0203884030631,E,,,,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue', 'Brandades de morue parmentière', 'en:preparations-made-from-fish-meat']",,,,,['France'],[],[],,?,,156,+7%,"9,6",+12%,"10,1",+6%,"7,2",+6%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,653 kj(156 kcal),"0,9","0,3","0,8","0,32",,9.6 g,en quantité modérée,0.9 g,en faible quantité,0.3 g,en faible quantité,0.8 g,en quantité modérée,+7%,-46%,-67%,-3%,-3%,0,-100%,B,-100%,,,,,,,
395,"Poulet du rotisseur - Maître Coq - 1,047kg",0215231059042,,"1,047 kg",,['Maître Coq'],,['Sans conservateurs'],,,,['France'],[],[],,?,,181,,9,,1,,24,,,,,,,,,757 kj(181 kcal),"2,5",0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
396,"Yaourt au lait entier étuvé, Vanille - péchalou - 12.5gr",3339528061000,,12.5gr,['Pot'],['péchalou'],['Produits laitiers'],,"['Lait de dordogne', 'Vanille madagascar']",['France'],,['France'],['lait entier 86%sucrelait écrémé en poudreferments lactiquesarôme naturel de vanille'],[],,?,,95,-62%,"3,4",-81%,"12,4",+152%,"3,8",-69%,,,,,,,,397 kj(95 kcal),"2,2","12,4","0,13","0,052",,3.4 g,en quantité modérée,2.2 g,en quantité modérée,12.4 g,en quantité modérée,0.13 g,en faible quantité,-61%,-82%,+205%,-83%,-83%,3,-71%,C,-71%,,,['24396C'],['Lait'],,http://www.pechalou.fr,
397,Pâté de campagne pur porc doré au four - Vilatte Plassard-Pompougnac - 180g,3760284714075,C,180g,['Boîte de conserve'],['Vilatte Plassard-Pompougnac'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,['France'],['Rouffignac'],,['France'],"['Viande', 'gras et foie de porc', 'œufs', 'ail', 'sel', 'poivre']","['Non végétalien', 'Non végétarien']",3,?,,299,-4%,24,-11%,"0,8",-67%,20,+41%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,1251 kj(299 kcal),"9,6",0,"2,3","0,92",,24 g,en quantité élevée,9.6 g,en quantité élevée,0 g,en faible quantité,2.3 g,en quantité élevée,-4%,-5%,-100%,+39%,+39%,22,+16%,E,+16%,,,"['EMB 24356B', 'Rouffignac-Saint-Cernin-de-Reilhac (Dordogne, France)']",['Œufs'],,,
398,Pintade farcie,0215814104763,,,,,,,,,,['France'],[],[],,?,,227,,17,,"2,6",,16,,,,,,,,,950 kj(227 kcal),"5,5",1,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,
399,Memange coleslaw,3368643000571,,,,,,['Sans conservateurs'],,,,['France'],[],[],,?,,31,,"0,5",,"5,3",,"1,2",,,,,,,,,130 kj(31 kcal),"0,1","3,3","5,76","2,304",,,,,,,,,,,,,,,,,,,,,,,,,
400,Pintade farcie,0215814104763,,,,,,,,,,['France'],[],[],,?,,227,,17,,"2,6",,16,,,,,,,,,950 kj(227 kcal),"5,5",1,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,
401,Memange coleslaw,3368643000571,,,,,,['Sans conservateurs'],,,,['France'],[],[],,?,,31,,"0,5",,"5,3",,"1,2",,,,,,,,,130 kj(31 kcal),"0,1","3,3","5,76","2,304",,,,,,,,,,,,,,,,,,,,,,,,,
402,Haricots blancs,3662444002568,,,,,,,,,,['France'],[],[],,?,,97,,"0,9",,"12,9",,"6,2",,,,,,,,,406 kj(97 kcal),"0,5","0,7","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,
403,Celebrations,5000159512138,,,,,,,,,,['France'],[],[],,?,,0,,25,,62,,"5,7",,,,,,,,,0 kj(0 kcal),15,54,"0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,
404,Jambon espagnol,8421511002505,,,,,,,,,,['France'],[],[],,?,,207,,9,,"0,6",,31,,,,,,,,,866 kj(207 kcal),"3,5","0,6","6,4","2,56",,,,,,,,,,,,,,,,,,,,,,,,,
405,onagre bourrache - phytoceutic - 227g,3492270075050,,227 g,,['Phytoceutic'],,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Presskopf de canard,2251700012796,,,,,,,,,,['France'],[],[],,?,,61,,"1,7",,"0,2",,"11,3",,,,,,,,,255 kj(61 kcal),"0,56",0,"1,95","0,78",,,,,,,,,,,,,,,,,,,,,,,,,
407,Galettes à la compote de pommes - 300g,3304370041470,,300 g,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Toffee Hoops - Asda,5054781731818,,,,['Asda'],,,,,,['France'],[],[],,?,,155,,"5,7",,22,,"3,9",,,,,,,,,649 kj(155 kcal),"3,5",18,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,"['FR 53.054.005 CE', 'Changé (Mayenne, France)']",,,,
409,Chouriço corrente,5609283001411,,,,,,,,,,['France'],[],[],,?,,632,,49,,2,,"46,4",,,,,,,,,2644 kj(632 kcal),"17,4",2,"4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,
410,Galopin frais non salé - Fromagerie Deret - 180g,3389230000279,E,180g,['Frais'],"['Fromagerie Deret', 'Deret']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,,,,['France'],"['lait cru de chèvre', 'ferments', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,1060,-5%,?,,19,-17%,"2,6",+56%,14,-19%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,1060 kj(253 kcal),13,"2,6",0,0,,19 g,en quantité modérée,13 g,en quantité élevée,2.6 g,en faible quantité,0 g,en faible quantité,-10%,-19%,+168%,-100%,-100%,8,-40%,C,-40%,,,"['FR 03.282.001 CE', 'Theneuille (Allier, France)']",['Lait'],,,
411,Terrine de campagne rotie au four - Carrefour,2227848015289,,,,['Carrefour'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']","['Bio', 'Bio européen', 'FR-BIO-13', 'Fabriqué en France']",,,['Carrefour'],['France'],[],[],,?,,331,+2%,29,+2%,9,+293%,15,+7%,,,,,,,,1385 kj(331 kcal),11,2,"1,5","0,6",,29 g,en quantité élevée,11 g,en quantité élevée,2 g,en faible quantité,1.5 g,en quantité modérée,+3%,+2%,+130%,-6%,-6%,20,+3%,E,+3%,,,"['EMB 29004', 'Bannalec (Finistère, France)']",,,,
412,Eclair choco équateur x1,2030508079787,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Figuritas mazapán,8413258057047,,,,,,,,,,['France'],[],[],,?,,475,,24,,54,,10,,,,,,,,,1987 kj(475 kcal),"1,9",52,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
414,Pâte à sucre extra souple - Scrapcooking - 200g,3700392471569,,200 g,,['Scrapcooking'],,,,,,['France'],[],[],,?,,393,,"4,8",,"87,1",,0,,,,,,,,,1644 kj(393 kcal),"3,3","84,7","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,
415,Préparation de citron bio - Sublim Bio,3469676053104,D,,,['Sublim Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", 'Confitures de citron']",['Bio'],,,,['France'],"['Paration de Citron bio pts Jus concentré de raisin rectifie', ""citron' "", '45%', 'gélfant pectine de frut ro aprculture Blologique', ' Présence possible de pepin', ' Opnie Lemon fruit spread']",[],,?,,160,-29%,"0,3",+7%,"38,9",-26%,"0,3",-26%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,669 kj(160 kcal),0,"38,8","0,023","0,009",,0.3 g,en faible quantité,0 g,en faible quantité,38.8 g,en quantité élevée,0.023 g,en faible quantité,-28%,-100%,-22%,+3%,+3%,8,-19%,C,-19%,,,,,,,
416,Foie gras de canard du sud ouest,2202227139190,,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 40.074.001 CE', 'Castel-Sarrazin (Landes, France)']",,,,
417,Pâté,0241504017914,,,,,,['Point Vert'],,,,['France'],[],[],,?,,351,,32,,"2,7",,13,,,,,,,,,1469 kj(351 kcal),12,"2,3","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,
418,Saucisse de morteau label rouge,2479902038318,E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']",['Label Rouge'],,,,['France'],[],[],,?,,333,+5%,"30,2",+10%,0,-100%,"15,2",-10%,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,1393 kj(333 kcal),"11,7",0,"2,02","0,808",,30.2 g,en quantité élevée,11.7 g,en quantité élevée,0 g,en faible quantité,2.02 g,en quantité élevée,+5%,+10%,-100%,-9%,-9%,22,+1%,E,+1%,,,,,,,
419,Huile d'olive vierge extra - Puget,3178050027401,D,,,['Puget'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,['France'],[],[],,?,,900,+5%,100,+5%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,3766 kj(900 kcal),14,0,0,0,,100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+5%,0%,,-100%,-100%,6,-2%,C,-2%,,,,,,,
420,Panettone limoncello,8008315400753,C,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,,['France'],[],[],,?,,369,-1%,15,0%,51,-1%,"6,8",-0%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,1544 kj(369 kcal),"9,2",29,"0,57","0,228",,15 g,en quantité modérée,9.2 g,en quantité élevée,29 g,en quantité élevée,0.57 g,en quantité modérée,-1%,+2%,+12%,+29%,+29%,21,+13%,E,+13%,,,,,,,
421,Mato - lactics llivia,8437000063223,,,,['lactics llivia'],['es:Mato'],,,,,"['France', 'Espagne']",[],[],,?,,157,,12,,"2,65",,"10,7",,,,,,,,,657 kj(157 kcal),"7,97",2,"0,95","0,38",,12 g,en quantité modérée,7.97 g,en quantité élevée,2 g,en faible quantité,0.95 g,en quantité modérée,,,,,,12,,D,,,,,,,,
422,Dessert crème chocolat sorbet yuzu - L'Angélys,3760039986177,,,,"[""L'Angélys""]",['Desserts'],"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,['France'],[],[],,?,,155,-12%,"4,6",-32%,26,+10%,"1,9",-40%,,,,,,,,649 kj(155 kcal),3,21,0,0,,4.6 g,en quantité modérée,3 g,en quantité modérée,21 g,en quantité élevée,0 g,en faible quantité,-12%,-17%,+14%,-100%,-100%,6,-11%,C,-11%,,,,,,,
423,Caramel au beurre salé,3760101766003,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']","['Sans colorants', 'Sans conservateurs']",,,,['France'],[],[],,?,,422,+3%,"11,8",-14%,"77,7",+15%,"1,2",-49%,,,,,,,,1766 kj(422 kcal),"8,3","49,9","0,9","0,36",,11.8 g,en quantité modérée,8.3 g,en quantité élevée,49.9 g,en quantité élevée,0.9 g,en quantité modérée,+3%,-7%,-1%,-7%,-7%,26,+5%,E,+5%,,,,,,,
424,KNAPPERIGE HAZELNOOT - Verkade,8710412037007,,,,['Verkade'],,"['Agriculture durable', 'en:UTZ Certified']",,,,['France'],"['Suiker,hazelnoten 25%,cacaoboter,volle melkpoeder,cacaomassa,emulgator ', 'sojalecithine', ',Cacaobestanddelen: ten minste 31% in de melkchocolade']",['Non végétalien'],4,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C103910'],"['Fruits à coque', 'Soja']",,,
425,Assortissment amande noir et lait,3602826461675,,,,,,['Point Vert'],,,,['France'],[],[],,?,,566,,40,,37,,11,,,,,,,,,2368 kj(566 kcal),12,35,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,
426,Manef 300,3160929905118,,,,,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,,,,,,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
