,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,packaging,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,manufacturing,link,ingredients_origins,allergens,generic_name,brand_owner,palm_ingredients
1051,Paté de campagne au sel de guerande - Clermont - 210g,3363710006371,['Clermont'],,['France'],"['viande de porc 49%', 'abat de porc', 'gras de porc', 'couenne de porc', 'oignons', 'bouillon', 'crépine de porc', 'sel de Guérande', 'arômates', 'colorant: caramel ordinaire']","['Non végétalien', 'Non végétarien']",?,262,"14,1","2,7","16,8",210 g,1096 kj(262 kcal),"8,4","0,8","2,3","0,92","['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Viandes', 'Céréales et dérivés', 'Charcuteries', 'Charcuteries diverses', 'Pâtes alimentaires', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,-16%,-48%,+12%,+18%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,['E150a - Caramel E150a'],4,,14.1 g,en quantité modérée,8.4 g,en quantité élevée,0.8 g,en faible quantité,2.3 g,en quantité élevée,21,E,"['film plastique jetable', 'barquette plastique recyclable']",-16%,-17%,-13%,+39%,+39%,+11%,+11%,['france Bretagne 35341 Liffré'],,,,,,
1052,Helaes Pindakaas,23049987,,,['France'],[],[],?,646,56,10,23,,2703 kj(646 kcal),"8,8","4,8","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Dos de cabillaud - 900g,3422540010092,,,['France'],[],[],?,100,"0,5",0,23,900 g,418 kj(100 kcal),"0,1",0,"0,2","0,08",,E,"['Produits de la mer', 'Poissons', 'Morues', 'Dos de cabillaud']",,-58%,-97%,-100%,+89%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,-4,A,,-56%,-96%,-100%,-77%,-77%,-182%,-182%,,,,,,,
1054,Cassoulet,3261055940124,,,['France'],[],[],?,114,"4,7","8,9","7,3",,477 kj(114 kcal),"1,85","0,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Escalopes de Poulet Fermier Bio Élevé en plein air - Carrefour Bio,0215744032600,['Carrefour Bio'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,
1056,Pizza - Marabout - 150g,8051499210588,['Marabout'],,['France'],[],[],?,?,?,?,?,150g,,,,,,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Soupe a la vietnamienne,3036812100499,,,['France'],[],[],?,61,"0,2","5,7","1,1",,255 kj(61 kcal),0,"1,4","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Crème fraîche épaisse - Laiterie Gilbert - 20cl,3415490027005,['Laiterie Gilbert'],,['France'],"['crème pasteurisée ', 'Origine France', 'ferments lactiques Pour 100 g']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,323,33,"3,3","2,4",20 cl,1351 kj(323 kcal),21,"2,8","0,06","0,024","['FR 01.154.001 CE', 'Étrez (Ain, France)']",B,"['Produits laitiers', 'Crèmes', 'Crèmes fraîches']",,+11%,+11%,+1%,+2%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,3,"['Crèmerie Gilbert', 'Moirans']",33 g,en quantité élevée,21 g,en quantité élevée,2.8 g,en faible quantité,0.06 g,en faible quantité,14,D,['Pot'],+13%,+6%,-2%,-29%,-29%,+8%,+8%,,,['France'],,,,
1059,Aceite de oliva virgen extra arbequina,8413511011014,,,['France'],[],[],?,824,"91,5",0,0,,3448 kj(824 kcal),"15,5",0,0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,91.5 g,en quantité élevée,15.5 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,7,C,,-4%,+11%,,-100%,-100%,+14%,+14%,,,,,,,
1060,Moulinex,3045388593338,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Borsari Pandoro Classico Incartato Rustico,8003781371712,,,['France'],[],[],?,371,15,51,"7,3",,1552 kj(371 kcal),"9,2",25,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Speck 7 tranches,3700118301866,,['Fabriqué en Italie'],['France'],[],[],?,236,14,"0,5",27,,987 kj(236 kcal),"5,6","0,5",4,"1,6","['EMB 12063', 'Cavalerie (Aveyron, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Spätzli aux légumes bio,4099200413051,,"['Bio', 'Bio européen', 'CH-BIO-006', 'Agriculture UE/Non UE']",['France'],[],[],?,130,"1,8",22,"5,4",,544 kj(130 kcal),"0,4","1,2","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Moelleux chocolat,10272015,,['en:gluten-free'],['France'],[],[],?,398,16,58,"3,6",,1665 kj(398 kcal),"3,4",43,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Miel de Savoie cremeux pot,3263625848069,,,['France'],[],[],?,316,?,?,?,,1322 kj(316 kcal),,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Sauce aux cèpes - Magda,3434410075292,['Magda'],"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,56,"3,3","4,9","1,2",,234 kj(56 kcal),"2,1","0,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Mentos Choco,46157065,['Mentos'],,['France'],[],[],?,425,"9,6",80,"3,3",,1778 kj(425 kcal),"5,9",62,"0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Bonbon,3367305114540,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,"Elisen-lebkuchen, Nürnberger",4035472302204,,,['France'],[],[],?,454,"23,9","47,8","10,1",,1900 kj(454 kcal),3,"28,8","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Eau de source de montagne,2901131909232,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Cranberry Green Tea - Clipper - 40g,5021991939785,['Clipper'],"['Commerce équitable', 'Fairtrade International']",['France'],"['thé vert', 'arôme naturel de cranberry', 'autres arômes naturels', 'cranberry', 'arôme naturel']",[],?,?,?,?,?,40 g,,,,,,,A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,4,,,,,,,,,,,,['Sachets'],,,,,,,,,,,,,,
1072,Papaye cube déshydraté,3760091574671,,,['France'],[],[],?,342,0,85,"0,35",,1431 kj(342 kcal),0,76,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Friands à l'emmental,3577370001212,,,['France'],[],[],?,348,"19,7","33,6","8,1",,1456 kj(348 kcal),10,"2,2","1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Le Clocher Comtois,3760259310011,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Pecorino Romano AOP Rapé - Intermarché,3250391989980,['Intermarché'],"['Nutriscore', 'Nutriscore E', 'AOP']",['France'],[],[],?,392,32,0,26,,1640 kj(392 kcal),18,0,"5,2","2,08",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages de brebis', 'Fromages râpés', 'Pecorino', 'Pecorino Romano']",,-1%,-1%,-100%,0%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,32 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,5.2 g,en quantité élevée,19,E,,-1%,-6%,-100%,+10%,+10%,-1%,-1%,,,,,,,
1076,4 steak viande bovine - leader price,2222709041261,['leader price'],,['France'],[],[],?,?,?,?,?,4,,,,,,,,['Viande fraîche de boeuf'],,,,,,,,,,,,,,,['leader price'],,,,,,,,,,,['Barquette'],,,,,,,,['France'],,['France'],,,,
1077,Confiture goyana - Dormoy,3271377005067,['Dormoy'],,['France'],[],[],?,235,0,58,"0,1",,983 kj(235 kcal),0,57,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Escalopes extra-fine de dinde,2614156017058,,"['Nutriscore', 'Nutriscore A']",['France'],[],[],?,108,"1,3",0,24,,452 kj(108 kcal),"0,4",0,"0,15","0,06",,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,-11%,-2%,-100%,+5%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,-4,A,,-10%,-1%,-100%,-73%,-73%,,,,,,,,,
1079,Celebrator Doppelbock,4104170029000,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Morphologie triangle - Juvamine,3160920712364,['Juvamine'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Jus de pomme Hibiscus & Cannelle infusés,3760273070052,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,"Granola bio et artisanal , fruits secs",3770003613251,,['Bio'],['France'],[],[],?,517,26,54,12,,2163 kj(517 kcal),"2,7","9,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Chocolat au lait 45% de cacao - Cocoa Valley,3770013542244,['Cocoa Valley'],,['France'],[],[],?,586,41,44,"8,5",,2452 kj(586 kcal),26,40,"0,29","0,116",,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,+6%,+19%,-15%,+19%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,41 g,en quantité élevée,26 g,en quantité élevée,40 g,en quantité élevée,0.29 g,en faible quantité,23,E,,+6%,+33%,-18%,+24%,+24%,-10%,-10%,,,,,,,
1084,Miel d'acacia,3770009008334,,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Biscuit moka,6921078591617,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Jus de pommes,3760171920091,,,['France'],[],[],?,44,"0,14",10,"0,17",,184 kj(44 kcal),"0,046","9,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Panettone,8001100050577,,,['France'],[],[],?,?,?,?,?,,,,,,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Mí bò,8934684029038,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Muesli misceli di fiocchi di cereali & frutta secca - Despar - 375g,8001300802594,['Despar'],['en:palm-oil-free'],['France'],[],['Sans huile de palme'],?,356,"7,2",59,"9,4",375 g,1490 kj(356 kcal),"2,5",22,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,"Patata bolsa 2,5 kg",8437001858620,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Truffes fantaisie,3481291013042,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,SAUCE CITRON - 190g,3200741900028,,,['France'],[],[],?,231,23,"3,2","2,3",190 g,967 kj(231 kcal),15,"0,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Green Peppercorns - Codal - 100g,5701077000508,['Codal'],,['France'],"['poivre vert', 'eau', 'sel', 'acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,33,"0,9","1,69","1,5",100 g,138 kj(33 kcal),"0,8",0,"2,2","0,88",,,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Escalope de dinde - Maître Coq,0215990020932,['Maître Coq'],"['Nutriscore', 'Nutriscore A']",['France'],[],[],?,105,1,0,24,,439 kj(105 kcal),"0,3",0,"0,18","0,072","['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,-13%,-24%,-100%,+5%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,-4,A,,-13%,-26%,-100%,-68%,-68%,,,,,,,,,
1095,3770011161003,3770011161003,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Tartines ki'kroc légumineuses,3421557920684,,,['France'],[],[],?,370,"2,1",63,19,,1548 kj(370 kcal),"0,3",2,"0,52","0,208","['EMB 50082C', 'Bricquebec (Manche, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Spritzer - 350ml,9556145116096,['Spritzer'],,['France'],[],[],?,?,?,?,?,350ml,,,,,,,,"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux minérales naturelles']",,,,,,,,,,,,,,,,,,,,,,,,0,A,,,,,,,-100%,-100%,,,,,,,
1098,Punca air - 500ml,9555108400920,['Punca'],,['France'],[],[],?,?,?,?,?,500ml,,,,,,,,"['Boissons', 'Boissons gazeuses', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux gazeuses', 'Eaux minérales naturelles', 'Eau minérale naturelle gazéifiée']",,,,,,,,,,,,,,,,,,,,,,,,0,A,,,,,,,-100%,-100%,,,,,,,
1099,Crème fraîche épaisse - Yoplait,3760033000053,['Yoplait'],,['France'],[],[],?,?,?,?,?,,,,,,,,C,"['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes fraîches']",,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,,,,,['Pot'],,,,,,,,,,,,,,
1100,Gourde pomme vanille - 90g,3780117804902,,['Sans sucre ajouté'],['France'],[],[],?,?,?,?,?,90 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Sirop d'agave Bio - 360g,3299430061409,,['Bio'],['France'],[],[],?,320,23,78,1,360 g,1339 kj(320 kcal),10,69,5,2,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",,+3%,+9729%,+1%,+1237%,,,,,,,,,,,23 g,en quantité élevée,10 g,en quantité élevée,69 g,en quantité élevée,5 g,en quantité élevée,32,E,,+3%,+58380%,-6%,+10063%,+10063%,+148%,+148%,,,,,,,
1102,RILLETTES DE LA MER ST JACQUES AUX ALGUES,3467741900056,,,['France'],[],[],?,196,15,"3,3",13,,820 kj(196 kcal),10,"1,4",1,"0,4",,D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de Saint-Jacques']",,+17%,+35%,-8%,+3%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,15 g,en quantité modérée,10 g,en quantité élevée,1.4 g,en faible quantité,1 g,en quantité modérée,15,D,,+17%,+55%,+12%,-6%,-6%,+57%,+57%,,,,,,,
1103,Pâte de campagne,3337530421034,,,['France'],[],[],?,473,46,"1,3",13,,1979 kj(473 kcal),16,0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Chocolat au Lait Intense en Cacao - Auchan - 100g,3245678046630,['Auchan'],"['Agriculture durable', 'Nutriscore', 'Nutriscore E', 'en:UTZ Certified']",['France'],[],[],?,558,36,50,"7,6",100 g,2335 kj(558 kcal),23,50,"0,42","0,168",,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,+1%,+4%,-4%,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,['Auchan'],36 g,en quantité élevée,23 g,en quantité élevée,50 g,en quantité élevée,0.42 g,en quantité modérée,26,E,,+1%,+17%,+2%,+80%,+80%,+2%,+2%,,,,,,,
1105,Lucky Charms - 289g,0016000156012,['Lucky Charms'],"['en:gluten-free', 'en:Verified']",['France'],"['Whole Grain Oats', 'Marshmallows ', 'Sugar', 'Modified Corn Starch', 'Corn Syrup', 'Dextrose', 'Gelatin', 'Natural & Artificial Flavor', 'Blue 1', 'Yellow 6', 'Red 40', 'Sugar', 'Oat Flour', 'Corn Syrup', 'Corn Starch', 'Salt', 'Trisodium Phosphate', 'Cinnamon', 'Natural and Artificial Flavor', 'Vitamin E ', 'Mixed Tocopherols', ' Added to Preserve Freshness', 'Vitamins and Minerals: Calcium Carbonate', 'Zinc and Iron ', 'Mineral Nutrients', 'Vitamin C ', 'Sodium Ascorbate', 'a B Vitamin ', 'Niacinamide', 'Vitamin B6 ', 'Pyridoxine Hydrochloride', 'Vitamin B2 ', 'Riboflavin', 'Vitamin B1 ', 'Thiamin Mononitrate', 'Vitamin A ', 'Palmitate', 'a B Vitamin ', 'Folic Acid', 'Vitamin B12', 'Vitamin D3']","['Non végétalien', 'Non végétarien']",?,110,?,?,?,289g,460 kj(110 kcal),,,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",,-68%,,,,,,,,,,,"['E428 - Gélatine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', 'E129 - Rouge allura AC', 'E339iii - Phosphate trisodique']",4,,,,,,,,0 g,en faible quantité,,,,-68%,,,-100%,-100%,,,,,,,,,
1106,Nectar de Ananas - Juice tree - 1litre,4100060023776,['Juice tree'],,['France'],[],[],?,23,0,"4,9",0,1 litre,96 kj(23 kcal),0,"4,9",0,0,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Jus de fruits', 'Jus de fruits à base de concentré', ""Jus d'ananas"", ""Jus d'ananas à base de concentré"", ""Nectars d'ananas""]",,-49%,-100%,-54%,-100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,0 g,en faible quantité,0 g,en faible quantité,4.9 g,en quantité modérée,0 g,en faible quantité,-2,B,,-49%,-100%,-51%,-100%,-100%,-117%,-117%,,,,,,,
1107,Lardons Fumés,3268750009118,,,['France'],[],[],?,252,"21,2","1,2","14,4",,1054 kj(252 kcal),"7,9","1,2","3,56","1,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Son d'avoine - Bio Village,3564707126601,['Bio Village'],"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,"['EMB 24070A', 'Busserolles (Dordogne, France)']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Son', 'Sons de céréales', ""Sons d'avoine""]",,,,,,67.3%,0.9%,10.6%,9.2%,12.0%,0.0%,95,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,
1109,Sirop thé à la menthe - Auchan - 50cl,3596710474004,['Auchan'],"['Nutriscore', 'Nutriscore E']",['France'],[],[],?,300,"< 0,5",75,"< 0,5",50 cl,1255 kj(300 kcal),"< 0,1",74,"0,04","0,016",,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",,+26%,+355%,+22%,+339%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,['Auchan'],,,,,,,,,,,,+22%,+237%,+25%,+81%,+81%,,,,,,,,,
1110,Jambon traditionnel fumé au bois de hêtre Saint Alby - 3110x 309g,2205884002210,['Saint Alby'],,['France'],[],[],?,125,"4,5",1,20,3110 x 309 g,523 kj(125 kcal),"1,5","0,5","1,9","0,76",['DE RP-03001 EG'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Miel thym,3263623832565,,,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Aiguillettes de canard - Delpeyrat,2672645029715,['Delpeyrat'],,['France'],[],[],?,150,"6,6","0,5",23,,628 kj(150 kcal),"2,2","0,5","0,26","0,104",,D,"['Viandes', 'Volailles', 'Canards', 'Aiguillettes de canard']",,+24%,+123%,-61%,+7%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,6.6 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,0.26 g,en faible quantité,-1,A,,+25%,+134%,+1%,-58%,-58%,,,,,,,,,
1113,Côtes de porc - 700g,20247355,,,['France'],[],[],?,169,"9,6","0,9",20,700 g,707 kj(169 kcal),"3,5","0,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Côtes du rhone - Supermarchés Match - 75cl,3257986554189,['Supermarchés Match'],"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,75 cl,,,,,,,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,
1115,Paté de atún claro materia grasa latas,8410090661135,,,['France'],[],[],?,71,0,"7,6",8,,297 kj(71 kcal),0,"2,2","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Ice cubes - Icefactory - 1kg,5060418210243,['Icefactory'],,['France'],[],[],?,?,?,?,?,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Boulettes au boeuf,4056489138723,,,['France'],[],[],?,259,20,"3,9",15,,1084 kj(259 kcal),"8,1","2,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Oeufs frais très gros,3760073540656,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,la soupe des chefs - gastromer - 1Kg,3269660534608,['Gastromer'],,['France'],"['5E aleur anargetique/Energy Hatteres grasses/Fat omacides gras saturés/ofwhich saturates Gucdes/Canbohydrate nt sucnes/of which sugars Proimes/Proteins kcainek Se/Sat S9 efients Eau', 'poisons peches en Atantique Nord Est 3%cm omates', 'carottes', 'ignons', 'vin blanc', 'langoustines ', 'conser fe de sodium', 'poireaux', 'sel', 'celeri', 'homard', 'persil', 'ail', 'thym laurie ment fort', 'paprika', 'safran', ' Fabriqué dans un atelier qui utiise du la de Toeut', 'du soja', 'de la moutarde et des mollusques edients Water', 'fish caught in the North East Atlantic 35% tome Concentrate', 'carrots', 'onions', 'white wine', 'langoustines ', 'preservate sudum sulfite leeks', 'salt', 'celery', 'lobsters', 'parsley', 'garlic', 'thyme ba fpepper', 'paprika', 'saffron', ' Manufactured in a factory that uses mi guen egg soy', 'mustard and shellfish POUR 4 ASSIETTES/FOR 4 SERVINGS de préparation: Agrémenter cette soupe avet e fraiche', 'servir tres chaud accompagnée de croutn de gruyere rapé', ' Cosking directions This fish soup may be improved by adding ere hot with croutons rubbed with garlic and grated cheese']","['Non végétalien', 'Non végétarien']",?,?,?,?,?,1Kg,,,,,,"['FR 85.164.001 CE', 'Notre-Dame-de-Monts (Vendée, France)']",E,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,,,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,,,"['Céleri', 'Crustacés', 'Moutarde', 'Soja']",,,
1120,Ananas en morceau - Paquito,19010331,['Paquito'],,['France'],[],[],?,324,"0,5","79,6","0,1",,1356 kj(324 kcal),"0,1","75,4","1,05","0,42",,,['Ananas en morceaux'],,+511%,+75%,+611%,-80%,,,,,,,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,75.4 g,en quantité élevée,1.05 g,en quantité modérée,18,D,,+511%,+385%,+1027%,+11711%,+11711%,+1700%,+1700%,,,,,,,
