,name,bar_code,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,manufacturing,markets,additives,palm_ingredients,allergens,nova_score,ingredients_origins,link,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,brand_owner
940,Ewan l'elephant,0204413013255,,,,['France'],[],[],,,,,,,,,?,,10,,42 kj(10 kcal),,10,,10,,10,,10,,10,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Romarin,3307153054407,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Filet de truite - 1,2869804023091,1,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Filet mignon porc,2209250004389,,,"['Viandes', 'Porc']",['France'],[],[],3.1 g,en quantité modérée,0.8 g,en faible quantité,0.5 g,en faible quantité,0.14 g,en faible quantité,?,,120,-38%,502 kj(120 kcal),-37%,"3,1",-72%,"0,8",-81%,"0,5",-44%,"0,5",-19%,23,+16%,"0,14",-93%,"0,056",-93%,-4,-136%,A,-136%,,,,,,,,,,,,,,,,,,,,,,
944,Bicarbonate alimentaire,3252371303588,,,"['Additifs alimentaires', 'Anti-agglomérants', 'Bicarbonates de sodium']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,,0,,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,B,0.0%,86.4%,6.5%,3.7%,3.4%,0.0%,86,,,
945,"Découpe de thon Albacore - Poisson de ligne - 0,356kg",2869456046448,"0,356 kg",['Poisson de ligne'],"['Produits de la mer', 'Poissons', 'Thons', 'Thons tropicaux', 'Thons albacore']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['FR 69.273.112 CE', 'Corbas (Rhône, France)']",D,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,
946,Sauce Tomate Provencale Bio - Saveurs Attitudes - 200g,3299430063571,200 g,['Saveurs Attitudes'],"['Epicerie', 'Sauces', 'Sauces tomate']",['France'],"[""purée de tomates d'Aquitaine* "", '78%', 'oignon"",carotte*', 'échalote*', ""huile d'olive*"", 'sel', 'ail""', 'thym*', 'romarin""', 'origan*', 'poivre*', "" *Produits issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",4.2 g,en quantité modérée,1.1 g,en faible quantité,5.4 g,en quantité modérée,0.66 g,en quantité modérée,?,,72,-18%,301 kj(72 kcal),-16%,"4,2",+94%,"1,1",+214%,"5,4",-55%,"5,4",-45%,"1,8",+15%,"0,66",-49%,"0,264",-49%,-4,-178%,A,-178%,"['Bio', 'Fabriqué en France', 'Sans sucre ajouté']",,,,,,,3,,,,B,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,
947,Confiture extra de fraise - Auchan - 350g,3596710368488,350 g,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Produit en braille']",,,['Auchan'],,,,,,,,C,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,
948,Chèvre long affiné,3411240002001,,,,['France'],[],[],,,,,,,,,?,,309,,1293 kj(309 kcal),,"24,1",,"16,6",,"1,5",,"0,809",,"19,3",,"1,25",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Croustilles d'oignon,3544480001005,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,sauce bolognaise à la viande rôtie - raynaud - 195g,4272558460117,195g,['Raynaud'],"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",['France'],"['Concentré de tomates dilué ', '60%', 'viandes : boeuf et porc ', '20%', 'oignons', 'dendes concassées ', '4%', 'carottes', 'huile e tournesol', 'sel', 'vin blanc ', 'anhy Sal sulfureux et sulfites', 'Cdolive amidon modifié E1422', 'hui tié E1422', ""huile d'olives surte extra"", 'ail ', 'anhydride sulfureux et céleris', 'sucre', ""Viande d'origine française"", ' épices', 'persil', 'épices', 'persil', 'arôme na nde ,']","['Non végétalien', 'Non végétarien']",7.9 g,en quantité modérée,2.6 g,en quantité modérée,5.1 g,en quantité modérée,1.3 g,en quantité modérée,?,,127,+46%,531 kj(127 kcal),+48%,"7,9",+92%,"2,6",+113%,"9,3",+42%,"5,1",+7%,"4,7",+5%,"1,3",+18%,"0,52",+18%,7,+207%,C,+207%,,['pot verre'],['pernes les fontaines'],,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,"['Céleri', 'Anhydride sulfureux et sulfites']",3,,,"['FR84008003', 'Barroux (Vaucluse, France)']",E,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,,,
951,gainer xxl - STC NUTRITION - 1kg,,1 kg,['STC NUTRITION'],['Prise de masse'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Bidon'],,,,,,,,,,,,,,,,,,,,
952,Migros - 100g.,7613404048412,100 g.,['Migros'],['Dessert de boulangerie'],"['France', 'Suisse']",[],[],33 g,en quantité élevée,3 g,en quantité modérée,15 g,en quantité élevée,0.67 g,en quantité modérée,?,,496,,2075 kj(496 kcal),,33,,3,,43,,15,,"6,2",,"0,67",,"0,268",,12,,D,,,,,['Migros'],,,,,,,,,,,,,,,,,,
953,Torsades spiruline - Pâtes Fabre - 250g,3565490002127,250 g,['Pâtes Fabre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Torsades']",['France'],"['Semoule de blé dur biologique de qualité supérieure', 'algue spiruline 2%']",[],2 g,en faible quantité,2 g,en quantité modérée,0.3 g,en faible quantité,0.04 g,en faible quantité,?,,350,-1%,1464 kj(350 kcal),-1%,2,+2%,2,+378%,"0,3",-100%,"0,3",-89%,4,-67%,"0,04",+52%,"0,016",+52%,3,,C,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,1,,,,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,
954,sirop citron - Germain - 75cl,3760133222034,75cl,['Germain'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de citron', 'Boissons avec sucre ajouté']",['France'],"['sucre', 'acide citrique', 'eau', 'jus de citron à base de concentré 7%', 'arôme naturel', 'agent troublant E445', 'colorant E102']",[],,,,,,,,,?,,352,+67%,1473 kj(352 kcal),+65%,0,-100%,0,-100%,87,+66%,"0,084",-100%,?,,,,,,,,,,['Sans conservateurs'],['bouteille verre'],"['France', 'gard']",,"['E330 - Acide citrique', 'E102 - Tartrazine']",,,4,,,,A,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,
955,Fritons de canard,3432770010076,,,"['Friton de canard', 'Fritons de canard']",['France'],[],[],24 g,en quantité élevée,6.3 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,?,,284,,1188 kj(284 kcal),,24,,"6,3",,0,,0,,17,,"1,4",,"0,56",,15,,D,,,,,,,,,,,,,,,,,,,,,,,
956,Huile d'olive vierge extra - Huilerie Richard,3021885000067,,['Huilerie Richard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],99.9 g,en quantité élevée,,,0 g,en faible quantité,0 g,en faible quantité,?,,899,+5%,3761 kj(899 kcal),+5%,"99,9",+5%,,,0,,0,,0,,0,-100%,0,-100%,,,,,,,,,,,,,,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,
957,amandes complètes bio au poids - carrefour,2227654045005,,['Carrefour'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['au poids'],,['Carrefour'],,,,,,,,,,,,,,,,,,
958,Miel crémeux - Apiculteur récoltant - 500grammes,3760138130044,500 grammes,['Apiculteur récoltant'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels crémeux']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
959,Coquillettes - Monoprix p’tit prix - 500g,3350033283619,500g,['Monoprix p’tit prix'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,2236897025255,2236897025255,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Terrine à l'Ail Rose - Le Père Jean,3357149634502,,['Le Père Jean'],,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,38,,13,,"2,5",,0,,13,,"1,8",,"0,72",,,,,,,,,,,,,,,,"['FR 15.187.012 CE', 'Saint-Flour (Cantal, France)']",,,,,,,,,,,
962,Pains au chocolat et croissants,2020000332053,,,,['France'],[],[],,,,,,,,,?,,343,,1435 kj(343 kcal),,18,,12,,39,,13,,"6,4",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Miel de Thym,3110770007042,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Fondue Chinoise,0290175027623,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Banania,3700278404360,,['Banania'],,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,"2,1",,"1,2",,79,,68,,"5,7",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,
966,0217230044159,0217230044159,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,UrDinkel,7640175471118,,,,['France'],[],[],,,,,,,,,?,,353,,1477 kj(353 kcal),,"2,3",,0,,64,,0,,14,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Crêpes dentelle enrobées de chocolat au lait - Kirkland Signature,0096619376452,,['Kirkland Signature'],,['France'],[],[],,,,,,,,,?,,489,,2046 kj(489 kcal),,21,,13,,70,,50,,"6,3",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Pane rustico,8710296558568,,,,['France'],[],[],,,,,,,,,?,,377,,1577 kj(377 kcal),,"7,2",,"2,5",,66,,8,,12,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Swiss cheese,2107608002202,,,,['France'],[],[],,,,,,,,,?,,388,,1623 kj(388 kcal),,31,,20,,0,,0,,28,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Mcvities Digestive Chocolate Creams Biscuits - McVitie's - 205g,5000396032444,205g,"[""McVitie's""]",,"['France', 'Émirats arabes unis']",[],[],,,,,,,,,?,,508,,2125 kj(508 kcal),,"26,2",,"15,8",,"60,3",,30,,"5,9",,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Chorizo Iberico,8437527891019,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,09885486,09885486,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,
974,6586770016990,6586770016990,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,The - Compagnie coloniale - 50g,3760166261512,50g,['Compagnie coloniale'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,
976,3300261732823,3300261732823,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,3806730002119,3806730002119,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,250g,3472892014996,250 g,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,"Olivaies noir, vertes, Confinade de tomate - Produits de Taverny - Épiceries",2601006019225,Épiceries,['Produits de Taverny'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Chausson aux pommes -,0297977018699,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",['France'],[],[],17 g,en quantité modérée,11 g,en quantité élevée,16 g,en quantité élevée,0.73 g,en quantité modérée,?,,342,+9%,1431 kj(342 kcal),+8%,17,-6%,11,-4%,42,+27%,16,+51%,4,+3%,"0,73",+22%,"0,292",+22%,20,+18%,E,+18%,['Point Vert'],,,,,,,,,,,B,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,
981,Duchesse crème fouettée fraise - Leclerc - 1,0206834058716,1,['Leclerc'],"['Surgelés', 'Pommes de terre préfrites surgelées', 'Pommes duchesses surgelées']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,C,60.4%,2.0%,8.4%,7.0%,10.0%,12.2%,68,,,
982,Filet mignon de porc,2209250006536,,,,['France'],[],[],,,,,,,,,?,,116,,485 kj(116 kcal),,"3,5",,"1,6",,0,,0,,21,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Materne,3021762448289,,['Materne'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,
984,Pain aux céréales tranché sans gluten - 400g,2644691028219,400 g,,,['France'],[],[],,,,,,,,,?,,291,,1218 kj(291 kcal),,"10,2",,"0,9",,"39,7",,"1,8",,6,,"0,89",,"0,356",,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,
985,Mango,5060338920093,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,8032610500016,8032610500016,,,,['France'],[],['Sans huile de palme'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,
987,Jambon sec 10 tranches 180g - 180g,3250392557577,180 g,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",['France'],[],[],15.1 g,en quantité modérée,5.4 g,en quantité élevée,0.5 g,en faible quantité,5.79 g,en quantité élevée,?,,241,+3%,1008 kj(241 kcal),+3%,"15,1",+18%,"5,4",+11%,"0,5",-15%,"0,5",+33%,"26,5",-9%,"5,79",+15%,"2,316",+15%,18,+8%,D,+8%,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,"['EMB 43211B', 'Saint-Maurice-de-Lignon (Haute-Loire, France)']",E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,
988,2055020200839,2055020200839,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,3760152330208,3760152330208,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Macedoine tropicale,8413111001439,,,,['France'],[],[],,,,,,,,,?,,397,,1661 kj(397 kcal),,12,,10,,68,,54,,2,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Quetsches d'Alsace,3000201035754,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Merguez,2496801050906,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['EMB 67482', 'Strasbourg (Bas-Rhin, France)']",,,,,,,,,,,
993,Get more kids multivitamins,5060338920307,,,,['France'],[],[],,,,,,,,,?,,5,,21 kj(5 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,croûtons saveur ail - super u - 180,3146220360542,180,['super u'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",['France'],[],['Sans huile de palme'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,D,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,
995,Jambon cuit,2637602033266,,,,['France'],[],[],,,,,,,,,?,,117,,490 kj(117 kcal),,"3,52",,"1,36",,"0,77",,"0,76",,"20,5",,"1,87",,"0,748",,,,,,,,,,,,,,,,,,,,,,,,,,,
996,BRU eau gazeuse,5410013306245,,['BRU'],,['France'],"['au minérale naturelle naturijk gashoudend naturellement gazeuse llaturijk mineralwater Leau de Bru aux proprietés uniques', 'était déja conmue gam par les omains', 'et les sources etaient repertortees sur leurs cartp de Romeinen kenden al de unieke eigenschappen uan Bruf Onze bronnen staan zelts vermeld op hun kaarten www', 'brube facebook', 'com/bruwater IOAYSE lng 10', '2180 $102-19 residu sec 160 dragrest natuurlik CO? naturelk44n A consommer de preférence avant fin: 90w asteille', ' Conservez à labri du soleil,dans un endroit propre', 'sec', 'temperé et sans Ten minste houdbaar tot einde ziefles Beuaar uit de zon', 'in een nette koele en geurloze omgeving clsuemnent destine a contenir de leau Bruited bestemd om Bru® waterte beuatan PRIDUCE OF BELGIUM-S', 'A', 'BRU-CHEURC A BRUEAE 151 B-4987 STOUMONT 125 54 100 13 305002']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['1.25l'],,,,,,,,,,,,,,,,,,,,
997,0203954032930,0203954032930,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,300G Gomasio Pot - Jean Hervé,3390390000290,300g,['Jean Hervé'],"['Epicerie', 'Condiments']",['France'],[],[],54.6 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,5 g,en quantité élevée,?,,620,+343%,2594 kj(620 kcal),+333%,"54,6",+819%,0,-100%,"9,5",-27%,0,-100%,22,+420%,5,-11%,2,-11%,17,+68%,D,+68%,['Bio'],['bocal verre'],,,,,,,,,,,,,,,,,,,,
999,Saucisse a griller,0220606056359,,,,['France'],[],[],,,,,,,,,?,,289,,1209 kj(289 kcal),,"23,8",,"9,61",,"1,16",,"0,89",,"17,4",,"2,1",,"0,84",,,,,,"['Viande Française', 'Viande Porcine Française', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,
1000,Jambon schweitzer,2637601031959,,,,['France'],[],[],,,,,,,,,?,,137,,573 kj(137 kcal),,"5,82",,"2,13",,"0,91",,"0,77",,"20,2",,"1,87",,"0,748",,,,,,,,,,,,,,,,"['FR 67.348.009 CE', 'Obernai (Bas-Rhin, France)']",,,,,,,,,,,
1001,Carrefour,0287469105150,,['Carrefour'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,['Carrefour'],,,,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)', 'EMB 03236', 'Saint-Germain-des-Fossés (Allier, France)']",,,,,,,,,,,
1002,moules fraiches - zeeland's roem - 2kg,00672319,2kg,"[""zeeland's roem""]",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['2kg'],,,,,,,,,,,,,,,,,,,,
1003,Chimay,91225788,,['Chimay'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,"Barbecue ribs original - Broceliande - 0,562",0260484044086,"0,562",['Broceliande'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,
1005,La fleur de Sologne,2480500012402,,,,['France'],[],[],,,,,,,,,?,,279,,1167 kj(279 kcal),,23,,"17,7",,1,,1,,17,,"1,5",,"0,6",,,,,,,,,,,,,,,,"['FR 41.043.002 CE', 'Châtillon-sur-Cher (Loir-et-Cher, France)']",,,,,,,,,,,
1006,Pesto basilic - Alelor - 120g,3299160006688,120g,['Alelor'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Bio'],,,,,,,,,,,C,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,
1007,Préparation bouchère - Lescure - 526grammes,0200172030908,526 grammes,['Lescure'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,3338230000888,3338230000888,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Casa Rinaldi,8006165384292,,['Casa Rinaldi'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Filet tranché de poulet - Le gaulois - 366grammes,2449376035885,366 grammes,['Le gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,
1011,Veggies - Zumosol,8435425108581,,['Zumosol'],,['France'],[],[],,,,,,,,,?,,42,,176 kj(42 kcal),,"0,1",,0,,"9,5",,"9,4",,"0,4",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Aperivrais barbecue party - 100g,8414341000605,100g,"['Aperivrais', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages pasteurisés', 'Fromages à pâte fondue', 'Fromages apéritif']",['France'],[],[],30 g,en quantité élevée,20 g,en quantité élevée,3.4 g,en faible quantité,1.3 g,en quantité modérée,1329,+23%,322,+13%,1329 kj(322 kcal),+14%,30,+22%,20,+24%,"3,7",-15%,"3,4",-11%,"9,2",-13%,"1,3",-20%,"0,52",-20%,13,-13%,D,-13%,,"['Frais', 'Sous atmosphère protectrice']",,,,,,,,,"['FR 01.179.001 CE', 'Grièges (Ain, France)']",D,78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,,,
1013,amande à tartiner au sucre de canne - perl'amande - 300g,2267555445030,300g,"[""perl'amande""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",['France'],"['amandes 40 % ,sucre roux de canne du Bresil 29 % ,eau,siropde riz,sirop de maïs,farine de riz,extrait de vanille,sel']",[],24.5 g,en quantité élevée,2.1 g,en quantité modérée,39.4 g,en quantité élevée,0.08 g,en faible quantité,?,,441,-16%,1845 kj(441 kcal),-15%,"24,5",-24%,"2,1",-74%,"44,3",-12%,"39,4",-10%,"9,4",+51%,"0,08",-56%,"0,032",-56%,12,-41%,D,-41%,['Végan. sans gluten écocert'],['Pot'],['Oraison'],['Biocoop'],,,['Fruits à coque'],3,['Commerce équitable'],,,,,,,,,,,,,
1014,Feuille de chèvre,3060921503773,,,,['France'],[],[],,,,,,,,,?,,275,,1151 kj(275 kcal),,23,,14,,1,,"0,5",,16,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,"Antipasti, Paprika & Tomate",3480342570022,,,,['France'],[],[],,,,,,,,,?,,327,,1368 kj(327 kcal),,31,,22,,3,,3,,9,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Quinoa - Biothentic - 1000g,3760092215245,1000g,['Biothentic'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Bio'],,,,,,,,,,,C,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,,,
1017,Sorbet orange - Glace de la Ferme,8717524107864,,['Glace de la Ferme'],,['France'],[],[],,,,,,,,,?,,129,,540 kj(129 kcal),,"0,1",,0,,"31,7",,"24,2",,"0,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Rillettes saumon a la badiane,3422900000176,,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'en:preparations-made-from-fish-meat']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,E,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,
