,name,bar_code,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,packaging,manufacturing,markets,additives,palm_ingredients,allergens,nova_score,ingredients_origins,link,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,brand_owner
47,Coquilles Saint jaques à la bretonne - traiteur de Cornouaille - 4X90g,3486120000163,4X90g,['traiteur de Cornouaille'],['Surgelés'],['France'],"['Noix de Saint Jacques 30% ', ' Argopecten irradiants origine Canada USA', ' béchamel ', 'amidon  modifié de maïs', ' graisse végétale ', 'palme', 'sirop de glucose', 'protéines de lait', 'poudre de lait  et pro téines végétales ', 'blé', 'épaississant: E415', 'eau', 'chapelure ', 'contient du gluten de blé', ""de seigle,d'avoine"", ""d'épeautre"", ""d'orge "", ' champignons', 'oignons', 'vin blanc', 'dont sulfites', 'crème UHT fumet de crustacés ', 'lactose', 'farine de blé', 'amidon de froment ', 'aromes ', 'crustacés', 'sel', 'épices et plantes aromatiques', 'exhausteur de goût E621', 'matière grasse végétale', 'coprah', ' épaississant : E412', 'colorant : E150c', 'sirop de glucose', 'acidifiant: E330', 'protéines de lait', 'persil', ' ail', 'beurre sel cognac', ' ', 'copan arome ', 'dextrose', 'sel', ' exhausteur de gout E621,', ' épices', 'arômes naturels de poivre']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Sachet'],,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique']",['Huile de palme'],"['Crustacés', 'Gluten', 'Lait', 'Mollusques', 'Avoine']",4,"['États-Unis', 'Canada']",,"['FR 29.039.582 CE', 'Concarneau (Finistère, France)']",,,,,,,,,,,
48,2245327695883,2245327695883,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Galettes - Biscuiterie de Camaret - 480g,3488430010061,480g,['Biscuiterie de Camaret'],,['France'],"['GALETTES INGREDIENTS Farine de froment', 'beurre de baratte frais ', '24%', 'sucre', 'oeufs entiers', 'sel', 'produit de dorage', 'levure']",['Non végétalien'],,,,,,,,,?,,500,,2092 kj(500 kcal),,"22,8",,"15,5",,"67,8",,"26,1",,"5,3",,"1,1",,"0,44",,,,,,,['Boite'],['Camaret'],,,,,,,,"['EMB 29168A', 'Plogoff (Finistère, France)']",,,,,,,,,,,
50,Mini sablé caramel biscuiterie antibes,3488430091282,,,,['France'],[],[],,,,,,,,,?,,507,,2121 kj(507 kcal),,"25,1",,"15,8",,64,,"24,6",,"5,7",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Teurgoule de la sée cannelle bol Vallée de la Sée - Terroir de la Sée - 440g,3488790000207,440g,['Terroir de la Sée'],"['Desserts', 'Puddings', 'Riz au lait', 'Teurgoules']",['France'],"['alit entier 78%', 'riz 10%', 'sucre 12%', 'cannelle']",[],3.5 g,en quantité modérée,2.3 g,en quantité modérée,18.3 g,en quantité élevée,0 g,en faible quantité,?,,122,-8%,510 kj(122 kcal),-8%,"3,5",-5%,"2,3",0%,"18,3",-17%,"18,3",+30%,50,+1240%,0,-100%,0,-100%,2,-39%,B,-39%,['Sans conservateurs'],['Frais'],,,,,['Alit'],3,,,"['FR 50.399.002 CE', 'Petit-Celland (Manche, France)']",B,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,
52,filets de limande du nord meuniere - cite marine - 0.200,3492500037391,0.200,['cite marine'],"['Produits de la mer', 'Poissons', 'Limande du nord', 'Limande du nord meunière']",['France'],"['Filets de Limande du Nord 72%', 'enrooac proteines de lait', 'arome', 'sucre', 'poudtre d oeut entierd curcuma', 'épaississants: E461 - E412-E415', 'amidon modife apioca', 'poudres à lever: E4501-E500i', "" Traces possibles es informations en gras sont destinées aux personn Gonsgils da oréaratioau verso de l'étiquette et persil déshydraté"", 'colorants:carotène et extrait de paprika et c nollusques ntolérantes ou allergiques']",[],8 g,en quantité modérée,0.7 g,en faible quantité,2 g,en faible quantité,1.1 g,en quantité modérée,?,,182,+1%,761 kj(182 kcal),+1%,8,-6%,"0,7",-22%,"14,3",+25%,2,+53%,"12,8",-2%,"1,1",+4%,"0,44",+4%,1,-29%,B,-29%,,,,,"['E461 - Méthylcellulose', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E500i - Carbonate de sodium', 'E160a - Carotènes mélangés']",,,4,,,"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",,,,,,,,,,,
53,paella - maison roustit - 1kg,3493410050609,1kg,['maison roustit'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Paëllas']",['France'],[],[],,,,,1.26 g,en faible quantité,1.96 g,en quantité élevée,?,,?,,,,?,,,,"16,56",+2%,"1,26",+11%,?,,"1,96",+114%,"0,784",+114%,,,,,,['Barquette'],,,,,,,,,,C,74.9%,10.9%,3.7%,6.9%,2.1%,1.5%,60,,,
54,fromage frais de chevre - fromage fermier de la Venise verte - 1,3493850000066,1,['fromage fermier de la Venise verte'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['sous film etirable'],,,,,,,,,,D,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,
55,3496080002480,3496080002480,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Basilic - Prim’herbes,3496900000016,,['Prim’herbes'],,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Nutrizen - Diet horizon - 60comprimés,5060072731719,60 comprimés,['Diet horizon'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,
58,Mes bons petits biscuits,3497900007333,,,,['France'],[],[],,,,,,,,,?,,476,,1992 kj(476 kcal),,18,,14,,62,,3,,14,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Caramels fondants beurre salé & sel de Guérande,3498751002737,,,,['France'],[],[],,,,,,,,,?,,420,,1757 kj(420 kcal),,"11,8",,"7,9",,"75,1",,"57,8",,"3,3",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Cœur de filet de colin,3498820006239,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Colins', 'Filets de colin']",['France'],[],[],1 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.26 g,en faible quantité,?,,92,-28%,385 kj(92 kcal),-27%,1,-76%,"0,5",-9%,"0,5",-93%,"0,5",-22%,20,+40%,"0,26",-52%,"0,104",-52%,-3,,A,,,,,,,,,,,,,,,,,,,,,,,
61,Vin Bordeaux Madmoiselle Comédie 2016 - Mademoiselle Comédie - 75cl e,3500610095429,75 cl e,['Mademoiselle Comédie'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Vins blancs']",['France'],"['Vin blanc', 'contient des _sulfites']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,"['AOP', 'Point Vert', 'Fabriqué en France', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']","['Bouteille', 'Verre']",['France'],['Leclerc'],,,['Anhydride sulfureux et sulfites'],3,['France'],,,B,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,Vin blanc - Bordeaux Sauvignon,,
62,Chocolat au lait bananes - Bovetti,3501940504001,,['Bovetti'],,['France'],[],[],,,,,,,,,?,,567,,2372 kj(567 kcal),,38,,24,,49,,46,,"6,1",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Stévia - 150 comprimés - Guayapi - 150comprimés de 55mg chacun,3471124035341,150 comprimés de 55 mg chacun,['Guayapi'],,['France'],"['Mannitol', 'Edulcorant : Rebaudioside A ', 'extrait de Stevia Rebaudiana', 'Dioxyde de silicium ', 'E551', 'Polyplasdone XL-10', 'Stéarate de magnésium ', 'E470b']","[""Pourrait contenir de l'huile de palme""]",,,,,,,,,1454,,363,,1454 kj(363 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,['boite en plastique'],['Paraguay'],,"['E421 - Mannitol', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E572 - Stéarate de magnésium', ""E470b - Sels de magnésium d'acides gras""]",,,4,,,,,,,,,,,,,Paraguay,
64,lasagnes bolognaise - Rochambeau - 450g,3439496407616,450 g,['Rochambeau'],"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",['France'],[],[],13.9 g,en quantité modérée,6.2 g,en quantité élevée,15.8 g,en quantité élevée,3.3 g,en quantité élevée,?,,500,+273%,2092 kj(500 kcal),+275%,"13,9",+129%,"6,2",+146%,"57,1",+357%,"15,8",+481%,"29,7",+369%,"3,3",+319%,"1,32",+319%,25,+982%,E,+982%,"['Viande-francaise', 'Viande-bovine-francaise']",,,['Metro'],,,,,,,,D,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,,
65,Mostbröckeli d'Appenzel,2140794005756,,,,['France'],[],[],,,,,,,,,?,,159,,665 kj(159 kcal),,3,,"1,5",,1,,"0,5",,32,,"4,5",,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
66,lit 6 jus Orange sans pulpe - Tropicana,3502110119049,6,['Tropicana'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", ""Jus d'orange sans pulpe""]",['France'],"[""Jus d'orange"", ' ', '*', ' ES POUR 100ml | pouR 200ml ', 'X', ' 102kJ/']",[],0 g,en faible quantité,0 g,en faible quantité,8.9 g,en quantité élevée,0 g,en faible quantité,?,,43,-2%,180 kj(43 kcal),-2%,0,-100%,0,-100%,"8,9",-6%,"8,9",-1%,"0,8",+21%,0,-100%,0,-100%,2,-29%,C,-29%,['Sans sucre ajouté'],['lit de 6x1.5L'],,,,,,1,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,
67,3502296758223,3502296758223,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Chipolatas,0203727056088,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],22 g,en quantité élevée,8.7 g,en quantité élevée,0.3 g,en faible quantité,2.3 g,en quantité élevée,?,,267,+12%,1117 kj(267 kcal),+12%,22,+16%,"8,7",+20%,"1,2",+3%,"0,3",-53%,15,-3%,"2,3",+28%,"0,92",+28%,21,+27%,E,+27%,,,,,,,,,,,,E,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,
69,3502755508888,3502755508888,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,
70,turban saumon et poireaux et sa sauce oseille - vent des saveurs - 320,3503651331303,320,['vent des saveurs'],,['France'],"['saumon 41%', 'poireau 28,8%', 'oeuf entier', 'crème fraîche', 'saumon fumé', 'huile de colza', 'céleri', 'carotte', 'amidon transformé', 'eau', 'sucre', 'échalote', 'beurre', 'sel', 'poivre', 'muscade', 'sauce oseille : eau', 'crème fraîche 28%', 'vin blanc', 'échalote', 'beurre', 'oseille', ""vinaigre d'alcool"", 'lait entier en poudre', 'amidon transformé', 'arômes naturels fumet de poisson', 'sel', 'farine de blé', 'huile de colza', 'poivre']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,129,,540 kj(129 kcal),,"8,82",,4,,"4,91",,"2,18",,"7,45",,"0,673",,"0,269",,,,,,,['2x110'],['talmont st hilaire'],,['E14XX - Amidons modifiés'],,"['Céleri', 'Poisson', 'Gluten', 'Lait']",4,,,['85288 A'],,,,,,,,,,,
71,Mini-barattes - Le Chevrier des Crays - 150g,3503965271043,150g,['Le Chevrier des Crays'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Quinoa rouge bio -  - 400g,3506070030208,400g,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,,,,
73,Baie de Goji,3506070034695,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Baies de goji séchées']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,,,,
74,"Terrine de faisan aux noix - Gourmets des Alpes - 130g,",3507170711080,"130 g,",['Gourmets des Alpes'],['Recette et fabrication artisanales'],['France'],"['Ingrédients : Viande de porc ', '48% - origine France', ',viande de faisan', '28%', ',noix', '6%', ',lait,foie de volaille ', 'origine France', 'madère ', 'contient des sulfites', ',oeuf,échalote', 'sel de Camargue,persil,ail,herbes de Provence', 'poivre,muscade']","['Non végétalien', 'Non végétarien']",,,9.6 g,en quantité élevée,0.7 g,en faible quantité,1.4 g,en quantité modérée,?,,317,,1326 kj(317 kcal),,?,,"9,6",,"1,3",,"0,7",,15,,"1,4",,"0,56",,,,,,,['Conserve boite metal'],['Neffes (Hautes Alpes)'],['Super U'],,,"['Œufs', 'Lait', 'Fruits à coque', 'Anhydride sulfureux et sulfites']",3,['France'],,['05.092.B'],,,,,,,,,,,
75,3507518700004,3507518700004,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Ginseng Bio - 60 Comprimés - Fitoform,3510130010147,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,"0,01",,"0,01",,"0,2",,"0,1",,0,,0,,0,,,,,,"['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,
77,Lentilles - Tersol - 1,3513082000259,1,['Tersol'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Riz long parfumé - New crop 2018,3513083000593,,['New crop 2018'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Le Manoir Alexandre - 180g,3513261270121,180 g,['Le Manoir Alexandre'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3513690000115,3513690000115,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['FR 29.279.030 CE', 'Taulé (Finistère, France)']",,,,,,,,,,,
81,35143308362,35143308362,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3515450000113,3515450000113,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"Epicerie / Thé Bio Et équitable / Tisanes, Infusions",3515450032176,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,
84,Mémoire mélisse - Bio conseil - 1,3515451124023,1,['Bio conseil'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Agriculture UE/Non UE', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,
85,Saussisson sec de savoie qualite superieure - 0.250kg,3517731530418,0.250 kg,['Savoie'],,['France'],"['viande de porc', 'sel', 'ail', 'lactose', 'dextrose', 'poivre', 'muscade conservateur :E252', 'frements ', 'lait ', 'boyau naturel de porc', '150g de viande de porc pour 100g de produit fini']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,395,,1653 kj(395 kcal),,31,,"12,5",,1,,1,,28,,"4,5",,"1,8",,,,,,,,,['Auchan'],"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,['Lait'],4,['France'],,"['EMB 73006', 'Aime (Savoie, France)', 'FR 73.006.003 CE', 'Aime (Savoie, France)']",,,,,,,,,,,
86,Jambon sec,3517738128878,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",['France'],[],[],9 g,en quantité modérée,3.6 g,en quantité modérée,0.7 g,en faible quantité,5.7 g,en quantité élevée,?,,204,-15%,854 kj(204 kcal),-15%,9,-33%,"3,6",-31%,1,+54%,"0,7",+61%,30,+4%,"5,7",+16%,"2,28",+16%,15,-12%,D,-12%,"['Bio', 'Sans conservateurs']",,,,,,,,,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,
87,Confiture extra de Myrtilles - Collines en Limousin - 340g,3517830341168,340 g,['Collines en Limousin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",['France'],"['myrtilles ', '60%', ' sucre ', '40%', 'pectine ', 'gélifiant', "" les fruits n'en contenaient pas si suffisamment""]",[],0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0 g,en faible quantité,?,,210,-4%,879 kj(210 kcal),-4%,0,-100%,0,-100%,48,-10%,48,-6%,0,-100%,0,-100%,0,-100%,11,+19%,D,+19%,,,,,['E440 - Pectines'],,,4,,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,
88,Eafit Pure Whey Croissance Musculaire Nougat Caramel,3518681008750,,['Eafit'],,['France'],[],[],,,,,,,,,?,,378,,1582 kj(378 kcal),,4,,0,,"6,6",,0,,78,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Gainer max - Eafit,3518681009665,,['Eafit'],,['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,"1,1",,"0,6",,69,,46,,17,,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Sol de légumes à cuire - La fraîcherie - 1kg,3519200108029,1kg,['La fraîcherie'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,3520881020104,3520881020104,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'IT-BIO-007', 'Fabriqué en Italie']",,,,,,,,,,,,,,,,,,,,,
92,Tarte auvergnate,3521420380369,,,,['France'],[],[],,,,,,,,,?,,268,,1121 kj(268 kcal),,"19,31",,"11,76",,"15,56",,"1,66",,"7,97",,"0,8",,"0,32",,,,,,,,,,,,,,,,"['FR 03.185.006 CE', 'Montluçon (Allier, France)', 'EMB 03185', 'Montluçon (Allier, France)']",,,,,,,,,,,
93,3521830913867,3521830913867,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Saucisson - le batistou - 1,3521830923514,1,['le batistou'],"['Viandes', 'Charcuteries', 'Saucissons']",['France'],"['viande de porc,gras de porc,sel,lactose,sirop de glucose', 'dextrose', 'épice,plante aromatique', 'conservateur : nitrate de potassium,ferment boyau de porc', 'enrobage herbes de Provence']","['Non végétalien', 'Non végétarien']",33 g,en quantité élevée,13 g,en quantité élevée,1.8 g,en faible quantité,4.7 g,en quantité élevée,?,,428,+11%,1791 kj(428 kcal),+11%,33,+7%,13,+9%,"2,7",+25%,"1,8",+35%,29,+15%,"4,7",+12%,"1,88",+12%,25,+7%,E,+7%,,,,['hyper u'],"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,['Lait'],4,,,,,,,,,,,,,,
95,Pain aux noix - Carrefour - 300gr,3523680273559,300gr,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains aux noix']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,
96,buche légère,3525059275614,,,,['France'],[],[],,,,,,,,,?,,220,,920 kj(220 kcal),,13,,"8,9",,"1,3",,"1,3",,24,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Tajine de volaille aux oignons et pois chiches,3525162573607,,,,['France'],[],[],,,,,,,,,?,,652,,2728 kj(652 kcal),,"7,1",,"1,7",,10,,"3,3",,12,,"0,88",,"0,352",,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,
98,LEAN GAINER,3525722018715,,,,['France'],[],[],,,,,,,,,?,,363,,1519 kj(363 kcal),,"3,68",,"2,43",,"29,68",,"23,27",,"52,46",,"1,16",,"0,464",,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Bbox - Bouygues Telecom - 1,3526350057190,1,['Bouygues Telecom'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Bâtonnets glacés chocolat,3528161503798,,,,['France'],[],[],,,,,,,,,?,,315,,1318 kj(315 kcal),,"21,7",,"17,4",,"27,4",,"25,6",,"2,3",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Mini bouchées,3528960013092,,,,['France'],[],[],,,,,,,,,?,,559,,2339 kj(559 kcal),,40,,"27,9",,41,,"1,2",,"7,8",,"0,71",,"0,284",,,,,,['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,,,,,
102,le salmis de canard à l’armagnac - Pierre Champion - 750g,3529670502661,750 g,['Pierre Champion'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Bocal'],,,,,,,,,,,,,,,,,,,,
103,Ice cream,3531630001053,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Pâte à tartiner - André Boyer - 250g,3532610070113,250 g,['André Boyer'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",['France'],[],[],33.4 g,en quantité élevée,5.2 g,en quantité élevée,51.9 g,en quantité élevée,0.09 g,en faible quantité,?,,550,+5%,2301 kj(550 kcal),+6%,"33,4",+4%,"5,2",-36%,"54,4",+8%,"51,92",+19%,"6,68",+7%,"0,09",-51%,"0,036",-51%,21,+2%,E,+2%,['Recette artisanale'],['Pot'],['Apt France'],['magasin usine'],,,,,,,,,,,,,,,,,,
105,Yaourt à la Myrtille - Les Prairies de la Gartempe - 500g (4 * 125g),3535210000016,500 g (4 * 125 g),['Les Prairies de la Gartempe'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Réfrigérés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la myrtille']",['France'],"['Lait entier pasteurisé', 'fruits 10 %', 'sucre 4 %', 'poudre de lait 1 %', 'ferments lactiques', 'arômes', 'conservateur et gélifiant du fruit']",['Non végétalien'],2.81 g,en faible quantité,1.86 g,en quantité modérée,12.7 g,en quantité élevée,0.04 g,en faible quantité,435,+8%,?,,435 kj(104 kcal),+4%,"2,81",-14%,"1,86",-12%,"15,2",+13%,"12,7",+3%,"3,51",-4%,"0,04",-63%,"0,016",-63%,2,-27%,B,-27%,['Fabriqué en France'],"['Frais', 'Plastique', 'Carton']",['France'],,,,['Lait'],4,,,,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,
106,Santini Le gris rosé. IGP - SARL Progevin - 75cl,3536900565235,75cl,['SARL Progevin'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['IGP'],,,,,,,,,,,,,,,,,,,,,
107,Miel de fleurs - Bertrand Api productions - 1kg,3537100000014,1 kg,['Bertrand Api productions'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],['miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['pot plastique'],['85530 la Bruffiere'],['Super U'],,,,2,['France'],,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
108,3538280073829,3538280073829,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Miel et Gelée Royale - L’Abeille Délicieuse - 250g,3540860033147,250 g,"['L’Abeille Délicieuse', 'Culture Miel']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et gelée royale']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,3542410000050,3542410000050,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
