,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,nova_score,additives,quantity,traceability_code,packaging,manufacturing,generic_name,markets,ingredients_origins,link,palm_ingredients,brand_owner
1215,Terrine de canard au magret,3700238363737,,['France'],[],[],?,1183,4950 kj(1183 kcal),26,"8,6",0,0,13,"1,7","0,68",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",26 g,en quantité élevée,8.6 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,+287%,+287%,-1%,-9%,-100%,-100%,-8%,+11%,+11%,25,+40%,E,+40%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,,,
1216,Sauce vinaigrette a l'ail - Jean d'Audignac,3700238365489,"[""Jean d'Audignac""]",['France'],[],[],?,466,1950 kj(466 kcal),51,"5,3","0,5",0,"0,4","1,8","0,72",D,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",51 g,en quantité élevée,5.3 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,+29%,+30%,+39%,+41%,-89%,-100%,-32%,-6%,-6%,17,+14%,D,+14%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,,
1217,Terrine Canard Aux Morilles 180G - Jean D'Audignac - 180g,3700238365823,"[""Jean D'Audignac""]",['France'],"['de volatlle', 'qraS de Vjâfiuu de poìc', 'vian ede porc', 'e Armagnac', 'arôme naturel eldeconatd origine France']",[],?,304,1272 kj(304 kcal),"27,5","8,7","0,2","0,1","13,6","1,8","0,72",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",27.5 g,en quantité élevée,8.7 g,en quantité élevée,0.1 g,en faible quantité,1.8 g,en quantité élevée,,-1%,-1%,+5%,-8%,-88%,-84%,-4%,+18%,+18%,18,+1%,D,+1%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,180 g,,,,,,,,,
1218,Terrine De Cerf à L'armagnac 180G - 180g,3700238365830,,['France'],[],[],?,254,1063 kj(254 kcal),22,"7,6",0,0,14,"1,6","0,64",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de cerf', ""Terrine de cerf à l'armagnac""]",22 g,en quantité élevée,7.6 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,-8%,-8%,-4%,-11%,-100%,-100%,-5%,+3%,+3%,17,-2%,D,-2%,,,,,,,,,,,,180 g,"['FR 87.187.003 CE', 'Saint-Yrieix-la-Perche (Haute-Vienne, France)']",,,,,,,,
1219,Minestrone -,3700238371299,,['France'],[],[],?,42,176 kj(42 kcal),1,"0,2","5,5","1,6","1,8",1,"0,4",,"['Plats préparés', 'Soupes']",1 g,en faible quantité,0.2 g,en faible quantité,1.6 g,en faible quantité,1 g,en quantité modérée,,-26%,-26%,-48%,-67%,-4%,-8%,-18%,+16%,+16%,3,+83%,C,+83%,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,
1220,Moutarde Bio Basilic,3700238375174,,['France'],[],[],?,188,787 kj(188 kcal),"13,4","1,1","11,6",6,"7,2","5,21","2,084",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",13.4 g,en quantité modérée,1.1 g,en faible quantité,6 g,en quantité modérée,5.21 g,en quantité élevée,,+11%,+11%,+24%,+34%,+68%,+55%,+10%,+11%,+11%,14,+21%,D,+21%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,['Bio'],,,,,,,,,,,,,
1221,Biscuits Feuilletés Sucrés - Canto - 115g,3700238377642,['Canto'],"['France', 'Suisse']","['Farine de blé', ' margarine ', 'graisse et huile végétales [palme', 'colza]', ' eau', ' sel', ' émulsifiant E471 ', ' acidifiant E330', ' sucre', ' sel', "" farine de malt d'orge""]","['Huile de palme', 'Non végétalien']",?,493,2063 kj(493 kcal),22,11,66,26,7,"1,25","0,5",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits feuilletés']",22 g,en quantité élevée,11 g,en quantité élevée,26 g,en quantité élevée,1.25 g,en quantité modérée,,-4%,-4%,-18%,-29%,+11%,+28%,+12%,+20%,+20%,25,+10%,E,+10%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['Point Vert', 'Fabriqué en Suisse']",['Gluten'],4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",115 g,,"['Sachet', 'Plastique']",['Suisse'],,,,,,
1222,Bretzels salés - Canto,3700238379318,['Canto'],['France'],"['1: Farine de blé ', ' sel 4% ', ' graisse végétale ', 'palme', ' ', ' lait écrémé en poudre ', ' levure ', "" extrait de malt d'orge"", ' Peut contenir des traces de sésame']","['Huile de palme', 'Non végétalien']",?,386,1615 kj(386 kcal),"4,1","1,7",74,"4,2",12,"3,8","1,52",C,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Bretzels']",4.1 g,en quantité modérée,1.7 g,en quantité modérée,4.2 g,en faible quantité,3.8 g,en quantité élevée,,-0%,-0%,-16%,+81%,+3%,+95%,+8%,+21%,+21%,13,+6%,D,+6%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,['Gluten'],3,,,,,,,,,,['Huile de palme'],
1223,Moutarde bio tomates sechées et épices fumées,3700238381519,,['France'],[],[],?,190,795 kj(190 kcal),"12,9","1,1","13,2",7,"7,2","5,02","2,008",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",12.9 g,en quantité modérée,1.1 g,en faible quantité,7 g,en quantité modérée,5.02 g,en quantité élevée,,+12%,+12%,+19%,+34%,+91%,+81%,+10%,+7%,+7%,14,+21%,D,+21%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,['Bio'],,,,,,,,,,,,,
1224,Sauce vinaigrette au vinaigre de bordeaux et piment d’espelette - Jean D’audignac - 50cl,3700238382103,['Jean D’audignac'],['France'],"['Huile de tournesol ', '50%', 'eau', 'vinaigre de vin de Bordeaux* ', '32', '5%', ' ', 'dont conservateur E228* et stabilisant E414', 'eau', 'moutarde de Dijon* ', 'graine de moutarde', ""vinaigre d'alcool"", 'eau', 'sel', 'sel', ""piment d'Espelette "", '0', '75%']",[],?,471,1971 kj(471 kcal),51,"5,3",0,0,0,"2,2","0,88",D,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",51 g,en quantité élevée,5.3 g,en quantité élevée,0 g,en faible quantité,2.2 g,en quantité élevée,,+30%,+31%,+39%,+41%,-100%,-100%,-100%,+15%,+15%,19,+28%,E,+28%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,['Moutarde'],3,,50 cl,,,,,,,,,
1225,Confiture de groseille cuite au chaudron - Jean d'Audignac - 320g,3700238382387,"[""Jean d'Audignac""]",['France'],"['Sucre', 'groseille 35%', 'pomme 20%', 'gélifiant : pectines']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,224,937 kj(224 kcal),"0,5","0,1",53,53,"0,5","0,05","0,02",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",0.5 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0.05 g,en faible quantité,,+3%,+3%,+67%,+93%,+2%,+5%,-9%,+107%,+107%,7,-27%,C,-27%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,4,['E440 - Pectines'],320 g,,,,,,,,,
1226,Noix de coco cuite au chaudron - Jean d'Audignac,3700238382448,"[""Jean d'Audignac""]",['France'],"['Eau', 'noix de coco 20%', 'sucre', 'sirop de glucose', 'amidon modifié de pomme', 'jus de citron concentré', ""émulsifiant : mono et diglycérides d'acides gras""]","[""Pourrait contenir de l'huile de palme""]",?,308,1289 kj(308 kcal),13,12,44,30,"1,4","0,23","0,092",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', 'Confitures de noix de coco']",13 g,en quantité modérée,12 g,en quantité élevée,30 g,en quantité élevée,0.23 g,en faible quantité,,+35%,+36%,+3962%,+20001%,-19%,-42%,+158%,+461%,+461%,19,+98%,E,+98%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,4,"['E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,,,,,
1227,Confiture de Coings - Jean d'Audignac - 320g,3700238384350,"[""Jean d'Audignac""]",['France'],"['Coings 35 %', 'sucre', 'pommes', 'gélifiant : pectines si nécessaire']",[],?,182,761 kj(182 kcal),"0,5","0,1",44,44,"0,5","0,03","0,012",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",0.5 g,en faible quantité,0.1 g,en faible quantité,44 g,en quantité élevée,0.03 g,en faible quantité,,-16%,-16%,+67%,+93%,-16%,-13%,-9%,+24%,+24%,10,+5%,C,+5%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['Point Vert', 'Sans conservateurs']",,4,['E440 - Pectines'],320 g,['EMB 47362B'],"['Pot', 'Verre']",,Préparation de coings et de pomme,,,,,
1228,Head Country Bar-B-Q Sauce - Homestyle,3700248100339,['Homestyle'],['France'],"['KETCHUP ', 'TOMATE', ' VINAIGRE SEL', ""POUDRE D'OIGNON"", 'AROMES NATURELS', ' SUCRE DE VINAIGRE DISTILLÉ', 'ÉPICES ', 'CONTIENT DE MOUTAffb9', 'SEL', 'FUMÉE DE BOIS DE HICKORY', 'MÉLASSE', 'SANS CONSERVATEUR', ' COLORANT', ' SANS OGM', 'RÉFRIGÉRATEUR APflÉs OUVERTURE', ' A AFIS International avenue du bois au coq Havre France • rabriquè']",[],?,160,669 kj(160 kcal),0,0,40,"36,6",0,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans colorants', 'Sans OGM', 'Sans conservateurs']",,4,,,,,,,,,,,
1229,Bagels surgelés - ORIJIN - 340g,3700248100346,['ORIJIN'],['France'],"['Farine de blé non blanchie', 'non enrichie', 'eau', 'sucre', 'gluten de blé', 'sel', 'levure', 'vinaigre distillée', ""émulsifiant : mono et diglycérides d'acides gras d'origine végétale "", 'E471', 'épaississant : gomme de guar ', 'E412', 'enzymes', 'antioxydant : acide ascorbique ', 'E300']",[],?,243,1017 kj(243 kcal),"0,877","0,375","48,65","3,95","8,91","0,433","0,173",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Pains', 'Pains spéciaux', 'Pains Bagel']",0.877 g,en faible quantité,0.375 g,en faible quantité,3.95 g,en faible quantité,0.433 g,en quantité modérée,,-11%,-12%,-75%,-48%,+1%,-28%,-9%,-51%,-51%,-3,-243%,A,-243%,54.4%,24.1%,13.6%,6.9%,1.0%,0.0%,94,,['Gluten'],4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E300 - Acide ascorbique']",340 g,,,,,,,,,
1230,Jus d'orange - Orijin,3700248120245,['Orijin'],['France'],[],[],?,46,192 kj(46 kcal),"0,2","0,03","10,6","8,8","0,8",0,0,,['Boissons'],0.2 g,en faible quantité,0.03 g,en faible quantité,8.8 g,en quantité élevée,0 g,en faible quantité,,-18%,-20%,-42%,-75%,-6%,-7%,+61%,-100%,-100%,13,+70%,E,+70%,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,
1231,Chocolat noir 74% - Chapon - 75g,3700251009520,['Chapon'],['France'],"['pâte de cacao origine Bolivie', 'sucre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,571,2389 kj(571 kcal),44,26,25,25,11,"< 0,005","0,002",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",44 g,en quantité élevée,26 g,en quantité élevée,25 g,en quantité élevée,0.005 g,en faible quantité,,+3%,+3%,+12%,+13%,-35%,-21%,+44%,-89%,-89%,22,+4%,E,+4%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,3,,75 g,"['EMB 78291B', 'Guerville (Yvelines, France)']",,,,,,,,
1232,La P'tite Gaufre du Nord - Fourrée Vergeoise - Trésors gourmands,3700254080120,['Trésors gourmands'],['France'],"['farine de blé', 'sucre', 'huile et graisse végétales non hydrogénées ', 'colza', 'coprah', 'vergeoise 6,4%', 'sucre inverti', 'oeufs entiers pasteurisés', 'sirop de glucose', 'lait entier en poudre', 'sel', 'poudres à lever: diphosphate disodique', 'bicarbonate acide de sodium', ""extrait de malt d'orge"", 'conservateur : sorbate de potassium', 'acide lactique', 'cannelle', 'levure boulangère', 'arôme', ' Fabriqué dans un atelier qui utilise des fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1708,406,1708 kj(406 kcal),15,"4,7",62,33,5,"1,16","0,464",C,"['Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufres fourrées']",15 g,en quantité modérée,4.7 g,en quantité modérée,33 g,en quantité élevée,1.16 g,en quantité modérée,-9%,-8%,-8%,-16%,-46%,-3%,-9%,+4%,+91%,+91%,21,-3%,E,-3%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,"['Gluten', 'Fruits à coque']",4,"['E450i - Pyrophosphate de sodium acide', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique']",,,,,,,,,,
1233,Les petits écus fromage et ciboulette - Trésors gourmands - 90g,3700254080151,['Trésors gourmands'],['France'],[],[],?,?,,?,,?,,?,,,,"['Snacks', 'Snacks salés', 'Apéritif']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Saveurs en Or'],,,,90 g,,['Carton'],,,,['France'],,,
1234,Les Petits Écus Oignon & Cheddar - Trésors Gourmands - 90g,3700254081172,['Trésors Gourmands'],['France'],"['Farine de froment', 'préparation fromagère 19,5% ', 'fromage 75% dont cheddar 5%', 'lactosérum', 'huile de colza', ""poudre d'oignon 7,5%"", 'sirop de glucose', 'oeufs entiers pasteurisés', 'poudre de lait entier', 'arôme naturel', 'sel', 'émulsifiant : lécithine', 'flocons de pomme de terre', 'poudres à lever ', 'tartrates de potassium', 'carbonates de sodium', 'épices']","['Sans huile de palme', 'Non végétalien']",1639,391,1639 kj(391 kcal),17,6,46,20,12,3,"1,2",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",17 g,en quantité modérée,6 g,en quantité élevée,20 g,en quantité élevée,3 g,en quantité élevée,-18%,-16%,-16%,-15%,+11%,-23%,+410%,+21%,+50%,+50%,23,+49%,E,+49%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free', 'Saveurs en Or']","['Œufs', 'Gluten', 'Lait']",4,"['E322i - Lécithine', 'E336 - Tartrates de potassium', 'E500 - Carbonates de sodium']",90 g,,['Carton'],['France'],Gaufrettes pour l'apéritif,['Auchan'],,,,
1235,La Galette fine Chocolat - Trésors gourmands - 100g (12galettes)(2sachets),3700254081271,['Trésors gourmands'],['France'],"['Farine de blé', 'sucre', 'beurre 17 %', 'chocolat 16 %', 'oeufs entiers pasteurisés', 'poudre de cacao', 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,473,1979 kj(473 kcal),20,14,64,33,"7,6",1,"0,4",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",20 g,en quantité modérée,14 g,en quantité élevée,33 g,en quantité élevée,1 g,en quantité modérée,,-4%,-4%,-15%,+19%,+3%,+2%,+16%,+81%,+81%,26,+21%,E,+21%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Sans colorants', 'Sans conservateurs', 'Saveurs en Or']","['Œufs', 'Gluten', 'Lait']",3,,100 g (12 galettes)(2 sachets),,"['Carton', 'Sachet plastique', 'Étui carton', 'Point vert']","['France', 'Pâtisserie des Flandres', '235 rue du Meunier', 'ZI du Moulin', 'Erquinghem-Lys']",Galettes fines au chocolat,"['Leader Price', 'Magasins U']",,http://www.legaufre.fr,,
1236,"Barsnack Tresors - La Galette Fine, Franz. Butter Waffel Mit Caramel Salz - Tresors Gourmands",3700254081431,['Tresors Gourmands'],['France'],"['farine de blé', 'sucre', 'beurre 20%', 'œufs entiers', 'caramel au beurre salé 5% ', 'sucre', 'sirop de glucose', 'lait concentré sucré', 'beurre salé', 'vergeoise', 'arômes naturels', 'sel', 'extrait de chicorée liquide', ' Fabriqué dans un atelier qui utilise des fruits à coque']",['Non végétalien'],?,482,2017 kj(482 kcal),19,13,70,34,1,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",4,,,,,,,['Magasins U'],,,,
1237,Toasts prêt à garnir - Trésors Gourmands - 3.3oz,3700254081509,['Trésors Gourmands'],['France'],[],[],?,479,2004 kj(479 kcal),"17,4","2,1",69,1,10,"2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3 oz,,,,,,,,,
1238,La gaufre du Nord fourrée vergeoise - Trésors Gourmands,3700254081554,['Trésors Gourmands'],['France'],[],[],?,406,1699 kj(406 kcal),15,"4,7",62,33,5,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Gaufrette aperitive roquefort miel - Patisserie Des Flandres,3700254081646,['Patisserie Des Flandres'],['France'],"['FARINE t', 'Lf ', 'LAIT', ' 30%', 'SIROP DE GLUCOSE', 'pATlSSlER 12%', 'POUDf1f MIEL OEUFS ENTIERS', 'FIBRE DE OLÉ', 'AROME NATUREL', 'SEL', 'GRA FABRIQUÉ DANS UN ATELIER QUI UTILISE DES FRUITS A COQUE', ' AVIONS NUTRITIONNELLES POUR 100 g: ÉNERGIE 2093 kJ /']",['Non végétalien'],?,500,2092 kj(500 kcal),26,16,52,13,13,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],"['Œufs', 'Lait']",4,,,,,,,,,,,
1240,"Barsnack Tresors - Gaufrettes, Franz. Mini-waffeln Mit Pfeffer & Paprika - Tresors Gourmands",3700254081745,['Tresors Gourmands'],['France'],"['farine de blé', 'sirop de glucose', 'beurre pâtissier 14%', 'poudre de lait entier', 'crème fraîche', 'poivron déshydraté 7,5%', 'œufs entiers', 'sel', 'fibre de blé', 'piment Chipotle']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,477,1996 kj(477 kcal),23,14,57,15,9,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",4,,,,['Paquet'],,,,,,,
1241,Gaufrettes apéritives - Trésors Gourmands,3700254081844,['Trésors Gourmands'],['France'],"['Gaufreffu - Ingré lents : farin de blé', 'Comté AOP ', 'lait', ' 3 ,5%', 'sirop de glucose', 'beurre pâtissier 13%', 'poudre de lait entier', 'œufs entiers', 'sel', 'fibre de blé', 'poivre de Madagascar', ' Fabriqué dans un atelier qui utilise des fruits à coque']",['Non végétalien'],?,507,2121 kj(507 kcal),28,18,47,"5,9",16,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",4,,,,,,,,,,,
1242,Petits Pois Wasabi - O soleil - 75g,3700254501182,"['O soleil', ""o'Soleil""]",['France'],"['Petits pois Marrowfat ', '60 %', 'amidon de maïs ', '13 %', 'amidon de maïs transformé ', '12 %', 'sucre ', '7,99 %', 'huile de palme ', '4,3 %', 'sel ', '1,4 %', 'huile de soja ', '0,57 %', 'glucose ', '0,48 %', 'poudre de wasabi ', '0,2 %', 'colorant naturel E141 ', '0,06 %']",['Huile de palme'],?,264,1105 kj(264 kcal),0,0,"43,4",15,10,"5,61","2,244",,"['Snacks', 'Snacks salés']",0 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,5.61 g,en quantité élevée,,-43%,-43%,-100%,-100%,-9%,+359%,+18%,+264%,+264%,16,+31%,D,+31%,,,,,,,,"['Sans arômes artificiels', 'Sans exhausteur de goût', 'Point Vert', 'Sans conservateurs']","['Soja', 'Wasabi']",4,['E141 - Complexe cuivrique des chlorophylles et des chlorophyllines'],75 g,"['EMB 76540X', 'Rouen (Seine-Maritime, France)', 'EMB 76540', 'Rouen (Seine-Maritime, France)']","['Sachet', 'Plastique', 'Doypack']",['France'],,,['Chine'],,['Huile de palme'],
1243,"Grüner Tee Mit Mango, Pfirsich Und Zitrus, Thé Des Sables, Beutel, Palais Des Thés",3700256700507,['Palais Des Thes'],['France'],['faers'],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,
1244,Rooibos des vahinés - Palais des Thés,3700256702075,['Palais des Thés'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Sencha de Mai - Palais Des Thes,3700256702242,['Palais Des Thes'],['France'],"['FR - : thé vert biologique ', 'Japon', ' EN - Tea: organic green tea']",[],?,1,4 kj(1 kcal),1,1,1,1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
1246,Green of London - Palais des Thés,3700256702952,['Palais des Thés'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,"Ma sélection des thés verts, assortiment de 48 mousselines - Palais des Thés",3700256703539,['Palais des Thés'],['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,"Grüner Tee, Chine Long Jing, Teebeutel, Palais Des Thés",3700256703669,['Palais des Thés'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Grand Yunnan Imperial - Palais Des Thes,3700256703683,['Palais Des Thes'],['France'],"['sachets mousselines de thé en feuilles entierc', 'Confains: 20 whole leaf tea bags Ingrédient : the noir ', 'Chine', 'Ingredient: black tea ', 'China', ' !rnported', ' Importé r Thés']",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,,
1250,Thé Goût Russe 7 Agrumes - Palais des Thés,3700256703805,['Palais des Thés'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,"Thé Des Vahinés, thé vert vanille et amande - Palais des Thés",3700256703836,['Palais des Thés'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Green of london - Palais des Thés,3700256703843,['Palais des Thés'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Thé Des Amants - Palais Des Thés,3700256703881,['Palais Des Thés'],['France'],"['thé noir ', 'Sri Lanka', 'Indonésie', 'Chine', 'Inde', 'arômes ', '4%', 'cannelle ', '4%', 'pomme ', '4%', 'amande ', '2,4%', 'gousses de vanille']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,['Fruits à coque'],4,,,,,,,,,,,
1254,Thé sans Sucre - Palais des Thés,3700256703942,['Palais des Thés'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,"Grüner Tee, Chine Long Jing, Dose, Palais Des Thés",3700256703997,['Palais des Thés'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Thé Vert Fleur de Geisha pour être zen - Palais Des Thés - 100g,3700256704055,['Palais Des Thés'],['France'],"['thé vert ', '98%', 'arôme']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",38,-100%9,-100%37 kj(9 kcal),"-100%0,063","-100%0,02","-100%1,75","-100%1,32","-100%0,169","-100%0,013","-100%0,005",A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,"-100%3,96",-100%,-100%B,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,4,,100 g,['AUCUN'],['boîte en métal'],['France'],thé,,['Chine'],https://www.palaisdesthes.com/fr/fleur-de-geisha-307.html,,
1257,Orange Blossom - Palais des Thés,3700256704093,['Palais des Thés'],['France'],[],[],?,1,4 kj(1 kcal),0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
