,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,quantity,labels,traceability_code,markets,nova_score,manufacturing,additives,generic_name,ingredients_origins,link,brand_owner,allergens
1089,Seadas,8032622090154,,['France'],[],[],?,300,1255 kj(300 kcal),14,"8,2",29,"1,6",12,"0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Fire - Glaceau,0786162651433,['Glaceau'],['France'],[],[],?,15,63 kj(15 kcal),0,0,1,1,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Muesli Speculoos toastés caramélisés,3760280180379,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Friand épinards chèvre,3577370001243,,['France'],[],[],?,322,1347 kj(322 kcal),"21,6","14,07","23,4","1,7","7,7","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Sablés craquants Bergamote poire,3193840072041,,['France'],[],[],?,492,2059 kj(492 kcal),21,"13,6",67,32,"7,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Gatorade Thirst Quencher Frost Glacier Freeze,0052000324860,['Gatorade'],"['France', 'États-Unis']","['Water', 'sugar', 'dextrose', 'citric acid', 'salt', 'sodium citrate', 'monopotassium phosphate', 'modified food starch', 'natural flavor', 'glycerol ester of rosin', 'blue 1']",[],?,24,100 kj(24 kcal),0,0,"6,09","5,75",0,"0,115","0,046",,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,5.75 g,en quantité modérée,0.115 g,en faible quantité,,-72%,-73%,-100%,-100%,-69%,-69%,-100%,+207%,+207%,8,-33%,D,-33%,,,,,,,,,,,,,4,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E340i - Phosphate monopotassique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,The Quaker Oats Co./gatorade-Van Camp,
1095,10 Env. the Pomme Canelle,8711138691092,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Cidre bouché Breton,3436460000194,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Rôti cuit charentais,2255260043757,,['France'],[],[],?,166,695 kj(166 kcal),"4,7","1,9",0,0,31,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,
1098,Organic Jumbo Oats - 750g,5011371700128,,['France'],[],[],?,365,1527 kj(365 kcal),"5,5","0,9","64,2","0,8","7,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 g,,,,,,,,,,,
1099,Le petit chavin,3760200899022,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,6 Irish Free Range Eggs - Tesco,5052319469554,['Tesco'],['France'],[],[],?,131,548 kj(131 kcal),9,"2,5",0,0,"12,6","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Balik Fillet,7630001702028,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Nougat noir tendre,3275510019058,,['France'],[],[],?,511,2138 kj(511 kcal),"28,5","2,4","51,7","41,8","9,3","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Big Shot Cola - Prozis,5600499547755,['Prozis'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Lucozade energy,5054267007994,['Lucozade'],['France'],[],[],?,34,142 kj(34 kcal),0,0,"8,3","4,2",0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Salmiak,8717438744414,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Sirop d'erable,0187248000273,,['France'],[],[],?,220,920 kj(220 kcal),0,0,54,48,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Beignets parfum Chocolat-Noisette,,,['France'],[],['Sans huile de palme'],?,365,1527 kj(365 kcal),15,"2,1",47,15,"8,3","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,
1108,Afternoon Tea Pouch and Infuser 125G - Whittard - 125g,5022032086666,['Whittard'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,,,
1109,ORINO,5200118280096,,['France'],[],[],?,824,3448 kj(824 kcal),"91,6","12,8",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Soupe de petits pois à la menthe douce - Parole Gourmande,3574314381447,['Parole Gourmande'],['France'],[],[],?,48,201 kj(48 kcal),"1,5",0,"4,6","1,9","2,5","0,58","0,232",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupe de petits pois']",1.5 g,en faible quantité,0 g,en faible quantité,1.9 g,en faible quantité,0.58 g,en quantité modérée,,+17%,+17%,-13%,-100%,+0%,-2%,+169%,-11%,-11%,1,-30%,B,-30%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,,
1111,Miel de thym - Miels Chailan,3226730003150,['Miels Chailan'],['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1112,Cantal,2817244017910,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Gamma Labs G Fuel Blood Orange - 9.8 Oz (280 G),0748252264886,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Mirabelle De Lorraine,3393190005052,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Raisin sans pépin,3661030137462,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Graines de courge,3700056713066,,['France'],[],[],?,513,2146 kj(513 kcal),"36,2","7,5","30,9","1,4","28,8","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Charcuterie boeuf,00977869,,['France'],[],[],?,200,837 kj(200 kcal),"12,8","5,52","8,4","0,3",12,"0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,
1118,Thé Tuocha,3760249070376,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Pains au chocolat PB 3M x8 - Leclerc,0202320010824,['Leclerc'],['France'],[],[],?,548,2293 kj(548 kcal),32,20,54,17,11,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Lot de 5 fromages - 250g,3760034233801,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Verre'],250 g,,,,,,,,,,,
1121,Fussilli Dinkel Vollkorn Pasta - Dennree - 500g,4021851543672,['Dennree'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Nouilles de blé complet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,
1122,Melange canada,2600698031294,,['France'],[],[],?,460,1925 kj(460 kcal),26,"1,9",40,39,12,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Jambon bio au torchon,2300235002366,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1124,Cuisses de poulet - La Nouvelle Agriculture,0213312021919,['La Nouvelle Agriculture'],['France'],[],[],?,198,828 kj(198 kcal),14,"3,5",0,0,18,"0,18","0,072",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,,+4%,+3%,+13%,+4%,-100%,-100%,-2%,-76%,-76%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,
1125,Taboulé oriental,0207585017519,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Plats préparés', 'Plats à base de semoule', 'Taboulés', 'Taboulés orientaux']",,,,,,,,,,,,,,,,,,,,,,,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,,,,,
1126,Tablette Blanche Framboise - Jours Heureux,3700956431169,['Jours Heureux'],['France'],[],[],?,553,2314 kj(553 kcal),35,21,53,53,6,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Confiture,0088702790566,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,EAFIT ENER BOISS +4H CITR 500G,3518681007791,['Eafit'],['France'],[],[],?,369,1544 kj(369 kcal),"0,1","0,1","92,2","9,1","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Mélange vitalité,2609933052353,,['France'],[],[],?,328,1372 kj(328 kcal),"2,4","0,3","67,8","58,6","4,3","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Smoothie,20249199,,['France'],[],[],?,59,247 kj(59 kcal),"0,2",0,"12,8","12,2","0,3","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,La Fregolotta,8007240000021,,['France'],[],[],?,424,1774 kj(424 kcal),17,"8,3",60,20,7,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Plateau 4 saisons - Carrefour - 240g,0127062019032036006240,['Carrefour'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 g,"['Viande Française', 'Viande Porcine Française', 'Fabriqué en France']",,['Carrefour'],,,,,,,,
1133,Moutarde de Dijon fine et forte,3564807082579,,['France'],[],[],?,161,674 kj(161 kcal),12,"0,8",3,"1,7","7,5","5,8","2,32",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",12 g,en quantité modérée,0.8 g,en faible quantité,1.7 g,en faible quantité,5.8 g,en quantité élevée,,+1%,+1%,+4%,+5%,-18%,-24%,+4%,-2%,-2%,12,+11%,D,+11%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,"['Bio', 'Bio européen', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,,,,,
1134,poiré bio,3433560000161,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1135,Beurre doux - 250g,3287561420721,,['France'],[],[],?,744,3113 kj(744 kcal),82,55,"0,8","0,8","0,6","0,05","0,02",E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",82 g,en quantité élevée,55 g,en quantité élevée,0.8 g,en faible quantité,0.05 g,en faible quantité,,+2%,+2%,+1%,-0%,+8%,+18%,-12%,-19%,-19%,19,+2%,E,+2%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,250 g,,,,,,,,,,,
1136,Pâte à tartiner Chocolat & éclats de noisettes,3760243913693,,['France'],[],['Sans huile de palme'],?,543,2272 kj(543 kcal),32,"3,4",54,52,"6,6","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,
1137,Strawberry & white chocolate protein bar - Barebells,7340001801569,['Barebells'],['France'],[],[],?,358,1498 kj(358 kcal),14,"7,8",30,"2,9",36,"0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,
1138,tapenade à la  châtaigne,3760022299383,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Freddi Ballerina Caffe'espresso X8 GR 240,8005380090124,,['France'],[],[],?,121,506 kj(121 kcal),"5,6","3,9","15,7","10,6","1,7","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,
1140,Protein bites chop chip cookie dough,9369998044160,,['France'],[],"['Végétalien', 'Végétarien']",?,485,2029 kj(485 kcal),"28,5","9,4","32,7","17,7","25,6","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Fabriqué en Australie']",,,,,,,,,,
1141,Miel d eucalyptus,3335440120627,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'eucalyptus""]",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1142,Frollini integrali,8025916116418,,['France'],[],[],?,449,1879 kj(449 kcal),15,"1,6",68,23,8,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Danois fume,3560070451951,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['boîte'],,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)', 'FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)']",,,,,,,,,
1144,Riz de camargue legumes du soleil,3760171230572,,['France'],[],[],?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz de Camargue']",,,,,,,,,,,,,,,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,
1145,Picos camperos - Gourmet,8413080349020,['Gourmet'],"['France', 'Espagne']",[],[],?,389,1628 kj(389 kcal),"0,2",0,"86,2","5,4","11,8",2,"0,8",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins', 'es:Picos de pan']",0.2 g,en faible quantité,0 g,en faible quantité,5.4 g,en quantité modérée,2 g,en quantité élevée,,+2%,+2%,-95%,-100%,+19%,+149%,+11%,-6%,-6%,13,+5%,D,+5%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,,,,,
1146,Mangue déshydratée lamelle,0212337011875,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Sauce a base vinaigre balsamique - 920g,3236330011561,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920 g,,,,,,,,,,,
1148,Houmous aux cocos de Paimpol,3770007811127,,['France'],[],[],?,252,1054 kj(252 kcal),20,"9,5","9,8","0,9","6,2","2,8","1,12",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",20 g,en quantité modérée,9.5 g,en quantité élevée,0.9 g,en faible quantité,2.8 g,en quantité élevée,,-4%,-4%,-1%,+286%,-8%,-33%,-4%,+169%,+169%,22,+341%,E,+341%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,
1149,Soletti Brezel,9000159197201,,['France'],[],[],?,389,1628 kj(389 kcal),6,"1,7",70,"1,3",12,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Chocolat instantané Façon Bistrot,4006985905886,,['France'],[],[],?,374,1565 kj(374 kcal),"6,8","3,7",65,62,"7,8","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Rillette de merlu,3760243070518,,['France'],[],[],?,174,728 kj(174 kcal),"12,7","12,7","6,7","1,1","0,9",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Filet de poulet rôti - Le Gaulois,2431628019156,['Le Gaulois'],['France'],[],[],?,151,632 kj(151 kcal),"5,8","1,4",0,0,24,"1,4","0,56",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,+15%,+16%,+101%,+88%,-100%,-100%,+5%,+87%,+87%,3,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1153,Pate vegetale - 170g,8033661246304,,['France'],[],[],?,196,820 kj(196 kcal),16,"2,3","7,5","1,9","3,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170 g,,,,,,,,,,,
1154,Pita Chips,0028400094481,,['France'],[],[],?,200,837 kj(200 kcal),8,"0,5",28,1,5,"0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Ricota salata,0209615011092,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Petits pains aux lardons,3602826538759,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Plateau Mix Grill - Auchan,3596710390984,['Auchan'],['France'],[],[],?,271,1134 kj(271 kcal),23,"9,1","1,7","1,1",15,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'Nutriscore', 'Nutriscore E']","['EMB 58194E', 'Nevers (Nièvre, France)']",['Auchan'],,,,,,,,
1158,Saucisson de haute Loire - Manet frères,0247883052157,,['France'],[],[],?,344,1439 kj(344 kcal),25,"9,1","0,8","0,05",29,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 43.268.017 CE', 'Yssingeaux (Haute-Loire, France)']",,,,,,,,,
1159,2 tournedos dans le filet - Charal,0292451070125,['Charal'],['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,8",0,0,23,"0,17","0,068",,"['Viandes', 'Bœuf', 'Tournedos de boeuf']",2.3 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,0.17 g,en faible quantité,,-37%,-37%,-76%,-80%,-100%,-100%,+14%,-85%,-85%,-4,-176%,A,-176%,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,
1160,Ribs de porc,3266110060359,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Agnolotti zux fromages - Metro Chef - 1kg,3439496620145,['Metro Chef'],['France'],[],[],?,256,1071 kj(256 kcal),"9,1","5,5",29,1,14,"0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,['Fabriqué en Italie'],,,,,,,,,,
1162,Boisson Grenade,3560483511358,,['France'],[],[],?,48,201 kj(48 kcal),"0,1",0,"11,5","11,5","0,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Scampi à poêler - Escal,3261080238753,['Escal'],['France'],[],[],?,180,753 kj(180 kcal),16,10,1,"0,5","7,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Bol panais bio 4 mois - Bio Village - 2x 120g,3564707149860,"['Bio Village', 'Marque Repère']",['France'],"['Panais* 71 %', 'eau', ""*Ingrédient issu de l'agriculture biologique"", ' Sans gluten']","['Sans huile de palme', 'Végétalien', 'Végétarien']",163,39,163 kj(39 kcal),"0,5","0,1","6,6","2,5","0,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 120 g,"['Bio', 'Bio européen', 'Sans gluten', 'AB Agriculture Biologique']",,['Leclerc'],,,,,,,,
1165,Miel des Cevennes,3770012396053,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Sauce yakitori,3760038341038,,['France'],[],[],?,171,715 kj(171 kcal),0,0,"37,4","37,4","2,6","7,2","2,88",,"['Epicerie', 'Sauces', 'Sauces Yakitori']",0 g,en faible quantité,0 g,en faible quantité,37.4 g,en quantité élevée,7.2 g,en quantité élevée,,-1%,-1%,-100%,-100%,+4%,+29%,-42%,+1%,+1%,20,+20%,E,+20%,,,,,,,,,,,,,,,,,,,,
1167,Noix de Savoie fumée,2309614007046,,['France'],[],[],?,196,820 kj(196 kcal),"9,1","3,3","1,8","0,3","26,6","6,08","2,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
1168,Estragon feuilles,3760177741683,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Creamy milk chocolate - Valor,8410109056549,['Valor'],['France'],[],[],?,494,2067 kj(494 kcal),36,21,49,"8,4","8,1","0,19","0,076",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats fourrés', 'Chocolats au lait fourrés']",36 g,en quantité élevée,21 g,en quantité élevée,8.4 g,en quantité modérée,0.19 g,en faible quantité,,-11%,-10%,+5%,+16%,-6%,-83%,+25%,-3%,-3%,17,-33%,D,-33%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,,,
1170,Tomme noire des Pyrénées 150g,3700194100254,,['France'],[],[],?,346,1448 kj(346 kcal),28,20,"1,5","0,5",22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.207.070 CE', 'Noyal-sur-Vilaine (Ille-et-Vilaine, France)']",,,,,,,,,
1171,Croquets Tomate et Piment d'espelette - 500g,3571371078884,,['France'],[],[],?,430,1799 kj(430 kcal),15,"2,7",56,11,14,"3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,
1172,Huile d olive,3700662716062,,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",1,1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Ese sandwich,8437008211084,,['France'],[],[],?,298,1247 kj(298 kcal),18,"2,7",26,"2,7",8,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Tomate cerise - 250g,3664641000330,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,"['Bio', 'Bio européen', 'FR-BIO-01']","['EMB 84035U', 'Cavaillon (Vaucluse, France)']",,,,,,,,,
1175,"Bebivita Kinder Spaß Banane heidelbeere In Apfel, 4x90 g",4018852007425,['Bebivita'],['France'],[],[],?,237,992 kj(237 kcal),1,0,"12,5","12,3","0,4","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Tarte aux fraises 4 personnes Leclerc,0209383039038,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Duo de quino,3112940828013,,['France'],[],[],?,138,577 kj(138 kcal),"5,2","0,7",17,"1,7","3,9","0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Agriculture UE/Non UE']",,,,,,,,,,
1178,Mexican salsa - 90g,8411778600385,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 g,,,,,,,,,,,
1179,Dinde noire fines escalopes,0213565021650,,['France'],[],[],?,112,469 kj(112 kcal),"1,2","0,3",0,0,25,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Abricots secs naturels,2600194024530,,['France'],[],[],?,283,1184 kj(283 kcal),"0,5","0,02","62,6","53,4","3,4","0,02","0,008",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,0.02 g,en faible quantité,,+8%,+8%,+3%,-67%,+8%,+18%,+10%,-43%,-43%,6,+73%,C,+73%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,,,
