,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,quantity,labels,traceability_code,markets,nova_score,manufacturing,additives,generic_name,ingredients_origins,link,brand_owner,allergens
367,Sainte maure de touraine,8747441827002,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Pomodoro e Tartufo,0637913883620,,['France'],[],[],?,32,134 kj(32 kcal),0,0,"6,5","4,5","1,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Jambon aux herbes,2228509026835,,['France'],[],[],?,133,556 kj(133 kcal),5,"1,8","0,1","0,1",22,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 12.063.025 CE', 'Cavalerie (Aveyron, France)']",,,,,,,,,
370,Tomate grappe,2802952013125,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Baguette tradition fabrication maison,0260846017710,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,,,,,,,,,,,,,,,,,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,,,,,,,
372,Salade Augustus,,,['France'],[],[],?,159,665 kj(159 kcal),"11,4","1,1",10,"1,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,
373,Tomme pur brebis,2488009027354,,['France'],[],[],?,400,1674 kj(400 kcal),34,25,"1,5","0,5",22,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,
374,Poulet cuit fumé au bois de hêtre,2410750032868,,['France'],[],[],?,166,695 kj(166 kcal),"9,5","2,8","1,1","0,8",19,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nutriscore'],,,,,,,,,,
375,Fleur de sel de Camargu - Espig,3102870057300,['Espig'],['France'],[],[],?,?,,?,,?,,?,,,B,"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,,,
376,Chut de cabillaud,2050174053669,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Mélange Vitalité,2600292031492,,['France'],[],[],?,328,1372 kj(328 kcal),"2,4","0,3","67,8","59,4","4,2","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Farfalles complète bio,0253334005252,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
379,Poivrons del piquillos,3760047370340,,['France'],[],[],?,32,134 kj(32 kcal),0,0,"5,2","3,4","1,2","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Jambon cuit AC blanc x4,2248966017450,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Moutarde à l'ancienne,0564360110125,,['France'],[],[],?,166,695 kj(166 kcal),11,"0,77","3,7","2,4","7,7",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Sel,3760144620140,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Yaourt noix de coco,3770003245261,,['France'],[],[],?,95,397 kj(95 kcal),"3,74",0,"12,2",8,"3,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Pez,9044400892880,,['France'],[],[],?,34,142 kj(34 kcal),1,1,"8,1","8,1",0,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Fuet El Sabor De La Garrotxa Noel,8410783124046,,['France'],[],[],?,419,1753 kj(419 kcal),33,11,"2,4","1,7",28,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Escalopes de dinde,2454154026306,,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
387,Porc lomo tranche,0200045022368,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Choco Muffin - Milka,2670987025525,['Milka'],['France'],[],[],?,391,1636 kj(391 kcal),"20,4","4,6","46,9","27,5","4,8","0,721","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Italian mozarella & sun dried tomato,5028030001373,,['France'],[],[],?,187,782 kj(187 kcal),7,"1,6","24,1","2,7","6,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Yaourt LeFierbois framboise,3760029110179,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Caviar d'aubergine des alpes,3770013202186,,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Filet Mignon Fumé,2243745036011,,['France'],[],[],?,92,385 kj(92 kcal),"1,5","0,5","0,6","0,5",19,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.094.013 CE', 'Kervignac (Morbihan, France)']",,,,,,,,,
393,Délice de tomates séchées,3760209150070,,['France'],[],[],?,302,1264 kj(302 kcal),"26,6","3,35","8,7",7,4,"1,35","0,54",,"['Produits à tartiner', 'Produits à tartiner salés', 'en:Dried tomatoes spreads', 'en:Tomato spreads']",26.6 g,en quantité élevée,3.35 g,en quantité modérée,7 g,en quantité modérée,1.35 g,en quantité modérée,,+2%,+3%,+2%,-57%,+148%,+451%,-54%,+2%,+2%,12,-4%,D,-4%,,,,,,,,,,,,,,,,,,,,
394,Jamón cocido,2251561002998,,['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",4.5 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-5%,-4%,-6%,-18%,+49%,-16%,-5%,+2%,+2%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,
395,Pâte de campagne au vin de sauternes,3488371102009,,['France'],[],[],?,284,1188 kj(284 kcal),"24,3","9,5","0,6","0,6","15,7","1,74","0,696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Sorbet Chocolat Dynamyte - Erhard,3428420021059,['Erhard'],['France'],[],[],?,246,1029 kj(246 kcal),12,"7,2",30,28,"2,9","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Lionel Osmin & Cie 2016 Villa La Vie En Rose Igp 0.75 Li,3760201500033,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Pâtes Bucatini Randa,6194004612117,,['France'],[],[],?,350,1464 kj(350 kcal),"1,6","0,4",72,4,"12,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Belochka,4605142029764,,['France'],[],[],?,570,2385 kj(570 kcal),38,0,"47,7","47,7","9,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Brie de Meaux aop,2255024028013,,['France'],[],[],?,282,1180 kj(282 kcal),21,"14,6","2,52","0,5",21,2,"0,8",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",21 g,en quantité élevée,14.6 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,+1%,+1%,-3%,-5%,+431%,+98%,+1%,+12%,+12%,16,+5%,D,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
401,Saucisson a cuire aux pistaches,0213317024809,,['France'],[],[],?,259,1084 kj(259 kcal),"20,2","7,6","1,6","1,1","16,9","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Jambon cuit,2845160025719,,['France'],[],[],?,126,527 kj(126 kcal),"4,4","1,6","0,5",0,21,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,La côte d'émeraude - 300g,3337442015093,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,
404,0203514020018,0203514020018,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Huile d'olive,3760273340513,,['France'],[],[],?,899,3761 kj(899 kcal),100,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Raisins secs sultanines - sefi'BIO,3664678013754,"[""sefi'BIO""]",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Brins de chocolat noir saveur orange,3760109080675,,['France'],[],[],?,519,2171 kj(519 kcal),33,20,43,40,7,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Agriculture durable', 'Fabriqué en France', 'en:UTZ Certified']",,,,,,,,,,
408,"Merguez SAVEURS DES MAUGES, 12 pieces",3340584108530,['Saveurs des mauges'],['France'],[],[],?,296,1238 kj(296 kcal),"1,6","0,37","1,6","0,44","19,8","3,5","1,4",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",1.6 g,en faible quantité,0.37 g,en faible quantité,0.44 g,en faible quantité,3.5 g,en quantité élevée,,+13%,+13%,-93%,-96%,-24%,-62%,+38%,+83%,+83%,13,-31%,D,-31%,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,,,,,,,,,,,,,
409,Biscuits Coco / Choco (300 GR),8018699014453,,['France'],[],[],?,463,1937 kj(463 kcal),20,6,60,29,"8,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Tête de moine AOP - grand frais,2480283024531,,['France'],[],[],?,432,1807 kj(432 kcal),36,23,1,0,26,2,"0,8",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages au lait cru', 'Fromages de Suisse', 'Fromages à pâte pressée demi-cuite', 'Têtes de Moine']",36 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,,+3%,+3%,+4%,+6%,+93%,-100%,+2%,+3%,+3%,18,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
411,Iso-fuji - 2.0kg,07755236,,['France'],[],[],?,365,1527 kj(365 kcal),"1,1","0,8","1,8","1,5",86,"0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0 kg,['Fabriqué en Italie'],,,,,,,,,,
412,Gâteaux palmiers,0200177014231,,['France'],[],[],?,478,2000 kj(478 kcal),19,12,68,24,8,"1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Haddock,0240609067503,,['France'],[],[],?,100,418 kj(100 kcal),"0,73","0,13",0,0,"23,5","4,62","1,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Sweets throungh the age,9092201052590,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,sweets trhought the ages,9092200877835,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Pur jus trouble de pomme,3770006349126,,['France'],[],[],?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,,,,,,,,,,,,,,,,,,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,,,
417,Castelfood Gallette Di Mais Senza Glutine GR. 130 - 130g,8388765474581,['Castelfood'],['France'],[],[],?,381,1594 kj(381 kcal),"0,75","0,11","84,55","0,39","8,25","0,4","0,16",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",0.75 g,en faible quantité,0.11 g,en faible quantité,0.39 g,en faible quantité,0.4 g,en quantité modérée,,-4%,-4%,-81%,-86%,+6%,-77%,+7%,-7%,-7%,0,-100%,B,-100%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,130 g,['Sans gluten'],,,,,,,,,,
418,Aperitoast Paté de Canard 25% Gras de Canard,3700073721235,,['France'],[],[],?,504,2109 kj(504 kcal),51,18,"1,1","0,9",8,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Tuile aux amandes,7612562247767,,['France'],[],[],?,508,2125 kj(508 kcal),"35,2","12,4",41,35,"7,6","0,2","0,08",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Croquants aux amandes']",35.2 g,en quantité élevée,12.4 g,en quantité élevée,35 g,en quantité élevée,0.2 g,en faible quantité,,+12%,+11%,+98%,+143%,-33%,-4%,-10%,-32%,-32%,23,+37%,E,+37%,,,,,,,,,,['Fabriqué en Suisse'],,,,,,,,,,
420,Hors d'oeuvrr de la mer - 280g,3760133675830,,['France'],[],[],?,133,556 kj(133 kcal),"7,4","0,75","1,8","0,1",15,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280 g,['Fabriqué en Italie'],,,,,,,,,,
421,CHouquettes,0248658019023,,['France'],[],[],?,385,1611 kj(385 kcal),26,16,29,"1,3",11,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Praise Cirafine de La Baule,3760212320040,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Comté,2335436009906,,['France'],[],[],?,428,1791 kj(428 kcal),35,23,"1,2",0,27,"0,81","0,324",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.81 g,en quantité modérée,,+2%,+2%,+1%,+1%,+160%,-100%,+0%,-3%,-3%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,"['FR 25.293.001 CE', 'Granges-Narboz (Doubs, France)']",,,,,,,,,
424,Andouillette charcutiere,2641179032676,,['France'],[],[],?,123,515 kj(123 kcal),6,"2,8","1,5","1,2","15,8","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Polenta Al Tartufo - 300g,8018370001840,,['France'],[],[],?,345,1443 kj(345 kcal),"3,5","0,5",73,"0,4","8,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,
426,Pop Tarts,0038000327537,,"['France', 'États-Unis']","['Enriched flour ', 'wheat flour', 'niacin', 'reduced iron', 'vitamin b1 [thiamin mononitrate]', 'vitamin b2 [riboflavin]', 'folic acid', 'corn syrup', 'high fructose corn syrup', 'dextrose', 'soybean and palm oil ', 'with tbhq for freshness', 'sugar', 'cracker meal', 'contains two percent or less of wheat starch', 'salt', 'dried strawberries', 'dried pears', 'dried apples', 'leavening ', 'baking soda', 'sodium acid pyrophosphate', 'monocalcium phosphate', 'citric acid', 'milled corn', 'gelatin', 'soybean oil', 'modified corn starch', 'caramel color', 'soy lecithin', 'xanthan gum', 'modified wheat starch', 'vitamin a palmitate', 'red 40', 'niacinamide', 'reduced iron', 'color added', 'turmeric extract', 'vitamin b6 ', 'pyridoxine hydrochloride', 'yellow 6', 'vitamin b2 ', 'riboflavin', 'vitamin b1 ', 'thiamin hydrochloride', 'blue 1']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,385,1611 kj(385 kcal),"9,62","2,88","73,08","30,77","3,85","0,792","0,317",,"['Biscuits et gâteaux', 'Tartes', 'Tartes sucrées', 'Pâtisseries']",9.62 g,en quantité modérée,2.88 g,en quantité modérée,30.8 g,en quantité élevée,0.792 g,en quantité modérée,,+30%,+30%,-18%,-56%,+77%,+30%,0%,+153%,+153%,14,-1%,D,-1%,,,,,,,,,,,,,4,,"['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E341i - Phosphate monocalcique', 'E330 - Acide citrique', 'E428 - Gélatine', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E322i - Lécithine', 'E415 - Gomme xanthane', 'E129 - Rouge allura AC', 'E100 - Curcumine', 'E110 - Jaune orangé S', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,The Kellogg Company,"['Gluten', 'Soja']"
427,Miel pollen & gelée royale - Miels Villeneuve,3540860049308,['Miels Villeneuve'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
428,"Tesco, beechwood smoked ham",03340813,['Tesco'],['France'],[],[],?,94,393 kj(94 kcal),"5,2","1,6","4,4",3,"6,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Noilly prat rouge,5010677762106,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Jambon à l'ancienne cuit sans couenne,2252519026301,,['France'],[],[],?,123,515 kj(123 kcal),"3,1","1,4","0,5","0,5",23,"2,5",1,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2.5 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+28%,+28%,12,+23%,D,+23%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,"['FR 80.798.003 CE', 'Villers-Bocage (Somme, France)']",,,,,,,,,
431,Huile d'olive persil ail -,0000000310,,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive aromatisées""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Kefta mix - Terre Exotique,3760063324624,['Terre Exotique'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Le pavois de sete - La Cure Gourmande,3760145797889,['La Cure Gourmande'],['France'],[],[],?,472,1975 kj(472 kcal),19,11,67,26,"7,2","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,"Holmesterne Pork, Sage, & Onion Balls",5030000101228,,['France'],[],[],?,218,912 kj(218 kcal),11,"3,6","22,5","1,5","6,9","1,24","0,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Intense liquorice pellets mint coated - 18g,8717438744391,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 g,,,,,,,,,,,
436,Arachides grillées enrobées de sucre,2609848051823,,['France'],[],[],?,0,0 kj(0 kcal),28,19,55,44,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
437,Sweet and salty nuts - 1x 30g,8100076900401,,['France'],[],[],?,478,2000 kj(478 kcal),"26,1",0,"43,1","19,2","12,03","1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 x 30 g,,,,,,,,,,,
438,Jus de pomme naturel,03549384,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Anchoïade,3760025971200,,['France'],[],[],?,246,1029 kj(246 kcal),35,"4,2","0,5","0,5",8,"3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
440,Jus de pomme,3346390006053,,['France'],[],[],?,61,255 kj(61 kcal),"0,8","0,2","13,4","12,1","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Terrine de cannard confit d oignon,3598960034908,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Biere Brescou,3343001343101,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Rillettes d'Oie - Ducs de Gascogne,3382562058666,['Ducs de Gascogne'],['France'],[],[],?,525,2197 kj(525 kcal),52,"16,7","2,6","0,1","12,2","1,1","0,44",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', ""Rillettes d'oie""]",52 g,en quantité élevée,16.7 g,en quantité élevée,0.1 g,en faible quantité,1.1 g,en quantité modérée,,+31%,+32%,+41%,+40%,+637%,-56%,-23%,-15%,-15%,20,+3%,E,+3%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,
444,Kombucha fraise menthe,0705632712689,,['France'],[],[],?,17,71 kj(17 kcal),0,0,"4,3","4,2",0,0,0,C,"['Boissons', 'Boissons au thé', 'Kombuchas']",0 g,en faible quantité,0 g,en faible quantité,4.2 g,en quantité modérée,0 g,en faible quantité,,-6%,-5%,-100%,-100%,+13%,+22%,-100%,-100%,-100%,6,+5%,D,+5%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,['Bio'],,,,,,,,,,
445,Queijo emmental 250 gr - auchan,8436039023833,['Auchan'],"['France', 'Espagne']",[],[],?,347,1452 kj(347 kcal),27,19,0,0,26,"1,4","0,56",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache']",27 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,,+3%,+3%,-1%,+3%,-100%,-100%,+18%,0%,0%,15,+5%,D,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,['Auchan'],,,,,,,,
446,Raspberry Syrup,8719214811020,,['France'],[],[],?,10,42 kj(10 kcal),0,0,"0,6","0,5",0,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Caramels au beurre salé - 120g,3760009687899,,['France'],[],[],?,408,1707 kj(408 kcal),7,7,"73,5","49,3",3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,['Fabriqué en France'],,,,,,,,,,
448,Gâteau basque,2030000023202,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Tomates grappe bio - Carrefour,3700344023945,['Carrefour'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,['Carrefour'],,,,,,,,
450,Mélange canadien,2600706025192,,['France'],[],[],?,472,1975 kj(472 kcal),29,"2,6",38,36,10,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Pure BCAA 2 : 2 : 1,2298248417324,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,"83,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,500 G-Espaguetis - Spar,8480013091172,['Spar'],['France'],[],[],?,344,1439 kj(344 kcal),2,"0,5",68,"3,5",12,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,
453,FILET VOLAILLES AU CITRON,3563800001556,,['France'],[],[],?,89,372 kj(89 kcal),"1,5","0,66","0,9","0,2",18,"0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,"Cocotte de pommes de terre, poivrons rouges et chèvre",2008201923812,,['France'],[],[],?,78,326 kj(78 kcal),4,"1,5","7,5","1,5","2,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Pinot chardonnay,8000428026554,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
