,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,packaging,categories,ingredients_origins,manufacturing,traceability_code,additives,eco_score,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,generic_name,link,palm_ingredients,brand_owner
578,Lasagnes - Sélect HORECA - 3kilo,3439495108040,['Sélect HORECA'],['France'],[],[],?,?,,?,,?,,?,,,3kilo,,"['Carton', 'Surgele']","['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes surgelées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Metro'],,,,
579,Essentiels vitalité,3320110010643,,['France'],[],[],?,49,205 kj(49 kcal),0,0,12,11,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,MASALA CHAI,8901037255369,,['France'],[],[],?,421,1761 kj(421 kcal),"7,72","5,71","76,83","67,25","11,08","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Osso bucco de veau -,2424271028279,,['France'],[],[],?,109,456 kj(109 kcal),2,"0,5","6,4","2,6",16,"0,82","0,328",,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Osso bucco']",,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,2 g,en faible quantité,0.5 g,en faible quantité,2.6 g,en faible quantité,0.82 g,en quantité modérée,,-32%,-31%,-73%,-80%,-39%,+66%,+69%,-13%,-13%,-1,-130%,A,-130%,,,,,,,,,,,,
582,GALETTES,3760059928683,,['France'],[],[],?,446,1866 kj(446 kcal),"22,7","14,6",52,"19,9","6,8","2,6","1,04",,,,"['Crêpes et galettes', 'Galettes']",,,,,,,,22.7 g,en quantité élevée,14.6 g,en quantité élevée,19.9 g,en quantité élevée,2.6 g,en quantité élevée,,+123%,+124%,+342%,+561%,+79%,+1121%,-3%,+105%,+105%,29,+381%,E,+381%,,,,,,,,,,,,
583,Mélange Pour Rhum Guadeloupe,3760057475271,,['France'],[],[],?,510,2134 kj(510 kcal),44,31,15,7,7,"0,087","0,035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,crème de mure - mure sauvage - 500ml,4788856757724,['mure sauvage'],['France'],[],[],?,?,,?,,?,,?,,,500ml,,['Bouteille'],['Boissons'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Baguette aux céréales,0260061005189,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,0211030003286,0211030003286,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,8991102300421,8991102300421,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Queues de crevettes -,2298131036472,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Queues de crevettes']",,,"['FR 47.091.046 CE', 'Estillac (Lot-et-Garonne, France)']",,D,,,,,,,,,,,,,,,,,,,,,,,,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,
589,Drinking water,6297000611099,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,"Lemon, Elderflower & Water",5010438013270,,['France'],[],[],?,33,138 kj(33 kcal),0,0,8,"7,8","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Biscuits Salés au Fromage de Chèvre - Carrefour - 150g (2 * 75g e),3560071211189,['Carrefour'],['France'],"['Farine de blé 46 %', 'fromage de Chèvre 23 %', 'beurre', 'chapelure ', 'contient blé ', 'gluten de blé', 'levure', 'sel de mer', 'lait en poudre entier', 'amidon de pomme de terre', 'arôme naturel ', 'contient lait', 'oignon en poudre', 'extrait de levure', 'poivre noir', 'huile de tournesol']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,150 g (2 * 75 g e),"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'NL-BIO-01']","['Carton', 'boîte', 'Plastique']","['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,['Pays-Bas'],,,B,"['Gluten', 'Lait']",4,,,,,,,,,,,,,,,,,,,,,,,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['Carrefour'],Biscuits Salés au Fromage de Chèvre,,,
592,Provalone - Miraflores,8436039431539,"['Miraflores', 'Flor De Burgos']",['France'],[],[],?,348,1456 kj(348 kcal),"26,7",18,0,0,26,"2,5",1,,['Point Vert'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Provolone']",,,,,D,,,26.7 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,2.5 g,en quantité élevée,,-4%,-4%,-7%,-5%,-100%,-100%,+3%,+11%,+11%,19,+7%,E,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
593,Monoprix,13306319,['Monoprix'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,
594,Haricots blancs - Arvensis - 570,8410313315708,['Arvensis'],['France'],[],[],?,83,347 kj(83 kcal),"0,4","0,1","10,7","0,8","5,8","0,8","0,32",570,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",,,,,,,,0.4 g,en faible quantité,0.1 g,en faible quantité,0.8 g,en faible quantité,0.8 g,en quantité modérée,,-43%,-41%,-61%,-59%,-38%,-33%,-36%,+33%,+33%,1,,B,,,,,,,,,,,,,
595,Bouchées proteinés,0064100123793,,['France'],[],[],?,476,1992 kj(476 kcal),24,6,40,19,"26,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,7048500213714,7048500213714,,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Feuilleté Jambon fromage,2685204005990,,['France'],[],[],?,285,1192 kj(285 kcal),"15,3","9,7","28,2","5,9","8,4","1,16","0,464",,,,"['Plats préparés', 'Feuilleté salé', 'Feuilletés jambon fromage']",,,,,E,,,15.3 g,en quantité modérée,9.7 g,en quantité élevée,5.9 g,en quantité modérée,1.16 g,en quantité modérée,,-1%,-1%,-13%,-8%,+15%,+144%,+13%,+13%,+13%,18,+14%,D,+14%,75.0%,16.7%,3.7%,1.3%,0.7%,2.7%,25,,,,,
598,3423290072903,3423290072903,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,"Le Pelou, Coeur de jambon pretranche, le paquet de",3323527342475,,['France'],[],[],?,264,1105 kj(264 kcal),"16,3","5,8","0,1","0,1",29,"4,4","1,76",,,,,,,"['EMB 19073B', 'Égletons (Corrèze, France)', 'FR 19.073.004 CE', 'Égletons (Corrèze, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,After hangover infusion vitalité citronelle,3770007482273,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Myrte de Corse bio - Maison Cappaccini - 1,3700439701697,['Maison Cappaccini'],['France'],"['Myrte de Corse', 'sucre""', 'jus de citron', ""pectine de fruit si le fruit n'en contient pas suffisament"", "" Issu de l'agriculture biologique""]",[],1081,?,1081 kj(258 kcal),~ 0,~ 0,64,63,~ 0,"0,01","0,004",1,"['Bio', 'Bio européen', 'FR-BIO-01']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de myrtes']",,,,,C,,3,0 g,en faible quantité,0 g,en faible quantité,63 g,en quantité élevée,0.01 g,en faible quantité,,,+3%,-100%,-100%,+3%,+7%,-100%,-21%,-21%,12,+1%,D,+1%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,
602,0762113400107,0762113400107,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,03728185,03728185,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Cappuccino goût noisette -,8881000373538,,['France'],"['ER Préparation instantanée pour cappuccino au cafe soluble', 'sucre e goût noisettes', ' Ingrédients: Sucre', 'sirop de glucose', 'grais', 'totalement hydrogénée ', 'noix de coco', 'afe soluble ', '9,8%', 'altodextrine protéine de lactosérum ', 'de LAIT', ' ', 'LAIT pai ellement écrémé en poudre', 'perméat de lactosérum ', 'de AT', 'lactose ', 'de LAIT', 'stabilisants E1450', 'sel', 'anti- glomérants ', 'E551', 'arômes']",['Non végétalien'],?,401,1678 kj(401 kcal),"9,9","9,7","74,9","49,7","3,8","0,59","0,236",,,,,,,,"[""E1450 - Octényle succinate d'amidon sodique"", 'E551 - Dioxyde de silicium']",,['Lait'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,"Foie de bœuf - 0,294kg",2438435015357,,['France'],[],[],?,128,536 kj(128 kcal),"3,6","1,2","3,9",0,20,"0,17","0,068","0,294 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Emmental francais,2804101014045,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
607,Rognons de boeuf sauce au 2 moutardes,2692669030962,,['France'],[],[],?,142,594 kj(142 kcal),"6,5","1,5","3,7","0,6",17,"0,97","0,388",,,,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,épinards en branche à la crème - casino - 1k,21111280,['Casino'],['France'],"['France 65%-eau-crème fraîche 696-amidon transformé Epinards origine piaeu sel - épaississant : gomme xanthane - muscade', ' riz - beurre レi fomoons en gras sont destinees aux personnes intolerante alergiques']",[],?,?,,?,,?,,?,,,1k,['Origine France'],['surgelé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Épinards', 'Épinards surgelés']",,,,['E415 - Gomme xanthane'],B,,4,,,,,,,,,,,,,,,,,,,,,,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,['Casino'],,,,
609,Nesquik - Nestlé,6111018903451,"['Nestlé', 'Nesquik']",['France'],"['Pour 30g + 125ml de Pour 100g | der 40eme Vitamines et Minéraux 100J0 J 2', '5 10', '79', '16%', ' Vitamine D ', 'g Thiamine ', 'B1', 'mg', ' 11', '00 10', '35', '32%', ' Riboflavine ', 'B2', 'mg', ' 11', '30 10', '62', '44%', '| ', 'ride', 'dahu Niacine ', 'B3', ' mg Vitamine ', 'B6', 'mg', ' 1', '35 10', '46', '33%', ' Aside Folique ', 'BS', '㎍', ' 1185 1601', '30%', '| ', '9wM-la', ' abu Acide Pantothéniqueasing 5', '5 1211 ', '35%', '|', 'p', '5y', '4opwin Calcium mg', ' Fer mg 14', '9 1458', '29%', ' 474 104 | 294 ', '37%', ' 1317 ', '23%', ' ', ': Valeur nutritionelle de rétérence en accord avec les apports journaliers de reéférence selon la réglementation de FEU 1168/2011 2011/118']",[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']",,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,
610,Confit D'oignon - Saveurs Attitudes - 125g,3299430031815,['Saveurs Attitudes'],['France'],"['oignons ', '60%', 'sucre de canne', ' vinaigre de cidre', 'sel', 'gélifiant:pectine de fruits', 'poivre ""Ingrédient issue de lagriculture biologique', ' Organic Onion Coafit', ' Ingredints onions ', '60%', '""', 'cane suga""', ' cider vinegar', 'salt', 'gelling agent fruit pectine pepper', ' ""Organic products', ' Bio-Zwiebelconfit', ' Zutater Zwiebeln', ' ', '60 %', 'Rohrzucker""', 'Cidre-Essig""', ' Salz', 'Geliermittet ruchtpektin', 'Pleffer Aus biologischem Anbau Biologische uiencom ingrediënten: uien', ' ', '60%', 'rietsuiker""', ' ciderazijn', ' zout', 'geleermiddet fritpectine', 'peper', ' Biologisch geteeld', ' aturgieFavols-4300 BIAS-France', ' www', 'naturiecom']",[],?,217,908 kj(217 kcal),"0,1",0,"52,7","50,5","0,1",2,"0,8",125 g,['Bio'],['pot en verre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",,,,['E440 - Pectines'],,,4,0.1 g,en faible quantité,0 g,en faible quantité,50.5 g,en quantité élevée,2 g,en quantité élevée,,+29%,+29%,-94%,-100%,+51%,+56%,-90%,+219%,+219%,13,+97%,D,+97%,,,,,,,,['les têtes vertes'],,,,
611,4010355987433,4010355987433,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Farine de seigle bio -,8718215832348,,['France'],[],[],?,317,1326 kj(317 kcal),2,"0,3","56,5","2,8",10,0,0,,['Bio'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de seigle']",,,,,B,,,2 g,en faible quantité,0.3 g,en faible quantité,2.8 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,+35%,+37%,-11%,+37%,+12%,-100%,-100%,-2,,A,,61.8%,2.4%,14.7%,15.3%,5.9%,0.0%,95,,,,,
613,du Bruit dans la cuisine - MDF kitchen - 180,3760124230116,['MDF kitchen'],['France'],[],[],?,?,,?,,?,,?,,,180,,,,['St Jacques de la Landes'],['35136'],"['EMB 30091', 'Congénies (Gard, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Circula ou safran bourbon -  - 50g,3265960440823,,['France'],[],[],?,?,,?,,?,,?,,,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,3700634204832,3700634204832,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Organic freeze-dried bananas+strawberries,0705586363692,,['France'],[],[],?,388,1623 kj(388 kcal),"2,4","0,8",85,72,"4,5","0,03","0,012",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,2456304026891,2456304026891,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Levure De Bière Revivifiable Bio - 200 Gélules - Nat & Form,3535400016315,['Nat & Form'],['France'],[],[],?,?,,?,,?,,?,,,,['Bio'],,"['Additifs alimentaires', 'Levures de bière']",,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,,,,
619,Pains au lait pépites chocolat,09082113,,['France'],[],[],?,357,1494 kj(357 kcal),"12,3","3,2","51,9","17,7","8,3","0,9","0,36",,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait', 'Pains au lait au chocolat']",,,,,C,,,12.3 g,en quantité modérée,3.2 g,en quantité modérée,17.7 g,en quantité élevée,0.9 g,en quantité modérée,,-2%,-2%,-5%,-35%,-0%,+5%,-2%,-2%,-2%,13,-12%,D,-12%,76.1%,14.7%,5.2%,3.5%,0.4%,0.0%,68,,,,,
620,Pain d'epuces,3760130790482,,['France'],[],[],?,432,1807 kj(432 kcal),"16,5","7,6","59,1","20,8","9,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,La Girouette,3770010587019,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Jus d'orange - U - 1L,3256223088821,['U'],['France'],[],[],?,?,,?,,?,,?,,,1L,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,
623,Auchan,2600491027685,['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,"['FR 61.096.020 CE', ""Chapelle-d'Andaine (Orne, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
624,myrtille bio - belle et bio - 118g,3700446410957,['belle et bio'],['France'],[],[],?,?,,?,,?,,?,,,118g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['boite plastique dur'],['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,chorizo fort - carrefour - 225g,08472274,['Carrefour'],['France'],"['Ingrédients Viande de porc', 'sel', 'piment fmt piment de Cayenne 0,6% poudre', 'dextrose', 'ant ascorbate de sodium', 'c nitrate de polassium et 8% ali e io ydant conse vateurs ix de muscade origan', 'te boyau naturel de porc', ' 145 de porc mis en ce produit fini g de viande uvre pour de 100 g']",[],?,?,,?,,?,,?,,,225 g,,,"['Viandes', 'Charcuteries', 'Saucissons']",['Espagne'],,['ES 10.01934/GE CE'],,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,
626,Mont d'or mini,3520115810181,,['France'],[],[],?,303,1268 kj(303 kcal),25,16,0,0,18,"1,4","0,56",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages au lait cru', 'Fromages à pâte molle à croûte lavée', ""Mont d'Or""]",,,,,D,,,25 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,,+2%,+3%,+1%,-4%,-100%,-100%,+2%,-1%,-1%,14,+1%,D,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,
627,Pavé Bio - Carrefour - 400g,0202074012464,['Carrefour'],['France'],"['Farine de blé bio 50%', 'eau', 'levain de blé bio 14%', 'sel', 'levure']",['Sans huile de palme'],?,?,,?,,?,,?,,,400 g,"['Bio', 'Bio européen', 'FR-BIO-10', 'FR bio 10 - AB']",['sachet plastique'],,['Blé 100\xa0% origine France'],['cuit sur place'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,
628,Filet américain préparé -  - 0.252kg,2538805002762,,['France'],[],[],?,244,1021 kj(244 kcal),"20,4","2,3","1,9","0,5","13,6","1,5","0,6",0.252 kg,,,"['Viandes', 'Plats préparés', 'Préparations de viande', 'Préparations de viande hachée', 'Filet américain']",,,,,,,,20.4 g,en quantité élevée,2.3 g,en quantité modérée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,+11%,+12%,+27%,-64%,-21%,-33%,-11%,+25%,+25%,11,-5%,D,-5%,,,,,,,,,,,,
629,Cookies - La Mère Poulard,3472860003632,['La Mère Poulard'],['France'],[],[],?,500,2092 kj(500 kcal),"26,1","17,5","63,6","37,7","5,6","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Pates,3065620012649,,['France'],[],[],?,367,1536 kj(367 kcal),5,"1,3",64,"2,6",15,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Comté portion - Le Berger Comtois,2165741005733,['Le Berger Comtois'],['France'],[],[],?,430,1799 kj(430 kcal),35,23,1,1,27,"0,8","0,32",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,D,,,35 g,en quantité élevée,23 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,,+8%,+9%,+7%,+6%,+116%,+260%,+7%,-18%,-18%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,
632,Juoda Duona,4770163834649,,['France'],[],[],?,337,1410 kj(337 kcal),14,"0,7",37,"2,9",12,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Carte noire,8000070011953,['Carte Noire'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Jambonettes de dinde confites,2720553019127,,['France'],[],[],?,146,611 kj(146 kcal),"4,6","1,72","0,13","0,13","26,2","1,23","0,492",,,,['Viandes'],,,,,,,,4.6 g,en quantité modérée,1.72 g,en quantité modérée,0.13 g,en faible quantité,1.23 g,en quantité modérée,,-35%,-35%,-68%,-68%,-92%,-82%,+37%,-32%,-32%,2,-82%,B,-82%,,,,,,,,,,,,
635,Maple Peanuts,0771098004705,,['France'],[],[],?,500,2092 kj(500 kcal),29,4,53,43,14,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Glace fruits du soleil,3576372520394,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Eiswürfelbeutel,4305615282954,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,haricots verts - freshona - 530g,04517010,['Freshona'],['France'],"['haricots verts', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,27,113 kj(27 kcal),"0,1","0,1","4,3","1,6","1,2",1,"0,4",530g,,['Bocal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lidl'],,,,
639,Sfogliette salate - farser - 1kg,8020676000281,['Farser'],['France'],[],[],?,521,2180 kj(521 kcal),21,"2,4",67,2,"9,9","0,5","0,2",1kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Thunfisch mit Gemüse - 185g,42226017,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,185 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Daucy,3017800207987,"['Daucy', ""D'Aucy""]",['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,,,
642,0217004041520,0217004041520,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Yeti village moka bio - 250g,3700926145027,,['France'],[],[],?,?,,?,,?,,?,,,250 g,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Caberne sawignon,3438910869320,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,"Carrefour Bio - 0,214kg",0287567039753,['Carrefour Bio'],['France'],[],[],?,?,,?,,?,,?,,,"0,214 kg","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,
646,alvityl nuit paisible,3401581313225,,['France'],[],[],?,?,,?,,?,,?,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Wild West Beef Jerky Sweet'n'spicy,5060030547659,,['France'],[],[],?,359,1502 kj(359 kcal),"5,4","2,8","35,7","11,8","41,9","4,1","1,64",,['en:gluten-free'],,"['Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",,,,,,,,5.4 g,en quantité modérée,2.8 g,en quantité modérée,11.8 g,en quantité modérée,4.1 g,en quantité élevée,,+35%,+35%,+28%,+87%,+153%,+12%,+7%,+12%,+12%,18,+23%,D,+23%,,,,,,,,,,,,
648,Cuisse de poulet,2487374014969,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,
649,Saucisson des Cévennes aux noisettes,3498301003603,,['France'],[],[],?,416,1741 kj(416 kcal),34,13,"2,1","0,6",27,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,2869872046572,2869872046572,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
