,name,bar_code,quantity,brand,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,packaging,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,ingredients_origins,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,producer_info,manufacturing,palm_ingredients,link,brand_owner
907,Biscotterie artisanale 7 céréales - La Chantéracoise - 370g,3760178790529,370 g,['La Chantéracoise'],,,['France'],"['Farine de blé ', 'gluten', 'céréales ', 'gluten', ' et graines 22,6 % ', 'farine de blé', 'graines de lin brun', 'graines de sésame', 'farine de seigle T70', ""farine d'avoine"", ""farine d'orge"", 'farine de riz', 'farine de sarrasin', 'farine de maïs', 'graines de carvi', 'graines de millet', 'graines de lin jaune', 'graines de tournesol', 'graines de pavot', 'huile de coco non hydrogénée', 'levure boulangère', 'sel', ""malt d'orge "", 'gluten']",['Sans huile de palme'],?,390,1632 kj(390 kcal),11,7,58,2,12,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback', 'Biscottes-aux-cereales']",,"['Gluten', 'Avoine', 'Graines de sésame']",4,11 g,en quantité modérée,7 g,en quantité élevée,2 g,en faible quantité,1.98 g,en quantité élevée,,-2%,-2%,+39%,+208%,-11%,-62%,-4%,"1,975",+34%,"0,79",+34%,13,+52%,D,+52%,"['Peu ou pas de sucre', 'Fabriqué en France', 'Sans conservateurs', 'Sans sucre', 'en:palm-oil-free']",,B,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,Biscottes 7 céréales sans sucre.,,,"['France', 'Périgord']",,,
908,Jus pomme-mirabelle - Domaine de la Grange en Haye,3760179460100,,['Domaine de la Grange en Haye'],,,['France'],[],[],?,60,251 kj(60 kcal),"0,1","0,1",15,12,"0,5",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits']",,,,0.1 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,0.015 g,en faible quantité,,+25%,+26%,-43%,+282%,+36%,+15%,+27%,"0,015",+64%,"0,006",+64%,7,+57%,D,+57%,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
909,Confiture de mirabelles - Domaine de la Grange en Haye,3760179460247,,['Domaine de la Grange en Haye'],,,['France'],"['Mirabelle 55%', 'sucre', 'jus de citron']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,247,1033 kj(247 kcal),"0,1",0,"61,2","61,2","0,4",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",,,3,0.1 g,en faible quantité,0 g,en faible quantité,61.2 g,en quantité élevée,0 g,en faible quantité,,+11%,+10%,-55%,-100%,+13%,+19%,+3%,0,-100%,0,-100%,12,+24%,D,+24%,,,B,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,
910,Chips artisanales - Sur le Sentier des Bergers,3760183042095,,['Sur le Sentier des Bergers'],,,['France'],[],[],?,572,2393 kj(572 kcal),"38,4","4,7","50,7",0,"5,7",,,,,,,,,,,,,,,,,,,,,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,
911,Pâte de fruits enrobée de chocolat,3760185000116,,,,,['France'],[],[],?,308,1289 kj(308 kcal),"8,81","5,35","55,58","47,01","1,87",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,,,8.81 g,en quantité modérée,5.35 g,en quantité élevée,47 g,en quantité élevée,0.09 g,en faible quantité,,-2%,-2%,+2491%,+4358%,-27%,-29%,+188%,"0,09",-25%,"0,036",-25%,12,+45%,D,+45%,,,C,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,
912,Orange & Sanguine 100% pur jus - Force Bio,3760186970609,,['Force Bio'],,,['France'],[],[],?,41,172 kj(41 kcal),"0,5",0,"9,4","8,7","0,7",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,,0.5 g,en faible quantité,0 g,en faible quantité,8.7 g,en quantité élevée,0 g,en faible quantité,,-5%,-5%,+184%,-100%,-3%,-5%,+11%,0,-100%,0,-100%,2,-33%,C,-33%,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans additifs', 'Sans conservateurs']",,C,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
913,Jambon des Pyrénées - Frais Devant,3760187531052,,['Frais Devant'],,,['France'],"['Jambon de porc frais certifié du sud ouest ', '94%', ' sel sec issu des Salines de Salies de Béarn']",[],?,203.8,853 kj(203 kcal),15,"2,8","1,1","0,7",33,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus']",,,,15 g,en quantité modérée,2.8 g,en quantité modérée,0.7 g,en faible quantité,6.1 g,en quantité élevée,,-14%,-14%,+15%,-43%,+83%,+81%,+14%,"6,1",+22%,"2,44",+22%,14,-16%,D,-16%,,,E,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,
914,Jambon Sec Italien - Frais Devant - 70g,3760187538020,70 g,['Frais Devant'],"['FR 77.053.006 CE', 'Brie-Comte-Robert (Seine-et-Marne, France)']",,['France'],"['Jambon de porc* ', 'Origine: Italie', 'sel', ' produits issus de t agriculture biolo ique']","['Non végétalien', 'Non végétarien']",?,398,1665 kj(398 kcal),"33,5",11,0,0,"23,6",['Barquette'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",,['Lait'],3,33.5 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,4.93 g,en quantité élevée,,+66%,+66%,+148%,+112%,-100%,-100%,-18%,"4,925",+0%,"1,97",+0%,24,+41%,E,+41%,"['Bio', 'Bio européen', 'FR-BIO-09']",,E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,
915,Jus de pommes des vergers de Mespleaux - Saveur En Or,3760187940090,,['Saveur En Or'],,,['France'],[],[],?,51,213 kj(51 kcal),"0,5","0,1",11,11,"0,5",,['Boissons'],,,,0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0.03 g,en faible quantité,,-9%,-12%,+44%,-15%,-3%,+17%,+1%,"0,03",-28%,"0,012",-28%,16,+109%,E,+109%,['Bio'],,,,,,,,,,,,,,,,
916,Agovie Anaturna Sachet 1KG Baies De Goji Séchées - 1kg,3760190620668,1 kg,['Anaturna'],,,['France'],[],[],?,343,1435 kj(343 kcal),"0,5","0,5","57,82",0,"12,1",,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
917,Myrtilles séchées,3760190622266,,,,,['France'],[],[],?,347,1452 kj(347 kcal),1,"0,5",80,80,1,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Myrtilles']",,,,1 g,en faible quantité,0.5 g,en faible quantité,80 g,en quantité élevée,,,,+460%,+461%,+179%,+1093%,+441%,+525%,+71%,,,,,,,,,,,B,90.0%,0.0%,0.0%,5.0%,4.8%,0.2%,87,,,,,,,
918,Graines de chia - Le Comptoir Des Meuniers,3760190622495,,['Le Comptoir Des Meuniers'],,,['France'],['Graines de Chia Origine : Amérique du Sud - conditionné en France'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,466,1950 kj(466 kcal),"33,4",4,"0,7",0,"20,3",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",,,1,33.4 g,en quantité élevée,4 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,+4%,+4%,+9%,+28%,-94%,-100%,+1%,0,-100%,0,-100%,-2,-322%,A,-322%,"['Point Vert', 'Conditionné en France']",,D,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,,
919,14 sushis et assaisonnements - Mymaki,3760190932037,,['Mymaki'],,,['France'],[],[],?,150.3,629 kj(150 kcal),"2,7","0,3",26,"2,2","4,3",,,,,,,,,,,,,,,,,,,,,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,
920,8 nigiris au saumon - Mymaki,3760190932471,,['Mymaki'],,,['France'],[],[],?,160,669 kj(160 kcal),3,"0,4",28,"2,4",4,,,,,,,,,,,,,,,,,,,,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,
921,Donburi poulet et riz,3760190934017,,,,,['France'],[],[],?,134,561 kj(134 kcal),"4,9","0,7","14,9","1,4","6,3",,,,,,,,,,,,,,,,,,,,,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,
922,Soleil De France Caramel à Tartiner Noug,3760192120944,,['Soleil de France'],,,['France'],"['Sucre Crème de nougat 24', '56% ', 'Sucre sirop de glucose', 'huile de coco raffinée', 'amande', 'miel', ""blanc d'œuf"", 'arôme', 'extrait naturel de vanille', 'Sirop de Glucose', 'beurre demi-sel 4', '27%', 'Fleur de sel 0,10%']",['Non végétalien'],?,412,1724 kj(412 kcal),17,11,63,63,"1,5",,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,,,,,,,,,,,,,,,,,"0,225",,"0,09",,,,,,,,,,,,,,,,,,,,,,
923,Confiture de Fraises - Mon Plaisir Gourmand - 240g,3760192730860,240 g,['Mon Plaisir Gourmand'],,,['France'],[],[],?,187,782 kj(187 kcal),"0,2",0,"45,2","44,8","0,5",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,0.2 g,en faible quantité,0 g,en faible quantité,44.8 g,en quantité élevée,0 g,en faible quantité,,-14%,-14%,-17%,-100%,-15%,-12%,+13%,0,-100%,0,-100%,9,+3%,C,+3%,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
924,Gyoza A La Crevette Trefle - 200g e,3760192940306,200 g e,['Trèfle'],,,['France'],[],[],?,158,661 kj(158 kcal),"4,5","0,8","17,4","1,4","11,5","['Carton', 'surgelé']","['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli', 'Plats préparés surgelés', 'Ravioli chinois', 'Ravioli surgelés', 'Ravioli japonais', 'Gyosas aux crevettes', 'Ravioli à la crevette']",,,,4.5 g,en quantité modérée,0.8 g,en faible quantité,1.4 g,en faible quantité,1.2 g,en quantité modérée,,0%,-4%,-4%,-8%,-25%,-49%,+61%,"1,2",+10%,"0,48",+10%,1,-45%,B,-45%,,,,,,,,,,,,,,,,,
925,Maracuja fruits de la passion - La Cour d'Orgères,3760194180267,,"[""La Cour d'Orgères""]",,,['France'],[],[],?,245,1025 kj(245 kcal),"0,3","0,02",55,55,"1,9",['Pot en verre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', 'Confitures de fruits de la passion']",,,,0.3 g,en faible quantité,0.02 g,en faible quantité,55 g,en quantité élevée,0.1 g,en faible quantité,,+7%,+8%,-6%,-66%,+2%,+6%,+251%,"0,1",+144%,"0,04",+144%,7,-27%,C,-27%,,,C,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
926,Confiture Abricots Du Roussillon - La cour d orgeres - 500g,3760194181561,500 g,['La cour d orgeres'],,,['France'],"['Abricots 59%', 'sucre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,256,1071 kj(256 kcal),"0,3",0,55,55,"0,4",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,3,0.3 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,,+17%,+17%,+33%,-100%,+3%,+9%,-20%,0,-100%,0,-100%,12,+33%,D,+33%,,,B,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,
927,Clémentines de Corse - Confiture traditionnelle - LA COUR D'ORGÈRES,3760194183367,,"[""LA COUR D'ORGÈRES""]",,,['France'],"['démentines de Corse 52,04%', 'sucre', 'gélifiant : pectine']",[],?,233,975 kj(233 kcal),"0,5",0,"57,8","57,8","0,4",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", 'Confitures de clémentine', 'Confitures à la clémentine de Corse']",['E440 - Pectines'],,4,0.5 g,en faible quantité,0 g,en faible quantité,57.8 g,en quantité élevée,0.1 g,en faible quantité,,-1%,-1%,+58%,-100%,+1%,+7%,-15%,"0,1",+580%,"0,04",+580%,7,-33%,C,-33%,,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
928,"Préparation De Fruits Sous Le Soleil - Oranges, Citrons, Mandarines - La cour d orgeres",3760194184081,,['La cour d orgeres'],,,['France'],"['oronges 29%', 'citrons iounes 23 0%', 'jus de mandarine 22 fructose', 'gélifiant : pectine', ' préférence osant le : vo:r sous le pot', ' CONSERVER AU FRAIS APRÈS OUVERTURE']",[],?,190,795 kj(190 kcal),"0,5",0,"46,5","46,5","0,9",,,['E440 - Pectines'],,4,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
929,Mélange pour salades,3760194205823,,,,,['France'],[],[],?,531,2222 kj(531 kcal),40,"4,8",22,4,"23,6",,,,,,,,,,,,,,,,,,,,,,"7,08",,"2,832",,,,,,,,,,,,,,,,,,,,,,
930,Moutarde au roquefort - Savor & Sens,3760194207605,,['Savor & Sens'],,,['France'],[],[],?,195,816 kj(195 kcal),"14,4","1,6","10,5","5,5","7,6",,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,14.4 g,en quantité modérée,1.6 g,en quantité modérée,5.5 g,en quantité modérée,5 g,en quantité élevée,,+15%,+15%,+33%,+95%,+52%,+42%,+16%,5,+6%,2,+6%,14,+21%,D,+21%,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,
931,Moutarde Saveur Thym Et Citron - 130G - Savora,3760194208084,,['Savora'],,,['France'],"['JLlgr@dtentss Mputarde ', 'graines de moutarde eau', 'vinaigre', 'sel', 'sucreconservateur aulfito acide de CO sodium', 'thym 0,4%', 'huile essentielle O ', ' de citron jaune 0', '15%', 'huile essentielle de thymthymol']",[],?,217,908 kj(217 kcal),"19,2","1,4","4,9","0,8","8,8",,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,19.2 g,en quantité modérée,1.4 g,en faible quantité,0.8 g,en faible quantité,5.5 g,en quantité élevée,,+28%,+28%,+78%,+71%,-29%,-79%,+34%,"5,5",+17%,"2,2",+17%,10,-14%,C,-14%,,,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,
932,Nems aux legumes,3760195541593,,,,,['France'],[],[],?,194,812 kj(194 kcal),"4,3","0,55","38,7",2,"1,2",,"['Plats préparés', 'Nems', 'Nems aux légumes']",,,,4.3 g,en quantité modérée,0.55 g,en faible quantité,2 g,en faible quantité,1 g,en quantité modérée,,+13%,+14%,-15%,-8%,+48%,-36%,-70%,1,-6%,"0,4",-6%,6,+70%,C,+70%,,,C,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,
933,Samossas aux Légumes - Foo Seng,3760195542590,,['Foo Seng'],,,['France'],"['pâte', 'îaiine de blé', 'eau', 'sel', 'pomme de terre ', 'bambou', 'oignon', 'choux', 'vermicelle', 'haricot mungo', ' ', 'petits pois', 'haricots verts', 'carotte', 'huile de tournesol', 'sucre', 'poudre de curry ', 'curcuma', 'piment de Cayenne', 'gingembre', 'coriandre', 'cumin', 'mou - tarde', 'poivre', 'fenugrec', 'cari', 'sel', ' ', 'sauce de soja', 'sel', 'exhausteurde goût : E621 ', 'curcuma', 'cannelle', 'ail', ' produit', 'élaboré dans un Les Allergenes poisson', 'crusta - atelier qui utilise : blé', 'gluten? cés', 'soja', 'sésame', 'arachide ? œuf', 'lait et mou - tarda']",[],?,134,561 kj(134 kcal),"2,1","0,25","26,9","2,7","3,3",,"['Plats préparés', 'Samoussas', 'Samoussas aux légumes']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Lait', 'Graines de sésame', 'Soja']",4,2.1 g,en faible quantité,0.25 g,en faible quantité,2.7 g,en faible quantité,0.975 g,en quantité modérée,,-26%,-27%,-68%,-76%,+4%,-33%,-23%,"0,975",+26%,"0,39",+26%,3,-11%,C,-11%,,,E,94.1%,2.8%,0.7%,0.7%,0.4%,1.4%,7,,,,,,,
934,Samossas aux legumes -,3760195545997,,,,,['France'],[],[],?,134,561 kj(134 kcal),"2,1","0,25","26,9","2,7","3,3",,"['Plats préparés', 'Samoussas', 'Samoussas aux légumes']",,,,2.1 g,en faible quantité,0.25 g,en faible quantité,2.7 g,en faible quantité,0.99 g,en quantité modérée,,-26%,-27%,-68%,-76%,+4%,-33%,-23%,"0,99",+28%,"0,396",+28%,3,-11%,C,-11%,,,E,94.1%,2.8%,0.7%,0.7%,0.4%,1.4%,7,,,,,,,
935,Burgers de boeuf,3760195571651,,,,,['France'],[],[],?,216,904 kj(216 kcal),16,"7,4","6,4","2,8",12,,,,,,,,,,,,,,,,,,,,,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,
936,Oeuf en chocolat - Sucralys,3760195981870,,['Sucralys'],,,['France'],[],[],?,516,2159 kj(516 kcal),26,12,63,62,"5,4",,"['Aliments de Pâques', 'Œufs de Pâques']",,,,26 g,en quantité élevée,12 g,en quantité élevée,62 g,en quantité élevée,0.11 g,en faible quantité,,-6%,-6%,-23%,-40%,+17%,+19%,-19%,"0,11",-46%,"0,044",-46%,26,-0%,E,-0%,,,,,,,,,,,,,,,,,
937,Sucralys,3760195985007,,['Sucralys'],,,['France'],[],[],?,380,1590 kj(380 kcal),0,0,93,75,"2,5",,,,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,
938,DOUCEUR DU TARN - Lou Passou,3760196070207,,['Lou Passou'],"['FR 48.094.048 CE', 'Massegros (Lozère, France)']",,['France'],"['NO LOT: 01 IDI de mat', "" grasse dans joroduit fini FR 48-094-oat CE 760196 070207 sel croute : caramel* *produits issus de l'agriculture biologiqi""]",[],?,381,1594 kj(381 kcal),"32,5","20,4","1,3","0,5","21,9",,,,,,,,,,,,,,,,,,,,,,"1,575",,"0,63",,,,,,['Bio'],,,,,,,,,,,,,,,,
939,Tourte au canard - Labeyrie - 500g,3760197630745,500 g,['Labeyrie'],,,['France'],"['Farine de blé', 'eau', 'margarine ', 'huiles et graisses végéales de palme et de colza', 'eau', 'sel', 'émulsifiant : mono - et ""ycéridë vas', 'correcteur ?acidlté : acide citrique', 'cc de canard ', 'origine : France', ' sel]', 'cèpes mélange de champignons ', 'bolets', 'cèpes bloc de Ee gras de anard mi-cuit sel', 'sucre', 'poivre', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium]', 'beurre', 'jaune et blanc liquide', 'armagtac mo?fié ', 'Armagnac sel', ' arôme naturel', 'mélange de baies ', 'coriandre', ' poivre vert', 'poivre noir', 'poivre blanc', 'piment', ' ** Pourcentages exprimés sur la tourte', ' Malgré toutes les précautions prises et les contrôles réalisés lors de la fabrication de cette tourte', ""la présence de petits morceaux n'est pas exclue"", ' Les informations soulignées dans la liste des ingrédients et reprises ci-dessous sont destinées aux personnes allergiques : CONTIENT : Céréales contenant du œufs et Lait PEUT CONTENIR DESTRACES DE : de Lupir']",['Non végétalien'],?,194,812 kj(194 kcal),14,"7,5",11,"0,5","5,6",,,"['E330 - Acide citrique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,,,,,,,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,
940,Huile d'olive vierge - Tassourt,3760197940530,,['Tassourt'],,,['France'],"[""HUILE D'OLIVE MERGE Ingredientes: ACEITE DE OLIVA Ingredienti: OLIO Dl OLIVA VERGLNE Zutaten: OLIVENÔL VIERGE VIRGIN OLIVE OIL Ingrediënten: OLIJFOLIE VIRGIN llhüiie dèo\\ive Tassourt est obtenue directement des o{ives et uniquement par des procédés mécaniques"", ' Origine Espagne À conserver à fabri de {umière et de ta Ohaieur']",[],?,900,3766 kj(900 kcal),100,15,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+7%,,,,0,-100%,0,-100%,6,-2%,C,-2%,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
941,Curcuma moulu - Tradco france - 160g,3760197942367,160g,['Tradco france'],,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
942,Pruneaux d'agen - Walima,3760197946471,,['Walima'],,,['France'],[],[],?,203,849 kj(203 kcal),"0,6","0,2",43,"41,7","2,2",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",,,,0.6 g,en faible quantité,0.2 g,en faible quantité,41.7 g,en quantité élevée,0 g,en faible quantité,,-16%,-16%,+67%,+75%,-19%,+15%,+18%,0,-100%,0,-100%,5,+128%,C,+128%,,,E,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,
943,Pois chiches - Walima,3760197949403,,['Walima'],,,['France'],[],[],?,83,347 kj(83 kcal),0,0,"9,1",0,"4,9",,,,,,,,,,,,,,,,,,,,,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,
944,Calissons d'Aix - Calissoun - 200g,3760198200008,200 g,['Calissoun'],,,['France'],[],[],?,463,1937 kj(463 kcal),"24,4",9,"47,6","46,9","10,4","['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]",,,,24.4 g,en quantité élevée,9 g,en quantité élevée,46.9 g,en quantité élevée,0.045 g,en faible quantité,,+4%,+4%,+36%,+420%,-23%,-6%,+36%,"0,045",+34%,"0,018",+34%,23,+60%,E,+60%,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,B,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,,,,,,
945,Seve de bouleau -,3760198250003,,,,,['France'],[],[],?,3,13 kj(3 kcal),"0,1",0,"0,5","0,1","0,1",,['Sèves de bouleau'],,,,0.1 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.01 g,en faible quantité,,-40%,-41%,+29%,-100%,-55%,-86%,+241%,"0,01",-13%,"0,004",-13%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
946,Boules d'énergie - Bio Food Touraine,3760198784034,,['Bio Food Touraine'],,,['France'],[],"['Végétalien', 'Végétarien']",?,322,1347 kj(322 kcal),"7,8","1,6","58,2","53,9","4,8",,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-01']",,,,,,,,,,,,,,,,
947,Boulgour et houmos de pois menthe,3760198784096,,,,,['France'],[],[],?,167,699 kj(167 kcal),"7,2","1,5",15,"2,5","3,8",,,,,,,,,,,,,,,,,,,,,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,
