,name,bar_code,quantity,brand,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,packaging,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,ingredients_origins,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,producer_info,manufacturing,palm_ingredients,link,brand_owner
612,Spiruline bio - juventis - 200g,3760048992213,200 g,['Juventis'],,,['France'],"['100% Spiruline ', 'Spirulina platensis', ' en poudre']",[],?,400,1674 kj(400 kcal),"3,4","2,5","26,6",0,"64,6",['Pot'],"['Compléments alimentaires', 'Spiruline']",,,1,3.4 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,1.7 g,en quantité élevée,,+59%,+58%,-7%,+95%,+158%,-100%,+31%,"1,7",+48%,"0,68",+48%,13,+166%,D,+166%,"['Bio', 'Bio européen', 'Sans gluten', 'Sans lactose']",,D,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
613,Six pains maxi hot-dog - Pain Concept Services,3760049797220,,['Pain Concept Services'],,,['France'],"['6 Pains Maxi Hot-dog PAINS huile de colza', 'sucre', 'levure', 'émulsifiant E481', 'sel', 'gluten de"" blé', 'Conservateur propionate de calcium', 'arôme ', 'contient alcool', ' Peut contenir des traces de soja', 'lait', 'œufs,']","[""Pourrait contenir de l'huile de palme""]",?,329,1377 kj(329 kcal),"8,7","1,6",54,"7,6","7,4",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Hot Dog']","['E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E282 - Propionate de calcium']",['Gluten'],4,8.7 g,en quantité modérée,1.6 g,en quantité modérée,7.6 g,en quantité modérée,1.15 g,en quantité modérée,,+9%,+9%,+30%,+25%,+8%,+4%,-15%,"1,15",-2%,"0,46",-2%,9,+54%,C,+54%,,,B,72.6%,15.0%,7.8%,4.1%,0.5%,0.0%,81,,,,,,,
614,Poire Conférence et vanille de Madagascar Bio,3760050900077,,,,,['France'],[],[],?,53,222 kj(53 kcal),0,0,"10,4","10,4","0,4",,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,
615,Burguer - BIGIN,3760050922260,,['BIGIN'],,,['France'],"['Farine de blé', 'gluten de blé', ""farine de blé malté - - sucre de canne - Huile végétale : colza - Farine d'orge"", ""farine de seigle malté - Levure - Sel - Emulsifiants : Mono - et diglycérides d'acides gras"", 'stéaroyl-2-lactylate de sodium', 'monostéarate de sorbitane - Conservateurs : propionate de calcium', 'sorbate de potassium - Agent de traitement de la farine : acide ascorbique - Arôme ', 'contient alcool', ' Fabriqué dans Un atelier qui Utilise lait,FSet arc?t i de sé', 'ame']","[""Pourrait contenir de l'huile de palme""]",?,294,1230 kj(294 kcal),"5,6","0,8",50,"7,6","9,3",,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E282 - Propionate de calcium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",['Gluten'],4,,,,,,,,,,,,,,,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,
616,Brioche - Delaire,3760051090036,,['Delaire'],,,['France'],"['Energie ', 'kJ', ' Energie ', 'kcal', ' Lipides dont acides ras saturés Glucides dont sucres Fibre alimentaires Protéines Sel']",[],?,365,1527 kj(365 kcal),"13,3","8,9","53,9","13,6",8,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches pur beurre']",,,,13.3 g,en quantité modérée,8.9 g,en quantité élevée,13.6 g,en quantité élevée,1.3 g,en quantité modérée,,+1%,+0%,-3%,+2%,+5%,-1%,-3%,"1,3",+34%,"0,52",+34%,19,+7%,E,+7%,['Pur beurre'],,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,
617,Lamelle Kebab Oriental Grill. e - France kebab - 850G,3760051583033,850G,['France kebab'],,,['France'],[],[],?,173,724 kj(173 kcal),11,"3,8","4,8","1,8","13,5",,,,,,,,,,,,,,,,,,,,,,"1,7",,"0,68",,,,,,['Halal'],,,,,,,,,,,,,,,,
618,Riz au lait bio - Les Fromages De Stephanie,3760052120015,,['Les Fromages De Stephanie'],,,['France'],"[""Lait entier* 82% - Riz rond* 12% - Sucre de canne* 5% - Vanille* - Ingrédients d'origine agrico!e issus de l'Agriculture biologique""]",['Non végétalien'],?,133,556 kj(133 kcal),6,2,19,11,"3,5",,"['Desserts', 'Puddings', 'Riz au lait']",,['Lait'],3,6 g,en quantité modérée,2 g,en quantité modérée,11 g,en quantité modérée,0.1 g,en faible quantité,,-8%,-7%,+60%,-12%,-16%,-19%,+2%,"0,1",-22%,"0,04",-22%,2,-50%,B,-50%,['Bio'],,B,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,,,,,
619,Haricots Verts Extra Fins - Karine & Jeff,3760052230011,,['Karine & Jeff'],,,['France'],[],[],?,23,96 kj(23 kcal),0,0,"2,9","1,3","1,4",,,,,,,,,,,,,,,,,,,,,,"0,39",,"0,156",,,,,,['Bio'],,,,,,,,,,,,,,,,
620,Fromage fermier au lait cru,3760052480010,,,"['FR 29.256.090 CE', 'Saint-Nic (Finistère, France)']",,['France'],[],[],?,268,1121 kj(268 kcal),"21,08",18,"0,89","0,5","18,52",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,21.1 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,-19%,-18%,-21%,+1%,-26%,-33%,-9%,"1,8",+38%,"0,72",+38%,15,+9%,D,+9%,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
621,tapenade aux olives vertes -,3760053000408,,,,,['France'],[],[],?,156,653 kj(156 kcal),"15,4","2,8","0,1","0,1","1,5",,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades']",,,,15.4 g,en quantité modérée,2.8 g,en quantité modérée,0.1 g,en faible quantité,1.8 g,en quantité élevée,,-39%,-39%,-38%,-17%,-97%,-81%,-13%,"1,8",-40%,"0,72",-40%,10,-30%,C,-30%,,,C,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,
622,Pizza 4 saisons - Pinabel,3760054741188,,['Pinabel'],,,['France'],[],[],?,214,895 kj(214 kcal),"5,8","2,6","31,5","2,2","8,9",,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,,,5.8 g,en quantité modérée,2.6 g,en quantité modérée,2.2 g,en faible quantité,1.2 g,en quantité modérée,,-7%,-7%,-31%,-34%,+17%,-25%,-14%,"1,2",-4%,"0,48",-4%,4,-49%,C,-49%,['Bio'],,,,,,,,,,,,,,,,
623,Grillons a la thaï - Inséctéo,3760055210003,,['Inséctéo'],,,['France'],[],[],?,430,1799 kj(430 kcal),7,0,"3,6",0,19,,"['Viandes', 'Insectes', 'Grillons']",,,,7 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,1.1 g,en quantité modérée,,-4%,-3%,-70%,-100%,-59%,-100%,-60%,"1,1",-44%,"0,44",-44%,4,-72%,C,-72%,,,,,,,,,,,,,,,,,
624,Confiture de Chataigne - Le Plantivore,3760055835244,,['Le Plantivore'],,,['France'],"['Slikûchàtaigncs', '55 9ò', '96', 'vanille bourbon']",[],?,264,1105 kj(264 kcal),0,0,"63,2","55,9","0,7",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,,,0 g,en faible quantité,0 g,en faible quantité,55.9 g,en quantité élevée,0 g,en faible quantité,,+5%,+5%,-100%,-100%,+5%,+12%,-36%,0,-100%,0,-100%,13,+13%,D,+13%,,,C,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,
625,Parmigiano reggiano - Casa Azzurra,3760056033076,,['Casa Azzurra'],,,['France'],[],[],?,402,1682 kj(402 kcal),30,20,0,0,32,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,,,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,+0%,+1%,+1%,+1%,-100%,,-1%,"1,6",0%,"0,64",0%,17,+2%,D,+2%,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
626,Crisp'italy - Casa Azzurra - 24g,3760056265590,24 g,['Casa Azzurra'],,,['France'],"['100% fromage ', 'lait', 'sel', 'coagulant microbien']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,572,2393 kj(572 kcal),42,29,0,0,47,['Plastique'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,['Lait'],3,42 g,en quantité élevée,29 g,en quantité élevée,0 g,en faible quantité,1.57 g,en quantité élevée,,+12%,+11%,+42%,+839%,-100%,-100%,+722%,"1,575",+18%,"0,63",+18%,23,+97%,E,+97%,"['Végétarien', 'en:gluten-free', 'Fabriqué en Italie', 'Sans lactose']",,,,,,,,,,crisp'italy,,,,,,
627,Le cacao,3760057479804,,,,,['France'],[],[],?,370,1548 kj(370 kcal),6,"3,5",59,50,13,,,,,,,,,,,,,,,,,,,,,,"0,025",,"0,01",,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,
628,Jus de pomme avec sa pulpe - Fruité Comtois - 1L,3760057710013,1 L,['Fruité Comtois'],,,['France'],['Pommes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,44,184 kj(44 kcal),0,0,11,10,"0,1",['Verre'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus', 'Boissons sans sucre ajouté']",,,1,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,,-4%,-4%,-100%,-100%,0%,-4%,-54%,0,-100%,0,-100%,4,-4%,C,-4%,['Sans conservateurs'],['France'],A,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,"['Franche-Comté', 'Bourgogne-Franche-Comté', 'France']",,,
629,Confit d'oignons - Les Saveurs de Mamie - 40g,3760058111833,40 g,['Les Saveurs de Mamie'],,,['France'],"['oignons 58%', 'sucre', ""vinaigre d'alcool"", 'vin blanc', 'caramel ', 'sucre', 'eau', ' gélifiant: pectine de fruit', 'sel de Guerande', "" Préparé avec 62g d'oignon pour 200g de přroduit fini""]",[],?,157,657 kj(157 kcal),0,0,37,35,"0,8",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",['E440 - Pectines'],,4,0 g,en faible quantité,0 g,en faible quantité,35 g,en quantité élevée,0.4 g,en quantité modérée,,-7%,-7%,-100%,-100%,+6%,+8%,-20%,"0,4",-36%,"0,16",-36%,8,+21%,C,+21%,,,,,,,,,,,,,,,,,
630,CROUSTADE DES PYRÉNÉES AUX MYRTILLES,3760058133040,,,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
631,Huile d'olive de la vallée des baux de provence,3760058730171,,,,,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive de France"", ""Huiles d'olive de la Vallée des Baux-de-Provence""]",,,,99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+3%,+3%,+2%,+4%,,,,0,,0,,6,0%,C,0%,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,
632,3 Cornuelles sablées,3760058950142,,,"['FR 87.017.003 CE', 'Blanzac (Haute-Vienne, France)']",,['France'],[],[],?,506,2117 kj(506 kcal),27,16,58,28,"6,6",,,,,,,,,,,,,,,,,,,,,,"0,27",,"0,108",,,,,,,,,,,,,,,,,,,,,,
633,Vache lait,3760059923565,,,,,['France'],[],[],?,561,2347 kj(561 kcal),35,22,54,54,"6,4",,,,,,,,,,,,,,,,,,,,,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,
634,Grenouille lait,3760059923589,,,,,['France'],[],[],?,560,2343 kj(560 kcal),35,"21,9",54,"53,3","6,4",,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
635,Moulage chocolat au lait décoré - Le Chocolatier Sablais,3760059926887,,['Le Chocolatier Sablais'],,,['France'],[],[],?,561,2347 kj(561 kcal),35,"21,9","54,2","53,4","6,4",,,,,,,,,,,,,,,,,,,,,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,
636,Friture lait,3760059931249,,,,,['France'],[],[],?,561,2347 kj(561 kcal),35,"21,9","54,2","53,4","6,4",,,,,,,,,,,,,,,,,,,,,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,
637,Friture blanc,3760059931256,,,,,['France'],[],[],?,569,2381 kj(569 kcal),"35,8","22,4","55,2","55,2","6,6",,,,,,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
638,Sardine en chocolat,3760059931539,,,,,['France'],[],[],?,561,2347 kj(561 kcal),35,"21,9","54,2","53,4","6,4",,,,,,,,,,,,,,,,,,,,,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,
639,Dinozzo lait - Le Chocolatier Sablais,3760059933342,,['Le Chocolatier Sablais'],,,['France'],"['Chocolat au LAIT 98 % et blanc ', 'sucre beurre de cacao', 'LAIT entier en poudre', 'pâte de cacao', 'sérum', 'émulsifiant: lécithine de SOJA arôme naturel de vanille', 'colorants: E100 et E133']",['Non végétalien'],?,559,2339 kj(559 kcal),"34,9","21,8",54,"53,2","6,4","['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Chocolats au lait', 'Sculptures en chocolat', 'Dinosaures en chocolat']","['E322i - Lécithine', 'E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']","['Lait', 'Soja']",4,34.9 g,en quantité élevée,21.8 g,en quantité élevée,53.2 g,en quantité élevée,0.12 g,en faible quantité,,+2%,+2%,+4%,+7%,+1%,+4%,-3%,"0,12",-29%,"0,048",-29%,26,+1%,E,+1%,['Pur beurre de cacao'],,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,
640,Moulage de chocolat  au lait décoré,3760059937760,,,,,['France'],[],[],?,596,2494 kj(596 kcal),"35,2",22,"54,5","53,7",0,,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
641,Le chocolatier sablais,3760059937784,,['Le Chocolatier Sablais'],,,['France'],"['chocolat noir 98%', 'au LAIT et blanc ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'LAIT entier en poudre', 'sérum', 'émulsifiant : lécithine de SOJA', 'arôme naturel de vanille', '\rCacao : 72% minimum ', 'chocolat noir', '36M minimum ', 'chocolat au LAIT', ' et 29,5% minimum ', 'chocolat blanc']",['Non végétalien'],?,578,2418 kj(578 kcal),"43,4","26,9","32,3","27,8","9,4",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",['E322i - Lécithine'],"['Lait', 'Soja']",4,43.4 g,en quantité élevée,26.9 g,en quantité élevée,27.8 g,en quantité élevée,0.1 g,en faible quantité,,+5%,+5%,+19%,+27%,-30%,-32%,+30%,"0,1",-28%,"0,04",-28%,23,-2%,E,-2%,,,,,,,,,,,,,,,,,
642,Assortiment de moulage en chocolat bio - Le Chocolatier Sablais,3760059937920,,['Le Chocolatier Sablais'],,,['France'],[],[],?,576,2410 kj(576 kcal),"38,1","23,2","51,5",51,"6,4",,,,,,,,,,,,,,,,,,,,,,"0,2",,"0,08",,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",,,,,,,,,,,,,,,,
643,Bourrache onagre - Pharm&Nature,3760060283573,,['Pharm&Nature'],,,['France'],"[""par capsule Huile de bourrache - Huile d'onagre"", ' Tunique gélatine', 'humectant : glycérol - vitamine E ', 'D', ' alpha-tocophérol', ' - Antioxydants : e', 'drait riche en tocophérols', ""esters d'acides gras de racide ascorbique"", 'gallate de propyle', "" CONSEIL D'UTILISATION 3 capsules par jour Poids net : 71 g GARANTI sans conservateur"", 'Pharm 33', 'avenue Philippe AUGUSTE 75011 PARIS']",[],?,0,0 kj(0 kcal),0,0,0,0,0,,,"['E422 - Glycérol', 'E307 - Alphatocophérol', 'E310 - Gallate de propyle']",,4,,,,,,,,,,,,,,,,,0,,0,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,
644,Maroilles fermier,3760060840028,,,,,['France'],[],[],?,356,1490 kj(356 kcal),30,17,"0,7","0,5",21,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Maroilles', 'Maroilles fermier']",,,,30 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,2.1 g,en quantité élevée,,+9%,+9%,+12%,-4%,+21%,+6%,-1%,"2,1",-2%,"0,84",-2%,18,+3%,D,+3%,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
645,Dessert - Les Pintxos,3760061372047,,['Les Pintxos'],,,['France'],"['Poivrons', 'Tomates concentrées', 'oignons', ""Huile d'olive"", 'Sel', 'Ail', 'Basilic', ""piment d'Espelette "", '0,48%', ' ', 'Sucre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,362,1515 kj(362 kcal),3,"0,4",12,"5,8","1,8",,,,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,
646,Savoureux Aux Cereales Tranche - Revola,3760061497078,,['Revola'],,['Biocoop Caluire'],['France'],"['Fécule de pomme de terre*', 'graines* 13% ', 'sésame', 'tournesol', 'lin', 'farine de riz* 9,8%', 'farine de sarrasin* 6,6%', 'levure de boulanger', 'sucre de canne*', 'huile de colza* ', 'huile de tournesol désodorisée*', 'épaississanÉ: gomme de xanthane et gomme de guar*', 'sel', 'émulsifiant : lécithine de * issu de CAgncutture Bioi09que f au mode de production biologque tournesol']",[],?,279,1167 kj(279 kcal),11,"1,4",37,"2,2",6,,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E322i - Lécithine']",['Graines de sésame'],4,,,,,,,,,,,,,,,,,"1,5",,"0,6",,,,,,"['Bio', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans colorants', 'Sans huile de palme', 'Sans conservateurs', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,
647,Mélange vin chaud - Terre exotique,3760063334074,,['Terre exotique'],"['EMB 37203C', 'Rochecorbon (Indre-et-Loire, France)']",,['France'],[],[],?,123,515 kj(123 kcal),0,0,"1,5",0,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
648,Fleur de sel de l'île de Ré - Terre Exotique,3760063338683,,['Terre Exotique'],,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,98 g,en quantité élevée,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,98,+78%,"39,2",+78%,,,,,,,B,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,
649,25CL Chamane Fruits Rouges,3760064840048,,,,,['France'],[],[],?,45,188 kj(45 kcal),"10,9","0,1","10,9","10,9","0,1",,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
650,Boles de picolat - Régal  Catalan - 800gr,3760065425831,800 gr,['Régal  Catalan'],"['FR 66.136.442 CE', 'Perpignan (Pyrénées-Orientales, France)']",,['France'],[],[],?,230,962 kj(230 kcal),"17,92","6,74","8,11","0,89","9,55",['Roussillon salaisons SAS'],['Plastique'],,,,17.9 g,en quantité modérée,6.74 g,en quantité élevée,0.89 g,en faible quantité,1.08 g,en quantité modérée,,,+9%,+64%,+54%,-35%,-68%,+7%,"1,08",+83%,"0,432",+83%,12,+130%,D,+130%,,,,,,,,,,,,,,['France'],,https://g.co/kgs/xpv9tq,
651,Limonade artisanale myrtille,3760065700334,,,,,['France'],[],[],?,22,92 kj(22 kcal),0,0,"5,4","5,4",0,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
652,Grillon Vendéen,3760066560159,,,,,['France'],[],[],?,172,720 kj(172 kcal),"9,3","3,9","0,1",0,22,,,,,,,,,,,,,,,,,,,,,,"1,4",,"0,56",,,,,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,
653,Rocamadour AOP fermier -,3760068580032,,,,,['France'],[],[],?,280,1172 kj(280 kcal),"22,9","17,5","0,14","0,14","18,6",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Rocamadour']",,,,22.9 g,en quantité élevée,17.5 g,en quantité élevée,0.14 g,en faible quantité,1 g,en quantité modérée,,+2%,+2%,+3%,+10%,-87%,-54%,+11%,1,-12%,"0,4",-12%,12,-2%,D,-2%,,,E,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,
654,Moutarde Au Yuzu,3760069445323,,,,,['France'],[],[],?,213,891 kj(213 kcal),"14,1",1,"11,7","5,1","9,3",,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,14.1 g,en quantité modérée,1 g,en faible quantité,5.1 g,en quantité modérée,5.5 g,en quantité élevée,,+25%,+25%,+31%,+22%,+70%,+32%,+42%,"5,5",+17%,"2,2",+17%,13,+12%,D,+12%,,,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,
655,Couscous blanc - Carret Munos,3760071500355,,['Carret Munos'],,,['France'],"['semoule de blé dur de quaìite supéneu', 'e ragricufture biologique Contient naturellement du gluten', ' Préparation ', 'pour 2 pers', '=200g', "": Faire gonfèr dans même volume d'eau sabe pendant 10 mn"", ' Egraner', '?uvrjr et cutre 3 au tncro-ondes min au couscctussier', "" OU verser même volutne d'eau ouil}ante seke et couvrir pendant 7 mir"", ' Egratner Valeurs IQUgAÉ_goduit Energte 1546KJ - 365KcaI', ' mat grasses 1 79 ', 'dt glucides 73g dt sucres 3 ', 'q s traces']",[],?,365,1527 kj(365 kcal),"1,7","0,1",73,"3,4",12,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,
656,Purée de châtaigne - Marron Châtaigne,3760072010327,,['Marron Châtaigne'],,,['France'],[],[],?,135,565 kj(135 kcal),"0,2",0,"30,7","4,5","1,7",,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
657,Crème de châtaigne bio - GAEC Marron Châtaigne - 360g,3760072010341,360 g,['GAEC Marron Châtaigne'],,,['France'],"['Châtaigne ', 'Chestnut', "" d'Ardèche AOP 52"", '45%', 'sucre']",[],?,276.1,1155 kj(276 kcal),"0,7","0,1","65,7","53,4","1,4",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,,3,0.7 g,en faible quantité,0.1 g,en faible quantité,53.4 g,en quantité élevée,0 g,en faible quantité,,+10%,+10%,-7%,-31%,+9%,+7%,+27%,0,-100%,0,-100%,9,-22%,C,-22%,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,B,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,
658,Œufs Plein Air - L'Œuf des Mauges - 15œufs (12 + 3gratuits),3760073541578,15 œufs (12 + 3 gratuits),"[""L'Œuf des Mauges"", 'EARL MERIAU']","['1FRAE01', 'FR 49.301.002 CE', 'Saint-Macaire-en-Mauges (Maine-et-Loire, France)']",['Leclerc'],['France'],['Œufs Plein Air'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,"['Boîte', 'Carton']","[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",,['Œufs'],1,,,,,,,,,,,,,,,,,,,,,,,,,"['Point Vert', 'Fabriqué en France', 'Origine France']",['France'],B,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,Œufs plein air calibre moyen,,,['France'],,"http://www.oeufdesmauges.fr/page_oeufs,meriau,frere_oeufs-Plein-Air_25.html",
659,Canistrelli noisette,3760073580027,,,,,['France'],[],[],?,495,2071 kj(495 kcal),21,"7,4","68,3",25,"7,2",,,,,,,,,,,,,,,,,,,,,,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,,
660,Beurre doux - Viltain - 250g,3760074380466,250 g,['Viltain'],"['FR 50.606.001 CE', 'Tribehou (Manche, France)']",,['France'],[],[],?,743,3109 kj(743 kcal),82,52,"0,5","0,5","0,7",,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",,,,82 g,en quantité élevée,52 g,en quantité élevée,0.5 g,en faible quantité,0 g,en faible quantité,,+2%,+2%,+1%,-6%,-33%,-26%,+2%,0,-100%,0,-100%,18,-4%,D,-4%,,,E,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,
