,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,manufacturing,link,markets,additives,allergens,palm_ingredients,traceability_code,brand_owner
337,Safran - Dorreen - 10g,6196590004246,['Dorreen'],['France'],['Safran'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,0,0,B,10 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Safran']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,70.8%,0.0%,20.1%,5.4%,3.7%,0.0%,83,,"['Carton', 'Plastique']",,1,0 g,en faible quantité,-100%,-100%,,,,,,,,,,,,,
338,Chips barbecue,6199001000943,,['France'],[],[],?,507,2121 kj(507 kcal),"24,33","11,3","64,86","1,1","4,72","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Tranches de fromages pouce vert,6199001001230,,['France'],[],[],?,1,4 kj(1 kcal),1,1,15,0,3,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Maccheroncini - Tarall’oro - 500g,61951921,['Tarall’oro'],['France'],"['ôô Puede cobiénertraia•de yRp+6duetosv para consumiBanieSi9es la boisa', ' INGREDÏENTES•€ Semou integrai de TRiGO* dŒro', 'mg Pode Conter vesiigios de OVOs* e productos de Consumir nbprazo de:n\'etr ""Pastificio Di Bari TARALL\'OROS', 'r', '1a""']",[],?,360,1506 kj(360 kcal),"1,5","0,6","71,5","1,7",13,0,0,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,
341,Pousse de haricots Mungo au citron,61990562,,['France'],[],[],?,23,96 kj(23 kcal),"0,3","0,2","2,3","2,2","1,9","0,4","0,16",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Pousses', 'Pousses en conserve', 'Pousses de légumineuses en conserve', 'Haricots mungos germés', 'Pousses de haricot mungo en conserve']",0.3 g,en faible quantité,0.2 g,en faible quantité,2.2 g,en faible quantité,,0%,-1%,+32%,+196%,-18%,+24%,+15%,48.2%,26.5%,12.1%,6.3%,3.3%,3.6%,78,,,,,0.4 g,en quantité modérée,-21%,-21%,0,-100%,B,-100%,,,,,,,,,
342,Pousse de haricots mungo (pousse de soja) - Minerve,61990609,['Minerve'],['France'],[],[],?,29,121 kj(29 kcal),"0,6",0,"3,9",0,2,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Pousses', 'Pousses en conserve', 'Pousses de légumineuses en conserve', 'Haricots mungos germés', 'Pousses de haricot mungo en conserve']",0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+26%,+25%,+163%,-100%,+39%,-100%,+21%,48.2%,26.5%,12.1%,6.3%,3.3%,3.6%,78,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,
343,Eau,6203003350255,,['France'],[],[],?,0,0 kj(0 kcal),"3,7",0,0,0,0,"0,37","0,148",,,"['Boissons', 'Eaux', 'Eaux de sources']",3.7 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,,,,,-100%,-100%,-100%,,,,,,,,,,,,0.37 g,en quantité modérée,+663%,+663%,1,+268%,A,+268%,,,,,,,,,
344,Exotic Safari Mix Jam,6204000134077,,['France'],[],[],?,241,1008 kj(241 kcal),"0,102","0,047","62,2","61,9","0,3","0,019","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Camembert de Normandie - Saint hilaire - 250g,6207041040307,['Saint hilaire'],['France'],[],[],?,284,1188 kj(284 kcal),22,16,"0,5","0,5",21,"1,7","0,68",D,250g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages de France', 'Fromages au lait cru', 'Camemberts au lait cru', 'Camemberts de Normandie']",22 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,,+2%,+2%,+3%,+10%,-3%,+49%,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Frais'],,,1.7 g,en quantité élevée,0%,0%,15,+1%,D,+1%,['AOP'],,,,,,,,
346,Wafer with milk cream - La Vita Katakit,6210210101563,['La Vita Katakit'],['France'],[],[],?,50,209 kj(50 kcal),"22,1",6,"71,1","21,6","5,1","0,282","0,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Mixed Pickles - Durra,6210241111197,['Durra'],['France'],[],[],?,30,126 kj(30 kcal),0,0,6,4,1,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Durra Cherry Jam -,6210241191175,['DURRA'],['France'],"['Cerise ', '55%', 'Sucre ', '34', '5%', ',Glucose ', '10%', 'Acidifiants: E330 ', '0', '41%', ',Conservateurs: E223 ', '0', '001%', 'E211 ', '0', '044%', ',E202', '0', '045%', 'Brix ', '65%', 'Taux de fruits ', '45%']",[],?,55,230 kj(55 kcal),"0,1","0,1",13,13,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,['Bio'],,,,"['E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,
349,Durra Fig W. nuts,6210241221179,['Durra'],['France'],"['CONFITURE DE FIGUES ALA NOIX Ingrédienb:FOes ', 'S%lSucre t0', '31%LConservateurs: E223', ' ', 'E ', ""0,049' • e "", '6S%LTaUx de']",[],?,275,1151 kj(275 kcal),0,0,65,65,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Entrepreneurs + Engagés'],,,,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",['Fruits à coque'],,,
350,Concentré de Grenadine - DURRA,6210241341990,['DURRA'],['France'],"['Durra@ Ingredienser: Koncentreat granatâppelsjuce', 'Salt 2', '5 %', ' COCTaB•', 'rpaHaTOBbtV1 cgpon', 'conb 2,5%', ' CONCENTRAT DE GRENADIN Ingrediente', ' Concentrat de grenadine', 'sare 2,5%', ' KONZENTRIEREN SIE GRENADINE Zutaten: Konzentrieren Sie Grenadine', 'salz 2', '5%', ' CONCENTRADO DE GRENADA Ingrediente:Zumo de Granada', 'sal 2', '5%', ' CONCENTRATO Dl MELAGRANO Ingredienti: Melagrano,sale 2,5%', ' Poids Net I Net Wt 270 g - 9', '5 oz']",[],?,85,356 kj(85 kcal),1,0,19,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Houmous,6210701101096,,['France'],[],[],?,50,209 kj(50 kcal),3,0,19,0,2,"0,15","0,06",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",3 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,-81%,-81%,-85%,-100%,+79%,-100%,-69%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,0.15 g,en faible quantité,-86%,-86%,-1,-120%,A,-120%,,,,,,,,,
352,Séché Mallow,6210708409010,,['France'],[],[],?,0,0 kj(0 kcal),0,0,"13,8",0,"4,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Alsultan sweet,6210751224233,,['France'],[],[],?,290,1213 kj(290 kcal),10,5,26,0,6,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Tahin - Algota,6210924160139,['Algota'],['France'],['sésame pelé 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,595,2489 kj(595 kcal),54,8,21,0,17,"11,5","4,6",D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame', 'Purées de sésame blanc']",54 g,en quantité élevée,8 g,en quantité élevée,0 g,en faible quantité,,-4%,-4%,0%,-1%,+153%,-100%,-20%,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,,,,1,11.5 g,en quantité élevée,+7999%,+7999%,24,+80%,E,+80%,,,,,,,,,
355,Tahini de Sésame - Algota - 900g,6210924160153,['Algota'],['France'],['Sésame pelé 100 %'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,595,2489 kj(595 kcal),54,8,21,0,17,"0,292","0,117",D,900 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame', 'Pâtes de sésame']",54 g,en quantité élevée,8 g,en quantité élevée,0 g,en faible quantité,,-7%,-6%,-3%,-3%,+230%,-100%,-24%,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,Pâte de sésame - tahin,['Plastique'],,1,0.292 g,en faible quantité,+143%,+143%,10,-25%,C,-25%,"['Halal', 'Point Vert']",['Syrie'],,['Alep Market'],,['Graines de sésame'],,,
356,Vinaigre de pomme,6210925207574,,['France'],[],[],?,21,88 kj(21 kcal),0,0,1,0,0,0,0,B,,"['Vinaigres', 'Vinaigres de cidre']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+40%,+47%,-100%,-100%,-33%,-100%,-100%,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,0 g,en faible quantité,-100%,-100%,,,,,,,,,,,,,
357,Wild Cucumber Pickles - AdabesQee Sweets & food - 500g,6211000111786,['AdabesQee Sweets & food'],['France'],"['Concombre sauvage', 'eau', 'sel', 'acide acétique']",[],?,6,"25,4 kj(6 kcal)",0,0,"1,54","0,769",0,"1,7","0,68",,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres']",0 g,en faible quantité,0 g,en faible quantité,0.769 g,en faible quantité,,-78%,-76%,-100%,-100%,-55%,-71%,-100%,,,,,,,,,"['Pot', 'Verre', 'Couvercle', 'Métal']",['Syrie'],3,1.7 g,en quantité élevée,-1%,-1%,2,-7%,B,-7%,"['Halal', 'Sans arômes artificiels', 'Sans OGM', '100% naturel', 'Point Vert', 'Sans additifs', 'Sans colorants artificiels', 'Sans conservateurs']",['Syrie'],,['Alep Market'],['E260 - Acide acétique'],,,,
358,Compote de chicoutées,6212690001142,,['France'],[],[],?,60,251 kj(60 kcal),1,0,15,15,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Café Viennois -,6213720073030,,['France'],[],[],?,48,201 kj(48 kcal),1,"0,9","8,5","6,8",1,"0,09","0,036",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés viennois']",,,,,,,,-2%,-18%,-33%,-1%,+2%,+41%,-48%,,,,,,,,,,,,,,-37%,-37%,,,,,,,,,,,,,
360,La potagere -  - 1litre,6214945201307,,['France'],[],[],?,?,,?,,?,,?,,,,1litre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,6217000019546,6217000019546,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Pain grillé au pain complet - Chabrior,62130301,['Chabrior'],['France'],[],[],?,391,1636 kj(391 kcal),"4,6","0,5","73,1","4,5",11,"1,42","0,568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
363,62134521,62134521,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,3D bugles,62139489,,['France'],[],[],?,535,2238 kj(535 kcal),32,"2,5",56,4,"5,5","1,98","0,792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Leader Price,62140218,['Leader Price'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,
366,Tampicol - Spiderman,62158138,['Spiderman'],['France'],[],[],?,6,25 kj(6 kcal),0,0,2,1,0,"0,1","0,04",,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,,-89%,-90%,-100%,-100%,-82%,-89%,-100%,,,,,,,,,,,,0.1 g,en faible quantité,+141%,+141%,2,-74%,C,-74%,,,,,,,,,
367,Nescafe My Cup 2in1 Coffee and Creamer In Box,6221007025009,['Nescafe'],['France'],"['Hydrogenated Vegetable Oil ', 'Palm Kernel', 'Sodium Caseinate ', 'Milk Protein', 'Acidity Regulators [E331iii', 'E340ii', 'E451i', 'E452ii]', 'Emulsifier of Plant origin ', 'E471', 'E472e', 'Anticaking Agent ', 'Silicon Dioxide', 'Salt', 'Natural Identical Dairy Flavor}', 'Instant Coffee Powder', ' Contains Milk']","[""Pourrait contenir de l'huile de palme""]",?,481,2013 kj(481 kcal),29,"26,6",52,"7,8",3,"0,39","0,156",,,['Boissons'],29 g,en quantité élevée,26.6 g,en quantité élevée,7.8 g,en quantité élevée,,+759%,+735%,+8257%,+22442%,+360%,-17%,+505%,,,,,,,,,,,4,0.39 g,en quantité modérée,+840%,+840%,27,+252%,E,+252%,['Contient du lait'],,,,"['E331iii - Citrate trisodique', 'E340ii - Phosphate dipotassique', 'E451i - TPP', 'E452ii - Polyphosphate potassique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E551 - Dioxyde de silicium']",,,,
368,Confiture fraise - 340g,6221024010019,,['France'],[],[],?,240,1004 kj(240 kcal),0,0,60,55,0,0,0,D,340 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,,+11%,+10%,-100%,-100%,+13%,+8%,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,0 g,en faible quantité,-100%,-100%,7,-20%,C,-20%,,,,,,,,,
369,Mango,6221024140105,,['France'],[],[],?,255,1067 kj(255 kcal),0,0,15,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Vitrac nectar guava,6221024140112,,['France'],[],[],?,48,201 kj(48 kcal),0,0,12,11,0,"0,01","0,004",D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de goyave']",0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,,+7%,+6%,-100%,-100%,+11%,+7%,-100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,0.01 g,en faible quantité,-19%,-19%,15,+6%,E,+6%,,,,,,,,,
371,Vitrac Nectar Fruits 1L,6221024240195,['Vitrac'],['France'],[],[],?,60,251 kj(60 kcal),0,0,15,14,0,0,0,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,,+7%,+4%,-100%,-100%,+33%,+48%,-100%,,,,,,,,,,,,0 g,en faible quantité,-100%,-100%,19,+148%,E,+148%,,,,,,,,,
372,Hero Jams Strawberry,6221024280016,['Hero'],['France'],"['Strawberry Jam S', 'oar', "" Frut pectn % t ICItrcòcd weh 1009 Total suoar content 609 '009 Produced by HERO NFI EGYPT""]",[],?,250,1046 kj(250 kcal),0,0,50,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Rasberry Jam,6221029592176,,['France'],[],[],?,256,1071 kj(256 kcal),0,0,64,"62,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Strawberry Jam,6221029600116,,['France'],[],[],?,256,1071 kj(256 kcal),0,0,64,"62,5",0,0,0,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0 g,en faible quantité,0 g,en faible quantité,62.5 g,en quantité élevée,,+18%,+17%,-100%,-100%,+21%,+23%,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,0 g,en faible quantité,-100%,-100%,8,-8%,C,-8%,,,,,,,,,
375,Feiraco,6221046022014,,['France'],[],[],?,126,527 kj(126 kcal),"7,2","4,8","4,6","2,4","3,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Viva Apple Juice,6221046022144,['Viva'],['France'],"['Eau', 'Concentré Naturel de Pommes ', '10% min', ' jus de pommes', 'Sucre ', 'sucrose', 'Acide Citrique', 'Acide Ascorbique', 'Stabilizant Naturel', 'Colorant Naturel ', 'caramel', 'Arôme Naturelle', ' Sans sans colorant artificiel', ' Validité: 12 mois de la date de production']",[],?,55,230 kj(55 kcal),0,0,15,7,0,2,"0,8",,,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité élevée,,-35%,-38%,-100%,-100%,-24%,-62%,-100%,,,,,,,,,,,4,2 g,en quantité élevée,+5248%,+5248%,21,+76%,E,+76%,"['Sans colorants', 'Sans conservateurs']",,,,"['E330 - Acide citrique', 'E150 - Caramel']",,,,
377,Vegetar - Knorr,6221048823350,['Knorr'],['France'],[],[],?,13,54 kj(13 kcal),24,0,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,AGA Natural Mango Nectar,6221055007019,,['France'],[],[],?,63,264 kj(63 kcal),0,0,"15,69","15,69",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Juice,6222014330520,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Juhayna Pure Pineapple Juice 1L,6222014335594,['Juhayna'],['France'],"[""100% Jus d'Ananas Naturel LI pasteurisé Concentré de jus d'Arganas"", 'Eau', 'Acide Ascorbique Extrait sec total min', ' 11%']",[],?,48,201 kj(48 kcal),0,0,12,0,1,0,0,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-14%,-17%,-100%,-100%,+6%,-100%,+102%,,,,,,,,,,,,0 g,en faible quantité,-100%,-100%,7,-9%,D,-9%,"['Sans colorants', 'Sans conservateurs']",,,,,,,,
381,Halawa 320G,6223000052648,,['France'],[],[],?,500,2092 kj(500 kcal),25,"3,75",55,40,15,"0,062","0,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Lait - Juhayna,6223000350089,['Juhayna'],['France'],[],[],?,32,134 kj(32 kcal),"0,5",0,9,2,6,,,D,,"['Produits laitiers', 'Laits']",0.5 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,,-52%,-51%,-76%,-100%,+50%,-63%,+69%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,,,,,,,,,
383,"Basma, Falafel Avec Pois Chiches 400g - 400g",6223000371442,,['France'],[],[],?,76,318 kj(76 kcal),"0,07","0,07","8,9",5,9,0,0,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Faragello Gold Mango Juice,6223001858904,,['France'],[],[],?,48,201 kj(48 kcal),0,0,12,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Faragello gold,6223001858935,['Faragello'],['France'],[],[],?,41,172 kj(41 kcal),0,0,10,9,0,"0,04","0,016",,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,,-27%,-29%,-100%,-100%,-12%,-5%,-100%,,,,,,,,,,,,0.04 g,en faible quantité,-4%,-4%,12,+57%,E,+57%,,,,,,,,,
386,Bashayer apple,6223003693961,,['France'],[],[],?,104,435 kj(104 kcal),0,0,26,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Teama pomegranat,6223003777326,,['France'],[],[],?,48,201 kj(48 kcal),1,0,22,20,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,
388,apple juice,6223004224447,,['France'],[],[],?,48,201 kj(48 kcal),0,0,12,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Twist ananas,6224000054588,,['France'],[],[],?,140,586 kj(140 kcal),0,0,26,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Panama,6224000282400,,['France'],[],[],?,59,247 kj(59 kcal),0,0,"14,6","14,3","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Sympateec,6224000282578,,['France'],[],[],?,59,247 kj(59 kcal),0,0,"14,6",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Dates paste,6224000643966,,['France'],[],[],?,227,950 kj(227 kcal),1,0,75,66,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Fraises - Fruits Rouges & Co. - 250g,6224000657000,['Fruits Rouges & Co.'],['France'],['FRAISES'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",148,?,148 kj(35 kcal),"0,18",0,"6,14","4,73","0,65",0,0,C,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges']",0.18 g,en faible quantité,0 g,en faible quantité,4.73 g,en faible quantité,-47%,,-46%,-57%,-100%,-53%,-55%,-30%,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,Fraises,,['Égypte'],1,0 g,en faible quantité,-100%,-100%,-5,,A,,,,http://www.fruitsrougesandco.com/,,,,,,
394,Mango Nectar - Najwan,6224007492468,['Najwan'],['France'],[],[],?,61,255 kj(61 kcal),?,"0,027",?,"15,99","0,21","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,6224240004138,6224240004138,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Kani Sard,6224545481320,['Kani Sard'],['France'],[],[],?,?,,?,,?,,?,,,,,"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales']",,,,,,,,,,,,,,,,,,,,,,,,['Irak'],,,,,,0,-100%,A,-100%,,['Iraq'],,,,,,,
397,Soupe de poissons - Capitaine Cook,62245685,"['Capitaine Cook', 'Lotte']",['France'],[],[],?,48,201 kj(48 kcal),"1,8","0,3","2,4","0,8","5,6","0,83","0,332",E,,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",1.8 g,en faible quantité,0.3 g,en faible quantité,0.8 g,en faible quantité,,0%,+1%,-5%,-33%,+32%,+23%,+8%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,0.83 g,en quantité modérée,-6%,-6%,0,-100%,B,-100%,,,,,,,,,
398,Œufs frais de poules élevées au sol - Volae,62247160,['Volae'],['France'],"['-fil/Ytr -IOS A consommer de c Recornrnandée Œufs de catégorie Ces France', ' Ils sont de ', 'code du producteur 2 î', 'FR = France', '3 letfres ', 'je 2 chiffres = NQ du bâtiment', ""définies par l'Union Européenne"", 'Cerrrc "" Centre C: FR 34 165 003', ' de ta DCR', 'gdentiffe le de onsommer dansqes la de 9 jours suivant']",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Sauce 4 fromages,62259019,,['France'],[],[],?,128,536 kj(128 kcal),"7,1","3,7",11,"1,8","4,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Sauce 4 fromages,62259019,,['France'],[],[],?,128,536 kj(128 kcal),"7,1","3,7",11,"1,8","4,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,café au lait - Tassimo,62265577,['Tassimo'],['France'],[],[],?,45,188 kj(45 kcal),"1,3","1,3","6,4","4,7","1,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Zest - saveur agrumes - Volvic,62275682,['Volvic'],['France'],[],[],?,5,21 kj(5 kcal),0,0,1,1,0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Pamplemousse rose - Tropicana - 1l,6232442877887,['Tropicana'],['France'],[],[],?,?,,?,,?,,?,,,,1 l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,
