,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,brand,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,markets,additives,nova_score,allergens,generic_name,ingredients_origins,brand_owner,manufacturing,link
1110,Big Fraich'Taboulé,0291471045267,['France'],[],[],?,103,431 kj(103 kcal),"6,16","0,74","9,44","2,19","1,6","0,62","0,248",,"['Plats préparés', 'Taboulés']",,-39%,-5%,-56%,-64%,B,,-34%,-34%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,6.16 g,en quantité modérée,0.74 g,en faible quantité,2.19 g,en faible quantité,0.62 g,en quantité modérée,-39%,+3%,-33%,3,+10%,C,+10%,,,,,,,,,,
1111,Pistou bio - 180g,3770013091001,['France'],[],[],?,516,2159 kj(516 kcal),55,0,"3,2","0,4","1,7",6,"2,4",180 g,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,
1112,Pavé de seigle,0260702008203,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Vanille de Masagascar,3483640004220,['France'],[],[],?,186,778 kj(186 kcal),"6,9","3,4",24,20,"6,9","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Sable de monbozons - 150g,3760086675062,['France'],[],[],?,503,2105 kj(503 kcal),"24,5","15,72","62,9","29,8",7,"1,32","0,528",150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Ham and cheese flatbread,280570,['France'],[],[],?,287,1201 kj(287 kcal),"14,2","6,3","25,3","21,4","14,1","1,32","0,528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Letchi Citrus,9501046001408,['France'],[],[],?,33,138 kj(33 kcal),0,0,8,8,0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Raviolis aux légumes du soleil - Comme j'aime - 300g,3700977733112,['France'],"['Raviolis précuits 36% ', 'semoule de blé dur', 'eau', 'œufs', 'chapelure de blé', 'poivrons 1,8%', 'oignons 1,4%', 'tomates 1,4%', 'huile de tournesol', 'flocons de pommes de terre ', 'pommes de terre', 'antioxydant : extrait de romarin', 'aubergines 0,7%', 'ricotta 0,5%', 'sel', 'basilic', 'fibre de son de blé', 'arôme naturel', 'ail', 'eau', 'huile de colza', 'sel', 'eau', 'poivrons rouges et verts 6,6%', 'concentré de tomate 5%', 'carottes 5%', ""huile d'olive vierge extra"", 'huile de colza', 'oignons 1,6%', 'amidon de pomme de terre', 'fibre de psyllium', 'sucre', 'ail en poudre', 'sel', 'poivre', 'origan', 'persil', 'basilic', 'paprika']",['Non végétalien'],533,127,533 kj(127 kcal),"5,6","0,6",15,2,3,"0,41","0,164",300 g,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Pates farcies aux légumes', 'Ravioli', 'Raviolis aux légumes']",-11%,-19%,+33%,-31%,-38%,B,"[""Comme j'aime""]",-57%,-57%,69.0%,12.8%,6.9%,6.1%,3.0%,2.2%,77,,"['Fabriqué en France', 'Sans conservateurs', 'Nutriscore']",5.6 g,en quantité modérée,0.6 g,en faible quantité,2 g,en faible quantité,0.41 g,en quantité modérée,-15%,-39%,-29%,-1,-151%,A,-151%,,,['E392 - Extrait de romarin'],4,"['Œufs', 'Gluten', 'Lait']",,,,,
1118,Houmous betterave - 175g,3353820060417,['France'],[],[],?,214,895 kj(214 kcal),15,"1,2",12,"2,4","6,1","0,59","0,236",175 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,-19%,-26%,+13%,-6%,B,,-43%,-43%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,"['EMB 93047I', 'Montfermeil (Seine-Saint-Denis, France)']",,15 g,en quantité modérée,1.2 g,en faible quantité,2.4 g,en faible quantité,0.59 g,en quantité modérée,-19%,-51%,+79%,2,-60%,B,-60%,,,,,,,,,,
1119,Comté fruité,0200016035755,['France'],[],[],?,?,,?,,?,,?,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,D,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['AOP'],,,,,,,,,,,,,,,,,,,,,,,,,
1120,Caramel fleur de sel,3760077185334,['France'],[],[],?,347,1452 kj(347 kcal),"15,4","9,7","55,3","55,2","1,6","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Chocolat Lait Framboise - Comptoir du Cacao,3701265000091,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Comptoir du Cacao'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Sauce nuoc mam,3193840090120,['France'],[],[],?,?,,?,,?,,?,,,,"['Epicerie', 'Sauces', 'Sauces Nuoc-mâm']",,,,,,B,,,,22.1%,34.4%,24.7%,10.9%,6.2%,1.7%,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Pastèque morceaux,0291433015284,['France'],[],[],?,35,146 kj(35 kcal),"0,13","0,02","7,33","6,7","0,62","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,futon rayé couleur asperge - monoprix,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,
1125,Saucisson sec le haute loire,2688494030765,['France'],[],[],?,393,1644 kj(393 kcal),"29,7","12,7","5,9","1,45","25,6",5,2,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,-2%,-6%,+165%,-7%,D,,+7%,+7%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,['Sans colorants'],29.7 g,en quantité élevée,12.7 g,en quantité élevée,1.45 g,en faible quantité,5 g,en quantité élevée,-3%,+3%,+6%,24,0%,E,0%,,,,,,,,,,
1126,Yaourts Paiva pessego,5601098048759,['France'],[],[],?,84,351 kj(84 kcal),"0,8","0,5","16,8",13,"2,3","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Miko calida mix,5410456140147,['France'],[],[],?,514,2151 kj(514 kcal),26,16,62,35,"5,9","0,4","0,16",,,,,,,,,['Miko'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Tommettes de savoie - Terre de l'Alpe - 230g,3760165982203,['France'],[],[],?,?,,?,,?,,?,,,230 g,,,,,,,,"[""Terre de l'Alpe""]",,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,
1129,BELTÉ bio,80015482,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,1",0,0,0,0,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
1130,Combos Cheddar Cheese Cracker GM,41419420072,['France'],[],[],?,499,2088 kj(499 kcal),10,0,64,14,"7,14","1,035","0,414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Paté vendéen au jambon - 350g,3760005220984,['France'],[],[],?,?,,?,,?,,?,,,350 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Biscuits au muesli d'épeautre,8719153021290,['France'],[],"['Végétalien', 'Végétarien']",?,474,1983 kj(474 kcal),22,"8,8",56,22,9,"0,17","0,068",,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,
1133,Garbanzos con alcachofas - biogra - 220g,8426904174142,"['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",?,130,544 kj(130 kcal),"5,1","0,7","13,1","3,9","4,7",1,"0,4",220 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale""]",,-20%,-20%,-16%,-24%,,['Biogra'],+10%,+10%,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",5.1 g,en quantité modérée,0.7 g,en faible quantité,3.9 g,en faible quantité,1 g,en quantité modérée,-18%,-30%,+60%,3,+1177%,C,+1177%,,,,,,,,,,
1134,Complexe vitalité,3563210014115,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Apple Juice,5023616414653,['France'],[],[],?,45,188 kj(45 kcal),0,0,"11,3","11,3",0,0,0,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,-2%,-100%,+4%,-100%,C,,-100%,-100%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,0 g,en faible quantité,0 g,en faible quantité,11.3 g,en quantité élevée,0 g,en faible quantité,-2%,-100%,+10%,5,+21%,C,+21%,,,,,,,,,,
1136,Sweet and sour plum sauce healthy boy brand,8850206111022,['France'],[],[],?,232,971 kj(232 kcal),"0,5","0,4","56,8","54,4",0,"1,5","0,6",,,,,,,,,['Healthy boy brand'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Jambon à l'ancienne,2252519026967,['France'],[],[],?,123,515 kj(123 kcal),"3,1","1,4","0,5","0,5",23,2,"0,8",,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,-19%,-50%,+1%,+3%,E,,+3%,+3%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,-19%,-42%,+3%,5,-49%,C,-49%,,,,,,,,,,
1138,Salade mélangée à l'emmental - Franprix - 165g,15985484,['France'],[],[],?,127,531 kj(127 kcal),"9,5","2,9","3,3","2,7","6,4","0,6","0,24",165 g,,,,,,,,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Franprix'],,,,,,,,
1139,Rôti de porc confit bio,2285106072351,['France'],[],[],?,175,732 kj(175 kcal),8,3,"0,5","0,5",25,"0,7","0,28",,"['Viandes', 'Porc', 'Rôtis de porc']",,+22%,+59%,-39%,+12%,E,,-59%,-59%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,['Bio'],8 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,0.7 g,en quantité modérée,+23%,+44%,-20%,2,-72%,B,-72%,,,,,,,,,,
1140,Jardin d'eau - Palais Des Thés,3700256715679,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Palais Des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Confitures artisanales - 250g,,['France'],[],[],?,243,1017 kj(243 kcal),0,0,40,34,0,0,0,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Produits artisanaux', 'Confitures', 'Confitures artisanales']",,+10%,-100%,-22%,-100%,D,,-100%,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,0 g,en faible quantité,0 g,en faible quantité,34 g,en quantité élevée,0 g,en faible quantité,+10%,-100%,-30%,9,-5%,C,-5%,,,,,,,,,,
1142,Coconut Patties,0722001041737,"['France', 'États-Unis']","['Sugar', 'corn syrup', 'coconut', 'invert sugar', 'cocoa powder ', 'processed with alkali', 'palm kernel and palm oil', 'non-fat dry milk', 'soy lecithin ', 'an emulsifier', 'egg albumen', 'corn starch', 'invertase', 'salt', 'vanilla', 'natural & artificial flavors', 'and sodium metabisulfite ', 'as a preservative']","['Huile de palme', 'Non végétalien']",?,395,1653 kj(395 kcal),"15,79","10,53","65,79","28,95","2,63","0,33","0,132",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,-6%,+7%,-1%,-38%,,,+124%,+124%,,,,,,,,,,15.8 g,en quantité modérée,10.5 g,en quantité élevée,28.9 g,en quantité élevée,0.33 g,en quantité modérée,-6%,+63%,-42%,19,+4%,E,+4%,,,"['E322i - Lécithine', 'E1103 - Invertase', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",4,['Soja'],,,ANASTASIA CONFECTIONS,,
1143,Confitures de haute saone - 250g,,['France'],[],[],?,243,1017 kj(243 kcal),0,0,40,34,0,0,0,250 g,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,
1144,Fruit Snacks,25675301009,['France'],[],[],?,70,293 kj(70 kcal),0,0,73,44,4,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Dattes deglet nour dénoyautées d'Algérie,3770012365004,['France'],[],"['Végétalien', 'Végétarien']",?,272,1138 kj(272 kcal),0,0,75,"63,5","2,3",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes Deglet Nour']",,-7%,-100%,+12%,+0%,C,,-100%,-100%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,63.5 g,en quantité élevée,0 g,en faible quantité,-7%,-100%,+10%,7,+65%,C,+65%,,,,,,,,,,
1146,Vin,3700361914035,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Muffin cacao noisette,5600499520109,['France'],[],[],?,304,1272 kj(304 kcal),17,"3,1",31,3,12,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Braxzz tripel,8719326190099,['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,3","3,3",0,"0,048","0,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Speculoos,3760099503628,['France'],[],[],?,444,1858 kj(444 kcal),20,"9,3",62,0,"7,6","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Bressart blanc de blanc grand cru,3507401104179,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Oreo pistache,66721008176,['France'],[],[],?,482,2017 kj(482 kcal),20,"6,89","72,4","41,3","3,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Merguez à Griller fabrication maison,0207581028144,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,LeDeli di Salmone,8054729870835,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Mures rouges et noir,3272050700125,['France'],[],[],?,334,1397 kj(334 kcal),0,0,80,69,"3,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Ourson guimauve,3272050700095,['France'],[],[],?,407,1703 kj(407 kcal),"10,5","6,5","74,5","57,9","3,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Diamants pépites de chocolat,3760268980052,['France'],[],[],?,487,2038 kj(487 kcal),29,20,52,19,"4,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Toffee assortment,00050715,['France'],[],[],?,483,2021 kj(483 kcal),"20,5","10,7","72,2","53,7","2,2","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Dragées au chocolat,3266052250108,['France'],[],[],?,480,2008 kj(480 kcal),17,11,69,63,"4,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Sucre pétillant  chocolat,3700105221160,['France'],[],[],?,483,2021 kj(483 kcal),"19,1","11,9",73,72,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Økologisk æblejuice fra koncentrat,5712872291848,['France'],[],[],?,42,176 kj(42 kcal),"0,5",0,10,"9,7","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Cocktail BAKOUA,3701052817055,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Chocolat au lait,6575592233333,['France'],[],[],?,528,2209 kj(528 kcal),"29,7","17,7","57,2","56,1","6,8","0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Gaufres pur beurre - Le Chalet des Gaufres - 500g,3267620300089,['France'],"['farine de blé ', 'France', 'sucre', 'beurre ', '25 %', 'oeufs frais ', '19 %', 'lait', 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1968,470,1968 kj(470 kcal),25,16,53,30,7,"0,8","0,32",500 g,,,,,,,,['Le Chalet des Gaufres'],,,,,,,,,,,"['Fabriqué en France', 'Sans additifs', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,"['Barquette', 'Plastique']",,,,"['Œufs', 'Gluten', 'Lait']",,,,,
1164,Pains au chocolat amandes,0209712022632,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Café bio moulu,3170583193684,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Commerce équitable', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,
1166,Ananas séché bio du Cameroun,3770012237080,['France'],[],[],?,314,1314 kj(314 kcal),0,0,74,0,"1,58",0,0,,,,,,,,,,,,,,,,,,,,"['Bio', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,
1167,Mojo Palmero,8420234001000,['France'],[],[],?,362,1515 kj(362 kcal),35,"5,5","9,6","5,5",0,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Huile d'olive,8426963934145,['France'],[],[],?,899,3761 kj(899 kcal),"99,9",15,"0,1","0,1",1,"0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Pure marple syrup,0008577000041,"['France', 'États-Unis']",['Pure maple syrup'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,350,1464 kj(350 kcal),0,0,"88,33","88,33",0,"0,02","0,008",,"['Édulcorants', 'Sirops', 'Sirops simples']",,+22%,-100%,+23%,-100%,,,-66%,-66%,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,88.3 g,en quantité élevée,0.02 g,en faible quantité,+21%,-100%,+37%,14,+8%,D,+8%,,,,3,,,,Butternut Mountain Farm,,
1170,Lama Me Kakao,5203190210050,['France'],[],[],?,68,285 kj(68 kcal),"0,3","0,2",13,13,"3,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Tartinette 150gr,3327516395343,['France'],[],[],?,468,1958 kj(468 kcal),47,18,"1,5","0,5","9,7",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Ananas Bio doux - Pressade,3254690405707,['France'],[],[],?,46,192 kj(46 kcal),0,0,11,11,"0,5",0,0,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']",,+10%,-100%,+10%,+60%,D,['Pressade'],-100%,-100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Bio'],0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,+9%,-100%,+16%,15,+40%,E,+40%,,,,,,Nectar d'ananas et de pomme à base de jus concentrés,,,,
1173,Noix de macadamia - 150g,3701178701771,['France'],[],[],?,786,3289 kj(786 kcal),"76,1","59,3","13,4","4,1","7,8",8,"3,2",150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Poulet,0212447035365,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,['Bleu Blanc Cœur'],,,,,,,,,,,,,,,,,,,,,,,,,
1175,Barre cereales energie - Apurna,3288111558505,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Apurna'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Poudre de caroube - Lavandine,3506070044267,['France'],[],[],?,354,1481 kj(354 kcal),1,1,52,1,"4,87",1,"0,4",,['Poudres de caroube'],,+19%,+52%,-8%,-7%,,['Lavandine'],+706%,+706%,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,+18%,+415%,-95%,5,+16%,C,+16%,,,,,,,,,,
1177,Granini orange - 100ml,79146944,['France'],[],[],?,1,4 kj(1 kcal),9,6,15,9,9,"0,01","0,004",100 ml,,,,,,,,['Granini'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Saucisson sec halal Al Aïd,0286787031295,['France'],[],[],?,559,2339 kj(559 kcal),51,23,0,0,26,"4,2","1,68",,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,+39%,+61%,-100%,-6%,D,,-10%,-10%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,51 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,4.2 g,en quantité élevée,+38%,+87%,-100%,26,+8%,E,+8%,,,,,,,,,,
1179,Beignets parfum chocolat-noisette - 750g,0261026019685,['France'],[],['Sans huile de palme'],?,834,3489 kj(834 kcal),12,2,16,9,1,1,"0,4",750 g,,,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,
1180,Jojo vexta,8593893730557,['France'],[],[],?,328,1372 kj(328 kcal),"0,5","0,2",76,66,"5,6","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Arôme naturel d'orange - Dr.Oetker,90417559,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Dr.Oetker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Quinoa buts ans dark chocolate,53253613,['France'],[],[],?,432,1807 kj(432 kcal),"17,9","4,6","59,4","8,4","6,3","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Cookies à la pomme,5601069400074,['France'],[],[],?,459,1920 kj(459 kcal),19,"9,2",66,34,"4,7","0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Caramels au beurre salé et au cognac - 100g,3770006142529,['France'],[],[],?,382,1598 kj(382 kcal),7,5,75,26,1,"2,1","0,84",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Bananes - Nos régions ont du talent,2860150013972,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Nos régions ont du talent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Saucisse sèche grand feu,2693987028600,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Sirop de citron spécial,3510324100418,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de citron']",,,,,,B,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Merguez,2283054065333,['France'],[],[],?,202,845 kj(202 kcal),15,15,"2,4","1,8",14,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Cuisses de poulet - La Nouvelle Agriculture,0213312032342,['France'],[],[],?,198,828 kj(198 kcal),14,"3,5",0,0,18,"0,18","0,072",,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,+4%,+13%,-100%,-2%,D,['La Nouvelle Agriculture'],-76%,-76%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,+3%,+4%,-100%,0,-100%,B,-100%,,,,,,,,,,
1190,Corkers Simply Sea Salt Handcooked Crisps,5060153360333,['France'],[],[],?,478,2000 kj(478 kcal),26,3,49,"0,6","6,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,La brochette de poulet Thym Citron,2116334004817,['France'],[],[],?,104,435 kj(104 kcal),"1,7","0,5","2,8","1,4",19,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Escalope de poulet,0277947036014,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,
1193,Noix de cajou poivrees,2600703043755,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou', 'en:peppered cashew nuts']",,,,,,E,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Bananen Nektar,4021375072375,['France'],[],[],?,54,226 kj(54 kcal),"0,1","0,1",13,"12,8","0,3","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
