,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,brand,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,markets,additives,nova_score,allergens,generic_name,ingredients_origins,brand_owner,manufacturing,link
1014,Sonatural,3344428060909,['France'],[],[],?,55,230 kj(55 kcal),"0,1","0,1",13,"12,5","0,26","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Saucisses miel thym & chèvre de alpes,2853257041658,['France'],[],[],?,183,766 kj(183 kcal),14,"5,1","2,2","1,7",12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Jambon provencal superieur,2287565045921,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,VERITABLE MERGUEZ,2654201024938,['France'],[],[],?,247,1033 kj(247 kcal),31,21,10,"1,4",13,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Chiffonade de chorizo,8422003046878,['France'],[],[],?,342,1431 kj(342 kcal),"22,9","7,8",4,"1,05",30,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Sauce pour nems et rouleaux de orintrmps,8936147330187,['France'],[],[],?,93,389 kj(93 kcal),"0,1","0,05","21,9","20,7","1,33","3,83","1,532",,"['Epicerie', 'Sauces', 'Sauces pour nems']",,-38%,-62%,-36%,+28%,,,+1%,+1%,,,,,,,,,,0.1 g,en faible quantité,0.05 g,en faible quantité,20.7 g,en quantité élevée,3.83 g,en quantité élevée,-38%,+6%,-33%,15,-10%,D,-10%,,,,,,,,,,
1020,Verdone,8011577001057,['France'],[],[],?,824,3448 kj(824 kcal),"91,6",14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Chevrette au basilic - Savor & Sens Tradition,3760194203577,['France'],[],[],?,302,1264 kj(302 kcal),29,7,5,1,5,5,2,,,,,,,,,['Savor & Sens Tradition'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Vinaigre de Mangue - Huilerie Beaujolaise,3760108451391,['France'],[],[],?,150,628 kj(150 kcal),0,0,"32,5","32,5","1,8",0,0,,,,,,,,,['Huilerie Beaujolaise'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bouteille', 'Verre']",,,,,,,,,
1023,Raisins secs sultanine,3500056704008,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Fromage,2890948021971,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Galettes pur beurre à l'ancienne,3760203430062,['France'],[],[],?,486,2033 kj(486 kcal),20,12,67,28,"8,2","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Velours de vinaigre cassis poivre de timut,3770005944162,['France'],[],[],?,110,460 kj(110 kcal),0,0,35,35,"0,49",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Bonbon K-Bicho,3760256900147,['France'],[],[],?,342,1431 kj(342 kcal),"0,5","0,1",83,78,"2,8","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Crème glacée noisette,3760236202520,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Les confites de mamie,3770008100282,['France'],[],[],?,204,854 kj(204 kcal),"0,19","0,01",55,55,"0,9",0,0,,,,,,,,,,,,,,,,,,,"['EMB 89130', 'Cravant (Yonne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
1030,La Chips de Gilles - 125g,3411661601227,['France'],[],[],?,?,,?,,?,,?,,,125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Carotte dodu,3661075186708,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Sorbet myrtille,3760236201578,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,
1033,saucisse sèche pur porc droite,2602605023552,['France'],[],[],?,430,1799 kj(430 kcal),"33,5","14,1","6,7","2,63","25,4","4,47","1,788",,,,,,,,,,,,,,,,,,,"['FR 43.262.001 CE', 'Vieille-Brioude (Haute-Loire, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Baguette Gapencaise 4+1 offerte,1001000022268,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Fizzy pencils,5060014513304,['France'],[],[],?,356,1490 kj(356 kcal),"0,8","0,5",86,70,"1,3","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Jelly Crystals Laziza,5028217002131,['France'],[],[],?,380,1590 kj(380 kcal),0,0,95,86,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Infusion Détente-Nuit Calme,3760249070260,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Goût Agrumes,3760096361016,['France'],[],[],?,44,184 kj(44 kcal),"0,8",0,"11,4","11,4","0,5","0,003","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Solaray Spirulina 100 Capsules,0076280016000,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Quality street - Nestlé,7613036049603,['France'],[],[],?,465,1946 kj(465 kcal),20,"11,1","68,1","57,5","3,3","0,23","0,092",,,,,,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Caramels au beurre salé et a la fleur de sel,3663350082835,['France'],[],[],?,398,1665 kj(398 kcal),"8,5",6,78,64,"2,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Qassim,6281103300028,['France'],[],[],?,434,1816 kj(434 kcal),"64,72",33,"1,6",0,"3,77",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Magret de canard,0219007051827,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,E,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Maynards Bassetts Mint Favourites 192G,5023274000069,"['France', 'États-Unis']","['Glucose syrup', 'sugar', 'palm oil', 'BUTTER', 'molasses', 'MILK fat', 'salt', 'dried skimmed MILK', 'flavourings', 'dried whey ', 'from MILK', 'gelatine', 'emulsifiers ', 'sunflower lecithin', 'E471', 'colour ', 'vegetable carbon']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,394,1648 kj(394 kcal),"3,3","1,8",91,84,"0,3","0,25","0,1",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,-6%,-78%,+37%,-93%,,,+70%,+70%,,,,,,,,,,3.3 g,en quantité modérée,1.8 g,en quantité modérée,84 g,en quantité élevée,0.25 g,en faible quantité,-6%,-72%,+69%,16,-12%,D,-12%,,,"['E428 - Gélatine', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E153 - Charbon végétal médicinal']",4,['Lait'],,,,,
1045,5 mini bonbons manioc,3760076520525,['France'],[],[],?,320,1339 kj(320 kcal),17,7,55,22,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Gateaux Orientaux Chocolat Au Lait- Beybaba,4260143894034,['France'],[],[],?,507,2121 kj(507 kcal),32,"16,5","49,7","19,8","5,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Tic Tac,0000803108392,['France'],['tictaccitron uert'],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Pistaches grillés a sec et salées,2600160017382,['France'],[],[],?,621,2598 kj(621 kcal),"44,8","5,5","28,7","7,7","20,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Miel de montagne d'alexandre AVENADes milliers d’abeilles,1307638363637,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Confiture Fraise Fraise Des Bois - Les Créative? - Favols,3469670511082,['France'],[],[],?,236,987 kj(236 kcal),"0,2","0,1","57,4","56,9","0,5","0,45","0,18",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,+9%,-17%,+8%,+13%,D,['Favols'],+1882%,+1882%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,0.2 g,en faible quantité,0.1 g,en faible quantité,56.9 g,en quantité élevée,0.45 g,en quantité modérée,+8%,+122%,+12%,12,+37%,D,+37%,,,,,,,,,,
1051,Lomo à l ail,2676337044284,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Filets de poulet,0203340030175,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,D,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Muffins,8032998904222,['France'],[],[],?,400,1674 kj(400 kcal),19,"3,3",52,28,"5,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Beurre salé de la Ferme du Tambourin,5425033730024,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Choco drago,8010121041877,['France'],[],[],?,410,1715 kj(410 kcal),"9,7","6,5","72,9","34,9","5,3","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Grenade Granatapfel,7610163101013,['France'],[],[],?,69,289 kj(69 kcal),"0,1","0,1","16,88",16,"0,31","0,002","0,001",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Jus et nectars']",,+50%,-42%,+61%,-19%,,,-89%,-89%,,,,,,,,,,0.1 g,en faible quantité,0.1 g,en faible quantité,16 g,en quantité élevée,0.0015 g,en faible quantité,+51%,+252%,+65%,20,+263%,E,+263%,,,,,,,,,,
1057,12 beignets fourrés à la framboise - 900g,0201868023945,['France'],[],['Sans huile de palme'],?,?,,?,,?,,?,,,900 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignet fourré aux fruits', 'Beignets sucrés', 'Beignets fourrés à la framboise']",,,,,,,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,
1058,Amaranto - 150g,8051566312313,['France'],[],[],?,371,1552 kj(371 kcal),7,"1,5","65,7","1,7","13,6","0,01","0,004",150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Anti C-TEA,0815270020241,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Aprikosen-Konfitüre extra,4018905502174,['France'],[],[],?,253,1059 kj(253 kcal),"0,1","0,1","61,1",56,"0,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Filled pastries,8710998412540,['France'],[],[],?,506,2117 kj(506 kcal),29,12,55,29,"5,4","0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Chai imperial green Masala - Palais des Thés,2700774000821,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Joker le Bio,85815063,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",,,,,,C,['Joker'],,,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,"['Bio', 'Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,
1064,Brioche maison,0201590017915,['France'],[],[],?,406,1699 kj(406 kcal),22,13,42,9,"8,9",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Mellanrost (café suédois) - Coop,7300156503787,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,['Coop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Café expresso papouasie nouvelle guinee,3664335002497,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,folie aux chocolats - 2x 100ml,8722700049012,['France'],[],[],?,250,1046 kj(250 kcal),10,0,36,0,0,0,0,2 x 100 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Summer shape,4260369591502,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Blackcurrant tea,5701182012519,['France'],[],[],?,11,46 kj(11 kcal),0,0,"2,8","0,1",0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Chicken burger,0204255022309,['France'],[],[],?,258,1079 kj(258 kcal),15,"2,2",29,"3,1","7,4","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Propoline Gélules 250 MG - 30 Gélules - Aagaard,4011246987051,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Crème de tomate,8712566154241,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Chateaubriand - Charal - 316g,0249890086002,['France'],[],[],?,?,,?,,?,,?,,,316 g,,,,,,,,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Paint au chocolat,0202007045859,['France'],[],[],?,424,1774 kj(424 kcal),24,16,42,14,"8,5","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,5 saucisses nature de volaille bio,2444012031030,['France'],[],[],?,136,569 kj(136 kcal),"6,2","1,7","0,7","0,7",19,"1,8","0,72",,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,-24%,-47%,-44%,+15%,E,,+1%,+1%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",6.2 g,en quantité modérée,1.7 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en quantité élevée,-25%,-53%,+34%,4,-59%,C,-59%,,,,,,,,,,
1076,Moutarde de Dijon - 5kg,3439495102796,['France'],[],[],?,147,615 kj(147 kcal),"11,2","0,8","3,2","2,7","7,2","6,3","2,52",5 kg,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,-8%,-3%,-12%,+0%,B,,+6%,+6%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['EMB 21200', ""Couchey (Côte-d'Or, France)""]",['Fabriqué en France'],11.2 g,en quantité modérée,0.8 g,en faible quantité,2.7 g,en faible quantité,6.3 g,en quantité élevée,-8%,+5%,+20%,11,+2%,D,+2%,,,,,,,,,,
1077,Crème fraîche entière épaisse,2593267639581,['France'],[],[],?,290,1213 kj(290 kcal),30,22,"2,8","2,8","2,3","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Tisane verveine menthe - Gilbert,3439495206333,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,,,,B,['Gilbert'],,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Huile de Colza,3700306922033,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,,,,,C,,,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Tentacules d'encornets geant,5604997105202,['France'],[],[],?,47,197 kj(47 kcal),"0,9","0,2",0,0,"9,8","2,4","0,96",,['Encornet géant'],,,,,,,,,,,,,,,,,,,0.9 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,2.4 g,en quantité élevée,,,,5,,C,,,,,,,,,,,
1081,Chocolat noir especial 72% - Frey,7616500904934,['France'],[],[],?,529,2213 kj(529 kcal),31,19,54,51,5,"0,01","0,004",,,,,,,,,['Frey'],,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,
1082,Pilon de poulet far west x 6 - Carrefour,2280395029321,['France'],[],[],?,190,795 kj(190 kcal),17,"3,5",0,0,14,"0,77","0,308",,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",,+7%,+82%,-100%,-28%,D,['Carrefour'],-15%,-15%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,"['FR 74.225.052 CE', 'Rumilly (Haute-Savoie, France)']",,17 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.77 g,en quantité modérée,+6%,+35%,-100%,3,-11%,C,-11%,,['Carrefour'],,,,,,,,
1083,12 mini-beignet assortis fourrés au 3 chocolats - 300g,0260180025587,['France'],[],[],?,428,1791 kj(428 kcal),24,9,44,18,"6,8","0,76","0,304",300 g,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,
1084,P' tit  Basque,0201028099315,['France'],[],[],?,413,1728 kj(413 kcal),36,26,0,0,22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Cordon bleu de volaille,2691605031551,['France'],[],[],?,261,1092 kj(261 kcal),17,"4,5",14,"1,6",12,"1,29","0,516",,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus', 'Cordons bleus de volaille']",,+2%,+4%,-1%,-1%,D,,-1%,-1%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,17 g,en quantité modérée,4.5 g,en quantité modérée,1.6 g,en faible quantité,1.29 g,en quantité modérée,+2%,+5%,+7%,12,+5%,D,+5%,,,,,,,,,,
1086,Deli Range ZESTY MAYO,5060254170008,"['Belgique', 'France']",[],[],?,513,2146 kj(513 kcal),"51,3","3,9","11,3","10,3","0,8","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Bière du Canigou ambrée,3770000897173,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Suisse long aux pépites chocolat,0206256011818,['France'],[],[],?,323,1351 kj(323 kcal),15,"9,8",41,15,5,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Croissant pur beurre,2644825013128,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Salami fumé tranches,2286110013385,['France'],[],[],?,443,1854 kj(443 kcal),42,17,"0,6","0,6",17,"3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Kellogg's Coco Chex,8801083413006,['France'],[],[],?,406,1699 kj(406 kcal),"3,5",1,85,35,6,0,0,,,,,,,,,"[""Kellogg's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Pâté de campagne au pineau des charentes - Les Plats du Gîte,3760066001171,['France'],[],[],?,251,1050 kj(251 kcal),21,"8,2","3,7","0,6",12,"1,8","0,72",,,,,,,,,['Les Plats du Gîte'],,,,,,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,
1093,Jambon serrano,0211467022171,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,,,,,E,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Roger Le Toast Tomates séchées,3273670003313,['France'],[],[],?,423,1770 kj(423 kcal),"9,2","1,3","72,9","6,3","10,9","1,85","0,74",,,,,,,,,['Roger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Celeri remoulade,0200773012143,['France'],[],[],?,?,,?,,?,,?,,,,"['Plats préparés', 'Frais', 'Plats préparés frais', 'Légumes préparés', 'Céleris Rémoulade']",,,,,,B,,,,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Ribs minute barbecue,2445847049207,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Frais de chèvre bio,2368607612018,['France'],[],[],?,212,887 kj(212 kcal),"16,9","11,7","2,03","2,03","13,1","0,77","0,308",,,,,,,,,,,,,,,,,,,"['FR 07.095.001 CE', 'Gilhoc-sur-Ormèze (Ardèche, France)']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,
1098,Poulet madras curry et riz,5413110525380,['France'],[],[],?,170,711 kj(170 kcal),"7,4","2,4",21,1,"6,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,"L'authentique, Jus De Citrons, 2 x 15cl, 30cl",76106491,['France'],[],[],?,31,130 kj(31 kcal),"0,5",0,"7,2","2,4","0,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Salade Parisienne - Mix Buffet - 280g,3700009269756,['France'],[],[],?,166,695 kj(166 kcal),"8,2","1,8",15,2,7,"0,44","0,176",280 g,,,,,,,,['Mix Buffet'],,,,,,,,,,,['AOP'],,,,,,,,,,,,,,,,,,,,,,,,,
1101,Magret de canard gras,3760016160675,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,E,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Biere brune,3760257220138,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Mortadelle en chiffonade,2286117018437,['France'],[],[],?,327,1368 kj(327 kcal),29,11,"3,3","2,2",14,"2,2","0,88",,,,,,,,,,,,,,,,,,,"['FR 84.007.006 CE', 'Avignon (Vaucluse, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Chio German Sheperd,3182550821490,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Stroopwafels Jumbo Verpakt Single Pack - 36x 39g,8710615077213,['France'],[],[],?,452,1891 kj(452 kcal),21,12,62,35,3,"0,58","0,232",36 x 39 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées au caramel']",,-2%,+4%,-4%,-19%,C,,-2%,-2%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,,21 g,en quantité élevée,12 g,en quantité élevée,35 g,en quantité élevée,0.58 g,en quantité modérée,-2%,+6%,-3%,24,-0%,E,-0%,,,,,,,,,,
1106,Saucisse fraiche en brasse toulouse,3476306130586,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Glace Ruhm Raisin - U,3256222649290,['France'],[],[],?,99,414 kj(99 kcal),"4,9",3,"11,4","9,5","1,5","0,05","0,02",,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces rhum-raisin']",,-42%,-29%,-52%,-40%,B,['U'],-55%,-55%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,4.9 g,en quantité modérée,3 g,en quantité modérée,9.5 g,en quantité modérée,0.05 g,en faible quantité,-42%,-34%,-54%,5,-47%,C,-47%,,,,,,,,,,
1108,Duo ananas et carotte au surimi,2253021016798,['France'],[],[],?,180,753 kj(180 kcal),15,"1,1","6,8","2,8","3,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,condiment pour pates avec sardines,8007613040111,['France'],[],[],?,82,343 kj(82 kcal),"5,76","2,2","4,8","4,2","4,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
