,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,eco_score,labels,traceability_code,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,nutriment_salt_tr,nutriment_sodium_tr,quantity,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,manufacturing,link,allergens,nova_score,markets,generic_name,packaging,additives,brand_owner,palm_ingredients
1944,Pain au chocolat ×10 - E.Leclerc,2005300071116,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['France'],"['farine de BLE', 'GLUTEN de BLE farine de BLE malte', 'eau', 'beurre', 'sucre', 'sel', 'Levures', 'émulsifiants ', 'E491', 'E472e', 'antiagglomérant ', 'E170i', 'E535', 'agent de traitement de La farine ', 'E300', 'Chocolat : pate de cacao', 'beurre de cacao', 'emuLsifiant: Lecithine de SOJA,vanilline', 'peut contenir du LAIT', 'cacao minimum 44%', "" Dorure : Jaune d'OEUFS""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",27.7 g,en quantité élevée,12.1 g,en quantité élevée,0.6 g,en faible quantité,?,,448,+13%,1874 kj(448 kcal),+13%,"27,7",+26%,"12,1",-9%,"21,6",-49%,"0,6",-95%,"17,6",+145%,D,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,['E.Leclerc'],"0,5","0,2",,0.5 g,en quantité modérée,-45%,-45%,17,-14%,D,-14%,,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",4,,,,"['E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E170i - Carbonate de calcium', 'E535 - Ferrocyanure de sodium', 'E300 - Acide ascorbique', 'E322i - Lécithine']",,
1945,Café Lyophilisé - Bellarom - 100g e,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons sans alcool']","['France', 'Allemagne', 'Hongrie']","['100 % café soluble', 'lyophilisé']",[],,,,,,,?,,2,-95%,8 kj(2 kcal),-95%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,['Point Vert'],,,,,,,,,['Bellarom'],0,0,100 g e,,,-100%,-100%,,,,,,,,,,['Lidl'],Café soluble lyophilisé,"['Verre', 'Bocal', 'Flacon']",,,
1946,Perlenbacher premium pils - 50cl,,"['Boissons', 'Boissons alcoolisées', 'Bières']",['France'],"['Eau', ""Malt d'orge"", 'Extrait de houblon']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,B,,['244B15'],6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Perlenbacher', 'Lidl Stiftung & Co KG']",,,50 cl,,,,,,,,,"['Allemagne', 'D-74167', 'Neckarsulm']",,,['Gluten'],3,['Lidl'],BIère,['Pack de 6 bouteilles'],,,
1947,Filet de colin d Alaska à la Bordelaise - Océan Sea - 400gr,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Colins', 'Filets de colin']",['France'],"['75%filet de colin d Alaska,eau,farine de blé,huile de tournesol,matières grasses végétales ', 'huile de palme,coco', 'oignons,herbes aromatiques,jus de tomates,sel,amidon modifié de mais cireux,arôme naturel dont poisson gluten,dextrose,épices,acidifiant :acide citrique,acide tartrique']","['Huile de palme', 'Non végétalien', 'Non végétarien']",6.1 g,en quantité modérée,2.2 g,en quantité modérée,0.8 g,en faible quantité,?,,123,-4%,515 kj(123 kcal),-3%,"6,1",+44%,"2,2",+299%,"3,8",-45%,"0,8",+25%,"12,8",-10%,,,,,,,,,,,['Océan Sea'],"0,9","0,36",400 gr,0.9 g,en quantité modérée,+65%,+65%,1,,B,,,,,['Gluten'],4,"['Ldl', 'Lidl']",,,"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E334 - Acide L-tartrique']",,['Huile de palme']
1948,"The earl grey - Lord Nelson - 43,75g",,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs', 'Thés aromatisés', 'Thés noirs aromatisés', 'Thés à la bergamote', 'Thés noirs aromatisés à la bergamote', 'Boissons sans sucre ajouté']",['France'],"['Thé noir ', 'origine Asie', 'arôme naturel de bergamote et de citron avec autres arômes naturels']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,B,"['en:FSC', 'Fabriqué en Allemagne']",,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Lord Nelson'],,,"43,75 g",,,,,,,,,['Asie'],['Allemagne'],,,4,['Lidl'],Thé noir aromatisé,"['Carton', 'Sachet', 'Plastique']",,,
1949,Pfiff erdnüsse - 200g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Cacahuètes', 'Cacahuètes grillées']","['Autriche', 'France', 'Allemagne']","['Erdnusskerne', 'Sonnenblumenöl', 'Speisesalz']","['Sans huile de palme', 'Végétalien', 'Végétarien']",50.5 g,en quantité élevée,7.5 g,en quantité élevée,5 g,en quantité modérée,?,,611,+0%,2556 kj(611 kcal),+1%,"50,5",+3%,"7,5",+5%,"9,7",-20%,5,-5%,"26,3",+2%,D,"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2017 de la Société Allemande d'Agriculture""]",,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,['Pfiff'],"0,8","0,32",200 g,0.8 g,en quantité modérée,-19%,-19%,3,-50%,C,-50%,,,,['Arachides'],3,['Norma'],"Erdnusskerne, geröstet und gesalzen","['Dose', 'Blech', '40 FE']",,,
1950,Gelantine - Liberté,,"['Boissons', 'Boissons alcoolisées']","['France', 'Allemagne', 'Espagne']",[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['Liberté'],,,,,,,,,,,,,,,,,,,,,,
1951,Gaufrettes Fourrées Noisette Enrobées de Chocolat Fin - Sondey - 400g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gâteaux', 'Gaufrettes', 'Gâteaux au chocolat', 'Gaufrettes fourrées']",['France'],"['Sucre', 'farine de blé', 'graisses végétales ', 'coco', 'palme', 'pâte de cacao', 'cacao maigre en poudre', 'beurre de cacao', '3% noisettes', 'beurre concentré ', 'lait', 'poudre de lactosérum ', 'lait', 'émulsifiant : lécithines ', 'soja', ' ', ' sel', 'poudre à lever : carbonates de sodium ', ' arôme']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",28.1 g,en quantité élevée,19.7 g,en quantité élevée,44.5 g,en quantité élevée,?,,519,+4%,2171 kj(519 kcal),+4%,"28,1",+14%,"19,7",+32%,"59,2",-5%,"44,5",+26%,"4,8",-8%,D,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,"['Sondey', 'Lidl']","0,1","0,04",400 g,0.1 g,en faible quantité,-69%,-69%,25,+13%,E,+13%,,['Autriche'],,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,['Lidl'],Gaufrettes croustillantes fourrées de 56% de préparation onctueuse aux noisettes enrobées de 30% de chocolat.,"['Sachet', 'Plastique']","['E322 - Lécithines', 'E500 - Carbonates de sodium']",,
1952,Eucalyptus-Menthol Bonbons - Nord Fresh - 250g,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']","['France', 'Espagne']","['Sucre', 'sirop de glucose', ""0,13% huile d'eucalyptus"", '0,10% menthol', 'colorants: complexes cuivre-chlorophylles et cuivre-chlorophyllines', ' extrait de curcuma']",[],0 g,en faible quantité,0 g,en faible quantité,68.5 g,en quantité élevée,?,,390,+10%,1632 kj(390 kcal),+9%,0,-100%,0,-100%,"96,5",+16%,"68,5",+18%,0,-100%,D,"['Point Vert', 'Fabriqué en Allemagne']",,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Nord Fresh'],0,0,250 g,0 g,en faible quantité,-100%,-100%,14,-3%,D,-3%,,['Alemania'],,,4,['Lidl'],,"['Envoltorio de plástico', 'Bolsa de plástico', 'Point vert', 'Ecoponto azul', 'PP 5']","['E141i - Complexes cuivriques de chlorophylles', 'E141ii - Sels de sodium et de potassium de complexes cupriques de chlorophyllines', 'E100 - Curcumine']",,
1953,LES 3 AGRUMES - Le Jardin de Lydie,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes""]",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,69 g,en quantité élevée,?,,300,+32%,1255 kj(300 kcal),+33%,"0,5",+105%,"0,1",+123%,72,+31%,69,+32%,"0,7",+55%,C,"['Bio', 'Bio européen', 'FR-BIO-09']",,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Le Jardin de Lydie'],"0,02","0,008",,0.02 g,en faible quantité,-0%,-0%,8,-20%,C,-20%,,,,,,,,,,,
1954,Pain de mie nature - Maître Jean Pierre - 500g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",['France'],"['Farine de blé 62 %', 'eau', 'beurre ', 'lait', ' concentré ', '2,7 %', 'sucre', 'levure', 'sel', 'farine de soja', ""correcteur d'acidité : acétates de sodium "", ' conservateur : acide sorbique']","['Sans huile de palme', 'Non végétalien']",3.8 g,en quantité modérée,2.3 g,en quantité modérée,4 g,en faible quantité,1118,-1%,?,,1118 kj(267 kcal),-0%,"3,8",-15%,"2,3",+255%,48,+5%,4,-23%,"8,2",-2%,B,,,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,['Maître Jean Pierre'],"1,25","0,5",500 g,1.25 g,en quantité modérée,+10%,+10%,3,+107%,C,+107%,,,,"['Gluten', 'Lait', 'Soja']",3,['Lidl'],Pain de mie nature,['Plastique'],"['E262 - Acétates de sodium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,
1955,Confiture rhubarbe fraise - Lydie bio - 250g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de rhubarbe', 'Confitures de fraises', 'en:vegetable-jams']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,55 g,en quantité élevée,?,,234,+6%,979 kj(234 kcal),+6%,"0,5",+140%,"0,1",+166%,56,+3%,55,+4%,"0,7",+50%,C,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-09', 'AB Agriculture Biologique']",,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Lydie bio'],"0,01","0,004",250g,0.01 g,en faible quantité,-50%,-50%,7,-17%,C,-17%,,,,,,,,,,,
1956,Perle de lait,,,['France'],[],[],,,,,,,?,,115,,481 kj(115 kcal),,"9,3",,"6,2",,"3,7",,"2,8",,"3,2",,,,,,,,,,,,,"0,13","0,052",,,,,,,,,,,,,,,,,,,,
1957,Purée de tomates double concentrée - Freshona - 200g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates', 'Concentrés de tomates']",['France'],"['99,5 % tomates', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.4 g,en faible quantité,0.1 g,en faible quantité,13.5 g,en quantité élevée,411,+6%,?,,411 kj(98 kcal),+6%,"0,4",-37%,"< 0,1",-18%,"15,2",-1%,"13,5",-3%,"4,6",+2%,A,,,23.6%,38.4%,18.3%,11.0%,8.7%,0.0%,96,['Freshona'],"0,48","0,192",200 g,0.48 g,en quantité modérée,-41%,-41%,-2,,A,,,['Italie'],,,3,['LIDL'],,"['Tube', 'Aluminium']",,,
1958,Chair à Saucisse - L'Étal du Boucher - 500g,,"['Viandes', 'Plats préparés', 'Charcuteries', 'Produits à la viande', 'Saucisses', 'Viandes fraîches', 'Plats préparés à la viande', 'Préparations de viande', 'Préparations de viande fraîches', 'Préparations de viande hachée', 'Plats au porc', 'Préparations de viande hachées fraîches', 'Chair à saucisse', 'en:raw-sausage-meat-with-pure-pork']",['France'],"['90 % viande de porc ', 'origine France', 'eau', 'sel', 'sirop de glucose', ""correcteurs d'acidité: acétates de sodium"", 'lactate de sodium', ' épices', 'plantes aromatiques', 'saccharose', 'antioxydants: ascorbate de sodium', 'acide ascorbique', ' arômes naturels', 'colorant: carmins']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,D,"['Viande Française', 'Viande Porcine Française']",,77.3%,16.5%,4.1%,1.3%,0.7%,0.2%,25,"[""L'Étal du Boucher"", 'Lidl']",,,500 g,,,,,,,,,['France'],['France'],,,4,['Lidl'],,"['Frais', 'Plastique']","['E262 - Acétates de sodium', 'E325 - Lactate de sodium', 'E301 - Ascorbate de sodium', 'E300 - Acide ascorbique', 'E120 - Acide carminique']",,
1959,Crevettes boite - Nixe - 1boîte,,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Crevettes en conserve']",['France'],"['Crevettes ', 'crustacés', 'eau', 'sel', 'sucre', 'acidifiant acide citrique ', ' exhausteur de goût : glutamate monosodique', 'antioxydant : disulfite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1.1 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,?,,103,-3%,431 kj(103 kcal),-2%,"1,1",-50%,"0,2",-56%,"0,5",-54%,"0,5",+43%,"23,3",+28%,D,,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,"['Nixe', 'Lidl']","1,73","0,692",1 boîte,1.73 g,en quantité élevée,+18%,+18%,3,+20%,C,+20%,,,,['Crustacés'],4,['Lidl'],,"['Aluminium', 'Boîte', 'Conserve']","['E330 - Acide citrique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,
1960,Potato wesges - Landfein,,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",['France'],"['làgrédients : Lait entier', 'chÔcobt en poudre ', '12%', ' ', 'sucre', 'cacao', 'chocolat au Ut ', '8%', ' ', 'sucre', 'poudre de lait', 'beurre de cacao', 'pâte de cacao', 'lactosérum en poudre', 'émulsifiant : lécithine de tournesoF rôme', 'sucre', 'gélatine', 'lactose et protéine de ut', 'crème', 'cacao', 'émulsifiant : E4#b', 'gélifiants : E401', 'E407', ' Traces éventuelles de fruits à coque', ' Fabriqué pour Norma Sarl BP 61 F - 67020 Strasbourg Cedex par LNUF MDD — 35230 Bourgbarré,']","['Non végétalien', 'Non végétarien']",5 g,en quantité modérée,0.4 g,en faible quantité,0.5 g,en faible quantité,?,,153,-44%,640 kj(153 kcal),-43%,5,-70%,"0,4",-96%,"23,4",+6%,"0,5",-97%,"2,5",-58%,D,,,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,['Landfein'],"0,92","0,368",,0.92 g,en quantité modérée,+320%,+320%,4,-70%,C,-70%,,,,['Lait'],4,,,,"['E322i - Lécithine', 'E428 - Gélatine', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,
1961,Dulcano Truthahnfleisch - 300g,20010676,,"['France', 'Allemagne']",[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,,,,,"['Konserve', 'flasche']",,,
1962,Cevelatwurst - Gebirgsjager - 200g,20012571,,"['France', 'Allemagne']",[],[],,,,,,,?,,305,,1276 kj(305 kcal),,25,,"10,8",,1,,"0,9",,19,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,['Gebirgsjager'],"3,5","1,4",200 g,,,,,,,,,,,,,,,,,,,
1963,Salchichas cocidas - Dulano - 540g,20012939,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Saucisses', 'Porc', 'Saucisses allemandes', 'Saucisses fumées']","['France', 'Espagne']",[],[],25 g,en quantité élevée,10.4 g,en quantité élevée,0.2 g,en faible quantité,1155,-3%,274,-4%,1155 kj(274 kcal),-5%,25,+2%,"10,4",+10%,1,-18%,"0,2",-72%,"12,4",-20%,,"['en:gluten-free', 'Sans lactose']",['DE NI-20137 EG'],,,,,,,,['Dulano'],"2,25","0,9",540 g,2.25 g,en quantité élevée,+6%,+6%,22,+11%,E,+11%,,['Alemania'],,,,,,['Plastic'],,,
1964,Epices à speculoos - Dille & Kamille - 60g,20013356,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Snacks', 'Condiments', 'Snacks sucrés', 'Biscuits et gâteaux', 'Epices', 'Biscuits', 'Spéculoos']",['France'],"['cannelle', 'noix de muscade', 'clou de girofle', 'piment', 'gingembre', 'coriandre', 'macis', 'cardamome']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,D,,,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,['Dille & Kamille'],,,60 g,,,,,,,,,,,,,3,,,"['Sachet', 'Plastique']",,,
1965,Green Tea,20015367,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips à l'ancienne""]",['France'],[],[],37 g,en quantité élevée,3.6 g,en quantité modérée,0.4 g,en faible quantité,?,,560,+0%,2343 kj(560 kcal),+1%,37,0%,"3,6",+9%,49,-0%,"0,4",-43%,"5,3",-6%,B,,,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,"1,2","0,48",,1.2 g,en quantité modérée,-9%,-9%,14,+21%,D,+21%,,,,,,,,,,,
1966,Scottish Rough Oatcakes,20015527,,['France'],[],[],,,,,,,?,,448,,1874 kj(448 kcal),,"18,2",,"4,3",,"55,8",,"0,7",,11,,,,,,,,,,,,,"1,27","0,508",,,,,,,,,,,,,,,,,,,,
1967,Amandes grillées et salées  - Alesto - 150g,20016050,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes salées', 'Amandes grillées']",['France'],"['Amandes', 'huiles végétales ', 'palme', 'tournesol', 'sel de cuisine']","['Huile de palme', 'Végétalien', 'Végétarien']",55.8 g,en quantité élevée,5.8 g,en quantité élevée,4.7 g,en faible quantité,?,,639,+1%,2674 kj(639 kcal),+2%,"55,8",+5%,"5,8",+35%,6,-45%,"4,7",+10%,24,+7%,E,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,['Alesto'],1,"0,4",150 g,1 g,en quantité modérée,-11%,-11%,7,+66%,C,+66%,,,,['Fruits à coque'],3,['Lidl'],,['Boite'],,,['Huile de palme']
1968,"Lait demi-écrémé (1,5% M.G) - Milbona - 1l",20018171,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT', 'Laits U.H.T']",['France'],"['Lait demi-écrémé stérilisé U', 'H', 'T']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,193,-2%,?,,193 kj(46 kcal),-2%,"1,5",-11%,1,-3%,"4,8",0%,"4,8",+0%,"3,2",-1%,C,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Milbona'],"0,127","0,051",1 l,0.127 g,en faible quantité,+14%,+14%,0,-100%,B,-100%,,,,['Lait'],1,['LIDL'],Lait demi-écrémé stérilisé U.H.T,"['Carton', 'Brique']",,,
1969,Ginger Nuts - Lidl - 300g,20018924,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['France', 'Royaume-Uni']","['wheat flour ', 'wheat flour', 'calcium carbonate', 'iron', 'niacin', 'thiamin', ' sugar', 'palm oil', 'glucose-fructose syrup', 'semolina ', 'contains wheat', 'raising agents: sodium carbonates', 'diphosphates', 'ground ginger', 'molasses', 'salt', 'lemon oil,']",['Huile de palme'],14.4 g,en quantité modérée,6.6 g,en quantité élevée,31.1 g,en quantité élevée,?,,454,-4%,1900 kj(454 kcal),-5%,"14,4",-31%,"6,6",-35%,75,+17%,"31,1",+5%,"5,2",-20%,D,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"['Lidl', 'Tower Gate']","0,9","0,36",300 g,0.9 g,en quantité modérée,+53%,+53%,19,-4%,E,-4%,,,,['Gluten'],4,['Lidl'],,['Plastic'],"['E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,
1970,Sweet mint,20019372,,['France'],[],[],,,,,,,?,,151,,632 kj(151 kcal),,"6,3",,"4,2",,"21,1",,"19,6",,"2,3",,,,,,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
1971,Arroz carolino - Golden Sun - 1kg,20019983,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",['France'],['ABRIRAQUI ABERTURA E FECHo FÂCIL Caroujno'],[],0.8 g,en faible quantité,0.2 g,en faible quantité,1 g,en faible quantité,1459,-0%,344,+2%,1459 kj(344 kcal),+3%,"0,8",-33%,"0,2",-26%,"76,6",+6%,1,+188%,7,-3%,C,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Golden Sun'],"0,01","0,004",1 kg,0.01 g,en faible quantité,-66%,-66%,-1,,A,,,,,,,['Lidl'],,"['Plastique', 'Sachet']",,,
1972,Sirop de grenadine - Plein sud - 1l,20020378,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de grenadine', 'Boissons avec sucre ajouté']",['France'],"['sirop de glucose-fructose', 'eau', 'sirop de sucre', 'jus concentrés de fruits rouges et de citron', 'arômes', 'acidifiant : acide citrique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,?,,305,+29%,1276 kj(305 kcal),+18%,"0,3",+170%,0,-100%,75,+24%,75,+28%,0,-100%,A,['Sans colorants'],,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,['Plein sud'],"0,3","0,12",1 l,,,+1135%,+1135%,,,,,,,,,4,,,"['Bouteille', 'Verre']",['E330 - Acide citrique'],,
1973,Liégeois saveur vanille sur lit de caramel - KingFrais - 4*115g - 460g,20020576,"['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Crèmes dessert', 'Liégeois', 'Desserts lactés à la vanille']",['France'],"['Lait entier', 'crème ', 'lait', ' ', ' sucre ', ' caramel aromatique 8,7 % ', 'sucre', 'eau ', ' sirop de glucose-fructose', ' épaississants: pectines', ' ', ' amidon modifié de maïs', 'tapioca', 'ou pomme de terre ', ' lactose', 'gélifiants : carraghénanes', 'gomme xanthane ', ' gélatine porcine ', ' arômes ', "" émulsifiants : mono- et diglycérides d'acides gras"", ' colorants : rocou', 'caramel ordinaire', ' lactose et minéraux du lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",7.1 g,en quantité modérée,4.7 g,en quantité modérée,19.8 g,en quantité élevée,?,,159,0%,665 kj(159 kcal),+3%,"7,1",-0%,"4,7",-2%,"21,3",+15%,"19,8",+21%,"2,3",-15%,C,,"['FR 62.853.030 CE', 'Vieil-Moutier (Pas-de-Calais, France)']",72.9%,16.3%,3.6%,4.6%,2.0%,0.5%,58,"['KingFrais', 'Novandie']","0,1","0,04",4*115 g - 460 g,0.1 g,en faible quantité,-29%,-29%,8,+2%,C,+2%,,,,['Lait'],4,['Lidl'],,"['Carton', 'Pot', 'Plastique', 'Frais']","['E440 - Pectines', 'E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160b - Rocou', 'E150a - Caramel E150a']",,
1974,"Blanc de Dinde, Cuit à l'étouffée (4 tranches) - Saint Alby - 180g",20021061,"['Viandes', 'Charcuteries', 'Frais', 'Volailles', 'Dindes', 'Charcuteries cuites', 'Blancs de dinde']",['France'],"['Viandes de filets de dinde 86 %', 'eau', 'conservateurs ', 'lactate de sodium', 'nitrite de sodium', 'arômes', 'sel', 'sucres ', 'sirop de glucose', 'dextrose', 'lactose', 'gélifiants ', 'carraghénanes', 'farine de graines de caroube', 'gomme xanthane', 'bouillon de légumes [légumes ', 'carotte', 'poireau', 'oignon', 'sel', 'dextrose', 'saccharose', 'arôme', 'antioxydant ', 'ascorbate de sodium', ']', 'colorant de surface ', 'caramel ordinaire']",['Non végétalien'],1.9 g,en faible quantité,0.7 g,en faible quantité,0.2 g,en faible quantité,473,+9%,112,+10%,473 kj(112 kcal),+11%,"1,9",+18%,"0,7",+37%,"0,7",-53%,"0,2",-77%,"22,7",+14%,D,"['Qualité supérieure', ""Cuit à l'étouffée"", 'Info-Tri Point Vert', 'Moins de 2\xa0% MG']","['FR 29.018.020 CE', 'Brennilis (Finistère, France)']",84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['Saint Alby', 'Lidl Stiftung & Co. KG']","2,438","0,975",180 g,2.44 g,en quantité élevée,+24%,+24%,10,+91%,C,+91%,,"[""Les Salaisons de l'Arrée - Parc d'Entreprises - 29690 Brennilis"", 'Finistère', 'Bretagne', 'France']",,['Lait'],4,['Lidl'],"Blanc de dinde de qualité supérieure, cuit et traité en salaison","['Frais', 'Barquette et film plastique à jeter', 'Sous atmosphère protectrice']","['E325 - Lactate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E415 - Gomme xanthane', 'E301 - Ascorbate de sodium', 'E150a - Caramel E150a']",,
1975,Sirop de peche,20021429,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de pêche']",['France'],[],[],,,,,,,?,,320,+25%,1339 kj(320 kcal),+21%,"0,1",-19%,"0,1",+226%,80,+17%,78,+20%,"0,1",-29%,B,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,"0,3","0,12",,,,+772%,+772%,,,,,,,,,,,,,,,
