,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,manufacturing,nova_score,palm_ingredients,allergens,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,traceability_code,markets,link,ingredients_origins
1434,Les Croquants Malzevillois,3393190040978,,,,['France'],[],[],,,,,,,,,?,,457,,1912 kj(457 kcal),,15,,"1,2",,71,,56,,11,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,,
1435,Purée aux 3 Pommes - Leader Price - 360g (4x 90g),3393360180251,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Frais', 'Compotes', 'Compotes de pomme']","['Point Vert', 'Sans sucre ajouté', 'Eco-Emballages', 'Elaboré en France']",['France'],"['Purée de pommes', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.6 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,0.1 g,en faible quantité,222,-17%,?,,222 kj(53 kcal),-19%,"0,6",+82%,0,-100%,11,-23%,10,-23%,"0,3",-20%,"< 0,1",+1078%,"0,04",+1078%,-4,,A,,Purée de pommes sans sucres ajoutés,360 g (4 x 90 g),"['Frais', 'Pot', 'Plastique', 'Opercule', 'Etui', 'Carton']","['Andros [Filiale Andros et Compagnie (Groupe Andros)] - ZI La Motte - 26800 Portes-lès-Valence', 'Drôme', 'Rhône-Alpes', 'France']",1,,,A,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['E300 - Acide ascorbique'],"['EMB 26252D', 'Portes-lès-Valence (Drôme, France)']",['Leader Price'],,
1436,Cacahuètes sucrées - Saudial - 150g,3393400004059,"['Saudial', 'Confiserie Saudial']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",,['France'],"['Cacahuètes', 'sucre', 'dextrose']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,150 g,"['Sachet', 'Plastique']",,4,,['Arachides'],D,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,
1437,3394150038905,3394150038905,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Truite fumée,3394180002648,,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,['France'],[],[],7.6 g,en quantité modérée,1.3 g,en faible quantité,0.5 g,en faible quantité,2.8 g,en quantité élevée,?,,160,-2%,669 kj(160 kcal),-2%,"7,6",-3%,"1,3",-20%,"0,5",+20%,"0,5",+70%,22,-3%,"2,8",+2%,"1,12",+2%,12,+2%,D,+2%,,,,,,,,E,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,
1439,"Saumon Atlantique Fumé - Corrue & Deseille - 0,150kg",3394270004316,"['Corrue & Deseille', 'Salaisons maritimes']","['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]","['Sans additifs', 'Sans conservateurs', 'Saveurs en Or']",['France'],"['Saumon Atlantique ', 'Salmo salar', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",12.4 g,en quantité modérée,3.65 g,en quantité modérée,,,,,?,,195,+2%,816 kj(195 kcal),+3%,"12,4",+12%,"3,65",+70%,0,-100%,,,?,,,,,,,,,,,"0,150 kg","['Plastique', 'Sous-vide']","['Nord Pas-de-Calais', 'France']",3,,,D,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,"['FR 62.160.109 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",['Cora'],,['Norvège']
1440,Filet de Morue salee,3394270008246,,,,['France'],[],[],,,,,,,,,?,,76,,318 kj(76 kcal),,"0,41",,"0,01",,0,,0,,"18,2",,"21,2",,"8,48",,,,,,,,,,,,,,,,,,,,,,"['FR 62.160.109 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",,,
1441,Rosé mediterranée,3394292450092,,,['IGP'],['France'],[],[],,,,,,,,,?,,152,,636 kj(152 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,Sirop de Verveine - Pages - 1L,3394540437608,['Pages'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de verveine']",,['France'],"['Sirop de sucre', 'eau', 'arôme naturel verveine', 'conservateur : E202', 'colorants : E102', 'E131']",[],,,,,,,,,"1436,1",+23%,?,,"1436,1 kj(343 kcal)",+34%,"< 0,3",+197%,0,-100%,"85,89",+35%,"61,3",+0%,"< 0,02",-81%,"0,012",-58%,"0,005",-58%,,,,,,1 L,"['Bouteille', 'Verre']",,4,,,A,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E102 - Tartrazine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition']","['EMB 21464B', ""Nuits-Saint-Georges (Côte-d'Or, France)""]",,,
1443,Légumes cuisinés pour couscous,3394560803445,,,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,38,,159 kj(38 kcal),,1,,"0,1",,"6,3",,"2,1",,"1,1",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1444,Ratatouille Niçoise,3394560804121,,"['Plats préparés', 'Légumes préparés', 'Ratatouilles']",,['France'],[],[],3 g,en quantité modérée,0.5 g,en faible quantité,1 g,en faible quantité,1.1 g,en quantité modérée,?,,63,-7%,264 kj(63 kcal),-5%,3,-20%,"0,5",-7%,"6,5",+27%,1,-74%,0,-100%,"1,1",+54%,"0,44",+54%,4,+309%,C,+309%,,,,,,,,B,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,,,,
1445,Soupe de poisson LE GRAND LEJON,3394610000138,['Le Grand Lejon'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,['France'],[],[],0.8 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.8 g,en quantité modérée,?,,32,-33%,134 kj(32 kcal),-33%,"0,8",-58%,"0,1",-78%,"1,5",-18%,"0,5",-23%,"4,7",-9%,"0,8",-9%,"0,32",-9%,1,+15%,B,+15%,,,,,,,,E,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,
1446,Sauce Beurre blanc - Le Grand Lejon,3394610000299,['Le Grand Lejon'],,,['France'],[],[],,,,,,,,,?,,251,,1050 kj(251 kcal),,22,,14,,8,,"1,4",,"2,8",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,
1447,Sauce Hollandaise - Le Grand Lejon - 190g,3394610000312,['Le Grand Lejon'],"['Epicerie', 'Sauces']",,['France'],"['Fumet ', 'eau', 'poisson', 'beurre', ""jaune d'œuf"", 'farine de blé', 'sel', 'jus de citron concentré', 'amidon transformé', 'poudre de lait écrémé', 'protéine de lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",28 g,en quantité élevée,19 g,en quantité élevée,0.6 g,en faible quantité,2.1 g,en quantité élevée,?,,280,+18%,1172 kj(280 kcal),+19%,28,+55%,19,+780%,"3,6",-64%,"0,6",-91%,"2,5",-7%,"2,1",-13%,"0,84",-13%,22,+90%,E,+90%,,190 g,"['Bocal', 'Verre']",,4,,"['Œufs', 'Poisson', 'Gluten', 'Lait']",,,,,,,,,['E14XX - Amidons modifiés'],"['FR 22.272.006 CE', ""Saint-Agathon (Côtes-d'Armor, France)""]",,,
1448,L’onctueuse sauce au citron - Le Grand Lejon,3394610000466,['Le Grand Lejon'],,['Point Vert'],['France'],"['Eau', 'beurre 1 1,5 %', 'crème fraiche ', 'dont stabilisant : carraghénanes', 'vin blanc ', 'sulfites', 'amidon modifié de maïs', 'échalotes', 'jus de citron à base de concentré 3%,vinaigre d’alcool', 'huile de tournesol oléique', 'sel de Guérande', 'zestes de citron 0,90%', 'fumet de poisson ', 'maltodextrine', 'arômes', 'sel', 'poisson déshydraté', 'sucre', 'aromates', 'extrait de vin blanc', 'épaississant : gomme xanthane', 'lactose', 'protéines de lait,curcuma']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,144,,602 kj(144 kcal),,13,,"8,1",,"5,9",,1,,"0,8",,"1,1",,"0,44",,,,,,,,,,4,,"['Lait', 'Anhydride sulfureux et sulfites']",,,,,,,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,,,
1449,Sauce Armoricaine - Le Grand Lejon,3394610000664,['Le Grand Lejon'],"['Epicerie', 'Sauces', 'Sauces pour poissons', 'Sauces armoricaines']",,['France'],[],[],14 g,en quantité modérée,6.7 g,en quantité élevée,2.3 g,en faible quantité,1.1 g,en quantité modérée,?,,163,+101%,682 kj(163 kcal),+102%,14,+146%,"6,7",+118%,6,+35%,"2,3",+84%,"1,9",-12%,"1,1",+7%,"0,44",+7%,12,+103%,D,+103%,,,,,,,,D,73.0%,15.4%,4.3%,4.1%,1.9%,1.3%,54,,,,,
1450,Parmentier de saumon - Le Grand Lejon - 300g,3394610000718,['Le Grand Lejon'],"['Plats préparés', 'Plats préparés au poisson', 'Plats au saumon', 'Parmentiers de saumon']",,['France'],[],[],8 g,en quantité modérée,3.1 g,en quantité modérée,2 g,en faible quantité,0.6 g,en quantité modérée,?,,146,+7%,611 kj(146 kcal),+7%,8,+2%,"3,1",+11%,"12,1",+33%,2,+32%,"6,4",+3%,"0,6",+15%,"0,24",+15%,3,+55%,C,+55%,,300 g,,,,,,,,,,,,,,,,,,
1451,Anchois a l'orientale - Le Grand Lejon,3394610002477,['Le Grand Lejon'],,,['France'],[],[],,,,,,,,,?,,347,,1452 kj(347 kcal),,27,,"4,63",,"12,8",,"0,07",,13,,"2,85",,"1,14",,,,,,,,,,,,,,,,,,,,,,,,,
1452,Anchois à la provencale - Le Grand Lejon,3394610002484,['Le Grand Lejon'],"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale"", ""Filets d'anchois marinés à la Provençale""]",,['France'],"['Anchois marinés 60% ', 'vinaigre', 'sel', 'acidifiant : acide citrique', 'huile de tournesol 30%', 'poivrons marinés 7%', 'olives noires 1,5%', 'oignons 1,5%', 'aneth', 'basilic']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",25.1 g,en quantité élevée,3.92 g,en quantité modérée,0.2 g,en faible quantité,3.2 g,en quantité élevée,?,,323,+52%,1351 kj(323 kcal),+58%,"25,1",+120%,"3,92",+98%,"12,6",+697%,"0,2",+3%,"10,3",-41%,"3,2",+59%,"1,28",+59%,15,+62%,D,+62%,,,,,3,,,B,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,['E330 - Acide citrique'],,,,
1453,Filet de maquereau nature - Le Grand Lejon - 200g,3394610002767,['Le Grand Lejon'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux natures']","['Sans colorants', 'Sans conservateurs', 'Pêche durable', 'Pêche durable MSC']",['France'],[],[],20.8 g,en quantité élevée,5 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,?,,270,+30%,1130 kj(270 kcal),+32%,"20,8",+41%,5,+24%,0,-100%,0,-100%,21,+19%,3,+205%,"1,2",+205%,17,+201%,D,+201%,,200 g,,,,,,C,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,
1454,Anchois marines à l'orientale - Le Grand Lejon - 500g,3394610002859,['Le Grand Lejon'],"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]",,['France'],[],[],27 g,en quantité élevée,4.63 g,en quantité modérée,0.07 g,en faible quantité,2.85 g,en quantité élevée,?,,347,+71%,1452 kj(347 kcal),+67%,27,+114%,"4,63",+91%,"12,8",+789%,"0,07",-74%,13,-38%,"2,85",-58%,"1,14",-58%,18,+44%,D,+44%,,500 g,,,,,,B,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,,,,
1455,Sauce aioli - Le Grand Lejon,3394610002873,['Le Grand Lejon'],"['Epicerie', 'Sauces']",['Sans colorants'],['France'],"[""Huile de tournesol jaunc d'oeuf"", 'ail ', '7', '5%', ""graines de moutarde'"", 'vinaigre', 'eau sel', ',vinaigre de vin sel citron', ""blanc d'oeuf,contient des sulfites""]",['Non végétalien'],75 g,en quantité élevée,9.2 g,en quantité élevée,0.3 g,en faible quantité,1.6 g,en quantité élevée,?,,686,+188%,2870 kj(686 kcal),+191%,75,+314%,"9,2",+326%,"0,5",-95%,"0,3",-95%,"1,8",-33%,"1,6",-34%,"0,64",-34%,24,+107%,E,+107%,,,,,1,,"['Œufs', 'Moutarde', 'Anhydride sulfureux et sulfites']",,,,,,,,,,,,,
1456,Bisque de homard - Le Père Eugène,3394610002996,['Le Père Eugène'],"['Produits de la mer', 'Bisques de homard']",,['France'],[],[],1.5 g,en faible quantité,0.6 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en quantité modérée,?,,33,-40%,138 kj(33 kcal),-41%,"1,5",-43%,"0,6",-29%,"1,7",-53%,"0,5",-50%,"3,2",+4%,"0,9",-20%,"0,36",-20%,2,-42%,B,-42%,,,,,,,,,,,,,,,,,,,,
1457,Bisque de langoustine - Le Père Eugène,3394610003009,['Le Père Eugène'],"['Produits de la mer', 'Bisques de Langoustines']",,['France'],"['Eau', 'poissons', 'langoustines 12%', 'crème fraiche', 'concentré de tomates', 'oignons', 'carottes', 'huile de tournesol', 'sel', 'ail', 'épaississants gomme xanthane et guar', 'colorant paprika', 'poireaux', 'vin blanc ', 'sulfites', 'poivre', 'piment', 'conservateur : E586', 'E223 ', 'sulfites']","['Non végétalien', 'Non végétarien']",2.3 g,en faible quantité,1 g,en faible quantité,0.7 g,en faible quantité,0.9 g,en quantité modérée,?,,39,-20%,163 kj(39 kcal),-20%,"2,3",+4%,1,+38%,"0,9",-49%,"0,7",-5%,"3,5",+7%,"0,9",+2%,"0,36",+2%,1,-45%,B,-45%,,,,,4,,"['Crustacés', 'Poisson', 'Lait', 'Anhydride sulfureux et sulfites']",,,,,,,,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E586 - Héxylresorcinol', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,
1458,Rouille à la provençale - Le Grande Lejon,3394610004006,"['Le Grande Lejon', 'Le Grand Lejon']","['Epicerie', 'Sauces']",,['France'],[],[],26.4 g,en quantité élevée,3 g,en quantité modérée,3.5 g,en faible quantité,2.2 g,en quantité élevée,?,,271,+14%,1134 kj(271 kcal),+15%,"26,4",+46%,3,+39%,"7,3",-26%,"3,5",-46%,"1,2",-55%,"2,2",-9%,"0,88",-9%,14,+21%,D,+21%,,,,,,,,,,,,,,,,,,,,
1459,Rillettes de haddock - Le Père Eugène,3394610004075,['Le Père Eugène'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'en:preparations-made-from-fish-meat', 'Rillettes de Haddock']",,['France'],[],[],9.7 g,en quantité modérée,5.5 g,en quantité élevée,1.4 g,en faible quantité,1.7 g,en quantité élevée,?,,142,-35%,594 kj(142 kcal),-35%,"9,7",-43%,"5,5",-3%,"1,6",-29%,"1,4",+41%,12,-12%,"1,7",+56%,"0,68",+56%,13,+34%,D,+34%,,,,,,,,D,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,
1460,Rillettes de saumon - Le Père Eugène - 90g,3394610004198,['Le Père Eugène'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'en:preparations-made-from-fish-meat']",,['France'],[],[],15.5 g,en quantité modérée,7 g,en quantité élevée,1.4 g,en faible quantité,0.8 g,en quantité modérée,?,,200,-9%,837 kj(200 kcal),-9%,"15,5",-10%,7,+45%,"1,5",-32%,"1,4",+55%,"13,1",-3%,"0,8",-30%,"0,32",-30%,11,+25%,D,+25%,,90 g,,,,,,E,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,
1461,Le filet de maquereau à la provençale - Le Grand Lejon - 200g,3394610004310,['Le Grand Lejon'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']","['Sans colorants', 'Sans conservateurs', 'Pêche durable', 'Pêche durable MSC']",['France'],"['FILET DE MAQUEREAU FUMÉ À LA PROVENÇALE : Filet de maquereau fumé ', 'Scomber scombrus pêchés au chalut', 'en Mer du Nord', 'sel', 'poivrons verts et rouges ', '3%', ' Poids net : 200g']","['Non végétalien', 'Non végétarien']",20.3 g,en quantité élevée,5 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,?,,270,+22%,1130 kj(270 kcal),+23%,"20,3",+24%,5,+36%,"1,8",+67%,"0,5",-6%,21,+28%,3,+170%,"1,2",+170%,17,+173%,D,+173%,,200 g,,,,,['Poisson'],C,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,
1462,Le Tartare aux Algues Échalotes et Citron - Le Grand Lejon - 90g,3394610004532,['Le Grand Lejon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Produits de la mer', 'Produits à tartiner', 'Aliments à base de plantes en conserve', 'Algues et dérivés', 'Algues en conserve', ""Produits à base d'algues"", ""Tartares d'algues"", 'Condiments à tartiner']",['Fabriqué en France'],['France'],"['Mélange de 3 algues 58 % ', 'Laitue de mer ', 'Ulva', 'Dulse ', 'Palmaria Palmata', 'haricots de mer ', 'Himanthalia Elongata', 'huile de colza', 'échalotes 11,6 %', 'eau', 'jus de citron 2,3 %', 'sel', 'poivre']",[],17.9 g,en quantité modérée,1.3 g,en faible quantité,1.4 g,en faible quantité,1.5 g,en quantité modérée,?,,221,-5%,925 kj(221 kcal),+3%,"17,9",+5%,"1,3",-49%,"10,3",-17%,"1,4",-85%,"2,8",-8%,"1,5",+9%,"0,6",+9%,6,-35%,C,-35%,,90 g,"['Bocal', 'Verre', 'métal']","['France', 'Bretagne']",3,,,E,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,
1463,Rillettes de thon baies roses coriandre - Le Père Eugène - 90g,3394610004624,['Le Père Eugène'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']",,['France'],[],[],11.8 g,en quantité modérée,6.7 g,en quantité élevée,1.7 g,en faible quantité,1.9 g,en quantité élevée,?,,166,-22%,695 kj(166 kcal),-22%,"11,8",-25%,"6,7",+78%,"1,9",-10%,"1,7",+78%,"13,6",-11%,"1,9",+83%,"0,76",+83%,16,+157%,D,+157%,,90 g,,,,,,D,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,
1464,Anchois a l'ail - Le Grande Lejon - 190g,3394610004792,"['Le Grande Lejon', 'Le Grand Lejon']","['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]","['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],21.6 g,en quantité élevée,6.5 g,en quantité élevée,0.4 g,en faible quantité,2.1 g,en quantité élevée,?,,272,+34%,1138 kj(272 kcal),+31%,"21,6",+71%,"6,5",+169%,"1,8",+25%,"0,4",+51%,"17,6",-15%,"2,1",-69%,"0,84",-69%,18,+44%,D,+44%,,190 g,,,,,,B,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,,,,
1465,Sauce Bio Aioli - Le Grande Lejon,3394610004853,"['Le Grande Lejon', 'Le Grand Lejon']",,['Bio'],['France'],[],[],,,,,,,,,?,,695,,2908 kj(695 kcal),,75,,"8,3",,"2,7",,"0,3",,"2,2",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1466,Sauce au citron - Le Père Eugène,3394610004976,['Le Père Eugène'],,,['France'],[],[],,,,,,,,,?,,231,,967 kj(231 kcal),,23,,15,,"3,2",,"0,5",,"2,3",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,
1467,Parmentier de saumon bio - Le Grand Lejon - 250g,3394610005034,['Le Grand Lejon'],"['Plats préparés', 'Plats préparés au poisson', 'Plats au saumon', 'Parmentiers de saumon']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],6.7 g,en quantité modérée,2.4 g,en quantité modérée,0.9 g,en faible quantité,0.7 g,en quantité modérée,?,,124,-9%,519 kj(124 kcal),-9%,"6,7",-15%,"2,4",-14%,"9,9",+9%,"0,9",-40%,"5,6",-10%,"0,7",+34%,"0,28",+34%,3,+55%,C,+55%,,250 g,,,,,,,,,,,,,,,,,,
1468,L'onctueuse sauce nantua - Le Grand Lejon,3394610005058,['Le Grand Lejon'],,,['France'],[],[],,,,,,,,,?,,81,,339 kj(81 kcal),,"4,6",,"3,1",,"6,6",,"3,5",,"3,4",,"0,93",,"0,372",,,,,,,,,,,,,,,,,,,,,,,,,
1469,Rillettes saumon citron confit bio - Le Grand Lejon,3394610005102,['Le Grand Lejon'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'en:preparations-made-from-fish-meat']",['Bio'],['France'],[],[],9.9 g,en quantité modérée,6.2 g,en quantité élevée,1.4 g,en faible quantité,2.5 g,en quantité élevée,?,,159,-28%,665 kj(159 kcal),-28%,"9,9",-42%,"6,2",+28%,"3,7",+67%,"1,4",+55%,"13,6",+1%,"2,5",+119%,1,+119%,17,+93%,D,+93%,,,,,,,,E,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,
1470,Camembert de Normandie - 250g,3394710000090,,,,['France'],[],[],,,,,,,,,?,,284,,1188 kj(284 kcal),,"21,9",,"13,7",,"1,2",,"0,1",,"20,4",,"1,67",,"0,668",,,,,,,250 g,,,,,,,,,,,,,,,"['FR 50.267.001 CE', 'Lessay (Manche, France)']",,,
1471,Crozets au beaufort A.O.P et minis diots - Vanoise - 600g,3394920378637,['Vanoise'],['Plats préparés'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,600g,,,,,,,,,,,,,,,,,,
1472,Mon parmentier de boeuf - 750g,3394920378798,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Hachis parmentier']",['Fabriqué en France'],['France'],[],[],5.3 g,en quantité modérée,3 g,en quantité modérée,3.7 g,en faible quantité,0.97 g,en quantité modérée,?,,118,-6%,494 kj(118 kcal),-5%,"5,3",-14%,3,+3%,"5,3",-47%,"3,7",+130%,"8,7",+40%,"0,97",+33%,"0,388",+33%,2,-31%,B,-31%,,750 g,,,,,,E,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,,,,,
1473,Mon Parmentier - 300g,3394920378965,,,"['Viande Française', 'Viande-bovine-francaise']",['France'],[],[],,,,,,,,,?,,156,,653 kj(156 kcal),,"8,8",,"4,3",,11,,"2,4",,"8,3",,"0,69",,"0,276",,,,,,,300 g,,,,,,,,,,,,,,,,,,
1474,Pizza bio légumes du soleil,3394920379207,,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,177,,741 kj(177 kcal),,"6,2",,"2,1",,24,,"5,1",,"6,3",,"0,97",,"0,388",,,,,,,,,,,,,,,,,,,,,,,,,
1475,Quiche savoyarde,3394920379269,,,,['France'],[],[],,,,,,,,,?,,277,,1159 kj(277 kcal),,17,,"8,5",,19,,"1,9",,12,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,"['FR 38.565.001 CE', 'Voreppe (Isère, France)']",,,
1476,Mon gratin Beaufort AOP et diot - 300g,3394920380142,,,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,"9,4",,5,,13,,"2,5",,"5,9",,"1,1",,"0,44",,,,,,,300 g,,,,,,,,,,,,,,,,,,
1477,Miel de Sapin -  - 1kg,3394950001819,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de sapin']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,1 kg,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,['France']
1478,Farine de blé noir biologique - Courouge - 1kg,3394960000055,['Courouge'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de sarrasin']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE']",['France'],['farine de blé noir'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,349,0%,1460 kj(349 kcal),-1%,"2,6",-6%,0,-100%,70,+4%,0,-100%,"11,4",-2%,,,,,,,,,,1 kg,['Papier'],,1,,,A,68.5%,2.0%,12.1%,12.6%,4.8%,0.0%,94,,,,,['Union européenne']
1479,Curcuma du pays - Exotic Fabric,3395042000017,['Exotic Fabric'],,,['France'],['préparé et conditionné Exofic Fabric PLAINE des GR[GIJES - PLAINE DES GREGUES - 5451 - de la'],[],,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1480,"Limoujoux - 0,500kg",3395090000328,,,,['France'],[],[],,,,,,,,,?,,308,,1289 kj(308 kcal),,28,,11,,"0,4",,"0,4",,14,,"1,6",,"0,64",,,,,,,"0,500 kg",,,,,,,,,,,,,,,"['FR 63.113.731 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,,
