,name,bar_code,eco_score,brand,categories,labels,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,quantity,packaging,ingredients_origins,additives,manufacturing,generic_name,link,palm_ingredients
1255,Vin blac sec,3021891003755,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Rosé - Côtes du Roussillon - 75cl,3021891203476,B,['Côtes du Roussillon'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins rosés', 'Côtes du Roussillon']","['AOP', 'Déconseillé aux femmes enceintes']",,['France'],"['Vin Côtes du Roussillon AOP Rosé', ' Contient des sulfites']",['Anhydride sulfureux et sulfites'],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,75 cl,"['Bouteille', 'Verre']",['France'],,,,,
1257,Grands Prélats -  - 75cl,3021891400837,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,75cl,,,,,,,
1258,vin blanc picoulet - picpoul de pinet - 75cl,3021891808749,C,['picpoul de pinet'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'en:Picpoul-de-pinet']",['Déconseillé aux femmes enceintes'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,75cl,,['France'],,,,,
1259,Plaisir de carpaccio de boeuf,3021990024538,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Carpaccio de boeuf']",,,['France'],[],,[],,16 g,en quantité modérée,2.3 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,?,,220,+8%,920 kj(220 kcal),+8%,16,+13%,"2,3",-9%,0,-100%,0,-100%,19,-1%,1,+39%,"0,4",+39%,3,+64%,C,+64%,,,,,,,,,,,,,,,,
1260,Panicettes,3021990024958,,,,,,['France'],[],,[],,,,,,,,,,?,,286,,1197 kj(286 kcal),,"4,9",,"0,7",,"52,1",,"2,2",,"8,6",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
1261,Filets de colin d alaska panés,3021990035718,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Colins', 'Filets de colin']",,,['France'],[],,[],,8.9 g,en quantité modérée,0.8 g,en faible quantité,0.8 g,en faible quantité,0.46 g,en quantité modérée,?,,211,+65%,883 kj(211 kcal),+67%,"8,9",+110%,"0,8",+45%,"20,6",+197%,"0,8",+25%,"11,6",-19%,"0,46",-16%,"0,184",-16%,-1,,A,,,,,,,,,,,,,,,,,
1262,Mini viennoiseries - Cora - 300gr,3021990054467,,['Cora'],,,['Cora'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,300gr,,,,,,,
1263,Donuts nature sucre - Cora - 4,3021990077343,B,['Cora'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,['Cora'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,4,,,,,,,
1264,3021990077701,3021990077701,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Beignet chocolat - Cora,3021990077794,,['Cora'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",['en:palm-oil-free'],,['France'],[],,['Sans huile de palme'],,18 g,en quantité modérée,2 g,en quantité modérée,19 g,en quantité élevée,0.71 g,en quantité modérée,?,,385,+8%,1611 kj(385 kcal),+8%,18,+14%,2,-42%,47,+4%,19,+17%,"6,5",+3%,"0,71",-4%,"0,284",-4%,12,0%,D,0%,,,,,,,,,,,,,,,,
1266,Beignet choco noisette - Cora,3021990077848,,['Cora'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",['en:palm-oil-free'],['Cora'],['France'],"['Farine de blé ', 'gluten', ' - Huiles végétales ', 'colza', 'tournesol', ' - Sucre - Œufs - EOU - Cacao maigre en poudre 1,5% - Levure - Jaunes dlŒufs - Lactosérum en poudre ', 'lait', ' - Lactose ', 'lait', ' - Emulsifiants : E471', 'E472', 'lécithines de tournesol - Sel - Gluten de blé - Noisettes 0,5% - Arômes naturels - Colorant : caroténoïdes']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']","['Sans huile de palme', 'Non végétalien']",4,18 g,en quantité modérée,2 g,en quantité modérée,19 g,en quantité élevée,0.71 g,en quantité modérée,?,,385,+8%,1611 kj(385 kcal),+8%,18,+14%,2,-42%,47,+4%,19,+17%,"6,5",+3%,"0,71",-4%,"0,284",-4%,12,0%,D,0%,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472 - Esters d'acides gras alimentaires"", 'E322i - Lécithine', 'E160 - Caroténoïdes']",,,,
1267,3021990078418,3021990078418,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Croissant pur beurre,3021990078784,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,,,,,
1269,Beignet Nature Fait Maison - Cora - 240g,3021990080374,,['Cora'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Beignets sucrés', 'Beignets']",['Point Vert'],['Cora'],['France'],"['Pâte à beignet', '100%', ' : farine de blé', 'œufs', 'beurre', 'eau', 'sucre cristallisé', 'levure,_ sel', 'améliorants ', 'farine de froment', 'gluten de blé', 'émulsifiant ', 'E472e', 'épaississant ', 'E412', ' antioxydant ', 'E300', 'agent de fermentation', 'enzymes ', 'colorant ', ' maltodextrine de pomme de terre', 'E160 ', ' Sucre semoule extra fin']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,240 g,['Plastique'],,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E412 - Gomme de guar', 'E300 - Acide ascorbique', 'E160 - Caroténoïdes']",,,,
1270,Pain wolkorn - Cora - 1,3021990080701,,['Cora'],,,['Cora'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,1,,,,,,,
1271,Streusel - Cora - 4,3021990082590,,['Cora'],,,['Cora'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,4,,,,,,,
1272,Malicettes - Cora - 280g,3021990085201,,['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bretzels', 'Malicettes']",,['Cora'],['France'],"['Panicette 100 % ', 'farine de BLÉ', 'eau', 'levure', 'huile de colza', 'sel iode', 'poudre de CRÈME', 'farine de BLÉ malte', 'poudre de LAIT écrémé', 'poudre de LACTOSÉRUM', ""extrait d'ORGE malté"", 'stabilisants ', 'E412', ' E466', 'émulsifiant ', 'E472e', ""correcteurs d'acidité "", 'E524', ' E450 ', ' E341', 'sel', 'dextrose', 'agents de traitement de la farine ', 'E300', 'enzymes ', 'alpha-amylase', 'xylanase']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,280 g,"['Sachet', 'Plastique']",,"['E412 - Gomme de guar', 'E466 - Carboxyméthylcellulose', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E524 - Hydroxyde de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E1100 - Amylases']",,Malicettes,,
1273,Crevettes - Cora,3021990089810,D,['Cora'],"['Produits de la mer', 'Crustacés', 'Crevettes']","['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],[],,[],,0.9 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,100,-6%,418 kj(100 kcal),-5%,"0,9",-59%,"0,3",-35%,"0,7",-36%,"0,5",+43%,22,+21%,"0,5",-66%,"0,2",-66%,-2,-180%,A,-180%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,"['EMB 44150E', 'Saint-Aignan-Grandlieu (Loire-Atlantique, France)']",,,,,,,,
1274,Brioche noisette,3021990091622,,,,,,['France'],[],,[],,,,,,,,,,?,,345,,1443 kj(345 kcal),,10,,"3,3",,"56,3",,"25,3",,"7,4",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,
1275,Bavarois Fraise -,3021990095842,C,,"['Desserts', 'Bavarois aux fruits']",,,['France'],[],,[],,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,400,+126%,1674 kj(400 kcal),+127%,1,-85%,1,-72%,1,-96%,1,-95%,1,-68%,1,+652%,"0,4",+652%,8,+18%,C,+18%,74.4%,14.2%,4.5%,4.5%,2.4%,0.0%,61,,,,,,,,,
1276,3021990098874,3021990098874,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Tarte aux pommes 6-8 parts,3021990098911,B,,"['Tartes', 'Tartes sucrées', 'Tartes aux pommes']",,,['France'],[],,[],,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,1,-100%,4 kj(1 kcal),-100%,1,-89%,1,-81%,1,-97%,1,-95%,1,-59%,1,+294%,"0,4",+294%,4,-64%,C,-64%,67.5%,16.8%,7.5%,4.2%,4.0%,0.0%,84,,,,,,,,,
1278,Gland,3021990099543,,,,,,['France'],[],,[],,,,,,,,,,?,,287,,1201 kj(287 kcal),,14,,"4,1",,35,,24,,"2,9",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,
1279,Doony’s - The Original Doony’s,3021990105305,,['The Original Doony’s'],,,,['France'],"['CONSOMMER', ' ln : farine ', 'BLEI SOJA', ' huiles et graisses végétales ', 'p{met coprah', 'colza', 'karité tournesol', ' eau•', 'suce', ' dextrose', ' poudre de cacao dégraissée ', '1 5%', '• levure• lactosérum en oudre IINT', ' sel', ' poudre a lever ', '""hi', '600j', ' émulsifiant ', 'E47Î E481', 'Enegie Acides gras saturés Glucides S cres filres afimentaires Pr téines PRODUIT DÉC NGELÉ-NEPASRECONGELER']",['Soja'],[],4,,,,,,,,,?,,420,,1757 kj(420 kcal),,24,,13,,43,,12,,"7,1",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1280,Muffin chocolat,3021990117230,D,,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Gâteaux au chocolat', 'Muffins au chocolat']",,,['France'],[],,[],,25.2 g,en quantité élevée,4.9 g,en quantité modérée,26.9 g,en quantité élevée,0.65 g,en quantité modérée,?,,440,+6%,1841 kj(440 kcal),+5%,"25,2",+15%,"4,9",+16%,"47,6",-3%,"26,9",-4%,"5,2",-1%,"0,65",-17%,"0,26",-17%,16,-4%,D,-4%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,,,,,,,,
1281,"Babka Nature - Cora - 0,450kg",3021990117421,,['Cora'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,['Cora'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"0,450 kg","['Plastique', 'boîte', 'décongelé']",,,,,,
1282,Asst mini beignets fruites - Cora,3021990121572,,['Cora'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",['Fabriqué en France'],,['France'],[],,[],,19 g,en quantité modérée,8.1 g,en quantité élevée,18 g,en quantité élevée,0.71 g,en quantité modérée,?,,377,+6%,1577 kj(377 kcal),+6%,19,+20%,"8,1",+133%,47,+4%,18,+10%,"6,2",-2%,"0,71",-4%,"0,284",-4%,18,+50%,D,+50%,,,,,,,,,,,,,,,,
1283,Muffin vanille cacao-noisettes,3021990131427,,,,,,['France'],[],,[],,,,,,,,,,?,,462,,1933 kj(462 kcal),,24,,"2,5",,55,,29,,"5,5",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,
1284,Filets de Saumon,3022655111051,E,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Saumons', 'Filets de saumon']",,,['France'],[],,[],,17 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,0.2 g,en faible quantité,?,,232,+30%,971 kj(232 kcal),+31%,17,+67%,"3,3",+90%,0,-100%,0,-100%,20,-1%,"0,2",-68%,"0,08",-68%,0,-100%,B,-100%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,
1285,Crème de moules curry - Rödel & Fils Frères - 100g,3022655120558,,['Rödel & Fils Frères'],"['Produits de la mer', 'Crèmes de moules', 'Préparations à base de mollusques']",,,['France'],"['Moules 50 %', 'crème fraîche 15 % huile végétale ', 'colza ou tournesol', 'thon', 'eau', 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique', 'conservateur : disulfite de potassium', 'fibre de blé', 'lait écrémé en poudre', 'épices et aromates ', 'dont curry 0,3%', 'sel de Guérande', 'épaississant : gomme de xanthane']","['Poisson', 'Gluten', 'Lait', 'Mollusques', 'Moutarde', 'Anhydride sulfureux et sulfites']","['Non végétalien', 'Non végétarien']",4,16.5 g,en quantité modérée,4.1 g,en quantité modérée,1.2 g,en faible quantité,1.5 g,en quantité modérée,?,,219,+18%,916 kj(219 kcal),+19%,"16,5",+54%,"4,1",+85%,5,+120%,"1,2",+106%,"12,4",-29%,"1,5",+1%,"0,6",+1%,12,+83%,D,+83%,,,,,,,,,100 g,['Verre'],,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",,Préparation à base de moules et de crème parfumée au curry,,
1286,Rouille -,3022655700033,,,"['Epicerie', 'Sauces']",,,['France'],[],,[],,76.6 g,en quantité élevée,6.8 g,en quantité élevée,2 g,en faible quantité,1.6 g,en quantité élevée,?,,708,+197%,2962 kj(708 kcal),+200%,"76,6",+323%,"6,8",+215%,3,-70%,2,-69%,"1,2",-55%,"1,6",-34%,"0,64",-34%,21,+81%,E,+81%,,,,,,,,,,,,,,,,
1287,Concassé de tomates séchées,3022655700040,,,,,,['France'],[],,[],,,,,,,,,,?,,304,,1272 kj(304 kcal),,"25,7",,"2,5",,"15,1",,"13,4",,"3,2",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,
1288,Choucroute Crue 1KG. - 1kg,3022820000234,,,,,,['France'],[],,[],,,,,,,,,,?,,16,,67 kj(16 kcal),,"0,2",,0,,"1,5",,"0,8",,1,,"2,5",,1,,,,,,,,,,,,,,1 kg,,,,,,,
1289,Mini cornichons aux 2 vinaigres cueillis main - Charles Christ - 350g,3022820001002,,['Charles Christ'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",,['Leclerc'],['France'],"['Cornichons dont sulfites ', 'Inde', 'eau', ""vinaigre d'alcool 10 % et de vin blanc 3 %"", 'oignons', 'sel', 'graines de moutarde', 'arôme']","['Moutarde', 'Anhydride sulfureux et sulfites']",[],4,0.4 g,en faible quantité,0 g,en faible quantité,0.6 g,en faible quantité,2 g,en quantité élevée,61,-10%,?,,61 kj(15 kcal),-23%,"0,4",+36%,0,-100%,"0,6",-69%,"0,6",-51%,"1,2",+10%,2,+11%,"0,8",+11%,1,-51%,B,-51%,,,,,,,,,350 g,"['Bocal', 'Verre']",['Inde'],,"['Sarthe', 'France']",,,
1290,Cornichons au vinaigre de cidre Bio - Nutriform - 350g (égoutté : 190g),3022820002153,,['Nutriform'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],"['Cornichons', 'vinaigre de citre', 'eau', 'oignons', 'sel marin', 'graines de moutarde']",['Moutarde'],[],3,0.4 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en quantité élevée,?,,18,-33%,75 kj(18 kcal),-30%,"0,4",+35%,0,-100%,1,-71%,"0,5",-81%,"1,2",+19%,"2,1",+22%,"0,84",+22%,2,-8%,B,-8%,,,,,,,,,350 g (égoutté : 190 g),"['Pot', 'Verre', 'Couvercle', 'Métal', 'Pot']",,,,Cornichons au vinaigre de cidre Bio,,
1291,Cornichons au vinaigre - Sans marque - 530g (290g égoutté),3022820003815,,"['Sans marque', 'Christ']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",,,['France'],"['Cornichons', 'eau', 'vinaigre', 'oignons', 'graines de moutarde', 'arôme', ' Contient des sulfites']","['Moutarde', 'Anhydride sulfureux et sulfites']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.4 g,en faible quantité,0 g,en faible quantité,0.6 g,en faible quantité,1.8 g,en quantité élevée,61,-10%,?,,61 kj(15 kcal),-23%,"0,4",+36%,0,-100%,"0,6",-69%,"0,6",-51%,"1,2",+10%,"1,8",0%,"0,72",0%,0,-100%,B,-100%,,,,,,,,,530 g (290 g égoutté),"['Pot', 'Verre', 'Sous vide']",,,,Cornichons au vinaigre,,
1292,Cornichons aigre doux - Hugo Reitzel,3022820004348,,['Hugo Reitzel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,,['France'],[],,[],,0.4 g,en faible quantité,0 g,en faible quantité,3.7 g,en faible quantité,2 g,en quantité élevée,?,,27,0%,113 kj(27 kcal),+6%,"0,4",+35%,0,-100%,"3,7",+8%,"3,7",+42%,"1,2",+19%,2,+16%,"0,8",+16%,3,+38%,C,+38%,,,,,,,,,,,,,,,,
1293,Cornichons aux vinaigre,3022820004751,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",,,['France'],[],,[],,0.4 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,?,,15,-25%,63 kj(15 kcal),-20%,"0,4",+36%,0,-100%,"0,6",-69%,"0,5",-59%,"1,2",+10%,2,+11%,"0,8",+11%,3,+47%,C,+47%,,,,,,,,,,,,,,,,
1294,Olives farcies poivron - BP4,3022820004850,,['BP4'],,,,['France'],[],,[],,,,,,,,,,?,,125,,523 kj(125 kcal),,"14,4",,"1,5",,"1,5",,"0,1",,"2,1",,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,
1295,Cornichons Fin au Vinaigre - Hugo Reitzel - 80 - 119cornichons,3022820005727,,['Hugo Reitzel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons extra-fins', 'Cornichons au vinaigre']",['Fabriqué en France'],,['France'],"['Cornichons ', 'Inde', ' dont conservateur: sulfites', 'eau', ""vinaigre d'alcool"", 'oignons', 'sel', 'graines de moutarde', 'arôme']","['Moutarde', 'Anhydride sulfureux et sulfites']",['Sans huile de palme'],4,0.4 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,?,,15,-25%,63 kj(15 kcal),-18%,"0,4",+25%,0,-100%,"0,6",-61%,"0,5",-46%,"1,2",+6%,2,+10%,"0,8",+10%,1,-52%,B,-52%,,,,,,,,,80 - 119 cornichons,"['Verre', 'Bocal', 'métal']",['Inde'],,"['France', 'Connerré', 'Sarthe']",,,
1296,Choucroute cuisinée - Christ - 10kg,3022820006274,B,['Christ'],"['Plats préparés', 'Choucroutes']",,['Apriba'],['France'],"['Choucroute ', 'chou origine France', 'sel', '\rJus cuisiné : eau', 'sel', 'vin blanc', 'exhausteur de goût : glutamate monosodique', 'arôme de fumée', 'arômes', 'antioxydant : ascorbate de sodium', 'acidifiant : acide lactique', '\rGraisse de canard 3%']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,6 g,en quantité modérée,2.5 g,en quantité modérée,0.8 g,en faible quantité,1.1 g,en quantité modérée,289,-15%,?,,289 kj(69 kcal),-26%,6,-11%,"2,5",0%,"1,5",-34%,"0,8",+15%,1,-77%,"1,1",-15%,"0,44",-15%,6,+27%,C,+27%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,10 kg,"['Pot', 'Plastique']",['France'],"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E270 - Acide lactique']",['France'],Choucroute cuisinée à la graisse de canard,,
1297,Haricots Blancs à La Tomate - Charles Christ,3022820007639,B,['Charles Christ'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Plats préparés', 'Légumes secs', 'Haricots', 'Légumes préparés', 'Haricots blancs', 'Haricots à la tomate']",,,['France'],"['Haricots blancs réhydratés 50% Sauce cuisinée eau', 'concentré de tomate', 'graisse de ca nard ', '1%', 'amidon modifié de pommes de terre', 'arômes', 'sel', ' Légumes 3,9% : carottes', 'tomates', ' N', "" / Auantouuertureàconserueràtempérature ambianteetòTabridc l'humidité"", ' Apres ouuerture à conspv&Cï embattage hermétic>', ""eeali'""]",,[],4,1.3 g,en faible quantité,0.4 g,en faible quantité,1.6 g,en faible quantité,0.7 g,en quantité modérée,?,,87,-4%,364 kj(87 kcal),-0%,"1,3",+127%,"0,4",+251%,"11,1",-10%,"1,6",-35%,"5,1",+3%,"0,7",-8%,"0,28",-8%,1,,B,,17.3%,37.5%,18.0%,13.6%,7.9%,5.7%,96,,,,,['E14XX - Amidons modifiés'],,,,
1298,Cornichons extra-fins,3022820007738,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons extra-fins']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],[],,[],,0.4 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en quantité élevée,?,,18,-10%,75 kj(18 kcal),-3%,"0,4",+25%,0,-100%,1,-35%,"0,5",-46%,"1,2",+6%,"2,1",+15%,"0,84",+15%,4,+90%,C,+90%,,,,,,,,,,,,,,,,
1299,Cornichons aigre-doux - Hugo Reitzel,3022820007820,,['Hugo Reitzel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons aigres-doux']",,,['France'],[],,[],,0.4 g,en faible quantité,0 g,en faible quantité,3.7 g,en faible quantité,2 g,en quantité élevée,?,,27,-23%,113 kj(27 kcal),-17%,"0,4",+30%,0,-100%,"3,7",-28%,"3,7",-17%,"1,2",+29%,2,+44%,"0,8",+44%,3,+210%,C,+210%,,,,,,,,,,,,,,,,
1300,Boeuf Carottes - Charles Christ,3022820007868,,['Charles Christ'],,,['Magasins U'],['France'],[],,[],,,,,,,,,,?,,89,,372 kj(89 kcal),,"1,6",,"0,4",,"3,1",,"1,4",,"7,4",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
1301,Cornichons aux 5 aromates - Reitzel - 360g,3022820007875,,['Reitzel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",,,['France'],"['Cornichons ', 'contient conservateur : disulfite de potassium', 'eau', ""vinaigre d'alcool"", 'aromates 4,4% ', 'oignons', 'graines de moutarde jaune et noire', 'coriandre', 'piment de Jamaïque', 'poivre noir', 'sel', 'arôme']","['Moutarde', 'Anhydride sulfureux et sulfites']",[],4,0.1 g,en faible quantité,0 g,en faible quantité,0.4 g,en faible quantité,1.6 g,en quantité élevée,53,-22%,?,,53 kj(13 kcal),-33%,"0,1",-66%,0,-100%,"0,8",-59%,"0,4",-67%,"1,2",+10%,"1,6",-11%,"0,64",-11%,1,-51%,B,-51%,,,,,,,,,360 g,"['Bocal', 'Verre']",,"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,,
