,name,bar_code,eco_score,brand,categories,labels,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,quantity,packaging,ingredients_origins,additives,manufacturing,generic_name,link,palm_ingredients
777,Olives confites denoyautées - Tramier,3017230000042,B,['Tramier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives dénoyautées']",['Sans conservateurs'],,['France'],[],,[],,14 g,en quantité modérée,2.4 g,en quantité modérée,0.5 g,en faible quantité,2.2 g,en quantité élevée,?,,146,-18%,611 kj(146 kcal),-16%,14,-18%,"2,4",-8%,"0,5",-68%,"0,5",+119%,"1,3",+13%,"2,2",-34%,"0,88",-34%,7,-41%,C,-41%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,
778,Olives noires dénoyautées - Tramier,3017233003088,B,['Tramier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Olives dénoyautées', 'Olives noires dénoyautées']",,,['France'],[],,[],,19 g,en quantité modérée,2.7 g,en quantité modérée,0.5 g,en faible quantité,2.2 g,en quantité élevée,?,,181,-16%,757 kj(181 kcal),-16%,19,-10%,"2,7",-4%,"0,5",-80%,"0,5",+66%,"1,3",+4%,"2,2",-39%,"0,88",-39%,8,-34%,C,-34%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,
779,Câpres au vinaigre - Tramier - 100g (égoutté : 60g),3017234001106,,['Tramier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Pickles', ""Pickles d'origine végétale"", 'Câpres au vinaigre', 'Câpres']",,,['France'],"['câpres', 'eau', 'sel', 'vinaigre']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,100 g (égoutté : 60 g),"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,['France'],,,
780,Olives vertes farcies - Tramier,3017239003426,B,['Tramier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies']",,,['France'],[],,[],,15 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,4.5 g,en quantité élevée,?,,145,-12%,607 kj(145 kcal),-11%,15,-6%,3,+12%,"0,1",-94%,0,-100%,1,-40%,"4,5",+36%,"1,8",+36%,13,+6%,D,+6%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,
781,Sauce Vinaigrette à l'huile d'olive et Vinaigre Balsamique -,3017239003822,D,,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,['France'],[],,[],,77 g,en quantité élevée,13 g,en quantité élevée,3.3 g,en faible quantité,0.01 g,en faible quantité,?,,716,+98%,2996 kj(716 kcal),+100%,77,+109%,13,+245%,"3,3",-31%,"3,3",+0%,"0,5",-15%,"0,01",-99%,"0,004",-99%,18,+21%,D,+21%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,
782,Sauce aux Olives Provençale - Tramier - 190g,3017239003969,B,['Tramier'],"['Epicerie', 'Sauces', 'Sauces aux légumes', 'Sauces aux olives', 'Sauces provençales']","['Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans arômes ajoutés', 'Sans conservateurs']",['Auchan'],['France'],"['Tomate ', '51%', 'olive noire ', '36%', ""huile d'olive"", 'câpre ', 'câpre', 'eau', 'sel', ""vinaigre d'alcool"", 'épices ', '0,9%', 'sucre', 'sel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,11 g,en quantité modérée,1.4 g,en faible quantité,2.7 g,en faible quantité,2.1 g,en quantité élevée,?,,122,+103%,510 kj(122 kcal),+108%,11,+426%,"1,4",+405%,"3,1",-56%,"2,7",-47%,"1,3",-8%,"2,1",+123%,"0,84",+123%,10,+3360%,C,+3360%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,190 g,"['Verre', 'Bocal', 'Métal']",,,['France'],Sauce aux olives façon provençale,,
783,Sauce aux olives champignons - Tramier - 190g,3017239004003,B,['Tramier'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates aux champignons']","['Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Tidy man']",,['France'],"['Tomate ', '36 %', 'champignon ', '24 %', 'olive verte égouttée ', '20 %', 'pomme de terre', ""huile d'olive"", 'oignon', 'épices', 'crème fraîche liquide ', 'crème', 'stabilisant : carraghénanes', 'sel', ""vinaigre d'alcool"", 'sucre', 'acidifiant : acide citrique']",['Lait'],['Non végétalien'],4,7 g,en quantité modérée,1.3 g,en faible quantité,2.5 g,en faible quantité,1.2 g,en quantité modérée,?,,91,+42%,381 kj(91 kcal),+45%,7,+106%,"1,3",+181%,"4,1",-26%,"2,5",-41%,"1,5",-8%,"1,2",+28%,"0,48",+28%,6,+620%,C,+620%,48.3%,19.8%,11.8%,11.5%,5.1%,3.5%,91,,190 g,"['Bocal', 'Verre', 'métal']",,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",['France'],,,
784,Tramier - 190g,3017239004010,,['Tramier'],"['Epicerie', 'Sauces', 'Sauces aux légumes', 'Sauces aux olives']","['Fabriqué en France', 'Sans colorants', 'Sans arômes ajoutés', 'Sans conservateurs']",['Carrefour'],['France'],"['Tomate ', '50 %', 'olive ', '27 %', ' ', 'dont olive verte égouttée ', '19 %', ' et olive noire ', '8 %', 'poivron ', '5,4 %', ' ', 'dont poivron jaune et rouge', ""huile d'olive"", 'pomme de terre', 'huile de tournesol', 'épices', 'aubergine', 'sucre', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique']",,[],3,12 g,en quantité modérée,1.5 g,en quantité modérée,3.2 g,en faible quantité,1.1 g,en quantité modérée,?,,133,+49%,556 kj(133 kcal),+41%,12,+119%,"1,5",+92%,"4,1",-40%,"3,2",-36%,"1,4",-15%,"1,1",+4%,"0,44",+4%,5,+160%,C,+160%,,,,,,,,,190 g,"['Bocal', 'Verre']",,['E330 - Acide citrique'],['France'],,,
785,Olives apero artichaut - Tramier,3017239004232,,['Tramier'],,,,['France'],[],,[],,,,,,,,,,?,,122,,510 kj(122 kcal),,12,,"4,9",,1,,"0,8",,3,,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,
786,Olives apero - Tramier,3017239004249,,['Tramier'],,,,['France'],[],,[],,,,,,,,,,?,,160,,669 kj(160 kcal),,16,,"2,9",,"0,8",,"0,5",,"1,2",,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,
787,Sauce aux olives provençale,3017279007989,,,,,,['France'],[],,[],,,,,,,,,,?,,124,,519 kj(124 kcal),,11,,"1,4",,"3,1",,"2,7",,"1,3",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,
788,Mezza luna aux cêpes (3526),3017420035267,,,,,,['France'],[],,[],,,,,,,,,,?,,221,,925 kj(221 kcal),,"9,3",,"4,9",,"24,3",,"1,5",,"10,6",,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,
789,Agnoloni Fontina & Speck - Molino Azzurro - 250g,3017420435760,C,['Molino Azzurro'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes sèches', 'Pâtes de blé dur', 'Plats préparés frais', 'Pâtes fraîches', ""Pâtes de blé dur à l'œuf"", 'Pâtes de blé dur avec du fromage']",['Point Vert'],['Franprix'],['France'],"['Pâte : Semoule de blé dur', 'œufs', 'eau', '\rFarce : Ricotta', 'speck ', '8,3%', 'lait', 'fontina ', '4,9%', 'mozzarella', ' grana padano', 'sel', 'romarin', '\rEnrobage : Farine de riz']","['Œufs', 'Gluten', 'Lait', 'Fontina']",['Non végétalien'],3,11.5 g,en quantité modérée,6.4 g,en quantité élevée,1.5 g,en faible quantité,1.2 g,en quantité modérée,?,,237,-27%,992 kj(237 kcal),-26%,"11,5",+189%,"6,4",+404%,18,-68%,"1,5",-38%,"14,7",+17%,"1,2",+333%,"0,48",+333%,11,,D,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['FR 94.011.001 CE', 'Bonneuil-sur-Marne (Val-de-Marne, France)']",250 g,"['Barquette', 'Plastique', 'Atmosphère protectrice', 'Frais']",,,['France'],Agnoloni Speck et Fontina,,
790,Fiore Tomates Mozzarella - Molino Azzurro - 250g,3017420477210,C,['Molino Azzurro'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes sèches', 'Pâtes de blé dur', 'Plats préparés frais', 'Pâtes fraîches', ""Pâtes de blé dur à l'œuf"", 'Pâtes de blé dur avec du fromage']",['Point Vert'],['Franprix'],['France'],"['Pâte : Semoule de blé dur', 'œufs', 'eau', '\rFarce : ricotta', 'tomates confites ', '9%', 'mozzarella ', '7,8%', 'lait', 'basilic', 'sel']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien']",3,6.4 g,en quantité modérée,4 g,en quantité modérée,3.7 g,en faible quantité,0.26 g,en faible quantité,?,,240,-26%,1004 kj(240 kcal),-25%,"6,4",+61%,4,+215%,"34,4",-39%,"3,7",+52%,"12,2",-3%,"0,26",-6%,"0,104",-6%,-1,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['FR 94.011.001 CE', 'Bonneuil-sur-Marne (Val-de-Marne, France)']",250 g,"['Barquette', 'Plastique']",,,['France'],Fiore Tomate Mozzarella,,
791,3017566000204,3017566000204,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
792,Frais & Primeur / Légumes Bio / Légumes Cuits - Les paysans bio de provence - 400g,3017600247008,,['Les paysans bio de provence'],,"['Bio', 'Bio européen', 'FR-BIO-10']",,['France'],"['OLOGIOUE Agriculture [JE Eve D Sfruits et légumes bio ', "" çufti és en pleine terre des producteurs passionnés C'est pour cela qu'ils sont bons ! Meis doux cuit sous VI e poicls net "", ' 400 g origine France LCI 71285 Erggie 337 kJ - BO,2kca ', 'Matier€• grasse saturée', ' ', '0,2 g', 'Glus des ', ""dont sucres,' 11,8 g "", '4,65g', ' Fibres aJirnertaires ', ' g', ""Prae A conscrnrner de preferer ce avant le 06,'2D18 Curieux d'en savoir plus ? Rendez-vous sur lespaysansbio,cc"", ""T Proh'ah"", 'ra - 754 avenue Pierre Grand', '84300 CAVA""A-ON']",,[],,,,,,,,,,?,,80,,335 kj(80 kcal),,"1,5",,"0,2",,"11,8",,"4,65",,"3,36",,"0,023",,"0,009",,,,,,,,,,,,,,400 g,,,,,,,
793,Huile de colza - Fleurisse,3017601023007,,['Fleurisse'],['Matières grasses'],,,['France'],"['Huile arüsanale produite', 'pressée', 'fil&ée etmise en bouteille à la ferme', 'dans le Berry', ' Nathalie et François MOREAU', ""L'Age"", ""36130 DIORS Conserver à l'abri de la chaleur et de la lumière"", ' A consommer de préférence avant :']",,[],,100 g,en quantité élevée,8.22 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,896,+11%,3749 kj(896 kcal),+12%,100,+13%,"8,22",-64%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,10,-12%,C,-12%,,,,,,,,,,,,,,,,
794,Nutella - Ferrero,3017620401701,D,"['Ferrero', 'Nutella']","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,['France'],[],,[],,31.6 g,en quantité élevée,10.9 g,en quantité élevée,56.7 g,en quantité élevée,0.045 g,en faible quantité,?,,544,-1%,2276 kj(544 kcal),-1%,"31,6",-7%,"10,9",+42%,"57,3",+11%,"56,7",+19%,6,-12%,"0,045",-56%,"0,018",-56%,26,+26%,E,+26%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,,,,
795,Nutella - Ferrero - 120g ?,3017620420443,E,['Ferrero'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']","['Sans gluten', 'Point Vert']",,['France'],"['sucre', 'huile de palme', 'NOISETTES 13 %', 'LAIT écrémé en poudre 8,7 %', 'cacao maigre 7,4 %', 'émulsifiants : lécithines ', 'SOJA', ' ', ' vanilline', ' Sans gluten']","['Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,30.9 g,en quantité élevée,10.6 g,en quantité élevée,56.3 g,en quantité élevée,0.107 g,en faible quantité,?,,539,-2%,2255 kj(539 kcal),-2%,"30,9",-9%,"10,6",+38%,"57,5",+12%,"56,3",+18%,"6,3",-8%,"0,107",+4%,"0,043",+4%,26,+26%,E,+26%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,120 g ?,"['Carton', 'boîte', 'Plastique']",,['E322i - Lécithine'],,,,['Huile de palme']
796,Nutella - Ferrero - 800g,3017620428005,D,"['Ferrero', 'Nutella']","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']","['Huile de palme durable', 'Sans conservateurs', 'RSPO']",,['France'],"['Sucre', 'huile végétale', 'noisette 13 %', 'cacao maigre 7,4%', 'lait écrémé en poudre 6,6%', 'lactoserum en poudre', 'émulsifiants ', 'lecithines:soja', 'vanilline']","['Fruits à coque', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,31.6 g,en quantité élevée,10.9 g,en quantité élevée,56.7 g,en quantité élevée,0.094 g,en faible quantité,2273,+0%,?,,2273 kj(543 kcal),-1%,"31,6",-7%,"10,9",+42%,"57,3",+11%,"56,7",+19%,6,-12%,"0,094",-9%,"0,038",-9%,23,+11%,E,+11%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,800g,"['Pot en verre', 'couvercle plastique', 'couvercle en plastique', 'opercule aluminium']",,['E322i - Lécithine'],,,http://www.ferrero.fr/nutella,
797,Tic tac Maracas - 2 * 54g,3017620507502,E,"['Tic Tac', 'Ferrero']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,['France'],"['Sucre', 'maltodextrine', 'fructose', 'épaississant: gomme arabique', ' amidon de riz', 'arômes', 'huile essentielle de menthe', ""agent d'enrobage: cire de carnauba""]",,['Sans huile de palme'],4,0.5 g,en faible quantité,0.5 g,en faible quantité,94.5 g,en quantité élevée,0.028 g,en faible quantité,1685,+9%,?,,1685 kj(403 kcal),+12%,"0,5",-73%,"0,5",-53%,"97,5",+17%,"94,5",+63%,"0,1",-95%,"0,028",-77%,"0,011",-77%,15,+4%,D,+4%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,2 * 54 g,"['Carton', 'Plastique']",,"[""E414 - Gomme d'acacia"", 'E903 - Cire de carnauba']",,,,
798,K. BUENO T15 - Ferrero,3017620690792,,['Ferrero'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées aux noisettes']",,,['France'],[],,[],,37.3 g,en quantité élevée,17.3 g,en quantité élevée,41.2 g,en quantité élevée,0.272 g,en faible quantité,?,,572,+0%,2393 kj(572 kcal),+1%,"37,3",+1%,"17,3",-1%,"49,5",-1%,"41,2",-1%,"8,6",-1%,"0,272",-7%,"0,109",-7%,27,+1%,E,+1%,,,,,,,,,,,,,,,,
799,Bueno - Kinder - 645g,3017620693786,,['Kinder'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées aux noisettes']","['en:FSC', 'FSC Mix', 'FSC C113864']",['Simply Market'],['France'],[],,[],,37.3 g,en quantité élevée,17.3 g,en quantité élevée,41.2 g,en quantité élevée,0.272 g,en faible quantité,2384,+0%,?,,2384 kj(570 kcal),+0%,"37,3",+1%,"17,3",-1%,"49,5",-1%,"41,2",-1%,"8,6",-1%,"0,272",-7%,"0,109",-7%,27,+1%,E,+1%,,,,,,,,['FSC-C113864'],645 g,"['Carton', 'Plastique']",,,,"Fines gaufrettes enrobées de chocolat au lait, fourrées lait et noisettes broyées",,
800,Bueno - Kinder - 645g,3017620693786,,['Kinder'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées aux noisettes']","['en:FSC', 'FSC Mix', 'FSC C113864']",['Simply Market'],['France'],[],,[],,37.3 g,en quantité élevée,17.3 g,en quantité élevée,41.2 g,en quantité élevée,0.272 g,en faible quantité,2384,+0%,?,,2384 kj(570 kcal),+0%,"37,3",+1%,"17,3",-1%,"49,5",-1%,"41,2",-1%,"8,6",-1%,"0,272",-7%,"0,109",-7%,27,+1%,E,+1%,,,,,,,,['FSC-C113864'],645 g,"['Carton', 'Plastique']",,,,"Fines gaufrettes enrobées de chocolat au lait, fourrées lait et noisettes broyées",,
801,BOX KINDER MAXI MINI 340 pcs,3017620702112,E,"['Kinder', 'Ferrero']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']",,,['France'],"['CHOCOLAT SUPERIEUR AU LAIT 39% ', 'SUCRE', 'LAIT EN POUDRE', 'BEURRE DE CACAO', 'PATE DE CACAO', 'EMULSIFIANTS : LECITHINES [SOJA]', 'VANILLINE', 'SUCRE', 'LAIT ECREME EN POUDRE', 'HUILE DE PALME', 'BEURRE CONCENTRE', 'EMULSIFIANTS : LECITHINES VANILLINE', ' SUR LE TOTAL : PRODUITS LAITIERS 33 0% ', 'LAIT ECREME EN POUDRE', 'LAIT EN POUDRE : 27,4 0%', 'BEURRE CONCENTRE CACAO 12,5 LE CHOCOLAT UTILISE EST UN CHOCOLAT PUR BEURRE DE CACAO']","['Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,35 g,en quantité élevée,22.6 g,en quantité élevée,53.3 g,en quantité élevée,0.3 g,en quantité modérée,?,,566,+8%,2368 kj(566 kcal),+8%,35,+6%,"22,6",+11%,"53,5",+7%,"53,3",+12%,"8,7",+16%,"0,3",+9%,"0,12",+9%,28,+8%,E,+8%,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,,,,,"['E322i - Lécithine', 'E322 - Lécithines']",,,,['Huile de palme']
802,Barre maxi x 4 - Kinder,3017620710490,E,"['Kinder', 'Ferrero']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']",,,['France'],"['Chocolat supérieur au lait 40% ', 'sucre', 'lait en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [soja]', 'vanilline', 'sucre', 'lait écrémé en poudre', 'huile de palme', 'beurre concentré', 'émulsifiants : lécithines [soja]', 'vanilline']","['Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,35 g,en quantité élevée,22.6 g,en quantité élevée,53.3 g,en quantité élevée,0.313 g,en quantité modérée,2360,+6%,?,,2360 kj(564 kcal),+7%,35,+6%,"22,6",+11%,"53,5",+7%,"53,3",+12%,"8,7",+16%,"0,313",+14%,"0,125",+14%,28,+8%,E,+8%,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,,,,,['E322i - Lécithine'],,,,['Huile de palme']
803,Chocolat - Kinder - 400g,3017620713729,E,['Kinder'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']",,['Carrefour Market'],['France'],"['Chocolat supérieur au lait 40% ', 'sucre', 'lait en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants ', 'lécithine de soja', 'vanilline', 'sucre', 'lait écrémé en poudre', 'huile de palme', 'beurre concentré', 'émulsifiants ', 'lécithine de soja', 'vanilline', ' Sur le total : produits laitiers 33% ', 'lait écrémé en poudre', 'lait en poudre 27,5%', 'beurre concentré 5,5%', 'cacao 13%', ' Le chocolat utilisé est un chocolat pur beurre de cacao']","['Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,35 g,en quantité élevée,22.6 g,en quantité élevée,53.3 g,en quantité élevée,0.313 g,en quantité modérée,2360,+6%,?,,2360 kj(564 kcal),+7%,35,+6%,"22,6",+11%,"53,5",+7%,"53,3",+12%,"8,7",+16%,"0,313",+14%,"0,125",+14%,28,+8%,E,+8%,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,,400g,"['Carton', 'Papier', 'Plastique']",,['E322i - Lécithine'],,Chocolat supérieur au lait avec fourrage au lait,http://www.kinder.fr/fr/kinder-chocolat,['Huile de palme']
804,Kinder Chocolat - 200g (16pièces),3017620714801,,"['Kinder', 'Ferrero']",,,,['France'],"['Chocolat supérieur au lait 40% ', 'sucre', 'lait en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [soja]', 'vanilline', 'sucre', 'lait écrémé en poudre', 'huile de palme', 'beurre concentré', 'émulsifiants : lécithines [soja]', 'vanilline']","['Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,2360,,?,,2360 kj(564 kcal),,35,,"22,6",,"53,5",,"53,3",,"8,7",,"0,313",,"0,125",,,,,,,,,,,,,,200 g (16 pièces),"['étui', 'Carton']",,['E322i - Lécithine'],,,,['Huile de palme']
805,Kinder chocolat,3017620715235,,"['Kinder', 'Ferrero']",,,,['France'],[],,[],,,,,,,,,,?,,566,,2368 kj(566 kcal),,35,,22,,53,,53,,9,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
806,Kinder maxi,3017620716393,D,['Kinder'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres de céréales', 'Barres chocolatées', 'Barres de céréales au chocolat', 'Barres chocolatées au lait']",,,['France'],"['chocolatsupéneur au LAIT L ', 'sucre LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines ', 'S 0 J Al', 'sucre LAIT écrémé en poudre', 'huile de pane', 'BEURRE concentré', 'émulsifiants : lécithines [SOJA', ' vanilline', ' Sur le total : produits laitiers 33 0% ', 'lait écrémé en poudre', 'lait en poudre : 27,5 94', 'concentré 5,5 0%', ' - cacao 13 010', ' Le chocolat utilisé est un chocolat pur bcurre de cacao', ' Valcur:']","['Lait', 'Soja']",['Non végétalien'],4,35 g,en quantité élevée,22.6 g,en quantité élevée,53.3 g,en quantité élevée,0.313 g,en quantité modérée,?,,566,+8%,2368 kj(566 kcal),+8%,35,+6%,"22,6",+11%,"53,5",+7%,"53,3",+12%,"8,7",+16%,"0,313",+14%,"0,125",+14%,28,+8%,E,+8%,83.0%,11.4%,2.3%,2.6%,0.7%,0.0%,43,,,,,"['E322 - Lécithines', 'E322i - Lécithine']",,,,
807,Kinder - 2,3017620734984,,['Kinder'],,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,2,,,,,,,
808,Kinder surprise - 100g,3017620734991,,['Kinder'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux']",,,['France'],"['chocolat Supérleur au LAIT 47% ', 'sucre', 'LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [SOJA]', ' vanilline', 'LAIT écrémé en poudre', 'sucre', 'graisses végétales ', 'palme', 'karité', 'BEURRE concentré', 'émulsifiants lécithines [SOJA] vanilline', ' Sur le total : produits laitiers 32 % ', 'lait écrémé en poudre', 'lait en poudre:28 %', 'beurre concentré 4 %', ' - cacao 15%', ' Le chocolat utilisé est un chocolat pur beurre de cacao']","['Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,100g,['Boîte'],,['E322i - Lécithine'],,,,
809,Kinder surprise,3017620735042,,['Kinder'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux']",,,['France'],[],,[],,34.2 g,en quantité élevée,22.6 g,en quantité élevée,52.1 g,en quantité élevée,0.323 g,en quantité modérée,?,,552,-0%,2310 kj(552 kcal),0%,"34,2",+1%,"22,6",+4%,"52,3",-3%,"52,1",-2%,"8,1",+14%,"0,323",+38%,"0,129",+38%,27,+2%,E,+2%,,,,,,,,,,,,,,,,
810,Kinder surprise,3017620735059,,"['Kinder', 'Ferrero']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux']",,,['France'],[],,[],,34 g,en quantité élevée,23 g,en quantité élevée,52.1 g,en quantité élevée,0.323 g,en quantité modérée,?,,552,-0%,2310 kj(552 kcal),0%,34,+0%,23,+6%,"52,3",-3%,"52,1",-2%,"8,1",+14%,"0,323",+38%,"0,129",+38%,27,+2%,E,+2%,,,,,,,,,,,,,,,,
811,Surprise - Kinder,3017620737169,,"['Kinder', 'Ferrero']",,,,['France'],[],,[],,,,,,,,,,2323,,?,,2323 kj(555 kcal),,"34,5",,"22,8",,"52,3",,"52,1",,"8,7",,"0,323",,"0,129",,,,,,,,,,,,,,,,,,,,,
