,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,quantity,packaging,ingredients_origins,manufacturing,traceability_code,additives,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,link,markets,palm_ingredients,brand_owner
1543,Minions Push Up GR. 214 Algida - Unilever,8714100965207,['France'],"['LAIT écrémé réhydraté', 'eau', 'sirop de glucose', 'sucre', 'huile de coco', 'LACTOSE et protéines de LAIT', 'fructose', 'dextrose', 'jus de banane à base de jus concentré ', '0,5%', 'stabilisants ', 'farine de graines de caroube', 'gomme guar', 'carraghénanes', 'alginate de sodium', 'pectines', 'émulsifiant ', ""mon? et diglycérides d'acides gras"", 'banane ', '0,1%', 'arômes', ""correcteur d'acidité "", 'acide citrique', 'colorant ', 'caroténoïdes', ' Peut contenir : oeuf', 'soja', 'fruits à coque', ' A consetver à -1800 A consommer de préférence avant fin : voir sur le côté de la boîte', ' Helado sabor banana y vainilla', ' Ingredientes: LECHE desnatada rehidratada', 'agua', 'jarabe de glucosa', 'azücar', 'grasa de coco', 'suero de LECHE en polvo', 'fructosa', 'dextrosa', 'zumo de banana a partir de concentrado ', '0,5%', 'estabilizantes ', 'goma garrofin', 'goma guar', 'carragenanos', 'alginato sédico', 'pectinas', 'emulgente ', 'mono y diglicéridos de âcidos grasos', 'banana ', '0,1 %', 'aromas', 'corrector de acidez ', 'écido citrico', 'colorante ', 'carotenos', ' Puede contener huevo', 'soja', 'fmtos secos', ' Mantener a temperatura inferior a -180C', ' Consumir preferentemente antes del fin de', ""' ver lateral"", 'Gelado aromatizado de baunilha e gelado aromatizado de banana', ' Ingredientes: LEITE magro reconstituido', 'âgua', 'xarope de glicose', 'açücar', 'gordura de coco', 'LACTOSE e proteinas lâcteas ', 'LEITE', 'fmtose', 'dextrose', 'sumo de banana à base de concentrado ', '0', '5%', 'espessantes ', 'farinha de semente de alfarroba', 'goma de guai', 'carragenina', 'alginato de sédio', 'pectinas', 'emulsionante ', 'mono e diglicéridos de écidos gordos', 'banana ', '0', '1%', 'aromas', 'regulador de acidez ', 'âcido citrico', 'corante ', 'carotenos', ' Pode conter ovo', 'soja', 'fmtos de casca ma', ' Consetvar no congelador ', '-180C', ' Consumir de preferência antes do fim de: verna patte lateral da embalagem Lody o smaku waniliowym i lody o smaku bananowm', ' Skiadniki: odtworzone odttuszczone MLEKO', 'woda', 'syrop glukozowy', 'cukier', 'olej kokosowy', 'preparat serwatkowy ', 'MLEKO', 'fruktoza', 'glukoza', 'sok bananowy z soku zageszczonego ', '0,5%', 'stabilizatory ', 'mqczka chleba éwietojafiskiego', 'guma guar', 'karagen', 'alginian sodu', 'pektyny', 'emulgator ', 'mono- i diglicenydy kwaséw tluszczowych', 'banan ', '0,1%', 'aromaty', 'regulator kwasowoéci ', 'kwas cywnowy', 'bawnik ', 'karoteny', ' Moie zawieraé: jaja', 'soj?', 'orzechy', ' Najlepiej spoiyé przed kohcem: patrz bok opakowania', ' Przechowywaé w temperaturze nie wy2szej nii -1800']",['Non végétalien'],?,164,686 kj(164 kcal),"5,6","5,1",26,18,"1,8","0,14","0,056",['Unilever'],,,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E401 - Alginate de sodium', 'E440 - Pectines', 'E330 - Acide citrique', 'E160 - Caroténoïdes']",4,,,,,,,,,,,,
1544,Venco Droptoppers Zacht & Zoet,8714200212720,['France'],"['sucre', 'sirop do glucose', 'amidon modifié', 'eau', 'gélatine', 'Sirop de mélasse', 'de réglisse 2%', ""chlorure d'ammonium 1%"", 'maltodextrine', 'acidifiant ', 'acide lactique', 'colorants ', 'carbo vegetabilis', 'extrait de paprika', 'curcumine', 'huiles végétale ', 'coco', 'palme', 'arômes', 'sucre caramélisé', ""agents d'enrobage "", 'cire de carnauba', ""cire d 'abeille"", 'concentré de ', 'carotte', 'cassis', 'farine de blé', ' Peut contenir de traces de lait']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,326,1364 kj(326 kcal),"0,1","0,1",76,55,"5,2","0,12","0,048",['Venco'],,,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E428 - Gélatine', ""E510 - Chlorure d'ammonium"", 'E270 - Acide lactique', 'E160c - Extrait de paprika', 'E100 - Curcumine', 'E903 - Cire de carnauba', ""E901 - Cire d'abeille""]",4,,,,,,,,,,,['Huile de palme'],
1545,Schoolkrijt - Venco,8714200214533,['France'],"['sucre', 'sirop de Confiserie', 'mélasse', 'farine de blé', 'sirop de glucose', 'graisse coco totalement hydrogénée', 'suc de réglisse', 'épaississant ', 'gomme arabique', 'humectants ', 'glycérol', 'sirop de sorbitol', ""chlorure d'ammonium"", 'glucose-fructose', 'colorants ', 'E150d', 'et menthol', 'sel', ""correcteur d'acidité "", 'ESOC']",[],?,380,1590 kj(380 kcal),"1,8","1,6",88,74,"1,9","0,2","0,08",['Venco'],,,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""E414 - Gomme d'acacia"", 'E422 - Glycérol', 'E420ii - Sirop de sorbitol', ""E510 - Chlorure d'ammonium"", ""E150d - Caramel au sulfite d'ammonium""]",4,,,,,,,,,,,,
1546,Schoolkrijt - Venco - 279g,8714200215455,"['France', 'Pays-Bas']",[],[],?,380,1590 kj(380 kcal),"1,8","1,6",88,74,"1,9","0,18","0,072",['Venco'],,,,,,,,,,,,,,,,,,,,,,,,,,,279 g,,,,,,,,,,,,,,,,,,
1547,Appelaere Apple Juice Without Added Sugars - De Appelaere,8714242970015,['France'],['Ingrédients: pommes et vitamines C'],[],?,46,192 kj(46 kcal),"0,1","0,05",11,"10,5","0,1","0,002","0,001",['De Appelaere'],['Boissons'],,,0.1 g,en faible quantité,0.05 g,en faible quantité,10.5 g,en quantité élevée,0.002 g,en faible quantité,,-18%,-20%,-71%,-58%,-3%,+11%,-80%,-95%,-95%,12,+57%,E,+57%,,,,,,,,1,,,,,,,,,,,,
1548,Muesli chocolat - Meesters van de Halm,8714266435828,['France'],[],[],?,429,1795 kj(429 kcal),"13,5","5,6","65,2","15,3","8,3","0,051","0,02",['Meesters van de Halm'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Mueslis au chocolat']",,,13.5 g,en quantité modérée,5.6 g,en quantité élevée,15.3 g,en quantité élevée,0.051 g,en faible quantité,,-3%,-3%,-15%,+8%,+6%,-19%,-11%,-79%,-79%,13,+43%,D,+43%,B,,,,,,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,
1549,Zwan Chopped Ham / Pork,8714555000409,['France'],[],[],?,253,1059 kj(253 kcal),19,"7,3",6,"0,5","14,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Zwan Chicken Luncheonmeat - 200g e,8714555001659,['France'],"['Poulet séparé désossé mécaniquement 75 %', 'eau', 'amidon de blé', 'peau de poulet 6 %', 'sel', 'tissu conjonctif de poule', 'stabilisant : E451', 'herbes et épices ', 'contient moutarde et céleri', 'protéine hydrolysée végétale ', 'maïs', 'exhausteur de goût : E621', 'antioxygène : E316', 'dextrose', 'conservateur : E250']","['Non végétalien', 'Non végétarien']",?,211,883 kj(211 kcal),15,"4,6",7,"0,1",12,"2,4","0,96",['Zwan'],"['Conserves', 'Viandes', 'Charcuteries', 'Viandes en conserve', 'Pâtés de poulet']",['Halal'],"['Céleri', 'Gluten', 'Moutarde']",15 g,en quantité modérée,4.6 g,en quantité modérée,0.1 g,en faible quantité,2.4 g,en quantité élevée,,+6%,+10%,+19%,-11%,+483%,-74%,-31%,+48%,+48%,16,+34%,D,+34%,,200 g e,"['boîte', 'métal', 'Conserve']",,"['Pays-Bas', 'Hollande']",['NL 129 EG'],"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,Pâté de Poulet,,['Alep Market'],,
1551,Zwan Chicken Luncheon Meat (340G) - 340g,8714555001666,['France'],[],[],?,211,883 kj(211 kcal),15,"4,6",7,"0,1",12,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,340 g,,,,,,,,,,,,,,,,,,
1552,Zwan Chicken Cocktail Sausages,8714555001765,['France'],[],[],?,175,732 kj(175 kcal),"12,5","3,9","4,5","0,1",11,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,ZWAN cocktail sausages,8714555192470,['France'],[],[],?,219,916 kj(219 kcal),11,"5,7","5,5","0,2",11,"2,7","1,08",['Zwan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Plakken - Bastiaansen - 0.150kg,8714565779227,"['France', 'Pays-Bas']",[],[],?,403,1686 kj(403 kcal),"33,4","22,6",0,0,"25,8","1,5","0,6",['Bastiaansen'],,"['Bio', 'Bio européen', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,0.150 kg,,,,,,,,,,,,,,,,['Ekoplaza'],,
1555,Saté sauce aux arachides - Asli,8714573014112,['France'],"['arachides ', '62%', 'sucre ', 'sucre', 'sirop de sucre', ""colorant'"", ' caramel ', 'E150c', ""l'oignon"", 'mélangées des herbes et épices ', 'paprika', 'coriandre', 'cumin', 'taos', 'gingembre', 'ail', 'sel']",[],?,461,1929 kj(461 kcal),"29,1","4,4","33,3","29,9","15,8",4,"1,6",['Asli'],,,['Arachides'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",4,,,,,,,,,,,,
1556,Coffee Candies Hopjes - Rademaker,8714600005755,['France'],[],[],?,403,1686 kj(403 kcal),"3,7","1,6",92,75,0,"0,13","0,052",['Rademaker'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,King Pepermuntballen - King Perpermunt,8714600006073,['France'],"['suaaï', 'glu syrup', 'fully hydrogenated palm kernel fat ', 'contains soy', 'tit?nium dioxide', 'peppermint oill menthol', ' Voedingswaarde/valeur nutritionelle/Nâhrwertangabe/ Per 100 g nutrition dedaration 1650 kJ/ Energie/énergie/Energie/']",[],?,390,1632 kj(390 kcal),"1,3","1,3",94,79,0,0,0,['King Perpermunt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Magischer Sand,8714627648805,['France'],"['b azard— voor ', 'oroer Kleine onderd enfants de rooio% de éléments', ' Danger fur 36 Monateo No conviente para af', 'OS', 'Partes atragantarnierft', 'o', ' Contra-iodicado menos de 3 de I AVVVV<TERZL bambini di parti', 'Riezhio di oSTRZE2ENtE dzieci wieVu le cz""ci', 't VAROVAU', ' do tfi let', ""thalé eh'„ti"", 'OVAR%L egnet til barn uod€f']",[],?,10,42 kj(10 kcal),"10,5",10,10,10,10,10,4,['Magischer Sand'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Party Pita - Florentin Organic Kitchen,8714685901300,"['France', 'Pays-Bas']","['Tarwebloem* ', 'gluten', 'water', 'gist', 'zeezout', ' *= gecontroleerde biologische teelt', ' Veganistisch']","['Végétalien', 'Végétarien']",?,250,1046 kj(250 kcal),"0,9",0,0,0,8,"1,1","0,44",['Florentin Organic Kitchen'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains spéciaux', 'Pains Pita']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'NL-BIO-01']",['Gluten'],0.9 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1.1 g,en quantité modérée,,-0%,-1%,-40%,-100%,-100%,-100%,-3%,+2%,+2%,2,+117%,B,+117%,B,,,,,,,4,49.6%,26.4%,15.7%,7.2%,1.0%,0.0%,95,,,['Ekoplaza'],,
1560,Salade (caviar) D'aubergines - florentin,8714685902024,"['France', 'Pays-Bas']","['aubergines ', '56%', 'huile de tournesol ', '33%', ""jaunes d'oeufs "", '5%', 'eau', 'sel marin', 'ail', 'poivrons rouges', 'piment rouge', 'coriandre', 'cardamome', ' Agents épaississants naturels: gomme guar', 'gomme xanthane', ' Acidifiants naturels: acide lactique issu de sucre de canne', 'acide citrique', "" Issus de l'Agriculture Biologique"", ' Végétarien', 'sans gluten']","['Non végétalien', 'Végétarien']",?,312,1305 kj(312 kcal),"33,3","5,5","1,7","1,4","1,7","1,775","0,71",['Florentin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', ""Caviars d'aubergine""]","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'NL-BIO-01']",['Œufs'],33.3 g,en quantité élevée,5.5 g,en quantité élevée,1.4 g,en faible quantité,1.77 g,en quantité élevée,,+69%,+70%,+99%,+164%,-68%,-53%,+9%,+56%,+56%,14,+112%,D,+112%,,,,,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E270 - Acide lactique', 'E330 - Acide citrique']",4,,,,,,,,,,['Ekoplaza'],,
1561,Hummus Coriandre - Florentin,8714685902208,"['France', 'Pays-Bas']","[""Pois chiches* trempés dans l'eau "", '30%', 'eau', 'huile de tournesol* ', 'sésame* ', '10%', 'coriandre* ', '4%', 'farine de maïs*', 'sel marin', 'ail* ', 'citron mariné* ', 'cumin* ', 'poivre noir* poivrons rouges*', 'piment rouge*', 'cardamome*', ' Acidifiants naturels: acide lactique issu sucre de canne', ' *= issus de Agriculture Biologique', 'Végétalien', 'sans gluten']","['Végétalien', 'Végétarien']",?,259,1084 kj(259 kcal),"22,2","3,4",8,"0,6","5,1","0,8","0,32",['Florentin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'NL-BIO-01', 'Biologisch', 'EU/Non EU landbouw', 'Glutenvrij', 'Veganistisch', 'Vegetarisch']",['Graines de sésame'],22.2 g,en quantité élevée,3.4 g,en quantité modérée,0.6 g,en faible quantité,0.8 g,en quantité modérée,,-2%,-1%,+10%,+38%,-25%,-55%,-21%,-23%,-23%,6,+20%,C,+20%,B,,,,,,['E270 - Acide lactique'],3,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,['Ekoplaza'],,
1562,Falafel burger broccoli - Florentin,8714685903359,['France'],"['pois chiches trempés* ', '69%', 'brocolis* ', '21%', 'oignons* ', '7%', 'ail*', 'sel marin', 'menthe sèche* ', '0,2%', 'huile de tournesol*', 'épaississant ', 'gomme xanthane', 'gomme de guar', 'acide lactique']",[],?,262,1096 kj(262 kcal),"18,6","1,8","13,7","1,1","7,3","1,3","0,52",['Florentin'],"['Sandwichs', 'Hamburgers végétariens']",['Bio'],,18.6 g,en quantité modérée,1.8 g,en quantité modérée,1.1 g,en faible quantité,1.3 g,en quantité modérée,,+23%,+23%,+100%,+7%,-9%,-58%,-41%,+11%,+11%,-5,-355%,A,-355%,,,,,,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E270 - Acide lactique']",4,,,,,,,,burger végétal,,,,
1563,Hummus + - Florentin,8714685903519,"['France', 'Pays-Bas']","['pois chiches ', '67%', ""huile d'olive "", 'I 1%', 'pâte de sésame* ', 'I1%', 'eau', 'ail', 'jus de citron*', 'sel marin', 'acidifiant ', ""acide lactique'"", 'poivre blanc', 'cumin*', "" *= Issus de l'Agriculture Biologique"", ' Végétalien', 'sans gluten', ' Issu de sucre de canne']","['Végétalien', 'Végétarien']",?,233,975 kj(233 kcal),17,"2,8","8,3","1,7","7,9",1,"0,4",['Florentin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'NL-BIO-01', 'Biologisch', 'EU/Non EU landbouw', 'Glutenvrij', 'Veganistisch', 'Vegetarisch']",,17 g,en quantité modérée,2.8 g,en quantité modérée,1.7 g,en faible quantité,1 g,en quantité modérée,,-11%,-11%,-16%,+14%,-22%,+27%,+22%,-4%,-4%,4,-20%,C,-20%,B,,,,,,['E270 - Acide lactique'],3,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,http://www.florentin-kitchen.fr/produit/hummus-2/,['Ekoplaza'],,
1564,Wraps,8714700999763,['France'],[],[],?,309,1293 kj(309 kcal),"7,3","1,4",51,"2,5","8,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Chou chinois - Sans marque - 1,8714745502133,['France'],['Chou chinois'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Sans marque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Choux cabus', 'Chou chinois', 'en:raw-chinese-cabbage']",,,,,,,,,,,,,,,,,,,,,,,,,A,1,"['Sachet', 'Plastique', 'LDPE']",,,,,1,59.0%,0.0%,0.0%,14.5%,17.3%,9.2%,96,,,,,
1566,Candy Sticks X12 - Licence Mix,8714786766204,['France'],"['fantatale korn', 'Lentilles au remplissage composé de chocholat', 'ingreaiet\\tà Supt', 'tutty connut', "" thickenlng tgen: E' 144 È3?2 "", 'turnower', 'l qtucote syru04 May contain traces of hazelnuts', 'almon mllk', ' in and dry ', 'ngrealénten Sulken voiied!û emuljaton 904: aroma', "" Kan sporen Van haaln0'itrtJ amandalan en malk bwctttn"", 'en koej bmarem ingré51entt: Sucre', 'entje hydrqénée de palmiste', 'noix de coco', 'poudre de cacao', 'E414', ' %ionntsÈ100', 'E141 EIB2i E183', 'Ef7f', ' émulsifiant E322 ', 'ttumesof', ': trop de ESCI', '304']",[],?,464,1941 kj(464 kcal),18,17,68,67,"3,3",0,0,['Licence Mix'],['Produits sous license'],,,18 g,en quantité modérée,17 g,en quantité élevée,67 g,en quantité élevée,0 g,en faible quantité,,+22%,+24%,+33%,+138%,+26%,+88%,-24%,-100%,-100%,25,+64%,E,+64%,,,,,,,"[""E414 - Gomme d'acacia"", 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E322 - Lécithines']",4,,,,,,,,,,,,
1567,Refresco Energetico B52 Lata 250ML,8714800012645,['France'],[],[],?,45,188 kj(45 kcal),0,0,"11,3","11,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Bavaria Non-alcoholic Lemon Malt Beer,8714800019897,['France'],[],[],?,0,0 kj(0 kcal),0,0,"8,3",8,"0,03",0,0,['Bavaria'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,8.6 Absinthe - Bavaria - 50cl,8714800026956,['France'],"['Eau minérale naturelle', ""malt d'orge"", 'froment', 'houblon', ""arômes naturels d'herbes et d'épices""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,['Bavaria'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,B,50 cl,"['Canette', 'Aluminium']",['Pays-Bas'],,,,4,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,Special herbal beer,,['Casino'],,
1570,"Fruity Rosé 0,0% - Bavaria - 1,5L (6 * 25cl)",8714800027816,['France'],"['Eau minérale naturelle', 'sucre', ""malt d'orge"", 'malt de blé', 'jus de fruits à base de concentré ', 'framboise', 'cerise', 'myrtille', 'baie de sureau', 'acidifiant ', 'acide citrique', 'arômes naturels', 'houblon']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,25,105 kj(25 kcal),0,0,6,"4,9","0,2",0,0,['Bavaria'],"['Boissons', 'Boissons alcoolisées', 'Boissons sans alcool', 'Bières sans alcool', 'Panaché', 'Boissons avec sucre ajouté']","['Sans alcool', 'en:saveurs-de-l-annee-france', ""Saveurs de l'Année 2015""]","['Gluten', 'Malt de blé', 'Malt de blé']",,,,,,,,,,-19%,-24%,-100%,-100%,-15%,-19%,-22%,-100%,-100%,,,,,C,"1,5 L (6 * 25 cl)","['Bouteille', 'Verre', 'Carton', 'Capsule en metal', 'Bouteille en verre brune']",,"['Lieshout', 'Pays-Bas']",,['E330 - Acide citrique'],4,16.9%,14.1%,42.2%,17.6%,7.2%,2.0%,57,Bière sans alcool saveur fruits rouges,,['Super U'],,
1571,8.6 Original - Bavaria - 50cl e,8714800029193,['France'],"['Eau minérale naturelle', ""malt d'orge"", 'blé', 'houblon']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Bavaria'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,C,50 cl e,"['Aluminium', 'Canette']",,"['Hollande', 'Pays-Bas']",,,3,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,Bière spéciale blonde,http://www.bavaria86.com/site/,['Carrefour City'],,
1572,Bière pêche sans alcool Bavaria 0.0%,8714800031509,['France'],[],[],?,31,130 kj(31 kcal),0,0,"8,3",8,"0,03",,,['Bavaria'],"['Boissons', 'Boissons sans alcool', 'Bières sans alcool']",['Sans alcool'],,0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,,,,+7%,+8%,-100%,-100%,+29%,+104%,-88%,,,,,,,C,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,
1573,Bière sans alcool citron vert gingembre - Bavaria,8714800035736,['France'],[],[],?,30,126 kj(30 kcal),0,0,"7,9","7,6","0,03",0,0,['Bavaria'],"['Boissons', 'Boissons sans alcool', 'Bières sans alcool']",['Sans alcool'],,0 g,en faible quantité,0 g,en faible quantité,7.6 g,en quantité élevée,0 g,en faible quantité,,+3%,+5%,-100%,-100%,+22%,+94%,-88%,-100%,-100%,11,+41%,E,+41%,C,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,
1574,"Multivruchtensap, Wereldsap, Fles 2 Liter",8714862000567,['France'],[],[],?,42,176 kj(42 kcal),"0,1",0,10,"9,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Sucre gelifiant,8714975000362,['France'],[],[],?,395,1653 kj(395 kcal),0,0,99,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Sucre bio - Mi Perla,8714975001222,['France'],[],[],?,396,1657 kj(396 kcal),0,0,99,99,0,0,0,['Mi Perla'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Morceaux de sucre N°4 - Sans marque - 1kg,8714975001253,['France'],['Sucre'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1700,?,1700 kj(406 kcal),0,0,100,100,0,0,0,['Sans marque'],"['Édulcorants', 'Sucres', 'Sucres en morceaux']",,,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,+1%,,+1%,,-100%,+0%,+0%,-100%,-100%,-100%,15,+5%,D,+5%,A,1 kg,['Carton'],,,,,2,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,['Auchan'],,
1578,Le Sucre,8714975998492,['France'],[],[],?,400,1674 kj(400 kcal),0,0,100,100,0,0,0,,,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,"Nescafé Espresso Instant Coffee, 25 Single-servings",8715000020096,['France'],[],[],?,118,494 kj(118 kcal),"0,2","0,1","3,1","3,1","7,8","0,25","0,1",['Nescafe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Maggi Aroma 800ML,8715000030057,"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,['Maggi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Carnation Light Condensed Milk 405G,8715000934737,['France'],[],[],?,279,1167 kj(279 kcal),"0,2","0,1","60,4","60,4","8,9","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['steel-can'],,,,,,,,,,,,,,,,,
1582,Huile de noix de coco - Bon Coco,8715017218738,"['France', 'Pays-Bas']","['oil 100% / ingrediënteh: kokosolie 100% / 100% / Ingrédiënts: huile de noix de coco à 100% is liquid at about 25 degrees celcius/ Kokosolie wordt vloeibaar 25C/Kokosôl ist flüssig bei ca', "" 25 Grad Celcius/ L'huile de coco est liquide à environ 25 degrés Celsius"", ' pproduced for: Unidex B', 'V', ' Antwoordnummer 920', 'NL2180 VG Hillegom', '/ Product von Sonneneinstrah/un / Conserver dans un endroit frais et sec loin de la Pumiére directe du soleil Kohlenhydrate - glucides avon Zucker --']",[],?,824,3448 kj(824 kcal),"91,2",79,"0,14",0,"0,68",0,0,"['Bon Coco', 'Kokosolie']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,,91.2 g,en quantité élevée,79 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-6%,-7%,+142%,-100%,+2122%,-100%,-100%,20,+3%,E,+3%,,,['Sachet'],,,,,,,,,,,,,,,,,
