,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,additives,allergens,labels,packaging,manufacturing,nova_score,markets,link,palm_ingredients,ingredients_origins,generic_name,traceability_code,brand_owner
373,Noix de cajou,8938506439043,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['France'],[],[],41.9 g,en quantité élevée,8.1 g,en quantité élevée,21.5 g,en quantité élevée,0.35 g,en quantité modérée,?,,592,-1%,2477 kj(592 kcal),-1%,"41,9",-9%,"8,1",-5%,"31,6",+23%,"21,5",+231%,"21,5",+15%,"0,35",-44%,"0,14",-44%,10,+32%,C,+32%,E,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,
374,Thanh vinh - Organic,8938506854518,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,['Organic'],,,,,,,,,,,['Halal'],,,,,,,,,,
375,Chocolat - Alluvia,8938506900208,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,E,['Alluvia'],85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,,,
376,Sauce Moutarde - Radhuni - 525ml,8941100511824,"['Epicerie', 'Condiments', 'Sauces', 'Sauces salades', 'Vinaigrettes']",['France'],"['Eau', 'Rye moutarde', 'moutarde blanche', 'mangue verte', 'sel', 'gingembre', 'turmeric', 'sel noir', 'poivre noir', 'cumin', 'starch de tapioca', 'anis', 'coriandre', 'piment', 'cannelle', 'feuille de laurier', 'gomme xanthane ', 'E415', 'gallate de propyle ', 'E310', 'désulfite de potassium ', 'E224', ' benzoate de sodium ', 'E211', ' acide acétique ', 'E260']",[],,,,,,,,,?,,30,,126 kj(30 kcal),,2,,0,,3,,0,,1,,"0,511",,"0,204",,,,,,D,['Radhuni'],80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,525 ml,"['E415 - Gomme xanthane', 'E310 - Gallate de propyle', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E260 - Acide acétique']",,,['Bouteille plastique'],['Bangladesh'],4,['AZ sasu 45 rue Heurtault 93300 Aubervilliers'],http://www.squarefoodandbeverage.com,,,Sauce Moutarde,,
377,Spice Toast - Kishwan - 150g,8941114005784,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",['France'],"['Farine de blé', 'sucre', ' Graisse végétale hydrogénée', 'huile végétale', ' Sel', 'levure sèche active', 'assaisonnement ', 'poudre de chili', 'poudre de cumin', 'glutamate monosodique', 'sulfate de sodium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",12 g,en quantité modérée,0 g,en faible quantité,16 g,en quantité élevée,0.305 g,en quantité modérée,?,,412,+5%,1724 kj(412 kcal),+4%,12,+80%,0,-100%,"70,5",+3%,16,+174%,7,-41%,"0,305",-74%,"0,122",-74%,4,-36%,C,-36%,A,['Kishwan'],48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,150 g,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E514i - Sulfate de sodium']",['Gluten'],,['Sachet'],['Bangladesh'],4,['AZ Sasu 45 rue Heurtault 93300 Aubervilliers'],http://www.kishwan.com,,,Biscottes aux Épices,,
378,Pain au lait - Pasquier,8960706010388,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Pains au lait']",['France'],[],[],12 g,en quantité modérée,6.9 g,en quantité élevée,13 g,en quantité élevée,1.2 g,en quantité modérée,?,,364,+3%,1523 kj(364 kcal),+4%,12,+5%,"6,9",+64%,52,-2%,13,-2%,"8,5",-1%,"1,2",+18%,"0,48",+18%,17,+28%,D,+28%,C,['Pasquier'],78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,,,,,,,,,,,,,,
379,Lu Bakeri Ciscuits,8961003011740,,['France'],"['mi', 'Farine de blé', 'hydrogénée et non hydrogénée graisse végétale ', 'Palm', 'sucre', 'lait écrémé en poudre', 'beurre', 'sel', 'bicarbonate de sodium ', 'E500', ""du bicarbonate d'ammonium "", 'E503', 'arôme identique naturel: Beurre Contient: blé ', 'gluten', ' et Milk', 'Fabriqué dans une usine qui traite aussi des oeufs et de soja', ' àny']",['Non végétalien'],,,,,,,,,?,,555,,2322 kj(555 kcal),,"33,3",,"16,4",,57,,"21,2",,"6,7",,0,,0,,,,,,,['Lu'],,,,,,,,,"['E500ii - Carbonate acide de sodium', 'E500 - Carbonates de sodium', ""E503ii - Carbonate acide d'ammonium"", ""E503 - Carbonates d'ammonium""]","['Gluten', 'Lait', 'Soja']",,,,4,,,,,,,
380,Nutkao,8961003011788,,['France'],[],[],,,,,,,,,?,,528,,2209 kj(528 kcal),,"29,2",,10,,"58,4",,57,,"6,1",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
381,Candi Original - LU,8961003571008,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],[],[],19.8 g,en quantité modérée,9.4 g,en quantité élevée,36.1 g,en quantité élevée,0.2 g,en faible quantité,?,,489,+3%,2046 kj(489 kcal),+3%,"19,8",-5%,"9,4",-7%,"72,7",+14%,"36,1",+22%,5,-23%,"0,2",-66%,"0,08",-66%,23,+16%,E,+16%,C,['LU'],80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,['Halal'],"['Carton', 'Plastique']",['Pakistan'],,,,,,Biscuits à la cassonade et au goût caramel,,
382,Full Cream Milk - Nestlé Milk Pak,8961008206400,"['Produits laitiers', 'Laits']",['France'],"['Ingredients: Milk Solids', 'Stabilizers', 'Minerals & Vitamins', ' May containSoya Lecithin', 'No PRESERVATIVES']",[],3.6 g,en quantité modérée,2.3 g,en quantité modérée,5.2 g,en quantité modérée,0.09 g,en faible quantité,?,,62,-6%,259 kj(62 kcal),-5%,"3,6",+75%,"2,3",+93%,"5,2",-14%,"5,2",-4%,"2,2",-38%,"0,09",-27%,"0,036",-27%,2,+248%,B,+248%,D,['Nestlé Milk Pak'],78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,['Sans conservateurs'],,,,,,,,,,
383,Khatti meethi hajmola imli candy,8961100286263,,['France'],[],[],,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,10,,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Aamrus candy,8961100286294,,['France'],[],[],,,,,,,,,?,,384,,1607 kj(384 kcal),,0,,0,,96,,56,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,ginger herbal tea,8964000267813,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Lychee drink,8964000609668,,['France'],[],[],,,,,,,,,?,,110,,460 kj(110 kcal),,3,,3,,1,,1,,"0,9",,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Nimko,8964000760208,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,crème aux oeufs -,89612781,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Desserts lactés aux œufs']",['France'],[],[],8.8 g,en quantité modérée,5 g,en quantité modérée,17 g,en quantité élevée,0.17 g,en faible quantité,?,,174,+18%,728 kj(174 kcal),+16%,"8,8",+63%,5,+62%,19,-6%,17,-6%,"4,8",+13%,"0,17",+16%,"0,068",+16%,7,+22%,C,+22%,,,,,,,,,,,,,,,,,,,,,,,
389,SQ Cashew - Silver spoon,8991001121615,,['France'],[],[],,,,,,,,,?,,170,,711 kj(170 kcal),,11,,11,,15,,11,,3,,"0,03",,"0,012",,,,,,,['Silver spoon'],,,,,,,,,,,,,,,,,,,,,
390,Chacha peanut,8991001503107,,['France'],[],[],,,,,,,,,?,,533,,2230 kj(533 kcal),,26,,5,,56,,50,,10,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Carrebian nuts,8991002103924,,['France'],[],[],,,,,,,,,?,,90,,377 kj(90 kcal),,2,,2,,17,,12,,1,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Fullo - Bernard Loiseau / Edmont Fallot,8991102381109,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,2,,"1,5",,5,,4,,1,,"0,3",,"0,12",,,,,,,['Bernard Loiseau / Edmont Fallot'],,,,,,,,,,,,,,,,,,,,,
393,Kopi Bali,8992138311009,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,2,,1,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,8992138341020,8992138341020,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Nu Green Tea Original Btl 500 Ml**,8992388101016,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",['France'],[],[],,,,,,,,,?,,80,+567%,335 kj(80 kcal),+598%,0,-100%,0,-100%,21,+838%,20,+1553%,0,-100%,15,+102640%,6,+102640%,30,+614%,E,+614%,B,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,500 mL,,,,,,,,,,,,,
396,Abc Mie Cup Baso Sapi 60 GR B,8992388121090,,['France'],[],[],,,,,,,,,?,,460,,1925 kj(460 kcal),,22,,11,,55,,4,,12,,6,,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Abc Mie Cup Gulai Ayam Pedas - ABC President,8992388121267,,['France'],"['Noodle : Wheat flour', 'edib/e vegetable oil', 'salt', 'acidity regulator', 'stabilizer', 'thickener', 'and colouring* ', 'tartrazine C', 'I', ' 79140', ' Seasoning : Salt', 'sugar', 'flavour enhancer ', 'monosodium glutamate', 'vegetable creamer powder', 'natural identical chicken flavour', 'gar/ic powder', 'onion powder', 'gulai spices powder', ' Hot seasoning : Chili powder and spices', ' Oil : Edib/e vegetable oil', 'chili oil', 'and gulai seasoning', ' Garnish : Dehydrated vegetables ', 'leek', 'carrot', 'texturized soyprotein', 'and chili']","[""Pourrait contenir de l'huile de palme""]",,,,,,,,,?,,270,,1130 kj(270 kcal),,12,,6,,34,,1,,7,,"1,4",,"0,56",,,,,,,['ABC President'],,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,,,,4,,,,,,,
398,"Beignet Samossa aux légumes Préfrit, Surgelé -",8992704003932,"['Plats préparés', 'Samoussas', 'Samoussas aux légumes']",['France'],[],[],10.1 g,en quantité modérée,8.42 g,en quantité élevée,7.5 g,en quantité modérée,0.2 g,en faible quantité,?,,245,+35%,1025 kj(245 kcal),+34%,"10,12",+52%,"8,42",+710%,"38,74",+50%,"7,5",+85%,"3,52",-18%,"0,2",-74%,"0,08",-74%,12,+255%,D,+255%,E,,94.1%,2.8%,0.7%,0.7%,0.4%,1.4%,7,,,,,,,,,,,,,,
399,Sambal goreng ati,8992735248173,,['France'],[],[],,,,,,,,,?,,35,,146 kj(35 kcal),,15,,4,,29,,3,,1,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Pulpy orange,8992761166038,,['France'],[],[],,,,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,0,,0,,0,,15,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Thé vert,8992936661917,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Beignet de riz gluant,8992988153002,,['France'],[],[],,,,,,,,,?,,491,,2054 kj(491 kcal),,18,,16,,72,,9,,"7,1",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Extra Joss,8993058104702,,['France'],[],[],,,,,,,,,?,,15,,63 kj(15 kcal),,0,,0,,0,,0,,1,,"0,032",,"0,013",,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,
404,Keripik Tempe - Indimaret,8994096215689,,['France'],"['Fermented Soy Bean Cake', 'Palm Olein ', 'contain Antioxidant TBHQ', ',Rice Flour', 'Tapioca Starch', 'Premix Seasoning', 'Egg']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,225,,941 kj(225 kcal),,"14,21",,"2,98",,"8,11",,"0,11",,"12,21",,"0,253",,"0,101",,,,,,,['Indimaret'],,,,,,,,,['E319 - Butylhydroquinone tertiaire'],['Œufs'],,,,,,,,,,,
405,White Koffie - Luwak - 20g,8994171101296,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Boissons sans sucre ajouté']","['France', 'Indonésie']","['Krimer [Glucose Syrup', 'Vegetable Oil', 'Sodium Caseinate ', 'contain milk protein', 'Emulsifier', 'Stabilizer', 'Anti-caking agent', 'colour]', 'sugar & low acid coffee']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,90,+84%,377 kj(90 kcal),+53%,2,+33%,2,+121%,12,+44%,12,+149%,1,-48%,"0,35",+145%,"0,14",+145%,,,,,,['Luwak'],,,,,,,,20 g,,,"['Halal', 'en:Top Brand 2014']",['Plastic'],['Indonesia'],4,"['Giant', 'Carrefour', 'Alfamart', 'Indomart']",http://www.kopiluwak.org/,,['Indonésie'],Luwak White Koffie,,
406,White Koffie,8994171101371,,['France'],[],[],,,,,,,,,?,,90,,377 kj(90 kcal),,2,,0,,12,,12,,1,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,
407,Boite sardine,8994420198251,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Black tea jasmin,8994913000290,,['France'],[],[],,,,,,,,,?,,80,,335 kj(80 kcal),,0,,0,,21,,19,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,'Prodhead'>beef Flavour Cup Noodles,8994963000370,,['France'],[],[],,,,,,,,,?,,448,,1874 kj(448 kcal),,"17,9",,"8,7",,"61,2",,"6,6",,"9,3",,"4,4",,"1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Thé aromatisé lychee,8994985000235,,['France'],[],[],,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,10,,10,,0,,"0,008",,"0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Banana chips,8995001230940,,['France'],[],[],,,,,,,,,?,,680,,2845 kj(680 kcal),,30,,10,,50,,30,,5,,"0,008",,"0,003",,,,,,,,,,,,,,,,,,['Sans arômes artificiels'],,,,,,,,,,
412,Cheese flavour Cassava Chips - Mirasa - 250g,8995029700227,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de manioc']",['France'],"['Manioc', 'huile de palme', 'amplificateur de saveur fromage ', 'antioxydants', 'tocophérol', ""palmitate d'ascorbyle"", 'jaune FCF CI 15985', 'tartrazine CI 19140', 'sucre', 'poudre de whey', 'sel', ""amplificateur d'arome glutamate mono sodique""]",['Huile de palme'],21 g,en quantité élevée,,,,,,,?,,498,-0%,2084 kj(498 kcal),-0%,21,-17%,,,54,-16%,,,0,-100%,,,,,,,,,D,"['Mirasa', 'Cap Payung']",65.0%,16.6%,5.2%,10.9%,2.4%,0.0%,61,250 g,"['E307c - Tocophérol', ""E304i - Palmitate d'ascorbyle"", 'E102 - Tartrazine']",,,"['Sachet', 'Plastique']","['Indonésie', 'Jakarta']",4,['Noz'],,"['Huile de palme', ""E304 - Palmitate d'ascorbyle""]",,Chips de manioc au fromage,,
413,Tic tac snack,8995077600807,,['France'],[],[],,,,,,,,,?,,45,,188 kj(45 kcal),,3,,3,,14,,1,,0,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Leci,8995227502524,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,0,,0,,34,,32,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Sauce Soja Légèrement Salée - Bali Kitchen,8995899450314,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja', 'Sauces au soja salées']",['France'],"[""SOJA IÉCÉREMEUT SKIÉE {nyedent Sola ?Oth ble se eau conservateur benzoa',e dans un endroittàis et sec aptés ouverture Ibnsommer soja légèrement cst un seloureux la condiment pour couifiture légère Gluten"", 'Soja']",[],0.1 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en faible quantité,15.6 g,en quantité élevée,?,,192,+140%,803 kj(192 kcal),+147%,"0,1",-6%,"0,1",+312%,"7,9",+2%,"1,1",-65%,"3,2",-54%,"15,6",+18%,"6,24",+18%,10,+20%,C,+20%,B,['Bali Kitchen'],21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,,['Soja'],,,,,,,,,,,
416,Dipping sauce - Bali Kitchen,8995899452110,,['France'],"['NUTRITION INFORMATION Australia NZ&Others Setvings per package: 12 Serving Size: 21 g Average Quantity Average Quantity Per Servinq Per 100 q 169', '4kJ 806', '5kJ 39', '9kca1 1 n']",[],,,,,,,,,?,,190,,795 kj(190 kcal),,"1,1",,1,,"44,8",,"31,1",,"0,3",,"2,2",,"0,88",,,,,,,['Bali Kitchen'],,,,,,,,,,,['Halal'],,,,,,,,,,
417,Original - kopiko - 120g,8996001320013,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels']","['France', 'Italie', 'Portugal', 'Espagne']","['Sucre', 'glucose', 'huile de noix de coco', 'extrait de café ', '4,9%', 'beurre', 'émulsifant: lécitine de soja: E-322', 'coleur: caramel: E-150d', 'sel', 'arôme de café naturel']",[],9.9 g,en quantité modérée,7.6 g,en quantité élevée,67.1 g,en quantité élevée,0.26 g,en faible quantité,"1823,9",+12%,?,,"1823,9 kj(436 kcal)",+14%,"9,9",+2%,"7,6",+23%,"86,2",+18%,"67,1",+31%,"0,6",-67%,"0,26",-60%,"0,104",-60%,23,+10%,E,+10%,,['Kopiko'],,,,,,,,120 g,,,['Halal'],['Bossa'],['Indonesia'],,,,,,Caramels de cafè,,
418,Tamarin Permen Sari Asam -,8996001338056,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,5,,4,,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Eau minérale de montagne,8996001600399,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Naila tea,8997007820231,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Lemon Water -,8997009510116,,"['France', 'Indonésie']",[],[],,,,,,,,,?,,30,,126 kj(30 kcal),,0,,0,,"7,4",,"7,4",,0,,12,,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Oatmeal instan,8997029120036,,['France'],[],[],,,,,,,,,?,,150,,628 kj(150 kcal),,3,,"0,5",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Bondrink -  - 10grammes,8997031360703,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,10 grammes,,,['Halal'],,,,,,,,,,
424,Kokosblüten Netar - 240ml,8997032220037,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,240 ml,,,,,,,,,,,,,
425,Sucre de Coco - Big tree farms,8997032222000,"['Édulcorants', 'Sucres', 'Sucres de coco']",['France'],[],[],1 g,en faible quantité,1 g,en faible quantité,83 g,en quantité élevée,0.379 g,en quantité modérée,?,,383,0%,1602 kj(383 kcal),+0%,1,+144%,1,+558%,83,-11%,83,-1%,1,-14%,"0,379",+92%,"0,152",+92%,15,+7%,D,+7%,B,['Big tree farms'],65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,,,,,,
426,Granola choco vanilla,8997033000638,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,510,,2134 kj(510 kcal),,"25,5",,"12,5",,31,,"16,5",,10,,"0,269",,"0,108",,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Halal']",,,,,,,,,,
427,Popcorn chocolat caramel,8997033001079,,['France'],[],[],,,,,,,,,?,,429,,1795 kj(429 kcal),,20,,"7,3",,"56,7",,"23,3",,10,,"3,3",,"1,32",,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,
428,Chia shots,8997216629106,,['France'],[],[],,,,,,,,,?,,500,,2092 kj(500 kcal),,30,,0,,0,,0,,20,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Galettes pour les nems,8998008000035,,['France'],[],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,0,,0,,"84,5",,4,,"0,5",,16,,"6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Galettes pour rouleaux de printemps - Tapioca Sheets,8998008000110,,['France'],[],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,0,,0,,"84,5",,4,,"0,5",,,,,,,,,,,['Tapioca Sheets'],,,,,,,,,,,,,,,,,,,,,
431,Spring roll sauce _ sauce pour les nems - Millenium T&S,8998008008659,"['Epicerie', 'Sauces', 'Sauces pour nems']",['France'],"['EAU', 'SUCRE', 'SAUCE POISSON', 'VINAIGRE', 'PIMENT', 'AIL', 'SEL']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,28 g,en quantité élevée,0.3 g,en quantité modérée,?,,200,+33%,837 kj(200 kcal),+34%,0,-100%,0,-100%,28,-18%,28,-9%,"1,2",+15%,"0,3",-92%,"0,12",-92%,9,-46%,C,-46%,,['Millenium T&S'],,,,,,,,,,,,,,3,,,,,,,
432,Galette rouleaux de printemps,8998008009274,,['France'],[],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,0,,0,,84,,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Mie Sedaap Soto 81Gr - 10,8998866200837,,['France'],['RH-60'],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,15,,6,,49,,1,,8,,0,,0,,,,,,,,,,,,,,,10,,,,,,,,,,,,,
434,Teh halia,8999999042554,,['France'],[],[],,,,,,,,,?,,476,,1992 kj(476 kcal),,17,,17,,75,,50,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Sariwangi Teh Asli,8999999195656,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Magnum,8999999524142,,['France'],[],[],,,,,,,,,?,,230,,962 kj(230 kcal),,14,,9,,23,,16,,3,,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Petit ourson Guimauve - CéMoi,89944530,,['France'],['sirop de glucose'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,310,,1297 kj(310 kcal),,"9,4",,"5,7",,53,,53,,"3,1",,"0,08",,"0,032",,,,,,,['CéMoi'],,,,,,,,,,,,,,4,,,,,,,
438,Le P'tit Landais,9000000009370,,['France'],[],[],,,,,,,,,?,,544,,2276 kj(544 kcal),,36,,17,,43,,26,,10,,"0,42",,"0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Sel cuisson quatre algues - Laugiet - 250g,9000002383010,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Laugiet'],,,,,,,,250g,,,,,,,,,,,,,
440,Le croquant du littoral,9000003432014,,['France'],[],[],,,,,,,,,?,,425,,1778 kj(425 kcal),,"9,5",,"0,7",,78,,11,,"5,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Croquant à la fleur de sel,9000006698011,,['France'],[],[],,,,,,,,,?,,424,,1774 kj(424 kcal),,11,,"0,9",,75,,64,,"5,2",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 24442', ""Saint-Léon-sur-l'Isle (Dordogne, France)""]",
442,Oignons Frits,9000010649016,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons frits']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,E,,35.2%,59.0%,2.2%,1.7%,1.6%,0.3%,26,,,,,,,,,,,,,,
443,Worcester sauce - Heinz,9000115073020,"['Epicerie', 'Sauces', 'Sauces Worcestershire']",['France'],"['gutte', 'sel AS 20 ', 'Gente', ',']",[],0.7 g,en faible quantité,0.3 g,en faible quantité,19 g,en quantité élevée,2.8 g,en quantité élevée,?,,97,-11%,406 kj(97 kcal),-10%,"0,7",+72%,"0,3",+84%,22,+3%,19,+1%,"0,7",-9%,"2,8",-12%,"1,12",-12%,15,+5%,D,+5%,,['Heinz'],,,,,,,,,,,,,,,,,,,,,
444,M&m's chocolate,9000124415774,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['France'],[],[],19.3 g,en quantité modérée,12 g,en quantité élevée,67.7 g,en quantité élevée,0.13 g,en faible quantité,?,,480,-9%,2008 kj(480 kcal),-9%,"19,3",-40%,12,-31%,"70,2",+34%,"67,7",+43%,"5,1",-13%,"0,13",-15%,"0,052",-15%,25,+2%,E,+2%,,"[""M&M's""]",,,,,,,,,,,,,,,,,,,,,
445,Bonne Vache 8 Portions Emmental,9000133240572,,['France'],[],[],,,,,,,,,?,,240,,1004 kj(240 kcal),,20,,13,,5,,5,,10,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Snickers - Nestlé,9000136031122,,['France'],[],[],,,,,,,,,?,,241,,1008 kj(241 kcal),,?,,42,,?,,"25,9",,"4,3",,0,,0,,,,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,
