,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,brand,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,additives,allergens,labels,packaging,manufacturing,nova_score,markets,link,palm_ingredients,ingredients_origins,generic_name,traceability_code,brand_owner
447,Minion-österreichische maisstangerl - Kelly's,9000159199441,,['France'],[],[],,,,,,,,,?,,394,,1648 kj(394 kcal),,12,,"4,5",,63,,"2,8",,"6,2",,"1,3",,"0,52",,,,,,,"[""Kelly's""]",,,,,,,,,,,,,,,,,,,,,
448,Peanut Butter - Duerr's,9000246458338,,['France'],"['BEURRE DE CACAHUÈTES INGREDIENTS•', ' Grillées ', '92%', 'Sucre de Canne Brun', 'Huile de Palme', 'Sel Huile de Cacahuètes', ' Pour Winafre tes allergènes', 'consulter les ingrédients en gras', "" Peut contenir également des traces d'autres fruiÉ à coque"", ' INFORMATIONS NUTRIONNEUES•']",['Huile de palme'],,,,,,,,,?,,668,,2795 kj(668 kcal),,"58,2",,9,,"6,8",,"4,6",,"26,9",,"0,85",,"0,34",,,,,,,"[""Duerr's""]",,,,,,,,,,['Lait'],['en:gluten-free'],,,,,,['Huile de palme'],,,,
449,Pfeffer Sauce Knorr - 38g,9000275663611,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,38 g,,,,,,,,,,,,,
450,"Knorr HüttenSnack Käs Spätzle, Käs Spätzle",9000275678110,,['France'],[],[],,,,,,,,,?,,112,,469 kj(112 kcal),,"2,8",,"1,6",,17,,"1,1",,4,,"0,94",,"0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Soja Bolognese Felix - 360g,9000295830291,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,360 g,,,,,,,,,,,,,
452,Chili con Carne Felix - 400g,9000295832356,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,,,,
453,Ketchup Black pepper,9000295870228,,['France'],[],[],,,,,,,,,?,,95,,397 kj(95 kcal),,"0,1",,0,,21,,21,,"1,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Aufwickeln Duft gross,9000300127972,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,['Flasche'],,,,,,,,,
455,Manner Schnitten Schokolade,9000331604473,,['France'],[],[],,,,,,,,,?,,502,,2100 kj(502 kcal),,26,,18,,60,,41,,"5,2",,"0,2",,"0,08",,,,,,,['Manner'],,,,,,,,,,,,,,,,,,,,,
456,Manner Wafle Picknick Sticks Original,9000331605111,,['France'],[],[],,,,,,,,,?,,495,,2071 kj(495 kcal),,23,,14,,65,,47,,"5,3",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Manner Schokolade Pfefferminz - 150g,9000331605326,,"['Autriche', 'France']",[],[],,,,,,,,,?,,409,,1711 kj(409 kcal),,"7,7",,"4,6",,83,,77,,"0,8",,"0,01",,"0,004",,,,,,,['Manner'],,,,,,,,150 g,,,,['Stück'],,,,,,,,,
458,Lebkuchen gingerbread - 180g,9000331609881,"['Biscuits et gâteaux', ""Pains d'épices""]","['France', 'Allemagne']",[],[],13 g,en quantité modérée,7.4 g,en quantité élevée,35 g,en quantité élevée,0.39 g,en quantité modérée,?,,394,+17%,1648 kj(394 kcal),+16%,13,+272%,"7,4",+497%,63,-11%,35,-14%,"4,9",+13%,"0,39",-11%,"0,156",-11%,19,+35%,E,+35%,B,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,180 g,,,,['Stück'],,,,,,,,,
459,Manner Zitrone,9000331614410,,['France'],[],[],,,,,,,,,?,,515,,2155 kj(515 kcal),,27,,23,,64,,45,,"2,8",,"0,09",,"0,036",,,,,,,['Manner'],,,,,,,,,,,,,,,,,,,,,
460,Manner Cocos,9000331614694,,['France'],[],[],,,,,,,,,?,,526,,2201 kj(526 kcal),,"30,4",,"24,6",,"56,4",,"32,2",,"5,6",,"0,3",,"0,12",,,,,,,['Manner'],,,,,,,,,,,,,,,,,,,,,
461,Dragee keksi - Napoli,9000332810873,,"['Autriche', 'France']",[],[],,,,,,,,,?,,477,,1996 kj(477 kcal),,22,,14,,62,,42,,"6,7",,"0,71",,"0,284",,,,,,,['Napoli'],,,,,,,,,,,,,,,,,,,,,
462,Napoli Neapolitaner - 65g,9000332811023,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,65 g,,,,['stück'],,,,,,,,,
463,"Schoko Bananen Monkeys, Apfel - Casali",9000332812921,,['France'],[],[],,,,,,,,,?,,98,,410 kj(98 kcal),,30,,2,,17,,13,,0,,0,,0,,,,,,,['Casali'],,,,,,,,,,,,,,,,,,,,,
464,Original Rum-Kokos - Casali - 100g,9000332813607,,"['France', 'Roumanie']",[],[],,,,,,,,,?,,492,,2059 kj(492 kcal),,23,,15,,61,,58,,"4,9",,"0,17",,"0,068",,,,,,,['Casali'],,,,,,,,100g,,,,,,,,,,,,,
465,Schoko-bananen Haeschen - 250g,9000332837597,,"['Autriche', 'France']",[],[],,,,,,,,,?,,382,,1598 kj(382 kcal),,11,,"6,8",,68,,53,,"1,7",,"0,02",,"0,008",,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,
466,Nockerlgrieß Recheis - 80g,9000452020039,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,80 g,,,,,,,,,,,,,
467,Spaghetti Recheis - 500g,9000452040747,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,
468,Biscuit ball - McVitie's,9000729044683,,['France'],"['chocolat au lait ', '30 %', ' ', 'sucre - beurre de cacao - lait entier en poudre - pâte de cacao - émulsifiants :lécithine de soja', 'E476 - arôme', ' - fourrage pafum caramel ', '30 %', ' ', 'sucre - huile de palme - lait entier en poudre - lactosérum en poudre - émulsifiant : lécithine de soja - sel - arôme - colorant : extrait de paprika', "" - farine de blé - huile de palme - farine de blé complète - sucre - sirop de glucose - sirop de - sel - poudres à lever : de sodium et d'ammonium correcteur d'acidité acide tartrique - lait écrémé en poudre - agents d'enrobage : gomme arabique"", 'PEUT ÉGALEMENT CONTENIR ARACHIDE', 'FRUITS À ŒUF', ' NOMBRE DE PORTIONS PAR PAQUET : 5 À CONSERVER DANS UN ENDROIT SEC ET FRAIS']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,521,,2180 kj(521 kcal),,"26,3",,"15,7",,"64,2",,"39,9",,7,,"0,68",,"0,272",,,,,,,"[""McVitie's""]",,,,,,,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E160c - Extrait de paprika', ""E414 - Gomme d'acacia""]","['Œufs', 'Gluten', 'Arachides']",,,,4,,,['Huile de palme'],,,,
469,escalopes de veau  - Earl fredoueil - 2,9001020666727,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Earl fredoueil'],,,,,,,,2,,,,,,,,,,,,,
470,côte de veau  - Earl fredoueil - 2,9001030667110,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Earl fredoueil'],,,,,,,,2,,,,,,,,,,,,,
471,jarret avec os de veau  - Earl fredoueil - 1,9001100666364,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Earl fredoueil'],,,,,,,,1,,,,,,,,,,,,,
472,foie de veau  - Earl fredoueil,9001130590158,"['Viandes', 'Viandes de veau', 'Foie de veau']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,E,['Earl fredoueil'],96.9%,0.5%,1.0%,0.9%,0.5%,0.1%,16,,,,,,,,,,,,,,
473,Eierweinbrand - Spitz - 700ml,9001372993427,"['Boissons', 'Boissons alcoolisées', 'Liqueurs', 'Liqueur aux œufs']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,E,['Spitz'],57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,700 ml,,,,['Flasche'],,,,,,,,,
474,Hauswirth Suklaabanaani,9001395710018,,['France'],[],[],,,,,,,,,?,,359,,1502 kj(359 kcal),,"8,5",,"5,1",,67,,61,,"2,1",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Pago,9001400101985,,['France'],[],[],,,,,,,,,?,,28,,117 kj(28 kcal),,"0,5",,"0,1",,"6,6",,"6,6",,"0,5",,,,,,,,,,,['Pago'],,,,,,,,,,,,,,,,,,,,,
476,Sel aux épices por barbecue - Kotanyi,9001414806715,,['France'],[],[],,,,,,,,,?,,148,,619 kj(148 kcal),,"4,2",,"0,5",,18,,"9,7",,"6,6",,"59,4",,"23,76",,,,,,,['Kotanyi'],,,,,,,,,,,,,,,,,,,,,
477,"Fruchtikus, Rote Früchte - Darbo - 125g",9001432007088,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits rouges', 'Confitures de fruits rouges mélanges']","['Autriche', 'France', 'Allemagne']","['85 % Früchte ', 'in veränderlichen Gewichtsanteilen: Weichseln [Sauerkirschen]', 'Himbeeren', 'Erdbeeren', 'Äpfel', 'Zucker', 'Vitamin C', 'Vitamin E', ' Fruchtanteil: 85 %']",[],0.5 g,en faible quantité,0 g,en faible quantité,17 g,en quantité élevée,,,?,,78,-64%,326 kj(78 kcal),-64%,"0,5",+97%,0,-100%,17,-68%,17,-66%,"0,8",+47%,,,,,,,,,C,['Darbo'],75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,125g,,,,['Glas'],,3,,,,,,,
478,Birnen Viertel Beach Flower - 220g,9001458011663,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,220 g,,,,,,,,,,,,,
479,Spanische Oliven - 140g,9001466301411,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,140 g,,,,,,,,,,,,,
480,Infuso Fred.lamp / Limonx18 GR45,9001475062754,,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,"0,1",,"0,1",,"0,2",,"0,2",,"0,2",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Fresh Hugo Holunderblüte-Minze-Limette - Teekanne,9001475527406,,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,"0,1",,"0,1",,"0,3",,"0,2",,"0,2",,"0,02",,"0,008",,,,,,,['Teekanne'],,,,,,,,,,,['Sans colorants'],,,,,,,,,,
482,"Auer Tortenecken, Haselnuss",9001486010003,,['France'],[],[],,,,,,,,,?,,539,,2255 kj(539 kcal),,29,,17,,64,,49,,"4,1",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Eiswaffekn,9001486047009,,['France'],[],[],,,,,,,,,?,,536,,2243 kj(536 kcal),,29,,23,,63,,34,,"3,8",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,9001493009748,9001493009748,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Pâte à Pizza à la Farine Complète -  - 280g,9001536013282,['Pâtes à pizza'],['France'],[],[],4.5 g,en quantité modérée,1.1 g,en faible quantité,1.5 g,en faible quantité,1 g,en quantité modérée,?,,271,-3%,1134 kj(271 kcal),-4%,"4,5",-20%,"1,1",0%,44,-6%,"1,5",-7%,11,+52%,1,-35%,"0,4",-35%,3,-58%,C,-58%,B,,36.8%,19.3%,11.5%,8.6%,5.0%,18.8%,92,280 g,,,,"['Frais', 'Plastique', 'Sachet']",,,,,,,,,
486,Brotsnack,9001536021850,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Gaufrette Chocolat Noisette - Manner Wien,9001556015945,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées au chocolat']",['France'],"['Zucker', 'Weizenmehl', 'Pflanzenfette ', 'Kokos', 'Palm', 'Haselnüsse ', '12 % in der Creme', 'mageres Kakaopulver', 'Backtriebmittel: Natriumhydrogencarbonat', 'Salz', 'Emulgator: Sojalecithin', 'natürliches Aroma', ' Kann Spuren von anderen Nüssen und Milchbestandteilen enthalten', ' Bei Zimmertemperatur und trocken lagern']",['Huile de palme'],21.6 g,en quantité élevée,13.3 g,en quantité élevée,45.9 g,en quantité élevée,0.1 g,en faible quantité,?,,485,-6%,2029 kj(485 kcal),-6%,"21,6",-21%,"13,3",-24%,"65,3",+9%,"45,9",+30%,"5,6",-8%,"0,1",-62%,"0,04",-62%,26,+16%,E,+16%,E,['Manner Wien'],82.4%,11.3%,2.3%,2.5%,1.4%,0.0%,41,,['E500ii - Carbonate acide de sodium'],"['Gluten', 'Fruits à coque']",['Arômes naturels'],,,4,,,,,Gaufrette Chocolat Noisette,,
488,Vitalbrot ölz,9001624012050,,['France'],[],[],,,,,,,,,?,,261,,1092 kj(261 kcal),,"4,5",,"0,6",,10,,"0,9",,6,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Mort Herzen - Heindl,9001638003617,,['France'],"['55% chocolat au lait ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'érnu\\stfiant lécithine ', 'soja', 'arôme naturel de vanille', 'sucre', 'amandes', 'humectant: sorbitol', 'grasses végétez ', 'palme', 'palmiste', 'pâte de cacao', 'beurre de cacao', 'lait entier en poudre', 'sirop de sucre inverti', ""humectant l'Invertase"", 'antioxydant', ""' acide ascorbique"", 'émulsifiant: lécithine ', 'soja', 'arômes', ' Cacao: 34% minimum dans le chocolat au lait Les solides du lait', ""' 20% minimum dans le chocolat au lait Le chocolat peut contenir des traces d'autres noix "", 'noisettes', 'noix', 'pistache', 'cajou', 'du gluten et des']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,524,,2192 kj(524 kcal),,33,,18,,50,,45,,6,,1,,"0,4",,,,,,,['Heindl'],,,,,,,,,"['E420 - Sorbitol', 'E322i - Lécithine']","['Fruits à coque', 'Soja']",,,,4,,,['Huile de palme'],,,,
490,Spezialitäten aus Österreich,9001638004539,,['France'],[],[],,,,,,,,,?,,533,,2230 kj(533 kcal),,34,,17,,50,,46,,"6,2",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Sissi Taler,9001638162147,,['France'],[],[],,,,,,,,,?,,512,,2142 kj(512 kcal),,31,,17,,53,,46,,"6,2",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Mallow Pop - Barbie,9001643217351,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Produits sous license']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,71 g,en quantité élevée,0.18 g,en faible quantité,?,,348,-9%,1456 kj(348 kcal),-7%,0,-100%,0,-100%,83,+53%,71,+99%,4,-8%,"0,18",-22%,"0,072",-22%,14,-8%,D,-8%,E,['Barbie'],90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,"['Sachet', 'Plastique']",,,,,,,,,
493,Vollkorn Mignon,9001734706009,,['France'],[],[],,,,,,,,,?,,517,,2163 kj(517 kcal),,29,,16,,55,,40,,"6,8",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
494,Gourmet wafel,9001734928906,,['France'],[],[],,,,,,,,,?,,528,,2209 kj(528 kcal),,31,,20,,55,,39,,"6,1",,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,GEWÜRZ,9001880915300,,['France'],[],[],,,,,,,,,?,,73,,305 kj(73 kcal),,3,,"0,3",,"8,1",,"6,7",,0,,78,,"31,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Glück auf Natursalz,9001880934479,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Cocktail de Patiences - Le Marché de Lalie - 150g,9002000013647,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs']",['France'],"['Ingrédients de base : farine', 'sucre', 'œufs', 'levure chimique', ' \rAnis : graines Anis Vert', '\rVanille : arôme Vanille', 'gousses de vanille épuisées', 'additif E150d', '\rOrange : huile essentielle Orange', 'colorant E102', 'E110', 'E124', '\rCitron : huile essentielle citron', 'colorant E102', '\rRose : arôme Rose 0,32 %', 'colorant E124', '\rViolette : arôme Violette 0,3 2%', 'colorant E122', 'E124', 'E132']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,"['Le Marché de Lalie', 'Dessert Innovation']",80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,150 g,"['E102 - Tartrazine', 'E110 - Jaune orangé S', 'E124 - Ponceau 4R', 'E122 - Azorubine carmoisine', ""E132 - Indigotine carmin d'indigo""]","['Œufs', 'Gluten', 'Farine']",,"['Sachet', 'Plastique']",,4,,,,,Biscuits - Cocktail de Patiences,,
498,Soja Granulat - 250g,9002033105432,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,
499,Würzige - Bierstangerl,9002077003145,,['France'],"['40676 BIERSTRN6ERL nach Rrt einer KochsaLami Zutaten für 100g Endprodukt: 136g SchHeine - und Rindfleisch', 'Speck', 'Rinderfett', 'Nitritpôketsalz ', 'Speisesatz unjodiert', 'Konservierungsstoff: Natriumnitrit', 'GBHürze ', 'enthitt Senfsaat und Sellerie', 'GeHürzextrakte', 'Dextrose', 'Geschmacksverstârker•', ' E621', 'Rntioxidationsmittet: Rscorbinsâure und Natriumascorbat', 'Stabilisatoren: Di-', 'Tri und Polyphosphate', 'Rinderkollagendarm', 'Rauch', ' SCHUTZRTHHOSPIIÏRE VERPRCXT', ' DEH bFFNEN 6EXljHLT LR6ERN INNERHRLB VON 3 TR6EN VERBRRUCHEN', ' BEI LR6ERFhH16']",[],,,,,,,,,?,,509,,2130 kj(509 kcal),,46,,16,,"1,6",,"1,1",,22,,"4,1",,"1,64",,,,,,,['Bierstangerl'],,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2017 de la Société Allemande d'Agriculture""]",,,4,,,,,,,
500,Würzige - Bierstangerl,9002077003145,,['France'],"['40676 BIERSTRN6ERL nach Rrt einer KochsaLami Zutaten für 100g Endprodukt: 136g SchHeine - und Rindfleisch', 'Speck', 'Rinderfett', 'Nitritpôketsalz ', 'Speisesatz unjodiert', 'Konservierungsstoff: Natriumnitrit', 'GBHürze ', 'enthitt Senfsaat und Sellerie', 'GeHürzextrakte', 'Dextrose', 'Geschmacksverstârker•', ' E621', 'Rntioxidationsmittet: Rscorbinsâure und Natriumascorbat', 'Stabilisatoren: Di-', 'Tri und Polyphosphate', 'Rinderkollagendarm', 'Rauch', ' SCHUTZRTHHOSPIIÏRE VERPRCXT', ' DEH bFFNEN 6EXljHLT LR6ERN INNERHRLB VON 3 TR6EN VERBRRUCHEN', ' BEI LR6ERFhH16']",[],,,,,,,,,?,,509,,2130 kj(509 kcal),,46,,16,,"1,6",,"1,1",,22,,"4,1",,"1,64",,,,,,,['Bierstangerl'],,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2017 de la Société Allemande d'Agriculture""]",,,4,,,,,,,
501,Demi-glace - Maggi,9002100007683,,['France'],"['Amidon', 'farine de blé', 'graisse de palme', 'maltodextrine', 'exhausteurs de goût ', 'glutamate monosodique', 'guanylate disodique', 'inosinate disodique', 'légume 8% ', 'tomates', 'oignons grillés', 'ail', 'sel de cuisine iodé', 'arômes ', 'avec blé', 'extrait de levure', 'sucre', 'extrait de viande 1', '8%', 'colorant ', 'caramel ammoniacal', 'huile de tournesol', 'acidifiant ', 'acide citrique', 'épices', ' Peut contenir des Œufs', 'lait', 'moutarde et soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,382,,1598 kj(382 kcal),,"13,6",,8,,49,,"5,1",,"14,1",,"14,3",,"5,72",,,,,,,['Maggi'],,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique']",['Gluten'],,,,4,,,['Huile de palme'],,,,
502,Bouillon de boeuf - Maggi,9002100009656,"['Epicerie', 'Bouillons', 'Bouillons de bœuf']",['France'],[],[],2.8 g,en faible quantité,1.7 g,en quantité modérée,13.8 g,en quantité élevée,49.4 g,en quantité élevée,?,,199,+70%,833 kj(199 kcal),+63%,"2,8",-32%,"1,7",-19%,"31,4",+114%,"13,8",+247%,"11,6",+146%,"49,4",+104%,"19,76",+104%,16,+85%,D,+85%,,['Maggi'],,,,,,,,,,,,,,,,,,,,,
503,Steinpilz Suppe - Maggi,9002100018115,,['France'],[],[],,,,,,,,,?,,33,,138 kj(33 kcal),,"1,3",,"0,5",,"4,3",,"0,3",,"0,8",,1,,"0,4",,,,,,,['Maggi'],,,,,,,,,,,,,,,,,,,,,
504,Crème Brûlée ou Crème Renversée - Docello - 1.3kg e,9002100033569,"['Aides culinaires', 'Produits déshydratés', 'Préparations pour desserts', 'Produits lyophilisés à reconstituer', 'Préparations pour desserts lactés']",['France'],"['Sucre', 'dextrose', 'amidon', 'œufs entiers en poudre', 'épaississants ', 'E407a', 'E407', 'arômes', 'sel', 'colorant ', 'E100']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,390,+16%,1632 kj(390 kcal),+30%,"1,7",-41%,"0,5",-71%,"91,1",+51%,"81,4",+147%,2,-0%,,,,,,,,,,"['Docello', 'Nestlé']",,,,,,,,1.3 kg e,"['E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E100 - Curcumine']",['Œufs'],"['Point Vert', 'Produits destinés aux professionnels']","['Carton', 'boîte', 'Plastique']",,4,,,,,,,
505,Entremets Au Café Docello - Nestlé,9002100033750,,['France'],"['sucre', 'amidon', 'petit-lait en poudre', 'café soluble ', '3,8%}', 'épaississants ', 'algues Euchema transformées', 'carraghénanes', 'colorant ', 'E150c', 'concentré de minéraux du lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,372,,1556 kj(372 kcal),,"0,1",,0,,"90,5",,"81,8",,"1,3",,"0,16",,"0,064",,,,,,,['Nestlé'],,,,,,,,,"['E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",,,,,4,,,,,,,
506,Mousse Crunch - Nestlé,9002100033835,,['France'],[],[],,,,,,,,,?,,410,,1715 kj(410 kcal),,13,,"9,9",,71,,53,,"6,1",,"1,1",,"0,44",,,,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,
507,"1,1KG Mousse Chocolat Nestle - 1kg",9002100033859,,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', ' lécithines ', 'soja', ' ', ' arôme', ' Peut contenir : oeuf', 'lait et fruits à coque']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,120,,502 kj(120 kcal),,14,,10,,62,,51,,6,,1,,"0,4",,,,,,,['Nestlé'],,,,,,,,1 kg,['E322i - Lécithine'],['Soja'],,,,4,,,,,,,
508,Mousse Au Chocolat Noir Docello,9002100033873,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",['France'],[],[],17.9 g,en quantité modérée,12.9 g,en quantité élevée,38.3 g,en quantité élevée,1.2 g,en quantité modérée,?,,439,+60%,1837 kj(439 kcal),+63%,"17,9",+8%,"12,9",+28%,"55,6",+153%,"38,3",+92%,"8,6",+46%,"1,2",+448%,"0,48",+448%,28,+112%,E,+112%,D,,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,,,,,,,,,,,,,,
509,1KG Soupe Poireau PDT Maggi - 1kg,9002100038625,,['France'],"['@maltodeftine', 'pommes de tere 22% ', 'fécule de pomme de terre', 'sel', 'huile poireaux 615%', 'farine de blé', 'farine de fiz', 'sucre', 'huile de tournesol', 'extrait de lewre', 'lactose', 'arômes', 'protéines de lait', 'persil', 'épices', 'épaississant ', 'gomme acidifiant ', 'acide citrique', 'épinard', 'émulsifiant ', 'mono - et diglycéfides gras', "" Peut contenir des traces d'oeuf"", 'soja', 'céleri et moutarde,']",['Non végétalien'],,,,,,,,,?,,388,,1623 kj(388 kcal),,"10,5",,"5,4",,"67,3",,"6,4",,"4,5",,"7,6",,"3,04",,,,,,,['Maggi'],,,,,,,,1 kg,['E330 - Acide citrique'],"['Gluten', 'Lait']",,,,4,,,,,,,
510,900G Soupe Tomate Vermicelle Maggi,9002100039776,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes de tomate']",['France'],[],[],4.7 g,en quantité modérée,0.5 g,en faible quantité,10.4 g,en quantité modérée,4.42 g,en quantité élevée,?,,347,+726%,1452 kj(347 kcal),+734%,"4,7",+192%,"0,5",+9%,"66,6",+1083%,"10,4",+247%,"6,8",+542%,"4,42",+496%,"1,768",+496%,16,+967%,D,+967%,B,['Maggi'],25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,,,
