,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,manufacturing,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,additives,ingredients_origins,link,palm_ingredients,producer_info,origin_detail,brand_owner
996,Sauce tomate poulet - Auchan,3596710447336,B,,,,['Auchan'],"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces tomate', 'Sauces tomate au poulet']",,,['Auchan'],['France'],[],,[],,3.2 g,en quantité modérée,0.3 g,en faible quantité,5 g,en quantité modérée,0.875 g,en quantité modérée,?,,72,-22%,301 kj(72 kcal),-20%,"3,2",-28%,"0,3",-78%,"5,8",-12%,5,+8%,"4,1",-8%,"0,875",-22%,"0,35",-22%,2,-27%,B,-27%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,,
997,Bonbons café - Auchan - 120g (24bonbons ),3596710448029,E,,120g (24 bonbons ),"['Sachet', 'Plastique']",['Auchan'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,['Auchan'],['France'],"['Édulcorants : sirop de maltitol', 'isomalt', 'glycosides de stéviol ', ' crème fraîche ', 'contient lait', 'sel', 'café soluble 2,1%', 'extrait de café 0,7 %', 'colorant : caramel ordinaire', 'arôme naturel', 'poudre de lait écrémé', 'émulsifiant : lécithine de tournesol']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,4.9 g,en quantité modérée,3.5 g,en quantité modérée,0.5 g,en faible quantité,0.825 g,en quantité modérée,?,,255,-28%,1067 kj(255 kcal),-29%,"4,9",+163%,"3,5",+230%,87,+4%,"0,5",-99%,"0,5",-76%,"0,825",+582%,"0,33",+582%,9,-38%,C,-38%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['Peu ou pas de sucre', 'Sans colorants artificiels', 'Sans colorants', 'Sans sucre']","['E965ii - Sirop de maltitol', 'E953 - Isomalt', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E150a - Caramel E150a', 'E322i - Lécithine']",,,,,,
998,12 Génoises Orange - Pouce Auchan - 150g,3596710448296,,,150 g,,['Pouce Auchan'],,,,['Auchan'],['France'],"['sucre', 'sirop de glucose - fructose', 'chocolat 17% ', 'sucre', 'pâte de cacao', 'beurre de cacao ', ' émulsifiants : lécithines de soja', 'polyricinoléate de polyglycérol ', ' arôme', 'eau', 'jus dorange à base de jus dorange concentré 1 1 %', 'farine de blé ', 'contient gluten', 'œufs liquides pasteurisés ', ' humectant : glycérol ', ' fécule de blé ', 'contient gluten', ' ', ' gélifiant : pectines ', ' huile végétale ', 'de colza', ' ', ' poudre à lever : carbonates dlammonium ', "" émulsifiants : mono - et diglycérides d'acides gras"", 'esters polyglycériques diacides gras ', 'correcteurs dacidité : citrates de sodium', 'acide citrique ', ' sel', 'arômes ', ' cnlorant : caroténoïdes', ' éventuelles de fruits à coque et de lait']","['Gluten', 'Lait', 'Fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,363,,1519 kj(363 kcal),,"6,8",,"3,9",,71,,48,,4,,"0,2",,"0,08",,,,,,,,,,,,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E422 - Glycérol', 'E440 - Pectines', 'E502 - Carbonates', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E160 - Caroténoïdes']",,,,,,
999,Allumettes nature - Auchan - 200g,3596710450435,,,200 g,['Frais'],['Auchan'],['Viandes'],,,['Auchan'],['France'],"['acidifiants : lactate de potassium', 'pour : acétate de sodium sel', 'dextrose ', ' antioxydant : éftorbate de sodium ']",,[],4,8 g,en quantité modérée,3.2 g,en quantité modérée,0.7 g,en faible quantité,2.04 g,en quantité élevée,?,,159,-29%,665 kj(159 kcal),-29%,8,-45%,"3,2",-40%,"0,8",-51%,"0,7",-1%,21,+10%,"2,04",+12%,"0,816",+12%,13,+14%,D,+14%,,,,,,,,,"['E326 - Lactate de potassium', 'E262i - Acétate de sodium']",,,,,,
1000,Moutarde douce - Auchan - 255g,3596710452453,B,,255 g,"['Bouteille', 'Plastique']",['Auchan'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes douces']",,,['Auchan'],['France'],"['eau', 'graines de moutarde', ""vinaigre d'alcool"", 'huile de tournesol', 'sucre', 'sel', 'épaississant : gomme xanthane', 'acidifiant : acide citrique', 'conservateur : disulfite de potassium', 'épice : curcuma', 'arômes']","['Moutarde', 'Anhydride sulfureux et sulfites']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,17.2 g,en quantité modérée,1.6 g,en quantité modérée,5.8 g,en quantité modérée,3.7 g,en quantité élevée,850,+9%,205,+32%,850 kj(205 kcal),+26%,"17,2",+90%,"1,6",+99%,"7,2",-36%,"5,8",-34%,"4,3",-15%,"3,7",+19%,"1,48",+19%,14,+26%,D,+26%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,"['E415 - Gomme xanthane', 'E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
1001,Préparation au riz spéciale cuisine - Auchan,3596710453825,,,,,['Auchan'],,,,['Auchan'],['France'],"['eau', 'huile de tournesol* 16%', 'ingrédients issus du riz* 10% ', 'sirop de riz*', 'amidon de riz*', 'farine de rif', 'émulsifiant : gomme arabique* ', 'épaississant : farine de graines de caroube*', ' *bioloqiques']",,[],4,,,,,,,,,?,,179,,749 kj(179 kcal),,14,,"1,6",,"9,5",,"1,7",,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']","[""E414 - Gomme d'acacia"", 'E410 - Gomme de caroube']",,,,,,
1002,Sirop goût tropical - Auchan,3596710454365,,,,,['Auchan'],"['Boissons', 'Boissons avec sucre ajouté']",,,['Auchan'],['France'],"['sucre', 'eau', 'jus de fruits à base de concentrés 21% ', 'orange 13%', 'passion 3,7%', 'citron 3,4%', 'mangue 0,9% acidifiant : acide citrique', 'arômes', 'colorant : extrait paprika', 'antioxydant acide ascorbique', 'stabilisant esters glycériques de resine de bois']",,[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,72 g,en quantité élevée,0.25 g,en quantité modérée,?,,294,+246%,1230 kj(294 kcal),+232%,"0,5",+33%,"0,1",-40%,74,+274%,72,+293%,"0,5",-7%,"0,25",+568%,"0,1",+568%,19,+60%,E,+60%,,,,,,,,,"['E330 - Acide citrique', 'E160c - Extrait de paprika', 'E300 - Acide ascorbique', 'E445 - Esters glycériques de résine de bois']",,,,,,
1003,Bouillon de volaille - Auchan - 80g,3596710455430,,,80 g,"['Carton', 'boîte']",['Auchan'],"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Bouillons cubes', 'Bouillons de volaille']",,,['Auchan'],['France'],"['Sel ', ' exhausteurs de goût : glutamate monosodique', ""5'ribonucleotide disodique "", ' amidon de maïs', 'extrait de levure', 'arômes ', 'dont céleri', 'sucre', 'huile de palme', 'viande et graisse de volaille 2,9 %', 'légumes ', 'oignon 1,1 %', 'tomate', 'poireau', 'carotte 0,04 %', 'chou', 'épices et aromate', 'colorant : riboflavine', ""extrait d'oignon"", 'extrait de carotte', 'antioxydant : extraits de romarin']",['Céleri'],"['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,188,+25%,787 kj(188 kcal),+18%,"4,5",-4%,"2,7",+25%,"21,7",+12%,"6,5",+13%,"14,9",+162%,"54,16",+116%,"21,664",+116%,,,,,,,,,,,,['Produit en braille'],"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E101i - Riboflavine', 'E392 - Extrait de romarin']",,,['Huile de palme'],,,
1004,Lait entier - Auchan,3596710455713,,,,,['Auchan'],,,,['Auchan'],['France'],[],,[],,,,,,,,,,?,,64,,268 kj(64 kcal),,"3,6",,"2,2",,"4,8",,"4,8",,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,['Nutriscore'],,,,,,,
1005,Petits pois et jeunes carottes - Auchan - 420g,3596710456840,B,,420 g,,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",,,['Auchan'],['France'],[],,[],,0.6 g,en faible quantité,0.2 g,en faible quantité,2.8 g,en faible quantité,0.6 g,en quantité modérée,?,,47,-19%,197 kj(47 kcal),-18%,"0,6",+21%,"0,2",+59%,5,-38%,"2,8",-18%,"3,2",+4%,"0,6",+2%,"0,24",+2%,-4,,A,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,"['Bio', 'Bio européen', 'FR-BIO-01', 'IT-BIO-009', 'AB Agriculture Biologique']",,,,,,,
1006,Sans gluten cookies éclats de chocolat 150g - Mieux vivre sans gluten - 150g,3596710457359,D,Biscuits à base de farine d'avoine sans gluten et de fécule de tapioca avec pépites de chocolat au lait,150 g,['Carton'],"['Mieux vivre sans gluten', 'Auchan']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,,['Auchan'],['France'],"[""Farine d'avoine sans gluten"", 'sucre', 'pépites de chocolat au lait 16 % ', 'sucre', 'lait entier en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel', 'huile de palme', 'margarine ', 'huile de palme', 'huile de colza', 'eau', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité: acide citrique"", 'farine de tapioca', 'eau', 'farine de riz', 'sirop de sucre inverti ', ' poudre à lever : carbonates de sodium', ""carbonates d'ammonium "", ' arôme naturel', 'épaississant : gomme xanthane', "" Lait d'origine UE"", ' Traces éventuelles de fruits à coque']",,"['Huile de palme', 'Non végétalien']",4,28 g,en quantité élevée,13 g,en quantité élevée,27 g,en quantité élevée,0.34 g,en quantité modérée,2178,+5%,521,+6%,2178 kj(521 kcal),+6%,28,+20%,13,+10%,62,-0%,27,-17%,"5,1",-22%,"0,34",-38%,"0,136",-38%,20,-7%,E,-7%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['en:gluten-free', 'Nutriscore', 'Nutriscore E', 'Afdiag']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E415 - Gomme xanthane']",,,['Huile de palme'],,,
1007,Feuilletés legumes du soleil - Auchan - 400g,3596710457571,,"Feuilletés garnis d'une préparation à base de poivrons, tomates, courgettes et aubergines, surgelés crus à cuire",400 g,"['Carton', 'Plastique', 'Surgelé']",['Auchan'],"['Surgelés', 'Plats préparés', 'Feuilleté salé', 'Plats préparés surgelés', 'Feuilletés aux légumes']",['France'],"['FR 27.428.003 CE', 'Neubourg (Eure, France)', 'EMB 27428D', 'Neubourg (Eure, France)']",['Auchan'],['France'],"['Pâte feuilletée 50,5% : farine de blé ', 'contient gluten', 'eau', 'beurre ', 'contient lait', ' 9', '9%', 'sel', 'œuf entier en poudre', ' Garniture 49,5% : eau', 'tomates pelées concassées au jus 7,8% ', 'tomates 4,4%', 'jus de tomates 3,2%', 'sel', ""correcteur d'acidité : acide citrique"", 'stabilisant : chlorure de calcium', 'courgettes grillées 5,9%', 'oignons', 'poivrons rouges grillés 3,9% ', 'poivrons rouges 3,8%', 'huile de tournesol', 'poivrons jaunes grillés 3,9% ', 'poivrons jaunes 3,8%', 'huile de tournesol', 'aubergines grillées 3,9% ', 'aubergines 3,7%', 'huile de tournesol', 'préparation déshydratée pour sauce ', 'lactosérum ', 'contient lait', 'amidon modifié de pomme de terre', 'poudre de lait entier', 'sel', 'épaississant : gomme xanthane', 'poivre', 'muscade', 'ail', ""huile d'olive vierge extra"", 'basilic', 'paprika', 'sel', 'sucre', 'poivre noir']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien']",4,12 g,en quantité modérée,6.1 g,en quantité élevée,4.2 g,en faible quantité,0.8 g,en quantité modérée,?,,227,,950 kj(227 kcal),-8%,12,-8%,"6,1",-22%,25,+1%,"4,2",+31%,"3,9",-30%,"0,8",-13%,"0,32",-13%,9,-26%,C,-26%,,,,,,,,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free', 'Pur beurre']","['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,,,,,
1008,Creamloop - Auchan,3596710459155,D,,,,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat blanc']",,,['Auchan'],['France'],"['Chocolat blanc 47% ', ' sucre ', 'beurre de cacao', 'lait en poudre', 'émulsifiant: lécithines de soja', 'arômes', 'biscuit 37% ', 'farine de blé', 'sucre', 'graisse végétale ', 'palme', 'cacao en poudre 3,5% ', ' poudres à lever : carbonates de sodium', ""carbonates d'ammonium sel"", 'émulsifiant lécithines de soja', 'arôme vanille', 'fourrage 16% ', 'sucre', 'graisses végétales ', 'palme et palmiste', 'amidon de blé', 'dérivé de lait en poudre ', 'protéines de lait et lait écrémé en poudre', 'émulsifiant: lécithines de soja']","['Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,29 g,en quantité élevée,17 g,en quantité élevée,48 g,en quantité élevée,0.5 g,en quantité modérée,?,,530,+6%,2218 kj(530 kcal),+6%,29,+20%,17,+21%,62,-3%,48,+33%,5,-18%,"0,5",-9%,"0,2",-9%,28,+16%,E,+16%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Nutriscore', 'Produit en braille', 'Nutriscore E']","['E322i - Lécithine', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",,,['Huile de palme'],,,
1009,Spécialité au soja myrtille aromatisée bio - Auchan - 4x100g,3596710459599,,,4x100g,,['Auchan'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert']",,,['Auchan'],['France'],"['Jus de soja* 74,1% ', 'eau', 'graines de soja* 7,9%', 'sucre de canne* 12%', 'myrtille* 6,1%', 'amidon de maïs ', ' épaississant : pectines', ' arôme naturel de myrtille', 'arôme naturel de myrtille avec autres arômes naturels', 'sel', 'ferments', "" ingrédients issus de l'agriculture biologique"", ' Traces éventuelles de fruits à coque', ' Elaboré à partir de soja origine France', ' conseil do']",['Soja'],[],4,1.8 g,en faible quantité,0.3 g,en faible quantité,13 g,en quantité élevée,0.1 g,en faible quantité,?,,92,-29%,385 kj(92 kcal),-29%,"1,8",-60%,"0,3",-89%,15,-18%,13,-15%,"3,2",-5%,"0,1",-35%,"0,04",-35%,1,-79%,B,-79%,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['E440 - Pectines'],,,,,,
1010,Beurre moule demi sel - Auchan,3596710464623,D,,,,['Auchan'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,,['Auchan'],['France'],[],,[],,81 g,en quantité élevée,57 g,en quantité élevée,0.7 g,en faible quantité,2 g,en quantité élevée,?,,734,+2%,3071 kj(734 kcal),+2%,81,+2%,57,+5%,"0,7",-6%,"0,7",+14%,"0,6",-12%,2,-3%,"0,8",-3%,27,+2%,E,+2%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'Nutriscore', 'AB Agriculture Biologique']",,,,,,,
1011,Protein bar - Go Sport - 40g,3598201735229,,Barre énergétique,40 g,['Emballage plastique'],['Go Sport'],,,,,['France'],"['Barre saveur riche en protéines', ' noir 18% ', 'pâte de cacaosucre,beurcede cacao', 'matière grasse laitière anhydre', 'émulsifiant : lécithine de sojas açôme vie naturel de vanille', ' oligofructose protéines de blé stabilisants : sorbitol glycérol • sirop de fructose sirop de glucose huile de tournesol cacao 2,4% maktodextfine 1,6% - arôme chocoœt émulsifiants : lécithine de sola et nature', 'cacao % E', ' Bas B9 et B12', 'Traces de graines de sésame et fruits à']",,[],4,,,,,,,,,1702,,405,,1702 kj(405 kcal),,11,,"5,7",,40,,19,,31,,"0,1",,"0,04",,,,,,,,,,,,,,"['E322i - Lécithine', 'E420 - Sorbitol']",,,,,,
1012,Protein bar - Go Sport,3598201735243,,,,,['Go Sport'],,,,,['France'],[],,[],,,,,,,,,,?,,407,,1703 kj(407 kcal),,11,,"5,4",,41,,20,,31,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
1013,Crousti' Express Extra aux Herbes - Findus - 2 * 90g (180g),3599740007716,B,"Pommes de terre coupées en quartiers, préfrites, surgelées",2 * 90 g (180 g),"['Carton', 'Surgelé', 'Plastique']",['Findus'],"['Chips et frites', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Frites', 'Frites surgelées']",,,,['France'],"['Pommes de terre 86,4%', 'huile de colza 10,4%', ""huile d'olive"", 'sel', 'herbes 0,1% ', 'thym', 'romarin', 'tomates en poudre', 'amidon', 'maltodextrine', 'sucre', 'oignons', 'huile de tournesol', 'épices', 'ail']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,11 g,en quantité modérée,1.6 g,en quantité modérée,0.5 g,en faible quantité,0.508 g,en quantité modérée,980,+58%,?,,980 kj(234 kcal),+53%,11,+122%,"1,6",+145%,29,+27%,"< 0,5",+1%,3,+20%,"0,508",+76%,"0,203",+76%,1,,B,,21.9%,0.0%,23.0%,18.3%,27.1%,9.8%,97,"['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",,,,,,,
1014,Wok Thai - Findus - 325g,3599741002086,,,325 g,,['Findus'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés']",,,,['France'],"['carottes orange et jaunes', 'oignons', 'haricots verts', 'poivrons rouges', 'pousses de bambou 7,5%', 'jeunes épis de maïs 7,5%', 'champignons noirs 4%', 'sel', 'poivre']",,[],3,0.5 g,en faible quantité,0.1 g,en faible quantité,2.3 g,en faible quantité,0.46 g,en quantité modérée,?,,26,-43%,109 kj(26 kcal),-42%,"0,5",-53%,"0,1",-63%,"3,3",-29%,"2,3",+8%,"1,1",-52%,"0,46",+179%,"0,184",+179%,-6,,A,,,,,,,,,,,,,,,,
1015,Tranches Panées de Colin d'Alaska - Findus - 1020g,3599741002192,E,20 Tranches Panées de Colin d'Alaska,1020 g,"['Surgelé', 'Carton', 'Boîte']",['Findus'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Poissons panés de colin']","['France', 'Boulogne sur Mer']",,['Carrefour'],['France'],"[""Colin d'Alaska 63,2%"", 'panure 36,8% ', 'farine de blé 16%', 'eau', 'huile de colza 6%', 'amidons [blé', 'pomme de terre]', 'amidon modifié', 'levure', 'sel', 'épices']","['Poisson', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,6.4 g,en quantité modérée,0.5 g,en faible quantité,0.5 g,en faible quantité,0.59 g,en quantité modérée,?,,171,-8%,715 kj(171 kcal),-8%,"6,4",-20%,"0,5",-42%,16,+1%,"0,5",-53%,12,-2%,"0,59",-25%,"0,236",-25%,-1,,A,,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,"['Fabriqué en France', 'Sans colorants', 'en:palm-oil-free', 'Sans arêtes']",['E14XX - Amidons modifiés'],,http://www.findus.fr/nos-produits/tranches-panees-de-colin-dalaska,,,,
1016,Fécules de Cuisine - Tipiak - 350g,3600900005005,,,350 g,['Carton'],['Tipiak'],['Fécules'],,,"['Cora', 'Magasins U']",['France'],"['Fécules 99,9% ', 'pomme de terre', 'manioc', 'huile de tournesol ', '0,1%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1482,,?,,1482 kj(354 kcal),,"0,1",,0,,88,,0,,0,,0,,0,,4,,C,,,,,,,,,,,,,,,,
1017,Pain de Campagne,3602826450242,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne']",,,,['France'],[],,[],,1.1 g,en faible quantité,0.2 g,en faible quantité,0.9 g,en faible quantité,1.2 g,en quantité modérée,?,,253,-5%,1059 kj(253 kcal),-5%,"1,1",-67%,"0,2",-58%,52,+8%,"0,9",-55%,"7,6",-7%,"1,2",-4%,"0,48",-4%,4,+40%,C,+40%,,,,,,,,,,,,,,,
1018,Andros,3608580006787,,,,['Gourdes'],['Andros'],,,,,['France'],[],,[],,,,,,,,,,?,,63,,264 kj(63 kcal),,"0,2",,0,,14,,14,,"0,3",,0,,0,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
1019,Desserts fruitiers assortis - andros,3608580006794,,,,,['Andros'],,,,,['France'],"['pommes 79%', 'bananes 18%', 'sucre', 'acidifiant acide citrique antioxydant actde ascorbique']",,[],,,,,,,,,,?,,63,,264 kj(63 kcal),,"0,2",,0,,14,,14,,"0,4",,0,,0,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,
1020,Jus d'orange et clémentines pressées - Andros,3608580780946,,,,,['Andros'],,,,,['France'],[],,[],,,,,,,,,,?,,49,,205 kj(49 kcal),,"0,1",,0,,11,,11,,"0,7",,,,,,,,,,,,,,,,,,,,,,,,
1021,Confiture Figues Violettes - Bonne Maman - 450g,3608580793328,D,,450 g,,['Bonne Maman'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",,,,['France'],[],,[],,0.2 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,?,,242,+4%,1013 kj(242 kcal),+4%,"0,2",-56%,0,-100%,59,+7%,59,+11%,"0,5",-32%,0,-100%,0,-100%,7,-26%,C,-26%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['Point Vert'],,,,,,,
1022,Compote de pomme - Andros - 90g,3608580867968,B,,90 g,,['Andros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",,,,"['France', 'Suisse']","['Pommes 99', '9%', ""jus concentré d'acréola""]",,[],1,0.2 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,0 g,en faible quantité,198,-26%,47,-28%,198 kj(47 kcal),-27%,"0,2",-39%,0,-100%,10,-30%,10,-23%,"0,3",-20%,0,-100%,0,-100%,-4,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Fabriqué en France', 'Sans sucre ajouté']",,,,,,,
