,name,bar_code,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,packaging,brand,manufacturing,markets,allergens,nova_score,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,link,additives,traceability_code,palm_ingredients,brand_owner
334,Tajarin pasta all'uovo con tartufo,8010939300609,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes aux œufs']",,['France'],[],[],4 g,en quantité modérée,1 g,en faible quantité,4.7 g,en faible quantité,0.15 g,en faible quantité,?,,389,+16%,1628 kj(389 kcal),+15%,4,-3%,1,-12%,74,+25%,"4,7",+84%,13,-1%,"0,15",-38%,"0,06",-38%,0,,B,,,,,,,,,,,,,,,,,,,,,,,
335,Pesto Chips,8010939404840,,,['France'],[],[],,,,,,,,,?,,542,,2268 kj(542 kcal),,35,,"4,6",,48,,"0,5",,"6,5",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Poivrons ronges farcis au thon,8011019001416,,['Fabriqué en Italie'],['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,35,,"4,2",,5,,"4,1",,5,,"1,27",,"0,508",,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Champignons de Paris grillés - Bluver,8011019008644,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks salés', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Champignons de Paris']",,"['Union européenne', 'France']","['Champignons 60%', 'huile de tournesol,vinaigre de vin', 'vinaigre balsarrlique', 'sel', 'citron', 'persil', 'ail,piment doux et fort']",[],34.8 g,en quantité élevée,4.5 g,en quantité modérée,3 g,en faible quantité,1.27 g,en quantité modérée,?,,335,+1296%,1402 kj(335 kcal),+1360%,"34,8",+8514%,"4,5",+5341%,"3,3",+170%,3,+667%,"2,1",-3%,"1,27",+193%,"0,508",+193%,6,,C,,,['barquette 1kg'],['Bluver'],['Italie'],,,3,A,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,Champignons de Paris grillés,['Italie'],http://www.bluversas.com,,['IT 3034 CE'],,
338,Fantaisies de la mer des Puglia - Marque inconnue - 70g égoutté (130g total),8011019010081,"['Plats préparés', 'Frais', 'Plats préparés au poisson', 'Plats préparés frais']",,['France'],"['Encornets ', 'Dosidicus Giga/Illex Argentinus/Notarus Sicani péché en Fao 87/41/81', 'Calamars ', 'Loligo Duvauceli/Loligo Gahi - péché en Fao 51/57/41', 'Petits poulpes ', ' Eledone moschata/Octopus Aegina - péché en Fao 34/51/57', 'Seiches ', 'Sépia Pharaonis/Sepiella inermis - péché en Fao 51/57', 'Surimi saveur crabe composé de : ', 'chair de poisson 50%', 'stabilisant : E420', 'E452', 'eau', 'amidon', 'sucre', 'huile de palme raffinée', 'sorbitol', ""blanc d'__oeuf_"", 'extrat de crabe 0', '70% - arôme crabe 0', '50%', 'amidon de riz', 'exhausteur de goût : E621', 'colorant naturel : E170', 'Crevettes ', 'Penaeus Vannamel produit de aquaculture Equateur', ' ', 'stabilisateur : E450-E451-E452', 'huile de tournesol', 'vinaigre de vin', 'sel', 'persil', 'acidifiant : acide citrique ', 'E330', 'antioxydant : acide ascorbique ', 'E300', 'conservateur : ascorbate de potassium ', 'E220', 'citron']","['Huile de palme', 'Non végétalien', 'Non végétarien']",34.8 g,en quantité élevée,4.32 g,en quantité modérée,1.1 g,en faible quantité,1.21 g,en quantité modérée,?,,369.22,+100%,1545 kj(369 kcal),+104%,"34,78",+319%,"4,32",+71%,"1,41",-92%,"1,1",-51%,"12,64",+68%,"1,21",+20%,"0,484",+20%,13,+215%,D,+215%,70 g égoutté (130 g total),"['Barquette plastique', 'Opercule film plastique', 'Etiquette papier']",['Marque inconnue'],['Italie'],['Super U'],"['Crustacés', 'Œufs', 'Poisson', 'Mollusques', 'Surimi', 'Vinaigre de vin']",4,,,,,,,,,Anti-pasto de la mer,"['Équateur', 'FAO 34', 'FAO 41', 'FAO 51', 'FAO 57', 'FAO 81', 'FAO 87']",,"['E420 - Sorbitol', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E170 - Carbonates de calcium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",['IT 3034 CE'],['Huile de palme'],
339,Couscous fin - Sahara - 1kg,8011033001881,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur', 'Semoules de blé dur pour couscous']",,['France'],"['Semoule de blé dur', 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1.9 g,en faible quantité,0.5 g,en faible quantité,2.5 g,en faible quantité,0 g,en faible quantité,1501,-1%,?,,1501 kj(359 kcal),+0%,"1,9",-5%,"0,5",+31%,70,0%,"2,5",-6%,12,-2%,0,-100%,0,-100%,-5,,A,,1 kg,"['Carton', 'Boîte']",['Sahara'],['Italie'],['Franprix'],['Gluten'],1,B,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,,,,,,
340,Couscous - El Forsane,8011033002000,,['Bio'],['France'],"['Ingrédient', ""' semoule de blé dur de qualité supérieure"", 'eau']",[],,,,,,,,,?,,438,,1833 kj(438 kcal),,"0,6",,"0,3",,83,,"5,5",,13,,"0,002",,"0,001",,,,,,,,['El Forsane'],,,,,,,,,,,,,,,,,,,
341,Couscous,8011033005100,,,['France'],[],[],,,,,,,,,?,,344,,1439 kj(344 kcal),,"1,7",,"0,3",,68,,"2,3",,12,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Couscous - 5kg,8011033053002,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,5 kg,['Sachet'],,,,,,,,,,,,,,,,,,,,
343,Couscous,8011033121008,,,['France'],[],[],,,,,,,,,?,,354,,1481 kj(354 kcal),,"1,9",,"0,4",,70,,"2,3",,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Couscous 1 / 2 Complet - Biovita,8011033125518,,"['Bio', 'Bio européen', 'IT-BIO-009']",['France'],"[""semoule de blé dur demi-complète issu de l'agriculture biologique"", 'eau']",[],,,,,,,,,?,,348,,1456 kj(348 kcal),,"2,1",,"0,5",,68,,2,,11,,0,,0,,,,,,,,['Biovita'],,,,,,,,,,,,,,,,,,,
345,Couscous - Biovita - 500g,8011033132509,,"['Bio', 'Bio européen', 'IT-BIO-009']",['France'],['CONWNSGLUÏEN'],[],,,,,,,,,?,,348,,1456 kj(348 kcal),,"2,1",,"0,5",,68,,2,,11,,0,,0,,,,,,500g,,['Biovita'],,,,,,,,,,,,,,,,,,,
346,Pirro Maccheroni Al Ferretto,8011119001002,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"1,4",,1,,"71,3",,"2,2",,"12,9",,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Tagliatelle au saumon,8011119004492,['Tagliatelles au saumon'],,['France'],[],[],1.31 g,en faible quantité,0.03 g,en faible quantité,1.1 g,en faible quantité,1.71 g,en quantité élevée,?,,343,+103%,1435 kj(343 kcal),+105%,"1,31",-82%,"0,03",-99%,"73,6",+480%,"1,1",+9%,"12,05",+54%,"1,71",+174%,"0,684",+174%,11,+267%,D,+267%,,,,,,,,,,,,,,,,,,,,,,
348,Tagliatelle Oliven 250 G Pirro,8011119004560,,['Fabriqué en Italie'],['France'],[],[],,,,,,,,,?,,376,,1573 kj(376 kcal),,"1,22",,0,,"81,32",,0,,"12,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Radiatori 500G Pirro,8011119004881,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'it:Radiatori', 'en:radiatori pasta']",,['France'],[],[],1.4 g,en faible quantité,1 g,en faible quantité,2.2 g,en faible quantité,0.26 g,en faible quantité,?,,375,+13%,1569 kj(375 kcal),+13%,"1,4",-46%,1,+43%,"71,3",+15%,"2,2",-21%,"12,9",+11%,"0,26",+23%,"0,104",+23%,0,,B,,,,,,,,,,,,,,,,,,,,,,,
350,Pappardelle - Pirro - 500g,8011119004973,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes aux œufs', 'Pâtes sèches aux œufs', 'Pappardelle']","['Fabriqué en Italie', 'Fabrication artisanale']",['France'],"['Semoule de blé dur', 'œufs ', '20 %']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4.5 g,en quantité modérée,1.4 g,en faible quantité,1.8 g,en faible quantité,0.37 g,en quantité modérée,?,,385,+6%,1611 kj(385 kcal),+5%,"4,5",+7%,"1,4",+27%,73,+12%,"1,8",-36%,"13,1",-10%,"0,37",+286%,"0,148",+286%,1,,B,,500 g,"['Sachet', 'Plastique', 'Carton']",['Pirro'],['Italie'],,"['Œufs', 'Gluten']",1,B,63.3%,21.1%,6.6%,5.4%,2.9%,0.8%,75,,,,,,,
351,Trofie Semola,8011119005208,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"1,4",,1,,"71,3",,"2,2",,"12,9",,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Farfalle Uovo,8011119005222,,,['France'],[],[],,,,,,,,,?,,353,,1477 kj(353 kcal),,"4,5",,"1,4",,73,,"1,8",,"13,1",,"0,37",,"0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Fettuccine,8011119005581,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,250g,8011119010646,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,['France'],[],[],5.1 g,en quantité modérée,1.1 g,en faible quantité,3.5 g,en faible quantité,0.08 g,en faible quantité,1569,+13%,?,,1569 kj(375 kcal),+13%,"5,1",+97%,"1,1",+58%,66,+7%,"3,5",+26%,14,+21%,"0,08",-62%,"0,032",-62%,0,,B,,250g,,,,,,,,,,,,,,,,,,,,,
355,Tagliatelle al basilico - Pirro,8011119010943,,,['France'],"['albahaca ', '6%', '/Semoule de blé dur', 'basilicus ', '6%', ' Informazioni nutrizionali/Nutritional facts/Nâhrwerte/lnformaci6n nutricional/lnformations nutritionnelles Valori medi per 100g/Average value for 100g/Miftelwerte für 100g/Valores medios por 100g/Valeurs moyennes pour 1 oog Valore energetico/Energy value/EnergieweWValor energético/ KJ']",[],,,,,,,,,?,,370,,1548 kj(370 kcal),,"2,26",,"0,93",,"68,7",,"2,7",,"11,8",,"2,04",,"0,816",,,,,,,,['Pirro'],,,['Gluten'],,,,,,,,,,,,,,,,
356,Fettuccine,8011119011285,,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,"5,1",,"1,1",,66,,"3,5",,14,,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Fusilli Calabresi - Pirro - 500g,8011119012664,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur']",,['France'],['Semoule de blé dur'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.4 g,en faible quantité,1 g,en faible quantité,2.2 g,en faible quantité,0.26 g,en faible quantité,1485,-1%,?,,1485 kj(355 kcal),+0%,"1,4",-21%,1,+164%,"71,3",+2%,"2,2",-30%,"12,9",+4%,"0,26",+992%,"0,104",+992%,0,,B,,500 g,"['Sachet', 'Plastique']","['Pirro', 'Pasta pirro']",['Italie'],['Cora'],['Gluten'],1,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,
358,Biscotte ripieni alla frutta,8011176022002,,,['France'],[],[],,,,,,,,,?,,374,,1565 kj(374 kcal),,"13,2",,"1,5",,"67,8",,"3,8",,"4,9",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Pane carasau,8011194138501,,,['France'],[],[],,,,,,,,,?,,348,,1456 kj(348 kcal),,"1,6",,"0,3",,71,,"1,5",,10,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Cantuccini gusto pistacchio - F.lli Mancina,8011196301880,,,['France'],[],[],,,,,,,,,?,,416,,1741 kj(416 kcal),,"14,5",,"1,738",,"29,1",,"29,1",,9,,"0,04",,"0,016",,,,,,,,['F.lli Mancina'],,,,,,,,,,,,,,,,,,,
361,Cotechino,8011198012241,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,292,,1222 kj(292 kcal),,22,,7,,0,,0,,21,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Grissini artigianali,8011207002867,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,['France'],[],[],7.11 g,en quantité modérée,0.8 g,en faible quantité,1.9 g,en faible quantité,1.47 g,en quantité modérée,?,,307,-27%,1284 kj(307 kcal),-27%,"7,11",-34%,"0,8",-65%,"51,2",-23%,"1,9",-24%,"7,7",-32%,"1,473",-22%,"0,589",-22%,5,-61%,C,-61%,,,,,,,,B,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,
363,Pasta fresca all'uovo - Avesani,8011242120137,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes aux œufs']",,['France'],"['QD PÂTES FRAICHESAUXOEUFS ln rédients: semoule de BLÉ dur', 'farine de BLÉ tendre', '02tJFS ', '20%', 'eau', ' Les ingrédients en surbrillance peuvent provoquer des allergies ou des intolérances', ' Il peut contenir des traces de soja', "" Mode d'emploi'"", "" cuire dans l'eau bouillante salée pendant te temps indiqué sur la confection""]",[],3.1 g,en quantité modérée,1 g,en faible quantité,1.2 g,en faible quantité,0.1 g,en faible quantité,?,,278,-17%,1163 kj(278 kcal),-18%,"3,1",-25%,1,-12%,"51,2",-14%,"1,2",-53%,"9,9",-24%,"0,1",-58%,"0,04",-58%,-4,,A,,,,['Avesani'],,,"['Gluten', 'Soja']",,,,,,,,,,,,,,,,
364,Girasoli melanzane formaggi,8011242120427,,,['France'],[],[],,,,,,,,,?,,229,,958 kj(229 kcal),,9,,"4,5",,22,,"2,5",,13,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Cappellletti al prosciutto crudo,8011242120564,,,['France'],[],[],,,,,,,,,?,,292,,1222 kj(292 kcal),,"6,9",,"4,6",,"42,8",,"3,6",,"13,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Pasta Di Ave Viande,8011242121288,,,['France'],[],[],,,,,,,,,?,,283,,1184 kj(283 kcal),,11,,"5,5",,33,,"1,3",,12,,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Pasta Di Ave Ricotta Epinard,8011242121295,,,['France'],[],[],,,,,,,,,?,,256,,1071 kj(256 kcal),,12,,"3,8",,25,,"2,3",,10,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Pasta Di Ave Saumon,8011242121301,,,['France'],[],[],,,,,,,,,?,,263,,1100 kj(263 kcal),,11,,"4,5",,30,,"1,5",,12,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Gnocchi - Avesani,8011242121363,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,['France'],"['eat flour', 'eggs', 'salt', 'patatoes']",[],0.4 g,en faible quantité,0.1 g,en faible quantité,4 g,en faible quantité,1 g,en quantité modérée,?,,142,-15%,594 kj(142 kcal),-15%,"0,4",-71%,"0,1",-73%,"30,2",-9%,4,+233%,4,-5%,1,-12%,"0,4",-12%,2,-44%,B,-44%,,,['Avesani'],,,['Œufs'],,B,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,
370,SANGIOVESE 2011 -,8011315000151,"['Boissons', 'Boissons alcoolisées', 'Vins', 'it:Sangiovese']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,"['Bouteille', 'Verre']",,,,,,,,,,,,,,,,,,,,
371,Rigatoni,8011322211373,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Rigatoni']","['Huile de palme durable', 'en:palm-oil-free']","['France', 'Italie']",[],['Sans huile de palme'],1.5 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,0.01 g,en faible quantité,?,,360,+3%,1506 kj(360 kcal),+2%,"1,5",+6%,"0,3",+2%,"70,2",+1%,"3,4",+20%,13,+1%,"0,01",-34%,"0,004",-34%,-1,,A,,,,,,,,,,,,,,,,,,,,,,,
372,Sfoglia allo Zafferano,8011322511985,,['Sans arômes ajoutés'],['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,"3,51",,"0,8",,3,,"1,9",,16,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Frantoio Valtenesi Olivenöl - Frantoio Valtenese,8011388000669,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,120,,502 kj(120 kcal),,?,,14,,?,,0,,0,,0,,0,,,,,,,,['Frantoio Valtenese'],,,,,,,,,,,,,,,,,,,
374,Mozzarella - Bionatura Tonon,8011511185003,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']","['Bio', 'Bio européen', 'IT-BIO-006']",['France'],[],[],20 g,en quantité modérée,10 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,262,+1%,1096 kj(262 kcal),+1%,20,-3%,10,-29%,"0,5",-51%,"0,5",-34%,20,+19%,"0,5",-26%,"0,2",-26%,9,-12%,C,-12%,,,['Bionatura Tonon'],,,,,C,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
375,Fagioli corona,8011515724604,,,['France'],[],[],,,,,,,,,?,,339,,1418 kj(339 kcal),,"2,5",,0,,"58,8",,"2,7",,"15,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Semi di girasole - Colfiorito,8011515948574,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,['France'],[],[],60.4 g,en quantité élevée,5.64 g,en quantité élevée,2 g,en faible quantité,0 g,en faible quantité,?,,653,+14%,2732 kj(653 kcal),+14%,"60,4",+32%,"5,64",+14%,4,-70%,2,-17%,20,-9%,0,-100%,0,-100%,13,-2%,D,-2%,,,['Colfiorito'],,,,,C,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,
377,Miscela di semi e frutta secca,8011515951895,,,['France'],[],[],,,,,,,,,?,,617,,2582 kj(617 kcal),,51,,6,,10,,3,,25,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Huile olive - La Corona Del Principe,8011577000999,['Matières grasses'],,['France'],"['DA CONSUMARE pREfERibilMENTE ENTRO', ' VEdi CONSERVARE IN Ittoqo fREsco E Asciurro', 'IONTA']",[],91.6 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,824,+2%,3448 kj(824 kcal),+3%,"91,6",+3%,14,-39%,1,+346%,0,-100%,0,-100%,0,-100%,0,-100%,11,-3%,D,-3%,,,['La Corona Del Principe'],,,,,,,,,,,,,,,,,,,
379,Lait frais pasteurisé,8011613001195,,,['France'],[],[],,,,,,,,,?,,64,,268 kj(64 kcal),,"3,6",,"2,5",,0,,0,,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Macaron Chocolat -,8011629001073,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,['France'],[],[],9 g,en quantité modérée,9 g,en quantité élevée,28.8 g,en quantité élevée,0.5 g,en quantité modérée,?,,489,+15%,2046 kj(489 kcal),+15%,9,-49%,9,+99%,"60,3",+8%,"28,8",-43%,"6,6",-23%,"0,5",+250%,"0,2",+250%,22,+25%,E,+25%,,,,,,,,D,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,
381,Pasticceria artigianale,8011629008355,,,['France'],[],[],,,,,,,,,?,,426,,1782 kj(426 kcal),,"15,4",,"7,2",,"65,2",,"32,5",,"5,9",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Amaretti,8011676000623,,,['France'],[],[],,,,,,,,,?,,467,,1954 kj(467 kcal),,"28,2",,"2,3",,"42,9",,"41,9",,"13,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Espresso 1882 Arabica - Caffè Vergnano 1882 - 50capsules,8011701827515,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50 capsules,,['Caffè Vergnano 1882'],,,,,,,,,,,,,,,,,,,
384,Pate,8011754000316,,,['France'],[],[],,,,,,,,,?,,293,,1226 kj(293 kcal),,"2,71",,"0,85",,"54,83",,"0,92",,"10,4",,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,
385,ACETO BALSAMICO,8011770126014,,['IGP'],['France'],[],[],,,,,,,,,?,,300,,1255 kj(300 kcal),,0,,0,,12,,12,,"0,8",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Paluaji,8011770210225,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,12,,0,,54,,27,,"5,7",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Riscossa Carnaroli Rice,8011780004449,,,['France'],[],[],,,,,,,,,?,,349,,1460 kj(349 kcal),,"0,6",,"0,1",,78,,"0,3",,"7,4",,10,,4,,,,,,,,['Riscossa'],,,,,,,,,,,,,,,,,,,
388,Riscossa Fresine,8011780009147,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,5",,"0,3",,75,,"3,5",,"12,5",,"0,002",,"0,001",,,,,,,,['Riscossa'],,,,,,,,,,,,,,,,,,,
389,Riscossa Elicoidali,8011780009208,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,5",,"0,3",,75,,"3,5",,"12,5",,"0,002",,"0,001",,,,,,,,['Riscossa'],,,,,,,,,,,,,,,,,,,
390,Canneroni Rigati - Riscossa,8011780009215,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,5",,"0,3",,75,,"3,5",,"12,5",,"0,002",,"0,001",,,,,,,,['Riscossa'],,,,,,,,,,,,,,,,,,,
391,St 500G Lumaconi,8011780009369,,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,"2,67",,"0,62",,"74,67",,"3,5",,"13,04",,"0,002",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Riscossa Lumache,8011780009376,,['Contient du gluten'],['France'],"['Durum wheat semolina', 'water', ' Contains gluten']",[],,,,,,,,,?,,310,,1297 kj(310 kcal),,"1,5",,"0,3",,63,,3,,11,,0,,0,,,,,,,,['Riscossa'],,,['Gluten'],,,,,,,,,,,,,,,,
393,Riscossa Ditali Lisci,8011780009604,,,['France'],"['Pasti av durumy{te', 'paikassa', 'lutent Tillverkad i Italien', 'io suhem nuJ9Hgga', 'og ko!igtè EL podrijefia', ' ital\'ijae Cuvat\'i na suham i O""tetevok: durufii buzajistt']",[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,5",,"0,3",,75,,"3,5",,"12,5",,"0,002",,"0,001",,,,,,,,['Riscossa'],,,,,,,,,,,,,,,,,,,
394,Riscossa Vermicelli Tagliati #70 - Pastificio,8011780009703,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,5",,"0,3",,75,,"3,5",,"12,5",,"0,002",,"0,001",,,,,,,,['Pastificio'],,,,,,,,,,,,,,,,,,,
395,Conchiglioni - Riscossa - 500g,8011780041086,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']",['Fabriqué en Italie'],['France'],"['Semoule de blé dur de qualité supérieure', 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1.5 g,en faible quantité,0.3 g,en faible quantité,3.5 g,en faible quantité,0.00508 g,en faible quantité,?,,360,+1%,1506 kj(360 kcal),+0%,"1,5",-25%,"0,3",-32%,75,+7%,"3,5",+12%,"12,5",0%,"0,005",-82%,"0,002",-82%,-3,,A,,500 g,['Carton'],['Riscossa'],['Italie'],['Simply Market'],['Gluten'],1,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,Pâtes alimentaires de semoule de blé dur de qualité supérieure,,,,,,
396,Oro Ricossa - Pasta di semola di grano duro - Riscossa,8011780041109,,,['France'],[],[],,,,,,,,,?,,1499,,6272 kj(1499 kcal),,"1,5",,"0,5",,"71,2",,3,,"12,5",,"0,03",,"0,012",,,,,,,,['Riscossa'],,,,,,,,,,,,,,,,,,,
397,Sugo al Basilico (Basilic Sauce) - Riscossa,8011780042311,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,"1,1",,"0,2",,"6,8",,"6,1",,"1,6",,"0,8",,"0,32",,,,,,,,['Riscossa'],,,,,,,,,,,,,,,,,,,
