,name,bar_code,packaging,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,additives,palm_ingredients,allergens,nova_score,ingredients_origins,manufacturing,brand_owner,markets,generic_name,traceability_code,link
912,Peanut powder - Peanut Butter & Co,0861619000030,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales']","['France', 'États-Unis']","['Peanut flour', 'cane sugar', 'salt']","['Sans huile de palme', 'Végétalien', 'Végétarien']",12.5 g,en quantité modérée,0 g,en faible quantité,16.7 g,en quantité élevée,1.98 g,en quantité élevée,?,,417,-50%,1745 kj(417 kcal),-50%,"12,5",-86%,0,-100%,"33,33",+84494%,"16,67",+57383%,"41,67",+143096%,"1,98",+5030%,"0,792",+5030%,11,+33%,D,+33%,,,,,,,,,,,['Peanut Butter & Co'],,,,2,,,"Peanut Butter & Co, Inc.",,,,
913,Quinoa puffs - I Heart Keenwah,0861782000103,,['Snacks'],"['France', 'États-Unis']","['Quinoa puff ', 'quinoa flour', 'brown rice flour', 'white rice flour', 'pea protein concentrate', 'baking powder', 'high oleic sunflower oil', 'seasoning: sea salt', 'parsley', 'dried truffle', 'natural flavor']",[],8.93 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,1.7 g,en quantité élevée,?,,429,-5%,1795 kj(429 kcal),-5%,"8,93",-57%,0,-100%,"64,29",+14%,0,-100%,"17,86",+184%,"1,698",+223%,"0,679",+223%,9,-50%,C,-50%,,,,,,,,,,,['I Heart Keenwah'],,,,4,,,I Heart Foods Corp.,,,,
914,Sauce Saté,0862683816688,,,['France'],[],[],,,,,,,,,?,,250,,1046 kj(250 kcal),,10,,10,,50,,40,,2,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Gaucho Style - Elvio's,0862722000009,,,"['France', 'États-Unis']","['Parsley', 'garlic', 'olive oil', 'vinegar', 'crushed red pepper', 'salt', 'spices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,500,,2092 kj(500 kcal),,50,,0,,0,,0,,0,,"1,67",,"0,668",,,,,,,,,,,,,,,,"[""Elvio's""]",,,,,,,,,,,
916,Hydration multiplier,0863737000183,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,0,,0,,12,,11,,0,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Morning Recovery,0864515000418,,,['France'],[],[],,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,7,,7,,0,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Eau de coco pétillante saveur fraise,0864793000292,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Eaux de coco']",['France'],[],[],0.5 g,en faible quantité,0 g,en faible quantité,1.4 g,en faible quantité,0.01 g,en faible quantité,?,,9,-53%,38 kj(9 kcal),-54%,"0,5",+481%,0,-100%,"1,7",-63%,"1,4",-61%,"0,5",+339%,"0,01",-85%,"0,004",-85%,3,+22%,C,+22%,,,,,,,,,,,,,,,,,,,,,,
919,aloe vera drink premium,0865863000150,,,['France'],[],[],,,,,,,,,?,,210,,879 kj(210 kcal),,0,,0,,53,,53,,0,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Escalopes de porc à la viennoise - Bofrost,0866469004016,,,['France'],[],[],,,,,,,,,?,,159,,665 kj(159 kcal),,"3,3",,"1,3",,"15,8",,"2,2",,"16,2",,"1,5",,"0,6",,,,,,,,,,,,,,,,['Bofrost'],,,,,,,,,,,
921,Spread the love almond butter,0866945000075,,,['France'],[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,593,,2481 kj(593 kcal),,"53,1",,"4,6",,"18,7",,"3,12",,"18,7",,0,,0,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,
922,Just Meringues Chocolate Chip - Brooklyn Cookie Company - 57g / 2Oz,0869084000104,"['Doypack', 'Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Pâtisseries', 'Meringues']","['France', 'États-Unis']","['Organic cane sugar', 'organic chocolate ', 'cocoa liquor', 'cane sugar', 'cocoa butter', 'egg whites ', 'certified humane cage-free', 'vanilla ', 'vanilla bean extractives', 'water', 'alcohol', 'and invert syrup', 'cream of tartar', 'sea salt']",['Non végétalien'],10.7 g,en quantité modérée,3.57 g,en quantité modérée,67.9 g,en quantité élevée,0.535 g,en quantité modérée,?,,393,+4%,1644 kj(393 kcal),+4%,"10,71",+940%,"3,57",+860%,"71,43",-18%,"67,86",-19%,"7,14",+77%,"0,535",+232%,"0,214",+232%,16,+10%,D,+10%,57 g / 2 Oz,"['Commerce équitable', 'en:gluten-free', 'Fairtrade International', 'Fabriqué aux États-Unis']",B,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,['Brooklyn Cookie Company'],['E336i - Tartrate monopotassique'],,['Œufs'],3,,"['États-Unis', 'Brooklyn']","Brooklyn Cookie Company, LLC",,,,
923,Northern sweet rub,0869328000013,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,0,,0,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Chocolat noir Equateur Bio - J.D. Gross,08651347,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],[],[],55.3 g,en quantité élevée,34 g,en quantité élevée,15.8 g,en quantité élevée,0.01 g,en faible quantité,?,,638,+15%,2669 kj(638 kcal),+15%,"55,3",+40%,34,+47%,"20,6",-47%,"15,8",-50%,9,+17%,"0,01",-79%,"0,004",-79%,20,-6%,E,-6%,,['Bio'],E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['J.D. Gross'],,,,,,,,,,,
925,Biscottes -,08663508,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",['France'],[],[],8.5 g,en quantité modérée,2 g,en quantité modérée,3.1 g,en faible quantité,1.6 g,en quantité élevée,?,,404,+3%,1690 kj(404 kcal),+2%,"8,5",+27%,2,+9%,66,-3%,"3,1",-47%,13,+10%,"1,6",+38%,"0,64",+38%,13,+108%,D,+108%,,,B,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,,,,,,,,,,
926,Organic Raw Almond Butter - Brasserie artisanale de sabaudia,0870001002569,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales']","['France', 'États-Unis']",['Organic raw almonds'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",50 g,en quantité élevée,3.12 g,en quantité modérée,3.12 g,en faible quantité,0 g,en faible quantité,?,,562,-33%,2351 kj(562 kcal),-32%,50,-46%,"3,12",-79%,"21,88",+55433%,"3,12",+10659%,"21,88",+75089%,0,-100%,0,-100%,-8,-197%,A,-197%,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,"['Brasserie artisanale de sabaudia', 'Organics', 'Artisana']",,,,2,,,ARTISANA,,,,
927,Citronelle émincée - Thai Héritage - 105g 100ml,0870191704007,"['Bocal', 'Verre']",,['France'],"['citronnelle', 'eau', 'vinaigre', 'sucre', 'sel', 'acide citrique ', 'E330', 'huile de soja', 'gomme de xanthane ', 'E415']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,105g 100ml,"['Sans colorants artificiels', 'Sans colorants', 'Sans exhausteur de goût', 'Sans glutamate', 'Sans conservateurs']",,,,,,,,,['Thai Héritage'],"['E330 - Acide citrique', 'E415 - Gomme xanthane']",,,4,,,,,,,
928,0870719000116,0870719000116,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Deliciously dairy-free cheddar style - daiya - 220g,0871459000329,['sous vide'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']","['Canada', 'France']","['EAU FILTRÉE', 'HUILE DE NOIX DE COC0', 'AMIDON DE POMME DE TERRE', 'AMIDON DE TAPIOCA', 'AROMES NATURELS VÉGÉTALIENS', 'ISOLAT DE PROTÉINES DE POMME DE TERRE', 'SEL DE MER', 'PHOSPHATE TRICALCIQUE', 'GOMME DE KONJAC', ""FARINE D'ALGUES"", 'GOMME DEXANTHANE', 'ACIDE LACTIQUE ', 'VÉGÉTALIEN', 'COLORANTS ', 'CONCENTRÉ DE POIVRON', 'CONCENTRÉ DE POMME CONCENTRÉ DE TOMATE', 'ROCOU', 'ENZYME VÉGÉTALIEN', 'LEVURE MORTE', 'CHLORURE DE POTASSIUM', 'EXTRAIT DE LEVURE']","['Végétalien', 'Végétarien']",22.7 g,en quantité élevée,20.5 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,?,,272,-1%,1138 kj(272 kcal),-1%,"22,7",+4%,"20,5",+25%,18,+8%,0,-100%,0,-100%,"0,8",-54%,"0,32",-54%,16,-13%,D,-13%,220g,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lait', 'Sans soja']",,,,,,,,,['Daiya'],"['E425i - Gomme de konjac', 'E270 - Acide lactique', 'E160b - Rocou']",,,4,,['Canada'],,,,,http://daiyafoods.com
930,"Daiya, deluxe cheddar style cheezy mac",0871459001333,"['paper-box', 'pp-bag', 'mixed plastic-film']","['Plats préparés', 'Plats à base de pâtes']","['France', 'États-Unis']","['brown rice pasta ', 'whole grain brown rice', 'rice bran', 'water', 'filtered water,tapioca starch', 'non-gmo expeller pressed: canola and/or safflower oil', 'coconut oil', 'sea salt', 'vegan natural flavors', 'pea protein', 'potato protein', 'tricalcium phosphate', 'evaporated cane sugar', 'lactic acid ', 'vegan', 'xanthan gum', 'yeast extract', 'titanium dioxide ', 'naturally occurring mineral', 'annatto ', 'color', 'onion', 'vitamin b12,']","['Végétalien', 'Végétarien']",9 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,1.45 g,en quantité modérée,?,,300,+67%,1255 kj(300 kcal),+69%,9,+43%,"3,5",+44%,48,+130%,0,-100%,5,-32%,"1,45",+60%,"0,58",+60%,10,+169%,C,+169%,,"['Végétarien', 'Végétalien']",,,,,,,,,['Daiya'],"['E270 - Acide lactique', 'E415 - Gomme xanthane', 'E171 - Oxyde de titane', 'E160b - Rocou']",,,4,,,Daiya Foods Inc.,,,,
931,Deluxe alfredo style cheezy mac - Daiya,0871459001340,,"['Plats préparés', 'Plats à base de pâtes']","['France', 'États-Unis']","['brown rice pasta ', 'whole grain brown rice', 'rice bran', 'water', 'filtered water', 'tapioca starch', 'non-gmo expeller pressed: canola and/or safflower oil', 'coconut oil', 'vegan natural flavors', 'sea salt', 'pea protein isolate', 'tricalcium phosphate', 'cane sugar', 'lactic acid ', 'vegan', 'xanthan gum', 'titanium dioxide ', 'naturally occurring mineral', 'yeast extract', 'spices', 'onion', 'garlic,']","['Végétalien', 'Végétarien']",9 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,300,+67%,1255 kj(300 kcal),+69%,9,+43%,"3,5",+44%,49,+134%,0,-100%,5,-32%,"1,5",+65%,"0,6",+65%,10,+169%,C,+169%,,"['Végétarien', 'Végétalien', 'Sans lactose', 'en:Verified']",,,,,,,,,['Daiya'],"['E270 - Acide lactique', 'E415 - Gomme xanthane', 'E171 - Oxyde de titane']",,,4,,,DAIYA,,,,
932,Blue cheeze dressing - Daiya - 237g,0871459009025,,"['Epicerie', 'Sauces']","['France', 'États-Unis']","['Non-gmo expeller pressed canola oil', 'water', 'white vinegar', 'cane sugar', 'sea salt', 'vegan natural flavors', 'potato starch', 'potato protein', 'whole algal flour', 'vegan cultured dextrose', 'xanthan gum', 'lemon juice concentrate', 'spices', 'onion']","['Végétalien', 'Végétarien']",43.3 g,en quantité élevée,3.33 g,en quantité modérée,3.33 g,en faible quantité,1.83 g,en quantité élevée,?,,400,+68%,1674 kj(400 kcal),+70%,"43,33",+139%,"3,33",+54%,"3,33",-66%,"3,33",-48%,0,-100%,"1,832",-24%,"0,733",-24%,15,+29%,D,+29%,237 g,"['Végétarien', 'Végétalien']",,,,,,,,,['Daiya'],['E415 - Gomme xanthane'],,,4,,,DAIYA,['Wegmans'],,,
933,Thé vert bio au Ginkgo Biloba - Touch Organic - 24sachets,0871561004666,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,24 sachets,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Max Havelaar']",,,,,,,,,['Touch Organic'],,,,,,,,,,,
934,Thé blanc bio à l'abricot -,0871561004796,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés blancs']",['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Max Havelaar']",B,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,
935,"Touch Organic Thé Noir Earl Grey Bio - 43,2g / 1.5oz",0871561004888,['Carton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs']",['France'],"['Thé noir*', 'arôme naturel de bergamote | *Produit issu de l’agriculture biologique', ' Thé noir ', '97', '5% du poids total']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"43,2 g / 1.5 oz","['Bio', 'Ecocert', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'en:CN-BIO-154', 'Fairtrade International', 'FR-BIO-01', 'Max Havelaar', 'AB Agriculture Biologique', 'CN-BlO-154']",A,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Touch Organic'],,,,1,['Chine'],,,,,,http://www.info.fairtrade.net
936,0871886253848,0871886253848,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,"Hipz, white fudge covered pretzels - Demet's Candy Company",0872181000649,,['Snacks'],"['France', 'États-Unis']","['White fudge ', 'sugar', 'partially hydrogenated palm kernel and palm oils', 'milk', 'nonfat milk', 'soy lecithin', 'artificial flavor', 'enriched flour ', 'wheat flour', 'niacin', 'reduced iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'corn syrup', 'soy lecithin', 'salt', 'yeast ', 'yeast', 'sorbitan monostearate', 'ascorbic acid', 'barley malt ', 'barley', 'wheat flour', 'dextrose', 'sodium bicarbonate']",['Non végétalien'],21.4 g,en quantité élevée,17.9 g,en quantité élevée,42.9 g,en quantité élevée,1.11 g,en quantité modérée,?,,500,+11%,2092 kj(500 kcal),+11%,"21,43",+3%,"17,86",+98%,"71,43",+27%,"42,86",+42%,"7,14",+14%,"1,115",+112%,"0,446",+112%,29,+62%,E,+62%,,,,,,,,,,,"[""Demet's Candy Company""]","['E322i - Lécithine', 'E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition']",,"['Gluten', 'Lait', 'Soja']",4,,,Demet's Candy Company,,,,
938,Flipz minis,0872181000809,,,['France'],[],[],,,,,,,,,?,,464,,1941 kj(464 kcal),,18,,16,,71,,46,,7,,"0,446",,"0,178",,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Flipz 7.5oz SS Caramel Pouch,0872181000984,,,['France'],[],[],,,,,,,,,?,,130,,544 kj(130 kcal),,6,,"4,5",,19,,12,,2,,"0,125",,"0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Demet's Turtles Bite Size,0872181005736,,,['France'],"['06', ' Nutfdon Facts Serving Size: 1 Pitce ', '12g', 'Servings: 1 Amount Per Serving: Calories i', 'fatcalories 30', 'Total Fat 3', '5g ', '501 DV', 'Sal Fat 1 Fat Og', 'Cholesterol Omg scdium 10mg ', '00h DII', 'Total Carbohydrate 7g ', '2% DV', 'Dietary Fiber Og ', '0% DV', 'Sugars Protein lg', 'VitaminA ', '0% DY', 'C ', '0% ', '2%DV', 'Iron ', '2% Percent Dailyllalues ', 'DY', ' are based un 2,000 calorie dietx COIITAINS PECAN', 'AND MADE wynr', 'OTHER']",[],,,,,,,,,?,,60,,251 kj(60 kcal),,"3,5",,"1,5",,6,,6,,1,,"0,1",,"0,04",,,,,,,,,,,,,,,,['Demet’s'],,,['Fruits à coque'],,,,,,,,
941,Agneau à la crème de chocolat - Granducale,0872447000437,,,['France'],[],[],,,,,,,,,?,,401,,1678 kj(401 kcal),,19,,11,,50,,26,,"6,5",,"0,41",,"0,164",,,,,,,,,,,,,,,,['Granducale'],,,,,,,,,,,
942,Pandoro,0872447001472,,,['France'],[],[],,,,,,,,,?,,413,,1728 kj(413 kcal),,22,,10,,45,,20,,8,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Panettone - Dolce Forneria,0872447001489,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['France'],[],[],13 g,en quantité modérée,6.2 g,en quantité élevée,28 g,en quantité élevée,0.37 g,en quantité modérée,?,,356,-5%,1490 kj(356 kcal),-4%,13,-13%,"6,2",-31%,53,+3%,28,+8%,"5,8",-15%,"0,37",-16%,"0,148",-16%,15,-19%,D,-19%,,['Fabriqué en Italie'],C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,['Dolce Forneria'],,,,,,['Italie'],,,,,
944,Treats,0873199000720,,,['France'],[],[],,,,,,,,,?,,150,,628 kj(150 kcal),,"0,5",,"0,5",,1,,1,,28,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Confit d'oignons perlés au porto ambré - Mylliam,0873351001077,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",['France'],"['Oignon', 'Porto', 'sucre', 'vinaigre']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,15 g,en quantité élevée,0 g,en faible quantité,?,,23,-86%,96 kj(23 kcal),-86%,0,-100%,0,-100%,15,-57%,15,-54%,0,-100%,0,-100%,0,-100%,-2,-130%,A,-130%,,,,,,,,,,,['Mylliam'],,,,3,,,,,,,
946,Beurre de fraises,0873351007185,,,['France'],[],[],,,,,,,,,?,,264,,1105 kj(264 kcal),,"9,9",,"6,6",,"39,6",,"39,6",,"0,66",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Patate Douce Sèchée - YUMMY HOUSE - 260g,0873453006161,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Légumes et dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Légumes séchés', 'Patates douces']",['France'],"['patate douce', 'sucre blanc', 'sel', 'épaississant E407', ""régulateur d'acidité E330"", 'conservateur E210']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1 g,en faible quantité,0 g,en faible quantité,11.5 g,en quantité modérée,0.6 g,en quantité modérée,?,,250,+172%,1046 kj(250 kcal),+173%,1,-32%,0,-100%,"59,6",+270%,"11,5",+130%,"3,85",+103%,"0,6",+94%,"0,24",+94%,0,,B,,260 g,,B,37.9%,0.0%,0.0%,30.5%,26.2%,5.4%,99,['YUMMY HOUSE'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E210 - Acide benzoïque', '', 'Risque élevé de sur-exposition']",,,4,,,,['PARIS STORE'],Patate Douce Sèchée,,
948,Uchuva y almendras,0873617004125,,,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,12,,2,,6,,4,,6,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Pure Hemilayan Salt -,0873778006112,,"['Epicerie', 'Condiments']","['France', 'États-Unis']",['Himalayan salt'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,100,+1689%,40,+1689%,10,-1%,C,-1%,,,,,,,,,,,,,,,3,,,SUNDHED,,,,
950,Jus de bleuets sauvages,0874166009968,,,['France'],[],[],,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,9,,9,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,ISATC Sensation,0874425000118,,,['France'],[],[],,,,,,,,,?,,392,,1640 kj(392 kcal),,"5,5",,"2,2",,"10,06",,"3,81",,"75,44",,"0,38",,"0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,
952,"Theo, 70% dark chocolate bar, mint",0874492000684,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']","['France', 'États-Unis']","['Cocoa beans*+', 'cane sugar*+', 'cocoa butter*+', 'ground vanilla bean*+', 'peppermint essential oil*', 'spearmint essential oil*']",[],38.1 g,en quantité élevée,23.8 g,en quantité élevée,30.9 g,en quantité élevée,0 g,en faible quantité,?,,500,-4%,2092 kj(500 kcal),-4%,"38,1",+25%,"23,81",+44%,"47,62",-11%,"30,95",-34%,"7,14",+16%,0,-100%,0,-100%,17,-30%,D,-30%,,,,,,,,,,,"['Theo', 'Theo Chocolate']",,,,3,,,"Theo Chocolate, Inc.",,,,
953,"Theo, chili dark chocolate",0874492000929,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Chocolats', 'Chocolats noirs']","['France', 'États-Unis']","['Cocoa beans*+', 'cane sugar*+', 'cocoa butter*+', 'ancho chili powder*', ' california chili powder*', 'cayenne chili powder*', 'ground vanilla bean*+', 'cinnamon*', 'orange essential oil*']",[],38.1 g,en quantité élevée,23.8 g,en quantité élevée,30.9 g,en quantité élevée,0.03 g,en faible quantité,?,,500,-10%,2092 kj(500 kcal),-10%,"38,1",-3%,"23,81",+3%,"47,62",+23%,"30,95",-2%,"7,14",-7%,"0,03",-36%,"0,012",-36%,17,-20%,D,-20%,,,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Theo', 'Theo Chocolate']",,,,3,,,"Theo Chocolate, Inc.",,,,
954,Sirop d'erable,0874855001044,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,0 g,en faible quantité,?,,220,-19%,920 kj(220 kcal),-19%,0,-100%,0,-100%,84,+23%,48,-21%,0,-100%,0,-100%,0,-100%,12,-9%,D,-9%,,,,,,,,,,,,,,,,,,,,,,
955,Double brune - Petrus - 33cl,0875213000082,"['Bouteille en verre brune', 'Capsule métallique']","['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Bières brunes', 'nl:Bieres de haute fermentation']",['France'],"['eau de source pure', 'houblon', ""malt d'orge""]",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,33 cl,"['en:Belgian Family Brewers', 'Déconseillé aux femmes enceintes']",C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Petrus'],,,,3,,"['Brasserie De Brabandere', '8531', 'Bavikhove', 'Belgique']",,,,,http://www.brouwerijdebrabandere.be
956,Chia noir - EcoIdeas,0875405001286,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",['France'],[],[],33 g,en quantité élevée,2.8 g,en quantité modérée,0 g,en faible quantité,0.017 g,en faible quantité,?,,500,+12%,2092 kj(500 kcal),+12%,33,+7%,"2,8",-10%,"38,9",+224%,0,-100%,"22,2",+10%,"0,017",-29%,"0,007",-29%,3,+233%,C,+233%,,,D,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,['EcoIdeas'],,,,,,,,,,,
957,Le Site Officiel Des Nouvelles Coiffures,0875408004376,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Galettes petit-déjeuner - Bauducco - 165g,0875754003474,['Carton'],"['Petit-déjeuners', 'Crêpes et galettes', 'Galettes']",['France'],[],[],4.5 g,en quantité modérée,2 g,en quantité modérée,7 g,en quantité modérée,0.75 g,en quantité modérée,?,,130,-35%,544 kj(130 kcal),-35%,"4,5",-12%,2,-10%,19,-35%,7,+329%,3,-57%,"0,75",-41%,"0,3",-41%,1,-83%,B,-83%,165 g,,,,,,,,,,['Bauducco'],,,,,,,,,,,
959,"Deavas, dark chocolate belgian thins",0876012010418,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['France', 'Espagne', 'États-Unis']","['Dark chocolate ', 'unsweetened chocolate', 'sugar', 'cocoa butter', 'vanilla powder', 'sliced almonds', 'sunflower seeds', 'quinoa', 'buckwheat', 'puffed rice', 'pumpkin seeds ', 'pepitas', 'dried goji berries', 'salt']","['Végétalien', 'Végétarien']",35.7 g,en quantité élevée,21.4 g,en quantité élevée,38.1 g,en quantité élevée,0.15 g,en faible quantité,?,,524,-6%,2192 kj(524 kcal),-6%,"35,71",-9%,"21,43",-7%,"52,38",+36%,"38,1",+20%,"7,14",-7%,"0,15",+221%,"0,06",+221%,19,-10%,E,-10%,,"['Bio', 'Végétarien', 'en:USDA Organic', 'Végétalien']",E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Deavas'],,,,3,,,DEAVAS,,,,
960,Belguim Chocolate Coins - Albert Premier,0876012011200,,,['France'],"['sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lactose', 'émulsifiant : lécithine de soja', 'arôme', ' Cacao: 28% minimum']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,522,,2184 kj(522 kcal),,"27,1",,"16,2",,63,,62,,"5,4",,"0,18",,"0,072",,,,,,,,,,,,,,,,['Albert Premier'],['E322i - Lécithine'],,['Lait'],4,,,,,,,
