,name,bar_code,packaging,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,additives,palm_ingredients,allergens,nova_score,ingredients_origins,manufacturing,brand_owner,markets,generic_name,traceability_code,link
858,White Ginger Infused Simple Syrup,0856891000106,,,['France'],[],[],,,,,,,,,?,,995,,4163 kj(995 kcal),,0,,0,,28,,28,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Hellfire Habenero Shrub,0856972005235,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Stevia drops Vanilla - NICK'S - 50ml,0856991004486,['flacon verre'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries']",['France'],"['Eau purifiée', 'édulcorant : Glucosides de stéviol', 'arôme naturel', 'inuline', 'Vitamine C ', 'acide L-ascorbique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,50 ml,,,,,,,,,,"[""NICK'S""]","['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,,4,,,,,,,
861,"Iq juice, rise up juice, guarana - Powerhouse Beverage Company  Llc",0856998004113,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux']","['France', 'États-Unis']","['Cold-pressed apple cider with passion fruit', 'strawberry', 'orange blend', 'white grape juice from concentrate ', 'triple filtered water', 'white grape juice concentrate', 'lime juice from concentrate ', 'triple filtered water', 'lime juice concentrate', 'guarana', 'b12']",[],0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.0625 g,en faible quantité,?,,55,+38%,230 kj(55 kcal),+37%,0,-100%,0,-100%,"11,02",+31%,"11,02",+48%,"0,06",-84%,"0,062",+156%,"0,025",+156%,16,+171%,E,+171%,,['Sans conservateurs'],,,,,,,,,['Powerhouse Beverage Company  Llc'],,,,1,,,"Powerhouse Beverage Company, LLC",,,,
862,"Laughing Giraffe Organics Snakaroons Holiday Recipe, Pumpkin Spice - The Laughinggiraffe",0857246004077,,,['France'],"['INGREDIEHTS: organic Coconut', ' organic Pumpkin Puree', 'Organic Coconut Nectar', ' Organic Pur:pki"" Seeds', 'Organic Vanilla Extract ', 'Gluten', 'Free', 'Organic Coconut Oil', 'Organic Lemon Juice', 'Organic Spices', 'Himalayan Pink Salt']",[],,,,,,,,,?,,130,,544 kj(130 kcal),,10,,1,,10,,5,,5,,0,,0,,,,,,,"['Bio', 'en:gluten-free']",,,,,,,,,['The Laughinggiraffe'],,,['Gluten'],,,,,,,,
863,Barbecue sauce - Jim Beam,0857264005070,,"['Epicerie', 'Sauces', 'Sauces barbecue']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,31 g,en quantité élevée,2.5 g,en quantité élevée,?,,159,+2%,665 kj(159 kcal),+1%,0,-100%,0,-100%,38,+22%,31,+19%,"0,8",-11%,"2,5",+24%,1,+24%,17,+17%,D,+17%,,['en:gluten-free'],B,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,['Jim Beam'],,,,,,,,,,,
864,Aspall Golden Malt Vinegar,0857283000537,,,['France'],[],[],,,,,,,,,?,,5,,21 kj(5 kcal),,0,,0,,1,,0,,0,,"0,2",,"0,08",,,,,,,,,,,,,,,,['Aspall'],,,,,,,,,,,
865,Alovi pure,0857501005009,,,['France'],[],[],,,,,,,,,?,,26,,109 kj(26 kcal),,0,,0,,"6,3",,"6,3",,0,,"0,04",,"0,016",,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,
866,Sesame Halva -,0857531000227,,,['France'],[],[],,,,,,,,,?,,563,,2356 kj(563 kcal),,35,,8,,48,,24,,14,,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Organic coconut chewy banana bites - Barnana,0857682003047,,['Snacks'],"['France', 'États-Unis']","['Organic bananas', 'organic coconuts']","['Sans huile de palme', 'Végétalien', 'Végétarien']",5 g,en quantité modérée,5 g,en quantité modérée,37.5 g,en quantité élevée,0 g,en faible quantité,?,,325,-28%,1360 kj(325 kcal),-28%,5,-76%,5,-45%,65,+16%,"37,5",+24%,5,-21%,0,-100%,0,-100%,10,-44%,C,-44%,,['Bio'],,,,,,,,,['Barnana'],,,,1,,,Wholesome Valley Foods,,,,
868,"Barnana, Organic Chewy Banana Bites, The Super Potassium Snack, Apple Cinnamon",0857682003122,,['Snacks'],"['France', 'États-Unis']","['Organic bananas', 'organic apples', 'organic ceylon cinnamon']",[],0 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,0 g,en faible quantité,?,,275,-39%,1151 kj(275 kcal),-39%,0,-100%,0,-100%,65,+16%,50,+66%,"2,5",-60%,0,-100%,0,-100%,8,-55%,C,-55%,,['Bio'],,,,,,,,,"['Barnana', 'Wholesome Valley Foods.']",,,,1,,,Wholesome Valley Foods,,,,
869,Key Lime Creme - Df mavens,0857756004031,,"['Desserts', 'Surgelés', 'Desserts glacés']","['France', 'États-Unis']","['Coconut extract', 'water', 'evaporated cane juice', 'tapioca syrup', 'maltodextrin', 'vanilla', 'locust bean gum', 'guar gum', 'carrageenan', 'vanilla bean', 'cookie ', 'white rice flour', 'millet flour', 'buckwheat flour', 'evaporated cane juice', 'palm oil', 'brown pure cane sugar', 'natural flavor', 'salt', 'vanilla', 'baking soda', 'sodium acid pyrophosphate', 'xanthan gum', 'rosemary extract', 'lime juice', 'vanilla', 'lime zest']",['Huile de palme'],10.7 g,en quantité modérée,8 g,en quantité élevée,13.3 g,en quantité élevée,0.2 g,en faible quantité,?,,200,-1%,837 kj(200 kcal),-1%,"10,67",+26%,8,+46%,"25,33",-10%,"13,33",-44%,"1,33",-45%,"0,2",+67%,"0,08",+67%,11,-3%,D,-3%,,,,,,,,,,,['Df mavens'],"['E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E415 - Gomme xanthane']",,,4,,,DF MAVENS,,,,
870,Glace - Df Mavens,0857756441461,,,['France'],[],[],,,,,,,,,?,,200,,837 kj(200 kcal),,?,,"8,6",,?,,15,,0,,"0,17",,"0,068",,,,,,,,,,,,,,,,['Df Mavens'],,,,,,,,,,,
871,Maple Sea Salt Protein Bar,0857777004416,,['Snacks'],"['France', 'États-Unis']","['Dates', 'egg whites', 'cashews', 'pecans', 'natural maple flavor', 'sea salt']",['Non végétalien'],19.2 g,en quantité modérée,2.88 g,en quantité modérée,26.9 g,en quantité élevée,1.25 g,en quantité modérée,?,,423,-6%,1770 kj(423 kcal),-6%,"19,23",-8%,"2,88",-68%,"42,31",-25%,"26,92",-11%,"23,08",+267%,"1,25",+138%,"0,5",+138%,12,-33%,D,-33%,,,,,,,,,,,,,,"['Œufs', 'Fruits à coque']",3,,,Chicago Bar Company,,,,
872,Wrapped cashew - Karma,0857916006110,,['Snacks'],"['France', 'États-Unis']","['ZIAc ', '10% DV', 'Copper 30% DVj', 'Manganese ', '25% DV', 'Vitamin K ', '12% DV', 'DV', ' ', 'ercent Daily Values ', 'DV', ' are based on a 2,000 calorie diets NGREDIENTS: Cashews', 'Onion', 'Maltodextrin', 'Salt', ""l'ine Powder"", 'Natural Onion Extract']",[],42.9 g,en quantité élevée,8.93 g,en quantité élevée,3.57 g,en faible quantité,1.78 g,en quantité élevée,?,,571,+27%,2389 kj(571 kcal),+27%,"42,86",+105%,"8,93",-1%,"32,14",-43%,"3,57",-88%,"14,29",+127%,"1,785",+239%,"0,714",+239%,17,-5%,D,-5%,,,,,,,,,,,['Karma'],,,['Fruits à coque'],3,,,KARMA,,,,
873,Pecan coconut dark chocolate - Tony's Chocolonely,0858010005030,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Chocolats', 'Chocolats noirs']","['France', 'États-Unis']","['COCOA MASS ', 'SUGAR', 'COCOA BUTTER', 'PECAN 6,7%', 'COCONUT 4,4%', 'SOY LECITHIN *PAIRTRADE', ' COCOA SOLIDS 51% MIN', ' ALLERGENS: CONTAINS PECAN NUTS AND SOY MANUPACTURRD ON EQUIPMENT THAT ALSO PROCESSES PRODUCTS CONTAINING WHEAT', 'EGGS', 'MILK ', 'INCLUDING LACTOSE', 'PEANUTS OR OTHER TREE NUTS']","['Sans huile de palme', 'Végétalien', 'Végétarien']",35.7 g,en quantité élevée,21.4 g,en quantité élevée,42.9 g,en quantité élevée,0.045 g,en faible quantité,?,,536,-4%,2243 kj(536 kcal),-3%,"35,71",-9%,"21,43",-7%,50,+30%,"42,86",+35%,"7,14",-7%,"0,045",-4%,"0,018",-4%,20,-6%,E,-6%,,['Fabriqué en Belgique'],E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"[""Tony's Chocolonely""]",['E322i - Lécithine'],,"['Œufs', 'Lait', 'Fruits à coque', 'Soja']",3,,,TONY'S CHOCOLONELY,,,,
874,Tony's chocolonely,0858010005078,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']","['France', 'États-Unis']","['Cocoa mass', 'sugar', 'almond', 'cocoa butter', 'sea salt', 'soy lecithin']","['Sans huile de palme', 'Végétalien', 'Végétarien']",35.7 g,en quantité élevée,17.9 g,en quantité élevée,42.9 g,en quantité élevée,0.49 g,en quantité modérée,?,,536,+3%,2243 kj(536 kcal),+3%,"35,71",+17%,"17,86",+8%,50,-7%,"42,86",-9%,"7,14",+16%,"0,49",+150%,"0,196",+150%,22,-9%,E,-9%,,,,,,,,,,,,['E322i - Lécithine'],,"['Fruits à coque', 'Soja']",3,,,TONY'S CHOCOLONELY,,,,
875,Tony's - Tony's Chocolonely,0858010005085,,,['France'],[],[],,,,,,,,,?,,220,,920 kj(220 kcal),,12,,8,,4,,2,,2,,1,,"0,4",,,,,,,,,,,,,,,,"[""Tony's Chocolonely""]",,,,,,,,,,,
876,Tony's Chocolonely,0858010005108,,,['France'],[],[],,,,,,,,,?,,270,,1130 kj(270 kcal),,16,,10,,27,,26,,3,,14,,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Vegetable blend,0858036002068,,,['France'],[],[],,,,,,,,,?,,123,,515 kj(123 kcal),,"3,6",,"0,98",,"9,2",,"5,5",,"5,3",,"0,34",,"0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Cheese quinotto,0858036002075,,,['France'],[],[],,,,,,,,,?,,220,,920 kj(220 kcal),,12,,"6,9",,21,,1,,"7,5",,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Milkadamia,0858045004282,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales']","['France', 'États-Unis']","['Macadamia milk ', 'filtered water', 'macadamias', 'cane sugar', 'calcium phosphate', 'pea protein', 'natural flavors', 'locust bean gum', 'sea salt', 'sunflower lecithin', 'gellan gum', 'vitamin a palmitate', 'vitamin d2', 'vitamin b12']",[],2.08 g,en quantité modérée,0.42 g,en faible quantité,2.5 g,en quantité modérée,0.11 g,en faible quantité,?,,29,-60%,121 kj(29 kcal),-59%,"2,08",-54%,"0,42",-85%,"2,92",-49%,"2,5",-32%,"0,42",-69%,"0,11",+28%,"0,044",+28%,0,-100%,B,-100%,,,,,,,,,,,,"['E410 - Gomme de caroube', 'E322i - Lécithine', 'E418 - Gomme gellane']",,['Fruits à coque'],4,,,MILKADAMIA,,,,
880,Leanies Vegetarian Hot Dogs,0858156006120,,,['France'],[],[],,,,,,,,,?,,188,,787 kj(188 kcal),,7,,1,,2,,1,,8,,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Barbeque sauces & rubs - Lillie´s Q,0858183005011,,"['Epicerie', 'Sauces', 'Sauces barbecue']","['France', 'États-Unis']","['Ketchup ', 'red ripe tomatoes', 'distilled vinegar', 'sugar', 'salt', 'onion powder', 'spices', 'and natural flavoring', 'brown sugar', 'cider vinegar', 'filtered water', 'mustard', 'distilled vinegar', 'water', 'mustard seed', 'salt', 'turmeric', 'paprika', 'spice', 'garlic powder', 'natural smoke flavor', 'less than 2% of worcestershire sauce ', 'distilled vinegar', 'molasses', 'corn syrup', 'water', 'salt', 'caramel color', 'garlic powder', 'sugar', 'spices', 'tamarind', 'natural flavor', 'salt', 'apple juice concentrate', 'lime juice concentrate', 'garlic and onion powder', 'spices']",[],0 g,en faible quantité,0 g,en faible quantité,38.9 g,en quantité élevée,1.8 g,en quantité élevée,?,,194,+24%,812 kj(194 kcal),+23%,0,-100%,0,-100%,"44,44",+43%,"38,89",+49%,0,-100%,"1,805",-11%,"0,722",-11%,18,+24%,D,+24%,,,B,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,"['Lillie´s Q', ""Lillie's Q""]","['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",,['Moutarde'],4,,,Lillie's Q Sauces & Rubs,,,,
882,Primium milk chocolate classic,0858607003296,,,['France'],[],[],,,,,,,,,?,,578,,2418 kj(578 kcal),,"38,4",,"19,3",,"50,2",,"49,2",,"7,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Supreme chocolate - Liel,0858607003357,,,['France'],"['Sucre', 'beurre de cacao', 'poudre de lait entier', 'noisettes pâte de cacao', 'gousses de vanille', ' Cacao: minimum 35%', ' Lait: minimum 23%', ' Allergènes: Contient du lait et des noisettes', "" Peut contenir des traces d'amandes et de soja""]",['Non végétalien'],,,,,,,,,?,,591,,2473 kj(591 kcal),,41,,17,,"49,2",,"47,2",,"5,4",,6,,"2,4",,,,,,,,,,,,,,,,['Liel'],,,"['Lait', 'Fruits à coque']",,,,,,,,
884,Crisp Flatbreads,0858618007016,,,['France'],[],[],,,,,,,,,?,,412,,1724 kj(412 kcal),,"12,4",,"4,03",,53,,"3,7",,"16,4",,"2,25",,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,
885,The Berry Company Acai Berry Juice,0858638005016,,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,?,,0,,?,,32,,0,,0,,0,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,['The berry company'],,,,,,,,,,,
886,Ocean ranch,0858697003169,,,['France'],[],[],,,,,,,,,?,,450,,1883 kj(450 kcal),,25,,3,,50,,18,,10,,2,,"0,8",,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,
887,0858751002091,0858751002091,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,0858751002176,0858751002176,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,"Hikari Miso, Organic Red Miso - Hikari Miso Co.  Ltd.",0858764000282,,"['Epicerie', 'Plats préparés', 'Sauces', 'Soupes']","['France', 'États-Unis']","['Water', 'organic soybeans', 'organic rice', 'salt', 'yeast', 'koji culture']",['Sans huile de palme'],4.17 g,en quantité modérée,0 g,en faible quantité,16.7 g,en quantité élevée,11.5 g,en quantité élevée,?,,208,+265%,870 kj(208 kcal),+267%,"4,17",+115%,0,-100%,"33,33",+480%,"16,67",+864%,"8,33",+279%,"11,458",+1225%,"4,583",+1225%,15,+815%,D,+815%,,['Bio'],,,,,,,,,['Hikari Miso Co.  Ltd.'],,,,3,,,"HIKARI MISO CO., LTD.",,,,
890,Miso soup - Enjuko - 150g,0858764000350,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,188,,787 kj(188 kcal),,"4,9",,"0,6",,"23,2",,"12,4",,9,,"9,9",,"3,96",,,,,,150 g,,,,,,,,,,['Enjuko'],,,,,,,,,,,
891,Hot chocolate mix,0858803004530,,,['France'],[],[],,,,,,,,,?,,81,,339 kj(81 kcal),,0,,0,,21,,19,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Instant Coffee Mix 3 In 1 - G20 - 320G,0858838005502,,,['France'],[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,2,,2,,"12,2",,"12,1",,"0,6",,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Organic MACA power,0858847000505,,"['Boissons', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Boissons lyophilisées']","['France', 'États-Unis']","['Certified organic maca ', 'lepidium meyenii', 'walpers']",[],,,,,,,,,?,,400,+36%,1674 kj(400 kcal),+34%,0,-100%,0,-100%,80,+83%,40,+9%,20,+48%,0,-100%,0,-100%,,,,,,['Bio'],,,,,,,,,,,,,,,,NAVITAS ORGANICS,,,,
894,Baies de Goji - Navitas - 113g,0858847000802,"['Sachet', 'Plastique', 'Doypack']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Baies de goji séchées']","['France', 'États-Unis']","['Baies de goji ', 'lycium barbarum']",[],0 g,en faible quantité,0 g,en faible quantité,43.3 g,en quantité élevée,1.33 g,en quantité modérée,?,,367,+11%,1536 kj(367 kcal),+11%,0,-100%,0,-100%,"76,67",+30%,"43,33",-3%,"13,33",+7%,"1,332",+113%,"0,533",+113%,3,+2%,C,+2%,113 g,"['Bio', 'Sans OGM', 'en:USDA Organic']",,,,,,,,,['Navitas'],,,,1,,,NAVITAS ORGANICS,,,,
895,Organic cacao powder - Navitas Naturals,0858847000871,,"['Cacao et dérivés', 'Aides culinaires', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']","['France', 'États-Unis']","['Certified organic cacao ', 'theobroma cacao']",[],10 g,en quantité modérée,6.67 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,400,+14%,1674 kj(400 kcal),+15%,10,-28%,"6,67",-17%,"53,33",+105%,0,-100%,"26,67",+56%,0,-100%,0,-100%,0,-100%,B,-100%,,['Bio'],E,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,['Navitas Naturals'],,,,,,,NAVITAS ORGANICS,,,,
896,Real Pork Jerky,0858959005153,,['Snacks'],"['France', 'États-Unis']","['Pork', 'honey granules ', 'cane sugar', 'honey', 'mustard ', 'distilled vinegar', 'water', 'mustard seed', 'salt', 'turmeric', 'paprika', 'spice', 'garlic powder', 'salt', 'rice wine vinegar', 'smoked paprika', 'liquid smoke ', 'water', 'natural hickory smoke flavor', 'vinegar', 'molasses', 'caram']","['Non végétalien', 'Non végétarien']",8.93 g,en quantité modérée,5.36 g,en quantité élevée,21.4 g,en quantité élevée,2.23 g,en quantité élevée,?,,286,-36%,1197 kj(286 kcal),-36%,"8,93",-57%,"5,36",-41%,"21,43",-62%,"21,43",-29%,"35,71",+468%,"2,232",+324%,"0,893",+324%,21,+17%,E,+17%,,['en:gluten-free'],,,,,,,,,,,,['Moutarde'],3,,,CHEF'S CUT REAL JERKY CO.,,,,
897,Organic blue agave & stevia blend - Whole Earth Sweetener Co,0858982001405,,"['Édulcorants', 'Sucres']","['France', 'États-Unis']","['Organic agave nectar', 'water', 'organic stevia leaf extract']",[],0 g,en faible quantité,0 g,en faible quantité,72.7 g,en quantité élevée,0 g,en faible quantité,?,,273,-30%,1142 kj(273 kcal),-30%,0,-100%,0,-100%,"72,73",-25%,"72,73",-23%,0,-100%,0,-100%,0,-100%,13,-8%,D,-8%,,['Bio'],B,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,['Whole Earth Sweetener Co'],,,,2,,,Whole Earth Sweetener Company LLC,,,,
898,Shelled Edamame,0859059002110,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,9,,3,,4,,2,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Sparkling Mineral Water (glass) - San benedetto,0859091000945,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,['San benedetto'],,,,,,,,,,,
900,Miylk10 - YoFiit,0859100001307,,"['Produits laitiers', 'Laits']",['France'],"['Mélange de O sans gomme et à haute teneur en proteine ', 'base biologique et sans OGM de pois chiches ', 'eau filtrée', 'pois chiches moulus biologiques et sans OGM', 'protéine de pois sans OGM', 'huile vierge de lin biologique et sans OGM', 'le calcium sans OGM ', 'phosphate tricalcique', 'arôme naturel de vanille sans ogm', 'cannelle sans OGM']",[],1 g,en faible quantité,0.12 g,en faible quantité,0 g,en faible quantité,0.036 g,en faible quantité,?,,28,-58%,117 kj(28 kcal),-57%,1,-51%,"0,12",-90%,"0,8",-87%,0,-100%,4,+13%,"0,036",-71%,"0,014",-71%,-2,-448%,A,-448%,,['en:gluten-free'],D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['YoFiit'],['E341iii - Phosphate tricalcique'],,,,,,,,,,
901,Peanut butter & berries protein bar,0859162007248,,['Snacks'],"['France', 'États-Unis']","['Dates', 'peanuts', 'egg whites', 'raspberries', 'natural flavors', 'sea salt']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",13.5 g,en quantité modérée,1.92 g,en quantité modérée,28.9 g,en quantité élevée,0.65 g,en quantité modérée,?,,385,-14%,1611 kj(385 kcal),-14%,"13,46",-36%,"1,92",-79%,"48,08",-14%,"28,85",-4%,"23,08",+267%,"0,65",+24%,"0,26",+24%,8,-55%,C,-55%,,,,,,,,,,,,,,"['Œufs', 'Arachides']",4,,,RXBAR,,,,
902,Very vera Coconut Aloe drink,0859223006036,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,4,,4,,0,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Huile de coco bio,0859473006114,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",['France'],[],"['Végétalien', 'Végétarien']",14 g,en quantité modérée,12.5 g,en quantité élevée,0 g,en faible quantité,,,?,,120,-86%,502 kj(120 kcal),-86%,14,-86%,"12,5",-85%,0,-100%,0,-100%,0,-100%,,,,,,,,,,"['Bio', 'Végétarien', 'Sans gluten', 'Végétalien']",,,,,,,,,,,,,,,,,,,,
904,Sticky-rice chips,0859908003503,,['Snacks'],"['France', 'États-Unis']","['Sticky rice', 'palm fruit oil', 'coconut chips ', 'coconut', 'cane sugar', 'salt', 'coconut sugar', 'cane sugar', 'coconut milk', 'watermelon juice', 'sesame seeds', 'salt']",[],21.4 g,en quantité élevée,12.5 g,en quantité élevée,21.4 g,en quantité élevée,1.11 g,en quantité modérée,?,,500,+11%,2092 kj(500 kcal),+11%,"21,43",+3%,"12,5",+39%,"67,86",+21%,"21,43",-29%,"3,57",-43%,"1,115",+112%,"0,446",+112%,21,+17%,E,+17%,,,,,,,,,,,,,,['Graines de sésame'],3,,,Dang Foods LLC,,,,
905,thon rosé,08520223,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Migros'],,,
906,Ibu800 von 1A Pharma,08533842,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Guinness,08542924,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Guinness'],,,,,,,,,,,
908,Hot Sauce - Brooklyn Grange,0860722000401,,,['France'],"['Hot & Sweet Peppers', 'Organic Vinegar', 'Mixed Herbs', 'Onion', 'Garlic & Salt']",[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,1,,"0,4",,,,,,,,,,,,,,,,['Brooklyn Grange'],,,,,,,,,,,
909,peanut butter,0861216000228,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales']","['France', 'États-Unis']","['Usa peanuts', 'sunflower seed oil', 'roasted peanut oil', 'organic raw honey', 'sea salt', 'chia seeds', 'saigon cinnamon']",['Non végétalien'],40.6 g,en quantité élevée,6.25 g,en quantité élevée,15.6 g,en quantité élevée,1.17 g,en quantité modérée,?,,531,-36%,2222 kj(531 kcal),-36%,"40,62",-56%,"6,25",-58%,"31,25",+79215%,"15,62",+53762%,"18,75",+64333%,"1,172",+2938%,"0,469",+2938%,10,+21%,C,+21%,,,,,,,,,,,,,,,2,,,BLISS,,,,
910,Hot Sauce small axe Peppers - Greenmarket,0861342000116,,"['Epicerie', 'Sauces']","['France', 'États-Unis']",['APPLE CIDER VINEGAR Serrano pepper Garlic ONION SUGAR SALT'],[],0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,2.5 g,en quantité élevée,?,,100,-58%,418 kj(100 kcal),-58%,0,-100%,0,-100%,20,+102%,1,-85%,0,-100%,"2,5",+3%,1,+3%,11,-5%,D,-5%,,,,,,,,,,,['Greenmarket'],,,,3,,,THE BRONX,,,,
911,Graines de chia - Bija,0861440000209,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",['France'],"['GET CREATIVE WITH ADD To YOUR SMOOTH FRUIT-INFUSED WATERS MIX WITH AIMOND OR FOR A TASTY SPREAD SPRINKLE A SPOONFUL OATMEAL', 'YOGURT', 'SA BAKE THEM INTO BREA COOKIES', 'TOI USE TO THICKEN soup GRAVIES & DRESSINGS Ô MAKE YOUR FAVORITE MARMELADE WITH CHI', 'BENEFITS OF CHIA SE HIGH IN OMEGA 3s,A Ô MAGNESIUM', 'ZINC', 'PROTEIN & FIBER Ô MAY PROMOTE HEALTH BONES', 'DIGESTION IMPORTED BY: BIJA ORANGE', 'CA 92868 PRODUCT OF ARGENTINÀ', 'BOLIVIA', 'PARAGUAY', 'MEXICO 8 CERTIFIED ORGANIC BY OIA']","['Végétalien', 'Végétarien']",25 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,499,+11%,2088 kj(499 kcal),+12%,25,-19%,0,-100%,0,-100%,0,-100%,25,+24%,0,-100%,0,-100%,-4,-543%,A,-543%,,"['Végétarien', 'en:gluten-free', 'Végétalien']",D,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,['Bija'],,,['Lait'],,,,,,,,
