,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,additives,nova_score,generic_name,packaging,link,manufacturing,ingredients_origins,markets,allergens,traceability_code,brand_owner,origin_detail,producer_info,palm_ingredients
821,Moutarde de Dijon - Reine de Dijon - 850g,3563490013174,A,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,"['France', 'Allemagne']","['Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant ', 'acide citrique', 'conservateur ', 'disulfite de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",12 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en faible quantité,6.1 g,en quantité élevée,?,,162,+2%,678 kj(162 kcal),+2%,12,+4%,"0,8",+5%,3,-18%,"1,8",-20%,"7,5",+4%,"6,1",+3%,"2,44",+3%,12,+11%,D,+11%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,850g,['Reine de Dijon'],"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",3,,"['Bocal', 'Verre']",,['France'],['France'],,"['Moutarde', 'Anhydride sulfureux et sulfites']",,,,,
822,Moutarde ail & persil - Reine de Dijon - 90g,3563490016328,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes aux fines herbes']",,['France'],"['Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'ail ', '8 %', 'sel', 'persil ', '2 %', ""arômes naturels de persil et d'ail"", 'sucre', 'acidifiant ', 'acide citrique', 'conservateur ', 'disulfite de potassium']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",10 g,en quantité modérée,0.7 g,en faible quantité,3.3 g,en faible quantité,5.44 g,en quantité élevée,601,-14%,144,-15%,601 kj(144 kcal),-15%,10,-7%,"0,7",-15%,"3,3",-52%,"3,3",-15%,"6,9",+5%,"5,44",+15%,"2,176",+15%,11,-5%,D,-5%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,90 g,['Reine de Dijon'],"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",4,Moutarde à l'ail et au persil,"['Bocal', 'Verre']",,['France'],,"[""Aire d'autoroute""]","['Moutarde', 'Anhydride sulfureux et sulfites']",,,,,
823,Moutarde Mojito - Reine De Dijon,3563490016649,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['Produits faisant référence au Mojito'],['France'],"['Moutarde au rhum,au jus de limette et à la menthe - Eau', 'graines de moutarde*', '8% rhum', ""vinaigre d'alcool"", 'sucre', 'sel', '4% jus de concentré de limette', 'menthe', 'acidifiant ', 'acide citrique', 'conservateur ', 'disulfite de potassium', '- * graines semées', 'cultivées et récoltées en Bourgogne']",[],10 g,en quantité modérée,0.7 g,en faible quantité,7.3 g,en quantité modérée,5.1 g,en quantité élevée,?,,183,+8%,766 kj(183 kcal),+8%,10,-7%,"0,7",-15%,"8,3",+20%,"7,3",+89%,"6,5",-1%,"5,1",+8%,"2,04",+8%,13,+12%,D,+12%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,['Reine De Dijon'],"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",3,,,,,,,['Moutarde'],,,,,
824,Moutarde Estragon - Reine de Dijon - 100g,3563490100089,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes aux fines herbes']",,['France'],"['Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'estragon', ""arôme naturel d'estragon"", 'acidifiant : acide citrique', 'conservateur : disulfite de potassium']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",10.7 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en faible quantité,6.2 g,en quantité élevée,681,-2%,163,-4%,681 kj(163 kcal),-4%,"10,7",-1%,"0,7",-15%,"6,1",-12%,"1,8",-53%,"7,5",+14%,"6,2",+32%,"2,48",+32%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,100 g,['Reine de Dijon'],"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",4,Moutarde à l'estragon,"['Bocal', 'Verre']",,['France'],,"[""Aire d'autoroute""]","['Moutarde', 'Anhydride sulfureux et sulfites']",,,,,
825,Moutarde Herbes de Provence - Reine de Dijon - 100g,3563490100140,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes aux fines herbes']",,['France'],"['Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'herbes de Provence ', '0,8 %', 'arôme naturel', 'acidifiant ', 'acide citrique', 'conservateur ', 'disulfite de potassium']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",11 g,en quantité modérée,0.77 g,en faible quantité,1.8 g,en faible quantité,6.2 g,en quantité élevée,622,-11%,?,,622 kj(149 kcal),-12%,11,+2%,"0,77",-6%,"1,8",-74%,"1,8",-53%,"7,2",+10%,"6,2",+32%,"2,48",+32%,11,-5%,D,-5%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,100 g,['Reine de Dijon'],"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",4,Moutarde aux herbes de Provence,"['Bocal', 'Verre']",,['France'],,"[""Aire d'autoroute""]","['Moutarde', 'Anhydride sulfureux et sulfites']",,,,,
826,Moutarde Forte De Dijon - Reine de dijon,3563490130017,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,['France'],[],[],12 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en faible quantité,6.1 g,en quantité élevée,?,,162,+2%,678 kj(162 kcal),+2%,12,+4%,"0,8",+5%,3,-18%,"1,8",-20%,"7,5",+4%,"6,1",+3%,"2,44",+3%,12,+11%,D,+11%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,['Reine de dijon'],,,,,,,,,,,,,,
827,Moutarde à l'ancienne - Reine de Dijon - 350g,3563490130123,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', ""Moutardes à l'ancienne""]",,['France'],"['Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'vin blanc ', 'contient sulfites', 'sucre', 'épices', 'acidifiant : acide citrique', 'conservateur: métabisulfite de potassium']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",11 g,en quantité modérée,0.8 g,en faible quantité,2.4 g,en faible quantité,4 g,en quantité élevée,?,,166,+2%,695 kj(166 kcal),+3%,11,-3%,"0,8",+0%,"3,7",-20%,"2,4",-2%,"7,7",+6%,4,-20%,"1,6",-20%,12,+21%,D,+21%,55.3%,14.9%,23.7%,4.6%,1.5%,0.0%,73,350 g,['Reine de Dijon'],"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",3,,"['Bocal', 'Verre']",,['France'],,,"['Moutarde', 'Anhydride sulfureux et sulfites']",,,,,
828,amandes bio romarin,3563785210394,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,674,,2820 kj(674 kcal),,"60,4",,"5,5",,"8,8",,"3,7",,"20,7",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Cssoulet,3563800002324,,,,['France'],[],[],,,,,,,,,?,,617,,2582 kj(617 kcal),,"7,3",,"2,9",,"11,9",,"1,5",,"8,5",,"1,44",,"0,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,Terrine à la biere ambrée -,3563800002485,,,,['France'],[],[],,,,,,,,,1151,,275,,1151 kj(275 kcal),,"23,5",,"9,23",,"1,2",,"0,6",,"14,6",,"1,79",,"0,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Terrine De Foie Du P'tit Cuistôt 200g - Les Delices Des Flandres - 200g,3563800002812,,,,['France'],[],[],,,,,,,,,?,,275,,1151 kj(275 kcal),,"23,5",,"9,23",,"1,2",,"1,2",,"14,6",,"1,79",,"0,716",,,,,,,,,,,,,200 g,['Les Delices Des Flandres'],,,,,,,,,,,,,,
832,Terrine au Maroilles,3563800002829,,,,['France'],[],[],,,,,,,,,?,,259,,1084 kj(259 kcal),,"21,7",,"9,1",,"0,8",,"0,5",,"15,2",,"1,45",,"0,58",,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,
833,Pot'je Vleesch aux 4 viandes - Les mijotes de l abbaye - 750g,3563800003017,,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats préparés en conserve']",['Saveurs en Or'],['France'],"['Viandes de porc', 'poulet', 'lapin et veau', 'gelée ', 'vin blanc', ""vinaigre d'estragon"", 'gélatine de porc', 'arôme naturel', 'céleri', 'poireau', 'carotte', 'oignon', 'genièvre', 'thym', 'laurier', 'colorant : caramel', 'carotte', 'oignon', 'sel', 'poivre', 'baies de genièvre', 'laurier']","['Non végétalien', 'Non végétarien']",8.5 g,en quantité modérée,3.4 g,en quantité modérée,0.5 g,en faible quantité,1.55 g,en quantité élevée,?,,152,+42%,636 kj(152 kcal),+43%,"8,5",+82%,"3,4",+128%,"0,5",-94%,"0,5",-68%,"18,5",+202%,"1,55",+72%,"0,62",+72%,5,+342%,C,+342%,,,,,,,,750 g,"['Les mijotes de l abbaye', ""Les Mijotés de l'Abbaye""]","['E428 - Gélatine', 'E150 - Caramel']",4,,"['Bocal', 'Verre', 'Stérilisé']",,['France'],,['Netto'],['Céleri'],"['EMB 59526', 'Saint-Amand-les-Eaux (Nord, France)', 'FR 59.526.101 CE', 'Saint-Amand-les-Eaux (Nord, France)']",,,,
834,"Pot´je vleesch désossé, 3 viandes",3563800003031,,,,['France'],[],[],,,,,,,,,?,,139,,582 kj(139 kcal),,"7,7",,"2,98",,"0,51",,"0,51",,"16,8",,"1,48",,"0,592",,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,
835,Terrine aux baies de genièvres,3563800003420,,,,['France'],[],[],,,,,,,,,?,,280,,1172 kj(280 kcal),,"23,7",,"8,94",,"0,6",,"0,5",,16,,"1,57",,"0,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Poulet aux endives - Les Délices des Flandres - 750g,3563800003734,D,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés en conserve', 'Plats au poulet']",,['France'],"['Poulet ', '65 %', 'endives ', '16 %', 'vin blanc', 'crème légère', 'amidon modifié de blé', 'stabilisant E460', 'E440', 'E466', 'émulsifiant E472e', 'farine de blé', 'matière grasse partiellement hydrogénée', 'carotte', 'sel', 'lactose', 'dextrose', 'matière grasse et viande de volaille', 'arômes', 'vinaigre', 'cassonade', 'ail en poudre', 'poivre']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,750 g,['Les Délices des Flandres'],"['E14XX - Amidons modifiés', 'E460 - Cellulose', 'E440 - Pectines', 'E466 - Carboxyméthylcellulose', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]",4,,"['Bocal', 'Verre']",,['France'],,,"['Gluten', 'Lait']","['FR 59.526.101 CE', 'Saint-Amand-les-Eaux (Nord, France)', 'EMB 59526', 'Saint-Amand-les-Eaux (Nord, France)']",,,,
837,Roti de porc,3563800004175,,,,['France'],[],[],,,,,,,,,?,,115,,481 kj(115 kcal),,"3,8",,"1,61",,"0,5",,"0,5",,"20,2",,"1,67",,"0,668",,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Citronnade,3564040014108,,"['Boissons', 'Citronnades']",,['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,11.6 g,en quantité élevée,0.01 g,en faible quantité,?,,57,+78%,238 kj(57 kcal),+75%,"0,1",+31%,0,-100%,"12,8",+60%,"11,6",+54%,"0,1",-22%,"0,01",+66%,"0,004",+66%,16,+58%,E,+58%,,,,,,,,,,,,,,,,,,,,,,,
839,Mayonnaise Light Méhoudar,3564040024046,D,"['Epicerie', 'Sauces', 'Mayonnaises', 'Mayonnaises allégées']",,['France'],[],[],46 g,en quantité élevée,5.4 g,en quantité élevée,1.5 g,en faible quantité,1.39 g,en quantité modérée,?,,423,+40%,1770 kj(423 kcal),+40%,46,+58%,"5,4",+59%,"3,6",-55%,"1,5",-60%,"0,5",-49%,"1,39",-27%,"0,556",-27%,16,+17%,D,+17%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,,,,
840,Moutarde De Dijon -,3564040025425,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,['France'],[],[],12 g,en quantité modérée,0.76 g,en faible quantité,2 g,en faible quantité,5.87 g,en quantité élevée,?,,156,-2%,653 kj(156 kcal),-2%,12,+4%,"0,76",-1%,"3,1",-15%,2,-11%,"7,3",+2%,"5,87",-1%,"2,348",-1%,11,+2%,D,+2%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,,,
841,"Pur Jus De Raisin Rouge, 1 Litre, Marque Markewitch",3564040026361,,['Boissons'],,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,84,+50%,351 kj(84 kcal),+46%,0,-100%,0,-100%,20,+77%,0,-100%,"0,2",-60%,0,-100%,0,-100%,10,+31%,E,+31%,,,,,,,,,['MARKEWITCH'],,,,,,,,,,,,,,
842,Madeleines longues marbrees - Sharon Valley,3564040049865,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,['France'],[],[],19 g,en quantité modérée,2.2 g,en quantité modérée,32 g,en quantité élevée,0.89 g,en quantité modérée,?,,428,-3%,1791 kj(428 kcal),-3%,19,-17%,"2,2",-68%,57,+8%,32,+16%,"6,2",+9%,"0,89",+10%,"0,356",+10%,17,-8%,D,-8%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,['Sharon Valley'],,,,,,,,,,,,,,
843,Boules de neige au caramel,3564361049087,,,,['France'],[],[],,,,,,,,,?,,391,,1636 kj(391 kcal),,"4,5",,"4,1",,"86,9",,"66,7",,0,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Violettes,3564361057884,,,,['France'],[],[],,,,,,,,,?,,397,,1661 kj(397 kcal),,"0,2",,"0,1",,"99,1",,69,,"0,2",,"0,027",,"0,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,Marshmallow & gomme pimpernel,3564361118295,,,,['France'],[],[],,,,,,,,,?,,366,,1531 kj(366 kcal),,"0,07",,"0,03",,88,,71,,"3,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,Coeurs de Guimauve - Coeur des Lys - 136g,3564361146489,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons']",['Saveurs en Or'],['France'],"['Enrobage chocolat noir : sucre', 'pâte de cacao', 'beurre de cacao et lécithine de SOJA', '\r Intérieur : sirop de glucose', 'sucre', 'dextrose', 'sucre glace', 'gélatine', 'vanilline', 'protéine de LAIT']","['Non végétalien', 'Non végétarien']",9 g,en quantité modérée,5.5 g,en quantité élevée,59.1 g,en quantité élevée,0.01 g,en faible quantité,?,,380,-28%,1590 kj(380 kcal),-28%,9,-72%,"5,5",-68%,"65,78",+26%,"59,1",+24%,"3,1",-47%,"0,01",-93%,"0,004",-93%,19,-22%,E,-22%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,136 g,['Coeur des Lys'],['E428 - Gélatine'],4,,"['Sachet', 'Plastique']",,['Union Européenne'],,['Carrefour'],"['Lait', 'Soja']",,,,,
847,Petit Beurre - Pit & Pat' - 38g e,3564364000344,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,['France'],"['Petit Beurre 40 %', ' farine de blé', 'sucre', 'beurre concentré', 'lait écrémé', ""poudres à lever : carbonate acide d'ammonium"", 'carbonate acide de sodium', ' diphosphate disodique', ""blanc et jaune d'œufs en poudre"", 'sel', 'arôme', 'lait demi-écrémé', 'sirop de sucres', 'matières grasses végétales non hydrogénées', 'huile de colza', 'arôme', 'émulsifiant : lécithine de soja', 'sorbate de potassium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",20 g,en quantité modérée,20 g,en quantité élevée,50 g,en quantité élevée,9 g,en quantité élevée,?,,30,-94%,126 kj(30 kcal),-94%,20,-38%,20,+147%,50,-1%,50,+14%,1,-84%,9,+4845%,"3,6",+4845%,30,+46%,E,+46%,,,,,,,,38 g e,"[""Pit & Pat'"", ""Atelier Pit & Pat'""]","[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E322i - Lécithine', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,Petit Beurre à tartiner ou à cuisiner,"['Bocal', 'Verre', 'métal']",,,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,
848,Coulis framboise - Pit &Pat,3564364000504,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de framboise']",,['France'],"['purée de framboises', 'sucre ', '30% maximum']",[],0.5 g,en faible quantité,0 g,en faible quantité,17.4 g,en quantité élevée,0.1 g,en faible quantité,?,,380,+190%,1590 kj(380 kcal),+188%,"0,5",+81%,0,-100%,"17,5",-38%,"17,4",-34%,"0,9",+2%,"0,1",+517%,"0,04",+517%,5,+96%,C,+96%,,,,,,,,,['Pit &Pat'],,3,,,,,,,,,,,,
849,Spéculoos des Flandres - Coeur des Lys - 175g,3564364000900,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Spéculoos']",,['France'],"['Farine de froment ', 'gluten', 'sucre de candi', 'huiles et graisses végétales ', 'palme', 'graine de navette', 'coco', 'sucre de canne brut', 'farine de soja', 'sucre inverti', 'poudre à lever ', 'carbonate acide de sodium', 'cannelle', 'muscade']",['Huile de palme'],9.8 g,en quantité modérée,6.6 g,en quantité élevée,41.5 g,en quantité élevée,0.1 g,en faible quantité,2027,+1%,356,-25%,2027 kj(356 kcal),+2%,"9,8",-48%,"6,6",-26%,"64,1",-8%,"41,5",+24%,"2,6",-54%,"0,1",-86%,"0,04",-86%,21,-7%,E,-7%,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,175 g,['Coeur des Lys'],['E500ii - Carbonate acide de sodium'],4,,"['Sachet', 'Plastique']",,['Union Européenne'],,['Auchan'],"['Gluten', 'Soja']",,,,,['Huile de palme']
850,Confiture de lait noisette,3564364000955,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",,['France'],[],[],4.3 g,en quantité modérée,2.9 g,en quantité modérée,53.9 g,en quantité élevée,0.01 g,en faible quantité,?,,368,+24%,1540 kj(368 kcal),+24%,"4,3",-22%,"2,9",-10%,"78,2",+42%,"53,9",+6%,"4,2",-35%,"0,01",-97%,"0,004",-97%,16,-4%,D,-4%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,,,,,,,,,,,,,,
851,Coulis de Nougat aux Amandes - Pit & Pat' - 180ml,3564364009026,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Coulis']",,['France'],"['Sucre', 'sirop de glucose', 'amandes', 'miel', 'eau', ""blancs d'oeufs"", 'alligum guar', 'extrait de vanille', 'sorbate de potassium']",['Non végétalien'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,180 ml,"[""Pit & Pat'""]","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,"['Flacon', 'Plastique']",,,,['Auchan'],"['Œufs', 'Fruits à coque']",,,,,
852,Pâte à tartiner Chocolat - Pit & Pat - 220g,3564364009811,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']","['Peu ou pas de matière grasse', 'Sans matière grasse']",['France'],"['Lait', 'sirop de sucres', 'eau', 'poudre de cacao 100%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",5.5 g,en quantité modérée,3.1 g,en quantité modérée,51 g,en quantité élevée,0.1 g,en faible quantité,?,,334,-39%,1397 kj(334 kcal),-38%,"5,5",-84%,"3,1",-60%,"62,7",+23%,51,+10%,"5,4",-18%,"0,1",-10%,"0,04",-10%,17,-17%,D,-17%,,,,,,,,220 g,"['Pit & Pat', ""Pit & Pat'"", 'Nougat des Lys']",,1,Chocolat 100% cacao à tartiner ou à cuisiner,"['Bocal', 'Verre']",,['France'],,['Auchan'],['Lait'],,,,,
853,Couscous surgelé boite - Côté Table - 1kg,3564700000120,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de semoule', 'Plats au bœuf', 'Plats à la volaille', 'Couscous préparés', 'Plats au poulet']",,['France'],"['2 sachets de garniture ', '650 g', ' : légumes 33% ', 'carottes', 'navets', 'courgettes', 'poivrons rouges et verts', 'céleri', 'pois chiches cuits 1,5%', 'eau', 'pilon de poulet* cuit avec peau 16%', 'merguez cuite 10% ', 'viande de bœuf*', 'eau', 'gras de bœuf', 'viande de mouton*', 'gras de mouton', 'sel', 'dextrose', 'épices', 'arômes naturels', 'colorant : extrait de paprika', 'antioxydant : E316', 'boyau de mouton', 'boulette à base de viande bovine cuite 6,1% ', 'viande de bœuf*', ""blanc d'oeuf"", 'chapelure ', 'farine de blé', 'sel', 'oignon', 'sel', 'épices et aromates', 'huile de tournesol', 'arôme naturel', 'double concentré de tomates', 'épices et aromates ', 'dont moutarde', ' ', '% exprimés sur les sachets de garniture', ' 2 sachets de semoule cuisinée ', '350 g', ' : eau', 'semoule de blé dur', 'huile de tournesol', 'arôme naturel ', 'dont lactose', 'sel', "" 2 sachets d'épices et aromate : piment doux"", 'poivre noir', 'carvi', 'ail', 'coriandre', ' Traces de sésame', 'de crustacés', 'de mollusques', 'de poissons', 'de fruits à coque et de soja', ' *Origine : UE']","['Non végétalien', 'Non végétarien']",4.4 g,en quantité modérée,1.5 g,en quantité modérée,2.6 g,en faible quantité,0.5 g,en quantité modérée,538,-7%,?,,538 kj(129 kcal),-16%,"4,4",+2%,"1,5",+27%,"14,8",-15%,"2,6",+22%,"6,4",-14%,"0,5",-34%,"0,2",-34%,0,-100%,B,-100%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,1 kg,"['Côté Table', 'Marque Repère']","['E160c - Extrait de paprika', 'E316 - Érythorbate de sodium']",4,Couscous poulet - Merguez - Boulettes,,,,,['Leclerc'],"['Céleri', 'Œufs', 'Gluten', 'Lait', 'Moutarde']",,,,,
854,Champignons de Paris entiers - Notre Jardin - 3x 115g,3564700000571,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Champignons en conserve', 'Champignons de Paris', 'Champignons de Paris en conserve', 'Champignons de Paris entiers en conserve', 'Champignons de Paris entiers']",,['France'],"['Champignons de Paris', 'eau', 'sel', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,0.711 g,en quantité modérée,60,-25%,?,,60 kj(14 kcal),-28%,?,,,,"0,5",-36%,,,2,-12%,"0,711",+7%,"0,284",+7%,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,3 x 115 g,"['Notre Jardin', 'Marque Repère']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",3,Champignon de Paris entiers,['Conserve'],,,,['Leclerc'],,,,,,
855,Haricots Lingots - Notre Jardin - 500g,3564700001134,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",,['France'],['Haricots lingots'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.2 g,en faible quantité,0.3 g,en faible quantité,3.7 g,en faible quantité,0.03 g,en faible quantité,?,,295,+103%,1234 kj(295 kcal),+108%,"1,2",+17%,"0,3",+24%,"37,4",+116%,"3,7",+211%,"21,1",+133%,"0,03",-95%,"0,012",-95%,-7,,A,,,,,,,,,500 g,"['Notre Jardin', 'Marque Repère']",,1,,"['Carton', 'boîte']",,,,['Leclerc'],,,,,,
856,Porto blanc 19° - Dorrão - 75cl,3564700002261,,,,['France'],['Contient des sulfites'],[],,,,,,,,,630,,?,,630 kj(151 kcal),,0,,0,,"10,5",,0,,"0,1",,0,,0,,,,,,,,,,,,,75 cl,"['Dorrão', 'Marque Repère']",,,,,,,,['Leclerc'],['Anhydride sulfureux et sulfites'],,,,,
857,Rhum blanc des antilles 40% - Lagoa - 70cl,3564700002377,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums blancs']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,70 cl,"['Lagoa', 'Marque Repère']",,,,,,,,['Leclerc'],,,,,,
858,Champagne brut - Pol Carson - 75cl,3564700002551,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins effervescents', 'Champagnes', 'Champagnes français', 'Champagnes bruts']",,['France'],['Contient des sulfites'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,75 cl,"['Pol Carson', 'Marque Repère']",,3,,"['Bouteille', 'Verre']",,,['France'],['Leclerc'],['Anhydride sulfureux et sulfites'],,,,,
