,name,bar_code,quantity,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,manufacturing,nova_score,additives,allergens,markets,traceability_code,palm_ingredients,link,origin_detail,producer_info
1718,Farine de Coco - Amanprana,5425013640800,,['Amanprana'],"['Farine de coco', 'Farine de noix de coco']",['Bio'],['France'],"['* Ballaststoffe/fibre/fibres a - wovon !ôslich / cf whithso/ di cui sciubi!i / - wovon ni', 'ht lôslich / of dont non solubles/di cui i ', ' Cellulose / Cellulosa ', ' HemicellUlose / EmiŒ// ', ' Lignin/lignina']",[],11.8 g,en quantité modérée,10.9 g,en quantité élevée,8.6 g,en quantité modérée,0 g,en faible quantité,?,,320,,1339 kj(320 kcal),,"11,8",,"10,9",,"8,9",,"8,6",,"19,3",,0,,0,,14,,D,,,,,,,,,,,,,,4,['E460 - Cellulose'],,,,,,,
1719,Speculos spread - Le Pain Quotidien - 400g e,5425018449798,400 g e,['Le Pain Quotidien'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au spéculoos']","['Bio', 'Bio européen', 'BE-BIO-01', 'Agriculture UE/Non UE', 'Fabriqué en Belgique']","['Belgique', 'France']","['Spéculoos* 50 % ', 'farine de blé_', 'sucre*', 'huiles végétales* ', 'palme*', 'tournesol*', 'miel', 'farine de soja*', 'poudre à lever : carbonate acide de  sodium', 'cannelle*', 'acidifiants : acide citrique', 'sel', 'huiles végétales* ', 'colza*', 'palme*', 'sucre de canne*', 'émulsifiant : lécithine de soja', ' *Biologique']","['Huile de palme', 'Non végétalien']",38 g,en quantité élevée,10 g,en quantité élevée,30 g,en quantité élevée,0.01 g,en faible quantité,?,,542,-4%,2268 kj(542 kcal),-4%,38,+6%,10,+18%,42,-23%,30,-13%,0,-100%,"0,01",-98%,"0,004",-98%,21,-8%,E,-8%,,,,,,,,,Speculoos Spread - Pâte à Tartiner Belge au Spéculoos,"['Bocal', 'Verre']",,['Belgique'],4,"['E500ii - Carbonate acide de sodium', 'E330 - Acide citrique', 'E322i - Lécithine']","['Gluten', 'Soja']",,,,,,
1720,Sauce Marocaine - Nawhal's,5425021580518,,"[""Nawhal's""]",,['Fabriqué en Belgique'],['France'],[],[],,,,,,,,,?,,422,,1766 kj(422 kcal),,"41,3",,"3,2",,"10,7",,"7,2",,"1,1",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Sauce Salt-N-Pepper - Nawhal’s,5425021585346,,['Nawhal’s'],,['Fabriqué en Belgique'],['France'],[],[],,,,,,,,,?,,464,,1941 kj(464 kcal),,"46,7",,4,,"8,8",,"5,6",,"1,3",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Burger Sauce,5425021585391,,,"['Epicerie', 'Sauces', 'Sauces burger']",,['France'],[],[],36 g,en quantité élevée,3 g,en quantité modérée,15 g,en quantité élevée,1 g,en quantité modérée,?,,404,-1%,1690 kj(404 kcal),+1%,36,-8%,3,-10%,18,+50%,15,+64%,1,-16%,1,-47%,"0,4",-47%,14,-16%,D,-16%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,
1723,Sylvain spéculoos - Cg Cc Vdghcv,5425032930562,,['Cg Cc Vdghcv'],,['Bio'],['France'],"[""• OOS iours'"", ' Surtout le dimanche déficieux biscuits pour le cni-ier', ' Une recette légendaire', 'avec rte plaisantent pas non plus', ' Ais ic ievnônd van de familie Specuìoos vraagt je horloge', ' Verjaardags - feos', 'jes van oen Speculoos ziin erré populair', 'want iedoreen binnen met con Idoin cadeautje en Caat buit en ven ', 'froot', ' I', 'io Cenerositeit vind je tertif in de van hun leéon', 'lkilische koekjes', "" In hun k'01Ïit de naa:n voor van een zekere Nicolas del Spectilas"", 'een Spanjaald die later Heilié werd verklaard', "" 'l'oeval? When you ask a mennber of the Speculoos family for tho ti"", 'ne', 'they Il offer you their watch', ' Their birthday parties ate ext retuely popular because every éuest éoes in wilh a Atnall present and comes out With a bié one', ' Generosity is aiso the most accurate way to ', 'loscribe the taste of their leéendary cookies', ' Inter - eqtiné fact: in their fatnilv tree there is mention of a cet tain Nicolas del Speculas', 'a Spamard Who was inter declared a Saint', ' Coincidence?']",[],,,,,,,,,?,,522,,2184 kj(522 kcal),,18,,"11,4",,"55,2",,"27,3",,"8,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Chicken Nuggets - 800g,5425036630383,800 g,,,['Halal'],['France'],[],[],,,,,,,,,?,,235,,983 kj(235 kcal),,"12,3",,"1,4",,"19,5",,"0,8",,"10,7",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,['DE TH-03370 EG'],,,,
1725,Granola energy,5430000408011,,,,['Bio'],['France'],[],[],,,,,,,,,?,,450,,1883 kj(450 kcal),,"23,1",,"3,5",,"44,9",,11,,"12,3",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Cherry Coca-Cola Zéro,5449000028853,,,"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Boissons light', 'Sodas au cola', 'Sodas light']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Splash,5449000040503,,,,,['France'],[],[],,,,,,,,,?,,24,,100 kj(24 kcal),,0,,0,,"5,8",,"5,8",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Suc De Mere 100% - Cappy - 1l,5449000136329,1l,['Cappy'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus de pomme', 'Jus de pomme à base de concentré']",['Point Vert'],"['République tchèque', 'France', 'Roumanie', 'Slovaquie']",['Jablečná šťáva z koncentrátu'],[],0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,190,+2%,45,+2%,190 kj(45 kcal),+3%,0,-100%,0,-100%,"10,6",+1%,10,-1%,0,-100%,0,-100%,0,-100%,4,+4%,C,+4%,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,Jablečný džus z koncentrátu,"['Plastic', 'PET', 'Bottle']",,,,,,['Globus'],,,,,
1729,Pulpy Mangue -,5449000228796,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,7.8 g,en quantité élevée,0.02 g,en faible quantité,?,,39,-13%,163 kj(39 kcal),-13%,0,-100%,0,-100%,"9,6",-8%,"7,8",-19%,0,-100%,"0,02",+90%,"0,008",+90%,12,+78%,E,+78%,C,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,,,,,,,
1730,8 disc d'or -  - 250g,5450028200121,250 g,,['Desserts'],,"['France', 'Luxembourg']",[],[],21 g,en quantité élevée,13.3 g,en quantité élevée,25.4 g,en quantité élevée,0.97 g,en quantité modérée,?,,423,+139%,1770 kj(423 kcal),+140%,21,+209%,"13,3",+268%,54,+128%,"25,4",+38%,"6,5",+106%,"0,97",+629%,"0,388",+629%,24,+255%,E,+255%,,,,,,,,,,,,,,,,,,,,,
1731,Lait Choco Frais - Luxlait - 1L,5450168551107,1L,['Luxlait'],"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Laits aromatisés au chocolat', 'Boissons avec sucre ajouté']",['Goût choco'],['France'],"['Lait entier à 3,5% m', 'g', 'sucre', 'cacao maigre en poudre', 'sel', 'stabilisants : cellulose microcristalline', 'carboxy méthyl cellulose', 'carraghénanes', 'arômes naturels']",[],3.7 g,en quantité modérée,2.6 g,en quantité élevée,11 g,en quantité élevée,0.1 g,en faible quantité,?,,94,+29%,393 kj(94 kcal),+27%,"3,7",+118%,"2,6",+134%,"11,6",+5%,11,+6%,"3,5",+8%,"0,1",-22%,"0,04",-22%,20,+61%,E,+61%,D,68.9%,1.0%,13.8%,9.0%,5.7%,1.6%,49,Lait frais entier au goût chocolat 37g/L m.g.,,,['Luxembourg'],4,"['E460i - Cellulose microcristalline', 'E466 - Carboxyméthylcellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],,['LU L2 EC'],,,,
1732,Fromage frais a la creme - Luxlait - 250g,5450168561090,250g,['Luxlait'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs au lait de vache', 'Fromages blancs natures']",,"['France', 'Luxembourg']","['Lait écrémé pasteurisé', 'crème pasteurisée ', 'lait', 'ferments lactiques', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",9.2 g,en quantité modérée,6.4 g,en quantité élevée,3.2 g,en faible quantité,0.11 g,en faible quantité,?,,130,+29%,544 kj(130 kcal),+31%,"9,2",+81%,"6,4",+96%,"3,2",-40%,"3,2",-35%,"8,7",+28%,"0,11",-30%,"0,044",-30%,2,+112%,B,+112%,C,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"Fromage frais à 9,2% m.g.",,,['Luxembourg'],3,,['Lait'],,['LU L2 EC'],,,,
1733,Cottage Cheese - Luxlait - 200g,5450168562141,200 g,['Luxlait'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",['ITQI Superior Taste awards 2017'],"['Belgique', 'France', 'Luxembourg']","['Lait écrémé pasteurisé ', ' crème pasteurisée ', 'lait', ' ', ' ferments lactiques ', ' présure ', ' sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",7.5 g,en quantité modérée,5.3 g,en quantité élevée,2.4 g,en faible quantité,0.5 g,en quantité modérée,?,,138,-41%,577 kj(138 kcal),-41%,"7,5",-64%,"5,3",-62%,"2,4",-29%,"2,4",-19%,"15,2",+82%,"0,5",-57%,"0,2",-57%,3,-75%,C,-75%,B,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,Cottage Cheese,['Pot'],['Luxembourg'],['Luxembourg'],3,,['Lait'],,,,https://www.luxlait.lu/fr/produit/cottage-cheese,,
1734,Bio Nuss Muesli -  - 500g,5450252061376,500 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'Point Vert', 'LU-BIO-04']",['France'],"['Vollkorngetreideflocken*', 'WEIZEN*', 'HAFER*', 'ROGGEN*', 'GERSTE*', 'Cornflakes* ', 'Mais*', 'Rohrzucker*', 'Meersalz', 'Maismalz*', 'Honig*', 'HASELNÜSSE* geröstet', 'MANDELN* geröstet', 'CASHEWKERNE*', 'Buchweizen*', 'Sonnenblumenkerne*', 'Rohrzucker*', 'Kokosfett*', 'Zimt* *aus kontrolliert biologischem Anbau']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",10.4 g,en quantité modérée,1.4 g,en faible quantité,8.7 g,en quantité modérée,0.22 g,en faible quantité,?,,396,-5%,1657 kj(396 kcal),-5%,"10,4",-21%,"1,4",-58%,"59,7",-1%,"8,7",-49%,11,+12%,"0,22",+26%,"0,088",+26%,1,-80%,B,-80%,B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,3,,"['Gluten', 'Fruits à coque']",,,,,,
1735,Herbe de Blé en Poudre - ISWARI,5600317471101,,['ISWARI'],,"['Bio', 'Bio européen', 'Sans gluten']",['France'],"[""LAISSEZ-MOI VOUS CONTER L'HISTOIRE DE NOTRE HERBE DE BLÉ herbe de blé iSWARl est obtenue à partir de ieunes pousses fraiches ae ble sechees PUIS reauiles - poudre} Hie-représente une excellente soùrce de chlorophylle contenant tous les nutrimenË de blé en ius et donc plus appropriée pour ceux qui découvrenl effets détoxi iants ùes propriétés alcalines permettent d'équilibrer le pH de l'organume"", 'souvent erturbé une alimentation inadéquate', "" Dans le cadre d'une alimentation équilibrée"", ""l'herbe te blé vous permet de nettoyer votre foie et de soulager les organes des excès de graisses accumulées,""]",[],,,,,,,,,?,,268,,1121 kj(268 kcal),,"2,9",,"0,74",,18,,"6,74",,"15,5",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,,
1736,Diet Bar - Prozis,5600380892551,,['Prozis'],,,['France'],[],[],,,,,,,,,?,,312,,1305 kj(312 kcal),,10,,4,,"6,4",,"3,2",,37,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Sauce Bolognese Zero - Prozis,5600380894142,,['Prozis'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Sauces', 'Légumes séchés moulus', 'Poudre de tomate séchée']",,"['France', 'Espagne']","['Agua', 'Puré de Tomate a partir de Concentrado ', '30%', 'Espesante ', 'Almidón Modificado', 'Vinagre de Vino Blanco', 'Sal', 'Cebolla', 'Zumo de Limón a partir de Concentrado', 'Perejil', 'Aromas ', 'APIO', 'Colorante ', 'Caramelo', 'Ajo en Polvo', 'Conservador ', 'Sorbato de Potasio', 'Chile', 'Pimienta Negra Molida', 'Edulcorante ', 'Glucósidos de Esteviol']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0 g,en faible quantité,0 g,en faible quantité,1.4 g,en faible quantité,1.2 g,en quantité modérée,67,,22,-44%,67 kj(22 kcal),-85%,0,-100%,0,-100%,5,-73%,"1,4",+96%,"0,6",-88%,"1,2",+567%,"0,48",+567%,0,,B,,,,,,,,,,,,,,4,"['E14XX - Amidons modifiés', 'E150 - Caramel', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",['Céleri'],,,,,,
1738,Avena instantanea sabor Peanut Butter - Prozis,5600380894227,,['Prozis'],"['Boissons', 'Boissons édulcorées']",,['France'],"['Avoine complète en poudre', 'Arômes', 'edulcorant ', 'sucralose', 'colorant ', 'caramel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",7.6 g,en quantité modérée,1.4 g,en quantité modérée,1.4 g,en faible quantité,0.02 g,en faible quantité,?,,368,+2353%,1540 kj(368 kcal),+2510%,"7,6",+9283%,"1,4",+5326%,56,+1982%,"1,4",-40%,14,+10924%,"0,02",-43%,"0,008",-43%,7,+62%,D,+62%,,,,,,,,,,,,,4,"['E955 - Sucralose', 'E150 - Caramel']","['Lait', 'Avoine', 'Arachides']",,,,,,
1739,Oatmeal Nutchoc - Prozis,5600380894562,,['Prozis'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Avena']",,"['France', 'Espagne']",[],[],7.5 g,en quantité modérée,1.5 g,en quantité modérée,1.1 g,en faible quantité,0 g,en faible quantité,?,,362,-0%,1515 kj(362 kcal),-0%,"7,5",+8%,"1,5",+27%,54,-0%,"1,1",-61%,14,+12%,0,-100%,0,-100%,-5,,A,,,,,,,,,,,,,,,,,,,,,,
1740,Oatmeal + Whey Protein - Prozis,5600380894647,,['Prozis'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Avena']",,"['France', 'Espagne']",[],[],7.4 g,en quantité modérée,1.6 g,en quantité modérée,1.9 g,en faible quantité,0.1 g,en faible quantité,?,,373,+3%,1561 kj(373 kcal),+3%,"7,4",+6%,"1,6",+36%,42,-22%,"1,9",-33%,31,+148%,"0,1",+143%,"0,04",+143%,0,,B,,,,,,,,,,,,,,,,,,,,,,
1741,Zero cookie - prozis - 60g,5600380898812,60g,['Prozis'],['Snack proteiné'],,['France'],"['Protéine de Lait', 'Isomalto-Oligosaccharides', 'Morceaux de chocolat noir ', '16 %', ' ', 'Pâte de cacao ', '51 %', 'Édulcorant ', 'Maltitol', 'Beurre de Cacao', 'Émulsifiant ', 'Lécithine de Soja', 'Arômes', 'Eau', 'Amandes', 'Humectant ', 'Érythritol', 'Arômes', ""Correcteur d'acidité "", 'Acide Citrique', 'Conservateurs ', 'Sorbate de Potassium', 'Conservateurs ', 'Benzoate de Sodium', 'Édulcorant ', 'Sucralose']","['Sans huile de palme', 'Non végétalien']",9 g,en quantité modérée,3.6 g,en quantité modérée,2.1 g,en faible quantité,0.1 g,en faible quantité,?,,293,,1226 kj(293 kcal),,9,,"3,6",,13,,"2,1",,31,,"0,1",,"0,04",,1,,B,,,,,,,,,,,,,,4,"['E965 - Maltitol', 'E322i - Lécithine', 'E968 - Érythritol', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose']","['Lait', 'Fruits à coque', 'Soja']",,,,https://www.prozis.com/fr/fr/prozis/12-x-zero-cookie-60-g,,
1742,Zero cookie chocolate brownie flavour - Prozis,5600380898836,,['Prozis'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,"['France', 'Espagne']",[],[],5.8 g,en quantité modérée,1.1 g,en faible quantité,2.1 g,en faible quantité,0.11 g,en faible quantité,?,,282,-41%,1180 kj(282 kcal),-41%,"5,8",-72%,"1,1",-89%,"6,4",-90%,"2,1",-93%,39,+500%,"0,11",-81%,"0,044",-81%,-6,-130%,A,-130%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,
1743,TOMATE - Pingo Doce,5601009974887,,['Pingo Doce'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Tomates']",,['France'],[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,60 g,en quantité élevée,0.1 g,en faible quantité,?,,1037,+3476%,4339 kj(1037 kcal),+3641%,"0,1",-77%,"0,1",+42%,60,+1346%,60,+1805%,"0,6",-53%,"0,1",-58%,"0,04",-58%,15,,D,,B,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,,,,,,,,,,,
1744,Cuscus Pisellini - Nacional,5601066300315,,,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,8",,"0,4",,71,,5,,12,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Queijo fresco - Paiva,5601098010213,,['Paiva'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,['France'],"['Leite de vaca pasteurizado', 'Coalho', 'Sal e Conservante ', 'E 202']",[],10.5 g,en quantité modérée,7.1 g,en quantité élevée,2.5 g,en faible quantité,0.575 g,en quantité modérée,?,,150,-54%,628 kj(150 kcal),-54%,"10,5",-61%,"7,1",-60%,"3,2",+164%,"2,5",+237%,"10,5",-49%,"0,575",-56%,"0,23",-56%,5,-64%,C,-64%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,3,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,
1746,Original Licor De Amêndoa Amarga Amaritis,5601245000135,,['Amaritis'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",['Point Vert'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,E,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,"['Bouteille', 'Verre']",,['Portugal'],,,,,,,,,
1747,GALLO HUILE OLIVE 75 CL - 750ml,5601252100255,750 ml,['Gallo'],['Matières grasses'],,['France'],[],[],91 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,819,+2%,3427 kj(819 kcal),+2%,91,+3%,14,-39%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,11,-3%,D,-3%,,,,,,,,,,,,,,,,,,,,,
1748,Cotovelos G - Milaneza - 500g,5601286220783,500 g,['Milaneza'],,,['France'],"['semoule de blé dur', "" Peut contenir des o traces dWsGarderen lieu sec et frais gtà l'abri de la lumière""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,354,,1481 kj(354 kcal),,8,,"0,4",,72,,5,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Bolacha maria - Continente,5601312041405,,['Continente'],,,"['France', 'Portugal']",[],[],,,,,,,,,?,,425,,1778 kj(425 kcal),,9,,"4,3",,76,,20,,"8,3",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,['Continente'],,,,,
1750,Mostarda - Ferbar,5601319033908,,['Ferbar'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,['France'],"['Ittlostar', 'lîi INGR9EKÏS: farine du blé', 'de sel ', 'QQ', '011', ' • fngotrfto de ah e de afte and preferabty I NUTR}00Nkl ', 'IAUT10Nh 31M4ü', ' li*sfautes Il gras Rtz 0,19 de 149 see ', ""'éféxe la deL• AUARELO""]",[],1.2 g,en faible quantité,0.1 g,en faible quantité,6.4 g,en quantité modérée,2 g,en quantité élevée,?,,77,-55%,322 kj(77 kcal),-55%,"1,2",-89%,"0,1",-88%,14,+103%,"6,4",+66%,"1,5",-77%,2,-58%,"0,8",-58%,8,-31%,C,-31%,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,
1751,Chips original,5601363007160,,,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,533,,2230 kj(533 kcal),,"33,7",,3,,"48,8",,"0,6",,"6,5",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1752,"Olive Verte Macarico, - 350g / 210g égoutté",5601378490315,350 g / 210 g égoutté,['Maçarico'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives vertes en saumure']",,['France'],"['Olives vertes', 'eau', 'sel', ""correcteurs d'acidité : acide lactique"", 'lactate de sodium', 'acide citrique', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",15.6 g,en quantité modérée,2.6 g,en quantité modérée,0.3 g,en faible quantité,4 g,en quantité élevée,?,,161,+5%,674 kj(161 kcal),+7%,"15,6",+2%,"2,6",+7%,"1,8",+23%,"0,3",+107%,"1,4",+22%,4,+10%,"1,6",+10%,10,-12%,C,-12%,A,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,"['Verre', 'Bocal']",,['Portugal'],3,"['E270 - Acide lactique', 'E325 - Lactate de sodium', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",,['Intermarché'],,,,,
1753,Limiano,5601511000708,,['Limiano'],,['Fabriqué au Portugal'],['France'],"['Past eurized cow millc', 'pasteurüed sheep millc', 'milk cultures', 'rennet and Salt', ' Koep between oc and +8 oc', ' Best before: see back of pack', ' Packaged ln a proa eclive atnxospheve', ' Made in Portugal', "" Fromage de '{Tache el BrebisAffiné en Tranches Ingredients: Lrüt de vache pasteufizé"", 'lait q}ebrebis pasteurize', 'fennellts lactiques', 'presure et sel', "" A conserver ?àC ct +8 A consomnxer de preÏerence voir a l'arrière de remballage"", ' Conditionne sous atnwsphelt! p rote:aice', ' Fabriqué au Poetiagal', "" pt' ra allia V l{la nwzis salidavel""]",['Non végétalien'],,,,,,,,,?,,365,,1527 kj(365 kcal),,31,,21,,"0,5",,"0,5",,21,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Couratos,5602107003127,,,,,['France'],[],[],,,,,,,,,?,,484,,2025 kj(484 kcal),,"22,7",,"7,7",,0,,0,,70,,"3,7",,"1,48",,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Lucuma En Poudre Bio - 125 G - Iswari,5602353904667,125 g,['Iswari'],,"['Bio', 'Bio européen', 'PT-BIO-04']",['France'],[],[],,,,,,,,,?,,306,,1280 kj(306 kcal),,"1,1",,"0,3",,"57,3",,"31,6",,4,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Las caballas de la Gondola,5602910000931,,['La Gondola'],,['Bio'],['France'],"['MackereM70%', 'organic extra virgin olive oil ', '29%', ' and salt', ' MAKRELENFILETS IN BIO-OLIVENÔL Zutaten: Mackrelen ', '70%', 'Bio-Olivenôl Extra Virgin ', '29%', ' und Salz', ' 29% de ingredientes agricolas biolôgicos / 29% ingrédients agricoles biologiques / 29% organic agricultural ingredients 29% landschaftliche biologische Produkte']",[],,,,,,,,,?,,195,,816 kj(195 kcal),,11,,"1,5",,0,,0,,24,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Sirop de groseille,5603076016019,,,"['Boissons', 'Sirops', 'Sirops aromatisés']",,['France'],[],[],,,,,,,,,?,,70,-72%,293 kj(70 kcal),-73%,"0,1",-1%,"0,1",+295%,"17,4",-73%,"17,2",-72%,"0,1",-4%,"0,06",+101%,"0,024",+101%,,,,,B,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,['Bottle'],,,,,,,,,,,
1758,Sumo S / Gas Vitamina Frutos Exoticos / Cenoura - Santal,5603089021048,,['Santal'],,,['France'],[],[],,,,,,,,,?,,17,,71 kj(17 kcal),,0,,0,,"4,2",,"4,2",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Linguas de gato - Leirival - 250g,5603468000039,250 g,['Leirival'],,,['France'],[],[],,,,,,,,,?,,369,,1544 kj(369 kcal),,"2,7",,1,,"76,8",,"33,4",,"7,2",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Pao de Ló,5603468070704,,,,,['France'],[],[],,,,,,,,,?,,339,,1418 kj(339 kcal),,"10,4",,"3,3",,"50,2",,"37,3",,"9,1",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,
