,name,bar_code,eco_score,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,traceability_code,packaging,ingredients_origins,additives,allergens,nova_score,generic_name,manufacturing,link,palm_ingredients
1839,Escalopes extra-fines de dinde,2404365023687,D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,
1840,"Sauce tomate au parmesan, au basilic et aux pignons de pins - Karine & Jeff - 200g",3760052239618,,['Karine & Jeff'],,,['France'],[],[],,,,,,,,,?,,73,,305 kj(73 kcal),,"4,7",,1,,"4,6",,"4,2",,"2,4",,"0,46",,"0,184",,,,,,,,,,,,,200 g,,,,,,,,,,,
1841,Bananes - Casino,0205411011878,,['Casino'],,['Casino'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,
1842,Écorces d'orange confites enrobées de chocolat noir - Picard - 140g,3270160854165,,['Picard'],,['Picard'],['France'],"['Chocolat noir 60% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', ' France', ""écorce d'orange confite 40% "", ""écorce d'orange"", 'sucre', 'dextrose de maïs', 'fructose', 'maltose', ""correcteur d'acidité : acide citrique""]",[],,,,,,,,,2013,,482,,2013 kj(482 kcal),,27,,17,,52,,44,,"5,1",,,,,,,,,,,,,,,,,140 g,,,"['Boite', 'Carton']",,"['E322i - Lécithine', 'E330 - Acide citrique']",['Soja'],4,,['France'],https://www.picard.fr/ecorces-orange-confites-enrobees-chocolat-000000000000085413.html,
1843,Fraises,3770015389014,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Truffles Fantaisie Orange confite - Mathez,3481290013456,,['Mathez'],,,['France'],[],[],,,,,,,,,?,,584,,2443 kj(584 kcal),,43,,37,,42,,40,,"3,9",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,
1845,TARTELETTE FINE ANANAS,0202949015095,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Miel de thym biologique Crétois,5204158001000,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
1847,Cuisses de poulet fermier élevé en liberté - Loué,0217810035362,D,['Loué'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,['France'],[],[],5.9 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,?,,138,-28%,577 kj(138 kcal),-28%,"5,9",-52%,"1,7",-49%,0,-100%,0,-100%,20,+9%,"0,15",-80%,"0,06",-80%,-3,-185%,A,-185%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['IGP', 'Label Rouge']",,"['Barquette', 'Film en plastique']",,,,,,,,
1848,Donuts chocolat,0206612016730,B,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,['France'],[],[],33 g,en quantité élevée,18 g,en quantité élevée,12 g,en quantité modérée,1 g,en quantité modérée,?,,478,+10%,2000 kj(478 kcal),+10%,33,+27%,18,+43%,38,-11%,12,-24%,"6,3",-3%,1,-4%,"0,4",-4%,21,-2%,E,-2%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,
1849,Saint Agur l'intense,0285520025782,,['Saint Agur'],,,['France'],[],[],,,,,,,,,?,,361,,1510 kj(361 kcal),,33,,23,,"0,5",,"0,5",,16,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,
1850,Assortiment de Bonbons,3487490007394,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Citron,2804958001908,,,,['Auchan'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,C.F.K T-shirt,3612300713466,,,,,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,1,,0,,12,,0,,12,,32,,"12,8",,,,,,,,,,,,,,,,,,,,,,,,
1853,Louis Martin Arrabiata,3142952364018,A,['Louis Martin'],"['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces tomate', 'Sauces Arrabiata']",,['France'],[],[],2.7 g,en faible quantité,0.4 g,en faible quantité,5.6 g,en quantité modérée,0.9 g,en quantité modérée,?,,58,-46%,243 kj(58 kcal),-43%,"2,7",-59%,"0,4",-51%,"5,6",-13%,"5,6",+6%,"1,5",-6%,"0,9",-17%,"0,36",-17%,4,+2%,C,+2%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,"['Bio', 'Bio européen', 'FR-BIO-01']",,"['Capsule en métal', 'Bocal en verre']",,,,,,,,
1854,Miel d oranger - Famille Perronneau,3263620218515,,['Famille Perronneau'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,
1855,Lomos au curry,2692404040478,,,,,['France'],[],[],,,,,,,,,?,,166,,695 kj(166 kcal),,"8,6",,"2,7",,"4,1",,"1,7",,18,,"1,2",,"0,48",,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,
1856,Shaker nutella banane - E.Leclerc,,,['E.Leclerc'],,,['France'],[],[],,,,,,,,,?,,226,,946 kj(226 kcal),,15,,"9,6",,20,,15,,"2,7",,"0,27",,"0,108",,,,,,,,,,,,,,,,,,,,,,,,
1857,Miel crémeux de fleurs sauvages,3520831110268,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1858,Pain aux noix -,0209245007878,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains aux noix']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Neufchâtel bio - Pré fleuri,3701208210112,C,['Pré fleuri'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Neufchâtel']",,['France'],[],[],24.5 g,en quantité élevée,18 g,en quantité élevée,5 g,en quantité modérée,2 g,en quantité élevée,?,,304,+4%,1272 kj(304 kcal),+4%,"24,5",+0%,18,+8%,5,+679%,5,+1052%,"20,9",+12%,2,+12%,"0,8",+12%,17,+14%,D,+14%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'AOP']",,['Frais'],,,,,,,,
1860,Pavé de saumon élevé en Ecosse,2869652065144,E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,
1861,100% INULIN - MyProtein,5055534307878,,['MyProtein'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,8718963178958,8718963178958,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Donuts sucre,,B,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,['France'],[],[],20 g,en quantité modérée,9.3 g,en quantité élevée,16 g,en quantité élevée,1.1 g,en quantité modérée,?,,937,+129%,3920 kj(937 kcal),+129%,20,-12%,"9,3",-12%,48,+7%,16,-5%,"6,8",+15%,"1,1",+16%,"0,44",+16%,26,+33%,E,+33%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,
1864,Noix de saint jacques,15439545,,,,,['France'],[],[],,,,,,,,,?,,91,,381 kj(91 kcal),,"0,8",,"0,5",,"4,7",,"0,9",,"16,3",,"0,41",,"0,164",,,,,,,,,,,,,,,,,,,,,,,,
1865,Bûche de chèvre,2225664018767,,,,,['France'],[],[],,,,,,,,,?,,291,,1218 kj(291 kcal),,23,,16,,1,,1,,20,,"1,5",,"0,6",,,,,,,,,,,,,,,"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,,,,,,,,
1866,2900130001527,2900130001527,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Haricots Rouges - 360g,5410153039508,,,,,['France'],[],[],,,,,,,,,?,,108,,452 kj(108 kcal),,"0,8",,"0,1",,"14,5",,4,,8,,"0,2",,"0,08",,,,,,,,,,,,,360 g,['Bio'],,,,,,,,,,
1868,vegan protein,0637913381027,,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,44,,184 kj(44 kcal),,"0,45",,"0,05",,"0,1",,0,,10,,"0,5",,"0,2",,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,
1869,Barre avoine coco,3800232985413,,,,,['France'],[],[],,,,,,,,,?,,464,,1941 kj(464 kcal),,24,,16,,53,,25,,"8,1",,"0,21",,"0,084",,,,,,,,,,,,,,"['Bio', 'en:gluten-free']",,,,,,,,,,
1870,Chiken powder - Unilever - 300g,8711200393732,,"['Unilever', 'Knorr']",,,['France'],[],[],,,,,,,,,?,,5,,21 kj(5 kcal),,"0,5",,"0,1",,"0,8",,"0,6",,"0,5",,"0,65",,"0,26",,,,,,,,,,,,,300 g,['Fabriqué en Allemagne'],,,,,,,,,,
1871,Delice de poulet,3760114534446,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Tropézienne,3071125400164,,,"['Tartes', 'Tartes sucrées', 'Tartes tropéziennes']",,['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,
1873,Merguez,21012703250,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Organic Aceite de Oliva Virgen extra,8414606450336,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],[],100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
1875,miel de châtaignier,3770007748232,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,['France'],[],[],,,0 g,en faible quantité,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1876,Double concentré de tomate,80004831511154,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Roquefort - La Bergère - 330g,,C,['La Bergère'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",,['France'],"[""Lait cru de brebis issu de l'agriculture biologique"", 'sel', 'ferments lactiques ', 'lait', "" et d'affinage"", 'présure', 'penicillium roqueforti']",['Non végétalien'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,330 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'AOP']","['FR 12.203.018 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",['Frais'],,,['Lait'],3,Roquefort AOP La Bergère au lait cru de brebis BIO,,,
1878,Dentifrice -,999999999999999,,,"['Non alimentaire', 'Open Beauty Facts', 'Dentifrices']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Mes deux saumons à l'aneth,3760117660326,,,,,['France'],[],[],,,,,,,,,?,,194,,812 kj(194 kcal),,"14,5",,"7,7",,4,,"2,8",,"11,8",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,
1880,Gommes de propolis Miel et Eucalyptus,3760001821116,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1881,9000275622410,9000275622410,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Knorr,9000275643613,,['Knorr'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Pomme cripps lady,0205834030708,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,jambon blanc aux herbes,2469506017710,,,,,['France'],[],[],,,,,,,,,?,,764,,3197 kj(764 kcal),,"8,4",,3,,"0,88",,"0,1",,"21,2",,"0,89",,"0,356",,,,,,,,,,,,,,,,,,,,,,,,
1885,Maximus - Lagunitas - 355ml,0723830000186,C,['Lagunitas'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières américaines', 'Double India Pale Ale']",,['France'],"['Bière', "" Contient malt d'orge"", 'malt de blé']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,355 ml,['Déconseillé aux femmes enceintes'],,"['Bouteille', 'Verre']",,,['Gluten'],3,,,,
1886,Taragui Azul Sin Palo,7790387120219,,,,,['France'],[],[],,,,,,,,,?,,61,,255 kj(61 kcal),,0,,0,,12,,0,,3,,"0,122",,"0,049",,,,,,,,,,,,,,,,,,,,,,,,
1887,Foster clarks,5352101840371,,,,,['France'],[],[],,,,,,,,,?,,321,,1343 kj(321 kcal),,0,,0,,"66,6",,"63,5",,"0,1",,"3,2",,"1,28",,,,,,,,,,,,,,,,,,,,,,,,
1888,Sugar candy,8413178290401,,,,,['France'],[],[],,,,,,,,,?,,344,,1439 kj(344 kcal),,0,,0,,80,,64,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,farm fresh to you - pure south - viande,3284620004038,,['pure south'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,viande,,,,,,,,,,,
1890,Big Fucking IPA - Grizzly - 33cl,3760262450032,C,['Grizzly'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'en:India Pale Ale']",,['France'],"['Eau', ""malt d'_orge"", 'avoine', 'houblons', 'levures ', 'bière non pasteurisée']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,['Déconseillé aux femmes enceintes'],,"['Bouteille', 'Verre']",,,"['Gluten', 'Avoine']",3,,['France'],,
1891,Cornichon aigre doux - 360g,3760211821579,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,['France'],[],[],0.5 g,en faible quantité,0.5 g,en faible quantité,5.7 g,en quantité modérée,1.8 g,en quantité élevée,?,,44,+63%,184 kj(44 kcal),+72%,"0,5",+69%,"0,5",+632%,"6,4",+86%,"5,7",+118%,"1,4",+39%,"1,8",+5%,"0,72",+5%,3,+38%,C,+38%,,,,,,,,360 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,['Bocal en verre'],,,,,,,,
1892,Coffret éternel - Cambusier - 4liqueurs,3770008275041,D,['Cambusier'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,['France'],"['Liqueur de génépi', 'liqueur de citron de Menton', 'liqueur de framboise', 'liqueur de prunelle']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,4 liqueurs,,,"['Carton', 'Bouteille', 'Verre']",,,,,,['France'],,
1893,Mamee,9557062361385,,,,,['France'],[],[],,,,,,,,,?,,492,,2059 kj(492 kcal),,"23,8",,"10,8",,63,,"3,9",,"6,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1894,Coup de soleil - La Voie Maltée - 33cl,3760252251045,B,['La Voie Maltée'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières blondes']",,['France'],"['Eau', ""malts d'orge"", 'houblons', 'levures']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10', 'Déconseillé aux femmes enceintes']",,"['Bouteille', 'Verre']",,,['Gluten'],3,,"['Ain', 'France']",,
1895,Jungle Beast - La Voie Maltée - 33cl,3760252251083,B,['La Voie Maltée'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières noires', 'Bières artisanales', 'Baltic Porter']",,['France'],"['Eau', ""malts d'orge"", 'houblons', 'lait de coco', 'levures']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Déconseillé aux femmes enceintes']",,"['Bouteille', 'Verre']",,,['Gluten'],3,,"['Ain', 'France']",,
1896,Palm oil - huile de palme,8715017001187,,,,,['France'],[],[],,,,,,,,,?,,898,,3757 kj(898 kcal),,"99,8",,"49,7",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1897,Saucisse Chinoise,0241980037000,,,,,['France'],[],[],,,,,,,,,?,,354,,1481 kj(354 kcal),,"22,6",,"7,68",,"9,3",,9,,"28,3",,"3,52",,"1,408",,,,,,,,,,,,,,,,,,,,,,,,
1898,Gelée de généi,3700422212223,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,Tnt,3781429005902,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Grillades de porc,2666162020539,,,,,['France'],[],[],,,,,,,,,?,,167,,699 kj(167 kcal),,10,,"3,7",,"1,3",,"0,6",,18,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,
1901,Escalopes de saumon,2819571033588,E,,"['Produits de la mer', 'Poissons', 'Saumons']",['Auchan'],['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,['Point Vert'],,,,,,,,,,
1902,Tapenade verte biologique,3760035500377,C,,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",,['France'],[],[],24 g,en quantité élevée,3.8 g,en quantité modérée,0 g,en faible quantité,2.5 g,en quantité élevée,?,,249,+13%,1042 kj(249 kcal),+13%,24,+11%,"3,8",+18%,"6,5",+194%,0,-100%,"1,2",-26%,"2,5",-13%,1,-13%,16,+18%,D,+18%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,['Bio'],,,,,,,,,,
1903,La belle Bintje du terroir -,3389382040000,,,['Pommes de terre Bintje'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,,,,,,,
1904,Croquants apéritifs épeautre & cumin,3701269300197,,,,,['France'],[],[],,,,,,,,,?,,447,,1870 kj(447 kcal),,"19,3",,"3,6",,55,,"4,3",,9,,"2,8",,"1,12",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,
1905,Arachides coques grillées,17897739,,,,,['France'],[],[],,,,,,,,,?,,614,,2569 kj(614 kcal),,50,,10,,"8,5",,5,,26,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1906,Croquants apéritifs tomate & thym,3701269300173,,,,,['France'],[],[],,,,,,,,,?,,422,,1766 kj(422 kcal),,"13,2",,"2,5",,"63,8",,"6,3",,"9,8",,"2,8",,"1,12",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,
1907,Sfogliatine - Gastone Lago,8004800007827,,['Gastone Lago'],,,['France'],[],[],,,,,,,,,?,,549,,2297 kj(549 kcal),,"33,3",,"16,9",,"54,8",,"13,2",,"6,4",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
1908,Mini poivrons - Mon Marché Plaisir,3250392814847,,['Mon Marché Plaisir'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Tendrefine de dinde,2276703024669,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Olive tapenade,5214000981039,,,,,['France'],[],[],,,,,,,,,?,,286,,1197 kj(286 kcal),,30,,30,,"0,8",,"0,8",,"1,5",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
1911,Noé - Jeu Bombyx,3558380012009,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,Merguez véritable,3250392931087,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",,['France'],[],[],26 g,en quantité élevée,12 g,en quantité élevée,1.4 g,en faible quantité,2 g,en quantité élevée,?,,300,+14%,1255 kj(300 kcal),+14%,26,+21%,12,+31%,"2,4",+14%,"1,4",+22%,13,-9%,2,+5%,"0,8",+5%,21,+12%,E,+12%,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,,,"['FR 47.091.002 CE', 'Estillac (Lot-et-Garonne, France)']",['Opercule en plastique'],,,,,,,,
1913,Salade De Cafards,3421272106912,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Mousse de foie pur porc,3760149670010,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Yaourt Framboise - Quidarré - 125g,3760140940280,B,['Quidarré'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la framboise']",,['France'],"['Lait', 'sucre 13%', 'framboise 9%', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4.2 g,en quantité modérée,2.7 g,en quantité modérée,10.4 g,en quantité modérée,0.08 g,en faible quantité,421,+2%,100,+2%,421 kj(100 kcal),+3%,"4,2",+42%,"2,7",+49%,"12,3",-7%,"10,4",-14%,"3,3",-7%,"0,08",-27%,"0,032",-27%,3,+20%,C,+20%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,125 g,,,"['Frais', 'Pot en verre']",,,['Lait'],3,Yaourt aromatisé,"['lamarque pontacq', 'France']",,
1916,Bbq plancha grillade de porc mexicaine,2666162027675,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,
1917,Oeufs plein air - Auchan,3596710479511,,['Auchan'],,['Auchan'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['FR 72.024.001 CE', 'Bazoge (Sarthe, France)']",,,,,,,,,
1918,Vinaigrette - Sésame et Tamari,0069593120861,,,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"43,333",,5,,"6,667",,"3,333",,"3,333",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,
1919,"Vache Picon - 400g (24*16,66g)",3073781073560,D,"['Vache Picon', 'Bel']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages fondus']",,['France'],[],[],19.5 g,en quantité modérée,13 g,en quantité élevée,6 g,en quantité modérée,1.9 g,en quantité élevée,1011,-5%,244,-4%,1011 kj(244 kcal),-5%,"19,5",-3%,13,-3%,6,+11%,6,+49%,11,-6%,"1,9",-5%,"0,76",-5%,17,+10%,D,+10%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,"400g (24*16,66g)",,"['FR 39.300.001 CE', 'Lons-le-Saunier (Jura, France)']",['Frais'],,,,,,,,
