,name,bar_code,quantity,brand,categories,labels,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,generic_name,ingredients_origins,traceability_code,link,palm_ingredients,producer_info,brand_owner,origin_detail
889,Chips à l'ancienne Nature - U,3256223671061,,['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips à l'ancienne"", ""Chips de pommes de terre à l'huile de tournesol""]",,,['France'],"['Pommes de terre', 'huile de tournesol 37%', 'sel', ' Traces éventuelles de gluten', 'moutarde', 'lait et céleri']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,37 g,en quantité élevée,3 g,en quantité modérée,0.4 g,en faible quantité,1.3 g,en quantité modérée,?,,557,-0%,2330 kj(557 kcal),0%,37,0%,3,-9%,48,-2%,"0,4",-43%,"5,5",-3%,"1,3",-2%,"0,52",-2%,13,+12%,D,+12%,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,
890,Compote de Pomme-Poire Allégée en sucre - U Bio - 650g,3256224060710,650 g,"['U Bio', 'U']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes allégées', 'Compotes pommes poires']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Transformé en France', 'AB Agriculture Biologique']","['Hyper U', 'Magasins U', 'Super U']",['France'],"['Pomme* 56', '9%', 'poire* 39', '9%', 'sucre de canne*', 'antioxydant: acide ascorbique']",['E300 - Acide ascorbique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.4 g,en faible quantité,0.1 g,en faible quantité,14 g,en quantité élevée,0 g,en faible quantité,314,+14%,74,+12%,314 kj(74 kcal),+13%,"0,4",+29%,"0,1",-2%,16,+8%,14,+1%,"0,4",+18%,0,-100%,0,-100%,-4,,A,,A,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Bocal', 'Verre', 'Couvercle métal']",,Compote de pomme poire allégée en sucres issue de l'agriculture biologique,['France'],,,,,,
891,Sauce tomates et basilic - U - 420g,3256224061489,420 g,['U'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates au basilic']",['Cuisiné en France'],['Magasins U'],['France'],"['Purée et pulpe de tomates ', 'France', ' 89,4%', 'huile de tournesol', 'oignons', 'carottes', 'basilic 1,4%', 'amidon transformé de maïs', 'sucre', 'sel', 'arôme naturel de basilic', ' Traces éventuelles de céréales contenant du gluten', 'lait', 'céleri et moutarde']",['E14XX - Amidons modifiés'],['Gluten'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,2.7 g,en faible quantité,0.3 g,en faible quantité,5 g,en quantité modérée,0.5 g,en quantité modérée,240,+2%,58,-11%,240 kj(58 kcal),-10%,"2,7",-10%,"0,3",-31%,"5,7",-7%,5,+1%,"1,4",-11%,"0,5",-42%,"0,2",-42%,-4,-1832%,A,-1832%,A,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,['Bocal'],,,,,,,,,
892,Crackers assortiment - U - 100g,3256224069096,100 g,['U'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']","['Transformé en France', 'Blé français']",['Magasins U'],['France'],"['Farine de BLE ', 'France', ' 72%', 'huiles végétales ', 'colza et tournesol', 'EMMENTAL râpé 5%', 'sucre', ""poudres à lever : phosphates de calcium - carbonates de sodium - carbonates d'ammonium "", 'sel 1,2%', ""farine d'ORGE MALTÉE"", 'sirop de sucre inverti', ' Traces éventuelles de graines de sésame']","['E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,27 g,en quantité élevée,2.8 g,en quantité modérée,5.4 g,en quantité modérée,1.5 g,en quantité modérée,2165,+8%,518,+12%,2165 kj(518 kcal),+10%,27,+36%,"2,8",-48%,58,-2%,"5,4",+38%,9,-9%,"1,5",-25%,"0,6",-25%,11,-29%,D,-29%,A,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Carton', 'paquet']",,,,,,,,,
893,Préparation pour pâte à crêpes - U - 380g,3256224070375,380 g,['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Aides culinaires', 'Préparations pour desserts']","['Transformé en France', 'Farine de blé français']",['Magasins U'],['France'],"['Farine de BLE', 'amidon de BLE', 'OEUFS entiers en poudre', 'sel', ' Traces éventuelles de soja', 'lait et fruits à coque']",,"['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,,,,,,,,,1504,-0%,355,+8%,1504 kj(355 kcal),+9%,2,-70%,"0,5",-82%,"71,2",+26%,"0,8",-97%,"11,9",+140%,"0,59",+42%,"0,236",+42%,,,,,,,,,,,,,['boîte'],,,,,,,,,
894,Miettes thon à la tomate pêché ligne - U - 104g,3256224118350,104 g,['U'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve']","['Pêché à la ligne', ""Pêche d'une espèce bien gérée""]",['Magasins U'],['France'],"['THON listao ', 'Katsuwonus pelamis', ' pêché en Océan Atlantique Centre-Est 65%', 'eau', 'concentré de tomates 9,7%', 'huile de tournesol', 'sucre', 'sel']",,['Poisson'],"['Non végétalien', 'Non végétarien']",3,9.3 g,en quantité modérée,1.4 g,en faible quantité,3.6 g,en faible quantité,1.2 g,en quantité modérée,640,-15%,153,-22%,640 kj(153 kcal),-21%,"9,3",-16%,"1,4",-21%,"4,5",+605%,"3,6",+903%,"12,6",-44%,"1,2",+15%,"0,48",+15%,2,-32%,B,-32%,D,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,['boîte'],,,,,,,,,
895,Préparation surgelée à base de 80% de viande hachée de boeuf avec desprotéines végétales - U - 10x 100g,3256224170167,10 x 100 g,['U'],"['Viandes', 'Surgelés', 'Bœuf', 'Viandes surgelées', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande surgelées', 'Préparations de viande hachée', 'Préparations de viande hachées surgelées', 'Préparations de viande bovine hachée', 'Préparations de viande bovine hachée surgelées']","['Viande Française', 'Fabriqué en France', 'Viande-bovine-francaise']","['Super U', 'Magasins U']",['France'],"['Viande de boeuf hachée ', 'France', ' 80%', 'protéines de SOJA réhydratées 15%', 'eau', 'arômes', 'sel', ' Traces éventuelles de céréales contenant du gluten', 'lait et céleri']",,['Soja'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,15 g,en quantité modérée,7 g,en quantité élevée,0.5 g,en faible quantité,0.51 g,en quantité modérée,887,-4%,213,-0%,887 kj(213 kcal),-3%,15,-7%,7,-2%,"0,5",-82%,"0,5",-43%,19,+29%,"0,51",-44%,"0,204",-44%,5,-55%,C,-55%,,,,,,,,,"['sachets individuels', 'surgelé', 'Surgelés']",['France'],Préparation surgelée à base de 80% de viande hachée de boeuf avec des protéines végétales,['France'],"['FR 71.157.028 CE', 'Cuiseaux (Saône-et-Loire, France)']",,,,,
896,Yaourts Nature Sucrés - U - 16x 125g,3256224221272,16 x 125 g,['U'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts sucrés', 'Yaourts entiers', 'Yaourts sucrés au sucre de canne']","['Lait Français', 'Point Vert', 'Fabriqué en France', 'Transformé en France', 'Bleu Blanc Cœur', 'en:lait-francais-french-milk', 'Lait BBC']","['Super U', 'Magasins U']",['France'],"['LAIT entier ', 'Origine : France', 'sucre de canne 8,2%', 'LACTOSE et protéines de LAIT', 'ferments ', 'dont LAIT', 'vitamine D']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,3.2 g,en quantité modérée,2.2 g,en quantité modérée,12 g,en quantité modérée,0.1 g,en faible quantité,368,-2%,87,-4%,368 kj(87 kcal),-3%,"3,2",-10%,"2,2",-4%,12,+10%,12,+17%,3,-14%,"0,1",-10%,"0,04",-10%,4,+61%,C,+61%,,,,,,,,,"['Pot', 'Carton', 'Frais', 'Plastique']",,Yaourt au lait entier sucré au sucre de canne et enrichi en vitamine D,,,,,,,
897,Petit Brie pasteurisé 32%mg - U - 500g,3256224332428,500 g,['U'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Fromages pasteurisés', 'Fromages à pâte molle']","['Lait Français', 'Transformé en France', 'en:lait-francais-french-milk']","['U Express', 'Magasins U']",['France'],"['LAIT de vache pasteurisé', 'sel', 'coagulant fongique', 'ferments ', 'dont LAIT']",,['Lait'],['Non végétalien'],3,32 g,en quantité élevée,23 g,en quantité élevée,2 g,en faible quantité,1.3 g,en quantité modérée,1490,+8%,360,+13%,1490 kj(360 kcal),+10%,32,+15%,23,+17%,2,+74%,2,+273%,16,-6%,"1,3",-6%,"0,52",-6%,14,-2%,D,-2%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Bois', 'Plastique', 'Frais']",,Fromage à pâte molle au lait de vache pasteurisé,,"['FR 44.003.001 CE', 'Ancenis (Loire-Atlantique, France)']",,,,,
898,Carotte - U - 1kg,3256224371281,1 kg,['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Carottes']","['Conditionné en France', 'DEMARCHE FLEG METIERS', 'Matière 1erBrut France: légumes']",['Magasins U'],['France'],['Ex : Carottes type Nantaise'],,,[],,10 g,en quantité modérée,6 g,en quantité élevée,4.7 g,en faible quantité,0.1 g,en faible quantité,?,,41,+8%,172 kj(41 kcal),+12%,10,+1485%,6,+6781%,"5,6",-8%,"4,7",+22%,"0,9",-13%,"0,1",-70%,"0,04",-70%,-1,,A,,A,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,"['Sachet', 'Frais']",,,['France'],,,,,,
899,Tablette praliné à pâtisser - U - 170g,3256224641759,170 g,['U'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats fourrés', 'Chocolats fourrés au praliné']","['en:FSC', 'FSC Mix', 'Transformé en France', 'FSC C103443']","['U Express', 'Magasins U']",['France'],"['praliné 50% ', 'NOISETTES', 'sucre', 'sucre', 'beurre de cacao', 'LAIT écrémé en poudre', 'pâte de cacao* ', ""Côte d'Ivoire"", 'LAIT entier en poudre', 'émulsifiant : lécithines de tournesol', "" Traces éventuelles d'autres fruits à coque et de céréales contenant du gluten"", ' * Fèves de cacao provenant du programme TRANSPARENCE CACAO']",['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'CACAO', 'TRANSPARENCE']",['Non végétalien'],4,36 g,en quantité élevée,14 g,en quantité élevée,44 g,en quantité élevée,0.12 g,en faible quantité,2333,+1%,560,+1%,2333 kj(560 kcal),+0%,36,+1%,14,-18%,48,-4%,44,-6%,"9,2",+32%,"0,12",-6%,"0,048",-6%,22,-11%,E,-11%,,,,,,,,,"['Plastique', 'Aluminium', 'tablette']",['France'],Spécialité au praliné,,['FSC-C103443'],,,,,
900,Pommes dauphines - U - 1kg,3256224701699,1 kg,['U'],"['Chips et frites', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Pommes dauphines', 'Pommes dauphines surgelées']","['en:palm-oil-free', ""À l'huile de tournesol"", 'Produits retirés du marché lors du scandale du fipronil']","['U', 'Magasins U']",['France'],"['Pommes de terre réhydratées 46% ', 'eau', 'flocon de pomme de terre 8,2%', 'farine de BLE', 'OEUFS 16%', 'huile de tournesol 14%', 'amidon de BLE', 'pomme de terre déshydratée', 'sel', 'dextrose', 'épices']",,"['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,15 g,en quantité modérée,1.9 g,en quantité modérée,4.3 g,en faible quantité,1.5 g,en quantité modérée,1118,,268,-2%,1118 kj(268 kcal),-2%,15,-8%,"1,9",-17%,29,+12%,"4,3",+31%,"4,2",-5%,"1,5",+16%,"0,6",+16%,6,-16%,C,-16%,C,67.7%,2.0%,6.9%,5.4%,8.1%,9.9%,58,"['Surgelé', 'Sachet', 'Plastique', 'Surgelés']",['Belgique'],Pommes dauphine préfrites surgelées,,['EMB B-02602'],,,,,
901,"Baguettes viennoises - U - x4, 340g",3256224749608,"x4, 340 g",['U'],"['Snacks', 'Snacks sucrés', 'Viennoiseries']","['Arômes naturels', 'Transformé en France', 'Farine de blé français']",['Magasins U'],['France'],"['Farine de BLE 61%', 'eau', 'sucre', 'OEUFS entiers frais 5%', 'huile de colza', 'poudre de LAIT écrémé', 'sel', 'GLUTEN DE BLE', 'levure', 'sirop de sucre inverti', 'arôme naturel ', 'contient alcool', ""émulsifiant : mono et diglycérides d'acides gras"", 'protéines de LAIT', 'levure désactivée', 'farine de SEIGLE malté', 'colorant : caroténoïdes', ' Traces éventuelles de graines de sésame']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160 - Caroténoïdes']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,6.8 g,en quantité modérée,1.6 g,en quantité modérée,10 g,en quantité modérée,1.3 g,en quantité modérée,1346,-11%,319,-13%,1346 kj(319 kcal),-12%,"6,8",-56%,"1,6",-82%,53,+10%,10,-38%,"9,7",+33%,"1,3",+64%,"0,52",+64%,9,-48%,C,-48%,,,,,,,,,,,,,,,,,,
902,Tuiles goût cheese et burger - U - 170g,3256224758433,170 g,['U'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']","['Transformé en France', 'Recyclable > 50\xa0%']",['Magasins U'],['France'],"['Pomme de terre déshydratée ', 'dont conservateur : disulfite de sodium', ' 47%', 'huile de tournesol 20%', 'amidons de ble et de pomme de terre', 'sirop de glucose', 'arôme', ""émulsifiant : mono - et diglycérides d'acides gras"", 'huile de colza', 'sel', ' traces éventuelles de lait']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Gluten', 'Anhydride sulfureux et sulfites']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,27 g,en quantité élevée,2.3 g,en quantité modérée,4.8 g,en faible quantité,1.1 g,en quantité modérée,2128,-0%,509,0%,2128 kj(509 kcal),-0%,27,-9%,"2,3",-32%,60,+8%,"4,8",+38%,"4,5",+2%,"1,1",-27%,"0,44",-27%,9,-33%,C,-33%,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Tubo', 'boîte']",,,,,,,,,
903,"Sandwich au pain de mie complet garni de thon émincé au naturel, de crudités et d'oeuf - U - 230g",3256224759355,230 g,['U'],"['Sandwichs', 'Sandwichs au poisson', 'Sandwichs au thon', 'en:raw-vegetable-sandwiches']","['Ne pas recongeler', 'Sans conservateurs', 'Transformé en France', 'Décongelé', 'Farine de blé français']","['Super U', 'Magasins U']",['France'],"['Pain de mie complet 43,5% ', 'farine complète de BLE ', 'France', ' 27%', 'eau', 'huile de colza', 'GLUTEN DE BLE ', 'sucre', 'sel', 'dextrose', 'levure', 'farine de BLE ', 'France', ' 0,1%', ""émulsifiant : mono - et diglycérides d'acides gras"", 'agent de traitement de la farine : acide ascorbique', 'filet de THON émincé au naturel 23,9% ', 'THON', 'eau', 'sel', 'mayonnaise allégée en matières grasses ', 'eau', 'huile de colza', 'vinaigre', ""jaune d'OEUF"", 'amidon transformé', 'sucre', 'MOUTARDE de dijon ', 'eau', 'graine de MOUTARDE', 'vinaigre', 'sel', 'sel', 'LAIT ÉCRÉMÉ reconstitué', 'acidifiant : acide citrique', 'épaississant : gomme xanthane', 'OEUFS durs 8,7% ', 'OEUFS', 'antioxydants : acide citrique et acide acétique', 'sel', 'tomates * 8,7%', 'salade 4,3%', ' Traces éventuelles de crustacés', 'graines de sésame et soja', ' *Ingrédient décongelé', 'ne pas recongeler']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E260 - Acide acétique']","['Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,6.9 g,en quantité modérée,0.9 g,en faible quantité,2.5 g,en faible quantité,1 g,en quantité modérée,787,-15%,187,-16%,787 kj(187 kcal),-16%,"6,9",-19%,"0,9",-13%,19,-25%,"2,5",-10%,10,+3%,1,-7%,"0,4",-7%,-2,-348%,A,-348%,B,74.8%,8.9%,5.2%,8.3%,2.3%,0.6%,64,"['Barquette', 'Plastique', 'Frais']",,"Sandwich au pain de mie complet garni de filet de thon émincé au naturel, de crudités et d'œuf",['France'],,,,,,
904,Rillettes de saumon citron et ciboulette - U - 125g,3256225041893,125 g,['U'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'en:preparations-made-from-fish-meat', 'Poissons à tartiner']","['Transformé en France', ""Pêche d'une espèce bien gérée""]",['Magasins U'],['France'],"['SAUMON rose du Pacifique sauvage ', 'oncorhynchus gorbuscha', ' 44', '3%', 'eau', ""SAUMON Atlantique d'élevage "", 'salmo salar', ' 14', '9%', 'huile de tournesol', 'jus de citron concentré', 'concentré de tomate', 'PROTÉINES DE LAIT', 'fibres de canne à sucre', 'oignons', 'sel', 'épaississants : farine de graines de caroube et gomme xanthane']","['E410 - Gomme de caroube', 'E415 - Gomme xanthane']","['Poisson', 'Lait']","['Non végétalien', 'Non végétarien']",4,23 g,en quantité élevée,4.9 g,en quantité modérée,2.7 g,en faible quantité,1 g,en quantité modérée,1151,+60%,278,+52%,1151 kj(278 kcal),+60%,23,+104%,"4,9",+91%,"3,3",+15%,"2,7",+106%,14,+6%,1,-3%,"0,4",-3%,11,+206%,D,+206%,E,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,['boîte'],,,,,,,,,
905,Panier feuilletés aux légumes du soleil - U - 4x 100g,3256225044016,4 x 100 g,['U'],"['Surgelés', 'Plats préparés', 'Feuilleté salé', 'Entrées et snacks surgelés', 'Feuilletés aux légumes', 'Plats préparés feuilletés']",['Cuisiné en France'],['Magasins U'],['France'],"['Pâte feuilletée 50% : farine de BLE ', 'farine de BLE', 'GLUTEN DE BLE', 'BEURRE 12%', 'eau', 'sel', 'protéines de BLE', 'enzymes : protéase', 'OEUF', 'poudre de LAIT entier', ' Garniture 50% : eau', 'courgette 5,7%', 'tomate 5,7%', 'oignon 4,9%', 'poivron rouge grillé 3,8%', 'poivron jaune grillé 3,8%', 'aubergine grillée 3,8%', ""huile d'olive vierge extra"", 'purée de tomates double concentrée 1,5%', 'amidon transformé de mais', 'ail', 'basilic', 'farine de BLE', 'poudre de LAIT entier', 'sel', 'poudre de LAIT ÉCRÉMÉ', 'arôme naturel', 'colorant : extrait de paprika', ' Pourcentages exprimés sur le produit fini']","['E1101 - Protéases', 'E14XX - Amidons modifiés', 'E160c - Extrait de paprika']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien']",4,14 g,en quantité modérée,8.9 g,en quantité élevée,3.8 g,en faible quantité,0.98 g,en quantité modérée,1002,,240,,1002 kj(240 kcal),-3%,14,+7%,"8,9",+14%,"23,6",-4%,"3,8",+18%,"3,8",-32%,"0,98",+6%,"0,392",+6%,12,-1%,D,-1%,,,,,,,,,"['Surgelé', 'Surgelés']",['France'],,,,,,,,
906,Cappuccino saveur noisette - U - 225g,3256225048342,225 g,['U'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Cafés', 'Boissons instantanées', 'Cafés solubles', 'Cappuccino en poudre']",,"['Super U', 'Magasins U']",['France'],"['Sucre', 'LAIT écrémé en poudre', 'graisse de coco', 'café soluble 8%', 'sirop de glucose', ""régulateur d'acidité : E501"", 'arôme naturel', 'stabilisant : E339', 'sel', 'maltodextrine']","['E501 - Carbonates de potassium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,1809,+33%,430,+44%,1809 kj(430 kcal),+40%,"12,3",+66%,"11,2",+73%,"65,7",+30%,"53,3",+29%,"13,4",+70%,"1,07",+43%,"0,428",+43%,,,,,B,85.1%,5.9%,1.2%,1.3%,0.4%,6.2%,75,"['boîte', 'métal', 'Plastique']",,Préparation instantanée pour boisson au café et aromatisée à la noisette.,,,,,,,
907,Sauce Curry - U - 245g,3256225051793,245 g,['U'],"['Epicerie', 'Sauces', 'Sauces au curry', 'Sauces froides']","['Point Vert', 'Sans conservateurs', 'Triman']","['Super U', 'Magasins U']",['France'],"['Huile de colza', 'eau', 'sucre', ""vinaigre d'alcool"", ""jaune d'OEUF"", 'sel', 'épices ', 'dont curry 1', '2%', 'amidon de maïs', 'arôme naturel de cumin', 'épaississant : gomme xanthane', 'colorant : lutéine', ' Traces éventuelles de moutarde']","['E415 - Gomme xanthane', 'E161b - Lutéine']",['Œufs'],['Non végétalien'],4,54 g,en quantité élevée,4.3 g,en quantité modérée,5.1 g,en quantité modérée,2.5 g,en quantité élevée,2134,+160%,518,+128%,2134 kj(518 kcal),+145%,54,+202%,"4,3",+191%,"6,4",-4%,"5,1",+102%,"0,7",-77%,"2,5",+136%,1,+136%,21,+347%,E,+347%,B,21.5%,33.8%,17.7%,14.0%,7.6%,5.3%,96,"['Flacon', 'Plastique', 'flacon souple']",,Sauce condimentaire,,,,,,,
908,"Crêpes emmental - U - 10unités, 500g",3256225052035,"10 unités, 500 g",['U'],"['Surgelés', 'Entrées et snacks surgelés', 'Alimentaire']","['en:FSC', 'Cuisiné en France']",['Magasins U'],['France'],"['Eau', 'farine de BLE ', 'France', 'EMMENTAL 12,3%', 'poudre de LAIT ÉCRÉMÉ', 'OEUFS frais', 'sel', 'huile de tournesol', 'poivre blanc', 'muscade', ' Traces éventuelles de soja et de fruits à coque']",,"['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,4.6 g,en quantité modérée,2.6 g,en quantité modérée,2.6 g,en faible quantité,0.74 g,en quantité modérée,597,,142,-45%,597 kj(142 kcal),-39%,"4,6",-8%,"2,6",+44%,17,-46%,"2,6",-82%,"7,7",+92%,"0,74",-12%,"0,296",-12%,2,-78%,B,-78%,,,,,,,,,"['Carton', 'unités', 'Surgelés']",,,,"['FR 17.300.105 CE', 'Rochelle (Charente-Maritime, France)']",,,,,
