,name,bar_code,eco_score,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,traceability_code,quantity,additives,labels,allergens,brand_owner,packaging,markets,generic_name,manufacturing,link,palm_ingredients
229,8 Ballotins de lapin farcis aux petits légumes - LOEUL ET PIRIOT - 1.228kg,2381018006122,D,"['Viandes', 'Viande de lapin']",['Viande de lapin : Origine France'],['France'],"['""Viande de lapin ', '60%', 'farce ', 'viande de lapin ', '66%*', 'mélange de légumes ', '24,7%*', 'gras de lapin', 'Armagnac modifié ', 'arôme naturel de poivre', 'chapelure ', 'BLE', 'sel', 'acidifiants : lactate de sodium', 'acétate de sodium', 'dextrose', 'poivre blanc', ""* pourcentage de l'ingrédient dans la farce\rViande de lapin issue d'animaux nourris sans OGM "", '<0,9%', '""']","['Non végétalien', 'Non végétarien']",571,-17%,?,,"6,4",-19%,1,+43%,18,-9%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,571 kj(136 kcal),2,"0,4","0,59","0,236",['LOEUL ET PIRIOT'],-14%,-16%,-5%,+17%,+17%,-1,-264%,A,-264%,4,6.4 g,en quantité modérée,2 g,en quantité modérée,0.4 g,en faible quantité,0.59 g,en quantité modérée,"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",1.228 kg,"['E325 - Lactate de sodium', 'E262i - Acétate de sodium']","['Viande-francaise', 'Lapin Français']",['Gluten'],,['Barquette polystyrène noire'],,Lapin farci,['Thouars'],https://www.lapin-et-papilles.fr,
230,Lait d'Amande Chocolat,3229840782946,,,,['France'],[],[],?,,60,,"2,1",,"9,1",,"0,7",,,,,,,,,251 kj(60 kcal),"0,5",7,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Melange quinoa boulgour,9330631949722,,,,['France'],[],[],?,,349,,"2,9",,65,,11,,,,,,,,,1460 kj(349 kcal),"0,6","1,7","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Terrine de lapin au romarin,3589620002382,D,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de lapin']",,['France'],[],[],?,,210,-24%,15,-34%,"1,6",-2%,17,+10%,77.1%,15.8%,3.3%,2.4%,1.1%,0.3%,38,879 kj(210 kcal),"5,1","0,1",1,"0,4",,-24%,-40%,-86%,-33%,-33%,11,-35%,D,-35%,,15 g,en quantité modérée,5.1 g,en quantité élevée,0.1 g,en faible quantité,1 g,en quantité modérée,,,,,,,,,,,,
233,Poulet cuit fumé,2167022006026,,,,['France'],[],[],?,,170,,"9,3",,"0,5",,21,,,,,,,,,711 kj(170 kcal),"2,6","0,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Tortilla espagnole,8433308000212,,,,['France'],[],[],?,,178,,"11,8",,"9,5",,"8,7",,,,,,,,,745 kj(178 kcal),"2,7","0,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Al amira,5285002390785,,,,['France'],[],[],?,,546,,40,,27,,20,,,,,,,,,2284 kj(546 kcal),7,3,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Escalopes a griller,2299048028864,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Coquillette,03365878,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Coquillettes']",,['France'],[],[],?,,354,-1%,"1,5",-19%,72,+2%,12,+1%,,,,,,,,1481 kj(354 kcal),0,"3,5","0,03","0,012",,-1%,-100%,+13%,+45%,+45%,-1,,A,,,1.5 g,en faible quantité,0 g,en faible quantité,3.5 g,en faible quantité,0.03 g,en faible quantité,,,,,,,,,,,,
238,Andouille de viande,2617357024016,,,,['France'],[],[],?,,303,,25,,"0,1",,15,,,,,,,,,1268 kj(303 kcal),"9,2",0,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Lapin entier découpé - LOEUL ET PIRIOT - 1.326kg,2427267020738,D,"['Viandes', 'Viande de lapin']",['Viande de lapin : Origine France'],['France'],[],[],734,+7%,?,,"6,7",-15%,"0,6",-14%,28,+42%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,734 kj(175 kcal),"2,5","0,1","0,39","0,156",['LOEUL ET PIRIOT'],+11%,+5%,-76%,-22%,-22%,0,-100%,B,-100%,,6.7 g,en quantité modérée,2.5 g,en quantité modérée,0.1 g,en faible quantité,0.39 g,en quantité modérée,"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",1.326 kg,,"['Viande-francaise', 'Lapin Français']",,,['Barquette polystyrène rouge'],,Lapin entier découpé,['Thouars'],https://www.lapin-et-papilles.fr,
240,Echalote,3326505409115,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Taboulé au boulgour,8433308028469,,,,['France'],[],[],?,,178,,"4,9",,"26,3",,7,,,,,,,,,745 kj(178 kcal),"0,6","4,3","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Bisque de homard Bio - Algo d’Aure Bio - 425ml,3391690020131,,"['Produits de la mer', 'Bisques de homard']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['Algo d’Aure Bio'],,,,,,,,,,,,,,,,,,,,425ml,,['Bio'],,,,,,,,
243,Lay's Mama Mia's Fromage Paprika 12X100G - 12x 100g,8710398502643,,,,['France'],[],[],?,,476,,22,,63,,"3,5",,,,,,,,,1992 kj(476 kcal),"1,7","1,2","2,9","1,16","[""Lay's""]",,,,,,,,,,,,,,,,,,,,12 x 100 g,,,,,,,,,,
244,Trio gourmand tapenade houmous guacamole bio - Florentin,8714685900624,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,['France'],[],[],?,,253,-4%,"25,32",+25%,"6,79",-36%,"1,87",-71%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,1059 kj(253 kcal),"2,85","0,5","1,08","0,432",['Florentin'],-4%,+16%,-63%,+4%,+4%,8,+60%,C,+60%,,25.3 g,en quantité élevée,2.85 g,en quantité modérée,0.5 g,en faible quantité,1.08 g,en quantité modérée,,,,['Bio'],,,,,,,,
245,Knack 100% volaille,0205656009456,,,,['France'],[],[],?,,242,,"20,4",,2,,"12,7",,,,,,,,,1013 kj(242 kcal),"5,7",2,"1,44","0,576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Piena Lāse,4750011169253,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Fideua,8433308000137,,,,['France'],[],[],?,,173,,"7,6",,"19,5",,"6,3",,,,,,,,,724 kj(173 kcal),"1,2","2,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Ragú di carne,8020449100057,,,,['France'],[],[],?,,131,,"7,9",,"3,8",,"10,2",,,,,,,,,548 kj(131 kcal),"1,9","3,8","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Fromage Pur Brebis au lait cru,2440203014257,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Vins,3338480013447,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,poivrons grillés et pelés,3700359260489,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2 FILETS DE POULET ROTI,0215779030763,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,['France'],[],[],?,,148,+2%,"5,8",+8%,0,-100%,24,+2%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,619 kj(148 kcal),"1,4",0,"1,4","0,56",,+2%,+3%,-100%,+4%,+4%,3,+17%,C,+17%,,5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,,,,,,,,,,,
253,Chateau Meyre,3529400014013,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Noix de cajou crues,2600203033454,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,['France'],[],[],?,,595,-1%,"43,9",-5%,"30,2",+18%,"18,2",-3%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,2489 kj(595 kcal),"7,8","5,9","0,03","0,012",,-0%,-8%,-9%,-95%,-95%,5,-34%,C,-34%,,43.9 g,en quantité élevée,7.8 g,en quantité élevée,5.9 g,en quantité modérée,0.03 g,en faible quantité,,,,,,,,,,,,
255,Sauce trois poivres - Lesieur,3265478864005,B,"['Epicerie', 'Sauces', 'Sauces au poivre']",,['France'],[],[],?,,320,+2%,"33,5",+22%,"5,2",-41%,2,+10%,51.5%,31.1%,7.1%,5.2%,3.0%,2.1%,76,1339 kj(320 kcal),"20,9",1,"1,5","0,6",['Lesieur'],+5%,+437%,-69%,-35%,-35%,19,+30%,E,+30%,,33.5 g,en quantité élevée,20.9 g,en quantité élevée,1 g,en faible quantité,1.5 g,en quantité modérée,,,,,,,,,,,,
256,Fromage pavé isigny,0206045040739,,,,['France'],[],[],?,,349,,28,,0,,23,,,,,,,,,1460 kj(349 kcal),19,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Terrine de pigeon - Le Manoir Alexandre,3513261271012,,,,['France'],[],[],?,,287,,24,,"1,2",,16,,,,,,,,,1201 kj(287 kcal),"7,2","0,5","1,8","0,72",['Le Manoir Alexandre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Sirop d'agave sunny via,7583737858326,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",,['France'],[],[],?,,310,0%,"0,5",+114%,76,-1%,0,-100%,,,,,,,,1297 kj(310 kcal),0,73,"0,072","0,029",,-0%,-100%,-0%,+47%,+47%,13,+1%,D,+1%,,0.5 g,en faible quantité,0 g,en faible quantité,73 g,en quantité élevée,0.0725 g,en faible quantité,,,,,,,,,,,,
259,Arôme Funcakes Noix De Coco,8718531933293,,,,['France'],[],[],?,,351,,"12,4",,57,,"1,1",,,,,,,,,1469 kj(351 kcal),11,"45,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Jambon supérieur,2600476031621,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,['France'],[],[],?,,191,+45%,11,+129%,"0,6",-10%,22,+4%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,799 kj(191 kcal),"3,8","0,6","1,8","0,72",,+46%,+107%,+1%,-4%,-4%,12,+70%,D,+70%,,11 g,en quantité modérée,3.8 g,en quantité modérée,0.6 g,en faible quantité,1.8 g,en quantité élevée,,,,['Qualité supérieure'],,,,,,,,
261,Chateau Roufite,3380330003054,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Dream cake,8801062273317,,,,['France'],[],[],?,,170,,10,,8,,3,,,,,,,,,711 kj(170 kcal),6,8,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Cocktail de cassis royal,3770003884118,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Candy hearts - Tiger,0200030143481,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,"['France', 'Espagne']",[],[],?,,384,+8%,"0,1",-95%,95,+14%,"0,5",-76%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,1607 kj(384 kcal),"0,1",61,0,0,['Tiger'],+7%,-91%,+5%,-100%,-100%,14,-3%,D,-3%,,0.1 g,en faible quantité,0.1 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,,,,,,,,,,,,
265,NUTRIBEN PETIT POT POMME DE TERRE POIREAU,3401598318725,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['Nutriben'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Harissa,6194000240611,C,"['Epicerie', 'Sauces', 'Harissas']",,['France'],[],[],?,,78,-26%,"1,9",-57%,"10,7",+18%,4,+59%,78.7%,9.3%,4.7%,4.8%,2.0%,0.5%,57,326 kj(78 kcal),0,5,"1,92","0,768",,-27%,-100%,+35%,-48%,-48%,7,-18%,C,-18%,,1.9 g,en faible quantité,0 g,en faible quantité,5 g,en quantité modérée,1.92 g,en quantité élevée,,,,,,,,,,,,
267,Terrine de chevreuil aux Cèpes,3260932180165,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de chevreuil']",,['France'],[],[],?,,233,-25%,18,-31%,"2,8",+89%,14,-4%,,,,,,,,975 kj(233 kcal),"6,2",0,"1,4","0,56",,-25%,-36%,-100%,-10%,-10%,14,-23%,D,-23%,,18 g,en quantité modérée,6.2 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,,,,,,,,,,,,
268,Quiche lorraine,0293061063897,D,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",,['France'],[],[],?,,301,+14%,20,+23%,20,+4%,11,+19%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,1259 kj(301 kcal),12,12,"0,96","0,384",,+14%,+38%,+419%,-8%,-8%,19,+34%,E,+34%,,20 g,en quantité modérée,12 g,en quantité élevée,12 g,en quantité modérée,0.96 g,en quantité modérée,,,,,,,,,,,,
269,Tarte au légumes au curry -,3760246820219,B,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes aux légumes']",,['France'],[],[],?,,201,-5%,"8,6",-26%,"25,7",+26%,"4,6",-10%,59.4%,14.2%,5.3%,6.7%,3.0%,11.4%,77,841 kj(201 kcal),1,"2,6","0,57","0,228",,-5%,-79%,-1%,-27%,-27%,2,-71%,B,-71%,,8.6 g,en quantité modérée,1 g,en faible quantité,2.6 g,en faible quantité,0.57 g,en quantité modérée,,,,,,,,,,,,
270,Le délys yourt mandarine,3760168570230,,,,['France'],[],[],?,,99,,3,,15,,"3,1",,,,,,,,,414 kj(99 kcal),"1,96",13,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Chocolate biscuits,0604619929549,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",,['France'],[],[],?,,528,+7%,"28,9",+24%,"58,5",-6%,"6,1",-7%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,2209 kj(528 kcal),"17,2","32,8","0,6","0,24",,+7%,+46%,+1%,+9%,+9%,25,+17%,E,+17%,,28.9 g,en quantité élevée,17.2 g,en quantité élevée,32.8 g,en quantité élevée,0.6 g,en quantité modérée,,,,,,,,,,,,
272,Ham,20510961,,,,['France'],[],[],?,,444,,"1,1",,"0,1",,"0,1",,,,,,,,,1858 kj(444 kcal),"0,1","0,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Méga t'Oeufs,3173286668831,,,,['France'],[],[],?,,546,,32,,57,,"6,5",,,,,,,,,2284 kj(546 kcal),19,57,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Orange navel late zero residu,8412276792473,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Huile vierge Colza,3770003104025,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
276,Noix de cajou,2600299026897,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,['France'],[],[],?,,580,-3%,"44,2",-4%,"25,9",+1%,"18,2",-3%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,2427 kj(580 kcal),"8,6","8,6","1,96","0,784",,-3%,+1%,+33%,+213%,+213%,14,+85%,D,+85%,,44.2 g,en quantité élevée,8.6 g,en quantité élevée,8.6 g,en quantité modérée,1.96 g,en quantité élevée,,,,,,,,,,,,
277,Rôti bosse caramel toffee,3498752801148,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Fourme d'Ambert,3252540969058,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",,['France'],[],[],?,,?,,?,,?,,?,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Nems porc,3242278060202,C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Nems', 'Nems au porc']",,['France'],[],[],?,,258,+17%,17,+49%,22,+1%,"4,6",-35%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,1079 kj(258 kcal),"4,6",4,2,"0,8",,+16%,+72%,+25%,+45%,+45%,15,+109%,D,+109%,,17 g,en quantité modérée,4.6 g,en quantité modérée,4 g,en faible quantité,2 g,en quantité élevée,,,,,,,,,,,,
280,Sangria Lolailo Bodegas Sanviver,8437001603831,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['Lolailo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Performance,5060267670366,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Chocolat soufflé,3353703851439,,,,['France'],[],[],?,,466,,31,,41,,10,,,,,,,,,1950 kj(466 kcal),"11,6","30,7","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
283,Madeleines,3700238316368,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,['France'],[],[],?,,464,+5%,26,+14%,50,-5%,"6,7",+18%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,1941 kj(464 kcal),17,28,"0,34","0,136",,+5%,+145%,+2%,-58%,-58%,22,+20%,E,+20%,,26 g,en quantité élevée,17 g,en quantité élevée,28 g,en quantité élevée,0.34 g,en quantité modérée,,,,,,,,,,,,
284,Confiture fraise - Les Délices de Mélissa,3760143166151,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,['France'],"['Fraises', 'sucre', 'pectine', 'jus de citron']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,238,+10%,"0,1",-59%,58,+9%,"0,4",-10%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,996 kj(238 kcal),0,58,0,0,['Les Délices de Mélissa'],+9%,-100%,+14%,-100%,-100%,11,+26%,D,+26%,4,0.1 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,,,['E440 - Pectines'],,,,,,,,,
285,Poropätkä - Nordeli - 50g,6430065850007,,"['Viandes', 'Viande fraîche de renne']",['Finlande'],"['Finlande', 'France']","['Poronliha ', '40%', 'naudanliha', 'glukoosi', ' hapettumisenestoaine E316', 'säilöntäaine E250', 'valkopippuri', 'mustapippuri', 'korianteri', 'paprika', ' valkosipuli', 'kumina', 'sinapinsiemen']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1792,+105%,433,+92%,37,+153%,"3,9",+138%,"21,6",+13%,,,,,,,,1792 kj(433 kcal),13,"0,1","4,5","1,8",['Nordeli'],+92%,+143%,-86%,+147%,+147%,25,+119%,E,+119%,4,37 g,en quantité élevée,13 g,en quantité élevée,0.1 g,en faible quantité,4.5 g,en quantité élevée,['FI 2225 EY'],50g,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,['Moutarde'],,,,,['Finland'],,
286,Boite 200 carambars Gout Fruits,3664346300728,,,,['France'],[],[],?,,386,,"4,1",,86,,"0,6",,,,,,,,,1615 kj(386 kcal),"2,1",56,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Jus de pomme ginger,3830031190701,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Trincat,8410783405589,,,,['France'],[],[],?,,107,,"21,3",,"6,7",,"1,9",,,,,,,,,448 kj(107 kcal),"3,6","0,5","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Vinaigre aromatisé framboisr,3760065990131,,,,['France'],[],[],?,,131,,"0,2",,31,,"0,5",,,,,,,,,548 kj(131 kcal),0,29,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Tête Roulée avec Langue,2471251017327,,,,['France'],[],[],?,,243,,"20,6",,"0,4",,"14,1",,,,,,,,,1017 kj(243 kcal),"7,2","0,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Spicy salt,0011210008403,,,,['France'],[],[],?,,0,,0,,0,,0,,,,,,,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Gusto Espresso - Miscela D'Oro - 250g,8005657000283,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['Monde'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,"[""Miscela D'Oro""]",,,,,,,,,,,,,,,,,,,,250 g,,,,,['Paquet'],['https://www.maxicoffee.com'],,['Italie'],,
293,Wholemeal breastick with sesame seeds,5201383502890,,,,['France'],[],[],?,,448,,16,,"9,4",,13,,,,,,,,,1874 kj(448 kcal),"4,7","7,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,morteau,3593551172113,,,,['France'],[],[],?,,227,,"9,2",,31,,"4,9",,,,,,,,,950 kj(227 kcal),"6,9",14,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Donnys au chicolat,0208387016403,,,,['France'],[],[],?,,420,,24,,43,,"7,1",,,,,,,,,1757 kj(420 kcal),13,12,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,
296,Jambon à l'ancienne - Domaine Picard,2252505022430,D,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,['France'],"['jambon de porc ', 'Origine : France', 'sel', 'dextrose', 'arômes', 'antioxydants E301', 'E316', 'épices', 'aromates', 'conservateur : E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,123,-7%,"3,1",-35%,"0,5",-25%,23,+9%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,515 kj(123 kcal),"1,4","0,5",2,"0,8",['Domaine Picard'],-6%,-24%,-16%,+7%,+7%,5,-29%,C,-29%,4,3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,,"['E301 - Ascorbate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,"['Barquette', 'Plastique']",,,,,
297,"Schokolierte Früchte, Ingwer",20268688,,,,['France'],[],[],?,,459,,"17,7",,"69,8",,"2,7",,,,,,,,,1920 kj(459 kcal),"10,7","58,1","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Colin d'alaska sauce citron -,3274470002186,,"['Produits de la mer', 'Poissons', 'Colins']",,['France'],"[""Filet de colin d'Alaska 50% "", ' eau ', ' crème fraîche ', ' échalotes ', ' arôme naturel citron vert avec autres arômes naturels 1,6% ', ' amidon transformé de maïs ', ' beurre ', ' sel ', ' sucre ', ' zeste de citron jaune 0,4% ', ' jus concentré de citron 0,2% ', ' épaississant : gomme xanthane ', ' curcuma']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,310,+148%,"3,6",-8%,"1,8",-72%,"8,6",-40%,,,,,,,,1297 kj(310 kcal),"2,4","0,6","0,83","0,332",,+154%,+344%,-5%,+51%,+51%,3,,C,,4,3.6 g,en quantité modérée,2.4 g,en quantité modérée,0.6 g,en faible quantité,0.83 g,en quantité modérée,,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,"['Poisson', 'Lait']",,,,,,,
299,Soupa greens & grains soup,00340823,,,,['France'],[],[],?,,34,,"1,5",,"2,6",,"1,8",,,,,,,,,142 kj(34 kcal),"0,7","0,9","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Délice de Bourgogne,0231052018891,,,,['France'],[],[],?,,408,,40,,2,,10,,,,,,,,,1707 kj(408 kcal),29,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Pina colada,3340790001021,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Jamboneau cuit supérieur KG -,0201666061279,,['Viandes'],,['France'],"['Jarret de porc', 'eau', 'sel', 'dextrose', 'bouillon aromatique ', 'eau', 'oignons', 'ail', 'poivre', 'muscade', 'thym', 'laurier', 'antioxydant : erythorbate de sodium', 'conservateur : Nitrite de sodium']","['Non végétalien', 'Non végétarien']",?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,"['Barquette', 'Film plastique']",,,,,
