,name,bar_code,eco_score,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,traceability_code,quantity,additives,labels,allergens,brand_owner,packaging,markets,generic_name,manufacturing,link,palm_ingredients
1014,Aoste Coffret Jambon à L'os Avec Griffe Et Couteau,3449841024009,,,,['France'],[],[],?,,274,,18,,1,,27,,,,,,,,,1146 kj(274 kcal),"7,4",1,"5,7","2,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Baguette aux graines de sesame,2024000016579,,,,['France'],[],[],?,,301,,"1,6",,59,,11,,,,,,,,,1259 kj(301 kcal),"0,3","1,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Brandade de morue fraiche,0200961047827,E,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,['France'],[],[],?,,156,-29%,"9,6",-42%,"10,1",+28%,"7,2",+6%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,653 kj(156 kcal),"0,9","0,3","0,8","0,32",,-29%,-57%,-58%,-8%,-8%,0,-100%,B,-100%,,9.6 g,en quantité modérée,0.9 g,en faible quantité,0.3 g,en faible quantité,0.8 g,en quantité modérée,,,,,,,,,,,,
1017,alpro pêche,0207774006331,,,,['France'],[],[],?,,76,,"1,9",,"10,1",,"3,6",,,,,,,,,318 kj(76 kcal),"0,3","9,3","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Cake colza cerises confites,3435079012352,,,,['France'],[],[],?,,427,,21,,56,,"4,2",,,,,,,,,1787 kj(427 kcal),"2,7",32,"0,49","0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Mimolette jeune,0200111018967,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes']",,['France'],[],[],?,,?,,?,,?,,?,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Brioche vendéenne,6515833460142,,,,['France'],[],[],?,,389,,"16,2",,"49,4",,"9,1",,,,,,,,,1628 kj(389 kcal),"11,8","15,1","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Jambon Traditionnel fumé au bois de hêtre - Saint Alby,2205879003222,,,,['France'],[],[],?,,147,,7,,1,,20,,,,,,,,,615 kj(147 kcal),"3,5","0,5","1,9","0,76",['Saint Alby'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Kiwi - Bio Pays,3760002454962,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",['France'],['France'],[],[],?,,?,,?,,?,,?,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,,,,,['Bio Pays'],,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
1023,Huile d'olive fruitée vierge extra,3027102220256,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],[],?,,?,,?,,?,,?,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Scottish mature coloured grated cheddar,20675868,,,,['France'],[],[],?,,424,,"39,4",,"0,1",,"25,4",,,,,,,,,1774 kj(424 kcal),"21,7","0,1","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,['en:Assured Food Standards'],,,,,,,,
1025,Muesli floconneux - Carrefour,3270190133308,,,,['France'],[],[],?,,362,,"5,8",,64,,"9,1",,,,,,,,,1515 kj(362 kcal),"2,6",20,"0,6","0,24",['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Kalbsleber Deluxe - 300g,20368340,,,,"['Autriche', 'France']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,
1027,Mountain Falls,03059845,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Fioretto marzipan - Lindt,4000539383007,,,,['France'],[],[],?,,509,,24,,63,,"6,6",,,,,,,,,2130 kj(509 kcal),"9,9",60,"0,73","0,292",['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,"2 steaks race rouge des prés - reflets de france - 0,260kg",3245415613385,,"['Viandes', 'Viandes fraîches']",['Pays de loire'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['reflets de france'],,,,,,,,,,,,,,,,,,,,"0,260 kg",,,,,['Sachet'],,,,,
1030,Mxs miel,10007266,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Confinade - Les Jardins de Gellone,3025058000038,,,,['France'],"['tomates ', '68,5%', 'huile de colza', 'ail', 'sucre', 'basilic ', '1%', 'sel', 'jus de citron', 'poivre', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,,188,,16,,"6,9",,"2,5",,,,,,,,,787 kj(188 kcal),"6,7","6,3","5,81","2,324",['Les Jardins de Gellone'],,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
1032,Biere artisanale la planèze -,3700232416330,,,,['France'],"['Eau', ""malts d'orge "", ""50% minimum de céréales d'Auvergne"", 'lentilles de la Planèze de Saint-Flour ', '3,3%', 'houblons', 'levure']",[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,,,
1033,Thé des Gourmets - Palais des Thés,2700842001002,,,,['France'],"['Thé noir ', 'Inde', ' ', '82%', 'anis', 'arômes ', 'dont cerise 1%', 'amande ', '3%', 'cranberry ', '2%', 'pétales de rose', 'souci']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,,?,,?,,?,,?,,,,,,,,,,,,,,['Palais des Thés'],,,,,,,,,,4,,,,,,,,,,,,,['Fruits à coque'],,,,,,,
1034,Pétales aux lentilles nature -,13272395,,,,['France'],"['Farine de lentilles* 43% - amidon ', 'pomme de terre ou tapioca', ' - huile de tournesol* 17% - farine de pomme de terre sel - curcuma*', "" Issus de l'agriculture biologique""]",[],?,,459,,19,,58,,13,,,,,,,,,1920 kj(459 kcal),"1,8","1,2","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Bordeaux,3262151254153,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",['France'],['France'],[],[],?,,?,,?,,?,,?,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,SPRINKLES  gold standing sugar,0070896213051,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Saucisson sec,2678261040677,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,['France'],[],[],?,,442,+10%,36,+14%,"1,5",-33%,28,+1%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,1849 kj(442 kcal),14,"0,9","4,9","1,96",,+9%,+14%,-34%,+5%,+5%,25,+4%,E,+4%,,36 g,en quantité élevée,14 g,en quantité élevée,0.9 g,en faible quantité,4.9 g,en quantité élevée,,,,,,,,,,,,
1038,Donuts sucré - E. Leclerc - 6,0201586019022,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,['France'],"['Farine de froment', 'huile et graisses végétales hydrogénées', 'eau', 'dextrose', 'levure', 'sucre', 'farine de soja', 'sel', 'poudre à lever E450', 'E500i', 'émulsifiants E471', 'E481', 'E472e', 'lait écrémé en poudre', 'poudre de lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,,?,,?,,?,,?,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,['E. Leclerc'],,,,,,,,,,4,,,,,,,,,,6,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500i - Carbonate de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]",['Point Vert'],"['Gluten', 'Lait', 'Soja', 'Farine']",,,['E. Leclerc'],,,,
1039,Cantal,0200004020206,,,,['France'],[],[],?,,372,,30,,2,,24,,,,,,,,,1556 kj(372 kcal),22,"0,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,The PiK box - Haribo,3103220035894,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,['France'],[],[],?,,?,,?,,?,,?,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Mix apéro'hot,3701178702150,,,,['France'],[],[],?,,459,,"20,2",,"56,6",,"11,2",,,,,,,,,1920 kj(459 kcal),"4,5",20,"0,855","0,342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Sucettes assorties,3760193725018,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Lemonade,5000169068502,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",,['France'],[],[],?,,3,-90%,0,-100%,0,-100%,0,-100%,,,,,,,,13 kj(3 kcal),0,0,"0,04","0,016",,-90%,-100%,-100%,+201%,+201%,1,-90%,B,-90%,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.04 g,en faible quantité,,,,,,,"['pet-bottle', 'hdpe-cap', 'mixed plastic-wrapper']",,,,,
1044,Coriandre entière,3700671794181,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,3760055361095,3760055361095,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Mini buchettes de savoie noisettes - Terre de l'Alpe,3760165980148,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,"[""Terre de l'Alpe""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Dos de cabillaud msc,3700968405776,E,"['Produits de la mer', 'Poissons', 'Morues', 'Dos de cabillaud']",,['France'],[],[],?,,?,,?,,?,,?,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Cranberries séchées en moitiés,2600298022968,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Macarons X12,0204040025911,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,['France'],[],[],?,,416,-2%,18,+1%,52,-6%,"9,8",+14%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,1741 kj(416 kcal),"4,3",52,"0,16","0,064",,-2%,-5%,+3%,+12%,+12%,19,+8%,E,+8%,,18 g,en quantité modérée,4.3 g,en quantité modérée,52 g,en quantité élevée,0.16 g,en faible quantité,,,,,,,,,,,,
1050,Poivrons Moût De Raisin,5214000181040,,,,['France'],[],[],?,,169,,"12,9",,"11,4",,"1,9",,,,,,,,,707 kj(169 kcal),1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Confiture fraise rhubarbe - Le Bois Jumel,3176630006273,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",,['France'],[],[],?,,242,+12%,0,-100%,59,+13%,0,-100%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,1013 kj(242 kcal),0,58,"0,02","0,008",['Le Bois Jumel'],+11%,-100%,+15%,-17%,-17%,12,+26%,D,+26%,,0 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0.02 g,en faible quantité,,,,,,,,,,,,
1052,Vin rouge,3427920272121,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Thé de Noël - Christmas Tea,3325331003085,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Poêlé façon kebab,3270120563069,,,,['France'],[],[],?,,128,,"5,7",,"13,4",,5,,,,,,,,,536 kj(128 kcal),"1,4",2,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Gresk Yoghurt ekte Vanilje,7033330058796,,,,['France'],[],[],?,,48,,"0,3",,"3,3",,8,,,,,,,,,201 kj(48 kcal),"0,1","3,1","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Confiture artisanale Framboise groseilles,3347640000098,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Assortiment - Migros,7616500659827,,,,"['France', 'Suisse']",[],[],?,,574,,39,,47,,"6,7",,,,,,,,,2402 kj(574 kcal),22,45,"0,12","0,048",['Migros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Bloc de Foie Gras de Canard,3161451104536,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,['France'],[],[],?,,?,,?,,?,,?,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Fruit shortcake,20891107,,,,['France'],[],[],?,,469,,"19,7",,"65,4",,"5,8",,,,,,,,,1962 kj(469 kcal),"8,1","24,5","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Bonbons Myrtille Framboise,3760275430458,,,,['France'],[],[],?,,402,,"0,5",,67,,0,,,,,,,,,1682 kj(402 kcal),"0,1",65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Sauce Char Sui,4892936116162,,,,['France'],[],[],?,,114,,"1,6",,"21,8",,"3,3",,,,,,,,,477 kj(114 kcal),0,"21,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,CoCoa,5902565210687,,,,['France'],[],[],?,,630,,52,,30,,8,,,,,,,,,2636 kj(630 kcal),27,22,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Chocolat au lait - Single Origin Mexican Chocolate - Godiva - 79g,0031290732210,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,['France'],[],[],?,,550,-1%,35,+1%,52,+0%,"8,1",+13%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,2301 kj(550 kcal),21,46,"0,17","0,068",['Godiva'],-0%,+7%,-6%,-27%,-27%,26,+2%,E,+2%,,35 g,en quantité élevée,21 g,en quantité élevée,46 g,en quantité élevée,0.17 g,en faible quantité,,79 g,,,,,,,,,,
1064,Jambon supérieur - Diennet - 296g,2685028031953,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Auvergne'],['France'],"['Jambon de porc', 'Sel', ' Conservateur: sel nitrité', 'dextrose', 'saccharose', 'antioxydant : isoascorbate de sodium', 'ascorbate de sodium', 'arômes et arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,163,+23%,"8,8",+83%,"0,5",-25%,21,-0%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,682 kj(163 kcal),"2,9","0,5","1,2","0,48",['Diennet'],+25%,+58%,-16%,-36%,-36%,4,-43%,C,-43%,4,8.8 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.2 g,en quantité modérée,"['FR 01.263.001 CE', 'Montmerle-sur-Saône (Ain, France)']",296 g,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E301 - Ascorbate de sodium']",['Qualité supérieure'],,,,,,['Montmerle'],,
1065,Finna - 50g,8991818110048,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,"['France', 'Indonésie']","['Chili', 'Garlic', 'Shallots', 'Tomato', 'Soy Sauce', 'Vegetable Oil,Salt', 'Sugar ', 'contain sulfite preservatives', 'Pepper and Onion']","[""Pourrait contenir de l'huile de palme""]",?,,231,+76%,"11,5",+240%,"30,8",+59%,"7,69",+102%,,,,,,,,969 kj(231 kcal),"3,85","23,1","14,5","5,78",['Finna'],+67%,+504%,+213%,+209%,+209%,,,,,3,11.5 g,en quantité modérée,3.85 g,en quantité modérée,23.1 g,en quantité élevée,14.5 g,en quantité élevée,,50g,,['Halal'],,,['Sachet'],['Bintang Market'],,"['Sidoarjo', 'Indonésie']",,
1066,"Lait, caramel et sel de Guérande - Le Chocolat des Français",3701198800515,,,,['France'],[],['Sans huile de palme'],?,,564,,"36,9",,"50,7",,"7,3",,,,,,,,,2360 kj(564 kcal),"24,8","40,7","0,62","0,248",['Le Chocolat des Français'],,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans conservateurs', 'Agriculture UE/Non UE', 'FR-BIO-01', 'en:palm-oil-free', 'AB Agriculture Biologique']",,,,,,,,
1067,Instant Noodle,8851978805027,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,['France'],[],[],?,,416,+39%,15,+29%,"58,33",+44%,"11,67",+84%,,,,,,,,1741 kj(416 kcal),"5,83","1,67","6,5","2,6",,+38%,+11%,-31%,+149%,+149%,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Blueberry muffin mix,0644209022489,,"['Biscuits et gâteaux', 'Aides culinaires', 'Produits déshydratés', 'Gâteaux', 'Préparations pour desserts', 'Produits lyophilisés à reconstituer', 'Aides à la pâtisserie', 'Préparations pour gâteaux', 'en:Muffins mix', 'en:Blueberry muffins mix']",,['France'],[],[],?,,270,-27%,7,-32%,48,-19%,4,-33%,,,,,,,,1130 kj(270 kcal),"4,5",27,"0,29","0,116",,-27%,+4%,-10%,-53%,-53%,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Riskokur,8717545600481,,,,['France'],[],[],?,,82,,"3,7",,"10,7",,"1,2",,,,,,,,,343 kj(82 kcal),"2,3","3,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Assortiment breton,0654479229112,,,,['France'],[],[],?,,500,,23,,66,,"5,9",,,,,,,,,2092 kj(500 kcal),16,25,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Le clos des saumanes,3760006900021,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Ochaduke monaka,4580457832462,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Vrac gourmand vanille fraise - Marque Repère - 900ml,3564700777602,,,,['France'],"['Crème glacée à la vanille 40,9% : lait écrémé reconstitué ', ' crème ', ' eau ', ' sucre ', ' lactose et protéines de lait ', ' sirop de glucose ', ' émulsifiant : E471 ', ' stabilisants : farine de graines de caroube', 'gomme guar', 'carraghénanes ', ' arôme naturel de vanille', 'Crème glacée à la fraise 40,9% : lait écrémé reconstitué ', ' crème ', ' purée de fraise 15% ', ' eau ', ' sucre ', ' sirop de glucose ', ' lactose et protéines de lait ', ' émulsifiant : E471 ', ' stabilisants : farine de graines de caroube', 'gomme guar', 'carraghénanes ', ' jus concentré de betterave ', ' acidifiant : acide citrique ', ' arôme naturel ', ' colorant : caroténoïdes', ' ', '% exprimé sur la crème glacée à la fraise', 'Sauce à la fraise 16,2% : sucre ', ' eau ', ' sirop de glucose-fructose ', ' purée de fraise 10% ', "" jus concentré d'aronia "", ' épaississants : pectines', 'farine de graines de caroube ', ' jus concentré de sureau ', ' arôme naturel ', ' acidifiant : acide citrique ', ' conservateur : E202 ', ' antioxydant : acide ascorbique', ' ', '% exprimé sur la sauce à la fraise', 'Morceaux de biscuit enrobés de beurre de cacao 2% : sucre ', ' farine de blé ', ' beurre de cacao 15% ', ' beurre ', ' amidon de blé ', ' sirop de glucose ', ' protéines de lait ', ' poudres à lever : E500', 'E503 ', ' sel', ' ', '% exprimé sur les morceaux de biscuit enrobés', ""Traces d'œufs et de fruits à coque""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",825,,?,,"6,5",,"32,1",,"2,1",,,,,,,,,825 kj(197 kcal),"4,2","26,4","0,1","0,04","['Marque Repère', 'Eskiss']",,,,,,,,,,4,,,,,,,,,,900 ml,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E160 - Caroténoïdes', 'E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",,"['Gluten', 'Lait']",,,['Leclerc'],,,,
1074,Riz Long Parfumée - Origine Cambodge,8679300013922,,,,['France'],[],[],?,,345,,"0,5",,77,,7,,,,,,,,,1443 kj(345 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Ninkasi rouge,3760029980932,,,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,['Ninkasi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Wicklein Dominosteine - 17.64oz,4008355000900,,,,['France'],[],[],?,,382,,"11,7",,"62,7",,"4,3",,,,,,,,,1598 kj(382 kcal),7,"47,8","0,2","0,08",['Wicklein'],,,,,,,,,,,,,,,,,,,,17.64 oz,,['Fabriqué en Allemagne'],,,,,,,,
1077,Noix de jambon au poivre -  - 160g,3254560349902,,"['Viandes', 'Charcuteries', 'Jambons']",,['France'],"['Jambon de porc ', 'origine : France', 'bouillon ', 'eau', 'os et couenne de porc', 'extrait de légumes et de levures', 'sel', 'dextrose', 'sirop de glucose', 'poivre ', '<0', '1%', 'arômes', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,112,-34%,"2,6",-66%,"0,5",-24%,22,-6%,,,,,,,,469 kj(112 kcal),"0,9","0,5","2,2","0,88",,-33%,-69%,-6%,-24%,-24%,5,-53%,C,-53%,4,2.6 g,en faible quantité,0.9 g,en faible quantité,0.5 g,en faible quantité,2.2 g,en quantité élevée,,160 g,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,['Plastique'],['Auchan'],,,,
1078,Vegan pizza,8014294302865,,,,['France'],[],[],?,,247,,13,,24,,"6,1",,,,,,,,,1033 kj(247 kcal),"1,6","2,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Wildreis - 200g,9100000765099,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz sauvage']",,"['Autriche', 'France']",[],[],?,,?,,?,,?,,?,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,
1080,rafii,6111242881792,,,,['France'],[],[],?,,71,,"0,7",,"14,8",,"1,4",,,,,,,,,297 kj(71 kcal),"0,4","9,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Kurkuma,4099200031224,,,,"['Autriche', 'France']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['döschen'],,,,,
1082,Terrines de campagne,3770008793002,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Burger Gewürzmischung - 55g,4049162022594,,,,"['Autriche', 'France']",[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55 g,,,,,['Dosen'],,,,,
1084,Saucisse pur porc supérieure longe jambon,2468051029650,,,,['France'],[],[],?,,331,,"22,91",,0,,"31,2",,,,,,,,,1385 kj(331 kcal),"11,45",0,"4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Anis de flavigny - Les Anis de Flavigny - 40g,3360102200010,D,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Confiseries de France']",,['France'],"['sucre*', ""arôme naturel d'anis étoilé*"", ""graine d'anis vert* "", '0', '2%', "" *Produit issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,398,-11%,"0,1",-99%,"99,2",+47%,"0,2",-97%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,1665 kj(398 kcal),"0,1","97,1","0,3","0,12",['Les Anis de Flavigny'],-11%,-95%,+72%,+502%,+502%,15,-6%,D,-6%,4,0.1 g,en faible quantité,0.1 g,en faible quantité,97.1 g,en quantité élevée,0.3 g,en quantité modérée,,40 g,,"['Bio', 'Végétarien', 'Végétalien']",,,"['Boîte', 'Carton']",,Bonbons à l'anis,['France'],,
