,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,manufacturing,traceability_code,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,ingredients_origins,packaging,generic_name,markets,palm_ingredients,link,brand_owner
407,Mayonnaise,8718421271641,,,['France'],[],[],?,720,3012 kj(720 kcal),"78,9","10,2","2,6","2,5","1,4","0,6","0,24",D,"['Epicerie', 'Sauces', 'Mayonnaises']",,,,,,78.9 g,en quantité élevée,10.2 g,en quantité élevée,2.5 g,en faible quantité,0.6 g,en quantité modérée,,+17%,+18%,+19%,+65%,-3%,+71%,+14%,-55%,-55%,20,+12%,E,+12%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,
408,Organic Chili Garlic Sauce,8718421271740,,,['France'],[],[],?,534,2234 kj(534 kcal),60,4,30,5,0,6,"2,4",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Organic chili mango sauce,8718421271764,,,['France'],[],[],?,256,1071 kj(256 kcal),"14,7","2,3","28,3",8,"2,2","0,5","0,2",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Luv'yo Honey yogurt ice & caramelized pecans,8718444120803,,,['France'],[],[],?,222,929 kj(222 kcal),"9,5","5,2","29,5","27,3","4,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Sea salted caramel,8718444121015,,,['France'],[],[],?,228,954 kj(228 kcal),"10,8","7,1","27,9","24,4","4,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Arthur tuytel,8718444811060,,['Arthur Tuytel'],['France'],[],[],?,539,2255 kj(539 kcal),"38,9","23,3","30,5",26,"8,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Jumbo Hagelslag Puur,8718449054615,,['Jumbo'],['France'],"['joepie', 'de poepie JUMBo SLBG STR00iEN MARRI hol verkeerde afslag ja', 'dat is een hagelslag kiik eens naar die lekkere hageltjes ik heb de s te pakken lag']",[],?,448,1874 kj(448 kcal),16,9,68,65,"4,9","0,2","0,08",,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Jumbo Balsamico Azijn Uit Modena,8718449080423,,,['France'],[],[],?,127,531 kj(127 kcal),0,0,27,27,"0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Rode grape fruit - Jumbo,8718449091207,,['Jumbo'],['France'],[],[],?,37,155 kj(37 kcal),"0,5","0,1","7,6","7,6","0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Drink yoghurt - Jumbo,8718452084258,,['Jumbo'],['France'],[],[],?,28,117 kj(28 kcal),0,0,4,"3,8",3,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Pop! box - Jumbo,8718452118861,,['Jumbo'],['France'],[],[],?,511,2138 kj(511 kcal),"18,7","8,6","70,7","1,6","9,1","2,6","1,04",A,"['Snacks', 'Snacks salés', 'Popcorn', 'Popcorn salé']",,,,,,18.7 g,en quantité modérée,8.6 g,en quantité élevée,1.6 g,en faible quantité,2.6 g,en quantité élevée,,+14%,+14%,-8%,+58%,+35%,-19%,+7%,+26%,+26%,24,+61%,E,+61%,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,,,['Carton'],Pop-corn salé,,,,
418,Cookie Choco Pasta - Jumbo - 400g,8718452119936,400 g,['Jumbo'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Glas'],,,,,
419,Tomaten met liefde gepeld - Biologisch Van Jumbo,8718452137336,,['Biologisch Van Jumbo'],['France'],"['Tomaten* 60%', 'tomatensap•', 'zuurteregelaar: citroenzuur', ' *Van biologische oorsprong']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,22,92 kj(22 kcal),"0,2",0,"3,4","3,4","1,2","0,1","0,04",,,['Bio'],,,['E330 - Acide citrique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Sugo kruiden - Jumbo,8718452137367,,['Jumbo'],['France'],[],[],?,31,130 kj(31 kcal),"0,3","0,1","5,2",5,"1,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Biologische Naturel Spaghetti - Jumbo,8718452142590,,['Jumbo'],['France'],"['Ingrediënten Harde tarwegriesmeelt', ' n,lan biologische ootsprong']",[],?,354,1481 kj(354 kcal),"1,5","0,1",72,"3,5","11,8","0,1","0,04",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Corn flakes - Jumbo,8718452145959,,['Jumbo'],['France'],"['maïsgrutten', 'suiker', 'gerstemout - extract', 'zout', 'emulgator: E471', 'vitaminen: thiamine ', 'BI', 'riboflavine ', 'B2', 'niacine ', 'B3', 'pantotheenzuur ', 'B5', 'B6', 'biotine ', 'B8', 'foliumzuur ', 'BII', ' en B12', 'mineraal: elementair ijzer', ' E = door EU goedgekgurde hulpstof']","[""Pourrait contenir de l'huile de palme""]",?,372,1556 kj(372 kcal),"0,8","0,2",83,8,"7,2","0,9","0,36",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']",,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,0.8 g,en faible quantité,0.2 g,en faible quantité,8 g,en quantité modérée,0.9 g,en quantité modérée,,-1%,-2%,-27%,-30%,+0%,-25%,0%,-26%,-26%,2,-73%,B,-73%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,
423,Vruchtenhagel - Jumbo,8718452147816,,['Jumbo'],['France'],[],[],?,380,1590 kj(380 kcal),0,0,95,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Jumbo Mosterdsoep,8718452149209,,['Jumbo'],['France'],"['water', 'mosterd 5% ', 'water', 'mosterdzaad', 'azijn', 'zout', 'kurkuma', 'natuurlijk kruidenaroma', 'spekblokjes 3,9% ', 'varkensvlees', 'zout', 'glucosestroop', 'conserveermiddel: E250', 'slagroom ', 'melk', 'gemodificeerd maïszetmeel', 'magere melkpoeder', 'plantaardige oliën ', 'zonnebloem', 'palm', 'ui 1,2%', 'tarwebloem', 'suiker', 'peterselie', 'azijn', 'balsamicoazijn ', 'wijnazijn', 'geconcentreerde druivenmost', 'zout', 'natuurlijk aroma', 'emulgator: E451', 'kippenvleesextract', 'lactose ', 'melk', 'stabilisator: E407', 'melkeiwit', 'zuurteregelaar: citroenzuur', 'bieslook', 'zwarte peper']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,70,293 kj(70 kcal),"4,6",2,"4,6","1,9","2,4","0,8","0,32",,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Moutarde']",,,,,,,
425,Wokmix Mexicaans 600 Gram Diepvries - Jumbo,8718452153886,,['Jumbo'],['France'],"['Ingrediënten:xode kidneybonen 25% ', 'rode kidneybonen', 'paprika 15%', ' sperziebonen rode maïskolfjes 596', ' Geproduceerdin Nederland']",[],?,63,264 kj(63 kcal),"0,5","0,1","9,2","2,9","3,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Wokmix Oosters 600 Gram Diepvries - Jumbo,8718452153893,,['Jumbo'],['France'],"['Ingrediënten: gele wortel kool 15%', 'taugé 10%', 'bamboescheuten 10%/doperwten 10%', ""black fungus paddenstoelen 10%' rode paprika 5%"", 'prei 5%', ' Geproduceerd in Nederland']",[],?,40,167 kj(40 kcal),"0,3","0,1","4,9","2,5","2,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Pasta Roerbakmix - Jumbo,8718452153909,,['Jumbo'],['France'],"['Ingrediënten: ui 20%', 'champignons 20%', 'tomaat 15%', 'rode paprika 15%', 'groene paprika 15%', 'gele paprika 15%']",[],?,25,105 kj(25 kcal),"0,2",0,"2,8","2,7","1,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Pompoen 450 Gram Diepvries - Jumbo,8718452153961,,['Jumbo'],['France'],['Ingrediënten: pompoen'],[],?,26,109 kj(26 kcal),"0,1",0,"4,9","0,9","0,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Crispy Vissticks - Jumbo,8718452168170,,['Jumbo'],['France'],[],[],?,185,774 kj(185 kcal),"9,7","1,1","12,7","0,1","11,6","0,6","0,24",E,"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés']","['Pêche durable', 'Pêche durable MSC']",,,,,9.7 g,en quantité modérée,1.1 g,en faible quantité,0.1 g,en faible quantité,0.6 g,en quantité modérée,,-1%,-0%,+19%,+15%,-19%,-92%,-3%,-29%,-29%,0,-100%,B,-100%,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,['Gluten'],,['Carton'],,,,,
430,Jumbo,8718452169245,,['Jumbo'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Amandel drink - Jumbo,8718452180301,,['Jumbo'],"['France', 'Allemagne']","['Water', 'amandel 2%', 'maltodextrine', 'mineraal: calciumzouten van orthofosforzuur', 'zeezout', 'stabilisatoren: E410 en E418', 'emulgator: zonnebloemlecithine', 'vitaminen: riboflavine ', 'B2', 'B12 en D']",['Sans huile de palme'],?,17,71 kj(17 kcal),"1,1","0,1","1,1","0,1","0,4","0,1","0,04",E,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]",,,,"['E410 - Gomme de caroube', 'E418 - Gomme gellane', 'E101 - Riboflavine']",4,1.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,,-55%,-55%,-48%,-60%,-70%,-96%,-54%,+14%,+14%,0,-100%,B,-100%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,['Fruits à coque'],,,,,,,
432,Fruithzpje - Jumbo,8718452190706,,['Jumbo'],['France'],[],[],?,45,188 kj(45 kcal),"0,1","0,1","10,5","9,2","0,2","0,1","0,04",,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Compote - Jumbo,8718452190713,,['Jumbo'],['France'],"['Babyvoeding - biologisch fruithapje', 'en banaan', 'zonder stukjes', 'Vanaf 6 maanden', ' Ingrediënten: appelpuree* 75%', 'mangopuree* 20%', 'bananenpuree* 5%', ' *Van biologische oorsprong', ' Glutenvrij', ' Waarschuwing: de dop buiten het bereikvan kinderen onder de 3 jaar houden', "" Blijf in de buurt als 'p kindje het fruithapje eet"", ' Qmiddelde voedingswaarde:']",[],?,237,992 kj(237 kcal),"0,1","0,1","12,9","11,8","0,5","0,1","0,04",,,"['Bio', 'en:gluten-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Zoete melkbroodjes - Jumbo,8718452203307,,['Jumbo'],['France'],[],[],?,125,523 kj(125 kcal),"3,9","2,9","18,9","4,6",3,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Mandelmus - Jumbo - 210g,8718452217465,210 g,['Jumbo'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Glas'],,,,,
436,Basilicum pastasaus - Jumbo,8718452252398,,['Jumbo'],['France'],[],[],?,63,264 kj(63 kcal),3,"0,3","7,5",5,1,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Mais wafels - Jumbo,8718452271603,,['Jumbo'],['France'],[],[],?,385,1611 kj(385 kcal),"4,1","0,6","73,5","2,2","10,8","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Yoghurtdrink - Jumbo,8718452273454,,['Jumbo'],['France'],[],[],?,55,230 kj(55 kcal),"0,1","0,1",11,11,20,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Runderchipolata tomaatbasilicum - Jumbo,8718452277773,,['Jumbo'],['France'],"['ngrediënten: rundvìees* 910,6', ' water', 'natuurlijk aroma', 'zout', 'koriander*', 'specerijen ', 'paprikapoeder*', 'awarte peper*', 'gember*', 'tomaat* 0,8% maïszetmeel*', 'knoflock* oregano*', 'basilicum* 0,06%', 'antioxidant: E300', ' schapendarm', ' Van biologische oorsprong']",[],?,235,983 kj(235 kcal),"18,3","8,1","1,5","0,4","15,9","1,1","0,44",,,['Bio'],,,['E300 - Acide ascorbique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Chocolade Melk Wit - Jumbo - 1l,8718452287895,1 l,['Jumbo'],"['France', 'Allemagne', 'Pays-Bas']","['halfvolle MELK 93%', 'suiker', 'witte chocolade 1,9% ', 'suiker', 'cacaoboter', 'volle MELKpoeder', 'aroma', 'verdikkingsmiddel: E407', 'emulgator: E471 ', 'plantaardig']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",321,?,321 kj(77 kcal),"2,3","1,6","10,4","10,3","3,5","0,1","0,04",C,"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Laits aromatisés au chocolat']","['Agriculture durable', 'en:FSC', 'en:UTZ Certified']",,"['NL Z0965 EG', 'FSC-C014047']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,2.3 g,en quantité modérée,1.6 g,en quantité modérée,10.3 g,en quantité élevée,0.1 g,en faible quantité,+2%,,+4%,+35%,+44%,-5%,-1%,+8%,-22%,-22%,1,-92%,B,-92%,68.9%,1.0%,13.8%,9.0%,5.7%,1.6%,49,['Lait'],,['Tetra Pak'],,['Jumbo'],,,
441,Spelt volkoren maaltijd pita's - Jumbo,8718452305278,,['Jumbo'],['France'],[],[],?,254,1063 kj(254 kcal),"2,6","0,4","45,4","0,3","9,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Tzatziki Herb Mix,8718469470587,,,['France'],[],[],?,259,1084 kj(259 kcal),"1,2","0,2","47,8",23,"10,3","15,1","6,04",,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Uggo mojito,8718481540039,,,['France'],[],[],?,47,197 kj(47 kcal),0,0,11,11,0,"0,02","0,008",,,['Produits faisant référence au Mojito'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Glace Noisette,8718531510500,,,['France'],[],[],?,241,1008 kj(241 kcal),"14,7","7,7","23,5","18,7","4,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Sorbet au citron - Glace de la Ferme,8718531510586,,['Glace de la Ferme'],['France'],[],[],?,145,607 kj(145 kcal),0,0,"35,9","27,1",0,0,0,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron']",,,,,,0 g,en faible quantité,0 g,en faible quantité,27.1 g,en quantité élevée,0 g,en faible quantité,,+22%,+21%,-100%,-100%,+26%,+13%,-100%,-100%,-100%,7,+21%,C,+21%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,
446,Sorbet à la framboise - La Ferme d'Aissay,8718531510609,,"[""La Ferme d'Aissay"", 'Glace de la Ferme']",['France'],[],[],?,133,556 kj(133 kcal),"0,2",0,"32,1",26,"0,4",0,0,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la framboise']",,,,,,0.2 g,en faible quantité,0 g,en faible quantité,26 g,en quantité élevée,0 g,en faible quantité,,+14%,+13%,-13%,-100%,+18%,+10%,-29%,-100%,-100%,5,+6%,C,+6%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,,,
447,Creme glacée vanille - Glace de la Ferme,8718531510685,,['Glace de la Ferme'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Sorbet à la fraise mara des Bois -,8718531512283,,,['France'],[],[],?,133,556 kj(133 kcal),"0,2",0,"32,1",26,"0,4",0,0,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la fraise']",,,,,,0.2 g,en faible quantité,0 g,en faible quantité,26 g,en quantité élevée,0 g,en faible quantité,,+14%,+14%,-15%,-100%,+18%,+12%,-5%,-100%,-100%,5,+1%,C,+1%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,,,
449,Sorbet à la banane avec grains de stracciatella - Glace de la Ferme,8718531512733,,['Glace de la Ferme'],['France'],[],[],?,161,674 kj(161 kcal),"1,8",0,"35,8","28,6","0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Les 3 givrees - Glace de la Ferme,8718531516861,,['Glace de la Ferme'],['France'],[],[],?,267,1117 kj(267 kcal),14,"7,9","30,6","26,4","4,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Sorbet au citron - Les 3 Givrées - 325g,8718531517707,325 g,"['Les 3 Givrées', 'Glace de la Ferme']",['France'],[],[],?,123,515 kj(123 kcal),0,0,"30,8","22,1",0,,,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron']",,,,,,0 g,en faible quantité,0 g,en faible quantité,22.1 g,en quantité élevée,,,,+3%,+3%,-100%,-100%,+8%,-8%,-100%,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,
452,Glace de la ferme,8718531519633,,['Glace de la Ferme'],['France'],[],[],?,123,515 kj(123 kcal),0,0,"30,8","22,1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,BTF Dadels,8718531640153,,,['France'],[],[],?,263,1100 kj(263 kcal),"0,3","0,1","51,5","51,5","1,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Thé Hibiscus - N&A Eastern Trading,8718531640795,,['N&A Eastern Trading'],['France'],[],[],?,37,155 kj(37 kcal),?,"0,3",?,6,"0,4","0,003","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Dates Mazafati,8718531641815,,,['France'],[],[],?,263,1100 kj(263 kcal),"0,3","0,1","51,5","51,5","1,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Perles En Sucre Funcakes Bleu / Blanc - Fun Cakes,8718531930490,,['Fun Cakes'],['France'],"['Adicntcs: azûcar', 'jarabe de glucosa', 'cotonno Èfrl', 'agente de recubrimiento: 8904 acidulante: E330', 'cascara de coco', ' ngredienti: zucchero', 'destrosio', 'fanna sciroppo di glucosio', ""colorante: E112 'lucidante: E904"", 'sale', 'aromatizzante --xatore di acidità: E330', 'grassa vegetal ke di cocco', ' IT g/Nutritimal values per 100g/Nâhre€ert pro cau ICO g/Valori rutrizonali per ICO g teyfrge/Energie/EoergiaiValore energetico 1565 368']","['Non végétalien', 'Non végétarien']",?,0,0 kj(0 kcal),"0,1","0,1","91,5","83,9","0,4",0,0,,,,,,"['E330 - Acide citrique', 'E904 - Gomme-laque']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Flocons De Neige Comestibles - 50G - Funcakes - Fun cakes,8718531930841,,['Fun cakes'],['France'],"['sucre', 'farine de riz', ""huile d'arachide hydrogénée"", 'amidon de pommes de terre', 'colorant : E133', 'E171', 'arôme']",[],?,419,1753 kj(419 kcal),"4,8","1,1","93,4","88,2","0,6",0,0,,,,,,"['E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E171 - Oxyde de titane']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Pate a sucre,8718531931367,,,['France'],[],[],?,403,1686 kj(403 kcal),"6,7","4,6","85,2","82,8",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Micro Marshmallows Assortis - Fun Cakes - 50g,8718531931886,50 g,['Fun Cakes'],"['France', 'Suisse']","['sirop de glucose /fructose', 'sucre', 'eau', 'gélatine', 'amidon de maïs', 'colorants: E100', 'E120', 'arôme']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1372,?,1372 kj(328 kcal),"0,02","0,02","75,2","62,8","5,5","0,1","0,04",B,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",,,,"['E428 - Gélatine', 'E100 - Curcumine', 'E120 - Acide carminique']",4,0.02 g,en faible quantité,0.02 g,en faible quantité,62.8 g,en quantité élevée,0.1 g,en faible quantité,-9%,,-7%,-99%,-99%,-2%,-2%,+52%,+76%,+76%,14,-11%,D,-11%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,,,,,,,,
460,Pistoles Chocolat Au Lait - 350G - Funcakes - 350g,8718531933668,350 g,,['France'],[],[],?,563,2356 kj(563 kcal),"36,2","22,9",51,50,7,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Chunks chocolate,8718531933781,,,['France'],[],[],?,509,2130 kj(509 kcal),26,"16,4","58,9","57,9","8,3","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Chunks blanc,8718531933804,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Confettis En Sucre Fleurs,8718531934177,,,['France'],[],[],?,427,1787 kj(427 kcal),"6,4","1,5","91,7","85,2","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Estrellas Azules Y Blancas Funcakes,8718531934573,,,['France'],[],[],?,427,1787 kj(427 kcal),"6,4","1,5","91,7","85,2","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Sucre Perlé - Le Pot De 200 g,8718531934887,,,['France'],[],[],?,398,1665 kj(398 kcal),0,0,"99,9","99,8",0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Gelée Froide - Paillettes - 375G - Funcakes,8718531935587,,,['France'],[],[],?,252,1054 kj(252 kcal),0,0,63,63,0,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Perlitas De Azucar Oro Funcakes,8718531935839,,,['France'],[],[],?,367,1536 kj(367 kcal),"0,2","0,2","91,1","66,3","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Mix Génoise Sans Gluten Funcakes,8718531937260,,,['France'],[],[],?,361,1510 kj(361 kcal),"0,8","0,6",86,36,"2,6","0,45","0,18",,,"['en:gluten-free', 'Halal', ""Fabriqué dans l'UE""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Pâte à Sucre Blue Denim - Funcakes - 250g e,8718531937437,250 g e,['Funcakes'],['France'],"['Sucre', 'matières grasses végétales ', 'noix de palme', 'palm', 'sirop de glucose', 'agent mouillant : E422', 'épaississant E415', 'E466', 'émulsifiant E471', 'arôme', 'conservateur E200', 'acidifiant E330', 'colorant E122', 'E129', 'E133', 'E153']","[""Pourrait contenir de l'huile de palme""]",?,403,1686 kj(403 kcal),"6,7","4,6","85,2","82,8",0,"0,1","0,04",,"['Aides culinaires', 'Aides à la pâtisserie', 'Pâtes à sucre']",,,,"['E422 - Glycérol', 'E415 - Gomme xanthane', 'E466 - Carboxyméthylcellulose', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E122 - Azorubine carmoisine', 'E129 - Rouge allura AC', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E153 - Charbon végétal médicinal']",4,6.7 g,en quantité modérée,4.6 g,en quantité modérée,82.8 g,en quantité élevée,0.1 g,en faible quantité,,+2%,+2%,+27%,+50%,-2%,+0%,-100%,-12%,-12%,19,+12%,E,+12%,,,,,,,,,,"['Sachet', 'Plastique']",Pâte à Sucre Bleu Jeans - Pâte à Sucre Blue Denim,,,,
470,Nonpareils Disco,8718531937628,,,['France'],[],[],?,389,1628 kj(389 kcal),0,0,"95,4","73,7","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Pot éco Mini Perles Multicolores 250GR - 250g,8718531937949,250 g,,['France'],[],[],?,389,1628 kj(389 kcal),0,0,"95,4","73,7","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
