,name,bar_code,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,quantity,packaging,manufacturing,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,link,palm_ingredients,brand_owner
208,Gingembre - NewTree - 80g,5425008345079,['NewTree'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Belgique', 'France']","['Pâte de cacao', 'sucre de canne', ""fibre d'agave "", 'inuline', 'pur beurre de cacao', 'pépites au gingembre ', '6 % contenant 5 % de gingembre', 'extrait de guarana', 'arôme naturel de gingembre', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille']",['E322i - Lécithine'],,[],4,32.5 g,en quantité élevée,20 g,en quantité élevée,32 g,en quantité élevée,0.0381 g,en faible quantité,?,,495,-11%,2070 kj(495 kcal),-11%,"32,5",-18%,20,-13%,"37,5",-3%,32,+1%,5,-35%,"0,038",-18%,"0,015",-18%,18,-15%,D,-15%,D,Tablette de chocolat noir à l'arôme naturel de gingembre,80 g,['Carton'],['Belgique'],,"['Delhaize', 'Carrefour', 'Délitraiteur', 'Cora', 'Match']",85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Commerce équitable', 'Fairtrade International', 'Fabriqué en Belgique']",,http://www.newtree.com/en_us/shop/chocolate-bars/ginger-bar.html,,
209,Quinoa - NewTree - 80g,5425008345093,['NewTree'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Belgique', 'France']","['Pâte de cacao', 'sucre de canne', ""fibres d'agave "", 'inuline', 'pur beurre de cacao', 'graines de lin ', '6 %', 'quinoa ', '5 %', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']",['E322i - Lécithine'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,33.5 g,en quantité élevée,19.5 g,en quantité élevée,26 g,en quantité élevée,0.0127 g,en faible quantité,?,,495,-11%,2070 kj(495 kcal),-11%,"33,5",-15%,"19,5",-16%,"34,5",-11%,26,-18%,"6,5",-15%,"0,013",-73%,"0,005",-73%,16,-25%,D,-25%,D,Chocolat noir bio au Quinoa et aux Graines de lin,80 g,['Carton'],['Belgique'],,"['Cameleon', 'Carrefour', 'Delhaize', 'Délitraiteur', 'Match', 'Cora']",85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Bio', 'Bio européen', 'Commerce équitable', 'BE-BIO-01', 'Fairtrade International', 'Fabriqué en Belgique']",,http://www.newtree.com/en_us/shop/chocolate-bars/quinoa-flax-bar.html,,
210,Thym - NewTree - 80g,5425008345109,['NewTree'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Belgique', 'France']","['Pâte de cacao', 'sucre de canne', ""fibres d'agave "", 'inuline', 'pur beurre de cacao', 'graines de lin ', '6 %', 'quinoa ', '5 %', 'arôme naturel de thym', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']",['E322i - Lécithine'],,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,33 g,en quantité élevée,19.5 g,en quantité élevée,26 g,en quantité élevée,0.0127 g,en faible quantité,?,,495,-11%,2070 kj(495 kcal),-11%,33,-16%,"19,5",-16%,34,-12%,26,-18%,"6,5",-15%,"0,013",-73%,"0,005",-73%,16,-25%,D,-25%,D,"Chocolat noir bio à l'arôme naturel de thym, au quinoa et aux graines de lin",80 g,['Carton'],['Belgique'],,"['Cameleon', 'Carrefour', 'Delhaize', 'Délitraiteur', 'Match', 'Cora']",85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Bio', 'Bio européen', 'Commerce équitable', 'BE-BIO-01', 'Fairtrade International', 'Fabriqué en Belgique']",,http://www.newtree.com/en_us/shop/chocolate-bars/thyme-bar.html,,
211,Piment - NewTree - 80g,5425008345116,['NewTree'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Belgique', 'France']","['Pâte de cacao', 'sucre de canne', ""fibres d'agave "", 'inuline', 'pur beurre de cacao', 'graine de lin ', '6 %', 'quinoa ', '5 %', 'arôme naturel de piment', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']",['E322i - Lécithine'],,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,33 g,en quantité élevée,19.5 g,en quantité élevée,26 g,en quantité élevée,0.0127 g,en faible quantité,?,,495,-11%,2070 kj(495 kcal),-11%,33,-16%,"19,5",-16%,34,-12%,26,-18%,"6,5",-15%,"0,013",-73%,"0,005",-73%,16,-25%,D,-25%,D,"Tablette de chocolat noir à l'arôme naturel de piment, au quinoa et aux graines de Lin",80 g,['Carton'],['Belgique'],,"['Cameleon', 'Carrefour', 'Delhaize', 'Délitraiteur', 'Match', 'Cora']",85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Bio', 'Bio européen', 'Commerce équitable', 'BE-BIO-01', 'Fairtrade International', 'Fabriqué en Belgique']",,http://www.newtree.com/en_us/shop/chocolate-bars/chili-pepper-bar.html,,
212,Amande  - NewTree - 80g,5425008345123,['NewTree'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux amandes']","['Belgique', 'France']","['Pure beurre de cacao', 'sucre de canne', ""fibres d'agave "", 'inuline', 'lait écrémé en poudre', 'amandes grillées caramélisées', 'graines de lin', 'émulsifiants : lécithine de soja sans OGM', 'arôme de vanille']",['E322i - Lécithine'],,['Non végétalien'],4,37.5 g,en quantité élevée,20 g,en quantité élevée,27.5 g,en quantité élevée,0.133 g,en faible quantité,?,,485,-13%,2030 kj(485 kcal),-12%,"37,5",+1%,20,+7%,"32,5",-25%,"27,5",-30%,10,+17%,"0,133",-1%,"0,053",-1%,17,-25%,D,-25%,D,Tablette de chocolat Belge au lait et aux amandes,80 g,['Carton'],,,"['Carrefour', 'Delhayze', 'Cora', 'Match', 'Cameleon']",84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Bio', 'Bio européen', 'Commerce équitable', 'BE-BIO-01', 'Fairtrade International', 'Fabriqué en Belgique', 'Sans OGM']",['Amérique Latine'],http://www.newtree.com/en_us/shop/chocolate-bars/almonds-bar.html,,
213,NewTree Speculoos - 80g,5425008345130,['NewTree'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Chocolats']","['Belgique', 'France']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,Tablette de chocolat noir au spéculoos,80 g,['Carton'],['Belgique'],,"['Cameleon', 'Carrefour', 'Delhaize', 'Délitraiteur', 'Match', 'Cora']",,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'BE-BIO-01', 'Fairtrade International', 'Fabriqué en Belgique']",,http://www.newtree.com/en_us/shop/chocolate-bars/belgian-biscuit-bar.html,,
214,NewTree Superfruit - 80g,5425008345147,['NewTree'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Belgique', 'France']","['Pâte de cacao', 'sucre de canne', ""fibres d'agave "", 'inuline', 'pur beurre de cacao', 'canneberges', 'grenades lyophilisées', 'extrait de marc de raisin', 'arôme de papaye', 'émulsifiant : lécithine de soja sans OGM', 'arôme de vanille', ' Cacao : minimum 66 %']",['E322i - Lécithine'],,[],4,32.5 g,en quantité élevée,20.2 g,en quantité élevée,28.1 g,en quantité élevée,0.0127 g,en faible quantité,2069,-9%,?,,2069 kj(495 kcal),-11%,"32,5",-18%,"20,2",-13%,"37,2",-4%,"28,1",-11%,"5,3",-31%,"0,013",-73%,"0,005",-73%,17,-20%,D,-20%,D,Tablette de chocolat noir belge,80 g,['Carton'],['Belgique'],,"['Cameleon', 'Carrefour', 'Delhaize', 'Délitraiteur', 'Match', 'Cora']",85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Commerce équitable', 'Fairtrade International', 'Fabriqué en Belgique']",,http://www.newtree.com/en_us/shop/chocolate-bars/superfruit-bar.html,,
215,Chips de pommes enrobées de chocolat noir NewTree - 45g,5425008346335,['NewTree'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Chocolats', 'Snacking']","['Belgique', 'France']","['Chocolat ', 'pâte de cacao', 'sucre de canne', ""fibre d'agave "", 'inuline', 'pur beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme de vanille', 'rondelles de pomme séchées ', '40 %', 'pommes', 'antioxydant : acide citrique']","['E322i - Lécithine', 'E330 - Acide citrique']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,22.2 g,en quantité élevée,13.3 g,en quantité élevée,46.7 g,en quantité élevée,0.00564 g,en faible quantité,?,,451,,1890 kj(451 kcal),+102%,"22,2",+106%,"13,3",+212%,"51,1",+101%,"46,7",+1643%,"4,44",-41%,"0,006",-99%,"0,002",-99%,20,+205%,E,+205%,,Chips de pommes enrobées de chocolat noir NewTree,45 g,['Sachet'],['Belgique'],,"['Carrefour', 'Delhaize', 'Cora', 'Match', 'Caméléon']",,,,,,,,"['Bio', 'Commerce équitable', 'Empreinte carbone', 'Fairtrade International', 'en:USDA Organic', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",,,,
216,Kola pétillant - Newtree - 80g,5425008346632,['Newtree'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],"['Pâte de cacao', 'sucre de canne', 'pur beurre de cacao', 'pépites de citron vert ', '10 %', 'sucre pétillant ', 'sucre', 'glucose', 'lactose', 'dioxyde de carbone', 'arôme naturel de cola', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']","['E290 - Dioxyde de carbone', 'E322i - Lécithine']","['Lait', 'Soja']",['Non végétalien'],4,35.1 g,en quantité élevée,21 g,en quantité élevée,37.2 g,en quantité élevée,0.1 g,en faible quantité,2215,-3%,?,,2215 kj(529 kcal),-5%,"35,1",-11%,21,-9%,"37,4",-3%,"37,2",+17%,"6,5",-15%,"0,1",+114%,"0,04",+114%,19,-10%,E,-10%,D,,80g,['Carton'],['Belgique'],,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Commerce équitable', 'Fairtrade International', 'Fabriqué en Belgique']",,,,
217,Chocolat noir 80 % cacao - Newtree,5425008348070,['Newtree'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs aux fèves de cacao', 'Chocolats noirs au café', 'Chocolats au café']",['France'],[],,,[],,44 g,en quantité élevée,26.6 g,en quantité élevée,24 g,en quantité élevée,0.02 g,en faible quantité,?,,572,+3%,2393 kj(572 kcal),+3%,44,+12%,"26,6",+14%,30,-23%,24,-26%,"7,9",+10%,"0,02",-67%,"0,008",-67%,22,+0%,E,+0%,E,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Fabriqué en Belgique'],,,,
218,Bells Sweets Friand Fourré Choco 15X225G 6X1 Pièce - Bells Sweet,5425008801438,['Bells Sweet'],,['France'],['Vetten / Lipides / Fett Waarvan verzadigd / dont saturés Koolhydraten / Glucides Waarvan suikers / dont sucres Voedingsvezels / fibres alimentaires Eiwitten / Protéines / Sel'],,,[],,,,,,,,,,?,,432,,1807 kj(432 kcal),,"18,3",,"10,7",,"60,7",,"41,1",,"5,3",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
219,Allargem Bio - 50 ML - Herbalgem,5425009092583,,,['France'],[],,,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,
220,Cholestegem 50ML Complexe Cholesterol - HerbalGem,5425009093450,['HerbalGem'],,['France'],"['Glycérine végétale', 'alcool* ', '35% vol', 'eau', ' extraits de jeunes pousses de romarin* ', 'Rosmarinus officinalis L', ' et de bourgeons de bouleau* ', 'Betula alba', ' huile essentielle de romarin* ', 'Rosmainus officinalis L', ' extraits de bourgeons de tilleul* ', 'Tilia tomentosa M', "" et de jeunes pousses d'olivier* "", 'Olea europea L', ' huile essentielle de menthe poivrée* ', 'Mentha x piperita L', "" extrait de bourgeons d'amandier* "", 'Prunus dulcis ', 'Mill']",['E422 - Glycérol'],,[],4,,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,['Bio'],,,,
221,Vue,5425009093467,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Domes glacés vanille - 130ml,5425010007569,,,['France'],[],,,[],,,,,,,,,,?,,307,,1284 kj(307 kcal),,"16,2",,"6,6",,"34,8",,"32,2",,"5,1",,"0,08",,"0,032",,,,,,,,130 ml,,,,,,,,,,,,,,,,
223,Riz sauté royal - Blur Elephant,5425010202285,['Blur Elephant'],,['France'],[],,,[],,,,,,,,,,?,,651,,2724 kj(651 kcal),,"6,5",,"0,6",,18,,"1,2",,"6,2",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
224,Rouleaux de printemps au poulet et sauce - Blur Elephant,5425010202421,['Blur Elephant'],,['France'],[],,,[],,,,,,,,,,?,,757,,3167 kj(757 kcal),,"1,5",,"0,7",,41,,"8,5",,"3,1",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
225,"Poulet curry vert Thaï riz rouge & jasmin - Blur Elephant - 0,38kg",5425010202605,['Blur Elephant'],,['France'],[],,,[],,,,,,,,,,?,,492,,2059 kj(492 kcal),,3,,2,,"14,6",,"1,3",,7,,"0,1",,"0,04",,,,,,,,"0,38 kg",,,,,,,,,,,,,,,,
226,Boeuf curry pavent et riz lemongrass - Blur Elephant,5425010202612,['Blur Elephant'],,['France'],[],,,[],,,,,,,,,,?,,961,,4021 kj(961 kcal),,12,,"5,4",,"21,1",,"2,6",,"7,2",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,
227,Boeuf sauté au poivre noir,5425010202896,,,['France'],[],,,[],,,,,,,,,,?,,111,,464 kj(111 kcal),,"5,4",,"1,4",,3,,"1,3",,"12,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
228,"Nouilles singapour - 0,3kg",5425010204418,,,['France'],[],,,[],,,,,,,,,,?,,157,,657 kj(157 kcal),,"7,3",,"0,9",,"19,8",,"7,5",,3,,"0,08",,"0,032",,,,,,,,"0,3 kg",,,,,,,,,,,,,,,,
229,Poulet madras & lentilles - Blue Elephant,5425010204630,['Blue Elephant'],,['France'],"[' Lentilles Chana Dal sautées 45,8 % ', 'eau', 'Chana Dal 37,5%', 'échalotes', 'tomates concassées', 'huile de colza non-hydrogénée', 'tomates entières', 'ail', 'feuilles de coriandre', 'sel', 'gingembre', 'cumin', 'curcuma', 'feuilles de curry', 'sauce Madras 32 % [Lait de coco', 'oignons blancs', 'eau', 'tomates', 'huile de colza non hydrogénée', 'curry madras ', 'coriandre', 'curcuma légumineuse', 'cumin', 'poivre noir', 'pili-pili', 'ail', 'fenugrec', 'fenouil', 'clou de girofle', 'cardamome', 'sel', 'roux blanc ', 'farine de blé', 'huile de colza', 'fond blanc de volaille ', 'Maltodextrine', 'fécule', 'sel', 'graisse et viande de poulet', 'lactose', 'oignon', 'acidifiant ', 'acide citrique', 'curcuma', ' ', 'ail', 'gingembre', 'sel', 'curcuma', 'poudre de chili', ' feuilles de curry', 'cumin', 'coriandre cardamome', 'cannelle]', 'poulet 21,5%/ gélifiant ', 'Agar-Agar E406', ' Peut contenir des traces de poisson', 'crusta- mollusques', 'oeufs', 'céleri,']","['E330 - Acide citrique', 'E406 - Agar-agar']","['Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,157,,657 kj(157 kcal),,"7,2",,"1,9",,12,,"1,1",,10,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
230,Riz Sauté au Curry Jaune - Blue elephant,5425010204661,['Blue elephant'],,['France'],[],,,[],,,,,,,,,,?,,181,,757 kj(181 kcal),,"6,3",,"0,8",,"23,4",,"3,3",,"7,1",,"0,62",,"0,248",,,,,,,,,,,,,,,,,,,,,,,,
231,Nouilles Chinoises - Monoprix,5425010204777,['Monoprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Nouilles chinoises']",['France'],[],,,[],,5.2 g,en quantité modérée,0.6 g,en faible quantité,2.3 g,en faible quantité,0.31 g,en quantité modérée,?,,130,-48%,544 kj(130 kcal),-49%,"5,2",+1%,"0,6",-70%,"14,5",-65%,"2,3",+10%,7,-2%,"0,31",-75%,"0,124",-75%,-2,-175%,A,-175%,,,,,,,['Monoprix'],,,,,,,,,,,,
232,"Poulet madras riz jasmin rouge - 0,35kg",5425010204784,,,['France'],[],,,[],,,,,,,,,,?,,137,,573 kj(137 kcal),,"5,6",,"1,9",,"14,3",,"0,6",,"7,5",,"0,6",,"0,24",,,,,,,,"0,35 kg",,,,,,,,,,,,,,,,
233,Poulet korma & riz jasmin et rouge - Blue Elephant,5425010204791,['Blue Elephant'],,['France'],[],,,[],,,,,,,,,,?,,135,,565 kj(135 kcal),,"5,7",,"1,5",,14,,"1,1",,"7,6",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,
234,Ketchup de carotte - Natura - 230g,5425010320354,['Natura'],,['France'],"['Carottes ', '29%', ""jus d'orange"", 'sucre', 'oignon', 'vinaigre', 'sel', 'épices']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,101,,423 kj(101 kcal),,"0,4",,"0,13",,"22,4",,"20,8",,"1,9",,"1,1",,"0,44",,,,,,,,230 g,,,,,,,,,,,,['Sans conservateurs'],,,,
235,Mayonnaise - Natura,5425010322600,['Natura'],"['Epicerie', 'Sauces', 'Mayonnaises']",['France'],"['Huile de tournesol', 'jaunes d’œufs 9%', 'moutarde ', 'vinaigre', 'eau', 'graine de moutarde ', '25%', 'sel', 'épices', 'vinaigre', 'sel', 'sucre']",,"['Œufs', 'Moutarde']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,82.5 g,en quantité élevée,16.8 g,en quantité élevée,0.14 g,en faible quantité,0.508 g,en quantité modérée,?,,753,+23%,3151 kj(753 kcal),+23%,"82,5",+25%,"16,8",+172%,"0,6",-78%,"0,14",-90%,2,+63%,"0,508",-62%,"0,203",-62%,21,+17%,E,+17%,D,,,,,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,
236,Mayonnaise à la Truffe - Natura - 160g,5425010322723,['Natura'],"['Epicerie', 'Sauces', 'Mayonnaises']",['France'],"['Huile de tournesol', ""jaunes d'œufs"", 'moutarde ', 'vinaigre', 'eau', 'graines de moutarde ', '25 %', 'sel', 'épices', 'vinaigre', 'sel', ""truffe d'été déshydratée "", '1 %', 'sucre', 'arôme de truffe']",,"['Œufs', 'Moutarde']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,82.5 g,en quantité élevée,16.8 g,en quantité élevée,0.14 g,en faible quantité,0.508 g,en quantité modérée,?,,753,+23%,3151 kj(753 kcal),+23%,"82,5",+25%,"16,8",+172%,"0,6",-78%,"0,14",-90%,2,+63%,"0,508",-62%,"0,203",-62%,21,+17%,E,+17%,D,,160 g,"['Bocal', 'Verre', 'métal']",['Belgique'],,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['Fabriqué en Belgique'],,,,
237,5425010350023,5425010350023,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Simcoe lager - Brasserie Sainte Hélène - 33cl,5425010780295,['Brasserie Sainte Hélène'],"['Boissons', 'Boissons alcoolisées', 'Bières']",['France'],"['water', 'barley', 'malt', 'hop', 'yeast']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,"Bière refermentée en bouteille, non filtrée et non pasteurisé",33 cl,"['Recycle', 'Glass bottle']","['Brasserie Sainte Hélène sprl', '17a rue d’Arlon', '6820', 'Florenville', 'België']",,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Déconseillé aux femmes enceintes'],,,,
239,Jus D'orange (1 L),5425011460387,,,['France'],[],,,[],,,,,,,,,,?,,46,,192 kj(46 kcal),,"0,2",,0,,10,,9,,"0,7",,0,,0,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,
240,Jus pommes bananes,5425011460639,,,['France'],[],,,[],,,,,,,,,,?,,46,,192 kj(46 kcal),,"0,2",,0,,10,,9,,"0,7",,0,,0,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'NL-BIO-01']",,,,
241,Éclats de sucre pétillants,5425012381865,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"Lardon fumé allumette -  - 0,500kg",5425012584839,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés']",['France'],"['Viande de porc ', 'origine UE', 'sel', 'dextrose', 'sirop de glucose', 'conservateurs: E250', 'E252', 'antioxydant: E301', 'arômes naturels', 'épices']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,20 g,en quantité modérée,8 g,en quantité élevée,0.4 g,en faible quantité,2.97 g,en quantité élevée,?,,250,-6%,1046 kj(250 kcal),-5%,20,-8%,8,-3%,"0,4",-51%,"0,4",-38%,17,+4%,"2,97",+12%,"1,188",+12%,20,0%,E,0%,D,,"0,500 kg",,,,,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,,,,
243,Julienne de lardons fumés,5425012584891,,,['France'],[],,,[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,20,,8,,"0,4",,"0,4",,17,,"2,97",,"1,188",,,,,,,,,,,,,,,,,,,,,,,,
244,Form'a Dium - 60 Gélules - Form'axe (bioaxo),5425012710559,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Speculoos moulin - Maison DANDOY,5425013620536,['Maison DANDOY'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Spéculoos']",['France'],"['Farine de Blé', 'Sucre', 'Beurre', 'levure E450-E500', 'épices']",['E500 - Carbonates de sodium'],"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien']",3,16.6 g,en quantité modérée,11.1 g,en quantité élevée,36.8 g,en quantité élevée,0.1 g,en faible quantité,?,,467,-2%,1954 kj(467 kcal),-2%,"16,6",-12%,"11,1",+24%,73,+5%,"36,8",+10%,"6,1",+8%,"0,1",-86%,"0,04",-86%,23,+2%,E,+2%,D,,,,,,,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,['en:palm-oil-free'],,,,
246,Pain à la grecque - Dandoy,5425013620574,['Dandoy'],,['France'],[],,,[],,,,,,,,,,?,,409,,1711 kj(409 kcal),,?,,7,,?,,"44,6",,"7,3",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,
247,Pain d'epices pommes fruits - Maison dandoy,5425013625296,['Maison dandoy'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",['France'],[],,,[],,0.6 g,en faible quantité,0.6 g,en faible quantité,69.3 g,en quantité élevée,,,?,,298,-12%,1247 kj(298 kcal),-12%,"0,6",-83%,"0,6",-52%,"69,3",-2%,"69,3",+71%,"2,5",-42%,,,,,,,,,B,,,,,,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,
248,Pate A Tartiner Speculoos - Maison Dandoy,5425013625487,['Maison Dandoy'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au spéculoos']",['France'],[],,,[],,34.1 g,en quantité élevée,30.7 g,en quantité élevée,30.9 g,en quantité élevée,0.4 g,en quantité modérée,?,,551,-2%,2305 kj(551 kcal),-2%,"34,1",-5%,"30,7",+263%,"55,4",+2%,"30,9",-10%,"2,9",-15%,"0,4",-4%,"0,16",-4%,23,+0%,E,+0%,,,,,,,,,,,,,,,['Fabriqué en France'],,,,
249,Spectaculoos Speculoos - Maison Dandoy,5425013628006,['Maison Dandoy'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Spéculoos']",['France'],"['Farine de blé ', 'Gluten', 'beurre', 'cassonade', 'bicarbonate de sodium', 'épices']",['E500ii - Carbonate acide de sodium'],"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,16.6 g,en quantité modérée,11.1 g,en quantité élevée,36.8 g,en quantité élevée,0.1 g,en faible quantité,?,,467,-2%,1954 kj(467 kcal),-2%,"16,6",-12%,"11,1",+24%,73,+5%,"36,8",+10%,"6,1",+8%,"0,1",-86%,"0,04",-86%,23,+2%,E,+2%,D,,,"['Carton', 'boîte', 'Plastique']",,,,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,,,,,
