,name,bar_code,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,quantity,packaging,manufacturing,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,link,palm_ingredients,brand_owner
1038,Fio da beira,5600669649401,['Fio Da Beira'],['Matières grasses'],['France'],"['Azeite de categotia SUPenOt obtido diretamente de azcitonas unicamente pot processos mechnicos', ' Superiot categor,t acd dtectly from olives and so!cyy means', ' Mantet em local c de tante do calot ao abrigo da tua Keep dry and av,vay trom I Pot 100ml aprx', ': I contan I Energy', "" 3421kJ 1 82 Lipidos dos quais I Fat of that: 91 *29'"", 'Acidos gordos saturados I Faty adds satutated: 13,1g', ' Hidratos de Carbono I Carbohydratcs: Og', ' Proteinas I Proteins: Og', ' Sal I Salt: Og', ' Produzido', 'embalado e pore pa&aged and marketed by: da Beira', 'Lda', ' E', 'N', ' 112 Km 76 6000-004 Almaceda Castelo Email: geral@fiodabotea', 'n•']",,,[],,91.2 g,en quantité élevée,13.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,821,+2%,3435 kj(821 kcal),+3%,"91,2",+3%,"13,1",-43%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,11,-3%,D,-3%,,,,,,,,,,,,,,,,,,,
1039,Huile d'olive,5600719106021,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],,,[],,91.2 g,en quantité élevée,13.1 g,en quantité élevée,0 g,en faible quantité,,,?,,821,-4%,3435 kj(821 kcal),-4%,"91,2",-4%,"13,1",-6%,0,,0,,0,,,,,,,,,,D,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,
1040,Formule 1,5600720420215,,,['France'],[],,,[],,,,,,,,,,?,,375,,1569 kj(375 kcal),,"8,8",,"1,9",,35,,33,,35,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
1041,Mel de trevo,5600720420895,,,['France'],[],,,[],,,,,,,,,,?,,344,,1439 kj(344 kcal),,0,,0,,86,,69,,"1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Soy sausages,5600752728334,,,['France'],[],,,[],,,,,,,,,,?,,233,,975 kj(233 kcal),,19,,"2,1",,"1,8",,1,,14,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,
1043,Burger aux graines - Veg In,5600752728532,['Veg In'],,['France'],"['Eau', 'protéines et fibres végétales ', 'gluten de blé', 'farine de soja', 'protéine de soja isolée', 'farine de blé', 'son de riz', 'huile de tournesol', 'graines ', 'tournesol', 'citrouille', 'sésame', 'lin', ' ', '3%', 'sauce de soja ', 'eau', 'haricot de soja', 'sel', 'alcool', 'sel', 'levure', 'sucre et émulsifiants: méthylcellulose', ' \rPeut contenir des vestiges de sulfites', 'arachides', 'fruits décortiqués']",['E461 - Méthylcellulose'],"['Gluten', 'Graines de sésame', 'Soja']","['Végétalien', 'Végétarien']",4,,,,,,,,,?,,181,,757 kj(181 kcal),,"9,2",,"1,1",,"2,7",,"1,7",,21,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Kascher', 'Végétalien', 'en:Orthodox Union Kosher', 'Entrepreneurs + Engagés']",,,,
1044,Milklac,5600766020004,,,['France'],[],,,[],,,,,,,,,,?,,64,,268 kj(64 kcal),,"3,4",,0,,"5,8",,"5,8",,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Soja Choco - Shoyce,5600798960156,['Shoyce'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de légumineuses', 'Boissons végétales de soja', 'Boissons végétales de soja au chocolat']",['France'],[],,,[],,2.1 g,en quantité modérée,0.4 g,en faible quantité,8.6 g,en quantité élevée,0.27 g,en quantité modérée,?,,75,+4%,314 kj(75 kcal),+4%,"2,1",-5%,"0,4",-18%,"10,3",+11%,"8,6",+2%,"3,4",-3%,"0,27",+148%,"0,108",+148%,0,,B,,B,,,,,,,25.4%,0.6%,27.0%,26.7%,15.9%,4.4%,82,['en:gluten-free'],,,,
1046,Shoyce estilo grego végétal,5600798963164,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,94,,393 kj(94 kcal),,"2,3",,"0,3",,14,,11,,4,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,
1047,Saucisson au chocolat,5600808245013,,,['France'],[],,,[],,,,,,,,,,?,,448,,1874 kj(448 kcal),,"18,9",,"9,7",,"60,8",,"41,5",,"8,24",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,
1048,Mistura ginásio - Almendres,5600814030047,['Almendres'],,['France'],"['Ingredientes: ', '1', ' amendoim torraoo ', '39%', '2', ' anendoim com chocolate ', '25%', ' [chocolate preto ', '50%', ' ', 'i4jcar', 'cacau', 'manteiga cacau', 'emulsionante ', 'lecitina de soja', 'aroma baunilhal amendoim ', '38%', 'açùcar', 'agente revestimento ', 'E-904', ' de palrna: cacau: 52% minimo em chocolatel', '3', ' caju cru ', '20v', ' e ', '4', ' arnêndm miolo sem pele ', '16%', ' Conservar em local fresco e seco', ' Consumir de pref', 'antes do fim de/Lote: ', 'ver embalagem', ' ATENÇÀO ALERGÉNIOS: frifos de rija', 'amendoim', ' Pode conter vestfgios de lactose', 'glüten', 'soja e sementes de sésamo-']",['E904 - Gomme-laque'],['Gluten'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,613,,2565 kj(613 kcal),,47,,7,,21,,9,,21,,0,,0,,,,,,,,,,,,,,,,,,,,['Entrepreneurs + Engagés'],,,,
1049,Dinkel geschiffenl - 750g,5600820910319,['Dinkel'],,['France'],"['Bio Dinkel geschliffen aus kontrolliert biologischenl Anbau rundrezept: Dinkelkôrner mit der doppelten Menge Wasser aufkochen und 15-20 linuten kôcheln lassen', ' Servieren Sie den Dinkel als herzhafte Beilage Wie gewohnt u Ihren Speisen', ' VFO: Die hier eingesetzten Dinkelkôrner wurden schonend poliert und angeschliffen nd erhalten somit die Koch - und Serviereigenschaft von Reis', ' [ann Spuren von Schalenfrüchten', 'Sesam und Soja enthalten', ' Durchschnittliche Nihrwerte ', 'un ekocht 0/6 ', '60 g ', ' * Je 100g 1 Portion ', '60 g']",,,[],,,,,,,,,,?,,352,,1473 kj(352 kcal),,"2,6",,"0,2",,64,,"0,5",,14,,"0,01",,"0,004",,,,,,,,750 g,,,,,,,,,,,,"['Bio', 'Bio européen', 'AT-BIO-301', 'AT-BIO-402']",,,,
1050,Patê de salmão - Conservas Cego Do Maio,5600820910517,['Conservas Cego Do Maio'],,['France'],"['Smoked Salmon', '28%', 'Water', 'Potato Flakes', 'Vegetable Oil', 'Margarine', 'Tomato,Sal']",,,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",,,,,,,,,,?,,187,,782 kj(187 kcal),,"13,5",,"8,7",,0,,0,,"7,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1051,Paté de sardine - Conservas Cego Do Maio,5600820910647,['Conservas Cego Do Maio'],,['France'],"['IngrodionW', ' Sardine', 'Olivc 00', 'Tomato', 'Seasoninà ', 'Vtnager and CayennePepper', 'Salt Valons médios nutricionais por 100 Energy:861W205kcaj ', ' Lipids:15g -Saturated:3i3g -Sugar0g Protoins:23g sarco,6g']",,['Poisson'],"['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,205,,858 kj(205 kcal),,15,,"3,3",,0,,0,,23,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,
1052,6 X Chicken Curry Soup 25 G - Prozis,5600826202128,['Prozis'],,['France'],"['Milk Lccithin ', 'Ernu13ifier', 'Soya Prot""irr', 'lovouriot', ""'"", 'Contain: Gluten', 'Onion', 'Salt', 'Spie-""\'', 'Curry ', '1', '3%', 'Contain: Mustard', 'Maltod""/trin', 'than Gum ', 'Thickener', 'Magrjeoiurn Carbonato ', 'Anti-caking Agent', 'Vitamines ', 'Ascorbic Acid', 'Nicotinamide', 'Dl:alpha-Tocopheryl Acetato', 'Calcium D-Pantothenate', 'Pyridoxine Hydro- chloride', 'Riboflavin', 'Thiamin Hydrochloride', 'Retinyl Acetate', 'Folic Acid', 'D-Biotin', 'Cyanoco- balamin', 'Fructose', ' ALLERGEN INFORMATION This product contains gluten ', 'wheat', 'barley', 'soya', 'milk and mustard', ' DIRECTIONS Add 200 mL of water to 25 g of powder and Stir until completely mixed', ' Heat in the microwave for 1 min', ' Store in the original package in a dry place', 'avoiding excessive heat', 'moisture and direct sunlight']",,"['Gluten', 'Soja']",[],4,,,,,,,,,?,,365,,1527 kj(365 kcal),,"5,6",,"1,6",,10,,"6,5",,68,,"6,6",,"2,64",,,,,,,,,,,,,,,,,,,,,,,,
1053,Pow - Real deelite,5600826202227,['Real deelite'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Xtracore - Xcore,5600826202531,['Xcore'],,['France'],[],,,[],,,,,,,,,,?,,410,,1715 kj(410 kcal),,16,,"6,4",,39,,19,,30,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,
1055,Melatonin,5600826204030,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,100% whey protein - Xcore,5600826205518,['Xcore'],,['France'],[],,,[],,,,,,,,,,?,,407,,1703 kj(407 kcal),,6,,"3,4",,14,,"6,9",,74,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,
1057,Xtreme Whey Protein (2000G),5600826205549,,,['France'],[],,,[],,,,,,,,,,?,,401,,1678 kj(401 kcal),,"7,3",,4,,13,,"3,7",,71,,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,,
1058,Real whey - Prozis Sport,5600826206027,['Prozis Sport'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",['France'],"['Concentré de Protéine de LACTOSÉRUM ', 'contient un Émulsifiant ', 'Lécithine de SOJA', ' ', '940', 'Cacao', 'Arômes', 'Épaississants ', 'Gomme de Guar Gomme de Xanthane', 'Édulcorants ', 'Acésulfame K', 'Sucralose']","['E322i - Lécithine', 'E412 - Gomme de guar', 'E950 - Acésulfame K', 'E955 - Sucralose']","['Lait', 'Soja']",['Non végétalien'],4,7.6 g,en quantité modérée,1.4 g,en faible quantité,3 g,en faible quantité,0.28 g,en faible quantité,?,,400,+8%,1674 kj(400 kcal),+8%,"7,6",+75%,"1,4",-20%,"6,7",-5%,3,-3%,76,+7%,"0,28",-63%,"0,112",-63%,1,-77%,B,-77%,,Préparation en poudre pour boisson hydratante adaptée à l'activité sportive,,,,,,,,,,,,,,,,,
1059,Real Whey banana flavour - Prozis,5600826206126,['Prozis'],"['Boissons', 'Boissons édulcorées']",['France'],"['Concentré e Protéine de LACTO- SÉRUM ', 'contient un Émulsifiant ', 'Lécithine de', ' SOJA', ' ', '97%', 'Arômes', 'Épaississants ', 'Gomme de Guar', 'Gomme de Xanthane', 'Édulcorants ', 'Acésulfame K', ""des traces d'œuf et de gluten""]","['E322i - Lécithine', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E950 - Acésulfame K']",['Soja'],[],4,7.3 g,en quantité modérée,1.8 g,en quantité modérée,3.6 g,en quantité modérée,0.38 g,en quantité modérée,?,,408,+2620%,1707 kj(408 kcal),+2793%,"7,3",+8912%,"1,8",+6877%,"6,5",+142%,"3,6",+54%,79,+62105%,"0,38",+989%,"0,152",+989%,15,+248%,E,+248%,,,,,,,,,,,,,,,,,,,
1060,100% whey Prime - Prozis,5600826206416,['Prozis'],,['France'],"['WHEY octem Concentrate ', 'Contains Enàulsifier ', ' SOYA Lecithine', ' Ammo Matrix ', 'Croatine Monohydrate', ' Glycine', ' Taunne', 'BCAAs 2:1:1 ', 'LLeucine', 'L Asoleucine', 'L-Valane', 'L,Glutamine', ""DigeZyme' Multi-En- zyme Complex "", 'Alpha-Amylase', 'Neutral protease', 'Cellulase', 'Lactase', 'Lipase', 'Flavouringe Creamer ', ' MILK', 'Thickener uar Gum', 'Xanthan Gum', 'Sweeteners ', 'Acesulfame K', 'Su- cralose', 'Acid ', 'Citric Acid', 'Colour ', 'Beetroot Red', ' ay contain traces of egg and gluten']","['E640i - Glycine', 'E1100 - Amylases', 'E1104 - Lipases', 'E415 - Gomme xanthane', 'E950 - Acésulfame K', 'E330 - Acide citrique', 'E162 - Rouge de betterave']","['Lait', 'Soja']",[],4,,,,,,,,,?,,407,,1703 kj(407 kcal),,6,,"3,6",,"4,9",,4,,83,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
1061,Whey - Bodyraise,5600826206973,['Bodyraise'],"['Produits laitiers', 'Laits']",['France'],"['Essential Amino Acids ', 'per 100 g of Protein', ' Isoleucine Leucine Lysine Valine Phenylalanine Threonine Methionine Tryptophan Non Essential Amino Acids ', 'per 100g of Protein', ' Glutamic Acid Aspartic Acid Proline Arginine Serine Alanine Glycine Tyrosine Histidine Cysteine fieference Intake nf']",,,[],,6.2 g,en quantité modérée,3.5 g,en quantité modérée,3.5 g,en faible quantité,0.29 g,en faible quantité,?,,404,+512%,1690 kj(404 kcal),+517%,"6,2",+201%,"3,5",+194%,"4,9",-19%,"3,5",-36%,82,+2210%,"0,29",+134%,"0,116",+134%,4,+596%,C,+596%,D,,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,
1062,Real whey,5600826207246,,,['France'],[],,,[],,,,,,,,,,?,,100,,418 kj(100 kcal),,"1,9",,"0,4",,"1,7",,"0,8",,19,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
1063,Real Whey cookies and cream,5600826207284,,,['France'],[],,,[],,,,,,,,,,?,,398,,1665 kj(398 kcal),,"7,2",,"1,4",,"5,4",,"3,8",,78,,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,,
1064,Coco rapé - Prozis,5600826207635,['Prozis'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco râpée']",['France'],"['Dried Coconut Chips ', 'Cocos nuclfera']",,,[],1,66 g,en quantité élevée,57 g,en quantité élevée,7 g,en quantité modérée,0.0001 g,en faible quantité,?,,754,+13%,3155 kj(754 kcal),+13%,66,+2%,57,-0%,23,+115%,7,+4%,9,+22%,0,-100%,0,-100%,5,-32%,C,-32%,,,,,,,,,,,,,,,,,,,
1065,Coconut oil - Myvegies,5600826207727,['Myvegies'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",['France'],"['Huile de Bio ', '100%', ' ce produit ne doit pas remplacer une variée et éqnilibrée et un mode de vie sain', "" Stocker dans un endroit sec ambiante et à l'abri des rayons du soleil"", "" Une té peut mais elle n'affecte pas la qualité du produit' LO solidifie et devient opaque à une température inférieure à 2 eférence avant: Voir emballage""]",,,"[""Pourrait contenir de l'huile de palme""]",,100 g,en quantité élevée,94 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+3%,94,+11%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,20,+3%,E,+3%,,,,,,,,,,,,,,,['Bio'],,,,
1066,100% Whey Hydro ISOLATE,5600826209011,,,['France'],[],,,[],,,,,,,,,,?,,124,,519 kj(124 kcal),,"0,8",,"0,5",,"1,4",,"0,4",,28,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,
1067,Extreme whey 100% whey protein,5600826209127,,,['France'],[],,,[],,,,,,,,,,?,,401,,1678 kj(401 kcal),,"7,3",,4,,13,,"3,7",,71,,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,,
1068,Big Shot - Prozis,5600854623438,['Prozis'],,['France'],[],,,[],,,,,,,,,,?,,44,,184 kj(44 kcal),,0,,0,,0,,0,,11,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,
1069,Lean Bread - Prozis,5600854623582,['Prozis'],,['France'],[],,,[],,,,,,,,,,?,,255,,1067 kj(255 kcal),,9,,"1,8",,17,,"1,4",,17,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
1070,Learn bread muesli - Prozis,5600854624121,['Prozis'],,['France'],[],,,[],,,,,,,,,,?,,239,,1000 kj(239 kcal),,"8,3",,3,,25,,"8,2",,16,,"0,88",,"0,352",,,,,,,,,,,,,,,,,,,,,,,,
1071,Organic spiruline - Prozis,5600854625173,['Prozis'],"['Compléments alimentaires', 'Spiruline']",['France'],[],,,"['Végétalien', 'Végétarien']",,7.7 g,en quantité modérée,2.7 g,en quantité modérée,3.1 g,en faible quantité,2.6 g,en quantité élevée,?,,401,+60%,1678 kj(401 kcal),+58%,"7,7",+110%,"2,7",+111%,24,+133%,"3,1",+345%,57,+15%,"2,6",+126%,"1,04",+126%,17,+248%,D,+248%,E,,,,,,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,"['Végétarien', 'Végétalien']",,,,
1072,Whey protéine chocolate chip,5600854627429,,,['France'],[],,,[],,,,,,,,,,?,,395,,1653 kj(395 kcal),,"6,1",,"3,4",,11,,11,,64,,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,
1073,Olives noires - Vitoria,5600856790039,['Vitoria'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires']",['France'],"['Olives noires entières', 'eau', 'sel et stabilisant E-57', ' Traces éventuelles de lupin', 'noix et poisson,']",,,[],1,6 g,en quantité modérée,1 g,en faible quantité,0.3 g,en faible quantité,2.6 g,en quantité élevée,?,,86,-67%,360 kj(86 kcal),-67%,6,-76%,1,-70%,1,-69%,"0,3",-26%,"1,7",+17%,"2,6",-38%,"1,04",-38%,6,-53%,C,-53%,B,,,,,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,
1074,Azeitona Verde Inteira,5600856790046,,,['France'],[],,,[],,,,,,,,,,?,,184,,770 kj(184 kcal),,18,,"3,1",,2,,"1,8",,"1,6",,"5,2",,"2,08",,,,,,,,,,,,,,,,,,,,,,,,
1075,Azeitona Verde,5600856790060,,,['France'],[],,,[],,,,,,,,,,?,,99,,414 kj(99 kcal),,8,,"1,5",,"2,8",,"2,8",,"1,3",,5,,2,,,,,,,,,,,,,,,,,,,,,,,,
1076,Pickles en vinaigre,5600856790220,,,['France'],[],,,[],,,,,,,,,,?,,43,,180 kj(43 kcal),,"0,4",,"0,1",,1,,"0,1",,"0,6",,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,
1077,Butter rings - Sondey,5600856790237,['Sondey'],,['France'],[],,,[],,,,,,,,,,?,,551,,2305 kj(551 kcal),,31,,21,,62,,24,,"4,9",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,
1078,Amores,5600886420166,,,['France'],[],,,[],,,,,,,,,,?,,372,,1556 kj(372 kcal),,"9,9",,"4,4",,"63,7",,"22,8",,7,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,
1079,Graine de tournesol,5600888675236,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",['France'],[],,,[],,46 g,en quantité élevée,5.2 g,en quantité élevée,2.7 g,en faible quantité,3.4 g,en quantité élevée,?,,571,0%,2389 kj(571 kcal),-0%,46,+1%,"5,2",+5%,"16,7",+26%,"2,7",+12%,"18,2",-17%,"3,4",+88%,"1,36",+88%,22,+65%,E,+65%,C,,,,,,,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,
1080,Sopa de rabo de boi - Maggi - 78g,5601001001604,['Maggi'],"['Plats préparés', 'Soupes', 'pt:Potages']","['France', 'Portugal']","['Farine de blé', 'amidon de pommes de terre', 'exhausteurs de goût ', 'E621', 'E631', 'E627', 'sel iodé', 'estrait de levure', 'graisse de boeuf', 'légumes déshydratés ', 'tomate', 'oignon', 'ail', 'arômes', 'sucres', 'viande de boeuf déshydratée ', '1,95%', 'lard fumé', 'épaississant ', 'gomme xantane', 'colorant ', 'E150d', 'épices']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', ""E150d - Caramel au sulfite d'ammonium""]",,[],4,11.9 g,en quantité modérée,0.5 g,en faible quantité,7.2 g,en quantité modérée,14.5 g,en quantité élevée,?,,370,+549%,1548 kj(370 kcal),+553%,"11,9",+513%,"0,5",-17%,"51,8",+801%,"7,2",+316%,13,+491%,"14,5",+1576%,"5,8",+1576%,14,+754%,D,+754%,,Soupe déshydratée,78 g,['Sachet'],,,,,,,,,,,,['Portugal'],,,
1081,Flocos De Cereais Nestum Mel,5601001008283,,,['France'],[],,,[],,,,,,,,,,?,,375,,1569 kj(375 kcal),,"1,3",,"0,2",,80,,29,,"8,2",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,
1082,Pevide - 250g,5601002005090,,,['France'],[],,,[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,8",,"0,4",,71,,5,,12,,"0,01",,"0,004",,,,,,,,250 g,,,,,,,,,,,,,,,,
1083,Pois chiches - Auchan,5601002042385,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",['France'],[],,,[],,2.4 g,en faible quantité,0.5 g,en faible quantité,1.2 g,en faible quantité,0.58 g,en quantité modérée,?,,118,-38%,494 kj(118 kcal),-37%,"2,4",-21%,"0,5",+28%,"15,2",-36%,"1,2",-27%,"6,3",-38%,"0,58",+21%,"0,232",+21%,0,,B,,B,,,,,,['Auchan'],56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,
1084,Ovos frescos medio,5601002043061,,,['France'],[],,,[],,,,,,,,,,?,,142,,594 kj(142 kcal),,10,,3,,1,,1,,12,,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,,
1085,Amendoim torrado com casca,5601002044228,,,['France'],[],,,[],,,,,,,,,,?,,627,,2623 kj(627 kcal),,49,,"6,8",,16,,4,,26,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,
1086,Snacking,5601002044310,,,['France'],[],,,[],,,,,,,,,,?,,577,,2414 kj(577 kcal),,43,,"7,9",,24,,10,,23,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,
1087,Vinagre Balsâmico de Modena - Auchan - 250ml,5601002044761,['Auchan'],"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']","['France', 'Portugal']",[],,,[],,0.001 g,en faible quantité,0 g,en faible quantité,15.9 g,en quantité élevée,0.05 g,en faible quantité,?,,108,-27%,452 kj(108 kcal),-27%,"0,001",-96%,0,-100%,"21,9",-31%,"15,9",-46%,"0,7",+5%,"0,05",-29%,"0,02",-29%,,,,,B,,250 ml,,['Italia'],,['Auchan'],39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,"['IGP', 'Point Vert']",,,,
1088,Mini Cenoura - Auchan - 240g,5601002045348,['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Carrot cakes']",['France'],"['Sucre', 'purée de carotte 120%', 'œuf pasteurisé', 'eau', 'farine de blé', 'margarine végétale [huiles végétales de tournesol et soja', 'matière grasse végétale de palme', 'eau', 'sel', 'émulsifiant ', 'E471', 'conservateur ', 'E202', ""correcteur d'acidité "", 'E330', ' arômes', 'colorant ', 'E160aii', 'sirop de glucose', ' sel', 'conservateur ', 'E200', ' arôme']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E160aii - Carotènes végétaux', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Soja']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,4.5 g,en quantité modérée,2.1 g,en quantité modérée,45.4 g,en quantité élevée,0.6 g,en quantité modérée,?,,297,-20%,1243 kj(297 kcal),-20%,"4,5",-74%,"2,1",-43%,"57,7",+22%,"45,4",+46%,"3,5",-22%,"0,6",+39%,"0,24",+39%,16,+13%,D,+13%,,Mini Carotte - Gâteau humide à la carotte,240 g,['Plastique'],['Portugal'],,['Auchan'],,,,,,,,"['Point Vert', 'Fabriqué au Portugal', 'Tidy man']",,,,
1089,Mini Amendoa - Auchan,5601002045362,['Auchan'],,['France'],[],,,[],,,,,,,,,,?,,325,,1360 kj(325 kcal),,"2,5",,"1,2",,"71,3",,"58,6",,"3,4",,"0,4",,"0,16",,,,,,,,,,,,['Auchan'],,,,,,,,['Point Vert'],,,,
1090,Areias - Auchan,5601002045386,['Auchan'],,['France'],[],,,[],,,,,,,,,,?,,469,,1962 kj(469 kcal),,"21,1",,"10,5",,"61,4",,"25,7",,"6,8",,"0,98",,"0,392",,,,,,,,,,,,['Auchan'],,,,,,,,,,,,
1091,Atum posta em óleo - Auchan,5601002060105,['Auchan'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", ""Thons à l'huile de tournesol"", ""Thon à l'huile végétale""]",['France'],[],,,[],,41 g,en quantité élevée,5.5 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,438,+101%,1833 kj(438 kcal),+102%,41,+195%,"5,5",+207%,"0,5",+65%,0,-100%,17,-25%,"1,5",+38%,"0,6",+38%,16,+419%,D,+419%,E,,,,,,['Auchan'],66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,
1092,Bases para pizza pré-cozidas - Auchan - 375g,5601002061393,['Auchan'],,['France'],[],,,[],,,,,,,,,,?,,305,,1276 kj(305 kcal),,"4,8",,"0,6",,55,,"2,5",,"7,8",,"0,9",,"0,36",,,,,,,,375 g,,,,['Auchan'],,,,,,,,,,,,
