,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,allergens,quantity,eco_score,categories,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,additives,nova_score,generic_name,manufacturing,markets,palm_ingredients,ingredients_origins,traceability_code,link,origin_detail,producer_info
1265,Yufka Long Murat X 16 Arev - 400g,3760077150158,,['France'],"['Farine de blé', 'eau', 'sel', 'épaississant : E412', 'conservateur : E202']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Murat'],['Gluten'],400 g,,"['Aides culinaires', 'Aides à la pâtisserie', 'en:Filo']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,
1266,Sauce tomate aux aubergines et ricotta - Florelli,3760077166609,,['France'],[],[],?,102,427 kj(102 kcal),"7,1","1,4","6,4","4,7","2,3","1,7","0,68",['Florelli'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Saveurs&nature - 100g,3760077180513,,['France'],[],[],?,587,2456 kj(587 kcal),"41,03","24,26","46,96","44,89","6,64","0,164","0,066",['Saveurs&nature'],,100 g,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes']",24.3 g,en quantité élevée,44.9 g,en quantité élevée,0.164 g,en faible quantité,,+3%,+4%,+5%,+37%,+6%,+10%,-19%,+17%,+17%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,41 g,en quantité élevée,26,+10%,E,+10%,,,,,,,,,,,,
1268,CHOCOLAT BLANC TABLETTE - Saveurs & Nature,3760077180605,['Bio'],['France'],"['Chocolat blanc* ', 'sucre d?', 'canne roux* 45%', ' beurre de cacao* 29,7%', ' poudre de I lait entier* 25,3%']",[],?,588,2460 kj(588 kcal),"24,8","24,8","54,1","54,1","4,8","0,171","0,068",['Saveurs & Nature'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,CHOCOLAT LAIT FLEUR DE SEL TABLETTE - Saveurs & Nature,3760077180964,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France']",['France'],[],[],?,567,2372 kj(567 kcal),"37,6","23,8","49,5","48,5","7,1","1,14","0,456",['Saveurs & Nature'],['Arachides'],,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats salés', 'Chocolats à la fleur de sel', 'Chocolats au lait salés', 'Chocolats au lait à la fleur de sel']",23.8 g,en quantité élevée,48.5 g,en quantité élevée,1.14 g,en quantité modérée,,+2%,+3%,+7%,+10%,-4%,0%,+4%,+102%,+102%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,37.6 g,en quantité élevée,30,+9%,E,+9%,,,,,,,,,,,,
1270,Les droles de Noëls,3760077181831,,['France'],[],[],?,535,2238 kj(535 kcal),"35,5","21,5","48,5","43,3","5,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Tablette de chocolat noir fourrée au caramel à la fleur de sel - Saveurs Et Nature - 80g,3760077181923,['Bio'],['France'],"['Chocolat noir* 70% de cacao minimum : 50% ', 'pâte de cacao* et beurre de cacao* 74,5%', 'sucre de canne roux* 25,5%', 'sucre de canne roux*', 'crème UHT*', 'chocolat au lait*', 'sirop de blé*', 'fleur de sel de Guérande : 0,4%']",['Non végétalien'],?,490,2050 kj(490 kcal),"28,5","18,5",49,"36,1","6,1",0,0,['Saveurs Et Nature'],"['Gluten', 'Lait']",80 g,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', 'Chocolats noirs fourrés']",18.5 g,en quantité élevée,36.1 g,en quantité élevée,0 g,en faible quantité,,-7%,-7%,-13%,+2%,-0%,-17%,+8%,-100%,-100%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,28.5 g,en quantité élevée,24,+3%,E,+3%,,,3,,,,,,,,,
1272,Chocolat Noir 70% Fourre Framboise - Saveurs Natures,3760077181954,"['Bio', 'Fabriqué en France', 'en:palm-oil-free']",['France'],"['Chocolat noir* 70% de cacao minimum : 50% ', 'pâte de cacao* et beurre de cacao 74,5%', 'sucre de canne roux* 25', '5%', ' crème UHT*', ' chocolat au lait*', 'chocolat noir* 55% de cacao minimum', ' sirop de blé*', "" sucre de canne rouf,' purée de framboise* : 3%"", ' poudre de framboise* : 1%', ""/ *100% des ingrédients d'origine agricole sont issus de l'agriculture biologique"", ""Contient du lait Peut contenir des traces d'amande"", 'de noisette', ""de sésame et d'arachides""]","['Sans huile de palme', 'Non végétalien']",?,484,2025 kj(484 kcal),"30,7","19,3","41,1","34,1",7,"0,041","0,016",['Saveurs Natures'],"['Lait', 'Fruits à coque']",,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', 'Chocolats noirs fourrés']",19.3 g,en quantité élevée,34.1 g,en quantité élevée,0.041 g,en faible quantité,,-8%,-8%,-6%,+6%,-16%,-22%,+24%,-31%,-31%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,30.7 g,en quantité élevée,23,-1%,E,-1%,,,3,,,,,,,,,
1273,Chocolat Noir coeur fondant 70% Cacao Fourre - Chocolaterie Saveurs & nature Artisanale,3760077181985,['Bio'],['France'],"['Chocolat noir 70%de cacao minimum: 50% pâte de cacao et beurre de cacao', ""sucre de canne roux'"", "" Fourrage ganache 50 % : crème UHT'"", ""chocolat au lait' 21"", '8% ', 'pâte de cacao et beurre de cacao sucre de canne roux', 'poudre de lait entier', 'chocolat noir 55% de cacao minimum: 16', ""3% pâte de cacao' et beurre de cacao sucre de canne roux'"", 'sirop de blé', 'sucre de canne roux']",['Non végétalien'],?,?,,?,,?,,?,,,['Chocolaterie Saveurs & nature Artisanale'],,,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', 'Chocolats noirs fourrés']",,,,,,,,,,,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,,,,,,,
1274,CLOCHE CHOC LAIT GARNI,3760077182067,,['France'],[],[],?,583,2439 kj(583 kcal),"39,8","25,02","48,5","46,9","6,2","6,82","2,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Œuf en Chocolat - Saveurs et Nature - 100g,3760077182074,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",['France'],"['Chocolat noir à 55 % de cacao minimum* ', 'Pâte de cacao* et beurre de cacao* 57', '5 %', 'sucre de canne* 42', '5 %', ' *Biologique']",[],?,538,2251 kj(538 kcal),"36,9","22,3","46,1","42,6","5,4","0,012","0,005",['Saveurs et Nature'],,100 g,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux']",22.3 g,en quantité élevée,42.6 g,en quantité élevée,0.0125 g,en faible quantité,,-3%,-3%,+9%,+3%,-15%,-19%,-24%,-95%,-95%,,,,,,,,36.9 g,en quantité élevée,25,-6%,E,-6%,"['Sachet', 'Plastique']",,3,,,,,,,,,
1276,Oeuf Chocolat Au Lait Garni De Figurines - Saveurs Et Nature,3760077182081,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'FR-BIO-10']",['France'],"['uE OEUF de chocolat au lait garni de figurines', '100g ""El"" melkchocolade getrimd beeldje', ""100g Ingrédients,' Chocolat au lalt* "", 'pâte de cacao* et beurre de cacao* 40,5%', 'sucre de poudre de lalt entier* 19%', ' Chocolat noir à 55% de cacao ', 'pâte de cacao* et beurre de cacao* 57,5%', 'sucre de canne* 42,5%', ' Ingrediênten: Melkchocolade* ', 'cacaomassa* en cacaoboter* 40,5%', 'rietsuiker* 40,5%', 'volle melkpoeder* 19%', ' zwarte chocolade 55% cacao minimum* ', 'cacaomassa* en cacaoboter* 57,5%', 'rietsuiker* 42,5%', ' il des ingrédiems dorigine ayicole scfl issus de ragriculture biologi quell ingredi al om stig van de biologische landbouw Contient du lait', ' Peut contenir des traces diamandes', 'de noisettes', ""de sésame et d'arachides"", ' Bevat melk Kan sporen van amandel', 'hazelnoot', ""sesam en pinda's bevatten""]",[],?,583,2439 kj(583 kcal),"39,8","25,2","48,5","46,9","6,2","0,682","0,273",['Saveurs Et Nature'],"['Œufs', 'Lait']",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux']",25.2 g,en quantité élevée,46.9 g,en quantité élevée,0.682 g,en quantité modérée,,+5%,+6%,+17%,+16%,-10%,-11%,-13%,+191%,+191%,,,,,,,,39.8 g,en quantité élevée,30,+13%,E,+13%,,,,,,,,,,,,
1277,Les drôles - chocolat au lait,3760077182623,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,573,2397 kj(573 kcal),38,24,50,49,"7,2",20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Chocolat au lait d'amande - Ikalia,3760077183101,"['Bio', 'Végétarien', 'Bio européen', 'Commerce équitable', 'Végétalien', 'FR-BIO-10', 'Max Havelaar']",['France'],[],"['Végétalien', 'Végétarien']",?,546,2284 kj(546 kcal),"39,2","23,5","31,1","23,5","11,7","0,015","0,006",['Ikalia'],,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",23.5 g,en quantité élevée,23.5 g,en quantité élevée,0.0152 g,en faible quantité,,-1%,-1%,+8%,+11%,-33%,-43%,+61%,-89%,-89%,,,,,,,,39.2 g,en quantité élevée,21,-11%,E,-11%,,,,,,,,,,,,
1279,Grenouille au lait d'amande - Ikalia,3760077183118,"['Bio', 'Végétarien', 'Commerce équitable', 'Végétalien', 'Max Havelaar']",['France'],[],"['Végétalien', 'Végétarien']",?,546,2284 kj(546 kcal),"39,2","23,5","31,1","23,5","11,7","0,015","0,006",['Ikalia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Chocolat Vegan -,3760077183125,"['Bio', 'Végétarien', 'Commerce équitable', 'Végétalien', 'Fairtrade International', 'Max Havelaar']",['France'],"['Pâte de cacao', 'sucre de canne roux', ""poudre de lait d'amande 20 % "", '_amandes 65 %', 'sirop de riz déshydraté', ""fibre d'acacia"", 'arôme naturelle de vanille', 'beurre de cacao']","['Végétalien', 'Végétarien']",?,575,2406 kj(575 kcal),"42,3","26,2",42,19,"12,1","0,02","0,008",,['Fruits à coque'],,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Sculptures en chocolat', 'Aliments de Pâques', 'Lapins en chocolat']",26.2 g,en quantité élevée,19 g,en quantité élevée,0.02 g,en faible quantité,,+5%,+5%,+26%,+28%,-21%,-63%,+83%,-88%,-88%,,,,,,,,42.3 g,en quantité élevée,19,-26%,E,-26%,"['Sachet', 'Plastique']",,3,,,,,,,,,
1281,Les Z'ikalia de pâques,3760077183873,['Bio'],['France'],[],[],?,554,2318 kj(554 kcal),42,23,51,"47,2",9,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Pistolet de chocolat lait,3760077184627,,['France'],[],[],?,584,2443 kj(584 kcal),"39,9","25,3","48,5",47,"6,2","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Pistoles chocolat Noir,3760077184634,,['France'],[],[],?,566,2368 kj(566 kcal),"43,2",26,"29,1","25,6",8,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Pistoles de chocolat noir 70% de cacao -,3760077184733,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'FR-BIO-10', 'Max Havelaar']",['France'],[],[],?,544,2276 kj(544 kcal),41,10,36,30,"7,5","0,012","0,005",,,,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', 'Chocolats noirs fourrés']",10 g,en quantité élevée,30 g,en quantité élevée,0.0125 g,en faible quantité,,+3%,+3%,+25%,-45%,-27%,-31%,+33%,-79%,-79%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,41 g,en quantité élevée,21,-9%,E,-9%,,,,,,,,,,,,
1285,Chocolat noir Madagascar - Les Chocolats d'Augustin - 100g (2x50g),3760077185112,"['Bio', 'Bio européen', 'Fabriqué en France', 'Sans huile de palme', 'AB Agriculture Biologique']",['France'],"['Chocolat noir Madagascar ', 'pâte de cacao et beurre de cacao 70%', 'sucre de canne 30%']",[],?,551,2305 kj(551 kcal),"44,1","27,8","29,7","25,1","7,9","0,002","0,001","[""Les Chocolats d'Augustin""]",,100 g (2x50g),D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",27.8 g,en quantité élevée,25.1 g,en quantité élevée,0.00178 g,en faible quantité,,-1%,-1%,+12%,+20%,-23%,-21%,+3%,-96%,-96%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,44.1 g,en quantité élevée,21,-1%,E,-1%,,,3,,,,,,,,,
1286,Tablette Chocolat Au Lait à La Fleur De Sel - Les Chocolats d'Augustin - 100g (2x50g),3760077185129,"['Bio', 'Bio européen', 'FR-BIO-10', 'Fabriqué en France', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,578,2418 kj(578 kcal),"39,5",25,48,"46,5","6,1","1,069","0,427","[""Les Chocolats d'Augustin""]",,100 g (2x50g),D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats salés', 'Chocolats à la fleur de sel', 'Chocolats au lait salés', 'Chocolats au lait à la fleur de sel']",25 g,en quantité élevée,46.5 g,en quantité élevée,1.07 g,en quantité modérée,,+4%,+5%,+13%,+15%,-7%,-4%,-11%,+89%,+89%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,39.5 g,en quantité élevée,31,+13%,E,+13%,,,,,,,,,,,,
1287,Ballotin Orangettes 125 G - Les Chocolats Daugustin - Les Chocolats D’Augustin,3760077185181,['Bio'],['France'],[],[],?,449,1879 kj(449 kcal),"21,9","13,7","55,4","42,4","4,2","0,129","0,052",['Les Chocolats D’Augustin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Mendiants De Chocolat Au Lait 125G - Le Chocolat D’augustin,3760077185242,['Contient du lait'],['France'],"['Milk chocolate*: 73%', ' ', 'cocoa oaste* and cocoa butter* 40,5%', 'cane sugar* 40,5%', 'whole milk powder* 19%!', ' almonds*', ' hazetnuts*', ' sultatine rasins*', ' of agricultural ingredients result from organic farming', ' Contains milk', 'atmonds and hazelnuts May contain traces of sesame seeds and peanuts', ' INGREDIËNTEN: Melkchocolade*: 73% ', 'cacaomassa* en cacaoboter* 40,5%', 'rietsuiker* 40,5%', 'volle melkpoeder* 19%', ' amandel*', ' hazetnoten*', ' rozijnen*', ' *100% ingrediënten afkomstig van de biologische landbouw', ' Bevat melk', 'amandel en hazelnoot', "" Kan sporen van sesam en pinda's bevatten"", ' VOLLMiLCHSCHOKOLAûà 125G ZUTATEN: Vollmilchschokolade*: 73% ', 'Kakaomasse* und Kakaobutter* 40,5% Rohrzucker* 40,5%', 'Milchpulver* 19%', ' Mandeln*', ' Haselnüssen*', "" ' *"", ' *100% der Zutaten stammen aus ôkologischer Landwirtschaft', ' Rosinen Enthâlt Mitch Mandeln und Haselnüssen', ' Kann Spuren von Sesam und']",[],?,24,100 kj(24 kcal),"41,6",0,"40,4","36,5","10,2","1,178","0,471",['Le Chocolat D’augustin'],['Fruits à coque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,Truffes cacao,3760077185341,,['France'],[],[],?,517,2163 kj(517 kcal),"34,3","21,7","40,8","38,2","7,7","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Chocolat noir Tanzanie 72% - Les Chocolats d'Augustin,3760077185372,['Bio'],['France'],[],[],?,551,2305 kj(551 kcal),44,27,29,25,8,"0,017","0,007","[""Les Chocolats d'Augustin""]",,,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",27 g,en quantité élevée,25 g,en quantité élevée,0.017 g,en faible quantité,,-1%,-1%,+12%,+17%,-25%,-21%,+4%,-64%,-64%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,44 g,en quantité élevée,21,-1%,E,-1%,,,,,,,,,,,,
1291,Tablette Chocolat République Dominicaine - Les Chocolats d'Augustin - 100g (2x50g),3760077185853,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'Fabriqué en France', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,569,2381 kj(569 kcal),"43,4","26,3","31,5","26,4","7,8","0,037","0,015","[""Les Chocolats d'Augustin""]",,100 g (2x50g),D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",26.3 g,en quantité élevée,26.4 g,en quantité élevée,0.037 g,en faible quantité,,+2%,+3%,+10%,+14%,-18%,-17%,+2%,-21%,-21%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,43.4 g,en quantité élevée,22,+4%,E,+4%,,,,,,,,,,,,
1292,Cereales,3760077186034,"['Bio', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,549,2297 kj(549 kcal),"34,5","21,7","50,9",42,"7,3","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,LES CHOCOLATS DE PAULINE,3760077188137,"['Bio', 'en:gluten-free']",['France'],[],[],?,554,2318 kj(554 kcal),41,10,36,32,"7,5","12,5",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Mini rocher de chocolat noir - Les Chocolats De Pauline - 45g,3760077188458,"['Bio', 'Fabriqué en France', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,576,2410 kj(576 kcal),"39,4","13,5","43,4","42,9","8,9","0,017","0,007",['Les Chocolats De Pauline'],"['Lait', 'Fruits à coque']",45 g,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",13.5 g,en quantité élevée,42.9 g,en quantité élevée,0.0168 g,en faible quantité,,+9%,+9%,+23%,-22%,-17%,-10%,+51%,-89%,-89%,,,,,,,,39.4 g,en quantité élevée,26,+7%,E,+7%,,,,,,,,,,,,
1295,Noir orange - Les Chocolats de Pauline - 70g,3760077188540,"['Bio', 'Bio européen', 'en:gluten-free', 'Fabriqué en France', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,541,2264 kj(541 kcal),"38,9","24,5","34,1","23,1","7,2","0,16","0,064",['Les Chocolats de Pauline'],,70 g,B,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', ""Chocolats noirs à l'orange""]",24.5 g,en quantité élevée,23.1 g,en quantité élevée,0.16 g,en faible quantité,,+3%,+3%,+13%,+18%,-21%,-38%,+7%,+311%,+311%,74.2%,16.2%,3.8%,4.7%,1.1%,0.0%,62,38.9 g,en quantité élevée,21,-2%,E,-2%,,,,,,,,,,,,
1296,Noir Noisettes - Les Chocolats de Pauline,3760077188601,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Fabriqué en France', 'Sans lécithine', 'en:palm-oil-free']",['France'],"['Chocolat noir à 70% de cacao minimum*: 95% ', 'pâte de cacao* et beurre de cacao* 74,5%', 'sucre de canne roux* 25,5%', ' noisettes concassées*: 5%']",['Sans huile de palme'],?,570,2385 kj(570 kcal),"44,16","26,065","28,62","24,65","8,256","0,017","0,007",['Les Chocolats de Pauline'],,,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux noisettes', 'Chocolats noirs aux noisettes']",26.1 g,en quantité élevée,24.6 g,en quantité élevée,0.0173 g,en faible quantité,,0%,+0%,+8%,+41%,-26%,-26%,+3%,-47%,-47%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,44.2 g,en quantité élevée,22,+4%,E,+4%,,,3,,,,,,,,,
1297,Chocolat noir fleur de sel - Les Chocolats de Pauline - 70g,3760077188823,"['Bio', 'Bio européen', 'en:gluten-free', 'Fabriqué en France', 'en:palm-oil-free']",['France'],"['Chocolat noir à 70% de cacao minimum*: 99% ', 'pâte de cacao* et beurre de cacao* 74,5%', 'sucre de canne roux* 25,5%', ' fleur de sel de Guérande: 1%']",['Sans huile de palme'],?,560,2343 kj(560 kcal),"42,76","26,92","28,9","25,44","7,82",1,"0,4",['Les Chocolats de Pauline'],,70 g,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats salés', 'Chocolats à la fleur de sel', 'Chocolats noirs salés', 'Chocolats noirs à la fleur de sel']",26.9 g,en quantité élevée,25.4 g,en quantité élevée,1 g,en quantité modérée,,+1%,+2%,+14%,+18%,-31%,-30%,+11%,+126%,+126%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,42.8 g,en quantité élevée,25,+9%,E,+9%,,,3,,,,,,,,,
1298,Feuille de chene 1 euro mille et une feuilles,3760077200624,,['France'],[],[],?,22,92 kj(22 kcal),"0,3","0,07","3,3","0,91","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,Roquette - Lago Carezza - 125g,3760077205018,"['Point Vert', 'Fabriqué en Italie']",['France'],['Jeunes pousses de roquettes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Lago Carezza'],,125 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Salades', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Salades vertes', 'Roquette']",,,,,,,,,,,,,,,,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,,,,,"['Barquette plastique', 'Plastique']",,1,Roquette,['Italie'],,,['Italie'],,,,
1300,Roquette - Lago Carezza - 125g,3760077205018,"['Point Vert', 'Fabriqué en Italie']",['France'],['Jeunes pousses de roquettes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Lago Carezza'],,125 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Salades', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Salades vertes', 'Roquette']",,,,,,,,,,,,,,,,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,,,,,"['Barquette plastique', 'Plastique']",,1,Roquette,['Italie'],,,['Italie'],,,,
1301,Pesto alla genovese -,3760077465580,,['France'],[],[],?,454,1900 kj(454 kcal),"46,2","7,5","3,1","0,7","5,8","2,5",1,,,,C,"['Epicerie', 'Sauces', 'Sauces Pesto']",7.5 g,en quantité élevée,0.7 g,en faible quantité,2.5 g,en quantité élevée,,+7%,+8%,+13%,+25%,-53%,-77%,+31%,+7%,+7%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,46.2 g,en quantité élevée,22,+20%,E,+20%,,,,,,,,,,,,
1302,P'tit Quinquin - Saveurs En Or,3760077520012,,['France'],"['l', 'ngrédients : eau gazéifiée', 'sirop de sucres', 'acidifiant : acide Citrique', 'arôme naturel de citron avec autres arômes frais']",[],?,24,100 kj(24 kcal),"9,5","0,01","6,05","6,05",0,"0,01","0,004",['Saveurs En Or'],,,,['Boissons'],0.01 g,en faible quantité,6.05 g,en quantité modérée,0.01 g,en faible quantité,,-57%,-59%,+2638%,-92%,-46%,-36%,-100%,-76%,-76%,,,,,,,,9.5 g,en quantité modérée,9,+17%,D,+17%,,['E330 - Acide citrique'],4,,,,,,,,,
1303,Limonade pur sucre Pomme Rhubarbe - P'tit Quinquin - 75cl,3760077520036,['Saveurs en Or'],['France'],"['Eau gazéifiée', 'sucre', 'acidifiant : acide citrique', 'arôme rhubarbe', 'colorant : caramel ordinaire', 'jus de pomme concentré']",[],?,44,184 kj(44 kcal),"0,1","0,1","10,93","10,93","0,1","0,051","0,02","[""P'tit Quinquin""]",,75 cl,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', 'Boissons avec sucre ajouté']",0.1 g,en faible quantité,10.9 g,en quantité élevée,0.0512 g,en faible quantité,,+42%,+42%,+78%,+801%,+46%,+48%,+38%,+397%,+397%,,,,,,,,0.1 g,en faible quantité,15,+50%,E,+50%,"['Bouteille', 'Verre']","['E330 - Acide citrique', 'E150a - Caramel E150a']",4,,"['Nord Pas-de-Calais', 'France']",['Cora'],,,,,,
1304,Limonade - P'tit quinquin - 33cl,3760077521095,,['France'],[],[],?,24,100 kj(24 kcal),0,0,"6,1","6,05",0,"0,01","0,004","[""P'tit quinquin""]",,33 cl,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades', 'Boissons avec sucre ajouté']",0 g,en faible quantité,6.05 g,en quantité modérée,0.01 g,en faible quantité,,-23%,-21%,-100%,-100%,-18%,-17%,-100%,-25%,-25%,,,,,,,,0 g,en faible quantité,9,-12%,D,-12%,,,,,,,,,,,,
1305,Limonade a l'arôme violette,3760077521101,,['France'],[],[],?,41,172 kj(41 kcal),0,0,"10,2","10,18",0,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Limonade pomme rhubarbe,3760077521118,,['France'],[],[],?,44,184 kj(44 kcal),0,0,11,"10,93",0,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
