,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,producer_info,manufacturing,traceability_code,allergens,link,origin_detail,palm_ingredients,brand_owner
1142,May Tea mûre myrtille - 1l,3124480189110,C,"Boisson rafraîchissante à l'infusion de thé noir, aromatisée mûre-myrtille - Thé Infusé Glacé Thé Noir Parfum Mûre-Myrtille",1l,"['Bouteille', 'Plastique', 'bouteille et bouchon plastique à recycler']","['MAY TEA', 'ORANGINA SWCHEPPES']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons au thé', 'Thés glacés', 'Boissons avec sucre ajouté', 'Thés glacés saveur mûre']","['Sans arômes artificiels', 'Point Vert', 'Nouveau', 'Sans colorants', 'Sans conservateurs', 'Sans édulcorants', 'Tidy man']","['Leclerc', 'Monoprix', 'Delhaize']","['Belgique', 'France']","['Infusion de thé noir 94% ', 'eau', 'infusion intense de thé noir', 'sucre', 'jus de mûre à base de concentré 1%', 'acidifiants : acide malique et acide citrique', 'arôme naturel de myrtille avec autres arômes naturels', ""correcteur d'acidité : citrate de sodium"", 'antioxydant : acide ascorbique']","['E296 - Acide malique', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique']",[],4,0 g,en faible quantité,0 g,en faible quantité,4.3 g,en quantité modérée,0.03 g,en faible quantité,?,,18,-10%,75 kj(18 kcal),-12%,0,-100%,0,-100%,"4,3",-9%,"4,3",-4%,0,-100%,"0,03",+19%,"0,012",+19%,6,-10%,D,-10%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,,,,
1143,Doritos goût barbecue style - 170g,3168930009214,B,Tortilla chips de maïs goût barbecue,170 g,"['Sachet', 'Plastique']",['Doritos'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",['Point Vert'],['Magasins U'],['France'],"['Maïs ', '61%', ',huile de tournesol ', '18', '2%', ',huile de colza ', '4', '5%', ',base aromatisante barbecue [arôme ', 'dont oignon et paprika en poudre', 'sucre', ""correcteurs d'acidité "", 'diacétate de sodium', 'acide citrique', 'arômes de fumées],sel']","['E262ii - Diacétate de sodium', 'E330 - Acide citrique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,26 g,en quantité élevée,2.1 g,en quantité modérée,3.4 g,en faible quantité,1.8 g,en quantité élevée,2097,+4%,501,+4%,2097 kj(501 kcal),+4%,26,+15%,"2,1",-28%,59,-2%,"3,4",+80%,"6,6",+3%,"1,8",+54%,"0,72",+54%,12,+24%,D,+24%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,
1144,Batônnets chocolat - Gerble - 125g (environ 7portions de 3batonnets),3175681210745,,,125g (environ 7 portions de 3 batonnets),,['Gerble'],['Bâtonnets chocolat au lait'],,['Magasins U'],['France'],"['Farine de blé 42,1 % ', 'chocolat au lait avec maltitol 42% ', 'édulcorant : maltitols', 'beurre de cacao', 'lait', 'pâte de cacao', 'émulsifiant: lécithines de tournesol', 'arôme naturel de vanille', 'édulcorant: maltitols', 'huile de colza', 'oeufs', 'sel', 'arome naturel de vanille', 'Fabriqué dans un atelier qui utilise des fruits à coque,']","['E965 - Maltitol', 'E322i - Lécithine']",['Non végétalien'],4,26 g,en quantité élevée,9.4 g,en quantité élevée,4.2 g,en faible quantité,0.42 g,en quantité modérée,?,,470,,1966 kj(470 kcal),,26,,"9,4",,61,,"4,2",,"7,1",,"0,42",,"0,168",,13,,D,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",,,,
1145,STM DOONUTS PEPITES CHOCOLAT - Saint Michel - 180g,3178530414363,D,,180g,['Carton'],['Saint Michel'],"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Gâteau goûté']","['Plein air', 'Œufs de poules élevées en plein air', 'Sans colorants', 'Sans conservateurs', 'Fabriqué en France', 'Sans matière grasse hydrogénée', 'en:palm-oil-free', 'Farine de blé français']",['Carrefour'],['France'],"['Farine de blé ', '25%', 'huile de colza non hydrogénée', ""blancs d'oeufs de poules élevées en plein air "", '20%', 'sucre', 'stabilisant glycérol', 'pépites de chocolat noir ', '5%', ' ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'arôme naturel de vanille', 'émulsifiant: lécithine de soja', 'pépites de chocolat au lait ', '5%', ' ', 'sucre', 'poudre de lait', 'beurre de cacao', 'pâte de cacao', 'arôme naturel de vanille', 'émulsifiant : lécithine de tournesol', 'sirop de sucre inverti', 'fécule', 'poudres à lever: diphosphates et carbonates de sodium ', 'blé', 'arôme', 'sel', ' Contient soja']","['E422 - Glycérol', 'E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']","['Sans huile de palme', 'Non végétalien']",4,24 g,en quantité élevée,3.4 g,en quantité modérée,26 g,en quantité élevée,0.63 g,en quantité modérée,?,,450,+3%,1883 kj(450 kcal),+3%,24,+2%,"3,4",-57%,55,+12%,26,-16%,"5,4",-6%,"0,63",+21%,"0,252",+21%,14,-24%,D,-24%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,,['France'],,"['Gluten', 'Lait', 'Soja']",,,,
1146,Gnocchi a poeler fromage 300g lustucru - 300g,3240931531090,B,Gnocchi à poêler saveur fromage,300 g,"['Sachet', 'Plastique', 'Barquette']","['Lustucru', 'Lustucru selection']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Gnocchi', 'Gnocchi de semoule de blé dur', 'Gnocchi de pommes de terre']","['Point Vert', 'Sans conservateurs', 'Nutriscore', 'Nutriscore B']",,['France'],"['Purée 62% ', 'eau', 'pommes de terre déshydratées', 'épice : curcuma', 'semoule de BLE dur', 'huile de colza', 'EMMENTAL déshydraté 1', '5%', 'arôme naturel', 'sels de fonte : citrate de sodium', 'sel', 'farine de BLE', ""Peut contenir des traces d'œufs et de fruits à coque"", 'Conditionné sous atmosphère protectrice']",['E331 - Citrates de sodium'],"['Sans huile de palme', 'Non végétalien']",4,3.7 g,en quantité modérée,0.8 g,en faible quantité,2.1 g,en faible quantité,1.3 g,en quantité modérée,835,,198,+6%,835 kj(198 kcal),+6%,"3,7",+74%,"0,8",+157%,34,-2%,"2,1",+143%,"6,1",+14%,"1,3",-4%,"0,52",-4%,2,-38%,B,-38%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,"['Gluten', 'Lait']",,,,
1147,XtremBox - Radiatori Carbonara - Sodebo - 400     g,3242272260059,C,Radiatori cuits 51% accompagnés d'une sauce à la carbonara,400     g,"['emballage carton', 'boite plastique', 'opercule plastique', 'fourchette plastique']","['Sodebo', 'pasta xtrem']","['Plats préparés', 'Plats à base de pâtes', 'Pâtes instantanées', 'Plats préparés à réchauffer au micro-ondes', 'Pâtes à la carbonara', 'Box']","['Experimentation Etiquetage Nutritionnel 2016', 'Nutriscore', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore B', 'Nutriscore C']","['Carrefour', 'Casino', 'Magasins U']",['France'],"['Radiatori cuits ', 'semoule de blé dur', 'eau', 'oeuf', 'sel', 'poitrine de porc', 'crème fraîche légère', 'lait écrémé', 'eau', 'fromage à päte pressée cuite', 'fécule de manioc', 'lactose', 'dextrose', 'sirop de glucose', 'conservateurs E202', 'E262i', 'E250', 'antioxydant: E316', 'sel', 'arômes naturels', 'arôme de fumée', 'poivre', ' Informations en gras destinées aux personnes allergiques', ' Porc:Origine UE']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']","['Non végétalien', 'Non végétarien']",4,7.6 g,en quantité modérée,3.6 g,en quantité modérée,1.2 g,en faible quantité,0.77 g,en quantité modérée,761,+9%,?,,761 kj(182 kcal),+4%,"7,6",-18%,"3,6",-24%,20,+29%,"1,2",-1%,7,+13%,"0,77",+5%,"0,308",+5%,3,-47%,C,-47%,67.1%,20.0%,4.3%,4.5%,2.4%,1.7%,66,,,,"['FR 85.217.007 CE', 'Saint-Georges-de-Montaigu (Vendée, France)']","['Œufs', 'Gluten', 'Lait']",,,,
1148,Cassoulet à l'oie - La Belle Chaurienne - 420g,3245360072244,A,,420 g,"['Conserve', 'Conserve']",['La Belle Chaurienne'],"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de haricots', 'Plats préparés en conserve', 'Cassoulets', 'Cassoulets-au-confit-d-oie']","['Experimentation Etiquetage Nutritionnel 2016', 'Expérimentation Nutriscore', 'Expérimentation Nutriscore A']",['Casino'],['France'],"['haricots Lingots 35%', 'Eau', ""Confit d'oie 20% "", ""manchon d'oie origine UE"", 'sel', 'Saucisse de Toulouse grillée 11% ', 'viande et gras de porc origine UE', 'eau', 'boyau naturel de porc', 'sel', 'poivre', 'concentré de tomate', 'Sel', 'Graisse de canard', 'Ail', 'Poivre']",,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",3,5.8 g,en quantité modérée,2.1 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en quantité modérée,550,-2%,132,-6%,550 kj(132 kcal),-6%,"5,8",-16%,"2,1",-17%,"7,9",-2%,"0,5",-36%,10,+6%,"0,9",+2%,"0,36",+2%,1,+56%,B,+56%,14.6%,32.7%,20.0%,15.1%,8.8%,8.8%,95,,,,"['FR 11.076.006 CE', 'Castelnaudary (Aude, France)']",,,,,
1149,"Galette Bretonnes 100g Reflets de France - Interdis - 100g (12pièces , 3sachets de 4biscuits)",3245390084453,B,Biscuits Fines Galettes de Bretagne Spécialités de Pont-Aven,"100 g (12 pièces , 3 sachets de 4 biscuits)","['Plastique', 'Carton']","['Interdis', 'Reflets de France']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",,"['Carrefour Market', 'Carrefour']",['France'],"['Farine de blé', 'beurre 29%', 'sucre', 'oeufs', 'sel marin gris', 'dorure : poudre de lait écrémé']",,"['Sans huile de palme', 'Non végétalien']",3,25 g,en quantité élevée,17 g,en quantité élevée,30 g,en quantité élevée,0.88 g,en quantité modérée,?,,512,+4%,2142 kj(512 kcal),+4%,25,+7%,17,+22%,65,+3%,30,+18%,6,-3%,"0,88",+29%,"0,352",+29%,24,+10%,E,+10%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['France'],,"['France', 'Bretagne', '29930 Pont Aven']","['EMB 29217A', 'Pont-Aven (Finistère, France)']","['Œufs', 'Gluten', 'Lait']",http://www.refletsdefrance.fr,,,
1150,Beurre Gastronomique Doux - Pâturages - 250g,3250390010180,D,Beurre fin doux à 82% de matière grasse,250 g,"['Frais', 'Plastique', 'sous vide']","['Pâturages', 'Sélection Intermarché', 'Intermarché']","['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']","['Lait Français', 'Point Vert', 'Fabriqué en France', 'Origine France']",['Intermarché'],['France'],"['Crème pasteurisée', 'ferments lactiques']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,83 g,en quantité élevée,57 g,en quantité élevée,0.6 g,en faible quantité,0.05 g,en faible quantité,3098,+4%,?,,3098 kj(740 kcal),+2%,83,+2%,57,+3%,"0,9",+28%,"0,6",-6%,"0,7",+1%,"0,05",-10%,"0,02",-10%,19,+1%,E,+1%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['France'],,"['France', 'Manche']","['FR 50.139.001 CE', 'Condé-sur-Vire (Manche, France)', 'EMB 17434F', 'Surgères (Charente-Maritime, France)']",['Lait'],,,,
1151,Crackers 3 graines bio - Chabrior - 200g,3250392480684,A,"Crackers aux graines de tournesol, sésame et lin",200 g,"['Sachet', 'Plastique', 'Film en plastique']",['Chabrior'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']","['Bio', 'Labels de distributeurs', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'NL-BIO-01', 'Nutriscore', 'Nutriscore C', 'AB Agriculture Biologique', 'Sélection Intermarché']",['Intermarché'],['France'],"['Farine de blé complet* 64%', 'graines de tournesol* 1 0%', 'graines de sésame* 9%', 'graines de lin* 7 %', ""huile d'olive vierge extra*"", 'levure', ""flocons d'avoine*"", 'farine de blé*', 'sel de mer', ""malt d'orge*"", 'agent de traitement de la farine : acide ascorbique', 'farine de malt de blé*', "" Issu de l'agriculture biologique""]",['E300 - Acide ascorbique'],[],3,18.1 g,en quantité modérée,2.5 g,en quantité modérée,2.6 g,en faible quantité,1.8 g,en quantité élevée,?,,443,-5%,1854 kj(443 kcal),-5%,"18,1",-9%,"2,5",-54%,"48,9",-18%,"2,6",-34%,"14,9",+51%,"1,8",-10%,"0,72",-10%,14,-9%,D,-9%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,"['Gluten', 'Avoine', 'Graines de sésame']",,,,
1152,Céréales fourrées chocolat noisette bio - chabrior - 375g,3250392614959,B,,375g,['carton et sachet'],['Chabrior'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['intermarché'],['France'],"['biscuit 65 % : Céréales 47 % ', 'farine de riz', 'farine de blé complet', 'son de blé""', 'chocolat en poudre 12,7 % ', 'sucre de canne""', 'poudre de cacao gras*', 'poudre de cacao maigre""', 'poudre de lait entier poudre de cacao gras*', 'sel', ' Fourrage 35 %: sucre de canne*', 'huile de tournesol', 'noisettes 5,6 %', 'poudre de lait écrémé""', 'cacao maigre', 'beurre de cacao*', 'émulsifiant lécithines de tournesol', 'arôme naturel']",,['Non végétalien'],4,14.7 g,en quantité modérée,2.6 g,en quantité modérée,28.5 g,en quantité élevée,0.34 g,en quantité modérée,?,,434,-0%,1816 kj(434 kcal),-1%,"14,7",+7%,"2,6",-31%,"61,4",-10%,"28,5",-0%,"9,9",+32%,"0,34",-47%,"0,136",-47%,9,-31%,C,-31%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,"['Gluten', 'Fruits à coque']",,,,
1153,Biscottes au froment - Auchan - 300g,3254560046054,A,Biscottes au froment,300 g,"['Carton', 'Carton']",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback', 'Biscottes-au-froment']",['Produit en braille'],['Auchan'],['France'],"['Farine de blé 97% ', 'contient gluten', 'sucre', 'huile végétale ', 'tournesol', 'levure', 'sel', 'agent de traitement de la farine : acide ascorbique']",['E300 - Acide ascorbique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,4.9 g,en quantité modérée,0.7 g,en faible quantité,6.9 g,en quantité modérée,1.4 g,en quantité modérée,?,,385,-1%,1611 kj(385 kcal),-2%,"4,9",-8%,"0,7",-28%,"72,2",-0%,"6,9",+2%,"10,8",0%,"1,4",+3%,"0,56",+3%,7,+2%,C,+2%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,,,['Gluten'],,,,
1154,"Bon Jour - Jus multifruits - Pressade - 1,5L",3254691587563,D,,"1,5 L","['Brique', 'Carton', 'Plastique']",['Pressade'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus multifruits', 'Jus multifruits à base de jus concentré']","['en:FSC', 'FSC Mix', 'Point Vert', 'Sans sucre ajouté', 'en:Fsc-c014047']",['Magasins U'],['France'],"['Jus de fruits à base de jus et purées concentrés ', 'pomme', 'mandarine', 'orange', 'raisin', 'poire', 'citron', 'mangue', 'goyave', 'ananas', 'pêche', 'banane', 'papaye']",,[],1,0 g,en faible quantité,,,12 g,en quantité élevée,0 g,en faible quantité,?,,51,+9%,213 kj(51 kcal),+9%,0,-100%,,,12,+9%,12,+15%,"< 0,5",+42%,0,-100%,0,-100%,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,
1155,Poudre cacaotée 32% de cacao - U Bio - 500g,3256220497114,C,poudre de cacao,500 g,"['boîte', 'Carton', 'étui']","['U Bio', 'U']","['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre', 'Boissons avec sucre ajouté']","['Bio', 'Bio européen', 'Commerce équitable', 'Sans gluten', 'Agriculture non UE', 'Fairtrade International', 'FR-BIO-01', 'Max Havelaar', 'Conditionné en France', 'AB Agriculture Biologique', 'Emballage PEFC']","['Super U', 'Magasins U']",['France'],"['Sucre*', 'cacao maigre en poudre* 32% * minimum', ' Teneur en cacao : 32% minimum', ' Traces éventuelles de céréales contenant du gluten', 'lait', 'oeuf', 'soja', 'fruits à coque', 'céleri et sulfites', "" *ingrédient issu de l'agriculture biologique""]",,[],3,,,,,,,,,1545,+4%,366,+10%,1545 kj(366 kcal),+8%,"3,5",-19%,"2,1",-18%,71,+12%,68,+21%,"7,1",+12%,"0,02",-90%,"0,008",-90%,,,,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,,,,['Gluten'],,,,
1156,Crackers 3 Graines - U Bio - 200g,3256224352457,B,"Biscuits salés croustillants aux graines de tournesol, sésame, lin",200 g,"['Sachet', 'Plastique', 'Paquet', 'Sachet en plastique']","['U Bio', 'U']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']","['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-006', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'NL-BIO-01', 'AB Agriculture Biologique']","['Super U', 'Magasins U']",['France'],"['Farine de BLÉ complet*', 'graines de tournesol* 9', '9%', 'graines de SÉSAME* 8', '6%', 'graines de lin* 7%', ""huile d'olive vierge extra*"", ""flocons d'AVOINE*"", 'sel de mer', 'farine de BLÉ*', 'levure', ""malt d'ORGE"", 'agent de traitement de la farine: acides ascorbique et farine de malt de BLÉ* Traces éventuelles de lait', "" *Ingrédient issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,17 g,en quantité modérée,2.5 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en quantité élevée,1841,-8%,440,-5%,1841 kj(440 kcal),-6%,17,-15%,"2,5",-54%,48,-19%,"0,5",-87%,17,+72%,"1,8",-10%,"0,72",-10%,9,-42%,C,-42%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,['Pays-Bas'],,,,"['Gluten', 'Avoine', 'Graines de sésame', 'SAME']",,,,
1157,Sirop de fraise des bois - La Maison Guiot - 70cl,3265266075323,A,,70 cl,"['Bouteille', 'Verre']",['La Maison Guiot'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']",,['Magasins U'],['France'],"['Sucre', 'eau', 'jus concentré de fruits', 'acidifiant : acide citrique', 'arôme']",['E330 - Acide citrique'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,40.75,-85%,170 kj(40 kcal),-85%,0,-100%,0,-100%,10,-86%,10,-85%,0,-100%,0,-100%,0,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,['France'],,,,,,
1158,Moussaka surgelée - Picard - 850g,3270160290994,E,Moussaka,850 g,"['surgelé', 'Etui en carton']",['Picard'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Moussaka', 'Moussaka-surgelee']",,['Picard'],['France'],"[""Aubergine préfrite à l'huile de tournesol 32,3%"", 'viande bovine 18,4% ', 'origine : France', 'eau', 'oignon', 'purée de tomate 4%', 'carotte', 'farine de blé ', 'gluten', 'mozzarella ', 'lait', 'sel,ferments lactiques', 'coagulant microbien', ""correcteur d'acidité : acide citrique"", 'fromage râpé 2,9% ', 'lait', 'sel', 'coagulant microbien ou présure animale', 'ferments lactiques', ""lysozyme d'oeuf"", 'céleri', ""viande d'agneau 1,9% "", 'origine : UE', 'lactosérum en poudre ', 'lait', 'beurre ', 'lait', 'sel', 'lait écrémé en poudre', ""huile d'olive vierge extra"", 'ail', 'poivre', 'origan', 'thym']","['E330 - Acide citrique', 'E1105 - Lysozyme']","['Non végétalien', 'Non végétarien']",4,12 g,en quantité modérée,4.1 g,en quantité modérée,3.2 g,en faible quantité,0.6 g,en quantité modérée,?,,159,+20%,665 kj(159 kcal),+23%,12,+34%,"4,1",+56%,"5,8",+5%,"3,2",+12%,"6,6",+19%,"0,6",-21%,"0,24",-21%,2,+222%,B,+222%,97.0%,1.4%,0.6%,0.6%,0.3%,0.2%,2,,,['Italie'],,"['Céleri', 'Gluten', 'Lait']",http://www.picard.fr/produits/moussaka-000000000000029099.html,,,
1159,Saumon en croûte d'amande - Picard - 350g e,3270160860234,,"Plat préparé surgelé au saumon. - Saumon en Croûte d'Amande, Risotto, Fondue de Poireaux et Champignons",350 g e,"['Carton', 'Plastique', 'Surgelé', 'Film en plastique']",['Picard'],"['Surgelés', 'Plats préparés', 'Plats préparés au poisson', 'Plats à base de riz', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes']","['Point Vert', 'Sans additifs', 'Nutriscore']",['Picard'],['France'],"['Riz cuit 25,6% ', 'saumon qualité sans arête* ', 'poisson', ' 20 %', 'riz cuit 19,5 %', 'poireau 12,8 %', 'eau', 'crème fraîche liquide ', 'lait', ' 11,8 %', 'champignon de Paris 4,3 %', 'oignon', 'muscadet', 'fromage ', 'lait', 'amidon de tapioca', 'lait écrémé en poudre', 'échalote', 'amande hachée grillée 1 %', 'chapelure 1 % [farine de blé ', 'gluten', 'levure', 'sel]', 'persil', 'sel', 'beurre ', 'lait', 'ail', 'huile de tournesol', 'œuf entier en poudre', 'poivre', 'curcuma']",,"['Non végétalien', 'Non végétarien']",4,7.5 g,en quantité modérée,3.3 g,en quantité modérée,1.4 g,en faible quantité,0.56 g,en quantité modérée,597,+7%,143,-8%,597 kj(143 kcal),-6%,"7,5",+64%,"3,3",+116%,14,-26%,"1,4",-5%,"6,6",+2%,"0,56",-30%,"0,224",-30%,1,-42%,B,-42%,,,,,,,,"['Poireau origine France', 'Riz origine Italie', 'Saumon origine Norvège']",,['France'],"['FR 22.182.001 CE', ""Plélo (Côtes-d'Armor, France)""]","['Œufs', 'Poisson', 'Gluten', 'Lait', 'Fruits à coque']",,,,
1160,Farine de blé français Type 65 - Carrefour bio - 1kg,3270190128724,A,Farine de blé T65 issue de l'agriculture biologique.,1 kg,"['Sachet à recycler', 'Sachet papier', 'Triman']","['Carrefour bio', 'Carrefour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T65', 'Bio', 'Farine de blé Bio']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique', 'en:Ab-bio-01']","['Carrefour', 'Carrefour Market']","['Belgique', 'France']",['Farine de blé bio T65'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.1 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,,,1498,+358%,353,+91%,1498 kj(353 kcal),+86%,"1,1",-64%,"0,2",-81%,73,+145%,"1,5",-58%,11,+117%,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,['Union européenne'],Fabriqué par/ Geproduceerd door: EMB44022 F,['France'],"['EMB 44022F', 'Boussay (Loire-Atlantique, France)', 'EMB 44022', 'Boussay (Loire-Atlantique, France)']",['Gluten'],,Celte farine de blé a été fabriquée en France à,,
