,name,bar_code,eco_score,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,generic_name,allergens,additives,link,palm_ingredients,brand_owner
593,Escalopes de dinde Les Milanaises - Le Gaulois,0217827019744,D,,,['Le Gaulois'],"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,,,['France'],[],[],,?,,?,,?,,?,,?,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Iposea Caperberris In Brine,8003850290296,,,,,,,,,['France'],[],[],,?,,24,,"0,2",,"1,7",,2,,,,,,,,,100 kj(24 kcal),0,0,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,
595,Gummy candy,4897047806391,,,,,,,,,['France'],[],[],,?,,345,,"1,1",,"74,5",,8,,,,,,,,,1443 kj(345 kcal),0,"51,2","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,
596,fit whey - Women's Best - 1kg,9010128002337,,1kg,,"[""Women's Best""]",,,['Germany'],,['France'],[],[],,?,,112,,"1,1",,"1,6",,"23,7",,,,,,,,,469 kj(112 kcal),"0,7","0,8",0,0,"['en:gluten-free', 'Fabriqué en Allemagne']",,,,,,,,,,,,,,,,,,,,,,,,
597,"0,788kg",2227362019619,,"0,788 kg",,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,
598,Couscous Royal 3 viandes -  - 250g,0205971039039,,250 g,"['Barquette', 'Plastique']",,"['Plats préparés', 'Plats à base de semoule', 'Couscous préparés']",,,,['France'],[],[],,?,,133,-13%,6,+39%,12,-31%,"7,2",-3%,,,,,,,,556 kj(133 kcal),2,"1,4","0,74","0,296",,6 g,en quantité modérée,2 g,en quantité modérée,1.4 g,en faible quantité,0.74 g,en quantité modérée,-13%,+69%,-34%,-3%,-3%,1,+1673%,B,+1673%,,,,,,,
599,Cuisses de canard,0208103063896,D,,,,"['Viandes', 'Volailles', 'Canards', 'Cuisses de canard']",,,,['France'],[],[],,?,,252,+6%,21,+27%,"0,1",-78%,17,-21%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,1054 kj(252 kcal),"7,3","0,1","0,18","0,072",,21 g,en quantité élevée,7.3 g,en quantité élevée,0.1 g,en faible quantité,0.18 g,en faible quantité,+6%,+37%,-41%,-87%,-87%,5,-53%,C,-53%,,,,,,,
600,smoothie bio - meneau,3274490038257,C,,['Bouteille'],['Meneau'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Smoothies']",,['Bordeaux'],['l eau vive'],['France'],"['purée de banane 38%,pure jus de fruitspomme annanas14%,jus concentré de citron100%des ingrédients agricoles issus de l agriculture biologique']",[],,?,,71,+25%,0,-100%,18,+49%,0,-100%,33.4%,29.2%,13.3%,14.0%,7.9%,2.2%,60,297 kj(71 kcal),,18,0,0,['Bio'],0 g,en faible quantité,,,18 g,en quantité élevée,0 g,en faible quantité,+25%,,+68%,-100%,-100%,,,,,,,,,,,
601,Roti de porc demi sel fume superieur pre cuit -,2287036053073,E,,,,"['Viandes', 'Porc', 'Rôtis de porc']",,,,['France'],[],[],,?,,?,,?,,?,,?,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Pâté de chevreuil,3352180001023,,,,,,,,,['France'],[],[],,?,,280,,"23,6",,"0,7",,16,,,,,,,,,1172 kj(280 kcal),"9,7","0,5","1,8","0,72","['Point Vert', 'Sans additifs']",,,,,,,,,,,,,,,,,,"['FR 12.169.002 CE', 'Naucelle (Aveyron, France)']",,,,,,
603,Yaourt aux fruits,3760237880086,C,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",,,,['France'],[],[],,?,,?,,?,,?,,?,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Ravioli à la daube provençale -,3562420002905,E,,,,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']",,,,['France'],[],[],,?,,288,+112%,"2,5",-28%,"57,4",+209%,"9,1",+65%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,1205 kj(288 kcal),"0,816","5,2","0,7","0,28",,2.5 g,en faible quantité,0.816 g,en faible quantité,5.2 g,en quantité modérée,0.7 g,en quantité modérée,+114%,-33%,+106%,-21%,-21%,2,-8%,B,-8%,,,,,,,
605,Organic curry-exotic mix,9004998901241,,,,,,,,,['France'],[],"['Végétalien', 'Végétarien']",,?,,440,,21,,34,,10,,,,,,,,,1841 kj(440 kcal),"3,9",26,"1,8","0,72","['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,
606,Cuvée des bateliers Ardèche,3760058800621,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Malo,00358630,,,,['Malo'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Sandwiches - 388g,8412600029770,,388 g,,,,,,,['France'],[],[],,?,,255,,"2,5",,0,,13,,,,,,,,,1067 kj(255 kcal),"0,6",0,"0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,
609,Organic blueberry clusters - Kashi,0018627450306,,,,['Kashi'],,,,,['France'],"['cereal organic blueberry clusters wh oat flakes and naturally flavored blueberry clusters eat 48g 0 amount/serving total fat 2', '5g %dv amon %dv amount/serving 4% cholesterol 0mg 0% saturated fat og 0% sodium 130mg 5% se inse potassium 120mg 3% 1container ', '54g', ' totainer ', '54g', ' trans fat og 210 polyunsat', ' fat 1g sugars total carb', ' 44g 15% proen dietary fiber 3g 11% cores from fat 20 t daly values ', 'dv', ' are na 2,00 calorie diet', ' monounsat', ' fat 1g vitamin a 0% • vitamin c 0% • calcium 0% • im adents whole oats""', 'rice""', 'cane syrup""', 'blueberry granola cluster"" ', 'rolad as trown rice syrup*', 'whole oat flour*', 'brown rice flour""', 'wild blueberies"" pe natural flavor', 'elderberry juice concentrate for color', 'rosemary extracti e prup""', 'salt', 'natural flavor', 'baking soda', 'mixed tocopherols ', 'iami isr opic otrbuted by kashi sales l', 'l', 'c', 'solana beach', 'ca 92075 u', 's', 'a', ' ®', 'tm', 'o 2016 kasbil certified organic by quality assurance international have something to share? visit us at www', 'kashi', 'com call 877-7grains ', '877-747-96']",[],4,?,,210,,"2,5",,11,,5,,,,,,,,,879 kj(210 kcal),0,11,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,"['E500ii - Carbonate acide de sodium', 'E306 - Extrait riche en tocophérols']",,,
610,Plan minceur - Gerlinéa,3175681027510,,,,['Gerlinéa'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Beurre argousier,3660050017624,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Préparation pour glace chocolat,3196203830302,,,,,,,,,['France'],[],[],,?,,401,,"7,1",,76,,5,,,,,,,,,1678 kj(401 kcal),"4,3",72,"0,05","0,02",['Fabriqué en France'],,,,,,,,,,,,,,,,,,"['EMB 51454', 'Reims (Marne, France)']",,,,,,
613,Carres minceur,3460340061937,,,,,,,,,['France'],[],[],,?,,289,,"6,1",,"36,4",,"1,9",,,,,,,,,1209 kj(289 kcal),"2,3","30,7","0,013","0,005",,,,,,,,,,,,,,,,,,,,,,,,,
614,0006707,0006707,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Clusters - Nestle - 4X35g,90006142,,4X35 g,,['Nestle'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Organic Walnuts - Marks And Spencer,00165143,,,,['Marks And Spencer'],,,,,['France'],[],[],,?,,291,,"68,5",,"4,2",,"15,7",,,,,,,,,1218 kj(291 kcal),"6,4",3,"0,1","0,04","['Bio', 'Bio européen', 'Agriculture non UE']",,,,,,,,,,,,,,,,,,,,,,,,
617,belgian chocolate praliné,9044045000749,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Mont bebour,0205570021695,,,,,,,,,['France'],[],[],,?,,346,,30,,"0,1",,19,,,,,,,,,1448 kj(346 kcal),19,"0,1","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,
619,Maryland cookies minis,0072417135521,,,,['Maryland'],,,,,['France'],[],[],,?,,499,,"23,2",,"65,8",,"5,7",,,,,,,,,2088 kj(499 kcal),"11,4","30,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,
620,Oeufs - Leader Price,09422810,C,,,['Leader Price'],"[""Produits d'élevages"", 'Œufs']",,,['Leader Price'],['France'],[],[],,?,,?,,?,,?,,?,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,
621,Fleur de sel - La Trinitaine - 75g,3260260206568,B,75 g,,['La Trinitaine'],"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,,,['France'],[],[],,?,,?,,?,,?,,?,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 17155', 'Étaules (Charente-Maritime, France)']",,,,,,
622,Zerup - Frankys Bakery - 425ml,4313042782930,,425 ml,['Flasche'],['Frankys Bakery'],['Sirops'],,,,"['France', 'Allemagne']","['Water', 'Thickeners: Cellulose Gum', 'Xanthan Gum', 'Flavor', 'Colours: Ammonia Caramel', 'Carotenes', 'Titanium White', 'Sweetener: Sucralose', 'Preservatives: Potassium Sorbate', 'Sodium Benzoate']","[""Pourrait contenir de l'huile de palme""]",4,?,,6,-98%,0,-100%,0,-100%,0,-100%,,,,,,,,25 kj(6 kcal),0,0,"0,04","0,016",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.04 g,en faible quantité,-98%,-100%,-100%,+7%,+7%,0,-100%,B,-100%,,,,"['E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E160a - Carotènes mélangés', 'E955 - Sucralose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,,
623,Vegetable byryani,7613413047345,,,,,,,,,['France'],[],[],,?,,185,,"9,5",,18,,"5,4",,,,,,,,,774 kj(185 kcal),"2,8","3,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,
624,2 filets de poulet blanc - U - Deux,0253055034838,D,Deux,,['U'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,['France'],[],[],,?,,104,-21%,"1,3",-55%,0,-100%,23,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,435 kj(104 kcal),"0,4",0,11,"4,4",,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,-20%,-46%,-100%,+1367%,+1367%,11,,D,,,,,,,,
625,Jus de grenade,3770005215088,D,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de grenade']",,,,['France'],[],"['Végétalien', 'Végétarien']",,?,,54,-4%,"0,1",-48%,"13,3",0%,"0,2",-51%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,226 kj(54 kcal),0,"9,8","0,1","0,04","['Végétarien', 'Végétalien']",0.1 g,en faible quantité,0 g,en faible quantité,9.8 g,en quantité élevée,0.1 g,en faible quantité,-4%,-100%,-20%,+646%,+646%,5,-28%,C,-28%,,,,,,,
626,Salakis 100  % brebis,2379267009513,,,,,,,,,['France'],[],[],,?,,273,,"22,8",,"0,8",,"15,7",,,,,,,,,1142 kj(273 kcal),"16,2","0,8","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,
627,flan au chocolat - leader Price - 232g,10721629,,232g,['4 x 58g'],['leader Price'],['Entremet'],,,['leader Price'],['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Huile d'olive,8437001425181,,,,,,,,,['France'],[],[],,?,,899,,"99,9",,0,,1,,,,,,,,,3761 kj(899 kcal),14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
629,Douceur Royannaise,0204929045269,,,,,,,,,['France'],[],[],,?,,266,,18,,23,,"2,9",,,,,,,,,1113 kj(266 kcal),12,16,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,
630,Capri-Sun tropical,4000177017371,,,,['Capri-Sun'],,,,,['France'],[],[],,?,,33,,0,,"7,6",,0,,,,,,,,,138 kj(33 kcal),0,"7,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,
631,Orangenlimonade,4304218503657,,,,,,,,,['France'],[],[],,?,,3,,0,,0,,0,,,,,,,,,13 kj(3 kcal),0,0,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,
632,Mélisse pomme poire - Jacoby,3760033182506,,,,['Jacoby'],,,,,['France'],[],[],,?,,24,,"0,5",,"5,6",,"0,5",,,,,,,,,100 kj(24 kcal),"0,1","5,3","0,01","0,004",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,
633,Vinaigre balsamique Framboise,3700389715706,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,
634,Miel de forêt - Baramel - 250g,3594480005909,B,250 g,,['Baramel'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",['Espagne'],,,['France'],[],[],,?,,?,,?,,?,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,
635,1168236009705,1168236009705,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,pâte à pizza -,20117948,B,,,,['Pâtes à pizza'],,,,['France'],[],[],,?,,?,,?,,?,,?,,36.8%,19.3%,11.5%,8.6%,5.0%,18.8%,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,BRESAOLA P.A,8007961676086,E,,,,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Bresaola']",,,,['France'],[],[],,?,,169,+4%,"3,3",+3%,"0,7",+60%,34,+4%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,707 kj(169 kcal),"1,3","0,7",4,"1,6",,3.3 g,en quantité modérée,1.3 g,en faible quantité,0.7 g,en faible quantité,4 g,en quantité élevée,+4%,-1%,+111%,+2%,+2%,13,+7%,D,+7%,,,,,,,
638,Gio bi qué huong - Hoa Nam,3474930109008,,,,['Hoa Nam'],,,,,['France'],[],[],,?,,309,,24,,"0,5",,"20,2",,,,,,,,,1293 kj(309 kcal),"7,9","0,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,
639,Pur jus pomme fraise - Les vergers de la vallée du Rhône,3000047032757,C,,['Bouteille en verre'],['Les vergers de la vallée du Rhône'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus', 'Jus de pomme fraise']",,,,['France'],"['91% pomme', '9% fraise']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,48,0%,0,-100%,12,+8%,"0,1",-77%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,201 kj(48 kcal),0,11,0,0,,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,+0%,-100%,+6%,-100%,-100%,5,+11%,C,+11%,,,,,,,
640,Gâteau,8690504064879,,,,,,,,,['France'],[],[],,?,,412,,"21,4",,"48,8",,"5,2",,,,,,,,,1724 kj(412 kcal),"9,6","27,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,
641,Yaourt du Luxembourg Nature - Luxlait - 2pots de 125g,5450168544901,,2 pots de 125 g,['pot de 125 g'],['Luxlait'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,"['France', 'Luxembourg']","['lait entier pasteurisé', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,?,,65,-29%,"3,5",+7%,5,-55%,"3,3",-12%,,,,,,,,272 kj(65 kcal),"2,5",5,"0,11","0,044","['Bio', 'Bio européen', 'LU-BIO-04']",3.5 g,en quantité modérée,2.5 g,en quantité modérée,5 g,en quantité modérée,0.11 g,en faible quantité,-29%,+22%,-50%,-4%,-4%,1,-67%,B,-67%,,,['Lait'],,,,
642,2691040021070,2691040021070,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Spray extra Virgin olive oil - Terra creta estate - 100ml,5200101804629,C,100 ml,,['Terra creta estate'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['Grèce', 'en:Crete']",,,['France'],"[""Huile d'olive extra vierge 100%,""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",2,3404,-4%,828,-3%,92,-4%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,3404 kj(828 kcal),13,0,0,0,,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-5%,-7%,,-100%,-100%,6,-2%,C,-2%,,,['Aucun'],,,,
644,2425387036677,2425387036677,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Courgettes bio - Prim'Bio - 750g,3663362012943,,750 g,,"[""Prim'Bio""]",,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,
646,cokomel pofti,8690766130732,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Noisettes Grillées - Avsarlar - 150g e,8693641012062,,150 g e,"['Sachet', 'Plastique']",['Avsarlar'],,,,,['France'],['Noisettes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,?,,683,,"65,17",,"7,22",,17,,,,,,,,,2858 kj(683 kcal),"5,36","4,34",0,0,,,,,,,,,,,,,,,,,,,,Noisettes Grillées,['Fruits à coque'],,,,
648,2 filets de poulet fermier - bio village - 332g,2860294050901,,332 g,['Frais'],['bio village'],"['Viandes', 'Volailles']",['France'],['France'],['Leclerc'],['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,"['FR 33.036.001 CE', 'Bazas (Gironde, France)']",,,,,,
649,Poulet,2600131036411,,,,,,,,,['France'],[],[],,?,,216,,16,,"0,5",,18,,,,,,,,,904 kj(216 kcal),"4,8","0,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,
650,Saucisses,00020091,,,,,,,,,['France'],[],[],,?,,218,,"15,8",,10,,"17,7",,,,,,,,,912 kj(218 kcal),"6,2","0,5",15,6,,,,,,,,,,,,,,,,,,,,,,,,,
651,Saucisse sèche,2209601051307,D,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucisses sèches']",,,,['France'],[],[],,?,,?,,?,,?,,?,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,
652,Batard court - E.Leclerc - 400g,0202201005581,,400 g,['Plastique'],['E.Leclerc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,['E.Leclerc'],['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,0217526026302,0217526026302,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Rillettes de Saint Jacques,3760216760873,,,,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de Saint-Jacques']",,,,['France'],[],[],,?,,196,+17%,15,+35%,"3,3",-8%,13,+3%,,,,,,,,820 kj(196 kcal),10,"1,4",1,"0,4",,15 g,en quantité modérée,10 g,en quantité élevée,1.4 g,en faible quantité,1 g,en quantité modérée,+17%,+55%,+12%,-6%,-6%,15,+57%,D,+57%,,,,,,,
655,Bananes,2860194007081,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,['France'],[],[],,?,,?,,?,,?,,?,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,S-märke Påse Supersalt 80 GR,7350039457560,,,,,,,,,['France'],[],[],,?,,340,,0,,77,,"5,6",,,,,,,,,1423 kj(340 kcal),0,54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
657,3549316118223,3549316118223,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,P'tite céréale 5 céréales,2033384061747,,,,,,,,,['France'],[],[],,?,,386,,"1,8",,81,,10,,,,,,,,,1615 kj(386 kcal),"0,5",25,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,
659,Pavé de saumon mi-cuit,0205736013748,E,,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,,,['France'],[],[],,?,,259,+36%,19,+61%,"0,5",+20%,22,+9%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,1084 kj(259 kcal),"2,7","0,5","1,8","0,72",,19 g,en quantité modérée,2.7 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en quantité élevée,+37%,+33%,+179%,+397%,+397%,12,,D,,,,,,,,
660,VegoBears sweet,7350039455795,,,,,,,,,['France'],[],"['Végétalien', 'Végétarien']",,?,,333,,"0,5",,81,,"0,5",,,,,,,,,1393 kj(333 kcal),"0,1","52,8","0,3","0,12","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,
661,Chistora - Hiruak,2474757028279,,,,['Hiruak'],,,,,['France'],[],[],,?,,404,,37,,"0,5",,17,,,,,,,,,1690 kj(404 kcal),"15,7","0,5","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,
662,Levure maltée en paillettes - Markal,3329486701032,,,,['Markal'],,,,,['France'],[],[],,?,,375,,"4,8",,31,,47,,,,,,,,,1569 kj(375 kcal),"0,7","1,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,
663,Les milanaises - Le Gaulois,2225017043880,D,,,['Le Gaulois'],"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,,,['France'],[],[],,?,,124,-6%,1,-36%,"7,2",+5%,23,+8%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,519 kj(124 kcal),"0,1","2,2","1,2","0,48",,1 g,en faible quantité,0.1 g,en faible quantité,2.2 g,en faible quantité,1.2 g,en quantité modérée,-5%,-81%,+20%,+33%,+33%,1,+46%,B,+46%,,,,,,,
664,Saucisson sec au sanglier,2658958048285,D,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs au sanglier']",,,,['France'],[],[],,?,,381,-2%,28,-11%,"0,6",-81%,33,+35%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,1594 kj(381 kcal),12,0,"5,2","2,08",,28 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,5.2 g,en quantité élevée,-2%,-10%,-100%,+28%,+28%,24,-2%,E,-2%,,,,,,,
665,Terrine de campagne aux mirabelles,3393190018076,,,,,['Terrines'],,,,['France'],[],[],,?,,170,-44%,"17,4",-32%,4,+84%,13,-7%,,,,,,,,711 kj(170 kcal),7,"3,5","1,5","0,6",,17.4 g,en quantité modérée,7 g,en quantité élevée,3.5 g,en faible quantité,1.5 g,en quantité modérée,-43%,-26%,+348%,-2%,-2%,14,-21%,D,-21%,,,,,,,
666,Quetsches de Lorraine,3442450000587,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,6123020000004,6123020000004,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Bille en chocolat - Reese's,0034000002481,,,,"[""Reese's""]",,,,,['France'],[],[],,?,,210,,10,,27,,5,,,,,,,,,879 kj(210 kcal),8,22,"0,3","0,12",['Contient des OGMs'],,,,,,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
