,name,bar_code,eco_score,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,generic_name,allergens,additives,link,palm_ingredients,brand_owner
1680,Farine spéciale,3760173811809,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Kavis,5901037001228,,,,,,,,,['France'],[],[],,?,,382,,13,,65,,"4,5",,,,,,,,,1598 kj(382 kcal),"5,17","45,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,
1682,reine des prés bio - l'herbier de Gascogne - 40g,3373020000372,,40g,['Sachet'],"[""l'herbier de Gascogne""]",,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,
1683,Protein bar - Women's Best,9010128010318,,,,"[""Women's Best""]",,,,,['France'],[],[],,?,,362,,"13,8",,"11,1",,"34,1",,,,,,,,,1515 kj(362 kcal),"7,7","4,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,
1684,Gateau japonais a l'ananas -  - 200g,4562265471477,,200 g,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,,,['France'],[],[],,?,,352,-13%,"11,2",-43%,"55,9",+12%,7,+29%,,,,,,,,1473 kj(352 kcal),"3,4","26,8","0,4","0,16",,11.2 g,en quantité modérée,3.4 g,en quantité modérée,26.8 g,en quantité élevée,0.4 g,en quantité modérée,-12%,-55%,-4%,-34%,-34%,13,-27%,D,-27%,,,,,,,
1685,Pom'potes - Materne,3021760409312,,,,"['Materne', 'Pom Potes']",,,,,['France'],[],[],,?,,69,,"0,6",,"14,8",,"0,5",,,,,,,,,289 kj(69 kcal),"0,5","13,7","0,01","0,004",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,
1686,pomme royal gala -,3430067846513,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes sucrées', 'Pommes fraîches', 'Pommes gala']",,,,['France'],[],[],,?,,?,,?,,?,,?,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,P'tits fruits pommes/banane /prune,7613035070097,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés']",,,,['France'],[],[],,?,,60,-71%,"0,1",-90%,"13,5",-68%,"0,4",-64%,,,,,,,,251 kj(60 kcal),"0,01",11,"0,2","0,08",['en:gluten-free'],0.1 g,en faible quantité,0.01 g,en faible quantité,11 g,en quantité modérée,0.2 g,en faible quantité,-70%,-95%,-70%,+443%,+443%,-3,-173%,A,-173%,,,,,,,
1688,Fleur de sel aux épices - les salines marées breton - 120g,3760110130796,B,120g,,['les salines marées breton'],"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,,,['France'],[],[],,?,,?,,?,,?,,?,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,
1689,Graine de tournesol,8693641019528,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,,,['France'],[],[],,?,,557,-2%,10,-78%,15,+13%,28,+27%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,2330 kj(557 kcal),0,5,1,"0,4",,10 g,en quantité modérée,0 g,en faible quantité,5 g,en quantité modérée,1 g,en quantité modérée,-3%,-100%,+107%,-45%,-45%,11,-17%,D,-17%,,,,,,,
1690,Bethmale,0214048017849,,,,,,,,,['France'],[],[],,?,,371,,31,,1,,22,,,,,,,,,1552 kj(371 kcal),22,0,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,
1691,Ribs de bœuf marinade barbecue,2660499046972,,,,,,,,,['France'],[],[],,?,,265,,20,,"5,1",,16,,,,,,,,,1109 kj(265 kcal),"9,1","4,1","1,7","0,68","['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,,,,,,,,,,,,,,
1692,5122657222262,5122657222262,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,2278300071114,2278300071114,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,FOURME DE MONTBRISON - Marquet - 534gr,0200009038183,D,534 gr,['Plastique'],"['Marquet', 'Carrefour']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', 'Fourme de Montbrison']",,,['Carrefour'],['France'],"['LAIT pasteurise de vache', 'sel', ""Ferments lactiques et d'affinage"", 'presure', 'penicillium roqueforti', 'chlorure de calcium FROMAGES ET TERROIRS SNC WALCHLI Route de Montboudif - 15190 CONDAT-EN-FENIERS']",['Non végétalien'],3,?,,?,,?,,?,,?,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,['AOP'],,,,,,,,,,,,,,,,,,,,['Lait'],,,,
1695,Scitec nutrition,0728633110308,,,,['Scitec nutrition'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Café robusta moulu - Pouce - 250g,3596710160303,,250 g,,"['Pouce', 'Auchan']",,,,['Auchan'],['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Liqueur de café - bielle - 50cl,3361622900046,,50 cl,['Bouteille'],['Bielle'],"['Boissons', 'Boissons alcoolisées']",['Guadeloupe'],['marie galante'],,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,['SANS'],,,,,,
1698,Melange salade,3760135238231,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Raisin seedless -,8400255004051,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",,,,['France'],[],[],,?,,?,,?,,?,,?,,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,,,,,"['Bio', 'Bio européen', 'ES-ECO-002', 'ES-ECO-002-CM']",,,,,,,,,,,,,,,,,,,,,,,,
1700,Raisin seedless -,8400255004051,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",,,,['France'],[],[],,?,,?,,?,,?,,?,,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,,,,,"['Bio', 'Bio européen', 'ES-ECO-002', 'ES-ECO-002-CM']",,,,,,,,,,,,,,,,,,,,,,,,
1701,Nutisal 120G Dry Roasted Non Salted Yogurt Mix,7310350122608,,,,,,,,,['France'],[],[],,?,,562,,41,,33,,15,,,,,,,,,2351 kj(562 kcal),"4,8",20,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,
1702,0247267035295,0247267035295,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.068.002 CE', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,,
1703,Pâté de lapin à l'ancienne -,2253165016333,D,,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de lapin']",,,,['France'],[],[],,?,,312,+11%,"26,7",+19%,"3,1",+43%,15,-4%,76.8%,15.8%,3.6%,2.5%,1.1%,0.3%,38,1305 kj(312 kcal),"10,2","1,2","1,6","0,64",,26.7 g,en quantité élevée,10.2 g,en quantité élevée,1.2 g,en faible quantité,1.6 g,en quantité élevée,+12%,+20%,+49%,+3%,+3%,20,+18%,E,+18%,,,,,,,
1704,Foie gras de canard entier - Larnaudie - 300g,3113010134928,B,300 g,,['Larnaudie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",,,,['France'],"['Foie gras de canard', 'Sauternes ', '1,7%', 'sel', 'poivre', 'sucre', 'antioxydant: acide ascorbique ', 'E300', 'conservateur: nitrite de sodium ', 'E250']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,2002,-9%,?,,"48,4",-11%,"3,9",+61%,"8,5",+13%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,2002 kj(478 kcal),"22,3","2,6","0,77","0,308",,48.4 g,en quantité élevée,22.3 g,en quantité élevée,2.6 g,en faible quantité,0.77 g,en quantité modérée,-9%,-3%,+93%,-36%,-36%,18,-13%,D,-13%,,,,"['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,
1705,Sorbet bio fraise,3770011595013,C,,,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la fraise']",,,,['France'],[],[],,?,,0,-100%,?,,?,,?,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,0 kj(0 kcal),,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,-100%,,,,,,,,,,,,,,,
1706,Rillettes de porc - 350g,3661694000355,D,350 g,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,,,['France'],[],[],,?,,?,,?,,?,,?,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,
1707,Cerneaux de noix,2609928065016,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",,,,['France'],[],[],,?,,688,+0%,"63,8",-0%,"10,8",+11%,"14,7",-2%,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,2879 kj(688 kcal),"5,7",3,"0,01","0,004",,63.8 g,en quantité élevée,5.7 g,en quantité élevée,3 g,en faible quantité,0.01 g,en faible quantité,+0%,-3%,-6%,-37%,-37%,3,+16%,C,+16%,,,,,,,
1708,Tome de montagne,0243355018171,,,,,,,,,['France'],[],[],,?,,354,,28,,"1,6",,24,,,,,,,,,1481 kj(354 kcal),18,1,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1709,Bisque de langoustine - Conserverie Courtin,3268260000131,,,['Brique'],['Conserverie Courtin'],"['Produits de la mer', 'Bisques de Langoustines']",,,,['France'],[],[],,?,,31,-37%,"0,7",-68%,"0,9",-49%,"4,9",+49%,,,,,,,,130 kj(31 kcal),"0,2","0,4","0,75","0,3",,0.7 g,en faible quantité,0.2 g,en faible quantité,0.4 g,en faible quantité,0.75 g,en quantité modérée,-36%,-72%,-46%,-15%,-15%,0,-100%,B,-100%,,,,,,,
1710,Sirop de nappage,3760230174946,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Noix cajou crues,2600203065462,,,,,,,,,['France'],[],[],,?,,595,,"43,9",,"30,2",,"18,2",,,,,,,,,2489 kj(595 kcal),"7,8","5,9","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,
1712,Grated cheddar,25434002,,,,,,,,,['France'],[],[],,?,,416,,34,,"2,1",,25,,,,,,,,,1741 kj(416 kcal),21,"0,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,
1713,Pain blanc,0221075006722,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains blancs']",,,,['France'],[],[],,?,,268,-9%,"0,8",-86%,55,+9%,"9,2",+8%,,,,,,,,1121 kj(268 kcal),"0,3",0,"1,4","0,56",,0.8 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,-10%,-77%,-100%,+11%,+11%,4,-11%,C,-11%,,,,,,,
1714,moelleux au citron - alsa - 500g,3107700487180,,500g,,['Alsa'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Raisin golden,2600138019158,,,,,,,,,['France'],[],[],,?,,344,,"0,5",,"79,5",,"3,4",,,,,,,,,1439 kj(344 kcal),"0,1","59,2","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,
1716,Banane bio,0205411008137,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,['France'],[],[],,?,,?,,?,,?,,?,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,
1717,Jambon sec sup aveyron,2693024026576,E,,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,,['France'],[],[],,?,,159,-32%,6,-53%,"0,5",-15%,26,-10%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,665 kj(159 kcal),"2,2","0,5","5,7","2,28",,6 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,5.7 g,en quantité élevée,-32%,-55%,+33%,+14%,+14%,13,-22%,D,-22%,"['FR 12.301.002 CE', 'Villeneuve (Aveyron, France)']",,,,,,
1718,Risoto Garibaldi - M de Turenne - 170gr,3339335800403,,170 gr,,['M de Turenne'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Noisette Entière Décortiquée - La Noix Gaillarde - 1kg,3460422125014,D,1kg,['Sachet plastique'],['La Noix Gaillarde'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits à coques et dérivés', 'Aides culinaires', 'Produits déshydratés', 'Fruits à coques', 'Aliments à base de plantes séchées', 'Noisettes', 'Fruits à coques décortiqués', 'Fruits secs', 'Noisettes décortiquées', 'Aide pâtissière', 'Fruits décortiqués', 'Noisettes sèches']",['Turquie'],,['METRO'],['France'],['100% Noisette'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,?,,?,,?,,?,,92.4%,1.7%,0.0%,3.6%,2.2%,0.0%,45,,,,,,,,,,,,,,,,,,,,,,,,,Noisettes entières décortiquées,,,http://www.lanoixgaillarde.com,,
1720,Aceite de oliva virgen extra a la guindilla botella 250 ml - La Española,8410660101726,D,,,['La Española'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,['France'],[],[],,?,,900,+5%,100,+5%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,3766 kj(900 kcal),14,0,0,0,"['Sans colorants', 'Sans conservateurs']",100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+5%,0%,,-100%,-100%,6,-2%,C,-2%,,,,,,,
1721,Knack supérieure,2463759082785,,,,,,,,,['France'],[],[],,?,,290,,"27,1",,"0,3",,"11,2",,,,,,,,,1213 kj(290 kcal),"11,22","0,3","2,47","0,988",,,,,,,,,,,,,,,,,,,,,,,,,
1722,Soya vanille,7415788121770,,,,,,,,,['France'],[],[],,?,,54,,"1,7",,"6,5",,3,,,,,,,,,226 kj(54 kcal),"0,3","6,4","0,14","0,056",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,
1723,Organic rice chips,3800233070835,,,,,,,,,['France'],[],"['Végétalien', 'Végétarien']",,?,,108,,"3,8",,16,,"2,1",,,,,,,,,452 kj(108 kcal),"0,7","0,1","0,24","0,096","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Végétalien', 'BG-BIO-13', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,
1724,La croix du pin,65619360,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Mortadelle pistachee - La Jasse,3700118301132,E,,,['La Jasse'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Mortadelle']",,,,['France'],[],[],,?,,340,+21%,32,+34%,"0,7",-26%,13,-11%,73.5%,18.1%,3.9%,1.2%,0.7%,2.6%,24,1423 kj(340 kcal),12,"0,7","2,2","0,88",,32 g,en quantité élevée,12 g,en quantité élevée,0.7 g,en faible quantité,2.2 g,en quantité élevée,+23%,+38%,+38%,-4%,-4%,23,+14%,E,+14%,"['EMB 12063C', 'Cavalerie (Aveyron, France)', 'EMB 12083C', 'Cransac (Aveyron, France)']",,,,,,
1726,Noix de cajou grillées salées - Import magasin terre y fruits,3760177744394,E,,,['Import magasin terre y fruits'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,['France'],[],[],,?,,?,,?,,?,,?,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 37156D', 'Montlouis-sur-Loire (Indre-et-Loire, France)']",,,,,,
1727,Filet mignon fume - Charcuterie du blavet - 110,2243747021589,,110,,['Charcuterie du blavet'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.094.013 CE', 'Kervignac (Morbihan, France)']",,,,,,
1728,Jambon à l'ancienne cuit au torchon - U Saveurs,0253028031161,E,,,['U Saveurs'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,,,['France'],[],[],,?,,161,+6%,"7,9",+28%,"0,3",-40%,"22,1",-1%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,674 kj(161 kcal),"2,9","0,3","1,9","0,76","['Viande Française', 'Viande Porcine Française']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.3 g,en faible quantité,1.9 g,en quantité élevée,+6%,+20%,-38%,-3%,-3%,12,+23%,D,+23%,"['EMB 29004D', 'Bannalec (Finistère, France)']",,,,,,
1729,Aiguillettes de poulet - Blason D’or - 1,2276599020073,D,1,,['Blason D’or'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,['France'],[],[],,?,,?,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,"['FR 24.437.001 CE', 'Saint-Laurent-des-Vignes (Dordogne, France)']",,,,,,
1730,Nougat au miel - au délices des abeilles - 200g,3760019590806,,200 g,,['au délices des abeilles'],,['Produit en Limousin'],['ZA Bellevue 23230 Gouzon'],['Carrefour'],['France'],"['Sucre', 'miel 24%', 'amandes', 'sirop de glucose', 'noisettes', ""blancs d'oeufs"", 'pistaches 4%', 'papier azyme ', 'fécule de pommes de terre', 'huile de tournesol', ' Peut contenir des traces de farine de blé', 'lait', 'lécithine de soja et autres fruits à coque', ' -']",['Non végétalien'],4,?,,429,,16,,77,,"4,3",,,,,,,,,1795 kj(429 kcal),"0,7",67,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Fruits à coque']",['E322i - Lécithine'],,,
1731,Saucisses aux herbes,0206391025190,,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', ""Saucisses d'herbe""]",,,,['France'],[],[],,?,,188,-28%,"11,2",-39%,"1,79",+130%,"17,33",+14%,,,,,,,,787 kj(188 kcal),"4,19","0,73","1,96","0,784",,11.2 g,en quantité modérée,4.19 g,en quantité modérée,0.73 g,en faible quantité,1.96 g,en quantité élevée,-28%,-41%,+117%,+13%,+13%,14,-16%,D,-16%,"['FR 69.027.063 CE', 'Brignais (Rhône, France)']",,,,,,
1732,Guafrette Potatos - Fusion Variations - 99g,0860414002041,,99g,,['Fusion Variations'],,,,,['France'],[],"['Végétalien', 'Végétarien']",,?,,?,,?,,?,,?,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,
1733,Peanut butter & jealous Granola - Heart & Seed - 170g,0866911000030,,170g,,['Heart & Seed'],,,,,['France'],[],"['Végétalien', 'Végétarien']",,?,,?,,?,,?,,?,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,
1734,Escalope - LE GAULOIS - 250gr,0217638026573,,250gr,,['LE GAULOIS'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,parmigiano reggiano - nuova castelli,2449185017973,,,['Plastique'],"['nuova castelli', 's.p.a.']",['Fromage parmigiano'],,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['AOP'],,,,,,,,,,,,,,,,,,,,,,,,
1736,Comte fort rousses,0201597033321,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,['France'],[],[],,?,,419,+6%,35,+7%,"0,01",-98%,27,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1753 kj(419 kcal),23,"0,01","0,62","0,248",,35 g,en quantité élevée,23 g,en quantité élevée,0.01 g,en faible quantité,0.62 g,en quantité modérée,+6%,+6%,-96%,-36%,-36%,12,-10%,D,-10%,,,,,,,
1737,Pastille de miel de Vendée - 270g,3301080002616,,270 g,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,
1738,Maggi,03634967,,,,['Maggi'],,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,
1739,Galettes,3983680774782,,,,,,,,,['France'],[],[],,?,,97,,"5,1",,"7,6",,"2,9",,,,,,,,,406 kj(97 kcal),"0,7","2,4","0,55","0,22","['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,
1740,Brie de Meaux AOP au lait cru,0219741018247,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,,,['France'],[],[],,?,,271,-3%,21,-3%,"0,5",+5%,20,-3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1134 kj(271 kcal),16,"0,5",2,"0,8",,21 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,-3%,+5%,+98%,+12%,+12%,16,+5%,D,+5%,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,,
1741,Lychee,6924444800337,,,,,,,,,['France'],[],[],,?,,37,,0,,9,,0,,,,,,,,,155 kj(37 kcal),0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Coladoré,3770004893355,,,,,,,,,['France'],[],[],,?,,41,,0,,10,,0,,,,,,,,,172 kj(41 kcal),0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1743,boule fontenaise - Leclerc - 350grammes,3000010001650,,350 grammes,['sachet plastique'],['Leclerc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne']",,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Knack d'Alsace Sperieure,2228361042240,,,,,,,,,['France'],[],[],,?,,1297,,28,,0,,11,,,,,,,,,5427 kj(1297 kcal),11,0,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,
1745,Rillettes de canard - Sakari,3281230000283,D,,,['Sakari'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,,,['France'],[],[],,?,,320,-20%,31,-16%,"1,5",+160%,19,+17%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,1339 kj(320 kcal),"1,5","0,5","1,5","0,6",,31 g,en quantité élevée,1.5 g,en quantité modérée,0.5 g,en faible quantité,1.5 g,en quantité modérée,-20%,-88%,+99%,+9%,+9%,5,-74%,C,-74%,,,,,,,
1746,Ferfels Grillés - 500 g,3262240905003,,,,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Saucisson sec aux noisettes,2602604033262,D,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs aux noisettes']",,,,['France'],[],[],,?,,472,+10%,"41,1",+16%,"3,5",+34%,"22,1",-13%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,1975 kj(472 kcal),"15,9","1,4","3,92","1,568",['Sans colorants'],41.1 g,en quantité élevée,15.9 g,en quantité élevée,1.4 g,en faible quantité,3.92 g,en quantité élevée,+10%,+20%,-7%,-11%,-11%,25,+2%,E,+2%,"['FR 43.262.001 CE', 'Vieille-Brioude (Haute-Loire, France)']",,,,,,
