,name,bar_code,packaging,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,ingredients_origins,manufacturing,traceability_code,labels,markets,generic_name,brand_owner,palm_ingredients,link
372,Saucisses de Toulouse - La Nouvelle Agriculture,3265980165461,,['La Nouvelle Agriculture'],['France'],[],,,[],,?,272,1138 kj(272 kcal),23,"9,3","1,2",0,15,2,"0,8",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",23 g,en quantité élevée,9.3 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,,+25%,+24%,+40%,+45%,-28%,-100%,0%,+16%,+16%,20,+32%,E,+32%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,
373,Huile et vinaigre - Kraft,0068100900774,,['Kraft'],['France'],[],,,[],,?,70,293 kj(70 kcal),8,1,1,1,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,
374,Pois chiches cuits,8412258304670,,,['France'],[],,,[],,?,99,414 kj(99 kcal),"1,9","0,2","12,2","0,5","5,7","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Jambon blanc sans selitrite,2100032001445,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Jambon superieur traditionnel,2653801022436,,,['France'],[],,,[],,?,189,791 kj(189 kcal),11,"3,8","0,5","0,3",22,"1,8","0,72",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",11 g,en quantité modérée,3.8 g,en quantité modérée,0.3 g,en faible quantité,1.8 g,en quantité élevée,,+43%,+45%,+129%,+107%,-25%,-50%,+4%,-4%,-4%,12,+70%,D,+70%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,"['Viande Française', 'Viande Porcine Française', 'Qualité supérieure']",,,,,
377,Tomme de montagne Bio,2235921024936,,,['France'],[],,,[],,?,390,1632 kj(390 kcal),31,22,1,0,24,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,
378,Flan a la figue - Le Bio De Manon,3760240722441,,['Le Bio De Manon'],['France'],[],,,[],,?,13,54 kj(13 kcal),5,"2,2","14,1","13,1","6,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans conservateurs']",,,,,
379,"Club jambon, bacon, noisette, sauce cocktail",3700365097550,,,['France'],[],,,[],,?,252,1054 kj(252 kcal),"11,7","4,1","21,7","2,7","14,1","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Assortiment dejeunette - Cora,3021990131007,,['Cora'],['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Fusili con grano saraceno,8009580012313,,,['France'],[],,,[],,?,356,1490 kj(356 kcal),"1,7","0,4",70,"3,7",11,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Traiteur charcutier - Orocbat,3254637006783,,['Orocbat'],['France'],[],,,[],,?,241,1008 kj(241 kcal),26,9,2,1,14,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Purée de châtaigne des Cévennes,3576950002724,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,
384,Comté,0219747023757,,,['France'],[],,,[],,?,416,1741 kj(416 kcal),34,22,"0,5","0,5",27,"0,7","0,28",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.7 g,en quantité modérée,,+5%,+6%,+4%,+1%,+8%,+80%,+7%,-28%,-28%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)', 'EMB 25039', 'Avoudrey (Doubs, France)']",,,,,,
385,Paniers saumon poireaux,0384769161456,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Tartinade de thon,5601010322011,,,['France'],[],,,[],,?,209,874 kj(209 kcal),15,2,3,"2,5",15,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,
387,Pennette di segale 100%,8009580200154,,,['France'],[],,,[],,?,342,1431 kj(342 kcal),"1,5","0,4",71,"2,5","7,6","0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Biber tursusu,8691573086380,,,['France'],[],,,[],,?,20,84 kj(20 kcal),0,0,"4,51",0,"0,48",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Coca cola,8428148459184,"['Bouteille', 'Verre']",['Coca-Cola'],['France'],[],,,[],,180,42,180 kj(42 kcal),0,0,"10,6","10,6",0,0,0,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola']",0 g,en faible quantité,0 g,en faible quantité,10.6 g,en quantité élevée,0 g,en faible quantité,+117%,+100%,+102%,-100%,-100%,+97%,+102%,-100%,-100%,-100%,14,+90%,E,+90%,,,,,,,,,,,,,,,,,
390,Colleruita,8009441000022,,,['France'],[],,,[],,?,824,3448 kj(824 kcal),92,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Chorizo fort - Elpozo - 200g,8410843117872,,['Elpozo'],['France'],[],,,[],,?,476,1992 kj(476 kcal),42,"14,5","4,5","3,5",20,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,['Fabriqué en Espagne'],,,,,
392,"Poitrine de porc fumée -  - 0,199kg",2845169012925,,,['France'],[],,,[],,?,255,1067 kj(255 kcal),21,"7,8","1,2",0,17,2,"0,8",E,"['Viandes', 'Porc', 'Poitrine de porc']",21 g,en quantité élevée,7.8 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,,-8%,-6%,-6%,-8%,+28%,-100%,+3%,-15%,-15%,18,-6%,D,-6%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,"0,199 kg",,,,['en:gluten-free'],,,,,
393,Soupe topinambours,3276350305011,,,['France'],[],,,[],,?,33,138 kj(33 kcal),"0,31","0,01","6,3","3,8","0,8","0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,champignons - Ruol - 200g,4200200096,,['Ruol'],['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Légumes frais', 'Champignons frais']",,,,,,,,,,,,,,,,,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,200 g,,,,,,,,,
395,Choco Quick - Krüger,4046746051711,,['Krüger'],['France'],[],,,[],,?,381,1594 kj(381 kcal),"2,9","1,4","81,21","74,2","4,3","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Noix de st Jacques et fondu de poireau - Mix Buffet,3700009268483,,['Mix Buffet'],['France'],[],,,[],,?,133,556 kj(133 kcal),"4,5","2,8",16,"1,5","5,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Caillette au chevre,3421010004968,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Pesto d'ail des ours,0316410111039,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Pot au feu de la drome orogone france,3000050041319,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Pot au feu de la drome orogone france,3000050041319,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Pâté de friton,0237026025063,,,['France'],[],,,[],,?,231,967 kj(231 kcal),"16,9","6,8","0,5","0,5","19,8","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Knorr Minestra D'orzo Ast 0,8001080018062,,['Knorr'],['France'],[],,,[],,?,48,201 kj(48 kcal),"0,5","0,1","8,3","0,7","1,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Olives vertes goût anchois,3760118830568,,,['France'],[],,,[],,?,146,611 kj(146 kcal),14,"2,4","3,3","0,5","1,5","3,4","1,36",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', ""Olives vertes farcies à l'anchois""]",14 g,en quantité modérée,2.4 g,en quantité modérée,0.5 g,en faible quantité,3.4 g,en quantité élevée,,-3%,-3%,-7%,-13%,+341%,+367%,+12%,+10%,+10%,13,+7%,D,+7%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,
404,Toffifee,4014400923162,,,['France'],[],,,[],,?,522,2184 kj(522 kcal),"28,8","12,7",59,"48,9",6,"0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Rillettes d'oie artisanale - Saveurs des mauges,3340584105164,,['Saveurs des mauges'],['France'],[],,,[],,?,408,1707 kj(408 kcal),38,16,0,0,17,"1,6","0,64",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', ""Rillettes d'oie""]",38 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,+2%,+2%,+3%,+34%,-100%,-100%,+7%,+23%,+23%,22,+13%,E,+13%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,"['FR 49.239.001 CE', 'Pin-en-Mauges (Maine-et-Loire, France)', 'EMB 49239A', 'Pin-en-Mauges (Maine-et-Loire, France)']","['en:gluten-free', 'Fabriqué en France']",,,,,
406,Cantal entre-deux,2441830033451,,,['France'],[],,,[],,?,376,1573 kj(376 kcal),30,22,"1,5","0,5",25,2,"0,8",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal entre-deux']",30 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,+2%,+2%,+2%,+8%,+27%,+8%,0%,-1%,-1%,17,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
407,Saucisson sec - 250g,3449865294181,,,['France'],[],,,[],,?,408,1707 kj(408 kcal),34,14,"1,6","1,1",24,"3,6","1,44",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",34 g,en quantité élevée,14 g,en quantité élevée,1.1 g,en faible quantité,3.6 g,en quantité élevée,,+1%,+1%,+8%,+14%,-28%,-20%,-13%,-23%,-23%,25,+4%,E,+4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,250 g,,,,"['Viande Française', 'Viande Porcine Française']",,,,,
408,Coulommiers au lait cru,0209839031814,,,['France'],[],,,[],,?,282,1180 kj(282 kcal),22,15,0,0,21,"1,7","0,68",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Coulommiers']",22 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,+1%,+2%,-1%,-3%,-100%,-100%,+11%,+14%,+14%,15,+6%,D,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
409,Huile d'olive - Le Trésor des Oliviers - 75cl,3240266105034,,['Le Trésor des Oliviers'],['France'],"[""Huile d'Olive Vierge Extra extraite à froid"", 'issue de variété ""Verdale"" produite dans notre moulin']",,,[],2,?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,75 cl,,,,,,,,,
410,Haricot Noir chocolat blanc matcha,3770004896493,,,['France'],[],,,[],,?,499,2088 kj(499 kcal),"25,2","11,7","55,6","42,8","15,1","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Jambon à l ancienne,2244057021658,,,['France'],[],,,[],,?,153,640 kj(153 kcal),7,"2,9","0,5","0,5",22,"1,9","0,76",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",7 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+1%,+0%,+14%,+20%,+1%,+3%,-1%,-3%,-3%,11,+13%,D,+13%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,
412,Mini Croustillants...,3341181020249,,,['France'],[],,,[],,?,271,1134 kj(271 kcal),"18,3","5,56","14,6",2,"10,1","1,33","0,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Nuggets de poulet,2855243007594,,,['France'],[],,,[],,?,221,925 kj(221 kcal),13,"2,3",14,"0,6",12,"1,5","0,6",D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",13 g,en quantité modérée,2.3 g,en quantité modérée,0.6 g,en faible quantité,1.5 g,en quantité modérée,,-1%,-1%,+16%,+15%,-17%,-54%,-6%,+28%,+28%,5,+36%,C,+36%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,,,['Halal'],,,,,
414,Yaourts natures sucrés - Les Eleveurs de la Charentonne,3359794312422,['Frais'],['Les Eleveurs de la Charentonne'],['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au lait de vache', 'Yaourts sucrés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,
415,Tripes au muscadet,2639991034701,,,['France'],[],,,[],,?,212,887 kj(212 kcal),"5,5","2,9","0,8","0,8","5,5","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 38.449.003 CE', 'Saint-Quentin-Fallavier (Isère, France)']",,,,,,
416,Rôti de porc supérieur aux herbes,3517738126614,,,['France'],[],,,[],,?,118,494 kj(118 kcal),"2,9","1,3","0,8","0,7",21,"2,2","0,88",E,"['Viandes', 'Porc', 'Rôtis de porc']",2.9 g,en faible quantité,1.3 g,en faible quantité,0.7 g,en faible quantité,2.2 g,en quantité élevée,,-18%,-17%,-42%,-38%,-2%,+12%,-6%,+28%,+28%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,['Fabriqué en France'],,,,,
417,Pepins de courges sans coque grillés - Arev,3700066105479,,['Arev'],['France'],[],,,[],,?,575,2406 kj(575 kcal),"49,5","8,54","14,71","1,29","29,84",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Emmental français,0262200025324,,,['France'],[],,,[],,?,380,1590 kj(380 kcal),30,21,"0,5","0,5",27,"0,64","0,256",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.64 g,en quantité modérée,,+0%,+1%,+2%,+6%,-18%,+6%,-3%,+9%,+9%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
419,Ribs,3273625826684,,,['France'],[],,,[],,?,232,971 kj(232 kcal),"15,3","5,8","1,7","1,6","21,8","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Point Vert']",,,,,
420,Funny crisp,5010277754211,,,['France'],[],,,[],,?,444,1858 kj(444 kcal),"13,83","3,6","65,7",14,"10,8","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Rret de porc Le Jarreton Tradition,3504900072800,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,
422,Emmental,3560780279722,,,['France'],[],,,[],,?,360,1506 kj(360 kcal),28,20,0,0,"8,1","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,
423,L'Emmental Français,3412290028942,,,['France'],[],,,[],,?,377,1577 kj(377 kcal),29,"19,5",2,2,27,"0,7","0,28",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",29 g,en quantité élevée,19.5 g,en quantité élevée,2 g,en faible quantité,0.7 g,en quantité modérée,,-1%,-0%,-2%,-2%,+229%,+323%,-3%,+19%,+19%,12,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,['en:produced-in-bretagne'],,,,,
424,Stonebaked sweet chili chicken pizza - Tesco,5054402006189,,['Tesco'],['France'],[],,,[],,?,224,937 kj(224 kcal),"5,7","2,2","30,2","5,9","11,8","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,2228000090236,2228000090236,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Le bonta del casale,0203130064946,,,['France'],[],,,[],,?,158,661 kj(158 kcal),"10,7","1,2","12,6","12,6","3,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,"Vin rouge - Vacqueyras - 0,75",3359950269447,,['Vacqueyras'],['France'],[],,,[],,?,?,,?,,?,,?,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,"0,75",,,,,,,,,
428,Fromage Fouetté Au Chèvre 24 %,3236240075950,,,['France'],[],,,[],,?,252,1054 kj(252 kcal),24,17,3,3,6,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Confit de pomme à la Clémentine Corse,3700723800754,,,['France'],[],,,[],,?,217,908 kj(217 kcal),"0,8","0,1",53,"51,2","0,043","0,043","0,017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,découpe de dinde - Savanic en Vendée - 2,0255561013840,['sous atmosphère protectrice'],['Savanic en Vendée'],['France'],[],,,[],,?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,2,,,"['FR 85.046.003 CE', 'Chaize-le-Vicomte (Vendée, France)']","['Viande-francaise', 'Volaille-francaise']",,,,,
431,Raclette de savoie IGP,2480190034906,,,['France'],[],,,[],,?,364,1523 kj(364 kcal),29,20,"0,4",0,27,"1,6","0,64",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Raclettes', 'Raclette de Savoie']",29 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,-1%,-0%,-2%,-2%,+7%,-100%,+9%,-4%,-4%,16,+3%,D,+3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
432,Parmigiano,0203130054909,,,['France'],[],,,[],,?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
433,De Venoge - Cordon Bleu Brut Select,3291690500018,,,['France'],[],,,[],,?,200,837 kj(200 kcal),2,1,2,1,1,2,"0,8",D,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",2 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,2 g,en quantité élevée,,-10%,-10%,-83%,-69%,-86%,-37%,-92%,+54%,+54%,10,+41%,C,+41%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,
434,Poulet - La Nouvelle Agriculture,0213319043297,,['La Nouvelle Agriculture'],['France'],[],,,[],,?,179,749 kj(179 kcal),11,"2,8",0,0,20,"0,15","0,06",D,"['Viandes', 'Volailles', 'Poulets']",11 g,en quantité modérée,2.8 g,en quantité modérée,0 g,en faible quantité,0.15 g,en faible quantité,,+19%,+19%,+89%,+87%,-100%,-100%,-2%,-82%,-82%,-1,-171%,A,-171%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
435,Pizza tartiflette,0202234043628,,,['France'],[],,,[],,?,322,1347 kj(322 kcal),17,"8,1",27,"0,7",15,"3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Merguez veritables,0261378023422,,,['France'],[],,,[],,?,224,937 kj(224 kcal),"17,6","8,7","1,2",0,"15,1","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Terrine aux chataignes,3760257852469,,,['France'],[],,,[],,?,395,1653 kj(395 kcal),"36,8","14,3","0,3","0,3","15,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Roti de porc fumé 4 tranches,0278402018965,,,['France'],[],,,[],,?,?,,?,,?,,?,,,E,"['Viandes', 'Porc', 'Rôtis de porc']",,,,,,,,,,,,,,,,,,,,,,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,"['FR 35.238.019 CE', 'Rennes (Ille-et-Vilaine, France)']",,,,,,
439,Chorizo iberico,8436011770755,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Boudin de langue,2610256016922,,,['France'],[],,,[],,?,296,1238 kj(296 kcal),"23,9","8,9","1,8","1,57","18,5","1,12","0,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 81.003.003 CE', 'Alban (Tarn, France)']","['Viande Française', 'Viande Porcine Française']",,,,,
441,Hoisin Marinade - Sharwood's,5000197503969,,"[""Sharwood's""]",['France'],"['tomato', 'sugar', 'fermented soy bean paste ', '15%', ' ', 'water', 'fermented soy bean', 'salt', 'wheat flour', 'sugar', 'rice flour', 'vinegar', 'modified corn starch', 'garlic', 'chinese 5 spice', 'sesame oil', 'colour ', 'ammonia caramel', 'salt', 'onion powder chilli paste', 'allergy advfor allergens including cerais containing gluten', 'please see ingredients in bold', 'produced on a site which handles egg', 'fish', 'milk', 'celery', 'mustard and fibre protein salt per 1/4b ', '72g', ' cona enery 5210 123kc of an ad reference per 10 724k', '/1t molluscs', 'store in a cool,dry place,once opened', 'refrigerate ,use within 7 days,']","['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']","['Céleri', 'Poisson', 'Gluten', 'Lait', 'Moutarde']","['Non végétalien', 'Non végétarien']",4,?,715,2992 kj(715 kcal),"1,3","0,1","37,6","33,6","1,5","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Miel,1420461211705,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Grattons,2424910023221,,,['France'],[],,,[],,?,715,2992 kj(715 kcal),65,26,"4,7","0,5",28,"1,14","0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Amilou Beldi,6110123002004,,,['France'],[],,,[],,?,660,2761 kj(660 kcal),62,7,14,14,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Camargue Le Saunier,3183280006805,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
