,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,traceability_code,additives,nova_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,ingredients_origins,allergens,generic_name,packaging,manufacturing,markets,brand_owner,link,palm_ingredients
1448,Sambal - ABC - 340g,0711844120013,['France'],"['piment', 'eau', 'sucre', 'sel', 'ail', 'amidon de tapioca', ""correcteur d'acidité "", 'E260', 'vitamine C', ""correcteur d'acidité "", 'E330']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['ABC', 'Heinz']",,"['E260 - Acide acétique', 'E300 - Acide ascorbique', 'E330 - Acide citrique']",3,"['Epicerie', 'Sauces', 'Sauces pimentées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340 g,,,,,"['Bouteille', 'Verre', 'Capsule', 'Métal']",,,,,
1449,Vitamin D3 Spray,0712038059898,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,9,"3,6",,,,,"['Compléments alimentaires', 'Vitamines']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,+1955%,+1955%,10,+258%,C,+258%,,,,,,,,,,,,,,,,,,,
1450,Vitamine C Serum - 20ml,0712038326730,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 ml,,,,,,,,,,
1451,Mix de 18 Cookies Vanille aux Pépites de Chocolat et Tout Chocolat - The Vegan Elephant,0712038815418,['France'],"['Farine de blé*', 'sucre blond de canne*', 'pépites de chocolat noir à 60 % de cacao ', 'pâte de cacao', 'sucre de canne blond', 'beurre de cacao', 'émulsifiant : lécithine de tournesol', 'extrait de vanille', 'huile de coco*', ""poudre d'amande*"", ""purée d'amande*"", 'poudre de cacao*', 'vanille de Bourbon*', 'sel*', 'poudre à lever* ', 'amidon de blé', 'bicarbonate de sodiumn', 'tartrate monopotassique', ' *Produit', 's', "" d'agriculture biologique""]","['Végétalien', 'Végétarien']",?,470,1966 kj(470 kcal),26,"15,5",49,23,"8,7","0,45","0,18",['The Vegan Elephant'],,"['E322i - Lécithine', 'E336i - Tartrate monopotassique']",4,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",26 g,en quantité élevée,15.5 g,en quantité élevée,23 g,en quantité élevée,0.45 g,en quantité modérée,,-4%,-5%,+11%,+31%,-21%,-29%,+33%,-18%,-18%,16,-25%,D,-25%,D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,"['Bio', 'Végétarien', 'Végétalien']",,"['Gluten', 'Fruits à coque']",,,,,,,
1452,Mush,0712073968971,"['France', 'États-Unis']","['Coconut mylk ', 'filtered water', 'coconut', 'oats', 'apple juice infused blueberries', 'sea salt']",[],?,159,665 kj(159 kcal),"5,29","2,35","22,94","5,88","4,12","0,102","0,041",,,,3,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",5.29 g,en quantité modérée,2.35 g,en quantité modérée,5.88 g,en quantité modérée,0.102 g,en faible quantité,,-54%,-54%,-7%,+49%,-61%,+3%,-56%,-66%,-66%,-1,-161%,A,-161%,,,,,,,,,,,,['Avoine'],,,,,MUSH,,
1453,Kate Percy's Go Bites Refuel Apricot & Seeds Energy Balls 36G,0712190984069,['France'],[],[],?,360,1506 kj(360 kcal),"11,4","1,4",52,"41,1","7,3","0,1","0,04",,,,,"['Snacks', 'Snacks sucrés', 'Confiseries']",11.4 g,en quantité modérée,1.4 g,en faible quantité,41.1 g,en quantité élevée,0.1 g,en faible quantité,,-14%,-14%,-22%,-78%,-22%,-17%,+73%,-32%,-32%,14,-23%,D,-23%,,,,,,,,,,['en:gluten-free'],,,,,,,,,
1454,Death valley root bear -  g,0712274001385,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,
1455,Hdcur08,0712316947169,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Item'],,,,,
1456,Creatine,0712411964580,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,Whey protein,0712411964597,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,28,"0,221","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,Filets de poulet à l'huile d'olive et au sel de mer - Bofrost - 600g,0712569013680,"['France', 'Allemagne']",[],[],?,109,456 kj(109 kcal),"2,5","0,6","1,5","0,5",20,1,"0,4",['Bofrost'],,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",2.5 g,en faible quantité,0.6 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,,-17%,-16%,-13%,-20%,+213%,+106%,-12%,+33%,+33%,0,,B,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,600g,,,,,,,,,,
1459,Cordons bleus volaille - Bofrost,0712569063869,['France'],"['Filet de poulet 60%', 'panure 20% ', 'farine de blé', 'eau', 'amidon modifié de blé', 'amidon de blé', 'sel', 'épices ', 'curcuma', 'piment', 'levure', 'jambon de dinde 7% ', 'viande de dinde', 'sel nitrité ', 'sel', 'conservateur ', 'nitrite de sodium', 'maltodextrine', 'dextrose', ""extrait d'épices "", 'poivre', 'macis', 'ail', 'gouda 7 % ', 'Lait de vache pasteurisé', 'sel', 'ferments lactiques', 'présure microbienne', 'eau', 'huile de colza', 'huile de palme', 'sel', 'maltodextrine', 'dextrose', 'amidon de pomme de terre modifié', 'sucre', 'extrait de poivre', ' ', ""Traces d'œuf"", 'fruits à coque', 'céleri', 'moutarde']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,182,761 kj(182 kcal),"7,3","2,2",12,"0,5",17,"1,2","0,48",['Bofrost'],,"['E14XX - Amidons modifiés', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",7.3 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,1.2 g,en quantité modérée,,-18%,-18%,-40%,-31%,-14%,-68%,+29%,-8%,-8%,4,-44%,C,-44%,E,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,"['Gluten', 'Lait']",,,,,,,['Huile de palme']
1460,"Hähnchen-roulade ""Waldpilz-frischkäse"" - Bofrost",0712569113014,['France'],"['Filet de poulet 56 %', 'peau de poulet aux épices 24 % ', 'peau', 'huile de colza', 'graisse de palme', 'sel', 'épices ', 'paprika', 'graines de moutarde', 'poivre noir', 'oignon', 'piment chili', 'lactose', 'eau', 'fromage frais 4 % ', 'lait', 'sel', 'ferments lactiques', 'présure microbienne', 'champignons forestiers 3 % ', 'champignons de Paris', 'cèpes', 'pleurote en huître', 'nameko', 'bolets jaunes', 'gouda ', 'lait de vache', 'sel', 'ferments lactiques', 'présure microbienne', 'oignon', 'sel', 'amidon modifié de pomme de terre', 'maltodextrine', 'dextrose', 'flocons de pomme de terre', 'plantes aromatiques ', 'persil', 'ciboulette', 'thym']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,207,866 kj(207 kcal),"15,4","6,5","0,9","0,6",16,"1,3","0,52",['Bofrost'],,['E14XX - Amidons modifiés'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Moutarde']",,,,,,,['Huile de palme']
1461,Hähnchen- Kürbiskernschnitzel Steirische Art,0712569113144,['France'],[],[],?,162,678 kj(162 kcal),4,1,13,2,18,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Free soul,0712755998326,['France'],[],"['Végétalien', 'Végétarien']",?,363,1519 kj(363 kcal),"3,8","0,9","14,5","0,2","65,5","3,89","1,556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,
1463,flower choco biscuits - 157g,0712963004222,['France'],[],[],?,504,2109 kj(504 kcal),"25,2","14,6","59,9","32,6","6,8","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157 g,,,,,,,,,,
1464,Choco stocks - Gross&co - 115g,0712963004239,['France'],"['FR Biscuit recouvert de chocolat noir', ' Chocolat noir ', 'cacao en pâte', 'beurre de cacao', 'émulsifiant lécithine de tournesol', 'arôme de vanille', ' 45%', 'farine de blé', 'sucre', 'huile de palme', 'amidon de froment', 'sel de mer', 'arôme naturel', 'poudres à lever ', ""carbonate acide d'ammonium et de sodium"", ' Produit contient blé', ' Traces de fruits à coque ', 'noisette', 'amande', 'Œuf et soja']","['Huile de palme', 'Non végétalien']",?,507,2121 kj(507 kcal),"25,6","15,1","60,4","34,4","6,1","0,18","0,072",['Gross&co'],,"[""E503ii - Carbonate acide d'ammonium""]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115 g,,,['Gluten'],,,,,,,['Huile de palme']
1465,"Sarabeth's, orange apricot marmalade",0713109160017,"['France', 'États-Unis']","['Oranges', 'sugar', 'dried apricots ', 'contains sulfur dioxide to promote color retention', 'water ', 'to rehydrate the apricots', 'pineapple']",[],?,150,628 kj(150 kcal),0,0,40,40,0,0,0,"['Sarabeth’s', ""Sarabeth's""]",,,3,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""en:Marmelades d'oranges et d'abricots""]",0 g,en faible quantité,0 g,en faible quantité,40 g,en quantité élevée,0 g,en faible quantité,,-37%,-37%,-100%,-100%,-32%,-29%,-100%,-100%,-100%,9,-25%,C,-25%,,,,,,,,,,,,,,,,,"Sarabeth's Kitchen, Inc.",,
1466,Sarabeth's Legendary Spreadable Fruit Strawberry Raspberry,0713109160130,['France'],"['ING PS EDI ENTS: Berries ', 'strawberries', 'raspberries', 'sugar', 'lemon juice']",[],?,160,669 kj(160 kcal),0,0,36,32,0,0,0,['Sarabeth’s'],,,3,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges']",0 g,en faible quantité,0 g,en faible quantité,32 g,en quantité élevée,0 g,en faible quantité,,-27%,-28%,-100%,-100%,-32%,-37%,-100%,-100%,-100%,3,-67%,C,-67%,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,['Bio'],,,,,,,,,
1467,Sparkling Yuzu Original - Sansu,0713382691413,['France'],[],[],?,28,117 kj(28 kcal),0,0,"7,1","7,1",0,,,['Sansu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,Boisson Yuzu Et Goyage Rose - Sansu - 250ml,0713382691451,['France'],[],[],?,28,117 kj(28 kcal),0,0,7,7,0,0,0,['Sansu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 ml,,,,,,,,,,
1469,Yuzu and cucumber - Sansu,0713382691468,['France'],[],[],?,70,293 kj(70 kcal),0,0,"17,8","17,8",0,,,['Sansu'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,Boisson Yuzu Et Myrtille - San Su - 250ml,0713382691475,['France'],"['Eau', 'jus de raisin rouge', 'jus de poire', 'pur jus de yuzu ', '6%', 'purée de myrtille ', '4%', 'jus de raisin désionisé', ""extrait d'huile de yuzu"", 'vitamine C']",[],?,33,138 kj(33 kcal),0,0,"8,2","8,2",0,0,0,['San Su'],,,1,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité élevée,0 g,en faible quantité,,-41%,-43%,-100%,-100%,-27%,-13%,-100%,-100%,-100%,11,+44%,E,+44%,,,,,,,,,250 ml,,,,,,,,,,
1471,Chocolate Hazelnut Granola - Meijer,0713733164139,"['France', 'États-Unis']","['Whole rolled oats', 'milled cane sugar', 'rice flour', 'whole oat flour', 'expeller pressed canola oil', 'chocolate chunks ', 'unsweetened chocolate', 'sugar', 'anhydrous dextrose', 'soy lecithin [an emulsifier]', 'vanilla extract', 'hazelnuts', 'honey', 'salt', 'natural flavor', 'barley malt syrup']",['Non végétalien'],?,436,1824 kj(436 kcal),"14,55","1,82","70,91","25,45","10,91","0,25","0,1",['Meijer'],,['E322i - Lécithine'],4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",14.6 g,en quantité modérée,1.82 g,en quantité modérée,25.4 g,en quantité élevée,0.25 g,en faible quantité,,+25%,+25%,+155%,+15%,+21%,+347%,+15%,-17%,-17%,7,+329%,C,+329%,,,,,,,,,,,,"['Fruits à coque', 'Soja']",,,,['Meijer'],"Meijer, Inc.",,
1472,0713757858229,0713757858229,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,Grissini - Alis,0714225006104,['France'],[],[],?,391,1636 kj(391 kcal),?,"0,8",?,"1,3","12,5","2,3","0,92",['Alis'],,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,0.8 g,en faible quantité,1.3 g,en faible quantité,2.3 g,en quantité élevée,,-7%,-7%,,-65%,,-48%,+10%,+21%,+21%,,,,,B,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,,,
1474,Dark chocolate bananito - Mighty Bee,0714573287385,['France'],"['Solar Dried Banana ', '80%', 'Dark Chocolate ', '20%', ' ', 'Cacao Mass', 'Cane Sugar', 'Cacao Butter', 'Soya Lecithin as Emulsifier', 'Natural Vanilla Extract']",[],?,344,1439 kj(344 kcal),"8,2","4,9","68,5","51,1","2,9",8,"3,2",['Mighty Bee'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,Babanito,0714573287408,['France'],[],[],?,437,1828 kj(437 kcal),"16,2",7,"66,7","42,7","6,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,Lesters Fixins Soda - Chocolate Bacon - Lester Fixins,0714834005659,['France'],"['Spring Water,cane sugar,citric acid', 'sodium benzoate ', 'preservative', ',caramel color,natural&artificial flavors', 'red 40']",[],?,170,711 kj(170 kcal),0,0,42,0,0,"2,5",1,['Lester Fixins'],,"['E330 - Acide citrique', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Centravite (multivitamin),0715124052063,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,Chocolat - Chocolat Madagascar,0715547889789,['France'],[],[],?,581,2431 kj(581 kcal),50,30,15,0,15,"0,04","0,016",['Chocolat Madagascar'],,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",50 g,en quantité élevée,30 g,en quantité élevée,0 g,en faible quantité,0.04 g,en faible quantité,,+4%,+5%,+27%,+30%,-61%,-100%,+96%,-14%,-14%,17,-20%,D,-20%,D,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"['Bio', 'Bio européen', 'en:MG-BIO-154']",,,,,,,,,
1479,Gelée de muscade,0715615092424,['France'],[],[],?,60,251 kj(60 kcal),0,0,15,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Mochi Mix Thé Vert & Haricot Rouge - Sun Wave - 230g,0715685122090,['France'],"['Maltose', 'poudre de riz gluant', 'pâte de haricots rouges huile de palme', 'sucre', 'arôme', 'stabilisant E452', 'pâte de thé vert ', 'haricot sabre', 'maltose', 'huile de palme', 'stabilisant ', 'E452', 'poudre de thé vert', 'arôme', 'sucre', 'fécule de pomme de terre', 'colorant ', 'E133', 'E110', 'conservateur ', 'E200', ' ', '<0,5g/kg']",['Huile de palme'],?,289,1209 kj(289 kcal),"1,5","0,3","66,9","52,1","1,8","0,002","0,001",['Sun Wave'],,"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",1.5 g,en faible quantité,0.3 g,en faible quantité,52.1 g,en quantité élevée,0.002 g,en faible quantité,,-5%,-6%,-63%,-79%,+2%,+75%,-29%,-99%,-99%,13,+27%,D,+27%,,,,,,,,,230 g,,,,Assortiment de gâteaux de riz japonais- Mochi Mix Thé Vert & Haricot Rouge,['Plastique'],,,,,['Huile de palme']
1481,Mochis au Haricot Mungo - Sun Wave - 180g,0715685122137,['France'],"['Maltose', 'poudre de riz gluant', 'pâte de haricot mungo', 'sucre', 'fécule de pomme de terre', 'E133', 'E110', 'acide sorbique ', '<0,5g/kg']",[],?,284,1188 kj(284 kcal),1,"0,2","67,2",55,"1,5","0,002","0,001",['Sun Wave'],,"['E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",4,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Mochi']",1 g,en faible quantité,0.2 g,en faible quantité,55 g,en quantité élevée,0.0021 g,en faible quantité,,-6%,-8%,-75%,-86%,+2%,+85%,-41%,-99%,-99%,13,+27%,D,+27%,,,,,,,,,180 g,,,,Cake de riz Japonais Haricot Mungo - Mochis au Haricot Mungo,['Plastique'],,,,,
1482,Rasberries - Driscoll's,0715756100446,['France'],[],[],?,10,42 kj(10 kcal),1,1,1,1,1,1,"0,4","[""Driscoll's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,Ravens Wood -,0715826501036,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bouteille', 'Verre']",,,,,
1484,Sweetener - United American Industries Inc,0716123123846,"['France', 'États-Unis']","['Purified water', 'organic stevia leaf extract', 'natural flavors', 'vanilla extract']",[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,['United American Industries Inc'],,,4,"['Édulcorants', 'Sucres']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,B,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,['Amazon'],"United American Industries,Inc",,
1485,Édulcorant à la stévia - 115g,0716123126786,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115 g,,,,,,,,,,
1486,Juicy ? Strawberry Fields,0716165171911,['France'],"[""SURGEON GENERAL'S WARNING: Use The Risk of Infertility"", 'Stillbiflh And Low Birtl Weight']",[],?,1,4 kj(1 kcal),1,1,1,1,1,0,0,['Juicy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,
1487,Feuille,0716165174011,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['card-unknown'],,,,,
1488,Blueberry flavored rolls,0716165178057,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,"Raw Classic Supernatural 12""",0716165179696,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Bubblegum,0716165201397,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Blunt Juicy Jay Hemp Wrap Tropical Passion,0716165281290,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Dried Mangoes - 7.05oz,0716221050044,['France'],[],[],?,160,669 kj(160 kcal),0,0,39,32,"0,5",0,0,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",0 g,en faible quantité,0 g,en faible quantité,32 g,en quantité élevée,0 g,en faible quantité,,-52%,-53%,-100%,-100%,-33%,-26%,-88%,-100%,-100%,3,-37%,C,-37%,,,,,,,,,7.05 oz,['Halal'],,,,,,,,,
1493,Mangos deshidratados -,0716221050143,"['France', 'Espagne']",[],[],?,346,1448 kj(346 kcal),0,0,82,64,2,0,0,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mangues séchées']",0 g,en faible quantité,0 g,en faible quantité,64 g,en quantité élevée,0 g,en faible quantité,,+5%,+5%,-100%,-100%,+9%,+11%,+6%,-100%,-100%,7,+5%,C,+5%,,,,,,,,,,['en:gluten-free'],,,,,,,,,
1494,Cebu Dried Mangoes 200G - Profood - 200g,0716221050594,['France'],"['MANGUE', 'SUCRE', 'METABISULFITE DE sodium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,333,1393 kj(333 kcal),0,0,83,"64,3",0,"0,15","0,06",['Profood'],,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,['Anhydride sulfureux et sulfites'],,,,,,,
1495,Dried Guyabano - 100g,0716221050709,['France'],[],[],?,?,,?,,?,,?,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,
1496,Dried green mangoes,0716221051867,['France'],[],[],?,360,1506 kj(360 kcal),0,0,85,17,0,"0,024","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,Mangues -  - 100g,0716221056251,['France'],[],[],?,309,1293 kj(309 kcal),"0,3","0,1",73,55,"3,5","3,25","1,3",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mangues séchées']",0.3 g,en faible quantité,0.1 g,en faible quantité,55 g,en quantité élevée,3.25 g,en quantité élevée,,-6%,-6%,-54%,-44%,-3%,-5%,+85%,+1567%,+1567%,16,+141%,D,+141%,,,,,,,,,100 g,['en:gluten-free'],,,,,,,,,
1498,salted caramel in dark chocolate - Chocolove,0716270040027,"['France', 'États-Unis']","['Dark chocolate ', 'cocoa liquor*', 'sugar', 'cocoa butter*', 'soy lecithin', 'vanilla', 'caramel ', 'organic tapioca syrup', 'organic cane sugar', 'organic nonfat milk', 'organic heavy cream', 'organic butter ', 'cream', 'salt', 'salt', 'carrageenan', 'sodium citrate', 'organic vanilla extract ', '2 fold', 'organic soy lecithin as an emulsifier', 'vitamin e ', 'mixed tocopherols', ' added to preserve freshness', 'palm oil', 'butter oil', 'sea salt']","['Huile de palme', 'Non végétalien']",?,500,2092 kj(500 kcal),"33,33",20,"56,67","43,33","3,33","0,458","0,183",['Chocolove'],,"['E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium']",4,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",33.3 g,en quantité élevée,20 g,en quantité élevée,43.3 g,en quantité élevée,0.458 g,en quantité modérée,,-4%,-4%,+10%,+21%,+6%,-8%,-46%,+133%,+133%,22,-9%,E,-9%,,,,,,,,,,,,"['Lait', 'Soja']",,,,['Whole Foods'],"Creative Natural Products, Inc.",,
1499,U.s. Peanut butter,0717273501584,['France'],[],[],?,180,753 kj(180 kcal),2,2,3,3,7,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,U.s. Peanut butter,0717273501584,['France'],[],[],?,180,753 kj(180 kcal),2,2,3,3,7,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Mixed pickles - Marinades Mélangées - Medium Hot - Pasco - 283g,0717860000216,['France'],[],[],?,?,,?,,?,,?,,,['Pasco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283g,,,,,,,,,,
1502,Hot lime chutney,0717860000346,['France'],[],[],?,261,1092 kj(261 kcal),"15,9",15,60,60,"0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,Chardonnay - Hess Select,0717888520024,['France'],[],[],?,?,,?,,?,,?,,,['Hess Select'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,Jus de pomme - Marc Ballat,0718122032075,['France'],"['Pomme*', ' Non sucré', 'non filtré', ""pressé et pasteurisé à l'ancienne"", 'en Belgique', 'en douceur']",[],?,53,222 kj(53 kcal),"0,2",0,"11,3","10,9","0,3",0,0,['Marc Ballat'],,,,['Boissons'],0.2 g,en faible quantité,0 g,en faible quantité,10.9 g,en quantité élevée,0 g,en faible quantité,,-5%,-8%,-42%,-100%,0%,+15%,-40%,-100%,-100%,16,+109%,E,+109%,,,,,,,,,,['Bio'],,,,,,,,,
