,name,bar_code,eco_score,categories,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,quantity,packaging,additives,nova_score,ingredients_origins,markets,generic_name,manufacturing,allergens,link,palm_ingredients,origin_detail
546,Pâté de viande brioché,3046829001252,,,,['France'],[],[],,,,,,,,,?,,326.1,,1364 kj(326 kcal),,"19,9",,"8,2",,24,,"2,5",,"12,4",,"1,33",,"0,532",,,,,,,,,,,,,,,,,,,,,,,,,,
547,Farce à tomate,0203248030246,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Pur jus de pommes au miel,3770004173600,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,M&m's,5002559492737,,,,['France'],[],[],,,,,,,,,?,,2,,8 kj(2 kcal),,26,,11,,58,,53,,10,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
550,Poulet plein champ,2245333037066,,,,['France'],[],[],,,,,,,,,?,,579,,2423 kj(579 kcal),,57,,"1,8",,"1,1",,"0,1",,20,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,
551,Poulet blanc,0279263027424,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Roquefort AOP papillon LC,0202826030173,,,,['France'],[],[],,,,,,,,,?,,379,,1586 kj(379 kcal),,32,,20,,"1,8",,0,,21,,"3,6",,"1,44",,,,,,,,,,,,,,,,,,,,,,,,,,
553,Madeleines chocolait,18756159,,,,['France'],[],[],,,,,,,,,?,,460,,1925 kj(460 kcal),,24,,6,,54,,31,,"6,4",,"0,48",,"0,192",,,,,,,,,,,,,,,,,,,,,,,,,,
554,Merguez,0210474037918,,,,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,10,,1,,20,,1,,50,,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Mounta cala blonde,3760252660434,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,pro aktiv,7350049324623,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Sel fin de l’île de Noirmoutier,4056489278962,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Princesse Amandine,3593281003992,,,,['France'],[],[],,,,,,,,,?,,75.2,,315 kj(75 kcal),,"0,22",,"0,03",,"15,8",,"0,5",,2,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
559,Mandarine,8400067009954,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Galopin de chevre,3389230000132,,,,['France'],[],[],,,,,,,,,?,,131,,548 kj(131 kcal),,34,,22,,"1,3",,"1,3",,"22,1",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
561,Origin,3389750029552,,,,['France'],[],[],,,,,,,,,?,,593,,2481 kj(593 kcal),,47,,18,,21,,18,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Graine de tournesol,2227632001900,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Saucisson sev de savoie a l ail des ours,3760234980628,E,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",,['France'],[],[],24 g,en quantité élevée,10 g,en quantité élevée,0.4 g,en faible quantité,3.7 g,en quantité élevée,?,,331,+21%,1385 kj(331 kcal),+20%,24,+8%,10,+17%,10,+809%,"0,4",-44%,24,+50%,"3,7",+75%,"1,48",+75%,23,+19%,E,+19%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,"[""Saucisson à l'ail""]",,,,,,,,,,,,
564,Terrine de joue de porc,3560071264963,,,,['France'],[],[],,,,,,,,,?,,151,,632 kj(151 kcal),,"8,3",,"3,1",,"0,8",,"0,7",,18,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
565,Cocktail de Veau,2422602086325,,,"['FR 67.447.004 CE', 'Schiltigheim (Bas-Rhin, France)']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Saucisson le cœur de Saint agreve,102100243,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Petits sablés comté AOP & sésame,3423720021242,,,,['France'],[],[],,,,,,,,,?,,499,,2088 kj(499 kcal),,"25,3",,11,,"56,1",,"6,6",,"8,3",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
568,Infusion vitalité,3760043781201,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Pointe de brie,2200505015280,,,,['France'],[],[],,,,,,,,,?,,351,,1469 kj(351 kcal),,31,,22,,1,,0,,17,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
570,Pur porc aux figues,3382564539620,,,,['France'],[],[],,,,,,,,,?,,344,,1439 kj(344 kcal),,29,,11,,"6,4",,3,,14,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
571,Riz au lait,3770012130091,,,"['FR 61.063.001 CE', 'Briouze (Orne, France)']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,18 Mini CALISSONS,3392070018472,,,,['France'],[],[],,,,,,,,,?,,437,,1828 kj(437 kcal),,"16,3",,"1,4",,"61,1",,"45,2",,"9,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Mimolette 1/2 vieille reine du nord frais,2270550011223,,,"['FR 59.512.030 CE', 'Roubaix (Nord, France)']",['France'],[],[],,,,,,,,,?,,345,,1443 kj(345 kcal),,20,,"17,1",,"2,3",,"0,2",,"29,4",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
574,Pain bucheron,0287154012466,,,,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,"8,9",,"1,6",,56,,"4,8",,13,,"3,6",,"1,44",,,,,,,,,,,,,,,,,,,,,,,,,,
575,Saumon a l’aneth,3760261830200,,,,['France'],[],[],,,,,,,,,?,,2.6,,11 kj(2 kcal),,"5,8",,"2,6",,"5,8",,"1,8",,"0,9",,13,,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,
576,Petit Épeautre,3039820669330,,,,['France'],[],[],,,,,,,,,?,,347,,1452 kj(347 kcal),,"3,1",,"0,6",,63,,"1,8",,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Filets de limande du nord,3586410323399,,,,['France'],[],[],,,,,,,,,?,,69,,289 kj(69 kcal),,"0,5",,"0,5",,"0,5",,"0,5",,16,,"0,32",,"0,128",,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,
578,Wobeti,6036000038983,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Framboisier,2030506530778,,,,['France'],[],[],,,,,,,,,?,,257,,1075 kj(257 kcal),,"14,3",,9,,29,,"20,3",,"3,1",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,
580,Tagliatelle Nature,0208791027941,,,,['France'],[],[],,,,,,,,,?,,296,,1238 kj(296 kcal),,"2,6",,"0,5",,56,,"1,5",,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Mélange de fruits,2600304021848,,,,['France'],[],[],,,,,,,,,?,,344,,1439 kj(344 kcal),,0,,0,,85,,72,,0,,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,,,,,,
582,Croissant cacao noisette,3191280195009,,,,['France'],[],[],,,,,,,,,?,,405,,1695 kj(405 kcal),,20,,20,,47,,13,,"8,8",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
583,Grand tomachon,2480174021717,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Mini gâteaux bretons,2030509000872,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,La légère,990530101008241525,,,,['France'],[],[],,,,,,,,,?,,469,,1962 kj(469 kcal),,"23,9",,"1,6",,"54,2",,7,,"6,8",,"1,52",,"0,608",,,,,,,,,,,,,,,,,,,,,,,,,,
586,Filets d'anchois,80684480,,,,['France'],[],[],,,,,,,,,?,,182,,761 kj(182 kcal),,"8,4",,2,,0,,0,,"26,7",,15,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
587,L’excellence,5200118475602,,,,['France'],[],[],,,,,,,,,?,,217,,908 kj(217 kcal),,0,,0,,49,,48,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Jambon cuit,2201150039362,,,"['FR 65.452.001 CE', 'Trie-sur-Baïse (Hautes-Pyrénées, France)']",['France'],[],[],,,,,,,,,?,,161.6,,676 kj(161 kcal),,"9,5",,"1,1",,"0,9",,"0,6",,"18,1",,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,,,,,,
589,Kitkat pops hazelnut and cocoa nibs,3800020443194,,,,['France'],[],[],,,,,,,,,?,,530,,2218 kj(530 kcal),,30,,17,,54,,41,,"7,8",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,
590,Meringue,3281580201408,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Saucisson Gascon,0240066000006,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Sauce piquante artisanale,3760171760260,,,,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,"0,5",,0,,"4,39",,0,,1,,"0,172",,"0,069",,,,,,,,,,,,,,,,,,,,,,,,,,
593,L'affiné de Saint Albray,0285514019353,,,,['France'],[],[],,,,,,,,,?,,318,,1331 kj(318 kcal),,26,,18,,"0,5",,"0,5",,21,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
594,Saper di sapori spaztle freschi con spinaci,8003100872210,,,,['France'],[],[],,,,,,,,,?,,155,,649 kj(155 kcal),,"1,8",,"0,3",,28,,1,,"5,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
595,Bourgeon de Chrysanthème,3760249077146,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Pionono,2920072100003,,,,['France'],[],[],,,,,,,,,?,,198,,828 kj(198 kcal),,"3,7",,"1,4",,35,,35,,"6,5",,"0,264",,"0,106",,,,,,,,,,,,,,,,,,,,,,,,,,
597,Jambon à l'ancienne,2232419041192,,,,['France'],[],[],,,,,,,,,?,,135,,565 kj(135 kcal),,"4,5",,"1,6",,"0,7",,"0,7",,23,,2,,"0,8",,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,,,,
598,Coppa,3701411000098,,,,['France'],[],[],,,,,,,,,?,,396,,1657 kj(396 kcal),,30,,11,,"0,5",,"0,5",,31,,"3,1",,"1,24",,,,,,,,,,,,,,,,,,,,,,,,,,
599,Le fouetté nature - Elle & Vire,8222770099141,D,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",,['France'],[],[],28.1 g,en quantité élevée,20.2 g,en quantité élevée,2.6 g,en faible quantité,1 g,en quantité modérée,?,,304,+30%,1272 kj(304 kcal),+30%,"28,1",+34%,"20,2",+43%,"2,6",-23%,"2,6",-12%,"10,2",+22%,1,-15%,"0,4",-15%,12,0%,D,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Elle & Vire', 'Savencia']",,,['Fresh'],,,,,,,,,,
600,Framboises lyophilisées,4260335834831,,,,['France'],[],[],,,,,,,,,?,,263,,1100 kj(263 kcal),,"1,9",,0,,30,,30,,"9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Galettes fines pur beurre à la vanille,3260260034444,,,,['France'],[],[],,,,,,,,,?,,464,,1941 kj(464 kcal),,20,,12,,63,,32,,"6,8",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
602,Ma tablette de fruits framboise,3770006576133,,,,['France'],[],[],,,,,,,,,?,,583,,2439 kj(583 kcal),,"38,6",,"25,1",,"59,1",,"41,8",,"1,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
603,Tarte au nougat,3760268140050,,,,['France'],[],[],,,,,,,,,?,,565,,2364 kj(565 kcal),,"28,1",,"14,2",,56,,34,,"8,2",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
604,Salsa inglesa,7750464444799,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Iceberg Scarole Chicoree rouge,3280222206207,,,"['EMB 50267', 'Lessay (Manche, France)']",['France'],[],[],,,,,,,,,?,,19,,79 kj(19 kcal),,"0,4",,"0,2",,"1,2",,"1,2",,"0,02",,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,
606,Bière Montmorillon,3770008343511,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Spécialités fourrés au miel du Gatinais,3540860006929,,,,['France'],[],[],,,,,,,,,?,,378,,1582 kj(378 kcal),,"0,1",,"0,1",,90,,41,,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
608,Mini muffins coeur fondants,0201271025987,,,,['France'],[],[],,,,,,,,,?,,448,,1874 kj(448 kcal),,24,,"4,3",,51,,40,,"5,5",,"0,62",,"0,248",,,,,,,,,,,,,,,,,,,,,,,,,,
609,CHOCOLAT NOIR - CAFÉ,3760336040565,,,,['France'],[],[],,,,,,,,,?,,585,,2448 kj(585 kcal),,"42,75",,"26,3",,"43,6",,28,,"7,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Mendiant chocolat au lait boîte,3395250004463,,,,['France'],[],[],,,,,,,,,?,,550,,2301 kj(550 kcal),,"39,2",,"3,9",,"43,1",,"32,9",,"8,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Raclette en tranchettes,4056489361695,,,,['France'],[],[],,,,,,,,,?,,354,,1481 kj(354 kcal),,28,,19,,"1,6",,"0,5",,24,,"1,7",,"0,68",,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,
612,Comte aop doux,2481340031165,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
613,Delice de chèvre frais Bio betterave et cumin,3700238329016,,,,['France'],[],[],,,,,,,,,?,,172,,720 kj(172 kcal),,14,,"4,6",,"5,9",,"5,1",,"5,7",,"1,29",,"0,516",,,,,,,,,,,,,,,,,,,,,,,,,,
614,Panini jambon fromage,0219866019686,,,,['France'],[],[],,,,,,,,,?,,215,,900 kj(215 kcal),,"4,9",,"2,6",,"38,5",,3,,"11,9",,"1,48",,"0,592",,,,,,,,,,,,,,,,,,,,,,,,,,
615,Von,3480520304876,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Gateau au chocolat Saint-Michel,3178530420876,,,,['France'],[],[],,,,,,,,,?,,465,,1946 kj(465 kcal),,28,,18,,44,,37,,"5,1",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,,
617,Bauer Sauerkirsche,4016389044036,,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,"0,5",,"0,1",,11,,"10,8",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Tomme de brebis corse,0247076036933,,,,['France'],[],[],,,,,,,,,?,,405,,1695 kj(405 kcal),,34,,24,,"1,5",,"0,5",,24,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
619,Epaule cuite standart,3700311867985,,,"['FR 29.097.020 CE', 'Lampaul-Guimiliau (Finistère, France)']",['France'],[],[],,,,,,,,,?,,106,,444 kj(106 kcal),,"5,1",,"1,7",,"2,1",,2,,13,,"2,5",,1,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",,['Film en plastique'],,,,,,,,,,
620,Saint Jacques a la creme fraîche,2005000005176,,,,['France'],[],[],,,,,,,,,?,,171,,715 kj(171 kcal),,13,,"7,7",,"2,2",,1,,"10,8",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
621,Cuisiné de topinambour,3431590014882,,,,['France'],[],[],,,,,,,,,?,,86,,360 kj(86 kcal),,"5,3",,"0,7",,"7,8",,"4,7",,"1,1",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
622,Cabernet Sauvignon Rose 25CL,3760057970493,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Triolo,0206105019613,,,,['France'],[],[],,,,,,,,,?,,315,,1318 kj(315 kcal),,22,,16,,26,,24,,"2,8",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,
624,Moscato,8032573170097,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Ta mère,3700442401164,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Oeuf riestahl,3267590009104,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,R CAPS séborégulateur,3700723911412,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,La madeleine coque chocolat noir - Maison Colibri - 240g,3700157512049,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines', 'Madeleines longues']",,['France'],"['Chocolat 33,3% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de tournesol', 'farine de blé 17%', 'æufs frais 14,4%', 'sucre', 'huile de colza', 'beurre pâtissier 5,2%', 'noix de coco râpée 5,1%', 'stabilisants : sorbitols - glycérol', 'sirop de glucose', 'arôme naturel', 'amidon de mais', 'poudres à lever : carbonates de sodium et fartrates de potassium', 'arôme naturel de vanille ', 'contient alcool', ""sel fin de l'île de Ré"", ' Traces de fruits a coque et soja', ' SANS Hy']",['Non végétalien'],30 g,en quantité élevée,30 g,en quantité élevée,46 g,en quantité élevée,0.42 g,en quantité modérée,?,,145,-67%,607 kj(145 kcal),-67%,30,+42%,30,+762%,46,-16%,46,+63%,"5,4",-4%,"0,42",-50%,"0,168",-50%,22,+36%,E,+36%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,['Maison Colibri'],,240 g,['Papier'],"['E322i - Lécithine', 'E420 - Sorbitol', 'E422 - Glycérol', 'E500 - Carbonates de sodium']",4,,,,,"['Gluten', 'Lait']",,,
629,"Chocolat au lait, baies et noisettes grillées",8437012341524,,,,['France'],[],[],,,,,,,,,?,,527.3,,2206 kj(527 kcal),,29,,"17,3",,"60,3",,"57,3",,"5,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
630,Cottage Pie,5033665208905,,,,['France'],[],[],,,,,,,,,?,,187,,782 kj(187 kcal),,"10,7",,"4,6",,"8,6",,"1,4",,"12,7",,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,,,,,,,
631,Kitkat Osterhase,42395065,,,,['France'],[],[],,,,,,,,,?,,536,,2243 kj(536 kcal),,"30,9",,"18,5",,"54,3",,"52,9",,"9,4",,"0,45",,"0,18",,,,,,,,,,,,,['KitKat'],,,,,,,,,,,,,
632,P'tit beurre  chocolat noir,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Rhum J.M,3329060001084,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Date ajwa al madina,6287014410313,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Terra Vegetable Chips,0728229134565,,,,['France'],[],[],,,,,,,,,?,,523.8095,,2192 kj(523 kcal),,"30,952",,"2,381",,50,,"9,524",,"2,381",,"1,071",,"0,429",,,,,,,,,,,,,,,,,,,,,,,,,,
636,Coussin,3113610124930,,,,['France'],[],[],,,,,,,,,?,,750,,3138 kj(750 kcal),,3,,2,,66,,55,,36,,25,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Lait demi-écrémé - Le lait du coeur - 1L,3248340059112,D,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,['France'],[],[],1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,,,?,,47,0%,197 kj(47 kcal),+1%,"1,6",+2%,1,-1%,"4,8",-0%,"4,8",0%,"3,3",+2%,,,,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Le lait du coeur'],"['Nutriscore', 'Nutriscore A']",1L,['Brique'],,,,,,,,,,
638,Riz niigata nosho koshihkari,4544948061526,,,,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,0,,0,,0,,0,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Baby Figs,6009665701479,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,çokokrem,8690504005100,,,,['France'],[],[],,,,,,,,,?,,329,,1377 kj(329 kcal),,30,,10,,12,,12,,"2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Penne Rigate 98,0016283520982,,,,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,1,,0,,71,,3,,11,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
642,Jack Daniel's No. 7 Tennessee Whiskey,0082184780961,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,['Bottle'],,,,,,,,,,
643,Milk Chocolate Solid Bunny,0031290117130,,,,['France'],[],[],,,,,,,,,?,,150,,628 kj(150 kcal),,9,,5,,15,,15,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Miel de Prairie,3760219050124,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Ma Divine,3372330307850,,,,['France'],[],[],,,,,,,,,?,,263,,1100 kj(263 kcal),,"2,6",,"1,8",,56,,55,,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Tartare - noix et éclats d'amandes - 250g,3272770015394,D,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages de vache', 'Fromages à tartiner']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Tartare', 'Fromarsac', 'Savencia']",,250 g,['Fresh'],,,,,,,,,,
647,One piece tome 5 -,9782723489928,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Velours d'Abricomiel,3770002062364,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,10 pains au lait frais - la boulangère - 350g,3760049798876,B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait']",,['France'],"['Farine de blé 57%', 'œufs entiers frais 13 %', 'lait frais écrémé pasteurisé 7,5%', 'levain ', 'eau', 'farines de blé 3,1%', 'farine de seigle', 'levures', 'huile de colza', ""farine d'orge"", 'beurre AOP Charentes-Poitou 1,8 %', 'arôme naturel de vanille ', 'contient alcool', 'levure', 'sel', 'gluten de blé', ""extrait d'acérola"", 'colorant : caroténoïdes']",['Non végétalien'],10 g,en quantité modérée,2 g,en quantité modérée,5.2 g,en quantité modérée,0.85 g,en quantité modérée,?,,327,-7%,1368 kj(327 kcal),-7%,10,-12%,2,-52%,48,-9%,"5,2",-61%,"9,7",+13%,"0,85",-17%,"0,34",-17%,1,-92%,B,-92%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,['la boulangère'],"['Commerce équitable', 'Sans sucre ajouté', 'en:Agri-Éthique France']",350g,"['Plastique', 'Film en plastique']",['E160 - Caroténoïdes'],4,"['en:blé de France', 'en:œufs de France']",,,,['Gluten'],,,
650,Pate de campagne aux baies roses,3018253177100,,,,['France'],[],[],,,,,,,,,?,,343,,1435 kj(343 kcal),,31,,11,,"4,1",,"1,7",,12,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
651,Crêpes fraîches bretonnes,2613101013510,,,,['France'],[],[],,,,,,,,,?,,298,,1247 kj(298 kcal),,"6,8",,"2,4",,50,,22,,"8,4",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
652,Fleur de sel,3489850029770,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
