,name,bar_code,quantity,packaging,brand,traceability_code,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,manufacturing,allergens,ingredients_origins,brand_owner,palm_ingredients,link,producer_info
1280,Portions de saumon atlantique,3760122711129,,,,,,['France'],[],,[],,?,177,741 kj(177 kcal),"10,53","2,09","0,1",0,"20,7","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Pavés de saumon - 200g,3453020001323,200 g,,,"['FR 62.160.205 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",,['France'],[],,[],,?,?,,?,,?,,?,,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Bagel Americano - Crous resto',3760270250020,,,"[""Crous resto'""]",,,['France'],"['Pain spécial aux oignons et graines de pavot', 'décortiqué de graines de sésame ', '47%', ' ', 'Farine de BLE', 'eau', 'huile végétale raffinée ', 'colza', 'sucre', 'levure', ""morceaux d'oignons 2%"", 'graines de SESAME 2%', ""poudre d'oignons 1,5%"", 'graines de pavot 1,5%', 'gluten de BLE', 'farine de malt de BLE', 'sel', 'farine de SOJA', 'émulsifiants: E471', 'E322 ', 'SOJA', 'agents de traitement de la farine: E300', 'E920', 'Produit à base de 97% de viande bovine', 'assaisonné', 'cuit ', '20%', ' ', 'Viande de boeuf ', '97%', 'sel', 'arômes', 'dextrose', 'sirop de glucose,antioxydant : E316', 'tomate ', '12%', 'Sauce pour sandwich à base de légumes avec de la moutarde ', '12%', ' ', 'Eau,légumes 28%', 'pois chiche,oignon', ',huile de colza,MOUTARDE 6,7%', ""eau,graines de MOUTARDE1,7%,vinaigre d'alcool,sel,arôme naturel"", ',miel 6,2%,vinaigre de vin blanc ', 'SULFITES', ',arômes naturels', 'dont MOUTARDE', "",graines de MOUTARDE,amidon modifié de maïs,vinaigre d'alcool,sel,épaississant"", 'gomme xanthane', ',chlorure de potassium,épices', 'mayonnaise ', 'Huile de colza ', '78,9 %', 'eau', ""jaunes d'OEUFS"", '6 %', 'vinaigre ', 'SULFITES', 'moutarde ', 'eau', 'graines de MOUTARDE', 'sel', 'vinaigre ', 'SULFITES', 'curcuma', 'sel', 'dextrose', 'stabilisateur  :  gomme  de  cellulose', 'conservateur : sorbate de potassium', 'colorant : beta-carotène', 'arôme', ' mesclun de jeunes pousses ', '2%']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines', 'E300 - Acide ascorbique', 'E920 - L-Cystéine et ses chlorhydrates', 'E316 - Érythorbate de sodium', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,984,?,984 kj(235 kcal),"8,5","0,9",29,"3,1",10,"1,2","0,48",,,['Sandwichs'],-4%,,-18%,+16%,-6%,,,,,,,,8.5 g,en quantité modérée,0.9 g,en faible quantité,3.1 g,en faible quantité,1.2 g,en quantité modérée,-3%,-74%,-5%,-9%,-9%,-3,-139%,A,-139%,"Pain en forme d'anneau avec tomate, effiloché de  viande cuite de boeuf, salade mélangée et sauce au miel:moutarde",,"['Œufs', 'Gluten', 'Moutarde', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",,,,,
1283,escalopes de jambon - 310g,2388484003105,310 g,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Tonic Orange Grenade reconstitué dans l'eau - KRISS-LAURE - 348ml (48g de poudre dans 300ml d'eau),,348 ml (48 g de poudre dans 300 ml d'eau),['Verre'],['KRISS-LAURE'],,,['France'],"['Eau', 'Maltodextrines ', ' Protéines de lait ', ' Jus concentrés de fruits déshydratés ', '8,1%', ' ', 'citron', 'orange', 'grenade', ' ', ' Dextrose ', ' Fructose ', ' Huiles  de colza ', ' Protéines de riz ', ' Fibres de blé sans gluten ', ' Arômes ', ' Oligofructose ', ' Epaississants: gomme de xanthane', 'farine de graine de guar ', ' Fécule de pomme de terre ', ' Fibres de chicorée ', ' huile de  pépins de raisin ', ' Extraits de levures enrichies en vitamines et minéraux ', 'Extraits de levures ', ' Vitamines : B1', 'B2', 'B3', 'B5', 'B8', 'B9 ', ' Minéraux : zinc', 'fer', 'sélénium', ' ', ' Sel ', ' Extrait de café vert ', "" Jus concentré d'acérola déshydraté enrichi en vitamine C "", ' Extrait d’eau de mer ', 'Magnésium marin', ' ', ' Minéraux du lait ', "" Extrait d'algue "", 'lithothamnium calcareum', ' ', ' Emulsifiant : lécithine de tournesol ', ' VitamineE ', "" Colorant d'origine naturelle: carotène "", ' Edulcorant: sucralose ', ' Extrait de tomate ', ' Extrait de tagète']","['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E322i - Lécithine', 'E160a - Carotènes mélangés', 'E955 - Sucralose', 'E161b - Lutéine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,226,?,226 kj(54 kcal),"0,62","0,06","9,03","2,85","2,51",0,0,['Sans colorants'],,['Produits déshydratés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boisson,['France Pays de Loire'],['Lait'],,,,https://www.kriss-laure.com/,
1285,MayMouna Semoule Fine 5 kg,6111245710013,,,,,,['France'],[],,[],,?,360,1506 kj(360 kcal),1,0,72,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,Miel de Lorraine Acacia - Les Fous de Terroirs - 250g,3393190038586,250 g,,['Les Fous de Terroirs'],,,['France'],[],,[],,?,?,,?,,?,,?,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,"['France', 'Lorraine']",,,,
1287,Greek style yogurt - Danone,5060360501758,,,['Danone'],,,['France'],[],,[],,?,50,209 kj(50 kcal),"0,1",0,"6,8","6,2","4,4","0,2","0,08",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,-57%,-99%,-22%,-1%,,,,,,,,0.1 g,en faible quantité,0 g,en faible quantité,6.2 g,en quantité modérée,0.2 g,en faible quantité,-57%,-100%,-22%,+72%,+72%,-1,-125%,A,-125%,,,,,,,,
1288,Houmous,5281117015223,,,,,,['France'],[],,[],,?,210,879 kj(210 kcal),16,"2,3",9,0,6,"1,1","0,44",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,-20%,-21%,-15%,-8%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,16 g,en quantité modérée,2.3 g,en quantité modérée,0 g,en faible quantité,1.1 g,en quantité modérée,-20%,-7%,-100%,+6%,+6%,5,+0%,C,+0%,,,,,,,,
1289,Choco & Biscuit black & white - Château - 300g,11014607,300 g,['6 BISCUITS'],['Château'],,,"['Belgique', 'France']","['chocolat au lait ', 'sucre', 'lait entier en poudre', 'beurre de cacao', 'pâte de cacao', 'babeurre en poudre', 'lactose', 'émulsifiant : lécithines ', 'soja', 'extrait de vanille', 'sucre', 'farine de ble', 'matière grasse végétale ', 'palme', 'karité', 'lait entier en poudre 2,7 %', 'beurre', 'lactosérum en poudre', 'cacao maigre', 'amidon de blé', 'sirop de glucose-fructose', ""poudres à lever : carbonate acide de sodium et carbonate acide d'ammonium"", 'arômes', 'sel', 'émulsifiant: lécithines ', 'soja', 'acidifiant: acide citrique Traces éventuelles de noisettes', ""d'amandes"", ""d'arachides et d'autres fruits à coque""]","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E330 - Acide citrique']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,539,2260 kj(539 kcal),"30,3","93,9","57,6","51,5","7,88","0,455","0,182","['Agriculture durable', 'en:UTZ Certified']",,['Biscuits-au-chocolat-au-lait-et-noir'],,,,,,,,,,,,,30.3 g,en quantité élevée,93.9 g,en quantité élevée,51.5 g,en quantité élevée,0.455 g,en quantité modérée,,,,,,28,,E,,,,"['Gluten', 'Lait', 'Soja']",,,,,
1290,Petit Mouton Sauce Pour Hot Pot 130G,6935953361738,,,,,,['France'],[],,[],,?,323,1351 kj(323 kcal),"11,5",0,"27,7",0,"18,5","10,7","4,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Cote de porc - 675g,3266110700460,675 g,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,E,"['Viandes', 'Porc', 'Côtes de porc']",,,,,,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Yoghurt,6291056180318,,,,,,['France'],[],,[],,?,65,272 kj(65 kcal),"8,5",3,0,0,"3,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,BO BUN XL 500G,3701198101131,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Granola bites -,87179095,,,,,,['France'],"['whole grain oat flakes', 'sunflower kernels', 'chicory root fibre', 'cornflakes', 'sunflower oil', 'dried blueberry', 'blueberry', 'apple juice ', 'from concentrate', 'sunflower oil', 'date juice ', 'from concentrate', 'sesame seeds', 'puffed quinoa', 'dried soy', 'emulsifier: sunflower lecithins', 'natural flavour', '\rmay contain traces of nuts']",['E322 - Lécithines'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,447,1870 kj(447 kcal),21,12,21,14,11,"0,06","0,024","['Végétarien', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cereal balls with 20% whole grain oat flakes, 8% dried blueberry and 4% quinoa",['Netherlands'],['Graines de sésame'],,,,,
1295,2 cuisses poulet roties pdt provençales - Franprix,3263858371815,,,['Franprix'],,['Franprix'],['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Salade pesto - Crous resto',3760270250389,,,"[""Crous resto'""]",['FR 31.990.230 CE'],,['France'],"['Penne ', '69%', ' ', 'BLE ', '51,2%', 'eau ', '47,8%', 'huile de tournesol ', '0,5%', 'sel ', '0,5%', 'Salade mélangée ', '13%', ' ', 'Chicorée rouge', 'Frisée', 'Mache', 'tomate semi séchée en huile ', 'Tomates ', '64 %', 'huile de tournesol ', '34 %', 'vinaigre de cidre', 'sel', 'menthe ', '0,05 %', 'ail', 'persil', 'piment', ""correcteur d'acidité : acide citrique"", 'grana padano AOP : Fromage a pate dure au LAIT cru de vache ', '4%', ' ', 'LAIT de vache cru', 'sel', 'présure', 'conservateur : lysozyme ', 'OEUF', 'pignon de pin']","['E330 - Acide citrique', 'E1105 - Lysozyme']","['Non végétalien', 'Non végétarien']",3,?,198,828 kj(198 kcal),"7,5","1,6",25,"1,3","6,8","0,52","0,208",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",,-50%,-74%,+299301%,-79%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,7.5 g,en quantité modérée,1.6 g,en quantité modérée,1.3 g,en faible quantité,0.52 g,en quantité modérée,-50%,-91%,+11612%,-66%,-66%,-2,-113%,A,-113%,"Salade composée de penne, salade, tomate semi séchée et grana padano",,"['Œufs', 'Gluten', 'Lait']",,,,,
1297,White stilton - 100g,20574741,100 g,,,,,"['France', 'Italie']",[],,[],,?,356,1490 kj(356 kcal),"27,4","17,3","10,5","9,4","16,5","1,61","0,644",['AOP'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,Sandwich jambon pays (OCCITAN) - Crous resto,3760270250013,,,['Crous resto'],,,['France'],"['pain campagne ', '39%', ' ', 'farine de BLE T65 sans feve', 'eau', 'mélange graines 5 ', 'millet', 'lin brun', 'lin jaune', 'pavot', 'tournesol', 'sel', 'levure', 'farine de seigle ', 'GLUTEN', ' toastée', ""farine d'orge "", 'GLUTEN', ' toastée', 'farine de mais toastée', 'enzymes', ',BEURRE léger doux 40% MG ', '8%', 'Jambon séché', 'désossé', 'découenné', 'dégraissé ', '15%', ' ', 'Jambon de porc', 'sel', 'dextrose', 'conservateur : salpetre ', 'Nitrate de potassium E 252', 'tomate semi séchée en huile ', 'Tomates ', '64 %', 'huile de tournesol ', '34 %', 'vinaigre de cidre', 'sel', 'menthe ', '0,05 %', 'ail', 'persil', 'piment', ""correcteur d'acidité : acide citrique"", 'salade roquette  ', '8%']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Non végétalien', 'Non végétarien']",4,?,212,887 kj(212 kcal),"7,1","3,8",25,"1,3","1,1","1,2","0,48",,,"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au jambon']",,-14%,-32%,-3%,-90%,,,,,,,,7.1 g,en quantité modérée,3.8 g,en quantité modérée,1.3 g,en faible quantité,1.2 g,en quantité modérée,-14%,-4%,-58%,-20%,-20%,8,-22%,C,-22%,"Sandwich avec  pain Bretzel garni de jambon de pays, beurre, tomate séchée et roquette",,"['Gluten', 'Lait']",,,,,
1299,5425014690330,5425014690330,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,Assortiment 16 chocolats - Les Chocolats d'Augustin,3370077585104,,,"[""Les Chocolats d'Augustin""]",,,['France'],[],,['Sans huile de palme'],,?,504,2109 kj(504 kcal),"31,6","20,2","52,1","37,7",6,"15,48","6,192","['Bio', 'Bio européen', 'Fabriqué en France', 'Sans lécithine', 'en:palm-oil-free', 'AB Agriculture Biologique']",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,-7%,-6%,+1%,-1%,,,,,,,,31.6 g,en quantité élevée,20.2 g,en quantité élevée,37.7 g,en quantité élevée,15.5 g,en quantité élevée,-7%,+15%,-20%,+10650%,+10650%,34,+36%,E,+36%,,,,,,,,
1301,Abricot sec -,2600110039105,,,,,,['France'],"['abricots secs', 'conservateur: ANHYDRIDE SULFUREUX', ' Traces possibles de fruits à coque', ' Origine: Turquie']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",[],3,?,283,1184 kj(283 kcal),"0,5","0,02","62,6",,"2,6","0,02","0,008",,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,+8%,+3%,+8%,-16%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,0.5 g,en faible quantité,0.02 g,en faible quantité,,,0.02 g,en faible quantité,+8%,-67%,,-43%,-43%,,,,,,,['Anhydride sulfureux et sulfites'],,,,,
1302,Délices Fondue Moitié-Moitié -,7613312202562,,,,,,"['France', 'Suisse']",[],,[],,?,210,879 kj(210 kcal),"8,7",3,26,"4,3","6,4","1,4","0,56",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Plats préparés', 'Fromages', 'Fondues', 'Fondue moitié-moitié']",,-29%,-59%,+767%,-64%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,8.7 g,en quantité modérée,3 g,en quantité modérée,4.3 g,en faible quantité,1.4 g,en quantité modérée,-27%,-78%,+683%,+5%,+5%,7,-47%,C,-47%,,,,,,,,
1303,Pistaches - Menguy's - 170g,30171015,170 g,,"[""Menguy's""]",,,['France'],['Pistaches'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,616,2577 kj(616 kcal),50,"6,3",11,"6,5",25,"0,01","0,004","['Bio', 'Bio européen', 'Bio france']",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches']",,+1%,+2%,-29%,+13%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,50 g,en quantité élevée,6.3 g,en quantité élevée,6.5 g,en quantité modérée,0.01 g,en faible quantité,+1%,-1%,-6%,-99%,-99%,-1,-117%,A,-117%,,,['Fruits à coque'],,,,http://www.menguys.fr/fr,
1304,Thé Noir Grand Yunnan,3700968100510,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,['Sans arômes artificiels'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Pain élger Pain de mie complet - Assylor,6111245461090,,,['Assylor'],,,['France'],"['Farine de blé tendre', 'farine complète de blé tendre', 'levain de blé', 'eau', 'sel', 'huile de tournesol', 'levure et améliorant']",,[],3,?,?,,?,,?,,?,,,"['Peu ou pas de sucre', 'Sans sucre']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie', 'Pains complets', 'Pains de mie complet']",,,,,,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Mousse de porc aux epices tex mex - Jean Brunet - 90g,3269617104670,90 g,,['Jean Brunet'],,,['France'],[],,[],,?,355,1485 kj(355 kcal),"32,1","12,2","5,8","1,5","11,1","1,71","0,684","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Macaroni & cheese - Grace,5035139218564,,,['Grace'],,,['France'],[],,[],,?,376,1573 kj(376 kcal),"5,4","2,9",68,"5,6",13,"1,31","0,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Filets de poulet roti - Le Gaulois,2431628016926,,,['Le Gaulois'],,,['France'],[],,[],,?,151,632 kj(151 kcal),"5,8","1,4",0,0,24,"1,4","0,56",,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,+15%,+101%,-100%,+5%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,+16%,+88%,-100%,+87%,+87%,3,,C,,,,,,,,,
1309,Bloc foie gras canard - Labeyrie,3033610030454,,,['Labeyrie'],,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,Hähnchen,4061458023801,,,,,,"['France', 'Allemagne']",[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,Ail violet de Cadours,3523680373952,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Légumes français', 'Ail', 'Ail violet de Cadours']",,,,,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,,,,,,,,,,,,,,,,,,,,,,,,,
1312,Thé noir bio - Caramel beurre salé - Terre d'Oc - 3.52oz,3700324428609,3.52 oz,,"[""Terre d'Oc""]",,,['France'],[],,[],,?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,Clementines -,3523680420885,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Mandarines', 'Clémentines', 'Clémentines fraîches']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,Infusion digestion,3398984220147,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,Flan au lait de brebis vanille caramel -,3760183880130,,,,,,['France'],[],,[],,?,0,0 kj(0 kcal),?,,?,,?,0,0,,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés']",,-100%,,,,,,,,,,,,,,,,,0 g,en faible quantité,-100%,,,-100%,-100%,,,,,Flan au lait de brebis nappé de caramel,,,,,,,
1316,Confiture Framboise et Rose - 250g,,250 g,,,,,['France'],[],,[],,?,243,1017 kj(243 kcal),0,0,40,34,0,0,0,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Champignons de Paris en persillade - Thiriet,3292590834210,,,['Thiriet'],,['Thiriet'],['France'],[],,[],,?,79,331 kj(79 kcal),"6,6","0,7","1,7","0,6","2,1","0,55","0,22",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Champignons et produits dérivés', 'Champignons', 'Champignons surgelés', 'Champignons de Paris surgelés', 'Champignons de Paris émincés surgelés']",,+339%,+2240%,+111%,+12%,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,6.6 g,en quantité modérée,0.7 g,en faible quantité,0.6 g,en faible quantité,0.55 g,en quantité modérée,+360%,+600%,+57%,+509%,+509%,-4,,A,,,,,,,,,
1318,So Fruity,5907377110705,,,,,,['France'],[],,[],,?,124,519 kj(124 kcal),"0,5","0,1",30,27,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,Teker chiken,5425038428018,,,,,,['France'],[],,[],,?,222,929 kj(222 kcal),"13,9","4,26",5,"0,7","22,8",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,"Pimentón De La Vera ""Picante"", Paprikapulver -",8424805050121,,,,,,"['France', 'Espagne']",[],,[],,?,?,,?,,?,,?,,,['en:gluten-free'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Paprika', 'en:Spanish spices', 'es:Pimentón de la Vera']",,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Confiture Pomme Vanillée - Maison Francis Miot,3396748500801,,,['Maison Francis Miot'],,,['France'],[],,[],,?,190,795 kj(190 kcal),"0,5","0,1",46,46,"0,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,Tipco Mixed Fruit Juice Cranberry Formula,8851013768980,,,['Tipco'],,,['France'],[],,[],,?,70,293 kj(70 kcal),0,0,17,17,0,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,Gelée royale ginseng,3760060285751,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,Coffret de Tartelettes - Sondey,20292669,,,['Sondey'],,,['France'],[],,[],,?,452,1891 kj(452 kcal),18,11,67,29,"4,7","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,Rude Health Drinking Oats,5060120282385,,,['Rude health'],,,['France'],[],,[],,?,366,1531 kj(366 kcal),"7,3","1,6",54,"1,2","15,2",0,0,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,-8%,-16%,-19%,+63%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,7.3 g,en quantité modérée,1.6 g,en quantité modérée,1.2 g,en faible quantité,0 g,en faible quantité,-8%,-27%,-93%,-100%,-100%,0,-100%,B,-100%,,,,,,,,
1326,Alpro vanille,0205853007712,,,,,,['France'],[],,[],,?,75,314 kj(75 kcal),"2,2","0,4","9,5","9,2","3,7","0,2","0,08",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,Ultra loss,5999076209934,,,,,,['France'],[],,[],,?,47,197 kj(47 kcal),"2,4","1,1",20,14,50,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Brioche,2030000026753,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,,,,,,,,,,,,,
1329,3701056800091,3701056800091,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,4 haches facon bouchere,3384480001397,,,,,,['France'],[],,[],,?,209,874 kj(209 kcal),15,6,"0,5","0,5",18,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,"4 Courrones au marron, céleri et compotee pommes-airelles - Thiriet",3292590839192,,,['Thiriet'],,['Thiriet'],['France'],[],,[],,?,156,653 kj(156 kcal),"8,6","5,5",16,"6,5","2,3","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Pizza Traditionale Thunfisch,1048184080011,,,,,,"['France', 'Allemagne']",[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,Leader Price,3263854549515,,,['Leader Price'],,['Leader Price'],['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,Laguiole AOP Vieux,2151694002301,,,,,,['France'],[],,[],,?,386,1615 kj(386 kcal),30,18,"5,1","0,5",24,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
