,name,bar_code,quantity,packaging,brand,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,allergens,palm_ingredients,link,markets,origin_detail,brand_owner
586,Lentillons de la Champagne - EARL St Jeanvat,3760045300097,,,['EARL St Jeanvat'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",B,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Wrap jambon chevre - Cora - 180g,3257987281589,180 g,['Sachet plastique'],['Cora'],"['Sandwichs', 'Wraps', 'Wraps au jambon', 'Wraps Jambon Chèvre']",,['France'],[],[],,?,,269,+16%,15,+66%,24,-7%,"8,4",-4%,1125 kj(269 kcal),"2,8","1,8","1,2","0,48",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,15 g,en quantité modérée,2.8 g,en quantité modérée,1.8 g,en faible quantité,1.2 g,en quantité modérée,+17%,+24%,-26%,+4%,+4%,5,+24%,C,+24%,,,,,,,
588,Pain 100% mie - Félici' Mie,3423720015029,,,"[""Félici' Mie""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,['France'],[],[],,?,,251,-6%,"3,7",-17%,"44,9",-2%,"3,4",-60%,1050 kj(251 kcal),"0,6","1,8","1,3","0,52",,"['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",B,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,3.7 g,en quantité modérée,0.6 g,en faible quantité,1.8 g,en faible quantité,1.3 g,en quantité modérée,-6%,-7%,-65%,+14%,+14%,6,+314%,C,+314%,Pain de mie,,,,,,
589,Huile olive,5200350000360,,,,,,['France'],[],[],,?,,824,,"91,6",,0,,0,,3448 kj(824 kcal),"12,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Cordon bleu -,160313900390,,,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']",,['France'],"['Viande de volaille traitée en salaison 55% ', 'viande de dinde 57%', 'peau de volaille', 'eau', 'fibre de bambou', 'dextrose', 'sel', 'Panure 25% ', 'farine de BLE', 'eau', 'sel', 'levure', 'épice ', 'curcuna et paprika', 'Jambon de dinde cuit goût fumé 10% ', 'eau', 'amidon de mais', 'dextrose', 'sel', 'arôme de fumée', 'E450', 'E451', 'E250', 'FROMAGE 10% ', 'FROMAGE', 'BEURRE', 'eau', 'protéine et poudre de LAIT', 'sel', 'E452', 'E450', 'E331', 'E341ii', 'E339ii,LACTOSERUM', 'sel,E407', 'amidon de pomme de terre et de mais', 'E330', 'Huile de tournesol']","['Non végétalien', 'Non végétarien']",4,?,,261,+17%,17,+39%,14,-3%,12,-5%,1092 kj(261 kcal),"4,5","1,6","1,2","0,48",,,D,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E341ii - Phosphate dicalcique', 'E339ii - Phosphate disodique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",17 g,en quantité modérée,4.5 g,en quantité modérée,1.6 g,en faible quantité,1.2 g,en quantité modérée,+17%,+42%,-9%,-10%,-10%,12,+69%,D,+69%,,"['Gluten', 'Lait']",,,,,
591,Flanc,0216122012467,,,,,,['France'],[],[],,?,,200,,"7,2",,30,,"3,3",,837 kj(200 kcal),"4,3",21,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Violette,3374606157572,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Preparation pour taboulé - Soulié,3261055420558,,['Conserve'],['Soulié'],,,['France'],[],[],,?,,50,,"3,5",,"3,5",,"0,8",,209 kj(50 kcal),"0,5","1,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Chorizo doux au boeuf Aubrac -,2200819000002,,,,"['Viandes', 'Charcuteries', 'Saucissons']",['France'],['France'],"['poitrine de porc', 'viande de boeuf aubrac', 'épices', 'plantes aromatiques', 'sel', 'LACTOSE', 'dextrase', 'e450i', 'e450ii', 'e450iii', 'betterave rouge', 'arôme naturel', 'e316', 'carmin', 'e252', 'boyau naturel de porc']","['Non végétalien', 'Non végétarien']",4,?,,409,+6%,32,+4%,"6,1",+182%,"24,1",-4%,1711 kj(409 kcal),"12,8","4,2","3,9","1,56",,,,,,,,,,,"['Laguiole', 'France']","['E450i - Pyrophosphate de sodium acide', 'E450ii - Diphosphate trisodique', 'E450iii - Diphosphate tétrasodique', 'E316 - Érythorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",32 g,en quantité élevée,12.8 g,en quantité élevée,4.2 g,en faible quantité,3.9 g,en quantité élevée,+6%,+8%,+216%,-7%,-7%,25,+7%,E,+7%,,['Lait'],,,,,
595,Moutarde de Dijon - Petrossian,3019896879680,,,['Petrossian'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Pasticciotti all'amarena,8032595162391,,,,,,['France'],[],[],,?,,334,,"13,2",,"48,6",,"4,8",,1397 kj(334 kcal),"5,4","26,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Penne au saumon,3346650213733,,,,,,['France'],[],[],,?,,212,,14,,15,,"5,6",,887 kj(212 kcal),"1,2","1,1","1,4","0,56","['FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Nuance 8 Selection Terra,3760331830338,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Nuance 8 Sélection Terra,3760331830314,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Nuance 7 Salvador,3760331830000,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Chaussons aux pommes,0205617010507,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Nuance 7 Salvador,3760331830048,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Nuance 10 Éthiopie Wallaga,3760331830123,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Chicorée Leroux - 200g,3067140073780,200g,"['Verre', 'Pot en verre']",['Leroux'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons instantanées', 'Chicorée et café en poudre soluble']",['France'],['France'],['100% chicorée soluble'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1327,+88%,316,+166%,"1,1",-51%,57,+263%,"3,6",-29%,1327 kj(316 kcal),"0,5",26,"0,95","0,38",,['en:sans caféine'],C,78.8%,9.8%,6.8%,3.1%,1.4%,0.0%,25,,,1.1 g,en faible quantité,0.5 g,en faible quantité,26 g,en quantité élevée,0.95 g,en quantité élevée,+88%,-64%,+200%,+285%,+285%,,,,,,,,,,,
605,Nuance 10 Éthiopie Wallaga,3760331830147,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Hazelnut Milk Spread,8699237141789,,,,,,['France'],[],[],,?,,574,,37,,"50,1",,"7,7",,2402 kj(574 kcal),"7,7","49,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Nuance 13 Inde Malabar,3760331830185,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Nuance 13 Inde Malabar,3760331830192,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,sablés aux flocons d'avoine - mc vitie's - 300g,11729884,300g,"['Carton', 'Plastique']","[""mc vitie's""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', ""Biscuits à l'avoine""]",,['France'],"[""Flocons d'avoine "", '40%', 'farine de blé complète ', '24%', 'huile de palme', 'sucre', 'sirop de sucre inverti', ""poudre à lever : carbonates de sodium et d'ammonium"", 'sel', ' Peut contenir des traces de fruits à coque', 'de lait et de soja', ' Pour les allergènes', 'y compris les céréales contenant du gluten', 'voir les ingrédients en gras']",['Huile de palme'],4,?,,?,,"3,1",-85%,"9,4",-84%,"1,1",-85%,,,"3,5","0,12","0,048",,,D,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,"['E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",3.1 g,en quantité modérée,,,3.5 g,en faible quantité,0.12 g,en faible quantité,,,-84%,-80%,-80%,,,,,,,['Huile de palme'],,,,
610,Léopard natural,69028502,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,3662361000890,3662361000890,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Mimolette vieille,2441820030446,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,RAD-,8437014231618,,,,,,['France'],[],[],,?,,28,,0,,3,,0,,117 kj(28 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Cachie halal gout veau,4056489277293,,,,,,['France'],[],[],,?,,234,,"17,5",,"6,5",,12,,979 kj(234 kcal),"6,5","0,5","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Abricot - romarin,3760267401701,,,,,,['France'],[],[],,?,,389,,16,,37,,23,,1628 kj(389 kcal),"4,3",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Bière blanche -,3119789827597,,,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']",,['France'],"['Eau', ""malt d'orge"", 'blé', 'épices', 'arôme naturel', 'levure', 'houblon', 'extraits de houblon']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,,45,+10%,0,-100%,"4,6",+8%,"0,4",-1%,188 kj(45 kcal),0,0,,,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Belgique'],,,,,,,,,,+6%,-100%,-100%,,,,,,,,['Gluten'],,,,,
617,HOT & SOUR TOMATO SOUP,4550002527402,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Salbeitee (sauge),8690804029820,,,,,,['France'],[],[],,?,,1,,0,,"0,2",,"0,1",,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Fèves Cuites -  - 240g,5285001623419,240 g,"['Conserve', 'Métal']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Plats préparés', 'Légumes et dérivés', 'Légumineuses en conserve', 'Légumes préparés', 'Légumes cuits', 'Fèves', 'Fèves cuites']",,['France'],[],[],,?,,100,-35%,"0,46",-83%,"18,04",+1%,"7,29",-27%,418 kj(100 kcal),0,0,0,0,,,A,59.2%,0.0%,13.6%,11.5%,7.6%,8.1%,98,,,0.46 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-39%,-100%,-100%,-100%,-100%,-8,,A,,,,,,,,
620,Chocolat oeuf -  - 125g,3273070108014,125 g,['Sachet'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,['France'],[],[],,2269,-0%,542,-2%,32,-12%,57,+24%,6,-17%,2269 kj(542 kcal),20,56,"0,15","0,06",,,,,,,,,,,['France'],,32 g,en quantité élevée,20 g,en quantité élevée,56 g,en quantité élevée,0.15 g,en faible quantité,-1%,-5%,+36%,+8%,+8%,26,+11%,E,+11%,,,,,,,
621,Ajvar «Préparation pour légumes au paprika»,8690804355400,,,,,,['France'],[],[],,?,,81,,"4,9",,6,,"1,8",,339 kj(81 kcal),"0,7",6,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Compote de pommes,3041091678201,,,,,,['France'],[],[],,?,,52,,"0,2",,"11,3",,"0,3",,218 kj(52 kcal),"0,06","8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,"Carotte, boulgour et boeuf",3596710476923,,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande']",,['France'],[],[],,?,,65,-59%,"2,1",-72%,"7,9",-25%,"2,6",-72%,272 kj(65 kcal),"0,5","2,3",,,,,,,,,,,,,,,2.1 g,en faible quantité,0.5 g,en faible quantité,2.3 g,en faible quantité,,,-59%,-80%,+46%,,,,,,,,,,,,,
624,Cône saumon fumé,3181580259099,,,,,,['France'],[],[],,?,,130,,10,,"1,9",,"8,1",,544 kj(130 kcal),"3,8","1,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Torsades aux pépites de chocolat,0264494012790,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Poulet fermier Elevé en plein air,2209344009528,,,,"['Viandes', 'Volailles', 'Poulets']",,['France'],[],[],,?,,150,-1%,"7,2",+24%,"0,5",-75%,21,+3%,628 kj(150 kcal),"2,1","0,5","0,1","0,04",,"['Viande Française', 'Volaille Française', 'Label Rouge']",D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,7.2 g,en quantité modérée,2.1 g,en quantité modérée,0.5 g,en faible quantité,0.1 g,en faible quantité,-0%,+40%,+14%,-88%,-88%,-2,-242%,A,-242%,,,,,,,
627,Igp eclat des dunes,3348008839336,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,['France'],[],[],,?,,?,,?,,?,,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,,,
628,CHICKEN GRILL BOX - Morceaux de poulet marinés â griller - Adros - 1kg,5905668640597,1kg,['Plastique'],['Adros'],"['Viandes', 'Préparations de viande', 'Volailles', 'Poulets', 'Préparations au poulet']",['Pologne'],['France'],"['Viande de poulet 96', '7% ', 'cuisses', 'pilons', 'ailes', 'marinade barbecue 3', '30% ', 'huile de colza', 'sel', 'épices', ""extraits d'épices"", 'antioxydant: acide ascorbique']","['Non végétalien', 'Non végétarien']",3,777,-13%,187,-11%,13,+25%,"< 0,5",-97%,17,+21%,777 kj(187 kcal),"4,2","< 0,5","1,3","0,52",['PL 30200502 WE'],,C,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Pologne'],['E300 - Acide ascorbique'],13 g,en quantité modérée,4.2 g,en quantité modérée,0.5 g,en faible quantité,1.3 g,en quantité modérée,-12%,+96%,-68%,+7%,+7%,11,+172%,D,+172%,,,,http://www.adros.pl/,,,
629,Fratelli beretta i tramezzini viva la mamma cotto,8000787006174,,,,,,['France'],[],[],,?,,208,,7,,27,,"8,8",,870 kj(208 kcal),"2,1","2,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Mochi glacé,3770010226864,,,,,,['France'],[],[],,?,,212,,2,,46,,2,,887 kj(212 kcal),"1,3",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Éclairs vanille x6,2030506467593,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Financiers nature -,3770002010143,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Financiers']",,['France'],"['Sucre', 'BEURRE', ""blancs d'OEUFS"", 'AMANDES poudre', 'farine de BLE', 'sucre inverti', 'sorbate de potassium E202']",['Non végétalien'],4,1830,-3%,439,-3%,27,+1%,42,-3%,"6,9",-16%,1830 kj(439 kcal),13,32,"0,47","0,188",,,D,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",27 g,en quantité élevée,13 g,en quantité élevée,32 g,en quantité élevée,0.47 g,en quantité modérée,-3%,+2%,-1%,+42%,+42%,24,+11%,E,+11%,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,,
633,Soufflés de Pois Cassés -,3560071231415,,['Sachet plastique'],,,,['France'],[],[],,1879,,448,,17,,52,,16,,1879 kj(448 kcal),"1,4","2,7","0,8","0,32",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,"Truite de mer fumée - Breizh saveurs - 120g, 4tranches",760114910332,"120 g, 4 tranches","['Frais', 'Carton']","['Breizh saveurs', 'Celtic fish']",['Truite de mer fumée'],,['France'],"['Truite ', 'Oncorhynchus mykiss', ' élevée en Norvège ', 'NO', 'au Danemark  ', 'DK', 'en Écosse ', 'EC', ' 97%', 'sel 3%', '\rOrigine imprimée avec la DLC']","['Non végétalien', 'Non végétarien']",3,700,,169,,"7,5",,0,,24,,700 kj(169 kcal),"1,5",0,5000,2000,"['FR 35.288.770 CE', 'Saint-Malo (Ille-et-Vilaine, France)']",['Élevé en Norvège'],,,,,,,,,,,7.5 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,5000 g,en quantité élevée,,,,,,13,,D,,Truite de mer fumée,['Poisson'],,,['Carrefour'],,
635,Mozzarella spinosa,8059070742916,,,,,,['France'],[],[],,?,,265.5,,23,,"0,8",,"14,5",,1111 kj(265 kcal),15,"0,8","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Pate feuilletée,3392590445857,,,,,,['France'],[],[],,?,,395,,20,,43,,"6,3",,1653 kj(395 kcal),14,2,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Ginger beer,4260310557663,,,,,,['France'],[],[],,?,,59,,0,,14,,0,,247 kj(59 kcal),0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Pain hamburger,0203033012990,,,,,,['France'],[],[],,?,,361,,"9,6",,57,,11,,1510 kj(361 kcal),3,"4,1","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Anellini campagnolo,8024241042294,,,,,,['France'],[],[],,?,,445,,12,,68,,"9,5",,1862 kj(445 kcal),3,"4,29","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Fruit snacks,0194961000572,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Volvic kids fraise,3057640555183,,,,,,['France'],[],[],,?,,14,,"0,5",,"3,4",,"0,5",,59 kj(14 kcal),0,"3,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Huile de colza toasté,3760047720367,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Dos de Cabillaud,3700163201074,,,,,,['France'],[],[],,?,,78,,"0,5",,"0,5",,18,,326 kj(78 kcal),"0,5",0,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Cake moelleux,3178530411447,,,,,,['France'],[],[],,?,,0,,26,,51,,"5,1",,0 kj(0 kcal),"2,4",21,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Bar Le Duc Sparkling Water,87365191,,,,,,['France'],[],[],,?,,0,,0,,0,,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Yaourt lait de brebis demi écrémé citron,2020010071539,,,,,,['France'],[],[],,?,,111,,35,,14,,"5,45",,464 kj(111 kcal),0,"10,1","0,12","0,048","['FR 09.167.001 CE', 'Lézat-sur-Lèze (Ariège, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Cafe Britt Milk Chocolate Covered Coffee Beans,0645860003565,,,,,,['France'],[],[],,?,,1,,9,,16,,3,,4 kj(1 kcal),4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Cafea,5941017008328,,,,,,['France'],[],[],,?,,431,,"13,1",,"74,6",,"1,5",,1803 kj(431 kcal),"11,9","56,7","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Salade d'épeautre au tofu,8013554104317,,,,,,['France'],[],[],,?,,182,,13,,10,,"4,4",,761 kj(182 kcal),"7,3","0,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Tzatziki,3564706647114,,,,,,['France'],[],[],,?,,134,,11,,"4,1",,"3,9",,561 kj(134 kcal),"3,6","2,7","0,76","0,304",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Infusion glacé Saveur framboise menthe concombre,3398984507132,,,,,,['France'],[],[],,?,,1,,0,,0,,0,,4 kj(1 kcal),0,0,0,0,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,4 coquilles aux noix de Saint Jacques a la bretonne,4056489369608,,,,,,['France'],[],[],,?,,137,,"8,5",,"5,7",,"8,8",,573 kj(137 kcal),"5,5","2,6","0,77","0,308",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Mango Pale Ale - Le Détour - 33cl,7061111590623,33cl,"['Bouteille', 'Verre', 'Capsule', 'métal']",['Le Détour'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bieres aromatisées aux fruits', 'Bières françaises', 'Bières artisanales', 'Bières blondes', 'en:Pale Ale']",,['France'],['Contient : GLUTEN 200 g/l de purée de mangue viennent flatter l’assemblage de Mosaïc / Citra et Hallertau Blanc'],[],,?,,?,,?,,?,,?,,,,,,,,['Déconseillé aux femmes enceintes'],C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['France', 'Montpellier']",,,,,,,,,,,,,,,,,,,Bière blonde artisanale française Pale Ale aromatisée à la mangue,['Gluten'],,https://ledetour.beer/,,,
654,450MG Super Strength Green Tea For Fat Loss - Pack Of,5060343746404,,,,,,['France'],[],[],,?,,0,,?,,?,,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Ergytransit,3664524000464,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,2007977009843,2007977009843,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Miel du gatinais,3760298080364,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Fette Biscottate,8005297007215,,,,,,['France'],[],[],,?,,407,,"8,4",,71,,12,,1703 kj(407 kcal),"3,9","2,1","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,BiPop Myrtille Citron Vert,3264280016121,,,,,,['France'],[],[],,?,,25,,0,,"6,3",,"0,5",,105 kj(25 kcal),0,"6,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Cacahuetes sans coques,76422607,,,,,,['France'],[],[],,?,,557,,"47,5",,7,,"25,4",,2330 kj(557 kcal),"28,5","3,5","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Mayonnaise Salicorne,3760090082122,,,,,,['France'],[],[],,?,,631,,72,,"0,5",,"0,5",,2640 kj(631 kcal),9,"0,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Champignons à la grecque,2801640017353,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Four active charcoal water filtre,5060089724070,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Pate a tartiner gianduja chocolat noisette,17603393,,,,,,['France'],[],[],,?,,603,,"48,2",,"37,6",,"6,4",,2523 kj(603 kcal),"8,5","35,6","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Hamgurge aIGPeperoni,8027657023567,,,,,,['France'],[],[],,?,,167,,"10,2",,3,,"15,8",,699 kj(167 kcal),"3,1",1,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
