,name,bar_code,quantity,packaging,brand,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,allergens,palm_ingredients,link,markets,origin_detail,brand_owner
1071,Colorant alimentaire,5021885704260,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Meringuettes,3770016108041,,,,,,['France'],[],[],,?,,1184,,"0,06",,"65,88",,"3,64",,4954 kj(1184 kcal),0,"35,3","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Comté,2404974028011,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Glace café,3770017016024,,,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au café']",,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,80849070,80849070,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Petits sablés Ossau-Iraty - Michel et Augustin,3700572703992,,,['Michel et Augustin'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",,['France'],[],[],,?,,483,+14%,26,-28%,50,+5213%,"8,5",-64%,2021 kj(483 kcal),18,4,"1,5","0,6",,"['AOP', 'Pur beurre', 'Au sel de Guérande', 'Fromage pur brebis']",E,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,26 g,en quantité élevée,18 g,en quantité élevée,4 g,en faible quantité,1.5 g,en quantité modérée,+15%,-27%,+1265%,-15%,-15%,17,-3%,D,-3%,,,,,,,
1077,Ribs de porc barbecue - Férial,2245063050441,,,"['Férial', 'Marque repère']",['Ribs de porc sauce barbecue'],,['France'],[],[],,?,,249,,17,,"5,9",,18,,1042 kj(249 kcal),"6,6","4,7","1,2","0,48",,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,17 g,en quantité modérée,6.6 g,en quantité élevée,4.7 g,en faible quantité,1.2 g,en quantité modérée,,,,,,15,,D,,,,,,,,
1078,Dame blanche,5450007611450,,,,,,['France'],[],[],,?,,165,,"3,5",,"28,1",,"3,3",,690 kj(165 kcal),"2,5","26,6","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,5022977011440,5022977011440,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Limonade au feijoa,4860103352040,,,,,,['France'],[],[],,?,,48,,0,,12,,0,,201 kj(48 kcal),0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Lentejas de la armuña con verduras,8437006101042,,,,,,['France'],[],[],,?,,235,,"0,8",,"17,1",,"2,7",,983 kj(235 kcal),"0,1","1,1","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Cornichons au vinaigre de Chardonnay,3760262230023,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,['France'],[],[],,?,,44,+63%,"0,4",+35%,"8,4",+144%,"1,8",+78%,184 kj(44 kcal),"0,1","5,8",1,"0,4",,,,,,,,,,,,,0.4 g,en faible quantité,0.1 g,en faible quantité,5.8 g,en quantité modérée,1 g,en quantité modérée,+72%,+46%,+122%,-42%,-42%,-1,-146%,A,-146%,,,,,,,
1083,Kombucha bio hibiscus,3760266660314,,,,"['Boissons', 'Boissons au thé', 'Kombuchas']",,['France'],[],[],,?,,14,-22%,0,-100%,"3,4",-11%,0,-100%,59 kj(14 kcal),0,"3,4",0,0,,,C,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,0 g,en faible quantité,0 g,en faible quantité,3.4 g,en quantité modérée,0 g,en faible quantité,-21%,-100%,-1%,-100%,-100%,5,-13%,C,-13%,,,,,,,
1084,Tagliatelle Bolognaise,2660530029124,,,,,,['France'],[],[],,?,,101,,"2,8",,14,,4,,423 kj(101 kcal),"0,9","2,6","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Anchovy Fillets In Olive Oil,5052109851026,,,,,,['France'],[],[],,?,,220,,"12,2",,"0,7",,"26,6",,920 kj(220 kcal),2,"0,2","14,7","5,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Brocciu Frais Tradition,3364885720314,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France']",,['France'],[],[],,?,,145,-60%,"11,2",-62%,"4,6",+557%,7,-69%,607 kj(145 kcal),"7,68","3,6","0,66","0,264","['FR 20.123.001 CE', 'Ghisonaccia (Corse, France)']",['AOP'],D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,11.2 g,en quantité modérée,7.68 g,en quantité élevée,3.6 g,en faible quantité,0.66 g,en quantité modérée,-60%,-61%,+914%,-49%,-49%,6,-57%,C,-57%,,,,,,,
1087,Alubias blancas con chorizo,8437006101196,,,,,,['France'],[],[],,?,,523,,"5,6",,"12,4",,"5,2",,2188 kj(523 kcal),"2,1","0,79","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Dordogne noix,3770011849208,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Figues Baglama,2600149048543,,,,,,['France'],[],[],,?,,251,,"1,4",,"50,4",,"3,4",,1050 kj(251 kcal),"0,3","48,1","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Bacon,0285459036736,,,,,,['France'],[],[],,?,,208,,"4,1",,0,,42,,870 kj(208 kcal),"1,9",0,"2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Alubias blancas con chipirones,8437006101424,,,,,,['France'],[],[],,?,,95,,"3,1",,"10,7",,"6,1",,397 kj(95 kcal),"0,84","0,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Meringues a la vanille,3760277650007,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Cã Psules De Cafè Brasil Sants Compagnia Dell'arabica,8001684910557,,,,,,['France'],[],[],,?,,1,,0,,"0,3",,"0,2",,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,L'oulivo,3701373104605,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Purées de fruits - Panachées 100% fruits,3266191053219,,,,,,['France'],[],[],,?,,59,,"0,5",,12,,"0,5",,247 kj(59 kcal),"0,2",10,0,0,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Tinto de verano premium,8437015417080,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Carne bovina,8033520508475,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Wakame,3760299915580,,,,,,['France'],[],[],,?,,36,,"3,37",,"16,9",,14,,151 kj(36 kcal),"0,59","9,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Pâté de campagne à la salvetoise - Cabrol,0220626027483,,"['Film', 'Plastique']",['Cabrol'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,['France'],"['GRAS DE FORC', 'FOIE DE PORC 30%', 'SEL DE CAMARGUE', 'PROTEINE VEGETALE DE POIS', 'POIVRE', 'CARAMEL ORDINAIRE']","['Non végétalien', 'Non végétarien']",4,1360,+10%,329,+6%,"28,1",+4%,"5,93",+146%,"12,6",-11%,1360 kj(329 kcal),"10,6","1,95","1,73","0,692","['FR 34.293.001 CE', 'Salvetat-sur-Agout (Hérault, France)']","['Viande Française', 'Viande Porcine Française', 'Point Vert']",D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,['E150a - Caramel E150a'],28.1 g,en quantité élevée,10.6 g,en quantité élevée,1.95 g,en faible quantité,1.73 g,en quantité élevée,+5%,+5%,+112%,+4%,+4%,21,+11%,E,+11%,Pâté de campagne,,,,,,
1100,Tisane Harmonie - Les Jardins de Gaïa,3582811005049,,,['Les Jardins de Gaïa'],,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Sucre glace - Daddy,30740006,,,['Daddy'],"['Édulcorants', 'Sucres', 'Sucres glaces']",,['France'],[],[],,?,,?,,?,,?,,?,,,0,0,,,,,B,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,,,,,,,,,,,,,
1102,Gevrey chambertin,3298480013055,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Pâté à l'ancienne,3428390010442,,,,,,['France'],[],[],,?,,367,,"34,3",,"0,9",,"13,6",,1536 kj(367 kcal),"12,2","0,3","1,71","0,684",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Farine biologique T65 - Farine de Marceline,3760178370226,,,,,,['France'],[],[],,?,,1,,0,,100,,0,,4 kj(1 kcal),0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Huile d’olive de Noel,3760039601216,,,,,,['France'],[],[],,?,,338,,"91,5",,0,,0,,1414 kj(338 kcal),"12,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Chacha,3400936412026,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,"Linguine IGP aux légumes de printemps, menthe & basilic - Seazon - 390g",3701456306131,390 g,,['Seazon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,['France'],[],[],,?,,132,-60%,5,+93%,14,-77%,6,-48%,552 kj(132 kcal),1,1,1,"0,4",,['IGP'],,,,,,,,,,,5 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,-60%,+43%,-64%,+372%,+372%,2,,B,,,,,,,,
1108,Le Poulet de ma Région - Volailles Champenoises,0259705041003,,,['Volailles Champenoises'],"['Viandes', 'Volailles', 'Poulets', 'Poulets entiers']",,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,"['FR 61.101.001 CE', ""Château-d'Almenêches (Orne, France)""]","['Viande Française', 'Volaille Française']",D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['France'],,,,,,,,,,,,,,,,,,,Poulet,,,,,,
1109,Lipo6 black training,0850005755289,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Galets Gianduja,3340390002671,,,,,,['France'],[],[],,?,,537,,"29,72",,"58,6",,"8,75",,2247 kj(537 kcal),11,"55,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,622210449283,622210449283,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,5748996034238,5748996034238,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,"assortiment de bonbons de chocolat, de biscuits,et de nougat",3701412400163,,,,,,['France'],[],[],,?,,488,,26,,55,,7,,2042 kj(488 kcal),13,42,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Griottines,3123025386151,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Cassoulet au canard confit,2020100020058,,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats à base de haricots', 'Plats au canard', 'Cassoulets', 'Cassoulets au confit de canard']",,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,C,66.0%,17.7%,6.2%,5.5%,2.7%,2.0%,72,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Tartelette fraise rhubarbe -  - 4x 80g,3565270009544,4 x 80 g,,,"['Tartes', 'Tartelettes']",,['France'],"['Rhubarbe 40%', 'fraise 20%', 'farine de blé ', 'gluten', 'beurre', 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,,209,-41%,11,-27%,23,-54%,"2,8",-38%,874 kj(209 kcal),"6,9",11,"0,31","0,124",,,,,,,,,,,,,11 g,en quantité modérée,6.9 g,en quantité élevée,11 g,en quantité modérée,0.31 g,en quantité modérée,-42%,-19%,-61%,+4%,+4%,10,-42%,C,-42%,,"['Gluten', 'Lait']",,,,,
1117,Charlotte vanille framboises,2030503968857,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Baratine chèvre,3322830010163,,,,,,['France'],[],[],,?,,451,,"35,2",,"6,9",,"26,9",,1887 kj(451 kcal),"23,9","2,8","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Pain,00006231,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Valréas 2018 Domaine de la Côte - Côtes du Rhöne Villages,3436963101176,,,['Côtes du Rhöne Villages'],,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Aleyna Sliced Green Jalapeño Peppers,5025820000738,,,,,,['France'],[],[],,?,,17,,"0,6",,1,,"0,5",,71 kj(17 kcal),"0,1","0,5","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Les légumes du jardin,7613287352286,,,,,,['France'],[],[],,?,,4,,"0,5",,"0,6",,"0,5",,17 kj(4 kcal),"0,1","0,5","0,66","0,264",,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Lait entier,3760029584444,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,"['FR 29.174.090 CE', 'Plonéour-Lanvern (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Thé vert sencha tendre,3770015013292,,,,,,['France'],[],[],,?,,1,,0,,"0,2",,"0,1",,4 kj(1 kcal),0,0,0,0,,"['Bio', 'Bio européen', 'LK-BIO-149']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Filet d’eglefin,2825558038965,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Choc nut Syrup,5060169985193,,,,,,['France'],[],[],,?,,6,,0,,1,,0,,25 kj(6 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Escalopes de dinde panees a griller,864114000319,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Glace bio lait brebis,3770008553163,,,,,,['France'],[],[],,?,,170,,"6,5",,23,,"4,5",,711 kj(170 kcal),"4,4",22,0,0,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Vodka zoladkowa gorzka,5902573008344,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Mini biscuit salé,3700566452653,,,,,,['France'],[],[],,?,,465,,19,,65,,"7,3",,1946 kj(465 kcal),12,"3,8","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Brioche noisette,3522870034512,,,,,,['France'],[],[],,?,,366,,"12,8",,"55,1",,"7,4",,1531 kj(366 kcal),"5,5","29,3","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Bière cassis Burgindia - Brasserie Larché - 75cl,3760003371671,75 cl,"['Bouteille', 'Verre']",['Brasserie Larché'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bieres aromatisées aux fruits', 'Bières artisanales']",,['France'],"['Eau', 'Malte d’orge,blé,sucre,malt de blé,jus de fruit concentré 0', '5% ', 'cassis 0', '3%', 'citron', 'houblon', 'arôme naturel', 'stevia', 'levures']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,,?,,?,,?,,?,,,,,,,,['en:concours international de Lyon 2020'],C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,"['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,,,,,,,,,,,,,,,,,,['Gluten'],,,,,
1133,Poulet fermier bio,2287660013801,,,,"['Viandes', 'Volailles', 'Poulets', 'Poulets fermiers']",,['France'],[],[],,?,,153,+10%,"7,6",+23%,"0,5",+34%,21,+2%,640 kj(153 kcal),"2,2","0,5","0,15","0,06","['FR 72.168.001 CE', 'Loué (Sarthe, France)']",['Point Vert'],D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,7.6 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,0.15 g,en faible quantité,+11%,+36%,+64%,-7%,-7%,-2,,A,,,,,,,,
1134,Saint genix,0207236036739,,,,,,['France'],[],[],,?,,374,,18,,43,,"8,6",,1565 kj(374 kcal),10,"7,8","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Colombe,8009920064866,,,,,,['France'],[],[],,?,,358,,14,,54,,"6,1",,1498 kj(358 kcal),7,32,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Olive farcite giganti,8008500005589,,,,,,['France'],[],[],,?,,36,,"1,8",,"1,4",,"1,9",,151 kj(36 kcal),"0,3","0,1","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,richochet citronnade romarin -,3760296730162,,"['Bouteille', 'Verre']",,,"['France', 'Île de France', 'Italie', 'Sicile']",['France'],"['Eau gazéifiée', 'jus de citron de Sicile ', '4', '7%', ""miel d'lle de France"", 'romarin ', '0,4%']",[],,?,,13.300000190735,,0,,"3,5",,0,,56 kj(13 kcal),0,"3,5",0,0,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,citronnade,,,,,,
1138,Poulet fumé -,2209621006431,,,,"['Viandes', 'Volailles', 'Poulets']",,['France'],[],[],,?,,188,+25%,12,+106%,"0,7",-65%,20,-2%,787 kj(188 kcal),"3,4","0,7","1,48","0,592",,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,12 g,en quantité modérée,3.4 g,en quantité modérée,0.7 g,en faible quantité,1.48 g,en quantité modérée,+25%,+127%,+59%,+73%,+73%,11,+680%,D,+680%,,,,,,,
1139,Vermicelle de longkou,6970584261156,,,,,,['France'],[],[],,?,,165,,0,,0,,0,,690 kj(165 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Tarte normande pomme rhubarbe - Bi1,0207292029522,,['Plastique'],['Bi1'],"['Tartes', 'Tartes sucrées', 'Tartes aux fruits']",,['France'],"['Pommes 21%', 'Rhubarbe 21%', 'Farine de blé 14%', 'Sucre', 'Oeufs frais 7%', 'Beurre', 'Eau', 'Lait entier en poudre reconstitué', 'Beurre concentré', 'Amidon de maïs', 'Fibre de blé', 'Sel', 'Arôme naturel de vanille']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",4,1149,-12%,275,-9%,14,+14%,33,-22%,"3,6",-15%,1149 kj(275 kcal),"9,1",21,"0,21","0,084",,"['en:farine française', 'en:sans colorant', 'en:sans conservateur', 'en:sans huile de palme', 'en:œufs de poules élevées au sol']",D,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,14 g,en quantité modérée,9.1 g,en quantité élevée,21 g,en quantité élevée,0.21 g,en faible quantité,-10%,+29%,-19%,-11%,-11%,15,+3%,D,+3%,,"['Œufs', 'Gluten', 'Lait']",,,['Bi1'],,
1141,Sirop saveur Bergamote,3393190000507,,,,"['Boissons', 'Sirops', 'Sirops aromatisés']",,['France'],[],[],,?,,49,-80%,"0,2",+98%,"85,8",+34%,"0,1",-4%,205 kj(49 kcal),0,"83,5",,,,"['Sans colorants', 'Sans conservateurs']",B,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,-81%,-100%,+37%,,,,,,,,,,,,,
1142,Poulet cuit fumé au bois de hêtre et de chêne,2209625006000,,,,"['Viandes', 'Volailles']",,['France'],[],[],,?,,170,+7%,"9,6",+51%,1,-55%,20,-2%,711 kj(170 kcal),"2,8","0,9","1,3","0,52",,,,,,,,,,,,,9.6 g,en quantité modérée,2.8 g,en quantité modérée,0.9 g,en faible quantité,1.3 g,en quantité modérée,+7%,+59%,+70%,+45%,+45%,4,+72%,C,+72%,,,,,,,
1143,Compote Hipp pommes betterave,4062300411234,,,,,,['France'],[],[],,?,,50,,"0,1",,"10,9",,"0,3",,209 kj(50 kcal),0,"10,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,coeur de dragon -,3800477251595,,,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",,['France'],"['eau', 'sucre', 'acide citrique', 'arôme fraise', 'colorant E124', 'additifs alimentaires : E555-E172', 'CO2']","['Non végétalien', 'Non végétarien']",4,?,,151,+387%,0,-100%,9,+20%,"0,5",+390%,632 kj(151 kcal),0,9,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E124 - Ponceau 4R', 'E555 - Silicate alumino-potassique', 'E172 - Oxyde et hydroxyde de fer']",0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,,,+402%,-100%,+23%,,,,,,,,,,,,,
1145,Tisane du Berger - Dammann Frères,03732,,,['Dammann Frères'],,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Demae iccho,4897878850099,,,,,,['France'],[],[],,?,,310,,"3,64",,"57,35",,"12,15",,1297 kj(310 kcal),"2,32","8,84","4,83","1,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Chocolat noir bio 70% &thym,3770016166089,,,,,,['France'],[],[],,?,,578,,42,,"36,3",,"9,1",,2418 kj(578 kcal),25,"28,6","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Jben bouskoura,6111266240827,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Huile de noix,3560071268381,,,,,,['France'],[],[],,?,,828,,92,,0,,0,,3464 kj(828 kcal),9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Houmous Olives Noires - Tables du monde,3564706614710,,"['Pot', 'Plastique']","['Tables du monde', 'marque repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,['France'],[],[],,?,,297,+13%,25,+24%,"8,5",-20%,"5,9",-9%,1243 kj(297 kcal),"3,1","0,5","1,2","0,48",,"['Nutriscore', 'Nutriscore C']",B,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,25 g,en quantité élevée,3.1 g,en quantité modérée,0.5 g,en faible quantité,1.2 g,en quantité modérée,+13%,+26%,-63%,+15%,+15%,11,+120%,D,+120%,,,,,,,
1151,Tartelettes framboises x2 décongelées,0209342018043,,,,,,['France'],[],[],,?,,297,,15,,35,,"3,4",,1243 kj(297 kcal),"9,8",23,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Faïza,3155500010121,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Creme dessert,3551101034663,,,,,,['France'],[],[],,?,,180,,20,,8,,10,,753 kj(180 kcal),"0,23","3,6",6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
